geo,Municipio,Cultivo,Año,Área sembrada(ha)
15226,Cuítiva,Tomate de árbol,2021,1
15226,Cuítiva,Uchuva,2021,20
15236,Chivor,Aguacate,2021,2.9
15236,Chivor,Plátano,2021,10.4
15236,Chivor,Granadilla,2021,3.6
15238,Duitama,Ciruela,2021,20
15238,Duitama,Durazno o Albaricoque,2021,15
15238,Duitama,Manzana,2021,4
15238,Duitama,Arándano,2021,4
15238,Duitama,Brevo,2021,1.5
15238,Duitama,Fresa,2021,0.76
15238,Duitama,Mora,2021,12.8
15238,Duitama,Feijoa,2021,8
15238,Duitama,Gulupa o cholupa,2021,5
15238,Duitama,Tomate de árbol,2021,5
15248,El Espino,Chirimoya,2021,3
15248,El Espino,Durazno o Albaricoque,2021,7.75
15248,El Espino,Naranja,2021,3.5
15248,El Espino,Aguacate,2021,6
15272,Firavitoba,Higo,2021,4.5
15272,Firavitoba,Feijoa,2021,0.5
15272,Firavitoba,Gulupa o cholupa,2021,0.5
15272,Firavitoba,Tomate de árbol,2021,1.5
15272,Firavitoba,Uchuva,2021,2
15276,Floresta,Arándano,2021,0.3
15276,Floresta,Uva,2021,3
15276,Floresta,Uchuva,2021,7
15293,Gachantivá,Mora,2021,134
15293,Gachantivá,Tomate de árbol,2021,19
15296,Gámeza,Uchuva,2021,12
15299,Garagoa,Aguacate,2021,6
15299,Garagoa,Arándano,2021,0.6
15299,Garagoa,Mora,2021,4
15299,Garagoa,Plátano,2021,16.5
15299,Garagoa,Maracuyá,2021,3
15299,Garagoa,Lulo,2021,17
15299,Garagoa,Tomate de árbol,2021,4.5
15317,Guacamayas,Naranja,2021,10
15322,Guateque,Limón,2021,1.2
15322,Guateque,Aguacate,2021,2
15322,Guateque,Frambuesa,2021,1.9
15322,Guateque,Papaya,2021,0.8
15322,Guateque,Gulupa o cholupa,2021,0.8
15322,Guateque,Maracuyá,2021,4.5
15325,Guayatá,Aguacate,2021,15.7
15325,Guayatá,Mora,2021,3
15325,Guayatá,Pitahaya,2021,3
15325,Guayatá,Plátano,2021,115
15325,Guayatá,Granadilla,2021,6.5
15325,Guayatá,Gulupa o cholupa,2021,1
15325,Guayatá,Lulo,2021,3
15325,Guayatá,Tomate de árbol,2021,5
15325,Guayatá,Uchuva,2021,1
15362,Iza,Higo,2021,10
15362,Iza,Uchuva,2021,5.5
15367,Jenesano,Ciruela,2021,47
15367,Jenesano,Durazno o Albaricoque,2021,40
15367,Jenesano,Manzana,2021,31
15367,Jenesano,Pera,2021,296
15367,Jenesano,Aguacate,2021,6.5
15367,Jenesano,Mora,2021,30
15367,Jenesano,Feijoa,2021,58
15367,Jenesano,Curuba,2021,51
15367,Jenesano,Granadilla,2021,5
15367,Jenesano,Gulupa o cholupa,2021,4
15367,Jenesano,Lulo,2021,5
15367,Jenesano,Tomate de árbol,2021,43
15367,Jenesano,Uchuva,2021,10
15368,Jericó,Brevo,2021,54
15368,Jericó,Lulo,2021,3
15377,Labranzagrande,Guanábana,2021,8.5
15377,Labranzagrande,Naranja,2021,36
15377,Labranzagrande,Aguacate,2021,15
15377,Labranzagrande,Banano,2021,47.5
15377,Labranzagrande,Plátano,2021,36
15377,Labranzagrande,Lulo,2021,56.4
15380,La Capilla,Aguacate,2021,0.2
15380,La Capilla,Mora,2021,8.98
15380,La Capilla,Granadilla,2021,0.5
15380,La Capilla,Gulupa o cholupa,2021,0.5
15380,La Capilla,Tomate de árbol,2021,78.97
15401,La Victoria,Guanábana,2021,4
15401,La Victoria,Limón,2021,2
15401,La Victoria,Aguacate,2021,6.5
15401,La Victoria,Plátano,2021,16
15403,La Uvita,Ciruela,2021,1
15403,La Uvita,Durazno o Albaricoque,2021,25
15403,La Uvita,Limón,2021,0.13
15403,La Uvita,Limón,2021,0.01
15403,La Uvita,Limón,2021,0.05
15403,La Uvita,Mandarina,2021,0.48
15403,La Uvita,Naranja,2021,1.32
15403,La Uvita,Naranja,2021,0.01
15403,La Uvita,Brevo,2021,0.8
15403,La Uvita,Mora,2021,2.4
15403,La Uvita,Lulo,2021,2
15403,La Uvita,Tomate de árbol,2021,5
15407,Villa de Leyva,Ciruela,2021,4.98
15407,Villa de Leyva,Durazno o Albaricoque,2021,6.49
15407,Villa de Leyva,Manzana,2021,4.79
15407,Villa de Leyva,Pera,2021,4.73
15407,Villa de Leyva,Arándano,2021,2
15407,Villa de Leyva,Mora,2021,17
15425,Macanal,Aguacate,2021,8
15425,Macanal,Mora,2021,3
15425,Macanal,Granadilla,2021,2
15425,Macanal,Gulupa o cholupa,2021,5
15425,Macanal,Lulo,2021,35
15442,Maripí,Guanábana,2021,5.5
15442,Maripí,Chontaduro,2021,1
15442,Maripí,Limón,2021,2
15442,Maripí,Limón,2021,10
15442,Maripí,Limón,2021,35
15442,Maripí,Mandarina,2021,50
15442,Maripí,Mandarina,2021,5
15442,Maripí,Naranja,2021,117.4
15442,Maripí,Naranja,2021,20
15442,Maripí,Aguacate,2021,5
15442,Maripí,Aguacate,2021,15
15442,Maripí,Aguacate,2021,25.8
15442,Maripí,Arándano,2021,1.5
15442,Maripí,Papayuela -Babaco,2021,9.5
15442,Maripí,Plátano,2021,60
15442,Maripí,Guayaba,2021,10
15442,Maripí,Gulupa o cholupa,2021,5.5
15442,Maripí,Maracuyá,2021,2
15455,Miraflores,Guanábana,2021,3
15455,Miraflores,Durazno o Albaricoque,2021,1
15455,Miraflores,Aguacate,2021,1
15455,Miraflores,Mora,2021,2.5
15455,Miraflores,Pitahaya,2021,222
15455,Miraflores,Plátano,2021,55
15455,Miraflores,Chamba,2021,3
15455,Miraflores,Granadilla,2021,14.5
15455,Miraflores,Gulupa o cholupa,2021,15
15455,Miraflores,Maracuyá,2021,11
15455,Miraflores,Lulo,2021,15
15455,Miraflores,Tomate de árbol,2021,4
15464,Mongua,Uchuva,2021,8
15466,Monguí,Ciruela,2021,0.5
15466,Monguí,Durazno o Albaricoque,2021,0.44
15466,Monguí,Manzana,2021,0.22
15466,Monguí,Pera,2021,0.84
15466,Monguí,Fresa,2021,1.5
15466,Monguí,Mora,2021,2.5
15466,Monguí,Tomate de árbol,2021,0.5
15466,Monguí,Uchuva,2021,0.5
15469,Moniquirá,Mandarina,2021,27
15469,Moniquirá,Naranja,2021,100
15469,Moniquirá,Banano,2021,167
15469,Moniquirá,Mora,2021,46
15469,Moniquirá,Plátano,2021,655
15469,Moniquirá,Guayaba,2021,123
15469,Moniquirá,Lulo,2021,16
15476,Motavita,Fresa,2021,5
15480,Muzo,Guanábana,2021,3
15480,Muzo,Mandarina,2021,8
15480,Muzo,Naranja,2021,41
15480,Muzo,Aguacate,2021,32
15480,Muzo,Plátano,2021,56
15491,Nobsa,Brevo,2021,15
15491,Nobsa,Uva,2021,5
15491,Nobsa,Feijoa,2021,6
15491,Nobsa,Tomate de árbol,2021,11
15494,Nuevo Colón,Ciruela,2021,455
15494,Nuevo Colón,Durazno o Albaricoque,2021,36
15494,Nuevo Colón,Manzana,2021,38
15494,Nuevo Colón,Pera,2021,691
15494,Nuevo Colón,Feijoa,2021,13
15494,Nuevo Colón,Curuba,2021,157
15494,Nuevo Colón,Tomate de árbol,2021,16
15494,Nuevo Colón,Uchuva,2021,21
15500,Oicatá,Durazno o Albaricoque,2021,5
15500,Oicatá,Manzana,2021,31
15500,Oicatá,Arándano,2021,1
15500,Oicatá,Fresa,2021,32
15500,Oicatá,Higo,2021,2
15500,Oicatá,Feijoa,2021,1
15507,Otanche,Limón,2021,17
15507,Otanche,Mandarina,2021,13
15507,Otanche,Naranja,2021,30
15507,Otanche,Aguacate,2021,213
15507,Otanche,Plátano,2021,241
15511,Pachavita,Aguacate,2021,3
15511,Pachavita,Aguacate,2021,2
15511,Pachavita,Banano,2021,23
15511,Pachavita,Mora,2021,8
15511,Pachavita,Lulo,2021,5
15511,Pachavita,Tomate de árbol,2021,10
15514,Páez,Limón,2021,4
15514,Páez,Limón,2021,5
15514,Páez,Naranja,2021,3
15514,Páez,Aguacate,2021,16
15514,Páez,Borojó,2021,2
15514,Páez,Pitahaya,2021,12
15514,Páez,Plátano,2021,40
15514,Páez,Zapote,2021,6
15514,Páez,Lulo,2021,4
15516,Paipa,Ciruela,2021,8.1
15516,Paipa,Durazno o Albaricoque,2021,36.9
15516,Paipa,Mora,2021,92.1
15516,Paipa,Tomate de árbol,2021,2.3
15518,Pajarito,Limón,2021,1
15518,Pajarito,Naranja,2021,51
15518,Pajarito,Aguacate,2021,18
15518,Pajarito,Banano,2021,1
15518,Pajarito,Mora,2021,2
15518,Pajarito,Plátano,2021,30
15518,Pajarito,Zapote,2021,13
15518,Pajarito,Arazá,2021,1
15518,Pajarito,Chamba,2021,1
15518,Pajarito,Granadilla,2021,3
15518,Pajarito,Maracuyá,2021,1
15518,Pajarito,Lulo,2021,68
15518,Pajarito,Tomate de árbol,2021,1
15522,Panqueba,Aguacate,2021,1
15522,Panqueba,Mora,2021,1.2
15522,Panqueba,Granadilla,2021,0.5
15522,Panqueba,Lulo,2021,1
15522,Panqueba,Tomate de árbol,2021,1.5
15531,Pauna,Guanábana,2021,434
15531,Pauna,Limón,2021,80
15531,Pauna,Mandarina,2021,221
15531,Pauna,Naranja,2021,392
15531,Pauna,Aguacate,2021,300
15531,Pauna,Mora,2021,10
15531,Pauna,Papaya,2021,2
15531,Pauna,Piña,2021,2
15531,Pauna,Pitahaya,2021,1
15531,Pauna,Plátano,2021,120
15531,Pauna,Guayaba,2021,300
15531,Pauna,Gulupa o cholupa,2021,9
15531,Pauna,Lulo,2021,70
15531,Pauna,Tomate de árbol,2021,5
15533,Paya,Guanábana,2021,2
15533,Paya,Mandarina,2021,2
15533,Paya,Naranja,2021,3
15533,Paya,Aguacate,2021,1.5
15533,Paya,Mango,2021,1
15533,Paya,Plátano,2021,35
15533,Paya,Zapote,2021,1
15533,Paya,Guayaba,2021,1
15537,Paz de Río,Frambuesa,2021,1
15537,Paz de Río,Fresa,2021,2
15537,Paz de Río,Higo,2021,5.5
15537,Paz de Río,Mora,2021,3
15537,Paz de Río,Uva,2021,1
15537,Paz de Río,Tomate de árbol,2021,2
15542,Pesca,Higo,2021,8.5
15550,Pisba,Guanábana,2021,1
15550,Pisba,Plátano,2021,56
15550,Pisba,Lulo,2021,3
15572,Puerto Boyacá,Limón,2021,7.5
15572,Puerto Boyacá,Aguacate,2021,18.5
15572,Puerto Boyacá,Papaya,2021,28
15572,Puerto Boyacá,Plátano,2021,396.5
15580,Quípama,Guanábana,2021,50
15580,Quípama,Limón,2021,67
15580,Quípama,Aguacate,2021,91
15580,Quípama,Aguacate,2021,71
15580,Quípama,Plátano,2021,210
15599,Ramiriquí,Durazno o Albaricoque,2021,9
15599,Ramiriquí,Mora,2021,72
15599,Ramiriquí,Granadilla,2021,3
15599,Ramiriquí,Gulupa o cholupa,2021,7
15599,Ramiriquí,Lulo,2021,11
15599,Ramiriquí,Tomate de árbol,2021,130
15599,Ramiriquí,Uchuva,2021,70
15600,Ráquira,Durazno o Albaricoque,2021,48
15600,Ráquira,Agraz - Mortiño,2021,300
15600,Ráquira,Mora,2021,14
15600,Ráquira,Feijoa,2021,8
15600,Ráquira,Guayaba,2021,18
15600,Ráquira,Curuba,2021,4
15600,Ráquira,Gulupa o cholupa,2021,8
15600,Ráquira,Lulo,2021,24
15600,Ráquira,Tomate de árbol,2021,10
15600,Ráquira,Uchuva,2021,8
15621,Rondón,Limón,2021,0.07
15621,Rondón,Limón,2021,0.01
15621,Rondón,Limón,2021,2
15621,Rondón,Mandarina,2021,0.25
15621,Rondón,Naranja,2021,0.68
15621,Rondón,Banano,2021,3
15621,Rondón,Mora,2021,13
15621,Rondón,Piña,2021,1
15621,Rondón,Pitahaya,2021,1
15621,Rondón,Plátano,2021,48
15621,Rondón,Granadilla,2021,3
15621,Rondón,Lulo,2021,20
15621,Rondón,Tomate de árbol,2021,9
15632,Saboyá,Mora,2021,298
15632,Saboyá,Curuba,2021,2
15632,Saboyá,Tomate de árbol,2021,161
15646,Samacá,Durazno o Albaricoque,2021,2
15646,Samacá,Fresa,2021,3
15646,Samacá,Granadilla,2021,1
15660,San Eduardo,Guanábana,2021,4.3
15660,San Eduardo,Mora,2021,3.5
15660,San Eduardo,Pitahaya,2021,15
15660,San Eduardo,Granadilla,2021,10.5
15660,San Eduardo,Gulupa o cholupa,2021,5.5
15660,San Eduardo,Lulo,2021,30
15660,San Eduardo,Tomate de árbol,2021,25
15664,San José de Pare,Guanábana,2021,0.5
15664,San José de Pare,Limón,2021,1.45
15664,San José de Pare,Limón,2021,0.28
15664,San José de Pare,Limón,2021,3.89
15664,San José de Pare,Mandarina,2021,18.11
15664,San José de Pare,Naranja,2021,22.06
15664,San José de Pare,Naranja,2021,1.21
15664,San José de Pare,Aguacate,2021,6.5
15664,San José de Pare,Mango,2021,2
15664,San José de Pare,Plátano,2021,35
15664,San José de Pare,Zapote,2021,0.5
15664,San José de Pare,Feijoa,2021,1
15664,San José de Pare,Guayaba,2021,0.5
15664,San José de Pare,Lulo,2021,1
15667,San Luis de Gaceno,Mandarina,2021,5
15667,San Luis de Gaceno,Naranja,2021,8
15667,San Luis de Gaceno,Aguacate,2021,8
15667,San Luis de Gaceno,Plátano,2021,72
15667,San Luis de Gaceno,Arazá,2021,2
15673,San Mateo,Chirimoya,2021,55
15673,San Mateo,Durazno o Albaricoque,2021,3
15673,San Mateo,Limón,2021,3.22
15673,San Mateo,Limón,2021,0.37
15673,San Mateo,Limón,2021,1.17
15673,San Mateo,Mandarina,2021,11.98
15673,San Mateo,Naranja,2021,32.98
15673,San Mateo,Naranja,2021,0.27
15673,San Mateo,Aguacate,2021,8
15673,San Mateo,Plátano,2021,25
15676,San Miguel de Sema,Durazno o Albaricoque,2021,5
15676,San Miguel de Sema,Manzana,2021,2
15676,San Miguel de Sema,Agraz - Mortiño,2021,10
15676,San Miguel de Sema,Fresa,2021,6
15676,San Miguel de Sema,Mora,2021,7
15676,San Miguel de Sema,Curuba,2021,6
15681,San Pablo de Borbur,Guanábana,2021,33
15681,San Pablo de Borbur,Limón,2021,2.77
15681,San Pablo de Borbur,Limón,2021,1.32
15681,San Pablo de Borbur,Limón,2021,1.01
15681,San Pablo de Borbur,Mandarina,2021,10.3
15681,San Pablo de Borbur,Naranja,2021,29.36
15681,San Pablo de Borbur,Naranja,2021,1.23
15681,San Pablo de Borbur,Aguacate,2021,101
15681,San Pablo de Borbur,Mora,2021,1
15681,San Pablo de Borbur,Pitahaya,2021,7
15681,San Pablo de Borbur,Plátano,2021,85
15681,San Pablo de Borbur,Guayaba,2021,3
15681,San Pablo de Borbur,Maracuyá,2021,1
15681,San Pablo de Borbur,Lulo,2021,7
15686,Santana,Mandarina,2021,20
15686,Santana,Naranja,2021,30
15686,Santana,Plátano,2021,51
15690,Santa María,Limón,2021,7
15690,Santa María,Limón,2021,6.5
15690,Santa María,Mandarina,2021,4
15690,Santa María,Naranja,2021,5
15690,Santa María,Naranja,2021,6
15690,Santa María,Aguacate,2021,8
15690,Santa María,Banano,2021,18
15690,Santa María,Borojó,2021,0.6
15690,Santa María,Mango,2021,2.5
15690,Santa María,Papaya,2021,3.5
15690,Santa María,Plátano,2021,47
15690,Santa María,Zapote,2021,2.3
15690,Santa María,Arazá,2021,0.6
15690,Santa María,Chamba,2021,1.1
15690,Santa María,Guayaba,2021,1.6
15693,Santa Rosa de Viterbo,Arándano,2021,8
15693,Santa Rosa de Viterbo,Uchuva,2021,27
15696,Santa Sofía,Durazno o Albaricoque,2021,1
15696,Santa Sofía,Arándano,2021,3
15696,Santa Sofía,Curuba,2021,8
15720,Sativanorte,Mandarina,2021,1
15720,Sativanorte,Naranja,2021,0.5
15720,Sativanorte,Aguacate,2021,0.5
15720,Sativanorte,Mora,2021,3
15720,Sativanorte,Plátano,2021,0.5
15720,Sativanorte,Guayaba,2021,0.5
15720,Sativanorte,Lulo,2021,14
15720,Sativanorte,Uchuva,2021,2
15723,Sativasur,Lulo,2021,2
15740,Siachoque,Fresa,2021,3
15740,Siachoque,Feijoa,2021,2
15740,Siachoque,Curuba,2021,2
15753,Soatá,Dátil,2021,11
15753,Soatá,Durazno o Albaricoque,2021,28
15753,Soatá,Limón,2021,13
15753,Soatá,Mandarina,2021,19
15753,Soatá,Naranja,2021,11
15753,Soatá,Aguacate,2021,10
15753,Soatá,Fresa,2021,2
15753,Soatá,Mango,2021,21
15753,Soatá,Mora,2021,7
15753,Soatá,Papaya,2021,8
15753,Soatá,Plátano,2021,19
15753,Soatá,Zapote,2021,6
15753,Soatá,Granadilla,2021,12
15753,Soatá,Maracuyá,2021,6
15753,Soatá,Lulo,2021,6
15753,Soatá,Tomate de árbol,2021,6
15755,Socotá,Aguacate,2021,8
15755,Socotá,Guayaba,2021,4
15757,Socha,Durazno o Albaricoque,2021,2
15757,Socha,Brevo,2021,1
15759,Sogamoso,Fresa,2021,3
15759,Sogamoso,Mora,2021,0.2
15759,Sogamoso,Feijoa,2021,2
15759,Sogamoso,Curuba,2021,0.3
15759,Sogamoso,Tomate de árbol,2021,0.2
15759,Sogamoso,Uchuva,2021,0.5
15761,Somondoco,Banano,2021,9
15761,Somondoco,Plátano,2021,3
15763,Sotaquirá,Ciruela,2021,69
15763,Sotaquirá,Durazno o Albaricoque,2021,91
15763,Sotaquirá,Arándano,2021,145
15763,Sotaquirá,Mora,2021,23
15764,Soracá,Tomate de árbol,2021,54
15774,Susacón,Durazno o Albaricoque,2021,25
15774,Susacón,Manzana,2021,3.2
15774,Susacón,Pera,2021,4.1
15774,Susacón,Agraz - Mortiño,2021,2.8
15774,Susacón,Arándano,2021,3.1
15774,Susacón,Fresa,2021,4
15774,Susacón,Feijoa,2021,2.7
15774,Susacón,Lulo,2021,8
15774,Susacón,Tomate de árbol,2021,8.3
15776,Sutamarchán,Arándano,2021,6
15776,Sutamarchán,Fresa,2021,16.9
15776,Sutamarchán,Higo,2021,1.7
15776,Sutamarchán,Uva,2021,5
15776,Sutamarchán,Curuba,2021,72.8
15776,Sutamarchán,Gulupa o cholupa,2021,78
15776,Sutamarchán,Tomate de árbol,2021,20.3
15778,Sutatenza,Durazno o Albaricoque,2021,3
15778,Sutatenza,Aguacate,2021,4
15778,Sutatenza,Banano,2021,1
15778,Sutatenza,Macadamia,2021,2
15778,Sutatenza,Mora,2021,1
15778,Sutatenza,Plátano,2021,5.5
15778,Sutatenza,Granadilla,2021,1
15778,Sutatenza,Maracuyá,2021,4
15778,Sutatenza,Lulo,2021,16.5
15790,Tasco,Ciruela,2021,1
15790,Tasco,Durazno o Albaricoque,2021,3
15790,Tasco,Manzana,2021,1
15790,Tasco,Pera,2021,2
15790,Tasco,Fresa,2021,1
15798,Tenza,Banano,2021,7
15798,Tenza,Gulupa o cholupa,2021,5
15798,Tenza,Maracuyá,2021,10
15798,Tenza,Lulo,2021,7
15804,Tibaná,Ciruela,2021,108
15804,Tibaná,Durazno o Albaricoque,2021,40
15804,Tibaná,Manzana,2021,275
15804,Tibaná,Pera,2021,608
15804,Tibaná,Aguacate,2021,7
15804,Tibaná,Feijoa,2021,52
15804,Tibaná,Curuba,2021,18
15804,Tibaná,Lulo,2021,31
15804,Tibaná,Tomate de árbol,2021,70
15804,Tibaná,Uchuva,2021,27
15806,Tibasosa,Durazno o Albaricoque,2021,6
15806,Tibasosa,Higo,2021,3
15806,Tibasosa,Feijoa,2021,33
15808,Tinjacá,Durazno o Albaricoque,2021,3
15808,Tinjacá,Fresa,2021,7
15808,Tinjacá,Mora,2021,3.5
15808,Tinjacá,Curuba,2021,10
15808,Tinjacá,Gulupa o cholupa,2021,2
15808,Tinjacá,Tomate de árbol,2021,4.4
15810,Tipacoque,Durazno o Albaricoque,2021,170
15810,Tipacoque,Aguacate,2021,12
15810,Tipacoque,Mango,2021,4
15814,Toca,Fresa,2021,38
15816,Togüí,Aguacate,2021,8
15816,Togüí,Banano,2021,80
15816,Togüí,Plátano,2021,460
15820,Tópaga,Ciruela,2021,1.25
15820,Tópaga,Durazno o Albaricoque,2021,1.09
15820,Tópaga,Manzana,2021,0.56
15820,Tópaga,Pera,2021,2.1
15820,Tópaga,Tomate de árbol,2021,15
15822,Tota,Fresa,2021,6
15832,Tununguá,Guanábana,2021,267
15832,Tununguá,Mandarina,2021,31
15832,Tununguá,Naranja,2021,114
15832,Tununguá,Aguacate,2021,144
15832,Tununguá,Pitahaya,2021,9
15832,Tununguá,Plátano,2021,90
15832,Tununguá,Arazá,2021,4
15832,Tununguá,Guayaba,2021,404
15835,Turmequé,Ciruela,2021,144
15835,Turmequé,Durazno o Albaricoque,2021,55
15835,Turmequé,Manzana,2021,50
15835,Turmequé,Pera,2021,7
15835,Turmequé,Curuba,2021,342
15835,Turmequé,Tomate de árbol,2021,25
15837,Tuta,Ciruela,2021,14
15837,Tuta,Durazno o Albaricoque,2021,37
15837,Tuta,Manzana,2021,2
15837,Tuta,Arándano,2021,5
15837,Tuta,Fresa,2021,70
15837,Tuta,Mora,2021,5
15837,Tuta,Tomate de árbol,2021,8
15837,Tuta,Uchuva,2021,2
15839,Tutazá,Pera,2021,4
15839,Tutazá,Brevo,2021,5
15839,Tutazá,Fresa,2021,4
15839,Tutazá,Mora,2021,2
15839,Tutazá,Uchuva,2021,0.5
15842,Úmbita,Ciruela,2021,3.7
15842,Úmbita,Durazno o Albaricoque,2021,6.3
15842,Úmbita,Manzana,2021,0.8
15842,Úmbita,Aguacate,2021,0.7
15842,Úmbita,Arándano,2021,2.8
15842,Úmbita,Fresa,2021,3
15842,Úmbita,Mora,2021,11
15842,Úmbita,Curuba,2021,105
15842,Úmbita,Granadilla,2021,2.5
15842,Úmbita,Lulo,2021,0.5
15842,Úmbita,Tomate de árbol,2021,29.5
15842,Úmbita,Uchuva,2021,43.5
15861,Ventaquemada,Ciruela,2021,3
15861,Ventaquemada,Arándano,2021,31
15861,Ventaquemada,Mora,2021,16
15861,Ventaquemada,Tomate de árbol,2021,30
15861,Ventaquemada,Uchuva,2021,125
15879,Viracachá,Durazno o Albaricoque,2021,1.4
15879,Viracachá,Fresa,2021,6.7
15879,Viracachá,Mora,2021,19.2
15879,Viracachá,Feijoa,2021,4.8
15879,Viracachá,Lulo,2021,1.5
15879,Viracachá,Tomate de árbol,2021,12.5
15879,Viracachá,Uchuva,2021,21.2
15897,Zetaquira,Aguacate,2021,1
15897,Zetaquira,Mora,2021,5
15897,Zetaquira,Pitahaya,2021,26
15897,Zetaquira,Plátano,2021,30
15897,Zetaquira,Granadilla,2021,4.5
15897,Zetaquira,Gulupa o cholupa,2021,14
15897,Zetaquira,Lulo,2021,8
