geo,Municipio,Desagregación cultivo,Año,Área sembrada,Ciclo del cultivo
15224,Cucaita,Frijol,2020,7.000000,Transitorio
15224,Cucaita,Frijol,2020,3.000000,Transitorio
15226,Cuítiva,Arveja,2020,20.000000,Transitorio
15226,Cuítiva,Arveja,2020,22.000000,Transitorio
15232,Chíquiza,Arveja,2020,90.000000,Transitorio
15232,Chíquiza,Arveja,2020,70.000000,Transitorio
15232,Chíquiza,Frijol,2020,12.000000,Transitorio
15232,Chíquiza,Frijol,2020,12.000000,Transitorio
15236,Chivor,Arveja,2020,3.000000,Transitorio
15236,Chivor,Arveja,2020,4.000000,Transitorio
15236,Chivor,Frijol,2020,3.000000,Transitorio
15236,Chivor,Frijol,2020,8.000000,Transitorio
15238,Duitama,Arveja,2020,3.000000,Transitorio
15238,Duitama,Arveja,2020,5.000000,Transitorio
15244,El Cocuy,Frijol,2020,5.000000,Transitorio
15244,El Cocuy,Haba,2020,5.000000,Transitorio
15248,El Espino,Arveja,2020,5.000000,Transitorio
15248,El Espino,Arveja,2020,5.000000,Transitorio
15248,El Espino,Frijol,2020,10.000000,Transitorio
15248,El Espino,Frijol,2020,5.000000,Transitorio
15248,El Espino,Haba,2020,1.000000,Transitorio
15248,El Espino,Haba,2020,2.000000,Transitorio
15272,Firavitoba,Arveja,2020,30.000000,Transitorio
15272,Firavitoba,Arveja,2020,12.000000,Transitorio
15272,Firavitoba,Frijol,2020,3.000000,Transitorio
15272,Firavitoba,Frijol,2020,3.000000,Transitorio
15272,Firavitoba,Haba,2020,2.000000,Transitorio
15276,Floresta,Arveja,2020,4.000000,Transitorio
15276,Floresta,Frijol,2020,35.000000,Transitorio
15293,Gachantivá,Arveja,2020,19.000000,Transitorio
15293,Gachantivá,Arveja,2020,25.000000,Transitorio
15296,Gámeza,Arveja,2020,7.000000,Transitorio
15296,Gámeza,Arveja,2020,20.000000,Transitorio
15296,Gámeza,Frijol,2020,18.000000,Transitorio
15296,Gámeza,Haba,2020,10.000000,Transitorio
15299,Garagoa,Arveja,2020,8.000000,Transitorio
15299,Garagoa,Arveja,2020,6.000000,Transitorio
15299,Garagoa,Frijol,2020,25.000000,Transitorio
15299,Garagoa,Frijol,2020,96.000000,Transitorio
15299,Garagoa,Habichuela,2020,8.000000,Transitorio
15299,Garagoa,Habichuela,2020,8.000000,Transitorio
15317,Guacamayas,Arveja,2020,15.000000,Transitorio
15317,Guacamayas,Frijol,2020,50.000000,Transitorio
15322,Guateque,Arveja,2020,10.000000,Transitorio
15322,Guateque,Arveja,2020,11.000000,Transitorio
15322,Guateque,Frijol,2020,3.500000,Transitorio
15322,Guateque,Frijol,2020,25.000000,Transitorio
15322,Guateque,Garbanzo,2020,1.000000,Transitorio
15322,Guateque,Habichuela,2020,3.500000,Transitorio
15325,Guayatá,Frijol,2020,90.000000,Transitorio
15325,Guayatá,Habichuela,2020,6.000000,Transitorio
15325,Guayatá,Habichuela,2020,6.000000,Transitorio
15332,güicán de la sierra,Arveja,2020,4.000000,Transitorio
15332,güicán de la sierra,Arveja,2020,5.000000,Transitorio
15332,güicán de la sierra,Frijol,2020,27.000000,Transitorio
15332,güicán de la sierra,Haba,2020,6.000000,Transitorio
15362,Iza,Arveja,2020,6.000000,Transitorio
15367,Jenesano,Arveja,2020,20.000000,Transitorio
15367,Jenesano,Arveja,2020,35.000000,Transitorio
15367,Jenesano,Frijol,2020,40.000000,Transitorio
15367,Jenesano,Frijol,2020,25.000000,Transitorio
15368,Jericó,Arveja,2020,8.000000,Transitorio
15368,Jericó,Arveja,2020,8.000000,Transitorio
15368,Jericó,Frijol,2020,8.000000,Transitorio
15368,Jericó,Frijol,2020,8.000000,Transitorio
15368,Jericó,Haba,2020,10.000000,Transitorio
15377,Labranzagrande,Arveja,2020,16.000000,Transitorio
15377,Labranzagrande,Arveja,2020,5.000000,Transitorio
15377,Labranzagrande,Frijol,2020,19.000000,Transitorio
15380,La Capilla,Arveja,2020,5.000000,Transitorio
15380,La Capilla,Arveja,2020,36.000000,Transitorio
15380,La Capilla,Frijol,2020,12.000000,Transitorio
15380,La Capilla,Frijol,2020,320.000000,Transitorio
15380,La Capilla,Habichuela,2020,20.000000,Transitorio
15380,La Capilla,Habichuela,2020,10.000000,Transitorio
15401,La Victoria,Frijol,2020,2.000000,Transitorio
15401,La Victoria,Frijol,2020,1.000000,Transitorio
15403,La Uvita,Arveja,2020,10.000000,Transitorio
15403,La Uvita,Arveja,2020,6.000000,Transitorio
15403,La Uvita,Frijol,2020,18.000000,Transitorio
15403,La Uvita,Frijol,2020,10.000000,Transitorio
15403,La Uvita,Haba,2020,5.000000,Transitorio
15403,La Uvita,Haba,2020,3.000000,Transitorio
15407,Villa de Leyva,Frijol,2020,6.000000,Transitorio
15407,Villa de Leyva,Frijol,2020,13.000000,Transitorio
15425,Macanal,Arveja,2020,14.000000,Transitorio
15425,Macanal,Arveja,2020,7.000000,Transitorio
15425,Macanal,Frijol,2020,30.000000,Transitorio
15425,Macanal,Frijol,2020,450.000000,Transitorio
15442,Maripí,Arveja,2020,5.000000,Transitorio
15442,Maripí,Frijol,2020,10.000000,Transitorio
15455,Miraflores,Arveja,2020,10.000000,Transitorio
15455,Miraflores,Arveja,2020,10.000000,Transitorio
15455,Miraflores,Frijol,2020,43.000000,Transitorio
15455,Miraflores,Frijol,2020,43.000000,Transitorio
15464,Mongua,Arveja,2020,10.000000,Transitorio
15464,Mongua,Arveja,2020,17.000000,Transitorio
15464,Mongua,Haba,2020,40.000000,Transitorio
15466,Monguí,Arveja,2020,15.000000,Transitorio
15466,Monguí,Arveja,2020,10.000000,Transitorio
15466,Monguí,Frijol,2020,1.000000,Transitorio
15466,Monguí,Haba,2020,5.000000,Transitorio
15469,Moniquirá,Frijol,2020,120.000000,Transitorio
15469,Moniquirá,Frijol,2020,50.000000,Transitorio
15476,Motavita,Arveja,2020,25.000000,Transitorio
15476,Motavita,Arveja,2020,30.880000,Transitorio
15476,Motavita,Haba,2020,5.000000,Transitorio
15480,Muzo,Frijol,2020,10.000000,Transitorio
15480,Muzo,Frijol,2020,10.000000,Transitorio
15480,Muzo,Maní,2020,4.000000,Transitorio
15480,Muzo,Maní,2020,5.000000,Transitorio
15491,Nobsa,Frijol,2020,8.000000,Transitorio
15491,Nobsa,Frijol,2020,15.000000,Transitorio
15491,Nobsa,Haba,2020,1.000000,Transitorio
15491,Nobsa,Haba,2020,1.000000,Transitorio
15494,Nuevo Colón,Arveja,2020,20.000000,Transitorio
15494,Nuevo Colón,Frijol,2020,52.000000,Transitorio
15494,Nuevo Colón,Haba,2020,6.000000,Transitorio
15494,Nuevo Colón,Haba,2020,6.000000,Transitorio
15500,Oicatá,Arveja,2020,5.000000,Transitorio
15500,Oicatá,Arveja,2020,5.000000,Transitorio
15507,Otanche,Frijol,2020,10.000000,Transitorio
15507,Otanche,Frijol,2020,2.000000,Transitorio
15511,Pachavita,Arveja,2020,15.000000,Transitorio
15511,Pachavita,Arveja,2020,15.000000,Transitorio
15511,Pachavita,Frijol,2020,5.000000,Transitorio
15511,Pachavita,Frijol,2020,145.000000,Transitorio
15514,Páez,Frijol,2020,14.000000,Transitorio
15514,Páez,Frijol,2020,14.000000,Transitorio
15516,Paipa,Arveja,2020,47.600000,Transitorio
15516,Paipa,Arveja,2020,12.300000,Transitorio
15516,Paipa,Frijol,2020,8.500000,Transitorio
15516,Paipa,Frijol,2020,2.000000,Transitorio
15518,Pajarito,Frijol,2020,14.000000,Transitorio
15518,Pajarito,Guandul,2020,14.000000,Transitorio
15522,Panqueba,Frijol,2020,10.000000,Transitorio
15531,Pauna,Frijol,2020,10.000000,Transitorio
15531,Pauna,Frijol,2020,5.000000,Transitorio
15531,Pauna,Habichuela,2020,2.000000,Transitorio
15531,Pauna,Habichuela,2020,1.000000,Transitorio
15531,Pauna,Maní,2020,20.000000,Transitorio
15531,Pauna,Maní,2020,3.000000,Transitorio
15533,Paya,Arveja,2020,2.000000,Transitorio
15533,Paya,Guandul,2020,12.000000,Transitorio
15537,Paz de Río,Arveja,2020,5.000000,Transitorio
15537,Paz de Río,Arveja,2020,6.000000,Transitorio
15537,Paz de Río,Frijol,2020,11.000000,Transitorio
15537,Paz de Río,Frijol,2020,2.000000,Transitorio
15542,Pesca,Arveja,2020,120.000000,Transitorio
15542,Pesca,Arveja,2020,87.000000,Transitorio
15542,Pesca,Haba,2020,12.000000,Transitorio
15542,Pesca,Haba,2020,9.000000,Transitorio
15550,Pisba,Arveja,2020,5.000000,Transitorio
15550,Pisba,Frijol,2020,3.000000,Transitorio
15550,Pisba,Guandul,2020,4.000000,Transitorio
15599,Ramiriquí,Arveja,2020,38.000000,Transitorio
15599,Ramiriquí,Arveja,2020,22.000000,Transitorio
15599,Ramiriquí,Frijol,2020,25.000000,Transitorio
15599,Ramiriquí,Frijol,2020,20.000000,Transitorio
15599,Ramiriquí,Haba,2020,2.000000,Transitorio
15600,Ráquira,Arveja,2020,71.000000,Transitorio
15600,Ráquira,Arveja,2020,71.000000,Transitorio
15600,Ráquira,Haba,2020,2.000000,Transitorio
15600,Ráquira,Haba,2020,2.000000,Transitorio
15600,Ráquira,Habichuela,2020,11.000000,Transitorio
15600,Ráquira,Habichuela,2020,11.000000,Transitorio
15621,Rondón,Arveja,2020,11.000000,Transitorio
15621,Rondón,Arveja,2020,7.000000,Transitorio
15621,Rondón,Frijol,2020,12.000000,Transitorio
15621,Rondón,Frijol,2020,28.000000,Transitorio
15632,Saboyá,Arveja,2020,250.000000,Transitorio
15632,Saboyá,Arveja,2020,380.000000,Transitorio
15646,Samacá,Arveja,2020,190.000000,Transitorio
15646,Samacá,Arveja,2020,220.000000,Transitorio
15646,Samacá,Frijol,2020,4.000000,Transitorio
15660,San Eduardo,Arveja,2020,2.000000,Transitorio
15660,San Eduardo,Arveja,2020,2.000000,Transitorio
15660,San Eduardo,Frijol,2020,2.000000,Transitorio
15660,San Eduardo,Frijol,2020,2.000000,Transitorio
15664,San José de Pare,Frijol,2020,10.000000,Transitorio
15664,San José de Pare,Frijol,2020,2.000000,Transitorio
15664,San José de Pare,Habichuela,2020,1.000000,Transitorio
15664,San José de Pare,Habichuela,2020,1.000000,Transitorio
15673,San Mateo,Arveja,2020,3.000000,Transitorio
15673,San Mateo,Arveja,2020,5.000000,Transitorio
15673,San Mateo,Frijol,2020,50.000000,Transitorio
15673,San Mateo,Frijol,2020,100.000000,Transitorio
15676,San Miguel de Sema,Arveja,2020,15.000000,Transitorio
15676,San Miguel de Sema,Arveja,2020,17.000000,Transitorio
15676,San Miguel de Sema,Frijol,2020,10.000000,Transitorio
15676,San Miguel de Sema,Frijol,2020,10.000000,Transitorio
15681,San Pablo de Borbur,Arveja,2020,1.000000,Transitorio
15681,San Pablo de Borbur,Frijol,2020,40.000000,Transitorio
15681,San Pablo de Borbur,Frijol,2020,45.000000,Transitorio
15681,San Pablo de Borbur,Maní,2020,14.000000,Transitorio
15681,San Pablo de Borbur,Maní,2020,12.000000,Transitorio
15686,Santana,Frijol,2020,22.000000,Transitorio
15686,Santana,Frijol,2020,22.000000,Transitorio
15690,Santa María,Frijol,2020,7.000000,Transitorio
15690,Santa María,Frijol,2020,10.000000,Transitorio
15693,Santa Rosa de Viterbo,Arveja,2020,18.000000,Transitorio
15693,Santa Rosa de Viterbo,Arveja,2020,16.000000,Transitorio
15696,Santa Sofía,Arveja,2020,7.000000,Transitorio
15720,Sativanorte,Arveja,2020,5.000000,Transitorio
15720,Sativanorte,Arveja,2020,5.000000,Transitorio
15720,Sativanorte,Frijol,2020,3.000000,Transitorio
15720,Sativanorte,Frijol,2020,4.000000,Transitorio
15720,Sativanorte,Haba,2020,1.000000,Transitorio
15720,Sativanorte,Haba,2020,2.000000,Transitorio
15723,Sativasur,Arveja,2020,4.000000,Transitorio
15723,Sativasur,Arveja,2020,1.000000,Transitorio
15723,Sativasur,Frijol,2020,8.000000,Transitorio
15723,Sativasur,Frijol,2020,1.000000,Transitorio
15723,Sativasur,Haba,2020,3.000000,Transitorio
15740,Siachoque,Arveja,2020,210.000000,Transitorio
15740,Siachoque,Arveja,2020,180.000000,Transitorio
15740,Siachoque,Haba,2020,24.000000,Transitorio
15740,Siachoque,Haba,2020,20.000000,Transitorio
15753,Soatá,Arveja,2020,12.000000,Transitorio
15753,Soatá,Arveja,2020,12.000000,Transitorio
15753,Soatá,Frijol,2020,65.000000,Transitorio
15753,Soatá,Frijol,2020,50.000000,Transitorio
15755,Socotá,Arveja,2020,40.000000,Transitorio
15755,Socotá,Arveja,2020,30.000000,Transitorio
15755,Socotá,Frijol,2020,38.000000,Transitorio
15755,Socotá,Frijol,2020,30.000000,Transitorio
15757,Socha,Arveja,2020,3.000000,Transitorio
15757,Socha,Arveja,2020,3.000000,Transitorio
15757,Socha,Frijol,2020,4.000000,Transitorio
15757,Socha,Frijol,2020,4.000000,Transitorio
15759,Sogamoso,Arveja,2020,60.000000,Transitorio
15759,Sogamoso,Arveja,2020,40.000000,Transitorio
15759,Sogamoso,Frijol,2020,6.000000,Transitorio
15759,Sogamoso,Frijol,2020,8.000000,Transitorio
15759,Sogamoso,Haba,2020,3.000000,Transitorio
15761,Somondoco,Frijol,2020,5.000000,Transitorio
15761,Somondoco,Frijol,2020,18.000000,Transitorio
15762,Sora,Arveja,2020,20.000000,Transitorio
15762,Sora,Arveja,2020,12.000000,Transitorio
15763,Sotaquirá,Arveja,2020,16.000000,Transitorio
15763,Sotaquirá,Frijol,2020,14.000000,Transitorio
15763,Sotaquirá,Haba,2020,6.000000,Transitorio
15764,Soracá,Arveja,2020,70.000000,Transitorio
15764,Soracá,Arveja,2020,120.000000,Transitorio
15774,Susacón,Arveja,2020,15.000000,Transitorio
15774,Susacón,Arveja,2020,11.000000,Transitorio
15774,Susacón,Frijol,2020,10.000000,Transitorio
15774,Susacón,Frijol,2020,14.000000,Transitorio
15776,Sutamarchán,Arveja,2020,20.000000,Transitorio
15776,Sutamarchán,Arveja,2020,15.000000,Transitorio
15776,Sutamarchán,Frijol,2020,3.000000,Transitorio
15778,Sutatenza,Arveja,2020,10.000000,Transitorio
15778,Sutatenza,Frijol,2020,20.000000,Transitorio
15778,Sutatenza,Frijol,2020,40.000000,Transitorio
15778,Sutatenza,Garbanzo,2020,5.000000,Transitorio
15778,Sutatenza,Habichuela,2020,4.000000,Transitorio
15778,Sutatenza,Habichuela,2020,3.000000,Transitorio
15790,Tasco,Arveja,2020,8.000000,Transitorio
15790,Tasco,Arveja,2020,20.000000,Transitorio
15790,Tasco,Frijol,2020,12.000000,Transitorio
15790,Tasco,Haba,2020,3.000000,Transitorio
15798,Tenza,Arveja,2020,14.000000,Transitorio
15798,Tenza,Arveja,2020,7.000000,Transitorio
15798,Tenza,Frijol,2020,7.000000,Transitorio
15798,Tenza,Frijol,2020,89.000000,Transitorio
15798,Tenza,Habichuela,2020,16.000000,Transitorio
15798,Tenza,Habichuela,2020,11.000000,Transitorio
15804,Tibaná,Arveja,2020,45.000000,Transitorio
15804,Tibaná,Arveja,2020,60.000000,Transitorio
15804,Tibaná,Frijol,2020,15.000000,Transitorio
15804,Tibaná,Frijol,2020,80.000000,Transitorio
15806,Tibasosa,Arveja,2020,7.000000,Transitorio
15808,Tinjacá,Arveja,2020,10.000000,Transitorio
15808,Tinjacá,Arveja,2020,6.000000,Transitorio
15808,Tinjacá,Frijol,2020,7.000000,Transitorio
15808,Tinjacá,Frijol,2020,3.000000,Transitorio
15808,Tinjacá,Habichuela,2020,10.000000,Transitorio
15808,Tinjacá,Habichuela,2020,3.000000,Transitorio
15810,Tipacoque,Frijol,2020,8.000000,Transitorio
15810,Tipacoque,Frijol,2020,10.000000,Transitorio
15810,Tipacoque,Habichuela,2020,1.000000,Transitorio
15814,Toca,Arveja,2020,100.000000,Transitorio
15814,Toca,Arveja,2020,150.000000,Transitorio
15816,Togüí,Frijol,2020,25.000000,Transitorio
15816,Togüí,Frijol,2020,4.000000,Transitorio
15820,Tópaga,Arveja,2020,10.000000,Transitorio
15820,Tópaga,Arveja,2020,3.000000,Transitorio
15822,Tota,Arveja,2020,100.000000,Transitorio
15822,Tota,Arveja,2020,150.000000,Transitorio
15822,Tota,Haba,2020,20.000000,Transitorio
15822,Tota,Haba,2020,18.000000,Transitorio
15832,Tununguá,Frijol,2020,10.000000,Transitorio
15832,Tununguá,Frijol,2020,6.000000,Transitorio
15835,Turmequé,Arveja,2020,5.000000,Transitorio
15835,Turmequé,Arveja,2020,30.000000,Transitorio
15835,Turmequé,Frijol,2020,35.000000,Transitorio
15835,Turmequé,Frijol,2020,50.000000,Transitorio
15835,Turmequé,Haba,2020,4.000000,Transitorio
15837,Tuta,Arveja,2020,10.000000,Transitorio
15837,Tuta,Arveja,2020,8.000000,Transitorio
15837,Tuta,Frijol,2020,6.000000,Transitorio
15839,Tutazá,Arveja,2020,16.400000,Transitorio
15839,Tutazá,Arveja,2020,8.000000,Transitorio
15839,Tutazá,Frijol,2020,3.800000,Transitorio
15839,Tutazá,Frijol,2020,2.000000,Transitorio
15839,Tutazá,Haba,2020,5.000000,Transitorio
15839,Tutazá,Haba,2020,3.000000,Transitorio
15842,Úmbita,Arveja,2020,20.000000,Transitorio
15842,Úmbita,Arveja,2020,19.000000,Transitorio
15842,Úmbita,Frijol,2020,52.000000,Transitorio
15842,Úmbita,Frijol,2020,45.000000,Transitorio
15842,Úmbita,Haba,2020,10.000000,Transitorio
15861,Ventaquemada,Arveja,2020,14.000000,Transitorio
15861,Ventaquemada,Arveja,2020,20.000000,Transitorio
15861,Ventaquemada,Frijol,2020,2.000000,Transitorio
15861,Ventaquemada,Frijol,2020,6.000000,Transitorio
15879,Viracachá,Arveja,2020,16.000000,Transitorio
15879,Viracachá,Arveja,2020,18.500000,Transitorio
15897,zetaquira,Frijol,2020,132.000000,Transitorio
15001,Tunja,Arveja,2021,28.000000,Transitorio
15001,Tunja,Arveja,2021,280.000000,Transitorio
15022,Almeida,Arveja,2021,5.000000,Transitorio
15022,Almeida,Arveja,2021,6.000000,Transitorio
15022,Almeida,Frijol,2021,65.000000,Transitorio
15047,Aquitania,Arveja,2021,20.000000,Transitorio
15047,Aquitania,Arveja,2021,18.000000,Transitorio
15047,Aquitania,Frijol,2021,30.000000,Transitorio
15047,Aquitania,Frijol,2021,30.000000,Transitorio
15047,Aquitania,Habichuela,2021,7.000000,Transitorio
15047,Aquitania,Habichuela,2021,7.000000,Transitorio
15051,Arcabuco,Arveja,2021,7.000000,Transitorio
15051,Arcabuco,Arveja,2021,6.000000,Transitorio
15051,Arcabuco,Frijol,2021,3.000000,Transitorio
15051,Arcabuco,Frijol,2021,2.000000,Transitorio
15087,Belén,Arveja,2021,18.000000,Transitorio
15087,Belén,Arveja,2021,15.000000,Transitorio
15087,Belén,Frijol,2021,11.000000,Transitorio
15087,Belén,Frijol,2021,4.000000,Transitorio
15087,Belén,Haba,2021,4.000000,Transitorio
15087,Belén,Haba,2021,5.000000,Transitorio
15090,Berbeo,Frijol,2021,5.000000,Transitorio
15090,Berbeo,Frijol,2021,5.000000,Transitorio
15092,Betéitiva,Arveja,2021,13.000000,Transitorio
15092,Betéitiva,Arveja,2021,3.000000,Transitorio
15092,Betéitiva,Frijol,2021,12.000000,Transitorio
15092,Betéitiva,Frijol,2021,2.000000,Transitorio
15092,Betéitiva,Haba,2021,3.000000,Transitorio
15097,Boavita,Arveja,2021,15.000000,Transitorio
15097,Boavita,Arveja,2021,30.000000,Transitorio
15097,Boavita,Frijol,2021,100.000000,Transitorio
15097,Boavita,Frijol,2021,30.000000,Transitorio
15104,Boyacá,Arveja,2021,20.000000,Transitorio
15106,Briceño,Frijol,2021,2.000000,Transitorio
15106,Briceño,Frijol,2021,25.000000,Transitorio
15109,Buenavista,Arveja,2021,14.000000,Transitorio
15109,Buenavista,Arveja,2021,15.000000,Transitorio
15109,Buenavista,Frijol,2021,50.000000,Transitorio
15109,Buenavista,Frijol,2021,53.000000,Transitorio
15109,Buenavista,Habichuela,2021,10.000000,Transitorio
15109,Buenavista,Habichuela,2021,6.000000,Transitorio
15114,Busbanzá,Arveja,2021,2.500000,Transitorio
15114,Busbanzá,Frijol,2021,35.000000,Transitorio
15131,Caldas,Arveja,2021,48.000000,Transitorio
15131,Caldas,Arveja,2021,38.000000,Transitorio
15131,Caldas,Frijol,2021,25.000000,Transitorio
15131,Caldas,Frijol,2021,18.000000,Transitorio
15135,Campohermoso,Frijol,2021,27.000000,Transitorio
15135,Campohermoso,Frijol,2021,75.000000,Transitorio
15162,Cerinza,Arveja,2021,28.000000,Transitorio
15162,Cerinza,Arveja,2021,32.000000,Transitorio
15162,Cerinza,Frijol,2021,14.000000,Transitorio
15162,Cerinza,Frijol,2021,5.000000,Transitorio
15172,Chinavita,Arveja,2021,6.000000,Transitorio
15172,Chinavita,Arveja,2021,11.000000,Transitorio
15172,Chinavita,Frijol,2021,5.000000,Transitorio
15172,Chinavita,Frijol,2021,23.000000,Transitorio
15172,Chinavita,Habichuela,2021,4.000000,Transitorio
15172,Chinavita,Habichuela,2021,4.000000,Transitorio
15176,Chiquinquirá,Arveja,2021,90.000000,Transitorio
15176,Chiquinquirá,Arveja,2021,120.000000,Transitorio
15176,Chiquinquirá,Frijol,2021,40.000000,Transitorio
15176,Chiquinquirá,Frijol,2021,54.000000,Transitorio
15176,Chiquinquirá,Haba,2021,9.000000,Transitorio
15180,Chiscas,Arveja,2021,7.000000,Transitorio
15180,Chiscas,Arveja,2021,7.000000,Transitorio
15180,Chiscas,Frijol,2021,15.000000,Transitorio
15180,Chiscas,Frijol,2021,30.000000,Transitorio
15180,Chiscas,Haba,2021,3.000000,Transitorio
15180,Chiscas,Haba,2021,4.000000,Transitorio
15183,Chita,Arveja,2021,8.000000,Transitorio
15183,Chita,Arveja,2021,5.000000,Transitorio
15183,Chita,Frijol,2021,30.000000,Transitorio
15183,Chita,Frijol,2021,3.000000,Transitorio
15183,Chita,Haba,2021,5.000000,Transitorio
15185,Chitaraque,Frijol,2021,30.000000,Transitorio
15185,Chitaraque,Frijol,2021,1.000000,Transitorio
15187,Chivatá,Arveja,2021,15.000000,Transitorio
15187,Chivatá,Arveja,2021,18.000000,Transitorio
15187,Chivatá,Haba,2021,0.500000,Transitorio
15189,Ciénega,Arveja,2021,158.000000,Transitorio
15189,Ciénega,Arveja,2021,190.000000,Transitorio
15189,Ciénega,Frijol,2021,20.000000,Transitorio
15189,Ciénega,Frijol,2021,25.000000,Transitorio
15204,Cómbita,Arveja,2021,30.000000,Transitorio
15204,Cómbita,Arveja,2021,40.000000,Transitorio
15204,Cómbita,Frijol,2021,8.000000,Transitorio
15204,Cómbita,Frijol,2021,8.000000,Transitorio
15204,Cómbita,Haba,2021,10.000000,Transitorio
15204,Cómbita,Haba,2021,10.000000,Transitorio
15212,Coper,Frijol,2021,20.000000,Transitorio
15212,Coper,Frijol,2021,50.000000,Transitorio
15215,Corrales,Arveja,2021,7.000000,Transitorio
15218,Covarachía,Arveja,2021,3.000000,Transitorio
15218,Covarachía,Arveja,2021,4.000000,Transitorio
15218,Covarachía,Frijol,2021,50.000000,Transitorio
15218,Covarachía,Frijol,2021,200.000000,Transitorio
15224,Cucaita,Arveja,2021,18.000000,Transitorio
15224,Cucaita,Arveja,2021,140.000000,Transitorio
15224,Cucaita,Frijol,2021,7.000000,Transitorio
15224,Cucaita,Frijol,2021,5.000000,Transitorio
15226,Cuítiva,Arveja,2021,15.000000,Transitorio
15226,Cuítiva,Arveja,2021,22.000000,Transitorio
15232,Chíquiza,Arveja,2021,90.000000,Transitorio
15232,Chíquiza,Arveja,2021,75.000000,Transitorio
15232,Chíquiza,Frijol,2021,12.000000,Transitorio
15232,Chíquiza,Frijol,2021,8.000000,Transitorio
15236,Chivor,Arveja,2021,3.500000,Transitorio
15236,Chivor,Arveja,2021,9.500000,Transitorio
15236,Chivor,Frijol,2021,3.000000,Transitorio
15236,Chivor,Frijol,2021,5.000000,Transitorio
15238,Duitama,Arveja,2021,3.000000,Transitorio
15238,Duitama,Arveja,2021,5.000000,Transitorio
15244,El Cocuy,Frijol,2021,4.000000,Transitorio
15244,El Cocuy,Haba,2021,4.000000,Transitorio
15248,El Espino,Arveja,2021,3.000000,Transitorio
15248,El Espino,Arveja,2021,4.000000,Transitorio
15248,El Espino,Frijol,2021,8.500000,Transitorio
15248,El Espino,Frijol,2021,4.500000,Transitorio
15248,El Espino,Haba,2021,1.000000,Transitorio
15248,El Espino,Haba,2021,1.500000,Transitorio
15272,Firavitoba,Arveja,2021,15.000000,Transitorio
15272,Firavitoba,Arveja,2021,6.000000,Transitorio
15272,Firavitoba,Frijol,2021,3.000000,Transitorio
15272,Firavitoba,Frijol,2021,3.000000,Transitorio
15272,Firavitoba,Haba,2021,2.000000,Transitorio
15276,Floresta,Arveja,2021,4.000000,Transitorio
15276,Floresta,Frijol,2021,35.000000,Transitorio
15293,Gachantivá,Arveja,2021,19.000000,Transitorio
15293,Gachantivá,Arveja,2021,35.000000,Transitorio
15296,Gámeza,Arveja,2021,6.000000,Transitorio
15296,Gámeza,Arveja,2021,18.000000,Transitorio
15296,Gámeza,Frijol,2021,18.000000,Transitorio
15296,Gámeza,Haba,2021,10.000000,Transitorio
15299,Garagoa,Arveja,2021,8.000000,Transitorio
15299,Garagoa,Arveja,2021,6.000000,Transitorio
15299,Garagoa,Frijol,2021,25.000000,Transitorio
15299,Garagoa,Frijol,2021,96.000000,Transitorio
15299,Garagoa,Habichuela,2021,8.000000,Transitorio
15299,Garagoa,Habichuela,2021,8.000000,Transitorio
15317,Guacamayas,Arveja,2021,10.000000,Transitorio
15317,Guacamayas,Frijol,2021,55.000000,Transitorio
15322,Guateque,Arveja,2021,8.000000,Transitorio
15322,Guateque,Arveja,2021,13.000000,Transitorio
15322,Guateque,Frijol,2021,3.500000,Transitorio
15322,Guateque,Frijol,2021,25.000000,Transitorio
15322,Guateque,Garbanzo,2021,1.000000,Transitorio
15322,Guateque,Habichuela,2021,3.500000,Transitorio
15325,Guayatá,Frijol,2021,92.000000,Transitorio
15325,Guayatá,Habichuela,2021,3.000000,Transitorio
15325,Guayatá,Habichuela,2021,5.000000,Transitorio
15332,güicán de la sierra,Arveja,2021,5.000000,Transitorio
15332,güicán de la sierra,Arveja,2021,5.000000,Transitorio
15332,güicán de la sierra,Frijol,2021,30.000000,Transitorio
15332,güicán de la sierra,Haba,2021,5.000000,Transitorio
15362,Iza,Arveja,2021,6.000000,Transitorio
15367,Jenesano,Arveja,2021,15.000000,Transitorio
15367,Jenesano,Arveja,2021,32.000000,Transitorio
15367,Jenesano,Frijol,2021,35.000000,Transitorio
15367,Jenesano,Frijol,2021,20.000000,Transitorio
15368,Jericó,Arveja,2021,12.000000,Transitorio
15368,Jericó,Arveja,2021,8.000000,Transitorio
15368,Jericó,Frijol,2021,8.000000,Transitorio
15368,Jericó,Frijol,2021,6.000000,Transitorio
15368,Jericó,Haba,2021,10.000000,Transitorio
15377,Labranzagrande,Arveja,2021,10.000000,Transitorio
15377,Labranzagrande,Arveja,2021,16.000000,Transitorio
15377,Labranzagrande,Frijol,2021,25.000000,Transitorio
15380,La Capilla,Arveja,2021,5.000000,Transitorio
15380,La Capilla,Arveja,2021,36.000000,Transitorio
15380,La Capilla,Frijol,2021,12.000000,Transitorio
15380,La Capilla,Frijol,2021,320.000000,Transitorio
15380,La Capilla,Habichuela,2021,20.000000,Transitorio
15380,La Capilla,Habichuela,2021,10.000000,Transitorio
15401,La Victoria,Frijol,2021,2.000000,Transitorio
15401,La Victoria,Frijol,2021,1.000000,Transitorio
15403,La Uvita,Arveja,2021,11.000000,Transitorio
15403,La Uvita,Arveja,2021,8.000000,Transitorio
