geo,Municipio,Cultivo,Año,Rendimiento (t/ha)
15293,GACHANTIVA,Caña Panelera,2010,6
15660,SAN EDUARDO,Caña Panelera,2010,18
15580,QUIPAMA,Caña Panelera,2010,35
15673,SAN MATEO,Caña Panelera,2010,6
15518,PAJARITO,Caña Panelera,2010,9
15299,GARAGOA,Caña Panelera,2010,4
15236,CHIVOR,Caña Panelera,2010,4
15097,BOAVITA,Caña Panelera,2010,9
15810,TIPACOQUE,Caña Panelera,2010,4
15407,VILLA DE LEYVA,Caña Panelera,2010,4
15185,CHITARAQUE,Caña Panelera,2011,145
15664,SAN JOSE DE PARE,Caña Panelera,2011,13
15816,TOGUI,Caña Panelera,2011,13
15686,SANTANA,Caña Panelera,2011,11
15469,MONIQUIRA,Caña Panelera,2011,131
15480,MUZO,Caña Panelera,2011,9
15531,PAUNA,Caña Panelera,2011,87
15442,MARIPI,Caña Panelera,2011,35
15293,GACHANTIVA,Caña Panelera,2011,6
15660,SAN EDUARDO,Caña Panelera,2011,18
15580,QUIPAMA,Caña Panelera,2011,35
15673,SAN MATEO,Caña Panelera,2011,12
15236,CHIVOR,Caña Panelera,2011,4
15097,BOAVITA,Caña Panelera,2011,8
15810,TIPACOQUE,Caña Panelera,2011,4
15401,LA VICTORIA,Caña Panelera,2011,35
15407,VILLA DE LEYVA,Caña Panelera,2011,4
15185,CHITARAQUE,Caña Panelera,2012,11
15664,SAN JOSE DE PARE,Caña Panelera,2012,13
15816,TOGUI,Caña Panelera,2012,13
15686,SANTANA,Caña Panelera,2012,11
15469,MONIQUIRA,Caña Panelera,2012,13
15531,PAUNA,Caña Panelera,2012,85
15442,MARIPI,Caña Panelera,2012,35
15480,MUZO,Caña Panelera,2012,10
15293,GACHANTIVA,Caña Panelera,2012,6
15507,OTANCHE,Caña Panelera,2012,2
15455,MIRAFLORES,Caña Panelera,2012,4
15236,CHIVOR,Caña Panelera,2012,4
15673,SAN MATEO,Caña Panelera,2012,10
15580,QUIPAMA,Caña Panelera,2012,35
15518,PAJARITO,Caña Panelera,2012,5
15660,SAN EDUARDO,Caña Panelera,2012,7
15810,TIPACOQUE,Caña Panelera,2012,4
15097,BOAVITA,Caña Panelera,2012,8
15401,LA VICTORIA,Caña Panelera,2012,7
15522,PANQUEBA,Caña Panelera,2012,4
15185,CHITARAQUE,Caña Panelera,2013,11
15664,SAN JOSE DE PARE,Caña Panelera,2013,11
15816,TOGUI,Caña Panelera,2013,13
15686,SANTANA,Caña Panelera,2013,11
15469,MONIQUIRA,Caña Panelera,2013,10
15531,PAUNA,Caña Panelera,2013,85
15442,MARIPI,Caña Panelera,2013,36
15480,MUZO,Caña Panelera,2013,10
15293,GACHANTIVA,Caña Panelera,2013,6
15507,OTANCHE,Caña Panelera,2013,2
15455,MIRAFLORES,Caña Panelera,2013,45
15580,QUIPAMA,Caña Panelera,2013,36
15673,SAN MATEO,Caña Panelera,2013,10
15518,PAJARITO,Caña Panelera,2013,4
15660,SAN EDUARDO,Caña Panelera,2013,7
15236,CHIVOR,Caña Panelera,2013,5
15401,LA VICTORIA,Caña Panelera,2013,6
15097,BOAVITA,Caña Panelera,2013,85
15522,PANQUEBA,Caña Panelera,2013,5
15810,TIPACOQUE,Caña Panelera,2013,4
15185,CHITARAQUE,Caña Panelera,2014,115
15664,SAN JOSE DE PARE,Caña Panelera,2014,11
15816,TOGUI,Caña Panelera,2014,13
15686,SANTANA,Caña Panelera,2014,10
15469,MONIQUIRA,Caña Panelera,2014,10
15531,PAUNA,Caña Panelera,2014,85
15442,MARIPI,Caña Panelera,2014,37
15480,MUZO,Caña Panelera,2014,9
15293,GACHANTIVA,Caña Panelera,2014,6
15507,OTANCHE,Caña Panelera,2014,2
15455,MIRAFLORES,Caña Panelera,2014,6
15172,CHINAVITA,Caña Panelera,2014,85
15580,QUIPAMA,Caña Panelera,2014,36
15660,SAN EDUARDO,Caña Panelera,2014,7
15673,SAN MATEO,Caña Panelera,2014,10
15518,PAJARITO,Caña Panelera,2014,4
15236,CHIVOR,Caña Panelera,2014,5
15401,LA VICTORIA,Caña Panelera,2014,7
15097,BOAVITA,Caña Panelera,2014,85
15522,PANQUEBA,Caña Panelera,2014,5
15810,TIPACOQUE,Caña Panelera,2014,4
15185,CHITARAQUE,Caña Panelera,2015,11
15664,SAN JOSE DE PARE,Caña Panelera,2015,15
15816,TOGUI,Caña Panelera,2015,13
15686,SANTANA,Caña Panelera,2015,1056
15469,MONIQUIRA,Caña Panelera,2015,10
15531,PAUNA,Caña Panelera,2015,8
15442,MARIPI,Caña Panelera,2015,38
15480,MUZO,Caña Panelera,2015,2
15580,QUIPAMA,Caña Panelera,2015,15
15293,GACHANTIVA,Caña Panelera,2015,7
15507,OTANCHE,Caña Panelera,2015,3
15455,MIRAFLORES,Caña Panelera,2015,6
15660,SAN EDUARDO,Caña Panelera,2015,7
15673,SAN MATEO,Caña Panelera,2015,10
15518,PAJARITO,Caña Panelera,2015,4
15236,CHIVOR,Caña Panelera,2015,5
15097,BOAVITA,Caña Panelera,2015,813
15522,PANQUEBA,Caña Panelera,2015,5
15401,LA VICTORIA,Caña Panelera,2015,4
15185,CHITARAQUE,Caña Panelera,2016,13
15664,SAN JOSE DE PARE,Caña Panelera,2016,12
15816,TOGUI,Caña Panelera,2016,15
15686,SANTANA,Caña Panelera,2016,125
15469,MONIQUIRA,Caña Panelera,2016,10
15531,PAUNA,Caña Panelera,2016,7
15442,MARIPI,Caña Panelera,2016,38
15455,MIRAFLORES,Caña Panelera,2016,347
15580,QUIPAMA,Caña Panelera,2016,15
15507,OTANCHE,Caña Panelera,2016,6
15172,CHINAVITA,Caña Panelera,2016,10
15480,MUZO,Caña Panelera,2016,5
15660,SAN EDUARDO,Caña Panelera,2016,65
15236,CHIVOR,Caña Panelera,2016,5
15673,SAN MATEO,Caña Panelera,2016,10
15518,PAJARITO,Caña Panelera,2016,10
15218,COVARACHIA,Caña Panelera,2016,5
15401,LA VICTORIA,Caña Panelera,2016,7
15810,TIPACOQUE,Caña Panelera,2016,45
15522,PANQUEBA,Caña Panelera,2016,5
15185,CHITARAQUE,Caña Panelera,2017,88
15664,SAN JOSE DE PARE,Caña Panelera,2017,96
15816,TOGUI,Caña Panelera,2017,12
15686,SANTANA,Caña Panelera,2017,84
15469,MONIQUIRA,Caña Panelera,2017,88
15531,PAUNA,Caña Panelera,2017,4
15442,MARIPI,Caña Panelera,2017,45
15455,MIRAFLORES,Caña Panelera,2017,5
15580,QUIPAMA,Caña Panelera,2017,2
15507,OTANCHE,Caña Panelera,2017,6
15480,MUZO,Caña Panelera,2017,5
15660,SAN EDUARDO,Caña Panelera,2017,52
15236,CHIVOR,Caña Panelera,2017,8
15673,SAN MATEO,Caña Panelera,2017,9
15218,COVARACHIA,Caña Panelera,2017,6
15097,BOAVITA,Caña Panelera,2017,85
15518,PAJARITO,Caña Panelera,2017,7
15401,LA VICTORIA,Caña Panelera,2017,7
15810,TIPACOQUE,Caña Panelera,2017,45
15522,PANQUEBA,Caña Panelera,2017,5
15248,EL ESPINO,Caña Panelera,2017,8
15185,CHITARAQUE,Caña Panelera,2018,84
15664,SAN JOSE DE PARE,Caña Panelera,2018,112
15816,TOGUI,Caña Panelera,2018,12
15686,SANTANA,Caña Panelera,2018,84
15469,MONIQUIRA,Caña Panelera,2018,88
15531,PAUNA,Caña Panelera,2018,6
15442,MARIPI,Caña Panelera,2018,42
15455,MIRAFLORES,Caña Panelera,2018,45
15580,QUIPAMA,Caña Panelera,2018,2
15507,OTANCHE,Caña Panelera,2018,7
15480,MUZO,Caña Panelera,2018,2
15660,SAN EDUARDO,Caña Panelera,2018,52
15236,CHIVOR,Caña Panelera,2018,8
15673,SAN MATEO,Caña Panelera,2018,9
15218,COVARACHIA,Caña Panelera,2018,6
15097,BOAVITA,Caña Panelera,2018,9
15518,PAJARITO,Caña Panelera,2018,104
15401,LA VICTORIA,Caña Panelera,2018,7
15522,PANQUEBA,Caña Panelera,2018,8
15810,TIPACOQUE,Caña Panelera,2018,45
15248,EL ESPINO,Caña Panelera,2018,8
15218,COVARACHIA,Tabaco Negro,2007,15
15097,BOAVITA,Tabaco Negro,2007,151
15673,SAN MATEO,Tabaco Negro,2007,12
15753,SOATA,Tabaco Negro,2007,12
15248,EL ESPINO,Tabaco Negro,2007,125
15774,SUSACON,Tabaco Negro,2007,167
15810,TIPACOQUE,Tabaco Negro,2007,1
15218,COVARACHIA,Tabaco Negro,2008,15
15673,SAN MATEO,Tabaco Negro,2008,1
15810,TIPACOQUE,Tabaco Negro,2008,225
15097,BOAVITA,Tabaco Negro,2008,17
15753,SOATA,Tabaco Negro,2008,15
15180,CHISCAS,Tabaco Negro,2008,15
15218,COVARACHIA,Tabaco Negro,2009,15
15097,BOAVITA,Tabaco Negro,2009,17
15673,SAN MATEO,Tabaco Negro,2009,1
15753,SOATA,Tabaco Negro,2009,15
15180,CHISCAS,Tabaco Negro,2009,15
15218,COVARACHIA,Tabaco Negro,2010,15
15673,SAN MATEO,Tabaco Negro,2010,1
15097,BOAVITA,Tabaco Negro,2010,19
15753,SOATA,Tabaco Negro,2010,15
15180,CHISCAS,Tabaco Negro,2010,15
15218,COVARACHIA,Tabaco Negro,2011,15
15673,SAN MATEO,Tabaco Negro,2011,1
15097,BOAVITA,Tabaco Negro,2011,17
15753,SOATA,Tabaco Negro,2011,15
15774,SUSACON,Tabaco Negro,2011,17
15180,CHISCAS,Tabaco Negro,2011,1
15218,COVARACHIA,Tabaco Negro,2012,15
15673,SAN MATEO,Tabaco Negro,2012,12
15097,BOAVITA,Tabaco Negro,2012,17
15774,SUSACON,Tabaco Negro,2012,17
15232,CHIQUIZA,Tabaco Negro,2012,1
15218,COVARACHIA,Tabaco Negro,2013,1
15097,BOAVITA,Tabaco Negro,2013,19
15673,SAN MATEO,Tabaco Negro,2013,1
15774,SUSACON,Tabaco Negro,2013,17
15180,CHISCAS,Tabaco Negro,2013,12
15218,COVARACHIA,Tabaco Negro,2014,1
15097,BOAVITA,Tabaco Negro,2014,19
15673,SAN MATEO,Tabaco Negro,2014,1
15180,CHISCAS,Tabaco Negro,2014,12
15218,COVARACHIA,Tabaco Negro,2015,9
15673,SAN MATEO,Tabaco Negro,2015,1
15180,CHISCAS,Tabaco Negro,2015,12
15218,COVARACHIA,Tabaco Negro,2016,1
15774,SUSACON,Tabaco Negro,2016,2
15097,BOAVITA,Tabaco Negro,2016,25
15673,SAN MATEO,Tabaco Negro,2016,1
15218,COVARACHIA,Tabaco Negro,2017,1
15097,BOAVITA,Tabaco Negro,2017,25
15673,SAN MATEO,Tabaco Negro,2017,1
15218,COVARACHIA,Tabaco Negro,2018,102
15097,BOAVITA,Tabaco Negro,2018,256
15673,SAN MATEO,Tabaco Negro,2018,103
