geo,Municipio,Cultivo,Año,Rendimiento (t/ha)
15401,LA VICTORIA,Cafe,2017,67
15511,PACHAVITA,Cafe,2017,76
15425,MACANAL,Cafe,2017,84
15832,TUNUNGUA,Cafe,2017,66
15480,MUZO,Cafe,2017,84
15377,LABRANZAGRANDE,Cafe,2017,66
15022,ALMEIDA,Cafe,2017,76
15172,CHINAVITA,Cafe,2017,126
15322,GUATEQUE,Cafe,2017,118
15761,SOMONDOCO,Cafe,2017,66
15533,PAYA,Cafe,2017,84
15518,PAJARITO,Cafe,2017,66
15667,SAN LUIS DE GACENO,Cafe,2017,77
15690,SANTA MARIA,Cafe,2017,67
15469,MONIQUIRA,Cafe,2018,86
15897,ZETAQUIRA,Cafe,2018,86
15455,MIRAFLORES,Cafe,2018,62
15664,SAN JOSE DE PARE,Cafe,2018,86
15816,TOGUI,Cafe,2018,86
15686,SANTANA,Cafe,2018,86
15090,BERBEO,Cafe,2018,86
15185,CHITARAQUE,Cafe,2018,86
15531,PAUNA,Cafe,2018,62
15514,PAEZ,Cafe,2018,93
15681,SAN PABLO DE BORBUR,Cafe,2018,62
15109,BUENAVISTA,Cafe,2018,97
15325,GUAYATA,Cafe,2018,71
15442,MARIPI,Cafe,2018,68
15660,SAN EDUARDO,Cafe,2018,95
15212,COPER,Cafe,2018,69
15135,CAMPOHERMOSO,Cafe,2018,77
15507,OTANCHE,Cafe,2018,78
15106,BRICEÑO,Cafe,2018,62
15580,QUIPAMA,Cafe,2018,62
15550,PISBA,Cafe,2018,69
15299,GARAGOA,Cafe,2018,69
15621,RONDON,Cafe,2018,103
15401,LA VICTORIA,Cafe,2018,69
15511,PACHAVITA,Cafe,2018,78
15425,MACANAL,Cafe,2018,86
15480,MUZO,Cafe,2018,86
15377,LABRANZAGRANDE,Cafe,2018,65
15022,ALMEIDA,Cafe,2018,78
15832,TUNUNGUA,Cafe,2018,62
15172,CHINAVITA,Cafe,2018,129
15322,GUATEQUE,Cafe,2018,121
15761,SOMONDOCO,Cafe,2018,62
15533,PAYA,Cafe,2018,86
15518,PAJARITO,Cafe,2018,65
15667,SAN LUIS DE GACENO,Cafe,2018,79
15690,SANTA MARIA,Cafe,2018,69
15442,MARIPI,Caña Miel,2007,4
15212,COPER,Caña Miel,2007,488
15469,MONIQUIRA,Caña Miel,2007,44
15022,ALMEIDA,Caña Miel,2007,4
15480,MUZO,Caña Miel,2007,333
15507,OTANCHE,Caña Miel,2007,5
15109,BUENAVISTA,Caña Miel,2007,25
15533,PAYA,Caña Miel,2007,25
15681,SAN PABLO DE BORBUR,Caña Miel,2007,267
15106,BRICEÑO,Caña Miel,2007,433
15550,PISBA,Caña Miel,2007,39
15897,ZETAQUIRA,Caña Miel,2007,6
15425,MACANAL,Caña Miel,2007,538
15514,PAEZ,Caña Miel,2007,44
15761,SOMONDOCO,Caña Miel,2007,35
15511,PACHAVITA,Caña Miel,2007,474
15531,PAUNA,Caña Miel,2007,35
15135,CAMPOHERMOSO,Caña Miel,2007,6
15832,TUNUNGUA,Caña Miel,2007,45
15621,RONDON,Caña Miel,2007,357
15660,SAN EDUARDO,Caña Miel,2007,18
15690,SANTA MARIA,Caña Miel,2007,3
15580,QUIPAMA,Caña Miel,2007,26
15185,CHITARAQUE,Caña Miel,2007,44
15401,LA VICTORIA,Caña Miel,2007,204
15804,TIBANA,Caña Miel,2007,423
15322,GUATEQUE,Caña Miel,2007,3
15696,SANTA SOFIA,Caña Miel,2007,44
15325,GUAYATA,Caña Miel,2007,25
15798,TENZA,Caña Miel,2007,55
15778,SUTATENZA,Caña Miel,2007,35
15464,MONGUA,Caña Miel,2007,4
15236,CHIVOR,Caña Miel,2007,4
15518,PAJARITO,Caña Miel,2007,42
15299,GARAGOA,Caña Miel,2007,45
15172,CHINAVITA,Caña Miel,2007,35
15753,SOATA,Caña Miel,2007,38
15090,BERBEO,Caña Miel,2007,4
15223,CUBARA,Caña Miel,2007,2
15757,SOCHA,Caña Miel,2007,42
15442,MARIPI,Caña Miel,2008,4
15212,COPER,Caña Miel,2008,597
15455,MIRAFLORES,Caña Miel,2008,48
15507,OTANCHE,Caña Miel,2008,5
15109,BUENAVISTA,Caña Miel,2008,3
15480,MUZO,Caña Miel,2008,33
15533,PAYA,Caña Miel,2008,375
15022,ALMEIDA,Caña Miel,2008,467
15681,SAN PABLO DE BORBUR,Caña Miel,2008,25
15550,PISBA,Caña Miel,2008,375
15425,MACANAL,Caña Miel,2008,6
15106,BRICEÑO,Caña Miel,2008,3
15293,GACHANTIVA,Caña Miel,2008,6
15514,PAEZ,Caña Miel,2008,44
15511,PACHAVITA,Caña Miel,2008,32
15761,SOMONDOCO,Caña Miel,2008,35
15690,SANTA MARIA,Caña Miel,2008,233
15135,CAMPOHERMOSO,Caña Miel,2008,6
15660,SAN EDUARDO,Caña Miel,2008,18
15322,GUATEQUE,Caña Miel,2008,48
15832,TUNUNGUA,Caña Miel,2008,457
15696,SANTA SOFIA,Caña Miel,2008,44
15778,SUTATENZA,Caña Miel,2008,43
15236,CHIVOR,Caña Miel,2008,6
15325,GUAYATA,Caña Miel,2008,5
15798,TENZA,Caña Miel,2008,55
15580,QUIPAMA,Caña Miel,2008,26
15518,PAJARITO,Caña Miel,2008,42
15464,MONGUA,Caña Miel,2008,4
15299,GARAGOA,Caña Miel,2008,4
15172,CHINAVITA,Caña Miel,2008,367
15753,SOATA,Caña Miel,2008,
15223,CUBARA,Caña Miel,2008,3
15090,BERBEO,Caña Miel,2008,4
15248,EL ESPINO,Caña Miel,2008,3
15842,UMBITA,Caña Miel,2009,418
15442,MARIPI,Caña Miel,2009,4
15212,COPER,Caña Miel,2009,557
15507,OTANCHE,Caña Miel,2009,5
15109,BUENAVISTA,Caña Miel,2009,3
15455,MIRAFLORES,Caña Miel,2009,48
15377,LABRANZAGRANDE,Caña Miel,2009,6
15681,SAN PABLO DE BORBUR,Caña Miel,2009,25
15533,PAYA,Caña Miel,2009,4
15022,ALMEIDA,Caña Miel,2009,5
15897,ZETAQUIRA,Caña Miel,2009,6
15425,MACANAL,Caña Miel,2009,6
15550,PISBA,Caña Miel,2009,4
15514,PAEZ,Caña Miel,2009,44
15761,SOMONDOCO,Caña Miel,2009,35
15511,PACHAVITA,Caña Miel,2009,32
15172,CHINAVITA,Caña Miel,2009,32
15106,BRICEÑO,Caña Miel,2009,3
15690,SANTA MARIA,Caña Miel,2009,233
15135,CAMPOHERMOSO,Caña Miel,2009,6
15755,SOCOTA,Caña Miel,2009,24
15696,SANTA SOFIA,Caña Miel,2009,44
15325,GUAYATA,Caña Miel,2009,5
15798,TENZA,Caña Miel,2009,55
15667,SAN LUIS DE GACENO,Caña Miel,2009,4
15464,MONGUA,Caña Miel,2009,4
15580,QUIPAMA,Caña Miel,2009,26
15322,GUATEQUE,Caña Miel,2009,48
15753,SOATA,Caña Miel,2009,375
15236,CHIVOR,Caña Miel,2009,4
15778,SUTATENZA,Caña Miel,2009,48
15223,CUBARA,Caña Miel,2009,3
15720,SATIVANORTE,Caña Miel,2009,42
15090,BERBEO,Caña Miel,2009,4
15518,PAJARITO,Caña Miel,2009,42
15317,GUACAMAYAS,Caña Miel,2009,31
15516,PAIPA,Caña Miel,2009,
15212,COPER,Caña Miel,2010,3
15442,MARIPI,Caña Miel,2010,4
15109,BUENAVISTA,Caña Miel,2010,35
15455,MIRAFLORES,Caña Miel,2010,48
15681,SAN PABLO DE BORBUR,Caña Miel,2010,25
15897,ZETAQUIRA,Caña Miel,2010,6
15804,TIBANA,Caña Miel,2010,15
15842,UMBITA,Caña Miel,2010,4
15425,MACANAL,Caña Miel,2010,6
15761,SOMONDOCO,Caña Miel,2010,35
15514,PAEZ,Caña Miel,2010,65
15135,CAMPOHERMOSO,Caña Miel,2010,6
15696,SANTA SOFIA,Caña Miel,2010,44
15106,BRICEÑO,Caña Miel,2010,3
15172,CHINAVITA,Caña Miel,2010,32
15755,SOCOTA,Caña Miel,2010,3
15690,SANTA MARIA,Caña Miel,2010,24
15325,GUAYATA,Caña Miel,2010,46
15464,MONGUA,Caña Miel,2010,4
15798,TENZA,Caña Miel,2010,55
15180,CHISCAS,Caña Miel,2010,25
15667,SAN LUIS DE GACENO,Caña Miel,2010,4
15322,GUATEQUE,Caña Miel,2010,4
15580,QUIPAMA,Caña Miel,2010,28
15090,BERBEO,Caña Miel,2010,4
15236,CHIVOR,Caña Miel,2010,4
15621,RONDON,Caña Miel,2010,19
15753,SOATA,Caña Miel,2010,25
15223,CUBARA,Caña Miel,2010,3
15778,SUTATENZA,Caña Miel,2010,48
15518,PAJARITO,Caña Miel,2010,42
15022,ALMEIDA,Caña Miel,2010,45
15516,PAIPA,Caña Miel,2010,45
15720,SATIVANORTE,Caña Miel,2010,5
15212,COPER,Caña Miel,2011,3
15442,MARIPI,Caña Miel,2011,4
15109,BUENAVISTA,Caña Miel,2011,35
15455,MIRAFLORES,Caña Miel,2011,48
15533,PAYA,Caña Miel,2011,3
15550,PISBA,Caña Miel,2011,3
15377,LABRANZAGRANDE,Caña Miel,2011,15
15681,SAN PABLO DE BORBUR,Caña Miel,2011,25
15897,ZETAQUIRA,Caña Miel,2011,6
15425,MACANAL,Caña Miel,2011,6
15761,SOMONDOCO,Caña Miel,2011,35
15514,PAEZ,Caña Miel,2011,65
15511,PACHAVITA,Caña Miel,2011,32
15135,CAMPOHERMOSO,Caña Miel,2011,6
15842,UMBITA,Caña Miel,2011,4
15106,BRICEÑO,Caña Miel,2011,3
15696,SANTA SOFIA,Caña Miel,2011,44
15172,CHINAVITA,Caña Miel,2011,32
15755,SOCOTA,Caña Miel,2011,3
15804,TIBANA,Caña Miel,2011,8
15690,SANTA MARIA,Caña Miel,2011,24
15798,TENZA,Caña Miel,2011,55
15464,MONGUA,Caña Miel,2011,4
15480,MUZO,Caña Miel,2011,35
15667,SAN LUIS DE GACENO,Caña Miel,2011,4
15580,QUIPAMA,Caña Miel,2011,28
15299,GARAGOA,Caña Miel,2011,4
15090,BERBEO,Caña Miel,2011,4
15236,CHIVOR,Caña Miel,2011,4
15621,RONDON,Caña Miel,2011,19
15753,SOATA,Caña Miel,2011,25
15223,CUBARA,Caña Miel,2011,3
15778,SUTATENZA,Caña Miel,2011,6
15022,ALMEIDA,Caña Miel,2011,45
15774,SUSACON,Caña Miel,2011,15
15516,PAIPA,Caña Miel,2011,45
15720,SATIVANORTE,Caña Miel,2011,5
15212,COPER,Caña Miel,2012,3
15442,MARIPI,Caña Miel,2012,4
15533,PAYA,Caña Miel,2012,3
15377,LABRANZAGRANDE,Caña Miel,2012,5
15550,PISBA,Caña Miel,2012,3
15681,SAN PABLO DE BORBUR,Caña Miel,2012,5
15425,MACANAL,Caña Miel,2012,6
15897,ZETAQUIRA,Caña Miel,2012,6
15455,MIRAFLORES,Caña Miel,2012,4
15109,BUENAVISTA,Caña Miel,2012,35
15172,CHINAVITA,Caña Miel,2012,63
15761,SOMONDOCO,Caña Miel,2012,35
15022,ALMEIDA,Caña Miel,2012,45
15106,BRICEÑO,Caña Miel,2012,3
15842,UMBITA,Caña Miel,2012,4
15511,PACHAVITA,Caña Miel,2012,32
15514,PAEZ,Caña Miel,2012,65
15660,SAN EDUARDO,Caña Miel,2012,18
15755,SOCOTA,Caña Miel,2012,3
15690,SANTA MARIA,Caña Miel,2012,24
15325,GUAYATA,Caña Miel,2012,5
15696,SANTA SOFIA,Caña Miel,2012,65
15464,MONGUA,Caña Miel,2012,4
15236,CHIVOR,Caña Miel,2012,4
15480,MUZO,Caña Miel,2012,10
15667,SAN LUIS DE GACENO,Caña Miel,2012,4
15580,QUIPAMA,Caña Miel,2012,28
15299,GARAGOA,Caña Miel,2012,4
15090,BERBEO,Caña Miel,2012,4
15135,CAMPOHERMOSO,Caña Miel,2012,35
15621,RONDON,Caña Miel,2012,3
15223,CUBARA,Caña Miel,2012,3
15753,SOATA,Caña Miel,2012,25
15798,TENZA,Caña Miel,2012,41
15804,TIBANA,Caña Miel,2012,65
15322,GUATEQUE,Caña Miel,2012,6
15778,SUTATENZA,Caña Miel,2012,6
15516,PAIPA,Caña Miel,2012,25
15774,SUSACON,Caña Miel,2012,15
15720,SATIVANORTE,Caña Miel,2012,3
15317,GUACAMAYAS,Caña Miel,2012,10
15248,EL ESPINO,Caña Miel,2012,2
15212,COPER,Caña Miel,2013,3
15442,MARIPI,Caña Miel,2013,42
15550,PISBA,Caña Miel,2013,3
15533,PAYA,Caña Miel,2013,3
15377,LABRANZAGRANDE,Caña Miel,2013,2
15681,SAN PABLO DE BORBUR,Caña Miel,2013,4
15425,MACANAL,Caña Miel,2013,6
15897,ZETAQUIRA,Caña Miel,2013,6
15109,BUENAVISTA,Caña Miel,2013,35
15455,MIRAFLORES,Caña Miel,2013,4
15761,SOMONDOCO,Caña Miel,2013,35
15106,BRICEÑO,Caña Miel,2013,3
15507,OTANCHE,Caña Miel,2013,3
15172,CHINAVITA,Caña Miel,2013,4
15690,SANTA MARIA,Caña Miel,2013,23
15514,PAEZ,Caña Miel,2013,65
15022,ALMEIDA,Caña Miel,2013,43
15755,SOCOTA,Caña Miel,2013,3
15842,UMBITA,Caña Miel,2013,3
15660,SAN EDUARDO,Caña Miel,2013,7
15325,GUAYATA,Caña Miel,2013,5
15696,SANTA SOFIA,Caña Miel,2013,65
15464,MONGUA,Caña Miel,2013,4
15480,MUZO,Caña Miel,2013,4
15580,QUIPAMA,Caña Miel,2013,29
15667,SAN LUIS DE GACENO,Caña Miel,2013,4
15673,SAN MATEO,Caña Miel,2013,5
15518,PAJARITO,Caña Miel,2013,4
15090,BERBEO,Caña Miel,2013,4
15299,GARAGOA,Caña Miel,2013,4
15223,CUBARA,Caña Miel,2013,3
15135,CAMPOHERMOSO,Caña Miel,2013,35
15621,RONDON,Caña Miel,2013,3
15753,SOATA,Caña Miel,2013,25
15798,TENZA,Caña Miel,2013,41
15236,CHIVOR,Caña Miel,2013,5
15804,TIBANA,Caña Miel,2013,65
15322,GUATEQUE,Caña Miel,2013,5
15511,PACHAVITA,Caña Miel,2013,4
15317,GUACAMAYAS,Caña Miel,2013,5
15778,SUTATENZA,Caña Miel,2013,6
15097,BOAVITA,Caña Miel,2013,75
15516,PAIPA,Caña Miel,2013,25
15774,SUSACON,Caña Miel,2013,3
15720,SATIVANORTE,Caña Miel,2013,3
15522,PANQUEBA,Caña Miel,2013,4
15248,EL ESPINO,Caña Miel,2013,2
15212,COPER,Caña Miel,2014,3
15442,MARIPI,Caña Miel,2014,43
15550,PISBA,Caña Miel,2014,3
15533,PAYA,Caña Miel,2014,3
15377,LABRANZAGRANDE,Caña Miel,2014,2
15109,BUENAVISTA,Caña Miel,2014,35
15681,SAN PABLO DE BORBUR,Caña Miel,2014,4
15425,MACANAL,Caña Miel,2014,6
15804,TIBANA,Caña Miel,2014,55
15897,ZETAQUIRA,Caña Miel,2014,6
15761,SOMONDOCO,Caña Miel,2014,35
15106,BRICEÑO,Caña Miel,2014,3
15507,OTANCHE,Caña Miel,2014,3
15696,SANTA SOFIA,Caña Miel,2014,65
15172,CHINAVITA,Caña Miel,2014,4
15755,SOCOTA,Caña Miel,2014,125
15514,PAEZ,Caña Miel,2014,325
15022,ALMEIDA,Caña Miel,2014,45
15660,SAN EDUARDO,Caña Miel,2014,7
15842,UMBITA,Caña Miel,2014,3
15690,SANTA MARIA,Caña Miel,2014,245
15325,GUAYATA,Caña Miel,2014,5
15455,MIRAFLORES,Caña Miel,2014,6
15580,QUIPAMA,Caña Miel,2014,145
15464,MONGUA,Caña Miel,2014,2
15480,MUZO,Caña Miel,2014,4
15673,SAN MATEO,Caña Miel,2014,5
15667,SAN LUIS DE GACENO,Caña Miel,2014,1
15090,BERBEO,Caña Miel,2014,4
15798,TENZA,Caña Miel,2014,55
15299,GARAGOA,Caña Miel,2014,4
15135,CAMPOHERMOSO,Caña Miel,2014,3
15621,RONDON,Caña Miel,2014,3
15223,CUBARA,Caña Miel,2014,3
15753,SOATA,Caña Miel,2014,25
15236,CHIVOR,Caña Miel,2014,5
15322,GUATEQUE,Caña Miel,2014,75
15511,PACHAVITA,Caña Miel,2014,119
15180,CHISCAS,Caña Miel,2014,85
15720,SATIVANORTE,Caña Miel,2014,125
15778,SUTATENZA,Caña Miel,2014,6
15097,BOAVITA,Caña Miel,2014,75
15317,GUACAMAYAS,Caña Miel,2014,5
15516,PAIPA,Caña Miel,2014,25
15774,SUSACON,Caña Miel,2014,3
15248,EL ESPINO,Caña Miel,2014,2
15522,PANQUEBA,Caña Miel,2014,4
15212,COPER,Caña Miel,2015,372
15442,MARIPI,Caña Miel,2015,376
15469,MONIQUIRA,Caña Miel,2015,613
15533,PAYA,Caña Miel,2015,613
15109,BUENAVISTA,Caña Miel,2015,131
15681,SAN PABLO DE BORBUR,Caña Miel,2015,35
15425,MACANAL,Caña Miel,2015,525
15804,TIBANA,Caña Miel,2015,394
15897,ZETAQUIRA,Caña Miel,2015,403
15761,SOMONDOCO,Caña Miel,2015,306
15696,SANTA SOFIA,Caña Miel,2015,569
15106,BRICEÑO,Caña Miel,2015,263
15507,OTANCHE,Caña Miel,2015,263
15377,LABRANZAGRANDE,Caña Miel,2015,613
15514,PAEZ,Caña Miel,2015,65
15550,PISBA,Caña Miel,2015,613
15022,ALMEIDA,Caña Miel,2015,403
15172,CHINAVITA,Caña Miel,2015,263
15660,SAN EDUARDO,Caña Miel,2015,613
15842,UMBITA,Caña Miel,2015,306
15325,GUAYATA,Caña Miel,2015,438
15455,MIRAFLORES,Caña Miel,2015,525
15690,SANTA MARIA,Caña Miel,2015,263
15580,QUIPAMA,Caña Miel,2015,254
15464,MONGUA,Caña Miel,2015,35
15299,GARAGOA,Caña Miel,2015,35
15673,SAN MATEO,Caña Miel,2015,438
15667,SAN LUIS DE GACENO,Caña Miel,2015,394
15090,BERBEO,Caña Miel,2015,35
15621,RONDON,Caña Miel,2015,263
15798,TENZA,Caña Miel,2015,481
15755,SOCOTA,Caña Miel,2015,22
15236,CHIVOR,Caña Miel,2015,5
15223,CUBARA,Caña Miel,2015,3
15322,GUATEQUE,Caña Miel,2015,525
15135,CAMPOHERMOSO,Caña Miel,2015,263
15511,PACHAVITA,Caña Miel,2015,35
15720,SATIVANORTE,Caña Miel,2015,313
15180,CHISCAS,Caña Miel,2015,219
15778,SUTATENZA,Caña Miel,2015,525
15753,SOATA,Caña Miel,2015,219
15774,SUSACON,Caña Miel,2015,263
15480,MUZO,Caña Miel,2015,219
15516,PAIPA,Caña Miel,2015,219
15522,PANQUEBA,Caña Miel,2015,35
15317,GUACAMAYAS,Caña Miel,2015,7
15212,COPER,Caña Miel,2016,8
15442,MARIPI,Caña Miel,2016,45
15469,MONIQUIRA,Caña Miel,2016,7
15425,MACANAL,Caña Miel,2016,6
15109,BUENAVISTA,Caña Miel,2016,4
15804,TIBANA,Caña Miel,2016,49
15696,SANTA SOFIA,Caña Miel,2016,75
15293,GACHANTIVA,Caña Miel,2016,8
15681,SAN PABLO DE BORBUR,Caña Miel,2016,4
15897,ZETAQUIRA,Caña Miel,2016,6
15106,BRICEÑO,Caña Miel,2016,4
15761,SOMONDOCO,Caña Miel,2016,35
15514,PAEZ,Caña Miel,2016,65
15511,PACHAVITA,Caña Miel,2016,4
15377,LABRANZAGRANDE,Caña Miel,2016,13
15660,SAN EDUARDO,Caña Miel,2016,65
15022,ALMEIDA,Caña Miel,2016,55
15755,SOCOTA,Caña Miel,2016,1
15842,UMBITA,Caña Miel,2016,7
15325,GUAYATA,Caña Miel,2016,5
15621,RONDON,Caña Miel,2016,32
15580,QUIPAMA,Caña Miel,2016,29
15690,SANTA MARIA,Caña Miel,2016,3
15299,GARAGOA,Caña Miel,2016,4
15533,PAYA,Caña Miel,2016,4
15550,PISBA,Caña Miel,2016,7
15798,TENZA,Caña Miel,2016,55
15090,BERBEO,Caña Miel,2016,4
15135,CAMPOHERMOSO,Caña Miel,2016,3
15223,CUBARA,Caña Miel,2016,3
15778,SUTATENZA,Caña Miel,2016,6
15180,CHISCAS,Caña Miel,2016,25
15774,SUSACON,Caña Miel,2016,3
15720,SATIVANORTE,Caña Miel,2016,5
15516,PAIPA,Caña Miel,2016,
15667,SAN LUIS DE GACENO,Caña Miel,2016,
15317,GUACAMAYAS,Caña Miel,2016,7
15753,SOATA,Caña Miel,2016,12
15442,MARIPI,Caña Miel,2017,5
15212,COPER,Caña Miel,2017,8
15469,MONIQUIRA,Caña Miel,2017,8
15109,BUENAVISTA,Caña Miel,2017,4
15425,MACANAL,Caña Miel,2017,6
15681,SAN PABLO DE BORBUR,Caña Miel,2017,6
15696,SANTA SOFIA,Caña Miel,2017,75
15293,GACHANTIVA,Caña Miel,2017,5
15804,TIBANA,Caña Miel,2017,49
15897,ZETAQUIRA,Caña Miel,2017,6
15106,BRICEÑO,Caña Miel,2017,4
15761,SOMONDOCO,Caña Miel,2017,35
15172,CHINAVITA,Caña Miel,2017,3
15514,PAEZ,Caña Miel,2017,65
15660,SAN EDUARDO,Caña Miel,2017,56
15377,LABRANZAGRANDE,Caña Miel,2017,8
15511,PACHAVITA,Caña Miel,2017,4
15842,UMBITA,Caña Miel,2017,35
15325,GUAYATA,Caña Miel,2017,5
15755,SOCOTA,Caña Miel,2017,2
15480,MUZO,Caña Miel,2017,25
15022,ALMEIDA,Caña Miel,2017,65
15455,MIRAFLORES,Caña Miel,2017,45
15299,GARAGOA,Caña Miel,2017,4
15580,QUIPAMA,Caña Miel,2017,3
15621,RONDON,Caña Miel,2017,32
15550,PISBA,Caña Miel,2017,38
15533,PAYA,Caña Miel,2017,4
15798,TENZA,Caña Miel,2017,55
15690,SANTA MARIA,Caña Miel,2017,3
15516,PAIPA,Caña Miel,2017,25
15090,BERBEO,Caña Miel,2017,4
15135,CAMPOHERMOSO,Caña Miel,2017,3
15778,SUTATENZA,Caña Miel,2017,6
15753,SOATA,Caña Miel,2017,4
15180,CHISCAS,Caña Miel,2017,3
15774,SUSACON,Caña Miel,2017,68
15223,CUBARA,Caña Miel,2017,3
15317,GUACAMAYAS,Caña Miel,2017,8
15720,SATIVANORTE,Caña Miel,2017,313
15667,SAN LUIS DE GACENO,Caña Miel,2017,7
15442,MARIPI,Caña Miel,2018,48
15212,COPER,Caña Miel,2018,8
15469,MONIQUIRA,Caña Miel,2018,8
15109,BUENAVISTA,Caña Miel,2018,7
15293,GACHANTIVA,Caña Miel,2018,10
15425,MACANAL,Caña Miel,2018,6
15681,SAN PABLO DE BORBUR,Caña Miel,2018,8
15696,SANTA SOFIA,Caña Miel,2018,75
15804,TIBANA,Caña Miel,2018,49
15897,ZETAQUIRA,Caña Miel,2018,6
15106,BRICEÑO,Caña Miel,2018,4
15761,SOMONDOCO,Caña Miel,2018,35
15172,CHINAVITA,Caña Miel,2018,2
15755,SOCOTA,Caña Miel,2018,11
15660,SAN EDUARDO,Caña Miel,2018,56
15514,PAEZ,Caña Miel,2018,65
15377,LABRANZAGRANDE,Caña Miel,2018,8
15511,PACHAVITA,Caña Miel,2018,45
15842,UMBITA,Caña Miel,2018,35
15325,GUAYATA,Caña Miel,2018,54
15480,MUZO,Caña Miel,2018,3
15455,MIRAFLORES,Caña Miel,2018,45
15022,ALMEIDA,Caña Miel,2018,65
15299,GARAGOA,Caña Miel,2018,4
15580,QUIPAMA,Caña Miel,2018,3
15621,RONDON,Caña Miel,2018,32
15550,PISBA,Caña Miel,2018,38
15533,PAYA,Caña Miel,2018,45
15690,SANTA MARIA,Caña Miel,2018,3
15135,CAMPOHERMOSO,Caña Miel,2018,3
15798,TENZA,Caña Miel,2018,55
15090,BERBEO,Caña Miel,2018,4
15516,PAIPA,Caña Miel,2018,25
15753,SOATA,Caña Miel,2018,12
15778,SUTATENZA,Caña Miel,2018,6
15180,CHISCAS,Caña Miel,2018,3
15774,SUSACON,Caña Miel,2018,67
15317,GUACAMAYAS,Caña Miel,2018,8
15223,CUBARA,Caña Miel,2018,3
15720,SATIVANORTE,Caña Miel,2018,104
15667,SAN LUIS DE GACENO,Caña Miel,2018,10
15185,CHITARAQUE,Caña Panelera,2007,1579
15664,SAN JOSE DE PARE,Caña Panelera,2007,1489
15686,SANTANA,Caña Panelera,2007,10
15816,TOGUI,Caña Panelera,2007,1457
15469,MONIQUIRA,Caña Panelera,2007,1433
15377,LABRANZAGRANDE,Caña Panelera,2007,108
15442,MARIPI,Caña Panelera,2007,4
15293,GACHANTIVA,Caña Panelera,2007,45
15455,MIRAFLORES,Caña Panelera,2007,4
15507,OTANCHE,Caña Panelera,2007,4
15690,SANTA MARIA,Caña Panelera,2007,271
15097,BOAVITA,Caña Panelera,2007,7
15518,PAJARITO,Caña Panelera,2007,6
15673,SAN MATEO,Caña Panelera,2007,75
15580,QUIPAMA,Caña Panelera,2007,35
15755,SOCOTA,Caña Panelera,2007,462
15572,PUERTO BOYACA,Caña Panelera,2007,7
15720,SATIVANORTE,Caña Panelera,2007,6
15810,TIPACOQUE,Caña Panelera,2007,4
15317,GUACAMAYAS,Caña Panelera,2007,35
15185,CHITARAQUE,Caña Panelera,2008,155
15664,SAN JOSE DE PARE,Caña Panelera,2008,1563
15686,SANTANA,Caña Panelera,2008,10
15816,TOGUI,Caña Panelera,2008,132
15469,MONIQUIRA,Caña Panelera,2008,143
15442,MARIPI,Caña Panelera,2008,4
15377,LABRANZAGRANDE,Caña Panelera,2008,375
15507,OTANCHE,Caña Panelera,2008,4
15897,ZETAQUIRA,Caña Panelera,2008,6
15690,SANTA MARIA,Caña Panelera,2008,45
15518,PAJARITO,Caña Panelera,2008,6
15401,LA VICTORIA,Caña Panelera,2008,2
15455,MIRAFLORES,Caña Panelera,2008,4
15580,QUIPAMA,Caña Panelera,2008,35
15097,BOAVITA,Caña Panelera,2008,8
15673,SAN MATEO,Caña Panelera,2008,6
15720,SATIVANORTE,Caña Panelera,2008,28
15511,PACHAVITA,Caña Panelera,2008,12
15317,GUACAMAYAS,Caña Panelera,2008,311
15810,TIPACOQUE,Caña Panelera,2008,4
15407,VILLA DE LEYVA,Caña Panelera,2008,4
15185,CHITARAQUE,Caña Panelera,2009,145
15664,SAN JOSE DE PARE,Caña Panelera,2009,13
15686,SANTANA,Caña Panelera,2009,105
15816,TOGUI,Caña Panelera,2009,13
15469,MONIQUIRA,Caña Panelera,2009,13
15442,MARIPI,Caña Panelera,2009,4
15480,MUZO,Caña Panelera,2009,9
15531,PAUNA,Caña Panelera,2009,85
15533,PAYA,Caña Panelera,2009,5
15377,LABRANZAGRANDE,Caña Panelera,2009,6
15550,PISBA,Caña Panelera,2009,4
15507,OTANCHE,Caña Panelera,2009,4
15660,SAN EDUARDO,Caña Panelera,2009,18
15293,GACHANTIVA,Caña Panelera,2009,6
15401,LA VICTORIA,Caña Panelera,2009,28
15580,QUIPAMA,Caña Panelera,2009,35
15455,MIRAFLORES,Caña Panelera,2009,4
15673,SAN MATEO,Caña Panelera,2009,6
15518,PAJARITO,Caña Panelera,2009,6
15299,GARAGOA,Caña Panelera,2009,4
15097,BOAVITA,Caña Panelera,2009,8
15236,CHIVOR,Caña Panelera,2009,4
15810,TIPACOQUE,Caña Panelera,2009,4
15322,GUATEQUE,Caña Panelera,2009,4
15407,VILLA DE LEYVA,Caña Panelera,2009,4
15185,CHITARAQUE,Caña Panelera,2010,145
15664,SAN JOSE DE PARE,Caña Panelera,2010,13
15686,SANTANA,Caña Panelera,2010,11
15816,TOGUI,Caña Panelera,2010,13
15469,MONIQUIRA,Caña Panelera,2010,131
15533,PAYA,Caña Panelera,2010,5
15531,PAUNA,Caña Panelera,2010,87
15480,MUZO,Caña Panelera,2010,9
15442,MARIPI,Caña Panelera,2010,35
15377,LABRANZAGRANDE,Caña Panelera,2010,5
15550,PISBA,Caña Panelera,2010,4
