geo,Municipio,Hectareas
15001,Tunja,132.62
15187,Chivatá,16.27
15204,Combita,68.89
15215,Corrales,6.19
15238,Duitama,91.18
15296,Gameza,0.35
15476,Motavita,22.74
15491,Nobsa,125.46
15500,Oicata,219.61
15516,Paipa,181.39
15693,Santa Rosa De Viterbo,8.44
15759,Sogamoso,29.16
15762,Sora,2.68
15763,Sotaquirá,92.97
15806,Tibasosa,235.72
15814,Toca,8.84
15820,Tópaga,19.86
15837,Tuta,435.25
