geo,Municipio,Desagregación cultivo,Año,Área sembrada
15380,La Capilla,Tomate Invernadero,2020,15
15380,La Capilla,Tomate Invernadero,2020,9
15401,La Victoria,Tomate,2020,1
15401,La Victoria,Tomate,2020,1
15403,La Uvita,Otras hortalizas,2020,5
15403,La Uvita,Otras hortalizas,2020,5
15403,La Uvita,Pimentón,2020,0
15403,La Uvita,Tomate,2020,6
15403,La Uvita,Tomate,2020,3
15403,La Uvita,Cilantro,2020,1
15403,La Uvita,Cilantro,2020,1
15403,La Uvita,Cebolla De Bulbo,2020,2
15403,La Uvita,Cebolla De Rama,2020,1
15407,Villa de Leiva,Otras hortalizas,2020,48
15407,Villa de Leiva,Tomate,2020,536
15407,Villa de Leiva,Tomate Invernadero,2020,520
15407,Villa de Leiva,Cebolla De Bulbo,2020,131
15407,Villa de Leiva,Cebolla De Bulbo,2020,90
15425,Macanal,Ají,2020,9
15425,Macanal,Pepino Cohombro,2020,5
15425,Macanal,Tomate,2020,8
15442,Maripí,Cebolla De Rama,2020,1
15455,Miraflores,Tomate Invernadero,2020,22
15455,Miraflores,Tomate Invernadero,2020,22
15466,Monguí,Otras hortalizas,2020,5
15466,Monguí,Otras hortalizas,2020,4
15466,Monguí,Tomate Invernadero,2020,0
15466,Monguí,Tomate Invernadero,2020,0
15466,Monguí,Lechuga,2020,1
15466,Monguí,Lechuga,2020,1
15466,Monguí,Ajo,2020,1
15466,Monguí,Cebolla De Bulbo,2020,1
15466,Monguí,Cebolla De Bulbo,2020,3
15466,Monguí,Zanahoria,2020,0
15466,Monguí,Zanahoria,2020,0
15469,Moniquirá,Tomate,2020,4
15469,Moniquirá,Tomate,2020,3
15476,Motavita,Cebolla De Bulbo,2020,20
15476,Motavita,Cebolla De Bulbo,2020,15
15476,Motavita,Zanahoria,2020,5
15476,Motavita,Zanahoria,2020,3
15491,Nobsa,Otras hortalizas,2020,35
15491,Nobsa,Otras hortalizas,2020,40
15491,Nobsa,Brócoli,2020,3
15491,Nobsa,Brócoli,2020,2
15491,Nobsa,Tomate,2020,15
15491,Nobsa,Tomate,2020,10
15491,Nobsa,Lechuga,2020,4
15491,Nobsa,Repollo,2020,4
15491,Nobsa,Repollo,2020,8
15491,Nobsa,Cebolla De Bulbo,2020,90
15491,Nobsa,Cebolla De Bulbo,2020,110
15491,Nobsa,Remolacha,2020,1
15491,Nobsa,Remolacha,2020,1
15494,Nuevo Colón,Ahuyama,2020,28
15494,Nuevo Colón,Zanahoria,2020,26
15494,Nuevo Colón,Zanahoria,2020,21
15500,Oicatá,Cebolla De Bulbo,2020,12
15500,Oicatá,Cebolla De Bulbo,2020,12
15511,Pachavita,Pepino Guiso,2020,8
15511,Pachavita,Pepino Guiso,2020,8
15511,Pachavita,Pimentón,2020,8
15511,Pachavita,Pimentón,2020,10
15511,Pachavita,Tomate Invernadero,2020,22
15511,Pachavita,Tomate Invernadero,2020,32
15514,Páez,Tomate Invernadero,2020,3
15516,Paipa,Lechuga,2020,2
15516,Paipa,Lechuga,2020,12
15516,Paipa,Cebolla De Bulbo,2020,64
15516,Paipa,Cebolla De Bulbo,2020,64
15518,Pajarito,Ahuyama,2020,14
15522,Panqueba,Ahuyama,2020,15
15522,Panqueba,Ahuyama,2020,9
15522,Panqueba,Pimentón,2020,1
15522,Panqueba,Tomate,2020,9
15522,Panqueba,Tomate,2020,6
15522,Panqueba,Ajo,2020,2
15522,Panqueba,Cebolla De Bulbo,2020,46
15522,Panqueba,Cebolla De Bulbo,2020,41
15537,Paz de Río,Tomate Invernadero,2020,1
15537,Paz de Río,Tomate Invernadero,2020,1
15537,Paz de Río,Cebolla De Bulbo,2020,8
15537,Paz de Río,Cebolla De Bulbo,2020,8
15542,Pesca,Cebolla De Bulbo,2020,109
15542,Pesca,Cebolla De Bulbo,2020,57
15572,Puerto Boyacá,Ahuyama,2020,9
15572,Puerto Boyacá,Ahuyama,2020,6
15572,Puerto Boyacá,Melón,2020,2
15572,Puerto Boyacá,Melón,2020,2
15572,Puerto Boyacá,Patilla,2020,6
15572,Puerto Boyacá,Patilla,2020,9
15599,Ramiriquí,Ahuyama,2020,10
15599,Ramiriquí,Calabacín¬ Calabaza,2020,38
15599,Ramiriquí,Pepino Guiso,2020,33
15599,Ramiriquí,Pepino Guiso,2020,20
15599,Ramiriquí,Cilantro,2020,40
15600,Ráquira,Pepino Cohombro,2020,4
15600,Ráquira,Pepino Guiso,2020,4
15600,Ráquira,Pimentón,2020,7
15600,Ráquira,Pimentón,2020,7
15600,Ráquira,Tomate,2020,50
15600,Ráquira,Tomate,2020,31
15600,Ráquira,Cebolla De Bulbo,2020,81
15600,Ráquira,Cebolla De Bulbo,2020,81
15600,Ráquira,Zanahoria,2020,10
15600,Ráquira,Zanahoria,2020,10
15621,Rondón,Tomate Invernadero,2020,5
15621,Rondón,Tomate Invernadero,2020,4
15632,Saboyá,Lechuga,2020,45
15632,Saboyá,Lechuga,2020,55
15638,Sáchica,Tomate Invernadero,2020,83
15638,Sáchica,Tomate Invernadero,2020,52
15638,Sáchica,Cebolla De Bulbo,2020,80
15638,Sáchica,Cebolla De Bulbo,2020,70
15646,Samacá,Otras hortalizas,2020,3
15646,Samacá,Tomate,2020,10
15646,Samacá,Tomate,2020,13
15646,Samacá,Lechuga,2020,33
15646,Samacá,Lechuga,2020,15
15646,Samacá,Cebolla De Bulbo,2020,340
15646,Samacá,Cebolla De Bulbo,2020,400
15646,Samacá,Remolacha,2020,25
15646,Samacá,Remolacha,2020,25
15646,Samacá,Zanahoria,2020,135
15646,Samacá,Zanahoria,2020,90
15660,San Eduardo,Tomate Invernadero,2020,1
15660,San Eduardo,Tomate Invernadero,2020,1
15664,San José de Pare,Tomate Invernadero,2020,0
15664,San José de Pare,Tomate Invernadero,2020,0
15673,San Mateo,Tomate,2020,14
15673,San Mateo,Tomate,2020,12
15673,San Mateo,Cebolla De Bulbo,2020,2
15673,San Mateo,Cebolla De Bulbo,2020,1
15676,San Miguel de Sema,Cebolla De Bulbo,2020,8
15676,San Miguel de Sema,Cebolla De Bulbo,2020,10
15690,Santa María,Otras hortalizas,2020,1
15690,Santa María,Otras hortalizas,2020,3
15690,Santa María,Ahuyama,2020,1
15690,Santa María,Ahuyama,2020,5
15690,Santa María,Guatila,2020,3
15690,Santa María,Guatila,2020,2
15693,Santa Rosa de Viterbo,Cilantro,2020,7
15693,Santa Rosa de Viterbo,Cilantro,2020,5
15693,Santa Rosa de Viterbo,Lechuga,2020,5
15693,Santa Rosa de Viterbo,Lechuga,2020,6
15693,Santa Rosa de Viterbo,Repollo,2020,6
15693,Santa Rosa de Viterbo,Repollo,2020,8
15693,Santa Rosa de Viterbo,Cebolla De Bulbo,2020,21
15693,Santa Rosa de Viterbo,Cebolla De Bulbo,2020,18
15693,Santa Rosa de Viterbo,Remolacha,2020,6
15693,Santa Rosa de Viterbo,Remolacha,2020,5
15693,Santa Rosa de Viterbo,Zanahoria,2020,9
15693,Santa Rosa de Viterbo,Zanahoria,2020,9
15696,Santa Sofía,Tomate Invernadero,2020,60
15696,Santa Sofía,Tomate Invernadero,2020,55
15720,Sativanorte,Otras hortalizas,2020,3
15720,Sativanorte,Otras hortalizas,2020,1
15720,Sativanorte,Ahuyama,2020,0
15720,Sativanorte,Ahuyama,2020,3
15720,Sativanorte,Tomate,2020,1
15720,Sativanorte,Tomate,2020,1
15740,Siachoque,Otras hortalizas,2020,5
15740,Siachoque,Otras hortalizas,2020,5
15740,Siachoque,Cebolla De Bulbo,2020,320
15740,Siachoque,Cebolla De Bulbo,2020,250
15740,Siachoque,Zanahoria,2020,6
15740,Siachoque,Zanahoria,2020,5
15753,Soatá,Tomate,2020,18
15753,Soatá,Tomate,2020,15
15753,Soatá,Cebolla De Bulbo,2020,10
15753,Soatá,Cebolla De Bulbo,2020,10
15755,Socotá,Cebolla De Bulbo,2020,35
15755,Socotá,Cebolla De Bulbo,2020,10
15757,Socha,Tomate,2020,4
15757,Socha,Tomate,2020,4
15757,Socha,Cebolla De Bulbo,2020,10
15757,Socha,Cebolla De Bulbo,2020,10
15759,Sogamoso,Otras hortalizas,2020,6
15759,Sogamoso,Otras hortalizas,2020,5
15759,Sogamoso,Tomate Invernadero,2020,5
15759,Sogamoso,Lechuga,2020,5
15759,Sogamoso,Lechuga,2020,6
15759,Sogamoso,Cebolla De Bulbo,2020,25
15759,Sogamoso,Cebolla De Bulbo,2020,15
15759,Sogamoso,Cebolla De Rama,2020,20
15759,Sogamoso,Cebolla De Rama,2020,15
15761,Somondoco,Tomate,2020,2
15761,Somondoco,Tomate,2020,2
15762,Sora,Tomate Invernadero,2020,1
15762,Sora,Tomate Invernadero,2020,1
15762,Sora,Lechuga,2020,3
15762,Sora,Lechuga,2020,3
15762,Sora,Cebolla De Bulbo,2020,65
15762,Sora,Cebolla De Bulbo,2020,60
15762,Sora,Remolacha,2020,6
15762,Sora,Remolacha,2020,12
15764,Soracá,Lechuga,2020,2
15764,Soracá,Lechuga,2020,2
15764,Soracá,Cebolla De Bulbo,2020,8
15764,Soracá,Cebolla De Bulbo,2020,6
15764,Soracá,Zanahoria,2020,150
15764,Soracá,Zanahoria,2020,130
15776,Sutamarchán,Tomate Invernadero,2020,65
15776,Sutamarchán,Tomate Invernadero,2020,42
15776,Sutamarchán,Cebolla De Bulbo,2020,60
15776,Sutamarchán,Cebolla De Bulbo,2020,60
15778,Sutatenza,Ahuyama,2020,4
15778,Sutatenza,Ahuyama,2020,4
15778,Sutatenza,Pepino Cohombro,2020,5
15778,Sutatenza,Pepino Cohombro,2020,8
15778,Sutatenza,Pepino Guiso,2020,3
15778,Sutatenza,Pimentón,2020,3
15778,Sutatenza,Pimentón,2020,2
15778,Sutatenza,Tomate Invernadero,2020,1
15778,Sutatenza,Tomate Invernadero,2020,2
15798,Tenza,Ahuyama,2020,4
15798,Tenza,Ahuyama,2020,1
15798,Tenza,Pepino Cohombro,2020,3
15798,Tenza,Pepino Cohombro,2020,3
15798,Tenza,Pepino Guiso,2020,21
15798,Tenza,Pepino Guiso,2020,12
15798,Tenza,Pimentón,2020,10
15798,Tenza,Pimentón,2020,7
15798,Tenza,Tomate,2020,6
15798,Tenza,Tomate,2020,8
15798,Tenza,Tomate Invernadero,2020,15
15798,Tenza,Tomate Invernadero,2020,14
15804,Tibaná,Pepino Guiso,2020,6
15806,Tibasosa,Otras hortalizas,2020,15
15806,Tibasosa,Otras hortalizas,2020,12
15806,Tibasosa,Tomate Invernadero,2020,85
15806,Tibasosa,Tomate Invernadero,2020,90
15806,Tibasosa,Cebolla De Bulbo,2020,170
15806,Tibasosa,Cebolla De Bulbo,2020,160
15808,Tinjacá,Ahuyama,2020,1
15808,Tinjacá,Pimentón,2020,4
15808,Tinjacá,Pimentón,2020,3
15808,Tinjacá,Tomate Invernadero,2020,28
15808,Tinjacá,Tomate Invernadero,2020,30
15808,Tinjacá,Cebolla De Bulbo,2020,15
15808,Tinjacá,Cebolla De Bulbo,2020,4
15810,Tipacoque,Melón,2020,10
15810,Tipacoque,Melón,2020,10
15810,Tipacoque,Pimentón,2020,30
15810,Tipacoque,Pimentón,2020,30
15810,Tipacoque,Tomate,2020,5
15810,Tipacoque,Tomate,2020,5
15810,Tipacoque,Tomate Invernadero,2020,10
15810,Tipacoque,Tomate Invernadero,2020,10
15814,Toca,Cebolla De Bulbo,2020,600
15814,Toca,Cebolla De Bulbo,2020,380
15816,Togüí,Tomate,2020,1
15816,Togüí,Tomate,2020,2
15820,Tópaga,Tomate Invernadero,2020,12
15820,Tópaga,Tomate Invernadero,2020,12
15820,Tópaga,Cebolla De Bulbo,2020,16
15820,Tópaga,Cebolla De Bulbo,2020,7
15822,Tota,Cebolla De Bulbo,2020,5
15822,Tota,Cebolla De Bulbo,2020,8
15822,Tota,Zanahoria,2020,8
15822,Tota,Zanahoria,2020,10
15822,Tota,Cebolla De Rama,2020,95
15822,Tota,Cebolla De Rama,2020,100
15835,Turmequé,Tomate Invernadero,2020,10
15835,Turmequé,Tomate Invernadero,2020,7
15835,Turmequé,Cebolla De Bulbo,2020,15
15835,Turmequé,Cebolla De Bulbo,2020,5
15835,Turmequé,Zanahoria,2020,5
15835,Turmequé,Zanahoria,2020,8
15837,Tuta,Cebolla De Bulbo,2020,100
15837,Tuta,Cebolla De Bulbo,2020,50
15839,Tutazá,Otras hortalizas,2020,4
15839,Tutazá,Otras hortalizas,2020,3
15839,Tutazá,Zanahoria,2020,18
15839,Tutazá,Zanahoria,2020,13
15842,Úmbita,Zanahoria,2020,2
15861,Ventaquemada,Otras hortalizas,2020,12
15861,Ventaquemada,Otras hortalizas,2020,10
15861,Ventaquemada,Cebolla De Bulbo,2020,44
15861,Ventaquemada,Cebolla De Bulbo,2020,30
15861,Ventaquemada,Zanahoria,2020,850
15861,Ventaquemada,Zanahoria,2020,650
15879,Viracachá,Ahuyama,2020,1
15879,Viracachá,Cilantro,2020,2
15879,Viracachá,Cilantro,2020,2
15879,Viracachá,Zanahoria,2020,5
15879,Viracachá,Zanahoria,2020,4
15897,Zetaquirá,Tomate Invernadero,2020,4
15897,Zetaquirá,Tomate Invernadero,2020,4
15001,Tunja,Cebolla De Bulbo,2021,80
15001,Tunja,Cebolla De Bulbo,2021,80
15001,Tunja,Zanahoria,2021,150
15001,Tunja,Zanahoria,2021,150
15022,Almeida,Calabacín¬ Calabaza,2021,3
15022,Almeida,Guatila,2021,1
15022,Almeida,Guatila,2021,1
15022,Almeida,Pepino Guiso,2021,6
15022,Almeida,Tomate Invernadero,2021,2
15022,Almeida,Tomate Invernadero,2021,2
15047,Aquitania,Cebolla De Rama,2021,1426
15047,Aquitania,Cebolla De Rama,2021,1500
15051,Arcabuco,Zanahoria,2021,2
15051,Arcabuco,Zanahoria,2021,2
15087,Belén,Otras hortalizas,2021,5
15087,Belén,Otras hortalizas,2021,5
15087,Belén,Ajo,2021,3
15087,Belén,Ajo,2021,4
15087,Belén,Cebolla De Bulbo,2021,3
15087,Belén,Cebolla De Bulbo,2021,5
15087,Belén,Zanahoria,2021,28
15087,Belén,Zanahoria,2021,27
15090,Berbeo,Tomate Invernadero,2021,6
15090,Berbeo,Tomate Invernadero,2021,5
15092,Betéitiva,Tomate Invernadero,2021,3
15092,Betéitiva,Cebolla De Bulbo,2021,14
15092,Betéitiva,Cebolla De Bulbo,2021,3
15097,Boavita,Tomate,2021,10
15097,Boavita,Tomate,2021,15
15097,Boavita,Tomate Invernadero,2021,6
15097,Boavita,Tomate Invernadero,2021,3
15104,Boyacá,Pepino Guiso,2021,2
15104,Boyacá,Cebolla De Bulbo,2021,2
15104,Boyacá,Zanahoria,2021,110
15104,Boyacá,Zanahoria,2021,115
15109,Buenavista,Tomate Invernadero,2021,18
15109,Buenavista,Tomate Invernadero,2021,16
15114,Busbanzá,Otras hortalizas,2021,2
15114,Busbanzá,Otras hortalizas,2021,2
15114,Busbanzá,Ahuyama,2021,1
15131,Caldas,Zanahoria,2021,55
15131,Caldas,Zanahoria,2021,75
15162,Cerinza,Otras hortalizas,2021,8
15162,Cerinza,Otras hortalizas,2021,7
15162,Cerinza,Cebolla De Bulbo,2021,8
15162,Cerinza,Zanahoria,2021,5
15162,Cerinza,Zanahoria,2021,5
15172,Chinavita,Pepino Guiso,2021,7
15172,Chinavita,Pepino Guiso,2021,12
15172,Chinavita,Pimentón,2021,0
15180,Chiscas,Cebolla De Bulbo,2021,30
15180,Chiscas,Cebolla De Bulbo,2021,30
15183,Chita,Cebolla De Bulbo,2021,20
15183,Chita,Cebolla De Bulbo,2021,40
15187,Chivatá,Otras hortalizas,2021,1
15187,Chivatá,Otras hortalizas,2021,1
15187,Chivatá,Cebolla De Bulbo,2021,7
15187,Chivatá,Cebolla De Bulbo,2021,1
15189,Ciénega,Tomate,2021,125
15189,Ciénega,Tomate,2021,122
15204,Cómbita,Otras hortalizas,2021,15
15204,Cómbita,Otras hortalizas,2021,20
15215,Corrales,Otras hortalizas,2021,0
15215,Corrales,Otras hortalizas,2021,0
15215,Corrales,Tomate,2021,19
15215,Corrales,Tomate,2021,17
15215,Corrales,Cebolla De Bulbo,2021,18
15215,Corrales,Cebolla De Bulbo,2021,18
15218,Covarachía,Melón,2021,15
15218,Covarachía,Melón,2021,10
15218,Covarachía,Pimentón,2021,15
15218,Covarachía,Tomate,2021,20
15218,Covarachía,Tomate Invernadero,2021,50
15224,Cucaita,Lechuga,2021,9
15224,Cucaita,Lechuga,2021,7
15224,Cucaita,Cebolla De Bulbo,2021,60
15224,Cucaita,Cebolla De Bulbo,2021,56
15224,Cucaita,Remolacha,2021,4
15224,Cucaita,Remolacha,2021,6
15224,Cucaita,Zanahoria,2021,4
15224,Cucaita,Zanahoria,2021,4
15226,Cuítiva,Tomate Invernadero,2021,5
15226,Cuítiva,Cebolla De Bulbo,2021,4
15226,Cuítiva,Cebolla De Bulbo,2021,5
15226,Cuítiva,Cebolla De Rama,2021,100
15226,Cuítiva,Cebolla De Rama,2021,105
15232,Chíquiza,Cebolla De Bulbo,2021,110
15232,Chíquiza,Cebolla De Bulbo,2021,90
15232,Chíquiza,Zanahoria,2021,60
15232,Chíquiza,Zanahoria,2021,80
15236,Chivor,Otras hortalizas,2021,2
15236,Chivor,Otras hortalizas,2021,2
15238,Duitama,Brócoli,2021,6
15238,Duitama,Brócoli,2021,6
15238,Duitama,Tomate Invernadero,2021,2
15238,Duitama,Tomate Invernadero,2021,2
15238,Duitama,Cilantro,2021,4
15238,Duitama,Cilantro,2021,6
15238,Duitama,Espinaca,2021,10
15238,Duitama,Espinaca,2021,10
15238,Duitama,Lechuga,2021,16
15238,Duitama,Lechuga,2021,16
15238,Duitama,Repollo,2021,10
15238,Duitama,Repollo,2021,10
15238,Duitama,Cebolla De Bulbo,2021,40
15238,Duitama,Cebolla De Bulbo,2021,40
15238,Duitama,Zanahoria,2021,2
15238,Duitama,Zanahoria,2021,2
15244,El Cocuy,Ajo,2021,5
15244,El Cocuy,Ajo,2021,5
15244,El Cocuy,Cebolla De Bulbo,2021,14
15244,El Cocuy,Cebolla De Bulbo,2021,8
15248,El Espino,Ahuyama,2021,4
15248,El Espino,Tomate,2021,11
15248,El Espino,Tomate,2021,8
15248,El Espino,Cebolla De Bulbo,2021,11
15248,El Espino,Cebolla De Bulbo,2021,6
15272,Firavitoba,Pimentón,2021,0
15272,Firavitoba,Tomate,2021,3
15272,Firavitoba,Cebolla De Bulbo,2021,30
15272,Firavitoba,Cebolla De Bulbo,2021,60
15296,Gámeza,Cebolla De Bulbo,2021,32
15296,Gámeza,Cebolla De Bulbo,2021,20
15299,Garagoa,Ahuyama,2021,5
15299,Garagoa,Ahuyama,2021,4
15299,Garagoa,Guatila,2021,3
15299,Garagoa,Pepino Guiso,2021,5
15299,Garagoa,Pepino Guiso,2021,2
15299,Garagoa,Tomate,2021,18
15299,Garagoa,Tomate,2021,4
15317,Guacamayas,Tomate Invernadero,2021,2
15317,Guacamayas,Tomate Invernadero,2021,2
15317,Guacamayas,Cebolla De Bulbo,2021,2
15317,Guacamayas,Cebolla De Bulbo,2021,1
15322,Guateque,Ahuyama,2021,4
15322,Guateque,Calabacín¬ Calabaza,2021,10
15322,Guateque,Calabacín¬ Calabaza,2021,12
15322,Guateque,Pimentón,2021,0
15322,Guateque,Tomate,2021,2
15322,Guateque,Tomate Invernadero,2021,1
15325,Guayatá,Calabacín¬ Calabaza,2021,15
15325,Guayatá,Calabacín¬ Calabaza,2021,14
15325,Guayatá,Pepino Guiso,2021,5
15325,Guayatá,Tomate Invernadero,2021,5
15325,Guayatá,Tomate Invernadero,2021,3
15332,Güicán,Ahuyama,2021,3
15332,Güicán,Ahuyama,2021,3
15332,Güicán,Cebolla De Bulbo,2021,5
15332,Güicán,Cebolla De Bulbo,2021,8
15362,Iza,Cebolla De Bulbo,2021,8
15362,Iza,Cebolla De Bulbo,2021,4
15367,Jenesano,Calabacín¬ Calabaza,2021,27
15367,Jenesano,Calabacín¬ Calabaza,2021,30
15367,Jenesano,Pepino Guiso,2021,7
15367,Jenesano,Pepino Guiso,2021,6
15367,Jenesano,Cilantro,2021,8
15367,Jenesano,Cilantro,2021,5
15367,Jenesano,Zanahoria,2021,7
15367,Jenesano,Zanahoria,2021,6
15368,Jericó,Tomate,2021,6
15368,Jericó,Tomate,2021,3
15368,Jericó,Cebolla De Bulbo,2021,60
15368,Jericó,Cebolla De Bulbo,2021,50
15380,La Capilla,Otras hortalizas,2021,1
15380,La Capilla,Pepino Cohombro,2021,15
15380,La Capilla,Pepino Guiso,2021,16
15380,La Capilla,Pimentón,2021,12
15380,La Capilla,Pimentón,2021,5
15380,La Capilla,Tomate,2021,13
15380,La Capilla,Tomate,2021,10
15380,La Capilla,Tomate Invernadero,2021,16
15380,La Capilla,Tomate Invernadero,2021,9
15401,La Victoria,Tomate,2021,1
15401,La Victoria,Tomate,2021,1
15403,La Uvita,Otras hortalizas,2021,5
15403,La Uvita,Otras hortalizas,2021,4
15403,La Uvita,Pimentón,2021,0
15403,La Uvita,Tomate,2021,6
15403,La Uvita,Tomate,2021,4
15403,La Uvita,Cilantro,2021,1
15403,La Uvita,Cilantro,2021,1
15403,La Uvita,Cebolla De Bulbo,2021,3
15403,La Uvita,Cebolla De Rama,2021,1
15407,Villa de Leiva,Otras hortalizas,2021,60
15407,Villa de Leiva,Otras hortalizas,2021,52
15407,Villa de Leiva,Tomate,2021,410
15407,Villa de Leiva,Tomate,2021,30
15407,Villa de Leiva,Tomate Invernadero,2021,249
15407,Villa de Leiva,Tomate Invernadero,2021,450
15407,Villa de Leiva,Cebolla De Bulbo,2021,99
15407,Villa de Leiva,Cebolla De Bulbo,2021,95
15425,Macanal,Ají,2021,10
15425,Macanal,Pepino Cohombro,2021,4
15425,Macanal,Tomate,2021,8
15455,Miraflores,Tomate Invernadero,2021,25
15455,Miraflores,Tomate Invernadero,2021,25
15466,Monguí,Otras hortalizas,2021,5
15466,Monguí,Otras hortalizas,2021,4
15466,Monguí,Lechuga,2021,1
15466,Monguí,Lechuga,2021,1
15466,Monguí,Ajo,2021,0
15466,Monguí,Cebolla De Bulbo,2021,3
15466,Monguí,Cebolla De Bulbo,2021,3
15466,Monguí,Zanahoria,2021,2
15466,Monguí,Zanahoria,2021,1
15469,Moniquirá,Tomate,2021,4
15469,Moniquirá,Tomate,2021,3
15476,Motavita,Cebolla De Bulbo,2021,20
15476,Motavita,Cebolla De Bulbo,2021,12
15476,Motavita,Zanahoria,2021,5
15476,Motavita,Zanahoria,2021,3
15491,Nobsa,Otras hortalizas,2021,44
15491,Nobsa,Otras hortalizas,2021,45
15491,Nobsa,Brócoli,2021,7
15491,Nobsa,Brócoli,2021,1
15491,Nobsa,Pimentón,2021,2
15491,Nobsa,Tomate,2021,25
15491,Nobsa,Tomate,2021,20
15491,Nobsa,Lechuga,2021,4
15491,Nobsa,Lechuga,2021,6
15491,Nobsa,Repollo,2021,3
15491,Nobsa,Repollo,2021,7
15491,Nobsa,Cebolla De Bulbo,2021,110
15491,Nobsa,Cebolla De Bulbo,2021,100
15491,Nobsa,Remolacha,2021,3
15491,Nobsa,Remolacha,2021,3
15494,Nuevo Colón,Ahuyama,2021,29
15494,Nuevo Colón,Zanahoria,2021,24
15494,Nuevo Colón,Zanahoria,2021,22
15500,Oicatá,Cebolla De Bulbo,2021,14
15500,Oicatá,Cebolla De Bulbo,2021,10
15511,Pachavita,Pepino Guiso,2021,10
15511,Pachavita,Pepino Guiso,2021,9
15511,Pachavita,Pimentón,2021,7
15511,Pachavita,Pimentón,2021,4
15511,Pachavita,Tomate Invernadero,2021,25
15511,Pachavita,Tomate Invernadero,2021,30
15516,Paipa,Lechuga,2021,3
15516,Paipa,Lechuga,2021,2
15516,Paipa,Cebolla De Bulbo,2021,50
15516,Paipa,Cebolla De Bulbo,2021,10
15518,Pajarito,Ahuyama,2021,3
15518,Pajarito,Guatila,2021,3
15522,Panqueba,Ahuyama,2021,16
15522,Panqueba,Ahuyama,2021,16
15522,Panqueba,Pimentón,2021,1
15522,Panqueba,Tomate,2021,11
15522,Panqueba,Tomate,2021,7
15522,Panqueba,Ajo,2021,3
15522,Panqueba,Cebolla De Bulbo,2021,46
15522,Panqueba,Cebolla De Bulbo,2021,44
15537,Paz de Río,Tomate Invernadero,2021,1
15537,Paz de Río,Tomate Invernadero,2021,1
15537,Paz de Río,Cebolla De Bulbo,2021,8
15537,Paz de Río,Cebolla De Bulbo,2021,8
15542,Pesca,Cebolla De Bulbo,2021,99
15572,Puerto Boyacá,Ahuyama,2021,7
15572,Puerto Boyacá,Ahuyama,2021,6
15572,Puerto Boyacá,Melón,2021,2
15572,Puerto Boyacá,Melón,2021,2
15572,Puerto Boyacá,Patilla,2021,9
15572,Puerto Boyacá,Patilla,2021,10
15599,Ramiriquí,Ahuyama,2021,8
15599,Ramiriquí,Calabacín¬ Calabaza,2021,36
15599,Ramiriquí,Pepino Guiso,2021,28
15599,Ramiriquí,Pepino Guiso,2021,22
15599,Ramiriquí,Cilantro,2021,36
15600,Ráquira,Pepino Cohombro,2021,4
15600,Ráquira,Pepino Guiso,2021,4
15600,Ráquira,Pimentón,2021,7
15600,Ráquira,Pimentón,2021,8
15600,Ráquira,Tomate,2021,50
15600,Ráquira,Tomate,2021,30
15600,Ráquira,Cebolla De Bulbo,2021,81
15600,Ráquira,Cebolla De Bulbo,2021,80
15600,Ráquira,Zanahoria,2021,10
15600,Ráquira,Zanahoria,2021,10
15621,Rondón,Tomate Invernadero,2021,4
15621,Rondón,Tomate Invernadero,2021,3
15632,Saboyá,Lechuga,2021,36
15632,Saboyá,Lechuga,2021,48
15638,Sáchica,Tomate Invernadero,2021,86
15638,Sáchica,Tomate Invernadero,2021,55
15638,Sáchica,Cebolla De Bulbo,2021,83
15638,Sáchica,Cebolla De Bulbo,2021,70
15646,Samacá,Otras hortalizas,2021,3
15646,Samacá,Tomate,2021,10
15646,Samacá,Tomate,2021,13
15646,Samacá,Lechuga,2021,10
15646,Samacá,Lechuga,2021,15
15646,Samacá,Cebolla De Bulbo,2021,470
15646,Samacá,Cebolla De Bulbo,2021,310
15646,Samacá,Remolacha,2021,15
15646,Samacá,Remolacha,2021,25
15646,Samacá,Zanahoria,2021,39
15646,Samacá,Zanahoria,2021,80
15660,San Eduardo,Tomate Invernadero,2021,1
15660,San Eduardo,Tomate Invernadero,2021,1
15664,San José de Pare,Tomate Invernadero,2021,2
15664,San José de Pare,Tomate Invernadero,2021,2
15673,San Mateo,Tomate,2021,17
15673,San Mateo,Tomate,2021,15
15673,San Mateo,Cebolla De Bulbo,2021,2
15673,San Mateo,Cebolla De Bulbo,2021,1
15676,San Miguel de Sema,Cebolla De Bulbo,2021,10
15676,San Miguel de Sema,Cebolla De Bulbo,2021,12
15690,Santa María,Otras hortalizas,2021,1
15690,Santa María,Otras hortalizas,2021,3
15690,Santa María,Ahuyama,2021,1
15690,Santa María,Ahuyama,2021,3
15690,Santa María,Guatila,2021,1
15690,Santa María,Guatila,2021,2
15693,Santa Rosa de Viterbo,Brócoli,2021,2
15693,Santa Rosa de Viterbo,Brócoli,2021,3
15693,Santa Rosa de Viterbo,Coliflor,2021,2
15693,Santa Rosa de Viterbo,Coliflor,2021,3
15693,Santa Rosa de Viterbo,Acelga,2021,2
15693,Santa Rosa de Viterbo,Acelga,2021,3
15693,Santa Rosa de Viterbo,Cilantro,2021,9
15693,Santa Rosa de Viterbo,Cilantro,2021,6
15693,Santa Rosa de Viterbo,Espinaca,2021,4
15693,Santa Rosa de Viterbo,Espinaca,2021,5
15693,Santa Rosa de Viterbo,Lechuga,2021,6
15693,Santa Rosa de Viterbo,Lechuga,2021,7
15693,Santa Rosa de Viterbo,Repollo,2021,9
