geo,Municipio,Cultivo,Año,Producción(t)
15832,TUNUNGUA,CAFE,2015,130.000000
15550,PISBA,CAFE,2015,94.000000
15580,QUIPAMA,CAFE,2015,123.000000
15299,GARAGOA,CAFE,2015,110.000000
15511,PACHAVITA,CAFE,2015,86.000000
15621,RONDON,CAFE,2015,105.000000
15401,LA VICTORIA,CAFE,2015,97.000000
15425,MACANAL,CAFE,2015,83.000000
15377,LABRANZAGRANDE,CAFE,2015,54.000000
15480,MUZO,CAFE,2015,70.000000
15022,ALMEIDA,CAFE,2015,61.000000
15172,CHINAVITA,CAFE,2015,49.000000
15322,GUATEQUE,CAFE,2015,50.000000
15761,SOMONDOCO,CAFE,2015,32.000000
15518,PAJARITO,CAFE,2015,27.000000
15533,PAYA,CAFE,2015,16.000000
15667,SAN LUIS DE GACENO,CAFE,2015,5.000000
15690,SANTA MARIA,CAFE,2015,3.000000
15469,MONIQUIRA,CAFE,2016,1.323000
15897,ZETAQUIRA,CAFE,2016,1.022000
15455,MIRAFLORES,CAFE,2016,820.000000
15664,SAN JOSE DE PARE,CAFE,2016,647.000000
15816,TOGUI,CAFE,2016,558.000000
15686,SANTANA,CAFE,2016,464.000000
15109,BUENAVISTA,CAFE,2016,397.000000
15090,BERBEO,CAFE,2016,394.000000
15185,CHITARAQUE,CAFE,2016,396.000000
15531,PAUNA,CAFE,2016,332.000000
15325,GUAYATA,CAFE,2016,187.000000
15514,PAEZ,CAFE,2016,293.000000
15681,SAN PABLO DE BORBUR,CAFE,2016,293.000000
15442,MARIPI,CAFE,2016,254.000000
15106,BRICEÑO,CAFE,2016,206.000000
15212,COPER,CAFE,2016,237.000000
15660,SAN EDUARDO,CAFE,2016,210.000000
15507,OTANCHE,CAFE,2016,173.000000
15135,CAMPOHERMOSO,CAFE,2016,170.000000
15550,PISBA,CAFE,2016,100.000000
15580,QUIPAMA,CAFE,2016,124.000000
15299,GARAGOA,CAFE,2016,114.000000
15832,TUNUNGUA,CAFE,2016,106.000000
15511,PACHAVITA,CAFE,2016,88.000000
15401,LA VICTORIA,CAFE,2016,103.000000
15621,RONDON,CAFE,2016,110.000000
15425,MACANAL,CAFE,2016,83.000000
15377,LABRANZAGRANDE,CAFE,2016,56.000000
15480,MUZO,CAFE,2016,72.000000
15022,ALMEIDA,CAFE,2016,62.000000
15172,CHINAVITA,CAFE,2016,49.000000
15322,GUATEQUE,CAFE,2016,53.000000
15761,SOMONDOCO,CAFE,2016,32.000000
15533,PAYA,CAFE,2016,19.000000
15518,PAJARITO,CAFE,2016,29.000000
15667,SAN LUIS DE GACENO,CAFE,2016,5.000000
15690,SANTA MARIA,CAFE,2016,3.000000
15469,MONIQUIRA,CAFE,2017,1.131000
15897,ZETAQUIRA,CAFE,2017,882.000000
15455,MIRAFLORES,CAFE,2017,524.000000
15664,SAN JOSE DE PARE,CAFE,2017,568.000000
15816,TOGUI,CAFE,2017,451.000000
15686,SANTANA,CAFE,2017,386.000000
15090,BERBEO,CAFE,2017,367.000000
15185,CHITARAQUE,CAFE,2017,328.000000
15531,PAUNA,CAFE,2017,228.000000
15109,BUENAVISTA,CAFE,2017,274.000000
15681,SAN PABLO DE BORBUR,CAFE,2017,193.000000
15514,PAEZ,CAFE,2017,264.000000
15442,MARIPI,CAFE,2017,162.000000
15325,GUAYATA,CAFE,2017,167.000000
15660,SAN EDUARDO,CAFE,2017,200.000000
15212,COPER,CAFE,2017,125.000000
15106,BRICEÑO,CAFE,2017,111.000000
15135,CAMPOHERMOSO,CAFE,2017,116.000000
15507,OTANCHE,CAFE,2017,137.000000
15580,QUIPAMA,CAFE,2017,89.000000
15550,PISBA,CAFE,2017,91.000000
15299,GARAGOA,CAFE,2017,76.000000
15621,RONDON,CAFE,2017,111.000000
15401,LA VICTORIA,CAFE,2017,72.000000
15511,PACHAVITA,CAFE,2017,76.000000
15425,MACANAL,CAFE,2017,74.000000
15832,TUNUNGUA,CAFE,2017,50.000000
15480,MUZO,CAFE,2017,66.000000
15377,LABRANZAGRANDE,CAFE,2017,52.000000
15022,ALMEIDA,CAFE,2017,52.000000
15172,CHINAVITA,CAFE,2017,69.000000
15322,GUATEQUE,CAFE,2017,62.000000
15761,SOMONDOCO,CAFE,2017,29.000000
15533,PAYA,CAFE,2017,25.000000
15518,PAJARITO,CAFE,2017,21.000000
15667,SAN LUIS DE GACENO,CAFE,2017,6.000000
15690,SANTA MARIA,CAFE,2017,4.000000
15469,MONIQUIRA,CAFE,2018,1.169000
15897,ZETAQUIRA,CAFE,2018,931.000000
15455,MIRAFLORES,CAFE,2018,481.000000
15664,SAN JOSE DE PARE,CAFE,2018,595.000000
15816,TOGUI,CAFE,2018,472.000000
15686,SANTANA,CAFE,2018,417.000000
15090,BERBEO,CAFE,2018,382.000000
15185,CHITARAQUE,CAFE,2018,342.000000
15531,PAUNA,CAFE,2018,202.000000
15514,PAEZ,CAFE,2018,284.000000
15681,SAN PABLO DE BORBUR,CAFE,2018,175.000000
15109,BUENAVISTA,CAFE,2018,255.000000
15325,GUAYATA,CAFE,2018,166.000000
15442,MARIPI,CAFE,2018,157.000000
15660,SAN EDUARDO,CAFE,2018,205.000000
15212,COPER,CAFE,2018,143.000000
15135,CAMPOHERMOSO,CAFE,2018,130.000000
15507,OTANCHE,CAFE,2018,142.000000
15106,BRICEÑO,CAFE,2018,90.000000
15580,QUIPAMA,CAFE,2018,83.000000
15550,PISBA,CAFE,2018,93.000000
15299,GARAGOA,CAFE,2018,83.000000
15621,RONDON,CAFE,2018,117.000000
15401,LA VICTORIA,CAFE,2018,79.000000
15511,PACHAVITA,CAFE,2018,80.000000
15425,MACANAL,CAFE,2018,76.000000
15480,MUZO,CAFE,2018,66.000000
15377,LABRANZAGRANDE,CAFE,2018,51.000000
15022,ALMEIDA,CAFE,2018,55.000000
15832,TUNUNGUA,CAFE,2018,35.000000
15172,CHINAVITA,CAFE,2018,73.000000
15322,GUATEQUE,CAFE,2018,64.000000
15761,SOMONDOCO,CAFE,2018,27.000000
15533,PAYA,CAFE,2018,30.000000
15518,PAJARITO,CAFE,2018,20.000000
15667,SAN LUIS DE GACENO,CAFE,2018,7.000000
15690,SANTA MARIA,CAFE,2018,4.000000
15442,MARIPI,CAÑA,2007,2.600000
15212,COPER,CAÑA,2007,2.000000
15469,MONIQUIRA,CAÑA,2007,1.408000
15022,ALMEIDA,CAÑA,2007,1.280000
15480,MUZO,CAÑA,2007,1.000000
15507,OTANCHE,CAÑA,2007,1.000000
15109,BUENAVISTA,CAÑA,2007,495.000000
15533,PAYA,CAÑA,2007,500.000000
15681,SAN PABLO DE BORBUR,CAÑA,2007,480.000000
15106,BRICEÑO,CAÑA,2007,520.000000
15550,PISBA,CAÑA,2007,195.000000
15897,ZETAQUIRA,CAÑA,2007,600.000000
15425,MACANAL,CAÑA,2007,700.000000
15514,PAEZ,CAÑA,2007,515.000000
15761,SOMONDOCO,CAÑA,2007,385.000000
15511,PACHAVITA,CAÑA,2007,460.000000
15531,PAUNA,CAÑA,2007,315.000000
15135,CAMPOHERMOSO,CAÑA,2007,510.000000
15832,TUNUNGUA,CAÑA,2007,351.000000
15621,RONDON,CAÑA,2007,300.000000
15660,SAN EDUARDO,CAÑA,2007,72.000000
15690,SANTA MARIA,CAÑA,2007,210.000000
15580,QUIPAMA,CAÑA,2007,156.000000
15185,CHITARAQUE,CAÑA,2007,246.000000
15401,LA VICTORIA,CAÑA,2007,100.000000
15804,TIBANA,CAÑA,2007,220.000000
15322,GUATEQUE,CAÑA,2007,120.000000
15696,SANTA SOFIA,CAÑA,2007,198.000000
15325,GUAYATA,CAÑA,2007,103.000000
15798,TENZA,CAÑA,2007,220.000000
15778,SUTATENZA,CAÑA,2007,105.000000
15464,MONGUA,CAÑA,2007,124.000000
15236,CHIVOR,CAÑA,2007,136.000000
15518,PAJARITO,CAÑA,2007,126.000000
15299,GARAGOA,CAÑA,2007,99.000000
15172,CHINAVITA,CAÑA,2007,70.000000
15753,SOATA,CAÑA,2007,57.000000
15090,BERBEO,CAÑA,2007,48.000000
15223,CUBARA,CAÑA,2007,10.000000
15757,SOCHA,CAÑA,2007,34.000000
15442,MARIPI,CAÑA,2008,2.580000
15212,COPER,CAÑA,2008,2.030000
15455,MIRAFLORES,CAÑA,2008,1.440000
15507,OTANCHE,CAÑA,2008,1.500000
15109,BUENAVISTA,CAÑA,2008,774.000000
15480,MUZO,CAÑA,2008,594.000000
15533,PAYA,CAÑA,2008,750.000000
15022,ALMEIDA,CAÑA,2008,700.000000
15681,SAN PABLO DE BORBUR,CAÑA,2008,450.000000
15550,PISBA,CAÑA,2008,525.000000
15425,MACANAL,CAÑA,2008,822.000000
15106,BRICEÑO,CAÑA,2008,405.000000
15293,GACHANTIVA,CAÑA,2008,600.000000
15514,PAEZ,CAÑA,2008,519.000000
15511,PACHAVITA,CAÑA,2008,320.000000
15761,SOMONDOCO,CAÑA,2008,385.000000
15690,SANTA MARIA,CAÑA,2008,210.000000
15135,CAMPOHERMOSO,CAÑA,2008,510.000000
15660,SAN EDUARDO,CAÑA,2008,130.000000
15322,GUATEQUE,CAÑA,2008,365.000000
15832,TUNUNGUA,CAÑA,2008,320.000000
15696,SANTA SOFIA,CAÑA,2008,154.000000
15778,SUTATENZA,CAÑA,2008,99.000000
15236,CHIVOR,CAÑA,2008,168.000000
15325,GUAYATA,CAÑA,2008,183.000000
15798,TENZA,CAÑA,2008,220.000000
15580,QUIPAMA,CAÑA,2008,77.000000
15518,PAJARITO,CAÑA,2008,126.000000
15464,MONGUA,CAÑA,2008,112.000000
15299,GARAGOA,CAÑA,2008,120.000000
15172,CHINAVITA,CAÑA,2008,55.000000
15753,SOATA,CAÑA,2008,0.000000
15223,CUBARA,CAÑA,2008,24.000000
15090,BERBEO,CAÑA,2008,40.000000
15248,EL ESPINO,CAÑA,2008,6.000000
15842,UMBITA,CAÑA,2009,1.254000
15442,MARIPI,CAÑA,2009,2.400000
15212,COPER,CAÑA,2009,1.972000
15507,OTANCHE,CAÑA,2009,1.625000
15109,BUENAVISTA,CAÑA,2009,768.000000
15455,MIRAFLORES,CAÑA,2009,864.000000
15377,LABRANZAGRANDE,CAÑA,2009,720.000000
15681,SAN PABLO DE BORBUR,CAÑA,2009,450.000000
15533,PAYA,CAÑA,2009,560.000000
15022,ALMEIDA,CAÑA,2009,800.000000
15897,ZETAQUIRA,CAÑA,2009,870.000000
15425,MACANAL,CAÑA,2009,870.000000
15550,PISBA,CAÑA,2009,320.000000
15514,PAEZ,CAÑA,2009,506.000000
15761,SOMONDOCO,CAÑA,2009,385.000000
15511,PACHAVITA,CAÑA,2009,320.000000
15172,CHINAVITA,CAÑA,2009,288.000000
15106,BRICEÑO,CAÑA,2009,291.000000
15690,SANTA MARIA,CAÑA,2009,210.000000
15135,CAMPOHERMOSO,CAÑA,2009,528.000000
15755,SOCOTA,CAÑA,2009,125.000000
15696,SANTA SOFIA,CAÑA,2009,132.000000
15325,GUAYATA,CAÑA,2009,200.000000
15798,TENZA,CAÑA,2009,220.000000
15667,SAN LUIS DE GACENO,CAÑA,2009,160.000000
15464,MONGUA,CAÑA,2009,120.000000
15580,QUIPAMA,CAÑA,2009,94.000000
15322,GUATEQUE,CAÑA,2009,134.000000
15753,SOATA,CAÑA,2009,75.000000
15236,CHIVOR,CAÑA,2009,64.000000
15778,SUTATENZA,CAÑA,2009,86.000000
15223,CUBARA,CAÑA,2009,39.000000
15720,SATIVANORTE,CAÑA,2009,63.000000
15090,BERBEO,CAÑA,2009,24.000000
15518,PAJARITO,CAÑA,2009,42.000000
15317,GUACAMAYAS,CAÑA,2009,14.000000
15516,PAIPA,CAÑA,2009,0.000000
15212,COPER,CAÑA,2010,1.089000
15442,MARIPI,CAÑA,2010,1.268000
15109,BUENAVISTA,CAÑA,2010,917.000000
15455,MIRAFLORES,CAÑA,2010,1.032000
15681,SAN PABLO DE BORBUR,CAÑA,2010,450.000000
15897,ZETAQUIRA,CAÑA,2010,900.000000
15804,TIBANA,CAÑA,2010,225.000000
15842,UMBITA,CAÑA,2010,400.000000
15425,MACANAL,CAÑA,2010,870.000000
15761,SOMONDOCO,CAÑA,2010,385.000000
15514,PAEZ,CAÑA,2010,741.000000
15135,CAMPOHERMOSO,CAÑA,2010,540.000000
15696,SANTA SOFIA,CAÑA,2010,220.000000
15106,BRICEÑO,CAÑA,2010,216.000000
15172,CHINAVITA,CAÑA,2010,160.000000
15755,SOCOTA,CAÑA,2010,90.000000
15690,SANTA MARIA,CAÑA,2010,132.000000
15325,GUAYATA,CAÑA,2010,202.000000
15464,MONGUA,CAÑA,2010,140.000000
15798,TENZA,CAÑA,2010,231.000000
15180,CHISCAS,CAÑA,2010,50.000000
15667,SAN LUIS DE GACENO,CAÑA,2010,160.000000
15322,GUATEQUE,CAÑA,2010,148.000000
15580,QUIPAMA,CAÑA,2010,90.000000
15090,BERBEO,CAÑA,2010,16.000000
15236,CHIVOR,CAÑA,2010,76.000000
15621,RONDON,CAÑA,2010,29.000000
15753,SOATA,CAÑA,2010,38.000000
15223,CUBARA,CAÑA,2010,51.000000
15778,SUTATENZA,CAÑA,2010,62.000000
15518,PAJARITO,CAÑA,2010,42.000000
15022,ALMEIDA,CAÑA,2010,7.000000
15516,PAIPA,CAÑA,2010,9.000000
15720,SATIVANORTE,CAÑA,2010,15.000000
15212,COPER,CAÑA,2011,1.119000
15442,MARIPI,CAÑA,2011,1.272000
15109,BUENAVISTA,CAÑA,2011,833.000000
15455,MIRAFLORES,CAÑA,2011,1.022000
15533,PAYA,CAÑA,2011,114.000000
15550,PISBA,CAÑA,2011,114.000000
15377,LABRANZAGRANDE,CAÑA,2011,60.000000
15681,SAN PABLO DE BORBUR,CAÑA,2011,448.000000
15897,ZETAQUIRA,CAÑA,2011,894.000000
15425,MACANAL,CAÑA,2011,888.000000
15761,SOMONDOCO,CAÑA,2011,396.000000
15514,PAEZ,CAÑA,2011,748.000000
15511,PACHAVITA,CAÑA,2011,325.000000
15135,CAMPOHERMOSO,CAÑA,2011,552.000000
15842,UMBITA,CAÑA,2011,200.000000
15106,BRICEÑO,CAÑA,2011,285.000000
15696,SANTA SOFIA,CAÑA,2011,220.000000
15172,CHINAVITA,CAÑA,2011,163.000000
15755,SOCOTA,CAÑA,2011,90.000000
15804,TIBANA,CAÑA,2011,48.000000
15690,SANTA MARIA,CAÑA,2011,134.000000
15798,TENZA,CAÑA,2011,237.000000
15464,MONGUA,CAÑA,2011,156.000000
15480,MUZO,CAÑA,2011,147.000000
15667,SAN LUIS DE GACENO,CAÑA,2011,160.000000
15580,QUIPAMA,CAÑA,2011,90.000000
15299,GARAGOA,CAÑA,2011,120.000000
15090,BERBEO,CAÑA,2011,108.000000
15236,CHIVOR,CAÑA,2011,76.000000
15621,RONDON,CAÑA,2011,29.000000
15753,SOATA,CAÑA,2011,38.000000
15223,CUBARA,CAÑA,2011,42.000000
15778,SUTATENZA,CAÑA,2011,78.000000
15022,ALMEIDA,CAÑA,2011,9.000000
15774,SUSACON,CAÑA,2011,11.000000
15516,PAIPA,CAÑA,2011,23.000000
15720,SATIVANORTE,CAÑA,2011,15.000000
15212,COPER,CAÑA,2012,1.125000
15442,MARIPI,CAÑA,2012,1.360000
15533,PAYA,CAÑA,2012,114.000000
15377,LABRANZAGRANDE,CAÑA,2012,400.000000
15550,PISBA,CAÑA,2012,114.000000
15681,SAN PABLO DE BORBUR,CAÑA,2012,90.000000
15425,MACANAL,CAÑA,2012,900.000000
15897,ZETAQUIRA,CAÑA,2012,876.000000
15455,MIRAFLORES,CAÑA,2012,436.000000
15109,BUENAVISTA,CAÑA,2012,455.000000
15172,CHINAVITA,CAÑA,2012,416.000000
15761,SOMONDOCO,CAÑA,2012,385.000000
15022,ALMEIDA,CAÑA,2012,450.000000
15106,BRICEÑO,CAÑA,2012,285.000000
15842,UMBITA,CAÑA,2012,200.000000
15511,PACHAVITA,CAÑA,2012,307.000000
15514,PAEZ,CAÑA,2012,618.000000
15660,SAN EDUARDO,CAÑA,2012,142.000000
15755,SOCOTA,CAÑA,2012,90.000000
15690,SANTA MARIA,CAÑA,2012,134.000000
15325,GUAYATA,CAÑA,2012,200.000000
15696,SANTA SOFIA,CAÑA,2012,195.000000
15464,MONGUA,CAÑA,2012,156.000000
15236,CHIVOR,CAÑA,2012,160.000000
15480,MUZO,CAÑA,2012,400.000000
15667,SAN LUIS DE GACENO,CAÑA,2012,160.000000
15580,QUIPAMA,CAÑA,2012,87.000000
15299,GARAGOA,CAÑA,2012,120.000000
15090,BERBEO,CAÑA,2012,108.000000
15135,CAMPOHERMOSO,CAÑA,2012,35.000000
15621,RONDON,CAÑA,2012,60.000000
15223,CUBARA,CAÑA,2012,51.000000
15753,SOATA,CAÑA,2012,38.000000
15798,TENZA,CAÑA,2012,66.000000
15804,TIBANA,CAÑA,2012,65.000000
15322,GUATEQUE,CAÑA,2012,18.000000
15778,SUTATENZA,CAÑA,2012,78.000000
15516,PAIPA,CAÑA,2012,10.000000
15774,SUSACON,CAÑA,2012,11.000000
15720,SATIVANORTE,CAÑA,2012,18.000000
15317,GUACAMAYAS,CAÑA,2012,50.000000
15248,EL ESPINO,CAÑA,2012,8.000000
15212,COPER,CAÑA,2013,1.122000
15442,MARIPI,CAÑA,2013,1.457000
15550,PISBA,CAÑA,2013,599.000000
15533,PAYA,CAÑA,2013,300.000000
15377,LABRANZAGRANDE,CAÑA,2013,412.000000
15681,SAN PABLO DE BORBUR,CAÑA,2013,680.000000
15425,MACANAL,CAÑA,2013,912.000000
15897,ZETAQUIRA,CAÑA,2013,870.000000
15109,BUENAVISTA,CAÑA,2013,420.000000
15455,MIRAFLORES,CAÑA,2013,448.000000
15761,SOMONDOCO,CAÑA,2013,385.000000
15106,BRICEÑO,CAÑA,2013,288.000000
15507,OTANCHE,CAÑA,2013,255.000000
15172,CHINAVITA,CAÑA,2013,60.000000
15690,SANTA MARIA,CAÑA,2013,214.000000
15514,PAEZ,CAÑA,2013,553.000000
15022,ALMEIDA,CAÑA,2013,344.000000
15755,SOCOTA,CAÑA,2013,210.000000
15842,UMBITA,CAÑA,2013,90.000000
15660,SAN EDUARDO,CAÑA,2013,448.000000
15325,GUAYATA,CAÑA,2013,300.000000
15696,SANTA SOFIA,CAÑA,2013,260.000000
15464,MONGUA,CAÑA,2013,168.000000
15480,MUZO,CAÑA,2013,160.000000
15580,QUIPAMA,CAÑA,2013,107.000000
15667,SAN LUIS DE GACENO,CAÑA,2013,160.000000
15673,SAN MATEO,CAÑA,2013,200.000000
15518,PAJARITO,CAÑA,2013,40.000000
15090,BERBEO,CAÑA,2013,112.000000
15299,GARAGOA,CAÑA,2013,120.000000
15223,CUBARA,CAÑA,2013,42.000000
15135,CAMPOHERMOSO,CAÑA,2013,35.000000
15621,RONDON,CAÑA,2013,60.000000
15753,SOATA,CAÑA,2013,38.000000
15798,TENZA,CAÑA,2013,66.000000
15236,CHIVOR,CAÑA,2013,85.000000
15804,TIBANA,CAÑA,2013,104.000000
15322,GUATEQUE,CAÑA,2013,70.000000
15511,PACHAVITA,CAÑA,2013,60.000000
15317,GUACAMAYAS,CAÑA,2013,50.000000
15778,SUTATENZA,CAÑA,2013,71.000000
15097,BOAVITA,CAÑA,2013,75.000000
15516,PAIPA,CAÑA,2013,10.000000
15774,SUSACON,CAÑA,2013,15.000000
15720,SATIVANORTE,CAÑA,2013,9.000000
15522,PANQUEBA,CAÑA,2013,20.000000
15248,EL ESPINO,CAÑA,2013,8.000000
15212,COPER,CAÑA,2014,618.000000
15442,MARIPI,CAÑA,2014,1.527000
15550,PISBA,CAÑA,2014,450.000000
15533,PAYA,CAÑA,2014,309.000000
15377,LABRANZAGRANDE,CAÑA,2014,407.000000
15109,BUENAVISTA,CAÑA,2014,420.000000
15681,SAN PABLO DE BORBUR,CAÑA,2014,660.000000
15425,MACANAL,CAÑA,2014,870.000000
15804,TIBANA,CAÑA,2014,825.000000
15897,ZETAQUIRA,CAÑA,2014,810.000000
15761,SOMONDOCO,CAÑA,2014,385.000000
15106,BRICEÑO,CAÑA,2014,279.000000
15507,OTANCHE,CAÑA,2014,255.000000
15696,SANTA SOFIA,CAÑA,2014,260.000000
15172,CHINAVITA,CAÑA,2014,60.000000
15755,SOCOTA,CAÑA,2014,108.000000
15514,PAEZ,CAÑA,2014,276.000000
15022,ALMEIDA,CAÑA,2014,342.000000
15660,SAN EDUARDO,CAÑA,2014,476.000000
15842,UMBITA,CAÑA,2014,150.000000
15690,SANTA MARIA,CAÑA,2014,135.000000
15325,GUAYATA,CAÑA,2014,200.000000
15455,MIRAFLORES,CAÑA,2014,300.000000
15580,QUIPAMA,CAÑA,2014,58.000000
15464,MONGUA,CAÑA,2014,80.000000
15480,MUZO,CAÑA,2014,160.000000
15673,SAN MATEO,CAÑA,2014,200.000000
15667,SAN LUIS DE GACENO,CAÑA,2014,33.000000
15090,BERBEO,CAÑA,2014,108.000000
15798,TENZA,CAÑA,2014,165.000000
15299,GARAGOA,CAÑA,2014,104.000000
15135,CAMPOHERMOSO,CAÑA,2014,30.000000
15621,RONDON,CAÑA,2014,60.000000
15223,CUBARA,CAÑA,2014,54.000000
15753,SOATA,CAÑA,2014,38.000000
15236,CHIVOR,CAÑA,2014,85.000000
15322,GUATEQUE,CAÑA,2014,13.000000
15511,PACHAVITA,CAÑA,2014,19.000000
15180,CHISCAS,CAÑA,2014,128.000000
15720,SATIVANORTE,CAÑA,2014,16.000000
15778,SUTATENZA,CAÑA,2014,18.000000
15097,BOAVITA,CAÑA,2014,75.000000
15317,GUACAMAYAS,CAÑA,2014,35.000000
15516,PAIPA,CAÑA,2014,10.000000
15774,SUSACON,CAÑA,2014,15.000000
15248,EL ESPINO,CAÑA,2014,8.000000
15522,PANQUEBA,CAÑA,2014,8.000000
15212,COPER,CAÑA,2015,1.473000
15442,MARIPI,CAÑA,2015,1.400000
15469,MONIQUIRA,CAÑA,2015,919.000000
15533,PAYA,CAÑA,2015,1.274000
15109,BUENAVISTA,CAÑA,2015,151.000000
15681,SAN PABLO DE BORBUR,CAÑA,2015,578.000000
15425,MACANAL,CAÑA,2015,856.000000
15804,TIBANA,CAÑA,2015,591.000000
15897,ZETAQUIRA,CAÑA,2015,543.000000
15761,SOMONDOCO,CAÑA,2015,337.000000
15696,SANTA SOFIA,CAÑA,2015,284.000000
15106,BRICEÑO,CAÑA,2015,263.000000
15507,OTANCHE,CAÑA,2015,158.000000
15377,LABRANZAGRANDE,CAÑA,2015,368.000000
15514,PAEZ,CAÑA,2015,553.000000
15550,PISBA,CAÑA,2015,368.000000
15022,ALMEIDA,CAÑA,2015,266.000000
15172,CHINAVITA,CAÑA,2015,131.000000
15660,SAN EDUARDO,CAÑA,2015,417.000000
15842,UMBITA,CAÑA,2015,184.000000
15325,GUAYATA,CAÑA,2015,175.000000
15455,MIRAFLORES,CAÑA,2015,263.000000
15690,SANTA MARIA,CAÑA,2015,118.000000
15580,QUIPAMA,CAÑA,2015,109.000000
15464,MONGUA,CAÑA,2015,123.000000
15299,GARAGOA,CAÑA,2015,102.000000
15673,SAN MATEO,CAÑA,2015,153.000000
15667,SAN LUIS DE GACENO,CAÑA,2015,126.000000
15090,BERBEO,CAÑA,2015,103.000000
15621,RONDON,CAÑA,2015,79.000000
15798,TENZA,CAÑA,2015,144.000000
15755,SOCOTA,CAÑA,2015,29.000000
15236,CHIVOR,CAÑA,2015,85.000000
15223,CUBARA,CAÑA,2015,57.000000
15322,GUATEQUE,CAÑA,2015,95.000000
15135,CAMPOHERMOSO,CAÑA,2015,53.000000
15511,PACHAVITA,CAÑA,2015,28.000000
15720,SATIVANORTE,CAÑA,2015,31.000000
15180,CHISCAS,CAÑA,2015,33.000000
15778,SUTATENZA,CAÑA,2015,53.000000
15753,SOATA,CAÑA,2015,22.000000
15774,SUSACON,CAÑA,2015,21.000000
15480,MUZO,CAÑA,2015,18.000000
15516,PAIPA,CAÑA,2015,18.000000
15522,PANQUEBA,CAÑA,2015,7.000000
15317,GUACAMAYAS,CAÑA,2015,21.000000
15212,COPER,CAÑA,2016,2.384000
15442,MARIPI,CAÑA,2016,1.665000
15469,MONIQUIRA,CAÑA,2016,1.050000
15425,MACANAL,CAÑA,2016,1.038000
15109,BUENAVISTA,CAÑA,2016,556.000000
15804,TIBANA,CAÑA,2016,784.000000
15696,SANTA SOFIA,CAÑA,2016,750.000000
15293,GACHANTIVA,CAÑA,2016,560.000000
15681,SAN PABLO DE BORBUR,CAÑA,2016,580.000000
15897,ZETAQUIRA,CAÑA,2016,702.000000
15106,BRICEÑO,CAÑA,2016,380.000000
15761,SOMONDOCO,CAÑA,2016,333.000000
15514,PAEZ,CAÑA,2016,520.000000
15511,PACHAVITA,CAÑA,2016,292.000000
15377,LABRANZAGRANDE,CAÑA,2016,650.000000
15660,SAN EDUARDO,CAÑA,2016,442.000000
15022,ALMEIDA,CAÑA,2016,330.000000
15755,SOCOTA,CAÑA,2016,50.000000
15842,UMBITA,CAÑA,2016,392.000000
15325,GUAYATA,CAÑA,2016,295.000000
15621,RONDON,CAÑA,2016,125.000000
15580,QUIPAMA,CAÑA,2016,125.000000
15690,SANTA MARIA,CAÑA,2016,117.000000
15299,GARAGOA,CAÑA,2016,120.000000
15533,PAYA,CAÑA,2016,112.000000
15550,PISBA,CAÑA,2016,210.000000
15798,TENZA,CAÑA,2016,165.000000
15090,BERBEO,CAÑA,2016,92.000000
15135,CAMPOHERMOSO,CAÑA,2016,60.000000
15223,CUBARA,CAÑA,2016,39.000000
15778,SUTATENZA,CAÑA,2016,60.000000
15180,CHISCAS,CAÑA,2016,38.000000
15774,SUSACON,CAÑA,2016,30.000000
15720,SATIVANORTE,CAÑA,2016,50.000000
15516,PAIPA,CAÑA,2016,0.000000
15667,SAN LUIS DE GACENO,CAÑA,2016,0.000000
15317,GUACAMAYAS,CAÑA,2016,28.000000
15753,SOATA,CAÑA,2016,2.000000
15442,MARIPI,CAÑA,2017,1.995000
15212,COPER,CAÑA,2017,3.168000
15469,MONIQUIRA,CAÑA,2017,2.440000
15109,BUENAVISTA,CAÑA,2017,732.000000
15425,MACANAL,CAÑA,2017,1.038000
15681,SAN PABLO DE BORBUR,CAÑA,2017,894.000000
15696,SANTA SOFIA,CAÑA,2017,750.000000
15293,GACHANTIVA,CAÑA,2017,350.000000
15804,TIBANA,CAÑA,2017,706.000000
15897,ZETAQUIRA,CAÑA,2017,732.000000
15106,BRICEÑO,CAÑA,2017,380.000000
15761,SOMONDOCO,CAÑA,2017,333.000000
15172,CHINAVITA,CAÑA,2017,233.000000
15514,PAEZ,CAÑA,2017,520.000000
15660,SAN EDUARDO,CAÑA,2017,400.000000
15377,LABRANZAGRANDE,CAÑA,2017,464.000000
15511,PACHAVITA,CAÑA,2017,292.000000
15842,UMBITA,CAÑA,2017,270.000000
15325,GUAYATA,CAÑA,2017,285.000000
15755,SOCOTA,CAÑA,2017,130.000000
15480,MUZO,CAÑA,2017,150.000000
15022,ALMEIDA,CAÑA,2017,397.000000
15455,MIRAFLORES,CAÑA,2017,221.000000
15299,GARAGOA,CAÑA,2017,152.000000
15580,QUIPAMA,CAÑA,2017,144.000000
15621,RONDON,CAÑA,2017,131.000000
15550,PISBA,CAÑA,2017,114.000000
15533,PAYA,CAÑA,2017,100.000000
15798,TENZA,CAÑA,2017,165.000000
15690,SANTA MARIA,CAÑA,2017,1.000000
15516,PAIPA,CAÑA,2017,63.000000
15090,BERBEO,CAÑA,2017,96.000000
15135,CAMPOHERMOSO,CAÑA,2017,60.000000
15778,SUTATENZA,CAÑA,2017,120.000000
15753,SOATA,CAÑA,2017,8.000000
15180,CHISCAS,CAÑA,2017,30.000000
15774,SUSACON,CAÑA,2017,85.000000
