geo,Area,Periodo,Valor
15022,Almeida,2015,11
15047,Aquitania,2015,148
15051,Arcabuco,2015,52
15087,Belén,2015,100
15090,Berbeo,2015,13
15092,Betéitiva,2015,10
15097,Boavita,2015,37
15104,Boyacá,2015,17
15106,Briceño,2015,14
15109,Buenavista,2015,59
15114,Busbanzá,2015,6
15131,Caldas,2015,16
15135,Campohermoso,2015,17
15162,Cerinza,2015,29
15172,Chinavita,2015,19
15176,Chiquinquirá,2015,842
15232,Chíquiza,2015,40
15180,Chiscas,2015,30
15183,Chita,2015,92
15185,Chitaraque,2015,68
15187,Chivatá,2015,21
15236,Chivor,2015,13
15189,Ciénega,2015,53
15204,Cómbita,2015,69
15212,Coper,2015,15
15215,Corrales,2015,18
15218,Covarachía,2015,16
15223,Cubará,2015,244
15224,Cucaita,2015,36
15226,Cuítiva,2015,12
15238,Duitama,2015,1115
15244,El Cocuy,2015,52
15248,El Espino,2015,19
15272,Firavitoba,2015,38
15276,Floresta,2015,24
15293,Gachantivá,2015,20
15296,Gámeza,2015,36
15299,Garagoa,2015,115
15317,Guacamayas,2015,18
15322,Guateque,2015,126
15325,Guayatá,2015,13
15332,GÜICÁN DE LA SIERRA,2015,41
15362,Iza,2015,19
15367,Jenesano,2015,57
15368,Jericó,2015,29
15380,La Capilla,2015,20
15403,La Uvita,2015,29
15401,La Victoria,2015,4
15377,Labranzagrande,2015,20
15425,Macanal,2015,25
15442,Maripí,2015,37
15455,Miraflores,2015,88
15464,Mongua,2015,42
15466,Monguí,2015,37
15469,Moniquirá,2015,106
15476,Motavita,2015,56
15480,Muzo,2015,78
15491,Nobsa,2015,76
15494,Nuevo Colón,2015,57
15500,Oicatá,2015,11
15507,Otanche,2015,84
15511,Pachavita,2015,14
15514,Páez,2015,29
15516,Paipa,2015,361
15518,Pajarito,2015,15
15522,Panqueba,2015,13
15531,Pauna,2015,63
15533,Paya,2015,17
15537,Paz De Río,2015,21
15542,Pesca,2015,76
15550,Pisba,2015,15
15572,Puerto Boyacá,2015,650
15580,Quípama,2015,23
15599,Ramiriquí,2015,131
15600,Ráquira,2015,71
15621,Rondón,2015,15
15632,Saboyá,2015,95
15638,Sáchica,2015,56
15646,Samacá,2015,253
15660,San Eduardo,2015,12
15664,San José De Pare,2015,38
15667,San Luis De Gaceno,2015,57
15673,San Mateo,2015,32
15676,San Miguel De Sema,2015,23
15681,San Pablo De Borbur,2015,54
15690,Santa María,2015,23
15693,Santa Rosa De Viterbo,2015,77
15696,Santa Sofía,2015,33
15686,Santana,2015,109
15720,Sativanorte,2015,15
15723,Sativasur,2015,4
15740,Siachoque,2015,89
15753,Soatá,2015,121
15757,Socha,2015,87
15755,Socotá,2015,61
15759,Sogamoso,2015,1480
15761,Somondoco,2015,14
15762,Sora,2015,16
15764,Soracá,2015,54
15763,Sotaquirá,2015,38
15774,Susacón,2015,15
15776,Sutamarchán,2015,61
15778,Sutatenza,2015,18
15790,Tasco,2015,24
15798,Tenza,2015,21
15804,Tibaná,2015,72
15806,Tibasosa,2015,60
15808,Tinjacá,2015,25
15810,Tipacoque,2015,32
15814,Toca,2015,132
15816,Togüí,2015,32
15820,Tópaga,2015,21
15822,Tota,2015,40
15001,Tunja,2015,1989
15832,Tununguá,2015,19
15835,Turmequé,2015,52
15837,Tuta,2015,66
15839,TUTAZÁ,2015,7
15842,Úmbita,2015,51
15861,Ventaquemada,2015,131
15407,Villa De Leyva,2015,171
15879,Viracachá,2015,13
15897,Zetaquira,2015,32
15022,Almeida,2016,16
15047,Aquitania,2016,157
15051,Arcabuco,2016,44
15087,Belén,2016,80
15090,Berbeo,2016,10
15092,Betéitiva,2016,7
15097,Boavita,2016,42
15104,Boyacá,2016,26
15106,Briceño,2016,8
15109,Buenavista,2016,47
15114,Busbanzá,2016,7
15131,Caldas,2016,26
15135,Campohermoso,2016,28
15162,Cerinza,2016,31
15172,Chinavita,2016,32
15176,Chiquinquirá,2016,893
15232,Chíquiza,2016,37
15180,Chiscas,2016,20
15183,Chita,2016,73
15185,Chitaraque,2016,69
15187,Chivatá,2016,17
15236,Chivor,2016,14
15189,Ciénega,2016,45
15204,Cómbita,2016,54
15212,Coper,2016,35
15215,Corrales,2016,12
15218,Covarachía,2016,20
15223,Cubará,2016,292
15224,Cucaita,2016,47
15226,Cuítiva,2016,9
15238,Duitama,2016,1127
15244,El Cocuy,2016,44
15248,El Espino,2016,22
15272,Firavitoba,2016,30
15276,Floresta,2016,22
15293,Gachantivá,2016,30
15296,Gámeza,2016,25
15299,Garagoa,2016,79
15317,Guacamayas,2016,14
15322,Guateque,2016,123
15325,Guayatá,2016,14
15332,GÜICÁN DE LA SIERRA,2016,87
15362,Iza,2016,6
15367,Jenesano,2016,64
15368,Jericó,2016,34
15380,La Capilla,2016,18
15403,La Uvita,2016,25
15401,La Victoria,2016,10
15377,Labranzagrande,2016,26
15425,Macanal,2016,25
15442,Maripí,2016,36
15455,Miraflores,2016,63
15464,Mongua,2016,22
15466,Monguí,2016,34
15469,Moniquirá,2016,83
15476,Motavita,2016,65
15480,Muzo,2016,73
15491,Nobsa,2016,70
15494,Nuevo Colón,2016,44
15500,Oicatá,2016,12
15507,Otanche,2016,90
15511,Pachavita,2016,12
15514,Páez,2016,30
15516,Paipa,2016,387
15518,Pajarito,2016,13
15522,Panqueba,2016,10
15531,Pauna,2016,57
