geo,Municipio,Año,Trimestre,Índice
15212,COPER,2021,4,0.215517
15401,LA VICTORIA,2021,1,0.515907
15832,TUNUNGUA,2022,3,0.369231
15218,COVARACHIA,2020,3,1.091934
15425,MACANAL,2022,1,4.565425
15879,VIRACACHA,2021,1,0.515818
15550,PISBA,2020,3,0.500835
15185,CHITARAQUE,2022,3,0.360360
15690,SANTA MARIA,2020,2,2.208115
15480,MUZO,2022,4,4.171339
15425,MACANAL,2020,3,0.683594
15469,MONIQUIRA,2021,1,7.818336
15204,COMBITA,2021,2,0.925450
15660,SAN EDUARDO,2022,4,2.078522
15507,OTANCHE,2022,1,4.920371
15464,MONGUA,2021,3,1.061836
15632,SABOYA,2022,3,0.188692
15790,TASCO,2022,3,1.178975
15272,FIRAVITOBA,2021,1,3.318489
15272,FIRAVITOBA,2020,2,2.529437
15204,COMBITA,2022,2,2.775759
15832,TUNUNGUA,2020,4,0.444727
15135,CAMPOHERMOSO,2020,3,2.836432
15720,SATIVANORTE,2022,1,0.614035
15022,ALMEIDA,2020,2,0.711382
15248,EL ESPINO,2020,4,0.544174
15537,PAZ DE RIO,2021,1,7.986270
15814,TOCA,2021,4,8.693269
15296,GAMEZA,2022,4,2.371073
15464,MONGUA,2022,2,1.014913
15442,MARIPI,2022,3,0.285810
15664,SAN JOSE DE PARE,2022,4,3.050067
15106,BRICE�O,2022,2,0.395778
15599,RAMIRIQUI,2022,2,6.832120
15466,MONGUI,2022,3,7.073004
15646,SAMACA,2020,4,4.601033
15757,SOCHA,2020,3,2.067784
15774,SUSACON,2020,2,0.720721
15580,QUIPAMA,2020,2,0.595120
15466,MONGUI,2021,1,2.068015
15189,CIENEGA,2020,3,3.696702
15223,CUBARA,2022,1,2.258560
15224,CUCAITA,2022,1,0.407436
15762,SORA,2021,1,1.748808
15842,UMBITA,2020,3,1.073183
15761,SOMONDOCO,2020,3,0.303235
15774,SUSACON,2022,2,0.214439
15764,SORACA,2021,3,1.091843
15367,JENESANO,2022,3,2.394422
15667,SAN LUIS DE GACENO,2021,2,0.404716
15810,TIPACOQUE,2021,4,0.351700
15660,SAN EDUARDO,2021,4,5.902778
15368,JERICO,2021,1,1.165675
15325,GUAYATA,2020,2,0.698690
15362,IZA,2022,2,16.185819
15572,PUERTO BOYACA,2020,2,11.577188
15600,RAQUIRA,2021,3,1.539767
15511,PACHAVITA,2021,1,0.475436
15835,TURMEQUE,2021,2,2.308665
15236,CHIVOR,2022,4,0.499232
15820,TOPAGA,2022,3,1.975244
15299,GARAGOA,2021,3,6.199117
15759,SOGAMOSO,2022,2,23.495114
15109,BUENAVISTA,2022,4,1.898734
15215,CORRALES,2021,3,5.857418
15879,VIRACACHA,2020,2,0.655625
15599,RAMIRIQUI,2020,3,5.951564
15442,MARIPI,2021,2,0.322362
15317,GUACAMAYAS,2022,2,0.207792
15537,PAZ DE RIO,2020,4,7.286893
15720,SATIVANORTE,2021,1,0.845196
15814,TOCA,2020,2,1.184546
15842,UMBITA,2022,2,2.195989
15572,PUERTO BOYACA,2020,3,10.958197
15763,SOTAQUIRA,2020,3,1.495904
15681,SAN PABLO DE BORBUR,2021,1,0.610820
15238,DUITAMA,2020,3,20.814487
15442,MARIPI,2022,1,0.268998
15296,GAMEZA,2021,3,1.233095
15226,CUITIVA,2022,3,3.514377
15550,PISBA,2022,2,0.487277
15533,PAYA,2020,3,0.524738
15224,CUCAITA,2022,4,3.335880
15600,RAQUIRA,2021,4,2.315713
15676,SAN MIGUEL DE SEMA,2022,4,3.194888
15638,SACHICA,2022,3,3.681404
15491,NOBSA,2020,2,7.001871
15790,TASCO,2020,4,0.748877
15676,SAN MIGUEL DE SEMA,2020,2,1.266645
15822,TOTA,2022,4,0.993560
15183,CHITA,2022,2,0.487211
15001,TUNJA,2022,3,28.256583
15572,PUERTO BOYACA,2022,2,10.905868
15673,SAN MATEO,2020,3,1.081239
15322,GUATEQUE,2021,2,3.700385
15764,SORACA,2022,3,2.841721
15296,GAMEZA,2021,2,1.093874
15367,JENESANO,2022,4,2.262860
15442,MARIPI,2022,4,0.268998
15542,PESCA,2021,4,2.680619
15572,PUERTO BOYACA,2022,4,11.318816
15816,TOGsI,2021,3,2.591600
15425,MACANAL,2022,3,5.004776
15276,FLORESTA,2020,4,1.707098
15135,CAMPOHERMOSO,2021,2,0.721229
15401,LA VICTORIA,2020,2,0.954861
15187,CHIVATA,2020,4,1.533101
15753,SOATA,2021,1,8.524946
15667,SAN LUIS DE GACENO,2020,4,0.478978
15183,CHITA,2021,1,0.885065
15299,GARAGOA,2022,2,5.220503
15761,SOMONDOCO,2021,1,0.334113
15494,NUEVO COLON,2021,4,1.620501
15183,CHITA,2022,1,0.389769
15232,CHIQUIZA,2021,2,0.288481
15778,SUTATENZA,2021,4,0.661044
15693,SANTA ROSA DE VITERBO,2020,3,1.330770
15425,MACANAL,2021,1,0.597994
15511,PACHAVITA,2022,1,0.350604
15814,TOCA,2020,4,1.317392
15798,TENZA,2022,2,0.249190
15580,QUIPAMA,2021,1,0.372257
15740,SIACHOQUE,2022,2,1.459751
15790,TASCO,2022,4,1.195350
15774,SUSACON,2022,1,0.214439
15176,CHIQUINQUIRA,2021,4,9.318035
15236,CHIVOR,2020,2,0.823852
15761,SOMONDOCO,2020,4,0.404313
15804,TIBANA,2021,1,2.214651
15332,GsICAN,2022,3,0.247692
15476,MOTAVITA,2022,4,4.996601
15723,SATIVASUR,2021,2,2.770331
15442,MARIPI,2020,3,0.341355
15104,BOYACA,2021,4,1.494231
15272,FIRAVITOBA,2020,4,2.965547
15317,GUACAMAYAS,2021,3,0.314630
15667,SAN LUIS DE GACENO,2020,3,0.532198
15362,IZA,2021,2,10.679134
15476,MOTAVITA,2022,1,1.206662
15822,TOTA,2022,3,0.938362
15491,NOBSA,2022,2,8.258718
15720,SATIVANORTE,2020,3,0.845572
15820,TOPAGA,2022,2,1.606531
15816,TOGsI,2020,3,1.908826
15798,TENZA,2020,2,2.137405
15403,LA UVITA,2022,3,0.349650
15599,RAMIRIQUI,2021,3,8.225024
15837,TUTA,2022,1,4.827271
15537,PAZ DE RIO,2020,2,2.933089
15514,PAEZ,2021,4,0.682695
15599,RAMIRIQUI,2021,1,7.875849
15464,MONGUA,2022,4,1.429163
15720,SATIVANORTE,2020,4,0.845572
15232,CHIQUIZA,2020,2,0.249948
15236,CHIVOR,2021,2,0.583204
15839,TUTAZA,2021,1,1.519468
15001,TUNJA,2021,2,26.344722
15814,TOCA,2020,3,1.151334
15187,CHIVATA,2022,3,2.727583
15238,DUITAMA,2020,2,19.591262
15367,JENESANO,2022,2,2.315485
15755,SOCOTA,2022,3,1.151403
15189,CIENEGA,2020,2,3.213611
15600,RAQUIRA,2021,1,2.145975
15763,SOTAQUIRA,2022,3,3.836763
15183,CHITA,2020,4,0.356090
15403,LA UVITA,2021,4,0.481078
15740,SIACHOQUE,2021,3,0.528949
15185,CHITARAQUE,2021,4,0.414044
15621,RONDON,2022,3,0.441413
15820,TOPAGA,2021,3,2.560683
15187,CHIVATA,2020,2,0.905923
15224,CUCAITA,2021,3,0.670795
15367,JENESANO,2021,4,3.249867
15798,TENZA,2021,4,2.102330
15790,TASCO,2021,1,0.943552
15753,SOATA,2020,3,8.537249
15832,TUNUNGUA,2020,2,0.635324
15511,PACHAVITA,2021,4,0.316957
15774,SUSACON,2021,3,0.361011
15491,NOBSA,2022,3,8.176249
15897,ZETAQUIRA,2020,2,1.392111
15109,BUENAVISTA,2020,2,0.599201
15212,COPER,2020,4,0.324324
15696,SANTA SOFIA,2020,4,0.796081
15774,SUSACON,2020,3,0.504505
15804,TIBANA,2020,3,1.503921
15842,UMBITA,2021,4,1.927030
15511,PACHAVITA,2020,2,0.716561
15362,IZA,2022,1,11.540342
15518,PAJARITO,2022,3,3.249097
15776,SUTAMARCHAN,2022,3,9.097942
15580,QUIPAMA,2021,2,0.411442
15469,MONIQUIRA,2022,2,11.161445
15236,CHIVOR,2022,2,0.537634
15104,BOYACA,2022,1,1.460127
15599,RAMIRIQUI,2022,4,8.384438
15798,TENZA,2020,3,2.111959
15332,GsICAN,2020,2,0.550711
15621,RONDON,2020,2,1.178383
15403,LA UVITA,2020,4,0.388224
15047,AQUITANIA,2021,3,5.981191
15542,PESCA,2021,2,2.766628
15837,TUTA,2020,4,5.256996
15232,CHIQUIZA,2022,3,0.569917
15897,ZETAQUIRA,2022,1,2.586921
15550,PISBA,2021,2,0.602410
15835,TURMEQUE,2022,1,2.206228
15533,PAYA,2021,2,0.628234
15332,GsICAN,2021,3,0.477056
15325,GUAYATA,2022,4,3.505747
15763,SOTAQUIRA,2022,2,3.953029
15332,GsICAN,2020,3,0.481872
15822,TOTA,2020,2,0.450197
15804,TIBANA,2021,3,2.480835
15332,GsICAN,2022,2,0.247692
15114,BUSBANZA,2021,2,6.786942
15646,SAMACA,2021,4,7.233113
15810,TIPACOQUE,2020,3,0.323815
15176,CHIQUINQUIRA,2020,3,9.630700
15322,GUATEQUE,2021,3,3.960219
15377,LABRANZAGRANDE,2022,3,0.273299
15362,IZA,2021,1,4.527559
15723,SATIVASUR,2022,3,1.845343
15401,LA VICTORIA,2020,3,0.694444
15808,TINJACA,2021,4,4.204380
15244,EL COCUY,2022,4,2.526412
15790,TASCO,2020,3,0.732235
15368,JERICO,2020,2,0.449888
15816,TOGsI,2021,2,2.703307
15425,MACANAL,2021,2,0.520833
15599,RAMIRIQUI,2022,1,6.726715
15531,PAUNA,2020,3,0.667393
15022,ALMEIDA,2021,4,0.401606
15550,PISBA,2020,4,0.556483
15092,BETEITIVA,2021,3,1.102757
15317,GUACAMAYAS,2020,2,0.577125
15236,CHIVOR,2021,3,0.544323
15681,SAN PABLO DE BORBUR,2021,3,0.494474
15808,TINJACA,2020,4,3.458469
15189,CIENEGA,2021,4,4.665272
15832,TUNUNGUA,2022,1,0.307692
15897,ZETAQUIRA,2021,3,3.442520
15317,GUACAMAYAS,2020,4,0.314795
15215,CORRALES,2020,3,1.516919
15223,CUBARA,2021,2,1.864035
15244,EL COCUY,2021,3,2.047464
15600,RAQUIRA,2020,3,1.938175
15720,SATIVANORTE,2022,4,0.570175
15087,BELEN,2022,4,8.812651
15673,SAN MATEO,2020,2,1.344243
15798,TENZA,2021,2,2.355623
15774,SUSACON,2021,1,0.505415
15377,LABRANZAGRANDE,2022,2,0.273299
15469,MONIQUIRA,2021,4,7.410866
15464,MONGUA,2022,3,1.097763
15790,TASCO,2021,3,0.960106
15690,SANTA MARIA,2020,4,2.760144
15621,RONDON,2022,2,0.200642
15001,TUNJA,2020,2,24.019419
15776,SUTAMARCHAN,2021,3,2.320113
15276,FLORESTA,2022,2,3.783624
15407,VILLA DE LEYVA,2022,4,22.277514
15455,MIRAFLORES,2021,2,8.097210
15500,OICATA,2021,2,1.213756
15215,CORRALES,2020,4,1.516919
15189,CIENEGA,2021,3,4.874477
15755,SOCOTA,2020,3,0.363538
15518,PAJARITO,2020,4,3.019176
15897,ZETAQUIRA,2020,3,1.645223
15135,CAMPOHERMOSO,2022,1,0.371402
15480,MUZO,2021,2,0.362360
15638,SACHICA,2022,2,0.911750
15522,PANQUEBA,2020,3,0.741586
15599,RAMIRIQUI,2021,4,8.525703
15106,BRICE�O,2022,1,0.483729
15212,COPER,2022,2,0.187066
15223,CUBARA,2022,3,1.617129
15092,BETEITIVA,2022,2,1.232134
15090,BERBEO,2022,4,2.056866
15183,CHITA,2022,3,0.475030
15226,CUITIVA,2022,4,3.514377
15097,BOAVITA,2022,2,3.072573
15500,OICATA,2021,4,10.114633
15380,LA CAPILLA,2022,3,0.357654
15761,SOMONDOCO,2021,4,0.233879
15232,CHIQUIZA,2021,4,0.206058
15189,CIENEGA,2020,4,4.326822
15299,GARAGOA,2021,2,3.655616
15820,TOPAGA,2020,2,1.349164
15537,PAZ DE RIO,2022,3,3.004971
15693,SANTA ROSA DE VITERBO,2020,4,1.486027
15218,COVARACHIA,2021,3,1.576734
15212,COPER,2021,3,0.350216
15806,TIBASOSA,2021,1,8.484271
15522,PANQUEBA,2021,4,0.340716
15778,SUTATENZA,2021,2,0.706633
15087,BELEN,2021,3,18.224178
15776,SUTAMARCHAN,2022,4,8.618289
15135,CAMPOHERMOSO,2022,2,0.402352
15464,MONGUA,2022,1,0.994200
15580,QUIPAMA,2022,3,0.311223
15580,QUIPAMA,2022,1,0.447384
15542,PESCA,2022,2,2.474755
15632,SABOYA,2022,4,0.167727
15550,PISBA,2021,4,0.547645
15810,TIPACOQUE,2022,3,0.290529
15272,FIRAVITOBA,2022,4,6.953313
15238,DUITAMA,2021,3,23.752114
15660,SAN EDUARDO,2022,3,5.080831
15180,CHISCAS,2021,3,3.248831
15442,MARIPI,2020,2,0.443762
15514,PAEZ,2021,3,0.534283
15480,MUZO,2021,1,0.385007
15580,QUIPAMA,2021,4,0.313480
15325,GUAYATA,2021,3,2.598540
15599,RAMIRIQUI,2020,4,6.284930
15664,SAN JOSE DE PARE,2022,2,0.556302
15693,SANTA ROSA DE VITERBO,2022,3,2.493495
15047,AQUITANIA,2020,3,2.649551
15232,CHIQUIZA,2020,3,0.187461
15572,PUERTO BOYACA,2021,1,10.585265
15814,TOCA,2022,2,6.154513
15092,BETEITIVA,2022,4,1.330705
15646,SAMACA,2021,2,5.220737
15774,SUSACON,2022,4,0.285919
15236,CHIVOR,2020,3,0.706159
15176,CHIQUINQUIRA,2022,4,8.103431
15822,TOTA,2020,4,0.675295
15022,ALMEIDA,2021,1,0.401606
15480,MUZO,2022,2,1.379233
15518,PAJARITO,2022,4,2.968311
15690,SANTA MARIA,2021,2,6.183017
15753,SOATA,2022,2,3.119957
15494,NUEVO COLON,2021,2,1.978519
15212,COPER,2022,1,0.187066
15455,MIRAFLORES,2022,3,12.192237
15755,SOCOTA,2021,2,2.493298
15325,GUAYATA,2020,3,0.611354
15759,SOGAMOSO,2020,4,21.373426
15820,TOPAGA,2020,3,1.403130
15212,COPER,2021,2,0.350216
15114,BUSBANZA,2022,1,3.125000
15759,SOGAMOSO,2021,4,22.809447
15401,LA VICTORIA,2020,4,0.694444
15667,SAN LUIS DE GACENO,2020,2,0.603158
15276,FLORESTA,2021,2,4.015467
15696,SANTA SOFIA,2021,4,1.239045
15226,CUITIVA,2021,3,3.310198
15022,ALMEIDA,2022,1,0.300451
15162,CERINZA,2022,1,3.922078
15204,COMBITA,2020,3,0.946560
15632,SABOYA,2021,3,0.374003
15464,MONGUA,2020,3,1.034192
15804,TIBANA,2022,4,2.278721
15808,TINJACA,2022,4,8.993946
15550,PISBA,2022,4,0.487277
15550,PISBA,2022,1,0.595560
15162,CERINZA,2021,2,7.467363
15778,SUTATENZA,2022,4,0.249264
15293,GACHANTIVA,2021,4,4.795240
15755,SOCOTA,2022,2,1.124934
15681,SAN PABLO DE BORBUR,2020,4,0.676670
15804,TIBANA,2021,2,2.438245
15466,MONGUI,2020,4,8.043328
15681,SAN PABLO DE BORBUR,2020,2,0.853192
15097,BOAVITA,2020,2,1.689060
15690,SANTA MARIA,2021,3,5.908217
15022,ALMEIDA,2022,3,0.350526
15638,SACHICA,2020,3,2.062764
15047,AQUITANIA,2022,3,4.330587
15001,TUNJA,2022,1,27.948274
15218,COVARACHIA,2020,2,1.091934
15533,PAYA,2022,3,0.328827
15511,PACHAVITA,2022,2,0.350604
15401,LA VICTORIA,2021,2,0.601892
15676,SAN MIGUEL DE SEMA,2022,1,3.514377
15667,SAN LUIS DE GACENO,2022,1,0.714037
15106,BRICE�O,2021,4,0.670541
15572,PUERTO BOYACA,2021,2,14.238586
15646,SAMACA,2021,1,4.856742
15362,IZA,2022,3,11.980440
15491,NOBSA,2020,4,7.569264
15537,PAZ DE RIO,2021,2,10.022883
15189,CIENEGA,2022,2,4.167526
15187,CHIVATA,2021,4,3.055269
15516,PAIPA,2022,3,21.229019
15296,GAMEZA,2021,4,1.332538
15542,PESCA,2022,1,2.702318
15776,SUTAMARCHAN,2021,2,2.962847
15507,OTANCHE,2020,3,3.899249
15131,CALDAS,2022,4,0.276158
15226,CUITIVA,2022,2,3.248136
15667,SAN LUIS DE GACENO,2022,2,1.010101
15835,TURMEQUE,2022,4,2.315757
15180,CHISCAS,2022,2,1.774429
15600,RAQUIRA,2022,3,5.526915
15377,LABRANZAGRANDE,2022,4,0.218639
15542,PESCA,2021,1,2.694954
15839,TUTAZA,2020,2,0.571157
15051,ARCABUCO,2021,4,5.863192
15531,PAUNA,2021,4,3.445469
15212,COPER,2020,3,0.351351
15090,BERBEO,2020,2,1.107692
15172,CHINAVITA,2022,4,0.537634
15322,GUATEQUE,2022,4,1.295015
15599,RAMIRIQUI,2022,3,6.880031
15183,CHITA,2021,3,1.782422
15272,FIRAVITOBA,2022,2,6.215411
15131,CALDAS,2020,2,0.625391
15686,SANTANA,2022,3,2.496237
15183,CHITA,2020,2,0.417485
15097,BOAVITA,2022,3,3.449576
15763,SOTAQUIRA,2021,1,4.700353
15507,OTANCHE,2022,3,5.062990
15798,TENZA,2021,1,2.380952
15542,PESCA,2022,4,2.545868
15755,SOCOTA,2022,1,1.164637
15401,LA VICTORIA,2021,3,0.601892
15816,TOGsI,2022,1,2.256637
15516,PAIPA,2020,4,16.644172
15001,TUNJA,2020,3,25.515471
15187,CHIVATA,2022,1,2.829867
15109,BUENAVISTA,2020,4,1.553484
15380,LA CAPILLA,2022,1,0.321888
15276,FLORESTA,2021,4,3.569304
15377,LABRANZAGRANDE,2021,4,0.359613
15299,GARAGOA,2020,3,2.111500
15755,SOCOTA,2022,4,1.296983
15664,SAN JOSE DE PARE,2022,3,2.858239
15494,NUEVO COLON,2022,4,1.584638
15362,IZA,2020,3,3.773585
15897,ZETAQUIRA,2022,4,1.572848
15632,SABOYA,2021,2,0.395173
15218,COVARACHIA,2022,2,2.253814
15131,CALDAS,2020,4,0.687930
15480,MUZO,2021,4,0.260446
15204,COMBITA,2022,1,2.499637
15861,VENTAQUEMADA,2021,4,0.800097
15212,COPER,2022,4,0.187066
15690,SANTA MARIA,2022,1,5.197279
15293,GACHANTIVA,2022,4,1.962134
15377,LABRANZAGRANDE,2020,3,0.640312
15632,SABOYA,2021,4,0.303437
15224,CUCAITA,2022,3,2.775656
15681,SAN PABLO DE BORBUR,2022,1,0.633641
15837,TUTA,2020,3,3.336846
15180,CHISCAS,2021,1,0.738371
15087,BELEN,2021,1,17.887652
15494,NUEVO COLON,2020,3,1.893939
15232,CHIQUIZA,2022,1,0.529208
15822,TOTA,2021,2,0.777922
15861,VENTAQUEMADA,2021,2,0.594011
15500,OICATA,2021,1,3.405260
15223,CUBARA,2020,4,0.520108
15790,TASCO,2021,2,0.910445
15466,MONGUI,2021,3,2.481618
15104,BOYACA,2020,4,1.357293
15832,TUNUNGUA,2021,1,0.440529
15514,PAEZ,2020,2,1.729278
15837,TUTA,2021,3,5.473903
15806,TIBASOSA,2020,2,4.956832
15531,PAUNA,2022,3,1.902975
15293,GACHANTIVA,2020,4,0.701016
15723,SATIVASUR,2021,4,2.234138
15686,SANTANA,2021,4,2.649594
15740,SIACHOQUE,2020,3,0.752750
15693,SANTA ROSA DE VITERBO,2022,1,1.561145
15764,SORACA,2021,2,1.011561
15317,GUACAMAYAS,2021,1,0.314630
15531,PAUNA,2021,1,1.532827
15204,COMBITA,2022,3,2.761227
15572,PUERTO BOYACA,2020,4,13.601288
15810,TIPACOQUE,2022,1,0.232423
15542,PESCA,2022,3,2.588536
15518,PAJARITO,2022,1,3.409547
15380,LA CAPILLA,2020,3,0.546448
15522,PANQUEBA,2022,2,0.340522
15368,JERICO,2022,2,1.057030
15511,PACHAVITA,2021,3,0.396197
15183,CHITA,2020,3,0.356090
15293,GACHANTIVA,2021,3,4.585229
15090,BERBEO,2021,1,2.127660
15690,SANTA MARIA,2022,2,5.387755
15001,TUNJA,2020,4,25.806758
15087,BELEN,2020,3,5.701640
15673,SAN MATEO,2021,1,1.040763
15723,SATIVASUR,2020,3,0.797872
15814,TOCA,2022,1,5.916134
15720,SATIVANORTE,2021,2,0.845196
15097,BOAVITA,2021,1,1.178035
15755,SOCOTA,2021,3,1.568365
15296,GAMEZA,2022,1,1.304090
15753,SOATA,2022,3,3.173749
15215,CORRALES,2022,4,7.677689
15218,COVARACHIA,2020,4,1.091934
15806,TIBASOSA,2021,2,9.356897
15757,SOCHA,2022,2,8.273295
15325,GUAYATA,2020,4,0.582242
15542,PESCA,2021,3,2.795298
15368,JERICO,2021,3,1.438492
15720,SATIVANORTE,2021,3,0.800712
15322,GUATEQUE,2022,1,1.516764
15808,TINJACA,2022,2,0.317094
15761,SOMONDOCO,2022,2,0.199269
15425,MACANAL,2022,4,4.966571
15204,COMBITA,2021,1,1.865589
15632,SABOYA,2020,2,0.449775
15778,SUTATENZA,2021,1,0.706633
15778,SUTATENZA,2022,1,0.271924
15104,BOYACA,2020,2,1.414643
15839,TUTAZA,2022,3,1.736274
15837,TUTA,2021,1,3.737993
15469,MONIQUIRA,2022,4,0.440418
15822,TOTA,2021,4,0.926097
15696,SANTA SOFIA,2022,4,1.950780
15839,TUTAZA,2022,2,1.595495
15761,SOMONDOCO,2021,3,0.267290
15835,TURMEQUE,2022,2,2.112345
15879,VIRACACHA,2021,4,1.134801
15051,ARCABUCO,2022,1,5.551060
15753,SOATA,2020,2,8.123980
15087,BELEN,2021,2,18.444214
15204,COMBITA,2020,4,1.796229
15425,MACANAL,2020,2,0.683594
15832,TUNUNGUA,2020,3,0.444727
15757,SOCHA,2021,1,2.489072
15632,SABOYA,2021,1,0.366947
15600,RAQUIRA,2020,2,0.883219
15776,SUTAMARCHAN,2021,4,3.527199
15325,GUAYATA,2022,3,3.333333
15762,SORA,2021,3,0.381558
15172,CHINAVITA,2020,4,1.007326
15660,SAN EDUARDO,2022,2,4.965358
15804,TIBANA,2020,4,2.084005
15842,UMBITA,2022,4,2.449860
15425,MACANAL,2020,4,0.585938
15667,SAN LUIS DE GACENO,2022,4,1.236503
15835,TURMEQUE,2020,2,2.104592
15325,GUAYATA,2021,1,0.496350
15135,CAMPOHERMOSO,2020,2,2.521273
15533,PAYA,2021,4,0.443459
15514,PAEZ,2022,4,0.616740
15686,SANTANA,2022,1,2.546412
15317,GUACAMAYAS,2021,4,0.209754
15480,MUZO,2022,3,1.625925
15839,TUTAZA,2022,1,1.313937
15272,FIRAVITOBA,2021,2,5.286597
15516,PAIPA,2020,2,14.398530
15476,MOTAVITA,2021,1,1.544799
15001,TUNJA,2022,2,28.031071
15764,SORACA,2022,2,3.127481
15189,CIENEGA,2022,1,4.497627
15790,TASCO,2022,2,0.851482
15469,MONIQUIRA,2020,3,7.373074
15494,NUEVO COLON,2020,4,1.931818
15248,EL ESPINO,2022,2,0.252685
15135,CAMPOHERMOSO,2020,4,0.913962
15804,TIBANA,2022,1,2.320920
15223,CUBARA,2021,3,3.097588
15215,CORRALES,2021,4,4.354528
15686,SANTANA,2022,2,0.489212
15368,JERICO,2020,3,0.399900
15832,TUNUNGUA,2021,4,0.314663
15087,BELEN,2022,1,9.093228
15686,SANTANA,2020,2,1.306855
15114,BUSBANZA,2020,4,2.470187
15537,PAZ DE RIO,2021,3,9.633867
15232,CHIQUIZA,2020,4,0.145803
15837,TUTA,2022,2,3.340197
15403,LA UVITA,2022,4,0.381437
15660,SAN EDUARDO,2021,2,2.314815
15097,BOAVITA,2021,4,3.344100
15861,VENTAQUEMADA,2020,4,0.817305
15720,SATIVANORTE,2021,4,0.711744
15879,VIRACACHA,2022,4,1.561439
15224,CUCAITA,2020,2,1.221414
15580,QUIPAMA,2020,3,0.495933
15403,LA UVITA,2022,1,0.476796
15090,BERBEO,2022,2,6.775560
15550,PISBA,2020,2,0.612131
15109,BUENAVISTA,2021,1,1.978457
15835,TURMEQUE,2022,3,2.237522
15676,SAN MIGUEL DE SEMA,2020,3,1.331601
15187,CHIVATA,2020,3,0.662021
15109,BUENAVISTA,2022,1,1.615015
15051,ARCABUCO,2021,2,5.570033
15500,OICATA,2020,2,3.125000
15248,EL ESPINO,2020,2,0.768246
15238,DUITAMA,2022,1,22.251405
15403,LA UVITA,2021,3,0.513149
15621,RONDON,2021,1,0.202265
15763,SOTAQUIRA,2022,4,5.510987
15762,SORA,2020,4,1.192394
15215,CORRALES,2021,1,3.660886
15001,TUNJA,2021,3,27.042464
15097,BOAVITA,2021,3,3.648109
15442,MARIPI,2021,4,0.254496
15806,TIBASOSA,2020,4,7.688300
15533,PAYA,2021,1,0.628234
15425,MACANAL,2021,4,0.250772
15816,TOGsI,2022,3,2.079646
15681,SAN PABLO DE BORBUR,2022,4,0.705645
15790,TASCO,2020,2,0.682310
15755,SOCOTA,2020,2,0.417396
15531,PAUNA,2021,3,3.282691
15835,TURMEQUE,2020,4,2.056760
15646,SAMACA,2022,4,3.946082
15296,GAMEZA,2020,2,0.826280
15696,SANTA SOFIA,2020,3,0.581751
15621,RONDON,2021,4,0.202265
15507,OTANCHE,2020,2,3.959797
15244,EL COCUY,2022,1,0.849793
15600,RAQUIRA,2021,2,1.976237
15621,RONDON,2021,3,0.242718
15480,MUZO,2020,3,0.456361
15740,SIACHOQUE,2020,2,0.651419
15367,JENESANO,2021,2,3.649441
15762,SORA,2020,3,0.418949
15638,SACHICA,2020,4,2.150917
15403,LA UVITA,2022,2,0.317864
15403,LA UVITA,2021,1,0.384862
15842,UMBITA,2021,1,1.400308
15667,SAN LUIS DE GACENO,2021,3,0.439908
15407,VILLA DE LEYVA,2022,3,22.462678
15114,BUSBANZA,2021,4,8.848797
15806,TIBASOSA,2021,4,9.474225
15861,VENTAQUEMADA,2021,1,0.866772
15092,BETEITIVA,2020,4,0.904977
15516,PAIPA,2022,2,21.573682
15491,NOBSA,2022,1,7.805137
15690,SANTA MARIA,2022,3,4.843537
15690,SANTA MARIA,2021,1,6.018137
15676,SAN MIGUEL DE SEMA,2021,2,3.487246
15516,PAIPA,2022,4,21.893126
15226,CUITIVA,2022,1,3.674121
15664,SAN JOSE DE PARE,2020,4,0.565743
15516,PAIPA,2021,4,22.273808
15839,TUTAZA,2021,3,1.234568
15176,CHIQUINQUIRA,2021,2,9.698225
15514,PAEZ,2022,2,0.616740
15362,IZA,2020,2,3.773585
15218,COVARACHIA,2022,4,2.357836
15407,VILLA DE LEYVA,2021,1,12.831755
15808,TINJACA,2021,2,3.649635
15837,TUTA,2022,3,3.500343
15162,CERINZA,2020,3,3.767123
15763,SOTAQUIRA,2021,4,4.018801
15322,GUATEQUE,2022,3,1.419195
15368,JERICO,2021,2,2.331349
15494,NUEVO COLON,2021,1,2.016205
15531,PAUNA,2022,1,1.661753
15087,BELEN,2021,4,14.069376
15660,SAN EDUARDO,2021,1,2.430556
15187,CHIVATA,2021,1,1.647786
15518,PAJARITO,2021,2,3.411860
15533,PAYA,2020,4,0.524738
15763,SOTAQUIRA,2022,1,3.976282
15646,SAMACA,2022,2,5.088234
15377,LABRANZAGRANDE,2021,2,0.553250
15763,SOTAQUIRA,2020,4,1.745221
15047,AQUITANIA,2020,2,2.934109
15204,COMBITA,2021,3,1.116416
15693,SANTA ROSA DE VITERBO,2021,2,2.290859
15272,FIRAVITOBA,2022,3,6.797219
15673,SAN MATEO,2022,1,2.482877
15507,OTANCHE,2021,1,3.791697
15542,PESCA,2020,3,2.502157
15215,CORRALES,2022,3,7.487647
15514,PAEZ,2021,1,0.563966
15696,SANTA SOFIA,2022,1,1.200480
15109,BUENAVISTA,2021,3,2.879754
15223,CUBARA,2021,1,1.224415
15686,SANTANA,2022,4,2.671851
15097,BOAVITA,2022,1,4.618285
15810,TIPACOQUE,2020,2,0.471004
15296,GAMEZA,2022,2,2.133966
15774,SUSACON,2022,3,0.250179
15001,TUNJA,2021,1,26.235218
15299,GARAGOA,2021,1,2.894695
