geo,Area,Periodo,Valor
15022,Almeida,2015,46
15047,Aquitania,2015,1049
15051,Arcabuco,2015,287
15087,Belén,2015,392
15090,Berbeo,2015,70
15092,Betéitiva,2015,61
15097,Boavita,2015,256
15104,Boyacá,2015,247
15106,Briceño,2015,89
15109,Buenavista,2015,210
15114,Busbanzá,2015,28
15131,Caldas,2015,135
15135,Campohermoso,2015,150
15162,Cerinza,2015,129
15172,Chinavita,2015,114
15176,Chiquinquirá,2015,4229
15232,Chíquiza,2015,304
15180,Chiscas,2015,197
15183,Chita,2015,617
15185,Chitaraque,2015,382
15187,Chivatá,2015,168
15236,Chivor,2015,93
15189,Ciénega,2015,223
15204,Cómbita,2015,468
15212,Coper,2015,150
15215,Corrales,2015,123
15218,Covarachía,2015,117
15223,Cubará,2015,905
15224,Cucaita,2015,276
15226,Cuítiva,2015,84
15238,Duitama,2015,7795
15244,El Cocuy,2015,302
15248,El Espino,2015,128
15272,Firavitoba,2015,228
15276,Floresta,2015,153
15293,Gachantivá,2015,134
15296,Gámeza,2015,354
15299,Garagoa,2015,1031
15317,Guacamayas,2015,67
15322,Guateque,2015,548
15325,Guayatá,2015,111
15332,GÜICÁN DE LA SIERRA,2015,266
15362,Iza,2015,98
15367,Jenesano,2015,312
15368,Jericó,2015,227
15380,La Capilla,2015,90
15403,La Uvita,2015,111
15401,La Victoria,2015,55
15377,Labranzagrande,2015,161
15425,Macanal,2015,161
15442,Maripí,2015,300
15455,Miraflores,2015,446
15464,Mongua,2015,244
15466,Monguí,2015,243
15469,Moniquirá,2015,1339
15476,Motavita,2015,354
15480,Muzo,2015,483
15491,Nobsa,2015,495
15494,Nuevo Colón,2015,285
15500,Oicatá,2015,129
15507,Otanche,2015,531
15511,Pachavita,2015,76
15514,Páez,2015,162
15516,Paipa,2015,2013
15518,Pajarito,2015,119
15522,Panqueba,2015,64
15531,Pauna,2015,344
15533,Paya,2015,169
15537,Paz De Río,2015,165
15542,Pesca,2015,459
15550,Pisba,2015,104
15572,Puerto Boyacá,2015,4021
15580,Quípama,2015,200
15599,Ramiriquí,2015,687
15600,Ráquira,2015,370
15621,Rondón,2015,110
15632,Saboyá,2015,706
15638,Sáchica,2015,277
15646,Samacá,2015,1611
15660,San Eduardo,2015,65
15664,San José De Pare,2015,261
15667,San Luis De Gaceno,2015,300
15673,San Mateo,2015,146
15676,San Miguel De Sema,2015,128
15681,San Pablo De Borbur,2015,307
15690,Santa María,2015,128
15693,Santa Rosa De Viterbo,2015,361
15696,Santa Sofía,2015,152
15686,Santana,2015,464
15720,Sativanorte,2015,74
15723,Sativasur,2015,36
15740,Siachoque,2015,583
15753,Soatá,2015,574
15757,Socha,2015,509
15755,Socotá,2015,452
15759,Sogamoso,2015,8777
15761,Somondoco,2015,72
15762,Sora,2015,167
15764,Soracá,2015,393
15763,Sotaquirá,2015,365
15774,Susacón,2015,92
15776,Sutamarchán,2015,333
15778,Sutatenza,2015,127
15790,Tasco,2015,310
15798,Tenza,2015,101
15804,Tibaná,2015,419
15806,Tibasosa,2015,449
15808,Tinjacá,2015,136
15810,Tipacoque,2015,176
15814,Toca,2015,726
15816,Togüí,2015,251
15820,Tópaga,2015,172
15822,Tota,2015,315
15001,Tunja,2015,12509
15832,Tununguá,2015,93
15835,Turmequé,2015,334
15837,Tuta,2015,380
15839,TUTAZÁ,2015,116
15842,Úmbita,2015,362
15861,Ventaquemada,2015,903
15407,Villa De Leyva,2015,844
15879,Viracachá,2015,138
15897,Zetaquira,2015,207
15022,Almeida,2016,52
15047,Aquitania,2016,981
15051,Arcabuco,2016,249
15087,Belén,2016,366
15090,Berbeo,2016,65
15092,Betéitiva,2016,61
15097,Boavita,2016,340
15104,Boyacá,2016,251
15106,Briceño,2016,86
15109,Buenavista,2016,204
15114,Busbanzá,2016,25
15131,Caldas,2016,114
15135,Campohermoso,2016,153
15162,Cerinza,2016,139
15172,Chinavita,2016,113
15176,Chiquinquirá,2016,4092
15232,Chíquiza,2016,286
15180,Chiscas,2016,177
15183,Chita,2016,578
15185,Chitaraque,2016,371
15187,Chivatá,2016,153
15236,Chivor,2016,91
15189,Ciénega,2016,221
15204,Cómbita,2016,481
15212,Coper,2016,156
15215,Corrales,2016,109
15218,Covarachía,2016,134
15223,Cubará,2016,867
15224,Cucaita,2016,267
15226,Cuítiva,2016,73
15238,Duitama,2016,7885
15244,El Cocuy,2016,286
15248,El Espino,2016,129
15272,Firavitoba,2016,226
15276,Floresta,2016,151
15293,Gachantivá,2016,133
15296,Gámeza,2016,311
15299,Garagoa,2016,943
15317,Guacamayas,2016,74
15322,Guateque,2016,489
15325,Guayatá,2016,108
15332,GÜICÁN DE LA SIERRA,2016,285
15362,Iza,2016,100
15367,Jenesano,2016,315
15368,Jericó,2016,191
15380,La Capilla,2016,95
15403,La Uvita,2016,114
15401,La Victoria,2016,56
15377,Labranzagrande,2016,170
15425,Macanal,2016,182
15442,Maripí,2016,266
15455,Miraflores,2016,409
15464,Mongua,2016,221
15466,Monguí,2016,226
15469,Moniquirá,2016,1295
15476,Motavita,2016,345
15480,Muzo,2016,479
15491,Nobsa,2016,559
15494,Nuevo Colón,2016,270
15500,Oicatá,2016,119
15507,Otanche,2016,489
15511,Pachavita,2016,75
15514,Páez,2016,184
15516,Paipa,2016,1984
15518,Pajarito,2016,107
15522,Panqueba,2016,79
15531,Pauna,2016,314
15533,Paya,2016,150
15537,Paz De Río,2016,171
15542,Pesca,2016,452
15550,Pisba,2016,100
15572,Puerto Boyacá,2016,3822
15580,Quípama,2016,190
15599,Ramiriquí,2016,659
15600,Ráquira,2016,332
15621,Rondón,2016,114
15632,Saboyá,2016,667
15638,Sáchica,2016,296
15646,Samacá,2016,1517
15660,San Eduardo,2016,60
15664,San José De Pare,2016,245
15667,San Luis De Gaceno,2016,259
15673,San Mateo,2016,160
15676,San Miguel De Sema,2016,127
15681,San Pablo De Borbur,2016,298
15690,Santa María,2016,135
15693,Santa Rosa De Viterbo,2016,360
15696,Santa Sofía,2016,149
15686,Santana,2016,436
15720,Sativanorte,2016,64
15723,Sativasur,2016,35
15740,Siachoque,2016,549
15753,Soatá,2016,546
15757,Socha,2016,462
15755,Socotá,2016,419
15759,Sogamoso,2016,8829
15761,Somondoco,2016,59
15762,Sora,2016,145
15764,Soracá,2016,368
15763,Sotaquirá,2016,358
15774,Susacón,2016,93
15776,Sutamarchán,2016,304
15778,Sutatenza,2016,138
15790,Tasco,2016,257
15798,Tenza,2016,117
15804,Tibaná,2016,412
