Año,geo,variable,Dependencia economica,Categoria
2005,15001,TUNJA,0.044300,Cabecera
2005,15022,ALMEIDA,0.044400,Cabecera
2005,15047,AQUITANIA,0.092700,Cabecera
2005,15051,ARCABUCO,0.057800,Cabecera
2005,15087,BELÉN,0.080500,Cabecera
2005,15090,BERBEO,0.016300,Cabecera
2005,15092,BETÉITIVA,0.122900,Cabecera
2005,15097,BOAVITA,0.131200,Cabecera
2005,15104,BOYACÁ,0.082700,Cabecera
2005,15106,BRICEÑO,0.108600,Cabecera
2005,15109,BUENAVISTA,0.050800,Cabecera
2005,15114,BUSBANZÁ,0.013700,Cabecera
2005,15131,CALDAS,0.164600,Cabecera
2005,15135,CAMPOHERMOSO,0.083300,Cabecera
2005,15162,CERINZA,0.077400,Cabecera
2005,15172,CHINAVITA,0.088900,Cabecera
2005,15176,CHIQUINQUIRÁ,0.064500,Cabecera
2005,15180,CHISCAS,0.135500,Cabecera
2005,15183,CHITA,0.112700,Cabecera
2005,15185,CHITARAQUE,0.116900,Cabecera
2005,15187,CHIVATÁ,0.025600,Cabecera
2005,15189,CIÉNEGA,0.116100,Cabecera
2005,15204,CÓMBITA,0.074900,Cabecera
2005,15212,COPER,0.064500,Cabecera
2005,15215,CORRALES,0.055900,Cabecera
2005,15218,COVARACHÍA,0.126700,Cabecera
2005,15223,CUBARÁ,0.116600,Cabecera
2005,15224,CUCAITA,0.063500,Cabecera
2005,15226,CUÍTIVA,0.363100,Cabecera
2005,15232,CHÍQUIZA,0.060600,Cabecera
2005,15236,CHIVOR,0.048400,Cabecera
2005,15238,DUITAMA,0.036900,Cabecera
2005,15244,EL COCUY,0.122400,Cabecera
2005,15248,EL ESPINO,0.113000,Cabecera
2005,15272,FIRAVITOBA,0.068900,Cabecera
2005,15276,FLORESTA,0.117400,Cabecera
2005,15293,GACHANTIVÁ,0.050400,Cabecera
2005,15296,GAMEZA,0.113800,Cabecera
2005,15299,GARAGOA,0.069800,Cabecera
2005,15317,GUACAMAYAS,0.096400,Cabecera
2005,15322,GUATEQUE,0.075600,Cabecera
2005,15325,GUAYATÁ,0.066700,Cabecera
2005,15332,GÜICÁN,0.098100,Cabecera
2005,15362,IZA,0.038400,Cabecera
2005,15367,JENESANO,0.100600,Cabecera
2005,15368,JERICÓ,0.118100,Cabecera
2005,15377,LABRANZAGRANDE,0.093300,Cabecera
2005,15380,LA CAPILLA,0.040400,Cabecera
2005,15401,LA VICTORIA,0.174800,Cabecera
2005,15403,LA UVITA,0.100000,Cabecera
2005,15407,VILLA DE LEYVA,0.047600,Cabecera
2005,15425,MACANAL,0.049400,Cabecera
2005,15442,MARIPÍ,0.174200,Cabecera
2005,15455,MIRAFLORES,0.107200,Cabecera
2005,15464,MONGUA,0.136900,Cabecera
2005,15466,MONGUÍ,0.070700,Cabecera
2005,15469,MONIQUIRÁ,0.066400,Cabecera
2005,15476,MOTAVITA,0.112800,Cabecera
2005,15480,MUZO,0.132300,Cabecera
2005,15491,NOBSA,0.062500,Cabecera
2005,15494,NUEVO COLON,0.024500,Cabecera
2005,15500,OICATÁ,0.250000,Cabecera
2005,15507,OTANCHE,0.115600,Cabecera
2005,15511,PACHAVITA,0.048400,Cabecera
2005,15514,PÁEZ,0.121800,Cabecera
2005,15516,PAIPA,0.055200,Cabecera
2005,15518,PAJARITO,0.118200,Cabecera
2005,15522,PANQUEBA,0.104300,Cabecera
2005,15531,PAUNA,0.217900,Cabecera
2005,15533,PAYA,0.111100,Cabecera
2005,15537,PAZ DE RÍO,0.057400,Cabecera
2005,15542,PESCA,0.092000,Cabecera
2005,15550,PISBA,0.179000,Cabecera
2005,15572,PUERTO BOYACÁ,0.127600,Cabecera
2005,15580,QUÍPAMA,0.138800,Cabecera
2005,15599,RAMIRIQUÍ,0.079700,Cabecera
2005,15600,RÁQUIRA,0.107800,Cabecera
2005,15621,RONDÓN,0.069400,Cabecera
2005,15632,SABOYÁ,0.109300,Cabecera
2005,15638,SÁCHICA,0.072400,Cabecera
2005,15646,SAMACÁ,0.055000,Cabecera
2005,15660,SAN EDUARDO,0.068200,Cabecera
2005,15664,SAN JOSÉ DE PARE,0.070200,Cabecera
2005,15667,SAN LUIS DE GACENO,0.089700,Cabecera
2005,15673,SAN MATEO,0.095200,Cabecera
2005,15676,SAN MIGUEL DE SEMA,0.129600,Cabecera
2005,15681,SAN PABLO DE BORBUR,0.239900,Cabecera
2005,15686,SANTANA,0.150800,Cabecera
2005,15690,SANTA MARÍA,0.087900,Cabecera
2005,15693,SANTA ROSA DE VITERBO,0.042200,Cabecera
2005,15696,SANTA SOFÍA,0.037300,Cabecera
2005,15720,SATIVANORTE,0.155900,Cabecera
2005,15723,SATIVASUR,0.093600,Cabecera
2005,15740,SIACHOQUE,0.097300,Cabecera
2005,15753,SOATÁ,0.104500,Cabecera
2005,15755,SOCOTÁ,0.109900,Cabecera
2005,15757,SOCHA,0.079900,Cabecera
2005,15759,SOGAMOSO,0.026700,Cabecera
2005,15761,SOMONDOCO,0.035700,Cabecera
2005,15762,SORA,0.028600,Cabecera
2005,15763,SOTAQUIRÁ,0.056900,Cabecera
2005,15764,SORACÁ,0.085900,Cabecera
2005,15774,SUSACÓN,0.165400,Cabecera
2005,15776,SUTAMARCHÁN,0.031500,Cabecera
2005,15778,SUTATENZA,0.045800,Cabecera
2005,15790,TASCO,0.113300,Cabecera
2005,15798,TENZA,0.052300,Cabecera
2005,15804,TIBANÁ,0.116900,Cabecera
2005,15806,TIBASOSA,0.032300,Cabecera
2005,15808,TINJACÁ,0.024500,Cabecera
2005,15810,TIPACOQUE,0.133000,Cabecera
2005,15814,TOCA,0.069700,Cabecera
2005,15816,TOGÜÍ,0.076100,Cabecera
2005,15820,TÓPAGA,0.087900,Cabecera
2005,15822,TOTA,0.067600,Cabecera
2005,15832,TUNUNGUÁ,0.053800,Cabecera
2005,15835,TURMEQUÉ,0.051700,Cabecera
2005,15837,TUTA,0.024300,Cabecera
2005,15839,TUTAZÁ,0.041500,Cabecera
2005,15842,UMBITA,0.116600,Cabecera
2005,15861,VENTAQUEMADA,0.081500,Cabecera
2005,15879,VIRACACHÁ,0.000000,Cabecera
2005,15897,ZETAQUIRA,0.114600,Cabecera
