Indicador,geo,Area,Periodo,Valor
Cobertura neta de educación (basica primaria),15537,Paz De Río,2012,0.587000
Cobertura neta de educación (basica primaria),15542,Pesca,2012,0.915000
Cobertura neta de educación (basica primaria),15550,Pisba,2012,1.179100
Cobertura neta de educación (basica primaria),15572,Puerto Boyacá,2012,0.872200
Cobertura neta de educación (basica primaria),15580,Quípama,2012,0.655400
Cobertura neta de educación (basica primaria),15599,Ramiriquí,2012,0.775100
Cobertura neta de educación (basica primaria),15600,Ráquira,2012,0.186400
Cobertura neta de educación (basica primaria),15621,Rondón,2012,0.701600
Cobertura neta de educación (basica primaria),15632,Saboyá,2012,1.068800
Cobertura neta de educación (basica primaria),15638,Sáchica,2012,0.781300
Cobertura neta de educación (basica primaria),15646,Samacá,2012,0.855900
Cobertura neta de educación (basica primaria),15660,San Eduardo,2012,0.592200
Cobertura neta de educación (basica primaria),15664,San José De Pare,2012,0.657100
Cobertura neta de educación (basica primaria),15667,San Luis De Gaceno,2012,0.817500
Cobertura neta de educación (basica primaria),15673,San Mateo,2012,0.770800
Cobertura neta de educación (basica primaria),15676,San Miguel De Sema,2012,0.553400
Cobertura neta de educación (basica primaria),15681,San Pablo De Borbur,2012,0.657500
Cobertura neta de educación (basica primaria),15693,Santa Rosa De Viterbo,2012,0.888300
Cobertura neta de educación (basica primaria),15696,Santa Sofía,2012,0.940500
Cobertura neta de educación (basica primaria),15681,Santa María,2012,0.805800
Cobertura neta de educación (basica primaria),15686,Santana,2012,0.854200
Cobertura neta de educación (basica primaria),15720,Sativanorte,2012,0.759300
Cobertura neta de educación (basica primaria),15723,Sativasur,2012,0.893200
Cobertura neta de educación (basica primaria),15740,Siachoque,2012,0.799000
Cobertura neta de educación (basica primaria),15753,Soatá,2012,0.981700
Cobertura neta de educación (basica primaria),15757,Socha,2012,0.998600
Cobertura neta de educación (basica primaria),15755,Socotá,2012,0.970400
Cobertura neta de educación (basica primaria),15761,Somondoco,2012,0.663300
Cobertura neta de educación (basica primaria),15762,Sora,2012,0.939600
Cobertura neta de educación (basica primaria),15764,Soracá,2012,1.056100
Cobertura neta de educación (basica primaria),15763,Sotaquirá,2012,0.665600
Cobertura neta de educación (basica primaria),15774,Susacón,2012,0.608600
Cobertura neta de educación (basica primaria),15776,Sutamarchán,2012,0.741600
Cobertura neta de educación (basica primaria),15778,Sutatenza,2012,0.735600
Cobertura neta de educación (basica secundaria),15022,Almeida,2012,0.638200
Cobertura neta de educación (basica secundaria),15047,Aquitania,2012,0.651500
Cobertura neta de educación (basica secundaria),15051,Arcabuco,2012,0.927400
Cobertura neta de educación (basica secundaria),15087,Belén,2012,0.879700
Cobertura neta de educación (basica secundaria),15090,Berbeo,2012,0.610800
Cobertura neta de educación (basica secundaria),15092,Betéitiva,2012,0.764300
Cobertura neta de educación (basica secundaria),15097,Boavita,2012,0.607100
Cobertura neta de educación (basica secundaria),15104,Boyacá,2012,0.668300
Cobertura neta de educación (basica secundaria),15106,Briceño,2012,0.828400
Cobertura neta de educación (basica secundaria),15109,Buenavista,2012,0.642200
Cobertura neta de educación (basica secundaria),15114,Busbanzá,2012,0.397300
Cobertura neta de educación (basica secundaria),15131,Caldas,2012,0.843500
Cobertura neta de educación (basica secundaria),15135,Campohermoso,2012,0.427800
Cobertura neta de educación (basica secundaria),15162,Cerinza,2012,1.174400
Cobertura neta de educación (basica secundaria),15172,Chinavita,2012,0.702900
Cobertura neta de educación (basica secundaria),15176,Chiquinquirá,2012,0.781300
Cobertura neta de educación (basica secundaria),15232,Chíquiza,2012,0.654800
Cobertura neta de educación (basica secundaria),15180,Chiscas,2012,0.654900
Cobertura neta de educación (basica secundaria),15183,Chita,2012,0.679300
Cobertura neta de educación (basica secundaria),15185,Chitaraque,2012,0.701100
Cobertura neta de educación (basica secundaria),15187,Chivatá,2012,0.324300
Cobertura neta de educación (basica secundaria),15236,Chivor,2012,0.939000
Cobertura neta de educación (basica secundaria),15189,Ciénega,2012,0.807800
Cobertura neta de educación (basica secundaria),15204,Cómbita,2012,0.621500
Cobertura neta de educación (basica secundaria),15212,Coper,2012,0.578800
Cobertura neta de educación (basica secundaria),15215,Corrales,2012,0.856300
Cobertura neta de educación (basica secundaria),15218,Covarachía,2012,0.599100
Cobertura neta de educación (basica secundaria),15223,Cubará,2012,0.369700
Cobertura neta de educación (basica secundaria),15224,Cucaita,2012,0.673800
Cobertura neta de educación (basica secundaria),15226,Cuítiva,2012,0.647800
Cobertura neta de educación (basica secundaria),15244,El Cocuy,2012,0.711100
Cobertura neta de educación (basica secundaria),15248,El Espino,2012,0.768300
Cobertura neta de educación (basica secundaria),15272,Firavitoba,2012,0.667500
Cobertura neta de educación (basica secundaria),15276,Floresta,2012,0.611700
Cobertura neta de educación (basica secundaria),15293,Gachantivá,2012,1.066300
Cobertura neta de educación (basica secundaria),15296,Gámeza,2012,0.572100
Cobertura neta de educación (basica secundaria),15299,Garagoa,2012,0.572100
Cobertura neta de educación (basica secundaria),15317,Guacamayas,2012,0.598500
Cobertura neta de educación (basica secundaria),15322,Guateque,2012,0.973200
Cobertura neta de educación (basica secundaria),15325,Guayatá,2012,0.638600
Cobertura neta de educación (basica secundaria),15325,Guicán,2012,0.296300
Cobertura neta de educación (basica secundaria),15362,Iza,2012,0.617000
Cobertura neta de educación (basica secundaria),15367,Jenesano,2012,0.799700
Cobertura neta de educación (basica secundaria),15368,Jericó,2012,0.471300
Cobertura neta de educación (basica secundaria),15380,La Capilla,2012,0.889500
Cobertura neta de educación (basica secundaria),15403,La Uvita,2012,1.037200
Cobertura neta de educación (basica secundaria),15401,La Victoria,2012,0.496200
Cobertura neta de educación (basica secundaria),15377,Labranzagrande,2012,0.302600
Cobertura neta de educación (basica secundaria),15425,Macanal,2012,0.644400
Cobertura neta de educación (basica secundaria),15442,Maripí,2012,0.600300
Cobertura neta de educación (basica secundaria),15455,Miraflores,2012,0.719900
Cobertura neta de educación (basica secundaria),15464,Mongua,2012,0.586300
Cobertura neta de educación (basica secundaria),15466,Monguí,2012,0.783700
Cobertura neta de educación (basica secundaria),15476,Motavita,2012,0.625700
Cobertura neta de educación (basica secundaria),15480,Muzo,2012,0.654800
Cobertura neta de educación (basica secundaria),15491,Nobsa,2012,0.767500
Cobertura neta de educación (basica secundaria),15494,Nuevo Colón,2012,0.662800
Cobertura neta de educación (basica secundaria),15500,Oicatá,2012,0.602400
Cobertura neta de educación (basica secundaria),15507,Otanche,2012,0.498000
Cobertura neta de educación (basica secundaria),15511,Pachavita,2012,0.514800
Cobertura neta de educación (basica secundaria),15514,Páez,2012,0.676400
Cobertura neta de educación (basica secundaria),15516,Paipa,2012,0.895500
Cobertura neta de educación (basica secundaria),15518,Pajarito,2012,1.054800
Cobertura neta de educación (basica secundaria),15522,Panqueba,2012,1.137600
Cobertura neta de educación (basica secundaria),15531,Pauna,2012,0.596500
Cobertura neta de educación (basica secundaria),15533,Paya,2012,0.791700
Cobertura neta de educación (basica secundaria),15537,Paz De Río,2012,0.492600
Cobertura neta de educación (basica secundaria),15542,Pesca,2012,0.594200
Cobertura neta de educación (basica secundaria),15550,Pisba,2012,0.803900
Cobertura neta de educación (basica secundaria),15572,Puerto Boyacá,2012,0.683600
Cobertura neta de educación (basica secundaria),15580,Quípama,2012,0.526600
Cobertura neta de educación (basica secundaria),15599,Ramiriquí,2012,0.726700
Cobertura neta de educación (basica secundaria),15600,Ráquira,2012,0.129300
Cobertura neta de educación (basica secundaria),15621,Rondón,2012,0.679300
Cobertura neta de educación (basica secundaria),15632,Saboyá,2012,0.809900
Cobertura neta de educación (basica secundaria),15638,Sáchica,2012,0.699100
Cobertura neta de educación (basica secundaria),15646,Samacá,2012,0.655700
Cobertura neta de educación (basica secundaria),15660,San Eduardo,2012,0.678400
Cobertura neta de educación (basica secundaria),15664,San José De Pare,2012,0.553600
Cobertura neta de educación (basica secundaria),15667,San Luis De Gaceno,2012,0.683500
Cobertura neta de educación (basica secundaria),15673,San Mateo,2012,0.628100
Cobertura neta de educación (basica secundaria),15676,San Miguel De Sema,2012,0.757500
Cobertura neta de educación (basica secundaria),15681,San Pablo De Borbur,2012,0.615100
Cobertura neta de educación (basica secundaria),15693,Santa Rosa De Viterbo,2012,0.664900
Cobertura neta de educación (basica secundaria),15696,Santa Sofía,2012,0.848600
Cobertura neta de educación (basica secundaria),15681,Santa María,2012,0.676300
Cobertura neta de educación (basica secundaria),15686,Santana,2012,0.866800
Cobertura neta de educación (basica secundaria),15720,Sativanorte,2012,0.529700
Cobertura neta de educación (basica secundaria),15723,Sativasur,2012,1.569000
Cobertura neta de educación (basica secundaria),15740,Siachoque,2012,0.778200
Cobertura neta de educación (basica secundaria),15753,Soatá,2012,1.050100
Cobertura neta de educación (basica secundaria),15757,Socha,2012,0.900000
Cobertura neta de educación (basica secundaria),15755,Socotá,2012,0.562900
Cobertura neta de educación (basica secundaria),15761,Somondoco,2012,0.834000
Cobertura neta de educación (basica secundaria),15762,Sora,2012,0.791200
Cobertura neta de educación (basica secundaria),15764,Soracá,2012,0.883600
Cobertura neta de educación (basica secundaria),15763,Sotaquirá,2012,0.526600
Cobertura neta de educación (basica secundaria),15774,Susacón,2012,0.484100
Cobertura neta de educación (basica secundaria),15776,Sutamarchán,2012,0.692600
Cobertura neta de educación (basica secundaria),15778,Sutatenza,2012,0.648300
Cobertura neta de educación (prescolar),15022,Almeida,2012,0.625000
Cobertura neta de educación (prescolar),15047,Aquitania,2012,0.591200
Cobertura neta de educación (prescolar),15051,Arcabuco,2012,0.592900
Cobertura neta de educación (prescolar),15087,Belén,2012,0.841700
Cobertura neta de educación (prescolar),15090,Berbeo,2012,0.782600
Cobertura neta de educación (prescolar),15092,Betéitiva,2012,0.346900
Cobertura neta de educación (prescolar),15097,Boavita,2012,0.653200
Cobertura neta de educación (prescolar),15104,Boyacá,2012,0.666700
Cobertura neta de educación (prescolar),15106,Briceño,2012,0.685200
Cobertura neta de educación (prescolar),15109,Buenavista,2012,0.558300
Cobertura neta de educación (prescolar),15114,Busbanzá,2012,0.388900
Cobertura neta de educación (prescolar),15131,Caldas,2012,0.562500
Cobertura neta de educación (prescolar),15135,Campohermoso,2012,0.395100
Cobertura neta de educación (prescolar),15162,Cerinza,2012,0.811600
Cobertura neta de educación (prescolar),15172,Chinavita,2012,0.589300
Cobertura neta de educación (prescolar),15176,Chiquinquirá,2012,0.636300
Cobertura neta de educación (prescolar),15232,Chíquiza,2012,0.672700
Cobertura neta de educación (prescolar),15180,Chiscas,2012,0.460700
Cobertura neta de educación (prescolar),15183,Chita,2012,0.650000
Cobertura neta de educación (prescolar),15185,Chitaraque,2012,0.784500
Cobertura neta de educación (prescolar),15187,Chivatá,2012,0.000000
Cobertura neta de educación (prescolar),15236,Chivor,2012,0.428600
Cobertura neta de educación (prescolar),15189,Ciénega,2012,0.741600
Cobertura neta de educación (prescolar),15204,Cómbita,2012,0.659700
Cobertura neta de educación (prescolar),15212,Coper,2012,0.460500
Cobertura neta de educación (prescolar),15215,Corrales,2012,0.750000
Cobertura neta de educación (prescolar),15218,Covarachía,2012,0.660700
Cobertura neta de educación (prescolar),15223,Cubará,2012,0.382200
Cobertura neta de educación (prescolar),15224,Cucaita,2012,0.581600
Cobertura neta de educación (prescolar),15226,Cuítiva,2012,0.806500
Cobertura neta de educación (prescolar),15244,El Cocuy,2012,0.678600
Cobertura neta de educación (prescolar),15248,El Espino,2012,1.000000
Cobertura neta de educación (prescolar),15272,Firavitoba,2012,0.745100
Cobertura neta de educación (prescolar),15276,Floresta,2012,0.512500
Cobertura neta de educación (prescolar),15293,Gachantivá,2012,0.711900
Cobertura neta de educación (prescolar),15296,Gámeza,2012,0.801900
Cobertura neta de educación (prescolar),15299,Garagoa,2012,0.801900
Cobertura neta de educación (prescolar),15317,Guacamayas,2012,0.653800
Cobertura neta de educación (prescolar),15322,Guateque,2012,0.787500
Cobertura neta de educación (prescolar),15325,Guayatá,2012,0.731300
Cobertura neta de educación (prescolar),15325,Guicán,2012,0.280600
Cobertura neta de educación (prescolar),15362,Iza,2012,0.611100
Cobertura neta de educación (prescolar),15367,Jenesano,2012,0.586200
Cobertura neta de educación (prescolar),15368,Jericó,2012,0.735300
Cobertura neta de educación (prescolar),15380,La Capilla,2012,0.476200
Cobertura neta de educación (prescolar),15403,La Uvita,2012,0.734700
Cobertura neta de educación (prescolar),15401,La Victoria,2012,0.558800
Cobertura neta de educación (prescolar),15377,Labranzagrande,2012,0.229700
Cobertura neta de educación (prescolar),15425,Macanal,2012,0.734200
Cobertura neta de educación (prescolar),15442,Maripí,2012,0.413400
Cobertura neta de educación (prescolar),15455,Miraflores,2012,0.913900
Cobertura neta de educación (prescolar),15464,Mongua,2012,0.947400
Cobertura neta de educación (prescolar),15466,Monguí,2012,0.813200
Cobertura neta de educación (prescolar),15476,Motavita,2012,0.472400
Cobertura neta de educación (prescolar),15480,Muzo,2012,0.682500
Cobertura neta de educación (prescolar),15491,Nobsa,2012,0.517500
Cobertura neta de educación (prescolar),15494,Nuevo Colón,2012,0.833300
Cobertura neta de educación (prescolar),15500,Oicatá,2012,0.448300
Cobertura neta de educación (prescolar),15507,Otanche,2012,0.485700
Cobertura neta de educación (prescolar),15511,Pachavita,2012,0.617000
Cobertura neta de educación (prescolar),15514,Páez,2012,0.698400
Cobertura neta de educación (prescolar),15516,Paipa,2012,0.806800
Cobertura neta de educación (prescolar),15518,Pajarito,2012,0.814800
Cobertura neta de educación (prescolar),15522,Panqueba,2012,0.958300
Cobertura neta de educación (prescolar),15531,Pauna,2012,0.434200
Cobertura neta de educación (prescolar),15533,Paya,2012,0.711100
Cobertura neta de educación (prescolar),15537,Paz De Río,2012,0.079500
Cobertura neta de educación (prescolar),15542,Pesca,2012,0.618800
Cobertura neta de educación (prescolar),15550,Pisba,2012,0.866700
Cobertura neta de educación (prescolar),15572,Puerto Boyacá,2012,0.746000
Cobertura neta de educación (prescolar),15580,Quípama,2012,0.496500
Cobertura neta de educación (prescolar),15599,Ramiriquí,2012,0.750000
Cobertura neta de educación (prescolar),15600,Ráquira,2012,0.318300
Cobertura neta de educación (prescolar),15621,Rondón,2012,0.708300
Cobertura neta de educación (prescolar),15632,Saboyá,2012,0.730900
Cobertura neta de educación (prescolar),15638,Sáchica,2012,0.318200
Cobertura neta de educación (prescolar),15646,Samacá,2012,0.782000
Cobertura neta de educación (prescolar),15660,San Eduardo,2012,0.615400
Cobertura neta de educación (prescolar),15664,San José De Pare,2012,0.528300
Cobertura neta de educación (prescolar),15667,San Luis De Gaceno,2012,1.019200
Cobertura neta de educación (prescolar),15673,San Mateo,2012,0.681200
Cobertura neta de educación (prescolar),15676,San Miguel De Sema,2012,0.473100
Cobertura neta de educación (prescolar),15681,San Pablo De Borbur,2012,0.348600
Cobertura neta de educación (prescolar),15693,Santa Rosa De Viterbo,2012,0.890200
Cobertura neta de educación (prescolar),15696,Santa Sofía,2012,0.711500
Cobertura neta de educación (prescolar),15681,Santa María,2012,0.609800
Cobertura neta de educación (prescolar),15686,Santana,2012,0.660600
Cobertura neta de educación (prescolar),15720,Sativanorte,2012,0.589700
Cobertura neta de educación (prescolar),15723,Sativasur,2012,0.619000
Cobertura neta de educación (prescolar),15740,Siachoque,2012,0.633200
Cobertura neta de educación (prescolar),15753,Soatá,2012,0.840000
Cobertura neta de educación (prescolar),15757,Socha,2012,0.940800
Cobertura neta de educación (prescolar),15755,Socotá,2012,0.740700
Cobertura neta de educación (prescolar),15761,Somondoco,2012,0.535700
Cobertura neta de educación (prescolar),15762,Sora,2012,0.926500
Cobertura neta de educación (prescolar),15764,Soracá,2012,0.904300
Cobertura neta de educación (prescolar),15763,Sotaquirá,2012,0.502600
Cobertura neta de educación (prescolar),15774,Susacón,2012,0.618200
Cobertura neta de educación (prescolar),15776,Sutamarchán,2012,0.666700
Cobertura neta de educación (prescolar),15778,Sutatenza,2012,0.623000
Cobertura neta de educación (media),15022,Almeida,2012,0.434200
Cobertura neta de educación (media),15047,Aquitania,2012,0.389100
Cobertura neta de educación (media),15051,Arcabuco,2012,0.445000
Cobertura neta de educación (media),15087,Belén,2012,0.625800
Cobertura neta de educación (media),15090,Berbeo,2012,0.360500
Cobertura neta de educación (media),15092,Betéitiva,2012,0.435900
Cobertura neta de educación (media),15097,Boavita,2012,0.423600
Cobertura neta de educación (media),15104,Boyacá,2012,0.381000
Cobertura neta de educación (media),15106,Briceño,2012,0.419000
Cobertura neta de educación (media),15109,Buenavista,2012,0.270000
Cobertura neta de educación (media),15114,Busbanzá,2012,0.000000
Cobertura neta de educación (media),15131,Caldas,2012,0.621200
Cobertura neta de educación (media),15135,Campohermoso,2012,0.202400
Cobertura neta de educación (media),15162,Cerinza,2012,0.703700
Cobertura neta de educación (media),15172,Chinavita,2012,0.394200
Cobertura neta de educación (media),15176,Chiquinquirá,2012,0.519700
Cobertura neta de educación (media),15232,Chíquiza,2012,0.411300
Cobertura neta de educación (media),15180,Chiscas,2012,0.494200
Cobertura neta de educación (media),15183,Chita,2012,0.406000
Cobertura neta de educación (media),15185,Chitaraque,2012,0.333300
Cobertura neta de educación (media),15187,Chivatá,2012,0.250000
Cobertura neta de educación (media),15236,Chivor,2012,0.390200
Cobertura neta de educación (media),15189,Ciénega,2012,0.872300
Cobertura neta de educación (media),15204,Cómbita,2012,0.393700
Cobertura neta de educación (media),15212,Coper,2012,0.351400
Cobertura neta de educación (media),15215,Corrales,2012,0.807700
Cobertura neta de educación (media),15218,Covarachía,2012,0.481100
Cobertura neta de educación (media),15223,Cubará,2012,0.210500
Cobertura neta de educación (media),15224,Cucaita,2012,0.467000
Cobertura neta de educación (media),15226,Cuítiva,2012,0.444400
Cobertura neta de educación (media),15244,El Cocuy,2012,0.576500
Cobertura neta de educación (media),15248,El Espino,2012,0.361100
Cobertura neta de educación (media),15272,Firavitoba,2012,0.568600
Cobertura neta de educación (media),15276,Floresta,2012,0.381300
Cobertura neta de educación (media),15293,Gachantivá,2012,0.602000
Cobertura neta de educación (media),15296,Gámeza,2012,0.414500
Cobertura neta de educación (media),15299,Garagoa,2012,0.414500
Cobertura neta de educación (media),15317,Guacamayas,2012,0.363600
Cobertura neta de educación (media),15322,Guateque,2012,0.775900
Cobertura neta de educación (media),15325,Guayatá,2012,0.515200
Cobertura neta de educación (media),15325,Guicán,2012,0.245400
Cobertura neta de educación (media),15362,Iza,2012,0.246600
Cobertura neta de educación (media),15367,Jenesano,2012,0.373700
Cobertura neta de educación (media),15368,Jericó,2012,0.264400
Cobertura neta de educación (media),15380,La Capilla,2012,0.536800
Cobertura neta de educación (media),15403,La Uvita,2012,0.464600
Cobertura neta de educación (media),15401,La Victoria,2012,0.227300
Cobertura neta de educación (media),15377,Labranzagrande,2012,0.158400
Cobertura neta de educación (media),15425,Macanal,2012,0.353600
Cobertura neta de educación (media),15442,Maripí,2012,0.227600
Cobertura neta de educación (media),15455,Miraflores,2012,0.407100
Cobertura neta de educación (media),15464,Mongua,2012,0.375700
Cobertura neta de educación (media),15466,Monguí,2012,0.510000
Cobertura neta de educación (media),15476,Motavita,2012,0.485100
Cobertura neta de educación (media),15480,Muzo,2012,0.362700
Cobertura neta de educación (media),15491,Nobsa,2012,0.540000
Cobertura neta de educación (media),15494,Nuevo Colón,2012,0.451500
Cobertura neta de educación (media),15500,Oicatá,2012,0.266100
Cobertura neta de educación (media),15507,Otanche,2012,0.250000
Cobertura neta de educación (media),15511,Pachavita,2012,0.273800
Cobertura neta de educación (media),15514,Páez,2012,0.345900
Cobertura neta de educación (media),15516,Paipa,2012,0.535500
Cobertura neta de educación (media),15518,Pajarito,2012,0.444400
Cobertura neta de educación (media),15522,Panqueba,2012,0.907400
Cobertura neta de educación (media),15531,Pauna,2012,0.283400
Cobertura neta de educación (media),15533,Paya,2012,0.160000
Cobertura neta de educación (media),15537,Paz De Río,2012,0.172800
Cobertura neta de educación (media),15542,Pesca,2012,0.403400
Cobertura neta de educación (media),15550,Pisba,2012,0.301900
Cobertura neta de educación (media),15572,Puerto Boyacá,2012,0.366500
Cobertura neta de educación (media),15580,Quípama,2012,0.252500
Cobertura neta de educación (media),15599,Ramiriquí,2012,0.418200
Cobertura neta de educación (media),15600,Ráquira,2012,0.000000
Cobertura neta de educación (media),15621,Rondón,2012,0.365200
Cobertura neta de educación (media),15632,Saboyá,2012,0.479400
Cobertura neta de educación (media),15638,Sáchica,2012,0.443000
Cobertura neta de educación (media),15646,Samacá,2012,0.368000
Cobertura neta de educación (media),15660,San Eduardo,2012,0.390200
Cobertura neta de educación (media),15664,San José De Pare,2012,0.323400
Cobertura neta de educación (media),15667,San Luis De Gaceno,2012,0.411500
Cobertura neta de educación (media),15673,San Mateo,2012,0.434300
Cobertura neta de educación (media),15676,San Miguel De Sema,2012,0.375700
Cobertura neta de educación (media),15681,San Pablo De Borbur,2012,0.260000
Cobertura neta de educación (media),15693,Santa Rosa De Viterbo,2012,0.326600
Cobertura neta de educación (media),15696,Santa Sofía,2012,0.509600
Cobertura neta de educación (media),15681,Santa María,2012,0.314800
Cobertura neta de educación (media),15686,Santana,2012,0.477000
Cobertura neta de educación (media),15720,Sativanorte,2012,0.326700
Cobertura neta de educación (media),15723,Sativasur,2012,0.642900
Cobertura neta de educación (media),15740,Siachoque,2012,0.438400
Cobertura neta de educación (media),15753,Soatá,2012,0.770300
Cobertura neta de educación (media),15757,Socha,2012,0.666700
Cobertura neta de educación (media),15755,Socotá,2012,0.213300
Cobertura neta de educación (media),15761,Somondoco,2012,0.622000
Cobertura neta de educación (media),15762,Sora,2012,0.436500
Cobertura neta de educación (media),15764,Soracá,2012,0.450500
Cobertura neta de educación (media),15763,Sotaquirá,2012,0.397400
Cobertura neta de educación (media),15774,Susacón,2012,0.305000
Cobertura neta de educación (media),15776,Sutamarchán,2012,0.346800
Cobertura neta de educación (media),15778,Sutatenza,2012,0.453200
Cobertura neta de educación (transición),15022,Almeida,2013,0.737500
Cobertura neta de educación (transición),15047,Aquitania,2013,0.862300
Cobertura neta de educación (transición),15051,Arcabuco,2013,0.834300
Cobertura neta de educación (transición),15087,Belén,2013,0.957100
Cobertura neta de educación (transición),15090,Berbeo,2013,0.609300
Cobertura neta de educación (transición),15092,Betéitiva,2013,0.497800
Cobertura neta de educación (transición),15097,Boavita,2013,0.682300
Cobertura neta de educación (transición),15104,Boyacá,2013,0.795700
Cobertura neta de educación (transición),15106,Briceño,2013,0.785900
Cobertura neta de educación (transición),15109,Buenavista,2013,0.699000
Cobertura neta de educación (transición),15114,Busbanzá,2013,0.329600
Cobertura neta de educación (transición),15131,Caldas,2013,0.821200
Cobertura neta de educación (transición),15135,Campohermoso,2013,0.549200
Cobertura neta de educación (transición),15162,Cerinza,2013,0.766200
Cobertura neta de educación (transición),15172,Chinavita,2013,0.778100
Cobertura neta de educación (transición),15176,Chiquinquirá,2013,0.800600
Cobertura neta de educación (transición),15232,Chíquiza,2013,0.705900
Cobertura neta de educación (transición),15180,Chiscas,2013,0.687000
Cobertura neta de educación (transición),15183,Chita,2013,0.817800
Cobertura neta de educación (transición),15185,Chitaraque,2013,0.954600
Cobertura neta de educación (transición),15187,Chivatá,2013,0.302300
Cobertura neta de educación (transición),15236,Chivor,2013,0.650000
Cobertura neta de educación (transición),15189,Ciénega,2013,0.881700
