geo,Municipio,Desagregación,Año,Área Cosechada(ha)
15798,Tenza,Caña Miel,2008,40
15580,Quipama,Caña Miel,2008,30
15518,Pajarito,Caña Miel,2008,30
15464,Mongua,Caña Miel,2008,28
15299,Garagoa,Caña Miel,2008,30
15172,Chinavita,Caña Miel,2008,15
15753,Soata,Caña Miel,2008,0
15223,Cubara,Caña Miel,2008,8
15090,Berbeo,Caña Miel,2008,10
15248,El Espino,Caña Miel,2008,2
15842,Umbita,Caña Miel,2009,300
15442,Maripi,Caña Miel,2009,600
15212,Coper,Caña Miel,2009,354
15507,Otanche,Caña Miel,2009,325
15109,Buenavista,Caña Miel,2009,256
15455,Miraflores,Caña Miel,2009,180
15377,Labranzagrande,Caña Miel,2009,120
15681,San Pablo De Borbur,Caña Miel,2009,180
15533,Paya,Caña Miel,2009,140
15022,Almeida,Caña Miel,2009,160
15897,Zetaquira,Caña Miel,2009,145
15425,Macanal,Caña Miel,2009,145
15550,Pisba,Caña Miel,2009,80
15514,Paez,Caña Miel,2009,115
15761,Somondoco,Caña Miel,2009,110
15511,Pachavita,Caña Miel,2009,100
15172,Chinavita,Caña Miel,2009,90
15106,Briceño,Caña Miel,2009,97
15690,Santa Maria,Caña Miel,2009,90
15135,Campohermoso,Caña Miel,2009,88
15755,Socota,Caña Miel,2009,52
15696,Santa Sofia,Caña Miel,2009,30
15325,Guayata,Caña Miel,2009,40
15798,Tenza,Caña Miel,2009,40
15667,San Luis De Gaceno,Caña Miel,2009,40
15464,Mongua,Caña Miel,2009,30
15580,Quipama,Caña Miel,2009,36
15322,Guateque,Caña Miel,2009,28
15753,Soata,Caña Miel,2009,20
15236,Chivor,Caña Miel,2009,16
15778,Sutatenza,Caña Miel,2009,18
15223,Cubara,Caña Miel,2009,13
15720,Sativanorte,Caña Miel,2009,15
15090,Berbeo,Caña Miel,2009,6
15518,Pajarito,Caña Miel,2009,10
15317,Guacamayas,Caña Miel,2009,5
15516,Paipa,Caña Miel,2009,0
15212,Coper,Caña Miel,2010,363
15442,Maripi,Caña Miel,2010,317
15109,Buenavista,Caña Miel,2010,262
15455,Miraflores,Caña Miel,2010,215
15681,San Pablo De Borbur,Caña Miel,2010,180
15897,Zetaquira,Caña Miel,2010,150
15804,Tibana,Caña Miel,2010,150
15842,Umbita,Caña Miel,2010,100
15425,Macanal,Caña Miel,2010,145
15761,Somondoco,Caña Miel,2010,110
15514,Paez,Caña Miel,2010,114
15135,Campohermoso,Caña Miel,2010,90
15696,Santa Sofia,Caña Miel,2010,50
15106,Briceño,Caña Miel,2010,72
15172,Chinavita,Caña Miel,2010,50
15755,Socota,Caña Miel,2010,30
15690,Santa Maria,Caña Miel,2010,55
15325,Guayata,Caña Miel,2010,44
15464,Mongua,Caña Miel,2010,35
15798,Tenza,Caña Miel,2010,42
15180,Chiscas,Caña Miel,2010,20
15667,San Luis De Gaceno,Caña Miel,2010,40
15322,Guateque,Caña Miel,2010,37
15580,Quipama,Caña Miel,2010,32
15090,Berbeo,Caña Miel,2010,4
15236,Chivor,Caña Miel,2010,19
15621,Rondon,Caña Miel,2010,15
15753,Soata,Caña Miel,2010,15
15223,Cubara,Caña Miel,2010,17
15778,Sutatenza,Caña Miel,2010,13
15518,Pajarito,Caña Miel,2010,10
15022,Almeida,Caña Miel,2010,2
15516,Paipa,Caña Miel,2010,2
15720,Sativanorte,Caña Miel,2010,3
15212,Coper,Caña Miel,2011,373
15442,Maripi,Caña Miel,2011,318
15109,Buenavista,Caña Miel,2011,238
15455,Miraflores,Caña Miel,2011,213
15533,Paya,Caña Miel,2011,38
15550,Pisba,Caña Miel,2011,38
15377,Labranzagrande,Caña Miel,2011,40
15681,San Pablo De Borbur,Caña Miel,2011,179
15897,Zetaquira,Caña Miel,2011,149
15425,Macanal,Caña Miel,2011,148
15761,Somondoco,Caña Miel,2011,113
15514,Paez,Caña Miel,2011,115
15511,Pachavita,Caña Miel,2011,102
15135,Campohermoso,Caña Miel,2011,92
15842,Umbita,Caña Miel,2011,50
15106,Briceño,Caña Miel,2011,95
15696,Santa Sofia,Caña Miel,2011,50
15172,Chinavita,Caña Miel,2011,51
15755,Socota,Caña Miel,2011,30
15804,Tibana,Caña Miel,2011,60
15690,Santa Maria,Caña Miel,2011,56
15798,Tenza,Caña Miel,2011,43
15464,Mongua,Caña Miel,2011,39
15480,Muzo,Caña Miel,2011,42
15667,San Luis De Gaceno,Caña Miel,2011,40
15580,Quipama,Caña Miel,2011,32
15299,Garagoa,Caña Miel,2011,30
15090,Berbeo,Caña Miel,2011,27
15236,Chivor,Caña Miel,2011,19
15621,Rondon,Caña Miel,2011,15
15753,Soata,Caña Miel,2011,15
15223,Cubara,Caña Miel,2011,14
15778,Sutatenza,Caña Miel,2011,13
15022,Almeida,Caña Miel,2011,2
15774,Susacon,Caña Miel,2011,7
15516,Paipa,Caña Miel,2011,5
15720,Sativanorte,Caña Miel,2011,3
15212,Coper,Caña Miel,2012,375
15442,Maripi,Caña Miel,2012,340
15533,Paya,Caña Miel,2012,38
15377,Labranzagrande,Caña Miel,2012,80
15550,Pisba,Caña Miel,2012,38
15681,San Pablo De Borbur,Caña Miel,2012,179
15425,Macanal,Caña Miel,2012,150
15897,Zetaquira,Caña Miel,2012,146
15455,Miraflores,Caña Miel,2012,109
15109,Buenavista,Caña Miel,2012,130
15172,Chinavita,Caña Miel,2012,66
15761,Somondoco,Caña Miel,2012,110
15022,Almeida,Caña Miel,2012,100
15106,Briceño,Caña Miel,2012,95
15842,Umbita,Caña Miel,2012,50
15511,Pachavita,Caña Miel,2012,96
15514,Paez,Caña Miel,2012,95
15660,San Eduardo,Caña Miel,2012,79
15755,Socota,Caña Miel,2012,30
15690,Santa Maria,Caña Miel,2012,56
15325,Guayata,Caña Miel,2012,40
15696,Santa Sofia,Caña Miel,2012,30
15464,Mongua,Caña Miel,2012,39
15236,Chivor,Caña Miel,2012,40
15480,Muzo,Caña Miel,2012,40
15667,San Luis De Gaceno,Caña Miel,2012,40
15580,Quipama,Caña Miel,2012,31
15299,Garagoa,Caña Miel,2012,30
15090,Berbeo,Caña Miel,2012,27
15135,Campohermoso,Caña Miel,2012,10
15621,Rondon,Caña Miel,2012,20
15223,Cubara,Caña Miel,2012,17
15753,Soata,Caña Miel,2012,15
15798,Tenza,Caña Miel,2012,16
15804,Tibana,Caña Miel,2012,10
15322,Guateque,Caña Miel,2012,3
15778,Sutatenza,Caña Miel,2012,13
15516,Paipa,Caña Miel,2012,4
15774,Susacon,Caña Miel,2012,7
15720,Sativanorte,Caña Miel,2012,6
15317,Guacamayas,Caña Miel,2012,5
15248,El Espino,Caña Miel,2012,4
15212,Coper,Caña Miel,2013,374
15442,Maripi,Caña Miel,2013,347
15550,Pisba,Caña Miel,2013,200
15533,Paya,Caña Miel,2013,100
15377,Labranzagrande,Caña Miel,2013,206
15681,San Pablo De Borbur,Caña Miel,2013,170
15425,Macanal,Caña Miel,2013,152
15897,Zetaquira,Caña Miel,2013,145
15109,Buenavista,Caña Miel,2013,120
15455,Miraflores,Caña Miel,2013,112
15761,Somondoco,Caña Miel,2013,110
15106,Briceño,Caña Miel,2013,96
15507,Otanche,Caña Miel,2013,85
15172,Chinavita,Caña Miel,2013,15
15690,Santa Maria,Caña Miel,2013,93
15514,Paez,Caña Miel,2013,85
15022,Almeida,Caña Miel,2013,80
15755,Socota,Caña Miel,2013,70
15842,Umbita,Caña Miel,2013,30
15660,San Eduardo,Caña Miel,2013,64
15325,Guayata,Caña Miel,2013,60
15696,Santa Sofia,Caña Miel,2013,40
15464,Mongua,Caña Miel,2013,42
15480,Muzo,Caña Miel,2013,40
15580,Quipama,Caña Miel,2013,37
15667,San Luis De Gaceno,Caña Miel,2013,40
15673,San Mateo,Caña Miel,2013,40
15518,Pajarito,Caña Miel,2013,10
15090,Berbeo,Caña Miel,2013,28
15299,Garagoa,Caña Miel,2013,30
15223,Cubara,Caña Miel,2013,14
15135,Campohermoso,Caña Miel,2013,10
15621,Rondon,Caña Miel,2013,20
15753,Soata,Caña Miel,2013,15
15798,Tenza,Caña Miel,2013,16
15236,Chivor,Caña Miel,2013,17
15804,Tibana,Caña Miel,2013,16
15322,Guateque,Caña Miel,2013,14
15511,Pachavita,Caña Miel,2013,15
15317,Guacamayas,Caña Miel,2013,10
15778,Sutatenza,Caña Miel,2013,12
15097,Boavita,Caña Miel,2013,10
15516,Paipa,Caña Miel,2013,4
15774,Susacon,Caña Miel,2013,5
15720,Sativanorte,Caña Miel,2013,3
15522,Panqueba,Caña Miel,2013,5
15248,El Espino,Caña Miel,2013,4
15212,Coper,Caña Miel,2014,206
15442,Maripi,Caña Miel,2014,355
15550,Pisba,Caña Miel,2014,150
15533,Paya,Caña Miel,2014,103
15377,Labranzagrande,Caña Miel,2014,204
15109,Buenavista,Caña Miel,2014,120
15681,San Pablo De Borbur,Caña Miel,2014,165
15425,Macanal,Caña Miel,2014,145
15804,Tibana,Caña Miel,2014,150
15897,Zetaquira,Caña Miel,2014,135
15761,Somondoco,Caña Miel,2014,110
15106,Briceño,Caña Miel,2014,93
15507,Otanche,Caña Miel,2014,85
15696,Santa Sofia,Caña Miel,2014,40
15172,Chinavita,Caña Miel,2014,15
15755,Socota,Caña Miel,2014,86
15514,Paez,Caña Miel,2014,85
15022,Almeida,Caña Miel,2014,76
15660,San Eduardo,Caña Miel,2014,68
15842,Umbita,Caña Miel,2014,50
15690,Santa Maria,Caña Miel,2014,55
15325,Guayata,Caña Miel,2014,40
15455,Miraflores,Caña Miel,2014,50
15580,Quipama,Caña Miel,2014,40
15464,Mongua,Caña Miel,2014,40
15480,Muzo,Caña Miel,2014,40
15673,San Mateo,Caña Miel,2014,40
15667,San Luis De Gaceno,Caña Miel,2014,33
15090,Berbeo,Caña Miel,2014,27
15798,Tenza,Caña Miel,2014,30
15299,Garagoa,Caña Miel,2014,26
15135,Campohermoso,Caña Miel,2014,10
15621,Rondon,Caña Miel,2014,20
15223,Cubara,Caña Miel,2014,18
15753,Soata,Caña Miel,2014,15
15236,Chivor,Caña Miel,2014,17
15322,Guateque,Caña Miel,2014,17
15511,Pachavita,Caña Miel,2014,16
15180,Chiscas,Caña Miel,2014,15
15720,Sativanorte,Caña Miel,2014,13
15778,Sutatenza,Caña Miel,2014,3
15097,Boavita,Caña Miel,2014,10
15317,Guacamayas,Caña Miel,2014,7
15516,Paipa,Caña Miel,2014,4
15774,Susacon,Caña Miel,2014,5
15248,El Espino,Caña Miel,2014,4
15522,Panqueba,Caña Miel,2014,2
15212,Coper,Caña Miel,2015,396
15442,Maripi,Caña Miel,2015,372
15469,Moniquira,Caña Miel,2015,150
15533,Paya,Caña Miel,2015,208
15109,Buenavista,Caña Miel,2015,115
15681,San Pablo De Borbur,Caña Miel,2015,165
15425,Macanal,Caña Miel,2015,163
15804,Tibana,Caña Miel,2015,150
15897,Zetaquira,Caña Miel,2015,135
15761,Somondoco,Caña Miel,2015,110
15696,Santa Sofia,Caña Miel,2015,50
15106,Briceño,Caña Miel,2015,100
15507,Otanche,Caña Miel,2015,60
15377,Labranzagrande,Caña Miel,2015,60
15514,Paez,Caña Miel,2015,85
15550,Pisba,Caña Miel,2015,60
15022,Almeida,Caña Miel,2015,66
15172,Chinavita,Caña Miel,2015,50
15660,San Eduardo,Caña Miel,2015,68
15842,Umbita,Caña Miel,2015,60
15325,Guayata,Caña Miel,2015,40
15455,Miraflores,Caña Miel,2015,50
15690,Santa Maria,Caña Miel,2015,45
15580,Quipama,Caña Miel,2015,43
15464,Mongua,Caña Miel,2015,35
15299,Garagoa,Caña Miel,2015,29
15673,San Mateo,Caña Miel,2015,35
15667,San Luis De Gaceno,Caña Miel,2015,32
15090,Berbeo,Caña Miel,2015,29
15621,Rondon,Caña Miel,2015,30
15798,Tenza,Caña Miel,2015,30
15755,Socota,Caña Miel,2015,13
15236,Chivor,Caña Miel,2015,17
15223,Cubara,Caña Miel,2015,19
15322,Guateque,Caña Miel,2015,18
15135,Campohermoso,Caña Miel,2015,20
15511,Pachavita,Caña Miel,2015,8
15720,Sativanorte,Caña Miel,2015,10
15180,Chiscas,Caña Miel,2015,15
15778,Sutatenza,Caña Miel,2015,10
15753,Soata,Caña Miel,2015,10
15774,Susacon,Caña Miel,2015,8
15480,Muzo,Caña Miel,2015,8
15516,Paipa,Caña Miel,2015,8
15522,Panqueba,Caña Miel,2015,2
15317,Guacamayas,Caña Miel,2015,3
15212,Coper,Caña Miel,2016,298
15442,Maripi,Caña Miel,2016,370
15469,Moniquira,Caña Miel,2016,150
15425,Macanal,Caña Miel,2016,173
15109,Buenavista,Caña Miel,2016,139
15804,Tibana,Caña Miel,2016,160
15696,Santa Sofia,Caña Miel,2016,100
15293,Gachantiva,Caña Miel,2016,70
15681,San Pablo De Borbur,Caña Miel,2016,145
15897,Zetaquira,Caña Miel,2016,117
15106,Briceño,Caña Miel,2016,95
15761,Somondoco,Caña Miel,2016,95
15514,Paez,Caña Miel,2016,80
15511,Pachavita,Caña Miel,2016,73
15377,Labranzagrande,Caña Miel,2016,50
15660,San Eduardo,Caña Miel,2016,68
15022,Almeida,Caña Miel,2016,60
15755,Socota,Caña Miel,2016,50
15842,Umbita,Caña Miel,2016,56
15325,Guayata,Caña Miel,2016,59
15621,Rondon,Caña Miel,2016,39
15580,Quipama,Caña Miel,2016,43
15690,Santa Maria,Caña Miel,2016,39
15299,Garagoa,Caña Miel,2016,30
15533,Paya,Caña Miel,2016,28
15550,Pisba,Caña Miel,2016,30
15798,Tenza,Caña Miel,2016,30
15090,Berbeo,Caña Miel,2016,23
15135,Campohermoso,Caña Miel,2016,20
15223,Cubara,Caña Miel,2016,13
15778,Sutatenza,Caña Miel,2016,10
15180,Chiscas,Caña Miel,2016,15
15774,Susacon,Caña Miel,2016,10
15720,Sativanorte,Caña Miel,2016,10
15516,Paipa,Caña Miel,2016,0
15667,San Luis De Gaceno,Caña Miel,2016,0
15317,Guacamayas,Caña Miel,2016,4
15753,Soata,Caña Miel,2016,2
15442,Maripi,Caña Miel,2017,399
15212,Coper,Caña Miel,2017,396
15469,Moniquira,Caña Miel,2017,305
15109,Buenavista,Caña Miel,2017,183
15425,Macanal,Caña Miel,2017,173
15681,San Pablo De Borbur,Caña Miel,2017,149
15696,Santa Sofia,Caña Miel,2017,100
15293,Gachantiva,Caña Miel,2017,70
15804,Tibana,Caña Miel,2017,144
15897,Zetaquira,Caña Miel,2017,122
15106,Briceño,Caña Miel,2017,95
15761,Somondoco,Caña Miel,2017,95
15172,Chinavita,Caña Miel,2017,78
15514,Paez,Caña Miel,2017,80
15660,San Eduardo,Caña Miel,2017,72
15377,Labranzagrande,Caña Miel,2017,58
15511,Pachavita,Caña Miel,2017,73
15842,Umbita,Caña Miel,2017,77
15325,Guayata,Caña Miel,2017,57
15755,Socota,Caña Miel,2017,65
15480,Muzo,Caña Miel,2017,60
15022,Almeida,Caña Miel,2017,61
15455,Miraflores,Caña Miel,2017,49
15299,Garagoa,Caña Miel,2017,38
15580,Quipama,Caña Miel,2017,48
15621,Rondon,Caña Miel,2017,41
15550,Pisba,Caña Miel,2017,30
15533,Paya,Caña Miel,2017,25
15798,Tenza,Caña Miel,2017,30
15690,Santa Maria,Caña Miel,2017,0
15516,Paipa,Caña Miel,2017,25
15090,Berbeo,Caña Miel,2017,24
15135,Campohermoso,Caña Miel,2017,20
15778,Sutatenza,Caña Miel,2017,20
15753,Soata,Caña Miel,2017,2
15180,Chiscas,Caña Miel,2017,10
15774,Susacon,Caña Miel,2017,13
15223,Cubara,Caña Miel,2017,8
15317,Guacamayas,Caña Miel,2017,4
15720,Sativanorte,Caña Miel,2017,10
15667,San Luis De Gaceno,Caña Miel,2017,6
15442,Maripi,Caña Miel,2018,406
15212,Coper,Caña Miel,2018,400
15469,Moniquira,Caña Miel,2018,310
15109,Buenavista,Caña Miel,2018,188
15293,Gachantiva,Caña Miel,2018,70
15425,Macanal,Caña Miel,2018,173
15681,San Pablo De Borbur,Caña Miel,2018,164
15696,Santa Sofia,Caña Miel,2018,105
15804,Tibana,Caña Miel,2018,135
15897,Zetaquira,Caña Miel,2018,122
15106,Briceño,Caña Miel,2018,97
15761,Somondoco,Caña Miel,2018,95
15172,Chinavita,Caña Miel,2018,80
15755,Socota,Caña Miel,2018,95
15660,San Eduardo,Caña Miel,2018,77
15514,Paez,Caña Miel,2018,80
15377,Labranzagrande,Caña Miel,2018,57
15511,Pachavita,Caña Miel,2018,71
15842,Umbita,Caña Miel,2018,77
15325,Guayata,Caña Miel,2018,75
15480,Muzo,Caña Miel,2018,65
15455,Miraflores,Caña Miel,2018,64
15022,Almeida,Caña Miel,2018,61
15299,Garagoa,Caña Miel,2018,40
15580,Quipama,Caña Miel,2018,48
15621,Rondon,Caña Miel,2018,42
15550,Pisba,Caña Miel,2018,33
15533,Paya,Caña Miel,2018,25
15690,Santa Maria,Caña Miel,2018,11
15135,Campohermoso,Caña Miel,2018,20
15798,Tenza,Caña Miel,2018,30
15090,Berbeo,Caña Miel,2018,26
15516,Paipa,Caña Miel,2018,26
15753,Soata,Caña Miel,2018,2
15778,Sutatenza,Caña Miel,2018,20
15180,Chiscas,Caña Miel,2018,12
15774,Susacon,Caña Miel,2018,15
15317,Guacamayas,Caña Miel,2018,13
15223,Cubara,Caña Miel,2018,7
15720,Sativanorte,Caña Miel,2018,10
15667,San Luis De Gaceno,Caña Miel,2018,7
15185,Chitaraque,Caña Panelera,2007,4.8
15664,San Jose De Pare,Caña Panelera,2007,2.7
15686,Santana,Caña Panelera,2007,2.52
15816,Togui,Caña Panelera,2007,2.1
15469,Moniquira,Caña Panelera,2007,1.2
15377,Labranzagrande,Caña Panelera,2007,450
15442,Maripi,Caña Panelera,2007,400
15293,Gachantiva,Caña Panelera,2007,120
15455,Miraflores,Caña Panelera,2007,210
15507,Otanche,Caña Panelera,2007,50
15690,Santa Maria,Caña Panelera,2007,70
15097,Boavita,Caña Panelera,2007,40
15518,Pajarito,Caña Panelera,2007,20
15673,San Mateo,Caña Panelera,2007,20
15580,Quipama,Caña Panelera,2007,13
15755,Socota,Caña Panelera,2007,26
15572,Puerto Boyaca,Caña Panelera,2007,7
15720,Sativanorte,Caña Panelera,2007,5
15810,Tipacoque,Caña Panelera,2007,5
15317,Guacamayas,Caña Panelera,2007,5
15185,Chitaraque,Caña Panelera,2008,4.8
15664,San Jose De Pare,Caña Panelera,2008,2.82
15686,Santana,Caña Panelera,2008,2.8
15816,Togui,Caña Panelera,2008,2.3
15469,Moniquira,Caña Panelera,2008,800
15442,Maripi,Caña Panelera,2008,403
15377,Labranzagrande,Caña Panelera,2008,160
15507,Otanche,Caña Panelera,2008,100
15897,Zetaquira,Caña Panelera,2008,100
15690,Santa Maria,Caña Panelera,2008,30
15518,Pajarito,Caña Panelera,2008,40
15401,La Victoria,Caña Panelera,2008,45
15455,Miraflores,Caña Panelera,2008,49
15580,Quipama,Caña Panelera,2008,35
15097,Boavita,Caña Panelera,2008,40
15673,San Mateo,Caña Panelera,2008,20
15720,Sativanorte,Caña Panelera,2008,13
15511,Pachavita,Caña Panelera,2008,5
15317,Guacamayas,Caña Panelera,2008,5
15810,Tipacoque,Caña Panelera,2008,5
15407,Villa De Leyva,Caña Panelera,2008,1
15185,Chitaraque,Caña Panelera,2009,4.86
15664,San Jose De Pare,Caña Panelera,2009,2.6
15686,Santana,Caña Panelera,2009,2.535
15816,Togui,Caña Panelera,2009,1.4
15469,Moniquira,Caña Panelera,2009,1.43
15442,Maripi,Caña Panelera,2009,550
15480,Muzo,Caña Panelera,2009,230
15531,Pauna,Caña Panelera,2009,200
15533,Paya,Caña Panelera,2009,206
15377,Labranzagrande,Caña Panelera,2009,160
15550,Pisba,Caña Panelera,2009,110
15507,Otanche,Caña Panelera,2009,85
15660,San Eduardo,Caña Panelera,2009,75
15293,Gachantiva,Caña Panelera,2009,20
15401,La Victoria,Caña Panelera,2009,30
15580,Quipama,Caña Panelera,2009,46
15455,Miraflores,Caña Panelera,2009,33
15673,San Mateo,Caña Panelera,2009,20
15518,Pajarito,Caña Panelera,2009,30
15299,Garagoa,Caña Panelera,2009,30
15097,Boavita,Caña Panelera,2009,25
15236,Chivor,Caña Panelera,2009,16
15810,Tipacoque,Caña Panelera,2009,4
15322,Guateque,Caña Panelera,2009,2
15407,Villa De Leyva,Caña Panelera,2009,1
15185,Chitaraque,Caña Panelera,2010,4.86
15664,San Jose De Pare,Caña Panelera,2010,2
15686,Santana,Caña Panelera,2010,1.3
15816,Togui,Caña Panelera,2010,1.4
15469,Moniquira,Caña Panelera,2010,1.723
15533,Paya,Caña Panelera,2010,206
15531,Pauna,Caña Panelera,2010,300
15480,Muzo,Caña Panelera,2010,250
15442,Maripi,Caña Panelera,2010,249
15377,Labranzagrande,Caña Panelera,2010,130
15550,Pisba,Caña Panelera,2010,110
15293,Gachantiva,Caña Panelera,2010,43
15660,San Eduardo,Caña Panelera,2010,79
15580,Quipama,Caña Panelera,2010,42
15673,San Mateo,Caña Panelera,2010,20
15518,Pajarito,Caña Panelera,2010,30
15299,Garagoa,Caña Panelera,2010,30
15236,Chivor,Caña Panelera,2010,18
15097,Boavita,Caña Panelera,2010,15
15810,Tipacoque,Caña Panelera,2010,4
15407,Villa De Leyva,Caña Panelera,2010,1
15185,Chitaraque,Caña Panelera,2011,4.993
15664,San Jose De Pare,Caña Panelera,2011,2
15816,Togui,Caña Panelera,2011,1.391
15686,Santana,Caña Panelera,2011,1.2
15469,Moniquira,Caña Panelera,2011,1.73
15480,Muzo,Caña Panelera,2011,298
15531,Pauna,Caña Panelera,2011,306
15442,Maripi,Caña Panelera,2011,250
15293,Gachantiva,Caña Panelera,2011,43
15660,San Eduardo,Caña Panelera,2011,79
15580,Quipama,Caña Panelera,2011,42
15673,San Mateo,Caña Panelera,2011,20
15236,Chivor,Caña Panelera,2011,18
15097,Boavita,Caña Panelera,2011,10
15810,Tipacoque,Caña Panelera,2011,4
15401,La Victoria,Caña Panelera,2011,2
15407,Villa De Leyva,Caña Panelera,2011,1
15185,Chitaraque,Caña Panelera,2012,6.24
15664,San Jose De Pare,Caña Panelera,2012,2.4
15816,Togui,Caña Panelera,2012,2.6
15686,Santana,Caña Panelera,2012,1.032
15469,Moniquira,Caña Panelera,2012,1.879
15531,Pauna,Caña Panelera,2012,312
15442,Maripi,Caña Panelera,2012,262
15480,Muzo,Caña Panelera,2012,195
15293,Gachantiva,Caña Panelera,2012,80
15507,Otanche,Caña Panelera,2012,100
15455,Miraflores,Caña Panelera,2012,59
15236,Chivor,Caña Panelera,2012,50
15673,San Mateo,Caña Panelera,2012,40
15580,Quipama,Caña Panelera,2012,40
15518,Pajarito,Caña Panelera,2012,25
15660,San Eduardo,Caña Panelera,2012,30
15810,Tipacoque,Caña Panelera,2012,5
15097,Boavita,Caña Panelera,2012,10
15401,La Victoria,Caña Panelera,2012,4
15522,Panqueba,Caña Panelera,2012,4
15185,Chitaraque,Caña Panelera,2013,6.3
15664,San Jose De Pare,Caña Panelera,2013,2
15816,Togui,Caña Panelera,2013,2.7
15686,Santana,Caña Panelera,2013,2.85
15469,Moniquira,Caña Panelera,2013,1.7
15531,Pauna,Caña Panelera,2013,300
15442,Maripi,Caña Panelera,2013,271
15480,Muzo,Caña Panelera,2013,155
15293,Gachantiva,Caña Panelera,2013,137
15507,Otanche,Caña Panelera,2013,90
15455,Miraflores,Caña Panelera,2013,61
15580,Quipama,Caña Panelera,2013,47
15673,San Mateo,Caña Panelera,2013,40
15518,Pajarito,Caña Panelera,2013,11
15660,San Eduardo,Caña Panelera,2013,30
15236,Chivor,Caña Panelera,2013,17
15401,La Victoria,Caña Panelera,2013,10
15097,Boavita,Caña Panelera,2013,10
15522,Panqueba,Caña Panelera,2013,8
15810,Tipacoque,Caña Panelera,2013,5
15185,Chitaraque,Caña Panelera,2014,6.1
15664,San Jose De Pare,Caña Panelera,2014,2.443
15816,Togui,Caña Panelera,2014,2.8
15686,Santana,Caña Panelera,2014,1.579
15469,Moniquira,Caña Panelera,2014,1.1
15531,Pauna,Caña Panelera,2014,300
15442,Maripi,Caña Panelera,2014,280
15480,Muzo,Caña Panelera,2014,150
15293,Gachantiva,Caña Panelera,2014,100
15507,Otanche,Caña Panelera,2014,85
15455,Miraflores,Caña Panelera,2014,76
15172,Chinavita,Caña Panelera,2014,50
15580,Quipama,Caña Panelera,2014,48
15660,San Eduardo,Caña Panelera,2014,36
15673,San Mateo,Caña Panelera,2014,40
15518,Pajarito,Caña Panelera,2014,20
15236,Chivor,Caña Panelera,2014,17
15401,La Victoria,Caña Panelera,2014,11
15097,Boavita,Caña Panelera,2014,10
15522,Panqueba,Caña Panelera,2014,7
15810,Tipacoque,Caña Panelera,2014,5
15185,Chitaraque,Caña Panelera,2015,6
15664,San Jose De Pare,Caña Panelera,2015,2
15816,Togui,Caña Panelera,2015,2.8
15686,Santana,Caña Panelera,2015,1.479
15469,Moniquira,Caña Panelera,2015,950
15531,Pauna,Caña Panelera,2015,315
15442,Maripi,Caña Panelera,2015,290
15480,Muzo,Caña Panelera,2015,160
15580,Quipama,Caña Panelera,2015,110
15293,Gachantiva,Caña Panelera,2015,100
15507,Otanche,Caña Panelera,2015,50
15455,Miraflores,Caña Panelera,2015,76
15660,San Eduardo,Caña Panelera,2015,36
15673,San Mateo,Caña Panelera,2015,40
15518,Pajarito,Caña Panelera,2015,31
15236,Chivor,Caña Panelera,2015,17
15097,Boavita,Caña Panelera,2015,10
15522,Panqueba,Caña Panelera,2015,8
15401,La Victoria,Caña Panelera,2015,6
15185,Chitaraque,Caña Panelera,2016,4.414
15664,San Jose De Pare,Caña Panelera,2016,2.2
15816,Togui,Caña Panelera,2016,2.583
15686,Santana,Caña Panelera,2016,1.673
15469,Moniquira,Caña Panelera,2016,1.15
15531,Pauna,Caña Panelera,2016,250
15442,Maripi,Caña Panelera,2016,292
15455,Miraflores,Caña Panelera,2016,305
15580,Quipama,Caña Panelera,2016,110
15507,Otanche,Caña Panelera,2016,90
15172,Chinavita,Caña Panelera,2016,20
15480,Muzo,Caña Panelera,2016,100
15660,San Eduardo,Caña Panelera,2016,42
15236,Chivor,Caña Panelera,2016,40
15673,San Mateo,Caña Panelera,2016,40
15518,Pajarito,Caña Panelera,2016,25
15218,Covarachia,Caña Panelera,2016,7
15401,La Victoria,Caña Panelera,2016,6
15810,Tipacoque,Caña Panelera,2016,2
15522,Panqueba,Caña Panelera,2016,2
15185,Chitaraque,Caña Panelera,2017,3.468
15664,San Jose De Pare,Caña Panelera,2017,4.225
15816,Togui,Caña Panelera,2017,1.783
15686,Santana,Caña Panelera,2017,1.85
15469,Moniquira,Caña Panelera,2017,2
15531,Pauna,Caña Panelera,2017,425
15442,Maripi,Caña Panelera,2017,334
15455,Miraflores,Caña Panelera,2017,285
15580,Quipama,Caña Panelera,2017,135
15507,Otanche,Caña Panelera,2017,120
15480,Muzo,Caña Panelera,2017,33
15660,San Eduardo,Caña Panelera,2017,46
15236,Chivor,Caña Panelera,2017,45
15673,San Mateo,Caña Panelera,2017,40
15218,Covarachia,Caña Panelera,2017,12
15097,Boavita,Caña Panelera,2017,30
15518,Pajarito,Caña Panelera,2017,9
15401,La Victoria,Caña Panelera,2017,8
15810,Tipacoque,Caña Panelera,2017,5
15522,Panqueba,Caña Panelera,2017,2
15248,El Espino,Caña Panelera,2017,2
15185,Chitaraque,Caña Panelera,2018,7.528
15664,San Jose De Pare,Caña Panelera,2018,4.225
15816,Togui,Caña Panelera,2018,1.783
15686,Santana,Caña Panelera,2018,1.85
15469,Moniquira,Caña Panelera,2018,2.02
15531,Pauna,Caña Panelera,2018,435
15442,Maripi,Caña Panelera,2018,344
15455,Miraflores,Caña Panelera,2018,300
