geo,Municipio,Cultivo,Año,Rendimiento
15001,Tunja,Arracacha,2019,15
15001,Tunja,Papa Criolla,2019,10
15001,Tunja,Papa Criolla,2019,10
15001,Tunja,Papa todas las variedades,2019,20
15001,Tunja,Papa todas las variedades,2019,20
15022,Almeida,Arracacha,2019,5
15022,Almeida,Arracacha,2019,7
15022,Almeida,Papa Criolla,2019,4
15022,Almeida,Papa todas las variedades,2019,7
15022,Almeida,Yuca consumo en fresco,2019,11
15022,Almeida,Yuca consumo en fresco,2019,14
15047,Aquitania,Papa Criolla,2019,8
15047,Aquitania,Papa Criolla,2019,8
15047,Aquitania,Papa todas las variedades,2019,26
15047,Aquitania,Papa todas las variedades,2019,25
15051,Arcabuco,Papa todas las variedades,2019,25
15051,Arcabuco,Papa todas las variedades,2019,20
15087,Belén,Papa Criolla,2019,14
15087,Belén,Papa Criolla,2019,8
15087,Belén,Papa todas las variedades,2019,16
15087,Belén,Papa todas las variedades,2019,13
15090,Berbeo,Yuca consumo en fresco,2019,9
15092,Betéitiva,Papa Criolla,2019,15
15092,Betéitiva,Papa Criolla,2019,15
15092,Betéitiva,Papa todas las variedades,2019,20
15092,Betéitiva,Papa todas las variedades,2019,20
15097,Boavita,Yuca consumo en fresco,2019,5
15104,Boyacá,Arracacha,2019,8
15104,Boyacá,Papa todas las variedades,2019,20
15104,Boyacá,Papa todas las variedades,2019,26
15106,Briceño,Yuca consumo en fresco,2019,8
15109,Buenavista,Papa todas las variedades,2019,21
15109,Buenavista,Papa todas las variedades,2019,21
15114,Busbanzá,Papa todas las variedades,2019,10
15131,Caldas,Papa Criolla,2019,11
15131,Caldas,Papa Criolla,2019,12
15131,Caldas,Papa todas las variedades,2019,11
15131,Caldas,Papa todas las variedades,2019,11
15135,Campohermoso,Malanga¬ Achín¬ Yota¬ Papa China¬ Bore,2019,5
15135,Campohermoso,Yuca consumo en fresco,2019,7
15162,Cerinza,Papa todas las variedades,2019,12
15162,Cerinza,Papa todas las variedades,2019,10
15172,Chinavita,Achira,2019,6
15172,Chinavita,Achira,2019,6
15172,Chinavita,Arracacha,2019,10
15172,Chinavita,Arracacha,2019,10
15172,Chinavita,Papa todas las variedades,2019,30
15172,Chinavita,Papa todas las variedades,2019,30
15172,Chinavita,Yuca consumo en fresco,2019,8
15172,Chinavita,Yuca consumo en fresco,2019,8
