Municipio,geo,Atributo,Valor
Firavitoba,15272,Material inadecuado de pisos,4.700000
Firavitoba,15272,Material inadecuado de paredes exteriores,0.400000
Firavitoba,15272,Hacinamiento crítico,4.800000
Firavitoba,15272,Cluster,5.000000
Floresta,15276,Analfabetismo,17.600000
Floresta,15276,Bajo logro educativo,76.200000
Floresta,15276,Inasistencia escolar,2.400000
Floresta,15276,Rezago escolar,13.100000
Floresta,15276,Barreras a servicios para cuidado de la primera infancia,0.500000
Floresta,15276,Trabajo infantil,0.400000
Floresta,15276,Tasa de dependencia,60.200000
Floresta,15276,Trabajo informal,89.400000
Floresta,15276,Sin aseguramiento en salud,7.700000
Floresta,15276,Barreras de acceso a servicios de salud,3.000000
Floresta,15276,Sin acceso a fuente de agua mejorada,15.000000
Floresta,15276,Inadecuada eliminación de excretas,15.200000
Floresta,15276,Material inadecuado de pisos,23.100000
Floresta,15276,Material inadecuado de paredes exteriores,0.100000
Floresta,15276,Hacinamiento crítico,10.000000
Floresta,15276,Cluster,1.000000
Gachantivá,15293,Analfabetismo,17.000000
Gachantivá,15293,Bajo logro educativo,76.600000
Gachantivá,15293,Inasistencia escolar,2.000000
Gachantivá,15293,Rezago escolar,12.100000
Gachantivá,15293,Barreras a servicios para cuidado de la primera infancia,0.900000
Gachantivá,15293,Trabajo infantil,1.600000
Gachantivá,15293,Tasa de dependencia,39.400000
Gachantivá,15293,Trabajo informal,89.000000
Gachantivá,15293,Sin aseguramiento en salud,9.100000
Gachantivá,15293,Barreras de acceso a servicios de salud,22.400000
Gachantivá,15293,Sin acceso a fuente de agua mejorada,35.500000
Gachantivá,15293,Inadecuada eliminación de excretas,32.000000
Gachantivá,15293,Material inadecuado de pisos,22.400000
Gachantivá,15293,Material inadecuado de paredes exteriores,0.400000
Gachantivá,15293,Hacinamiento crítico,5.600000
Gachantivá,15293,Cluster,4.000000
Gameza,15296,Analfabetismo,14.100000
Gameza,15296,Bajo logro educativo,80.100000
Gameza,15296,Inasistencia escolar,3.700000
Gameza,15296,Rezago escolar,16.900000
Gameza,15296,Barreras a servicios para cuidado de la primera infancia,1.400000
Gameza,15296,Trabajo infantil,0.800000
Gameza,15296,Tasa de dependencia,52.800000
Gameza,15296,Trabajo informal,82.300000
Gameza,15296,Sin aseguramiento en salud,14.000000
Gameza,15296,Barreras de acceso a servicios de salud,3.900000
Gameza,15296,Sin acceso a fuente de agua mejorada,7.900000
Gameza,15296,Inadecuada eliminación de excretas,22.300000
Gameza,15296,Material inadecuado de pisos,8.900000
Gameza,15296,Material inadecuado de paredes exteriores,0.100000
Gameza,15296,Hacinamiento crítico,11.400000
Gameza,15296,Cluster,2.000000
Garagoa,15299,Analfabetismo,8.400000
Garagoa,15299,Bajo logro educativo,57.100000
Garagoa,15299,Inasistencia escolar,2.000000
Garagoa,15299,Rezago escolar,9.800000
Garagoa,15299,Barreras a servicios para cuidado de la primera infancia,1.100000
Garagoa,15299,Trabajo infantil,0.800000
Garagoa,15299,Tasa de dependencia,35.800000
Garagoa,15299,Trabajo informal,84.200000
Garagoa,15299,Sin aseguramiento en salud,12.000000
Garagoa,15299,Barreras de acceso a servicios de salud,3.600000
Garagoa,15299,Sin acceso a fuente de agua mejorada,13.800000
Garagoa,15299,Inadecuada eliminación de excretas,5.300000
Garagoa,15299,Material inadecuado de pisos,4.400000
Garagoa,15299,Material inadecuado de paredes exteriores,0.600000
Garagoa,15299,Hacinamiento crítico,3.900000
Garagoa,15299,Cluster,5.000000
Guacamayas,15317,Analfabetismo,11.700000
Guacamayas,15317,Bajo logro educativo,63.400000
Guacamayas,15317,Inasistencia escolar,2.400000
Guacamayas,15317,Rezago escolar,14.100000
Guacamayas,15317,Barreras a servicios para cuidado de la primera infancia,0.700000
Guacamayas,15317,Trabajo infantil,0.600000
Guacamayas,15317,Tasa de dependencia,49.200000
Guacamayas,15317,Trabajo informal,89.000000
Guacamayas,15317,Sin aseguramiento en salud,11.300000
Guacamayas,15317,Barreras de acceso a servicios de salud,1.200000
Guacamayas,15317,Sin acceso a fuente de agua mejorada,18.700000
Guacamayas,15317,Inadecuada eliminación de excretas,9.200000
Guacamayas,15317,Material inadecuado de pisos,16.900000
Guacamayas,15317,Material inadecuado de paredes exteriores,0.000000
Guacamayas,15317,Hacinamiento crítico,8.000000
Guacamayas,15317,Cluster,1.000000
Guateque,15322,Analfabetismo,9.800000
Guateque,15322,Bajo logro educativo,55.100000
Guateque,15322,Inasistencia escolar,1.500000
Guateque,15322,Rezago escolar,10.000000
Guateque,15322,Barreras a servicios para cuidado de la primera infancia,1.100000
Guateque,15322,Trabajo infantil,1.100000
Guateque,15322,Tasa de dependencia,29.700000
Guateque,15322,Trabajo informal,82.800000
Guateque,15322,Sin aseguramiento en salud,10.700000
Guateque,15322,Barreras de acceso a servicios de salud,6.200000
Guateque,15322,Sin acceso a fuente de agua mejorada,7.700000
Guateque,15322,Inadecuada eliminación de excretas,8.400000
Guateque,15322,Material inadecuado de pisos,5.500000
Guateque,15322,Material inadecuado de paredes exteriores,1.100000
Guateque,15322,Hacinamiento crítico,4.700000
Guateque,15322,Cluster,5.000000
Guayatá,15325,Analfabetismo,17.700000
Guayatá,15325,Bajo logro educativo,78.100000
Guayatá,15325,Inasistencia escolar,1.400000
Guayatá,15325,Rezago escolar,7.900000
Guayatá,15325,Barreras a servicios para cuidado de la primera infancia,0.800000
Guayatá,15325,Trabajo infantil,0.900000
Guayatá,15325,Tasa de dependencia,41.000000
Guayatá,15325,Trabajo informal,89.800000
Guayatá,15325,Sin aseguramiento en salud,7.400000
Guayatá,15325,Barreras de acceso a servicios de salud,6.300000
Guayatá,15325,Sin acceso a fuente de agua mejorada,21.100000
Guayatá,15325,Inadecuada eliminación de excretas,20.400000
Guayatá,15325,Material inadecuado de pisos,24.600000
Guayatá,15325,Material inadecuado de paredes exteriores,0.500000
Guayatá,15325,Hacinamiento crítico,4.300000
Guayatá,15325,Cluster,1.000000
Güicán,15332,Analfabetismo,24.200000
Güicán,15332,Bajo logro educativo,67.400000
Güicán,15332,Inasistencia escolar,11.200000
Güicán,15332,Rezago escolar,20.400000
Güicán,15332,Barreras a servicios para cuidado de la primera infancia,2.700000
Güicán,15332,Trabajo infantil,2.200000
Güicán,15332,Tasa de dependencia,51.500000
Güicán,15332,Trabajo informal,89.000000
Güicán,15332,Sin aseguramiento en salud,15.300000
Güicán,15332,Barreras de acceso a servicios de salud,8.100000
Güicán,15332,Sin acceso a fuente de agua mejorada,32.400000
Güicán,15332,Inadecuada eliminación de excretas,21.100000
Güicán,15332,Material inadecuado de pisos,33.500000
Güicán,15332,Material inadecuado de paredes exteriores,10.800000
Güicán,15332,Hacinamiento crítico,16.600000
Güicán,15332,Cluster,0.000000
Iza,15362,Analfabetismo,8.200000
Iza,15362,Bajo logro educativo,52.200000
Iza,15362,Inasistencia escolar,1.000000
Iza,15362,Rezago escolar,13.800000
Iza,15362,Barreras a servicios para cuidado de la primera infancia,1.800000
Iza,15362,Trabajo infantil,0.800000
Iza,15362,Tasa de dependencia,42.000000
Iza,15362,Trabajo informal,82.700000
Iza,15362,Sin aseguramiento en salud,17.100000
Iza,15362,Barreras de acceso a servicios de salud,5.800000
Iza,15362,Sin acceso a fuente de agua mejorada,7.800000
Iza,15362,Inadecuada eliminación de excretas,7.900000
Iza,15362,Material inadecuado de pisos,4.800000
Iza,15362,Material inadecuado de paredes exteriores,0.700000
Iza,15362,Hacinamiento crítico,8.900000
Iza,15362,Cluster,3.000000
Jenesano,15367,Analfabetismo,19.000000
Jenesano,15367,Bajo logro educativo,79.000000
Jenesano,15367,Inasistencia escolar,3.600000
Jenesano,15367,Rezago escolar,12.800000
Jenesano,15367,Barreras a servicios para cuidado de la primera infancia,1.600000
Jenesano,15367,Trabajo infantil,1.300000
Jenesano,15367,Tasa de dependencia,49.200000
Jenesano,15367,Trabajo informal,89.800000
Jenesano,15367,Sin aseguramiento en salud,7.500000
Jenesano,15367,Barreras de acceso a servicios de salud,0.800000
Jenesano,15367,Sin acceso a fuente de agua mejorada,16.700000
Jenesano,15367,Inadecuada eliminación de excretas,14.000000
Jenesano,15367,Material inadecuado de pisos,10.200000
Jenesano,15367,Material inadecuado de paredes exteriores,0.200000
Jenesano,15367,Hacinamiento crítico,5.300000
Jenesano,15367,Cluster,1.000000
Jericó,5368,Analfabetismo,24.700000
Jericó,5368,Bajo logro educativo,83.000000
Jericó,5368,Inasistencia escolar,4.200000
Jericó,5368,Rezago escolar,12.500000
Jericó,5368,Barreras a servicios para cuidado de la primera infancia,1.500000
Jericó,5368,Trabajo infantil,0.400000
Jericó,5368,Tasa de dependencia,77.600000
Jericó,5368,Trabajo informal,90.200000
Jericó,5368,Sin aseguramiento en salud,9.800000
Jericó,5368,Barreras de acceso a servicios de salud,2.300000
Jericó,5368,Sin acceso a fuente de agua mejorada,44.300000
Jericó,5368,Inadecuada eliminación de excretas,39.900000
Jericó,5368,Material inadecuado de pisos,52.600000
Jericó,5368,Material inadecuado de paredes exteriores,1.200000
Jericó,5368,Hacinamiento crítico,15.000000
Jericó,5368,Cluster,0.000000
La Capilla,15380,Analfabetismo,15.500000
La Capilla,15380,Bajo logro educativo,77.500000
La Capilla,15380,Inasistencia escolar,2.100000
La Capilla,15380,Rezago escolar,11.200000
La Capilla,15380,Barreras a servicios para cuidado de la primera infancia,0.400000
La Capilla,15380,Trabajo infantil,1.400000
La Capilla,15380,Tasa de dependencia,45.500000
La Capilla,15380,Trabajo informal,90.600000
La Capilla,15380,Sin aseguramiento en salud,7.600000
La Capilla,15380,Barreras de acceso a servicios de salud,1.000000
La Capilla,15380,Sin acceso a fuente de agua mejorada,19.100000
La Capilla,15380,Inadecuada eliminación de excretas,12.400000
La Capilla,15380,Material inadecuado de pisos,7.300000
La Capilla,15380,Material inadecuado de paredes exteriores,0.200000
La Capilla,15380,Hacinamiento crítico,3.200000
La Capilla,15380,Cluster,1.000000
La Uvita,15403,Analfabetismo,11.500000
La Uvita,15403,Bajo logro educativo,68.100000
La Uvita,15403,Inasistencia escolar,1.600000
La Uvita,15403,Rezago escolar,15.400000
La Uvita,15403,Barreras a servicios para cuidado de la primera infancia,0.700000
La Uvita,15403,Trabajo infantil,0.400000
La Uvita,15403,Tasa de dependencia,63.700000
La Uvita,15403,Trabajo informal,88.400000
La Uvita,15403,Sin aseguramiento en salud,13.000000
La Uvita,15403,Barreras de acceso a servicios de salud,5.700000
La Uvita,15403,Sin acceso a fuente de agua mejorada,16.900000
La Uvita,15403,Inadecuada eliminación de excretas,9.300000
La Uvita,15403,Material inadecuado de pisos,24.700000
La Uvita,15403,Material inadecuado de paredes exteriores,0.200000
La Uvita,15403,Hacinamiento crítico,8.600000
La Uvita,15403,Cluster,1.000000
La Victoria,91430,Analfabetismo,23.800000
La Victoria,91430,Bajo logro educativo,76.700000
La Victoria,91430,Inasistencia escolar,2.600000
La Victoria,91430,Rezago escolar,18.700000
La Victoria,91430,Barreras a servicios para cuidado de la primera infancia,0.800000
La Victoria,91430,Trabajo infantil,2.600000
La Victoria,91430,Tasa de dependencia,28.000000
La Victoria,91430,Trabajo informal,86.800000
La Victoria,91430,Sin aseguramiento en salud,7.300000
La Victoria,91430,Barreras de acceso a servicios de salud,0.500000
La Victoria,91430,Sin acceso a fuente de agua mejorada,32.400000
La Victoria,91430,Inadecuada eliminación de excretas,18.400000
La Victoria,91430,Material inadecuado de pisos,17.900000
La Victoria,91430,Material inadecuado de paredes exteriores,4.100000
La Victoria,91430,Hacinamiento crítico,1.600000
La Victoria,91430,Cluster,4.000000
Labranzagrande,15377,Analfabetismo,27.400000
Labranzagrande,15377,Bajo logro educativo,82.200000
Labranzagrande,15377,Inasistencia escolar,4.000000
Labranzagrande,15377,Rezago escolar,15.800000
Labranzagrande,15377,Barreras a servicios para cuidado de la primera infancia,2.400000
Labranzagrande,15377,Trabajo infantil,2.100000
Labranzagrande,15377,Tasa de dependencia,47.200000
Labranzagrande,15377,Trabajo informal,91.600000
Labranzagrande,15377,Sin aseguramiento en salud,10.100000
Labranzagrande,15377,Barreras de acceso a servicios de salud,7.000000
Labranzagrande,15377,Sin acceso a fuente de agua mejorada,32.100000
Labranzagrande,15377,Inadecuada eliminación de excretas,33.800000
Labranzagrande,15377,Material inadecuado de pisos,39.900000
Labranzagrande,15377,Material inadecuado de paredes exteriores,1.400000
Labranzagrande,15377,Hacinamiento crítico,11.500000
Labranzagrande,15377,Cluster,0.000000
Macanal,15425,Analfabetismo,14.900000
Macanal,15425,Bajo logro educativo,73.100000
Macanal,15425,Inasistencia escolar,2.800000
Macanal,15425,Rezago escolar,13.800000
Macanal,15425,Barreras a servicios para cuidado de la primera infancia,1.000000
Macanal,15425,Trabajo infantil,1.100000
Macanal,15425,Tasa de dependencia,37.300000
Macanal,15425,Trabajo informal,88.600000
Macanal,15425,Sin aseguramiento en salud,10.100000
Macanal,15425,Barreras de acceso a servicios de salud,0.600000
Macanal,15425,Sin acceso a fuente de agua mejorada,23.200000
Macanal,15425,Inadecuada eliminación de excretas,6.600000
Macanal,15425,Material inadecuado de pisos,8.500000
Macanal,15425,Material inadecuado de paredes exteriores,0.500000
Macanal,15425,Hacinamiento crítico,2.800000
Macanal,15425,Cluster,5.000000
Maripí,15442,Analfabetismo,28.100000
Maripí,15442,Bajo logro educativo,84.600000
Maripí,15442,Inasistencia escolar,4.000000
Maripí,15442,Rezago escolar,17.600000
Maripí,15442,Barreras a servicios para cuidado de la primera infancia,1.300000
Maripí,15442,Trabajo infantil,1.200000
Maripí,15442,Tasa de dependencia,52.100000
Maripí,15442,Trabajo informal,93.100000
Maripí,15442,Sin aseguramiento en salud,10.800000
Maripí,15442,Barreras de acceso a servicios de salud,11.900000
Maripí,15442,Sin acceso a fuente de agua mejorada,71.800000
Maripí,15442,Inadecuada eliminación de excretas,35.100000
Maripí,15442,Material inadecuado de pisos,19.500000
Maripí,15442,Material inadecuado de paredes exteriores,0.500000
Maripí,15442,Hacinamiento crítico,4.100000
Maripí,15442,Cluster,0.000000
Miraflores,15455,Analfabetismo,12.300000
Miraflores,15455,Bajo logro educativo,61.300000
Miraflores,15455,Inasistencia escolar,1.900000
Miraflores,15455,Rezago escolar,10.600000
Miraflores,15455,Barreras a servicios para cuidado de la primera infancia,0.800000
Miraflores,15455,Trabajo infantil,0.700000
Miraflores,15455,Tasa de dependencia,32.100000
Miraflores,15455,Trabajo informal,84.000000
Miraflores,15455,Sin aseguramiento en salud,10.100000
Miraflores,15455,Barreras de acceso a servicios de salud,2.600000
Miraflores,15455,Sin acceso a fuente de agua mejorada,13.200000
Miraflores,15455,Inadecuada eliminación de excretas,3.300000
Miraflores,15455,Material inadecuado de pisos,3.900000
Miraflores,15455,Material inadecuado de paredes exteriores,2.100000
Miraflores,15455,Hacinamiento crítico,4.500000
Miraflores,15455,Cluster,5.000000
Mongua,15464,Analfabetismo,15.100000
Mongua,15464,Bajo logro educativo,72.300000
Mongua,15464,Inasistencia escolar,3.400000
Mongua,15464,Rezago escolar,16.900000
Mongua,15464,Barreras a servicios para cuidado de la primera infancia,1.700000
Mongua,15464,Trabajo infantil,0.900000
Mongua,15464,Tasa de dependencia,64.800000
Mongua,15464,Trabajo informal,85.500000
Mongua,15464,Sin aseguramiento en salud,11.200000
Mongua,15464,Barreras de acceso a servicios de salud,17.900000
Mongua,15464,Sin acceso a fuente de agua mejorada,15.500000
Mongua,15464,Inadecuada eliminación de excretas,25.000000
Mongua,15464,Material inadecuado de pisos,28.500000
Mongua,15464,Material inadecuado de paredes exteriores,0.600000
Mongua,15464,Hacinamiento crítico,11.000000
Mongua,15464,Cluster,1.000000
Monguí,15466,Analfabetismo,13.700000
Monguí,15466,Bajo logro educativo,61.100000
Monguí,15466,Inasistencia escolar,4.300000
Monguí,15466,Rezago escolar,13.700000
Monguí,15466,Barreras a servicios para cuidado de la primera infancia,1.700000
Monguí,15466,Trabajo infantil,0.800000
Monguí,15466,Tasa de dependencia,44.200000
Monguí,15466,Trabajo informal,86.900000
Monguí,15466,Sin aseguramiento en salud,14.500000
Monguí,15466,Barreras de acceso a servicios de salud,3.700000
Monguí,15466,Sin acceso a fuente de agua mejorada,5.700000
Monguí,15466,Inadecuada eliminación de excretas,6.000000
Monguí,15466,Material inadecuado de pisos,8.100000
Monguí,15466,Material inadecuado de paredes exteriores,0.400000
Monguí,15466,Hacinamiento crítico,9.200000
Monguí,15466,Cluster,5.000000
Moniquirá,15469,Analfabetismo,15.300000
Moniquirá,15469,Bajo logro educativo,59.400000
Moniquirá,15469,Inasistencia escolar,3.800000
Moniquirá,15469,Rezago escolar,11.100000
Moniquirá,15469,Barreras a servicios para cuidado de la primera infancia,1.600000
Moniquirá,15469,Trabajo infantil,1.200000
Moniquirá,15469,Tasa de dependencia,29.200000
Moniquirá,15469,Trabajo informal,85.700000
Moniquirá,15469,Sin aseguramiento en salud,12.400000
Moniquirá,15469,Barreras de acceso a servicios de salud,2.900000
Moniquirá,15469,Sin acceso a fuente de agua mejorada,20.400000
Moniquirá,15469,Inadecuada eliminación de excretas,12.100000
Moniquirá,15469,Material inadecuado de pisos,4.300000
Moniquirá,15469,Material inadecuado de paredes exteriores,0.600000
Moniquirá,15469,Hacinamiento crítico,4.700000
Moniquirá,15469,Cluster,5.000000
Motavita,15476,Analfabetismo,12.400000
Motavita,15476,Bajo logro educativo,71.700000
Motavita,15476,Inasistencia escolar,3.900000
Motavita,15476,Rezago escolar,16.000000
Motavita,15476,Barreras a servicios para cuidado de la primera infancia,1.800000
Motavita,15476,Trabajo infantil,0.800000
Motavita,15476,Tasa de dependencia,64.400000
Motavita,15476,Trabajo informal,89.300000
Motavita,15476,Sin aseguramiento en salud,13.200000
Motavita,15476,Barreras de acceso a servicios de salud,2.700000
Motavita,15476,Sin acceso a fuente de agua mejorada,35.800000
Motavita,15476,Inadecuada eliminación de excretas,26.400000
Motavita,15476,Material inadecuado de pisos,11.900000
Motavita,15476,Material inadecuado de paredes exteriores,0.500000
Motavita,15476,Hacinamiento crítico,8.900000
Motavita,15476,Cluster,1.000000
Muzo,15480,Analfabetismo,17.800000
Muzo,15480,Bajo logro educativo,70.600000
Muzo,15480,Inasistencia escolar,2.700000
Muzo,15480,Rezago escolar,19.300000
Muzo,15480,Barreras a servicios para cuidado de la primera infancia,0.700000
Muzo,15480,Trabajo infantil,1.100000
Muzo,15480,Tasa de dependencia,39.800000
Muzo,15480,Trabajo informal,86.400000
Muzo,15480,Sin aseguramiento en salud,10.400000
Muzo,15480,Barreras de acceso a servicios de salud,7.800000
Muzo,15480,Sin acceso a fuente de agua mejorada,34.500000
Muzo,15480,Inadecuada eliminación de excretas,23.000000
Muzo,15480,Material inadecuado de pisos,14.300000
Muzo,15480,Material inadecuado de paredes exteriores,9.700000
Muzo,15480,Hacinamiento crítico,9.100000
Muzo,15480,Cluster,4.000000
Nobsa,15491,Analfabetismo,5.400000
Nobsa,15491,Bajo logro educativo,41.700000
Nobsa,15491,Inasistencia escolar,2.400000
Nobsa,15491,Rezago escolar,10.700000
Nobsa,15491,Barreras a servicios para cuidado de la primera infancia,1.200000
Nobsa,15491,Trabajo infantil,0.600000
Nobsa,15491,Tasa de dependencia,31.100000
Nobsa,15491,Trabajo informal,79.600000
Nobsa,15491,Sin aseguramiento en salud,13.000000
Nobsa,15491,Barreras de acceso a servicios de salud,3.200000
Nobsa,15491,Sin acceso a fuente de agua mejorada,0.800000
Nobsa,15491,Inadecuada eliminación de excretas,1.200000
Nobsa,15491,Material inadecuado de pisos,0.500000
Nobsa,15491,Material inadecuado de paredes exteriores,0.200000
Nobsa,15491,Hacinamiento crítico,3.500000
Nobsa,15491,Cluster,3.000000
Nuevo Colón,15494,Analfabetismo,12.900000
Nuevo Colón,15494,Bajo logro educativo,76.300000
Nuevo Colón,15494,Inasistencia escolar,5.500000
Nuevo Colón,15494,Rezago escolar,16.100000
Nuevo Colón,15494,Barreras a servicios para cuidado de la primera infancia,2.000000
Nuevo Colón,15494,Trabajo infantil,1.500000
Nuevo Colón,15494,Tasa de dependencia,49.100000
Nuevo Colón,15494,Trabajo informal,94.200000
Nuevo Colón,15494,Sin aseguramiento en salud,9.800000
Nuevo Colón,15494,Barreras de acceso a servicios de salud,9.400000
Nuevo Colón,15494,Sin acceso a fuente de agua mejorada,19.800000
Nuevo Colón,15494,Inadecuada eliminación de excretas,30.400000
Nuevo Colón,15494,Material inadecuado de pisos,12.900000
Nuevo Colón,15494,Material inadecuado de paredes exteriores,1.200000
Nuevo Colón,15494,Hacinamiento crítico,5.700000
Nuevo Colón,15494,Cluster,2.000000
Oicatá,15500,Analfabetismo,11.300000
Oicatá,15500,Bajo logro educativo,60.600000
Oicatá,15500,Inasistencia escolar,1.200000
Oicatá,15500,Rezago escolar,18.100000
Oicatá,15500,Barreras a servicios para cuidado de la primera infancia,1.700000
Oicatá,15500,Trabajo infantil,1.000000
Oicatá,15500,Tasa de dependencia,26.100000
Oicatá,15500,Trabajo informal,80.300000
Oicatá,15500,Sin aseguramiento en salud,13.500000
Oicatá,15500,Barreras de acceso a servicios de salud,9.900000
Oicatá,15500,Sin acceso a fuente de agua mejorada,5.000000
Oicatá,15500,Inadecuada eliminación de excretas,7.400000
Oicatá,15500,Material inadecuado de pisos,8.200000
Oicatá,15500,Material inadecuado de paredes exteriores,0.300000
Oicatá,15500,Hacinamiento crítico,5.800000
Oicatá,15500,Cluster,5.000000
Otanche,15507,Analfabetismo,19.000000
Otanche,15507,Bajo logro educativo,73.200000
Otanche,15507,Inasistencia escolar,4.000000
Otanche,15507,Rezago escolar,14.000000
Otanche,15507,Barreras a servicios para cuidado de la primera infancia,1.700000
Otanche,15507,Trabajo infantil,1.900000
Otanche,15507,Tasa de dependencia,31.000000
Otanche,15507,Trabajo informal,86.600000
Otanche,15507,Sin aseguramiento en salud,12.500000
Otanche,15507,Barreras de acceso a servicios de salud,3.300000
Otanche,15507,Sin acceso a fuente de agua mejorada,44.100000
Otanche,15507,Inadecuada eliminación de excretas,42.600000
Otanche,15507,Material inadecuado de pisos,17.000000
Otanche,15507,Material inadecuado de paredes exteriores,18.400000
Otanche,15507,Hacinamiento crítico,5.800000
Otanche,15507,Cluster,4.000000
Pachavita,15511,Analfabetismo,15.300000
Pachavita,15511,Bajo logro educativo,82.400000
Pachavita,15511,Inasistencia escolar,3.100000
Pachavita,15511,Rezago escolar,14.500000
Pachavita,15511,Barreras a servicios para cuidado de la primera infancia,0.900000
Pachavita,15511,Trabajo infantil,0.900000
Pachavita,15511,Tasa de dependencia,39.300000
Pachavita,15511,Trabajo informal,89.100000
Pachavita,15511,Sin aseguramiento en salud,6.200000
Pachavita,15511,Barreras de acceso a servicios de salud,13.500000
Pachavita,15511,Sin acceso a fuente de agua mejorada,19.000000
Pachavita,15511,Inadecuada eliminación de excretas,10.300000
Pachavita,15511,Material inadecuado de pisos,12.700000
Pachavita,15511,Material inadecuado de paredes exteriores,0.400000
Pachavita,15511,Hacinamiento crítico,4.700000
Pachavita,15511,Cluster,1.000000
Páez,15514,Analfabetismo,14.800000
Páez,15514,Bajo logro educativo,73.100000
Páez,15514,Inasistencia escolar,2.700000
Páez,15514,Rezago escolar,13.700000
Páez,15514,Barreras a servicios para cuidado de la primera infancia,1.400000
Páez,15514,Trabajo infantil,1.000000
Páez,15514,Tasa de dependencia,43.000000
Páez,15514,Trabajo informal,84.800000
Páez,15514,Sin aseguramiento en salud,9.200000
Páez,15514,Barreras de acceso a servicios de salud,3.900000
Páez,15514,Sin acceso a fuente de agua mejorada,47.300000
Páez,15514,Inadecuada eliminación de excretas,13.800000
Páez,15514,Material inadecuado de pisos,11.800000
Páez,15514,Material inadecuado de paredes exteriores,1.400000
Páez,15514,Hacinamiento crítico,3.800000
Páez,15514,Cluster,4.000000
Paipa,15516,Analfabetismo,6.900000
Paipa,15516,Bajo logro educativo,46.500000
Paipa,15516,Inasistencia escolar,1.900000
Paipa,15516,Rezago escolar,13.700000
Paipa,15516,Barreras a servicios para cuidado de la primera infancia,0.900000
Paipa,15516,Trabajo infantil,0.900000
Paipa,15516,Tasa de dependencia,31.800000
Paipa,15516,Trabajo informal,78.000000
Paipa,15516,Sin aseguramiento en salud,11.300000
Paipa,15516,Barreras de acceso a servicios de salud,3.500000
Paipa,15516,Sin acceso a fuente de agua mejorada,5.100000
Paipa,15516,Inadecuada eliminación de excretas,4.400000
Paipa,15516,Material inadecuado de pisos,2.000000
Paipa,15516,Material inadecuado de paredes exteriores,0.200000
Paipa,15516,Hacinamiento crítico,4.600000
Paipa,15516,Cluster,3.000000
Pajarito,15518,Analfabetismo,15.500000
Pajarito,15518,Bajo logro educativo,65.800000
Pajarito,15518,Inasistencia escolar,2.000000
Pajarito,15518,Rezago escolar,12.900000
Pajarito,15518,Barreras a servicios para cuidado de la primera infancia,1.700000
Pajarito,15518,Trabajo infantil,1.000000
Pajarito,15518,Tasa de dependencia,29.900000
Pajarito,15518,Trabajo informal,78.100000
Pajarito,15518,Sin aseguramiento en salud,14.200000
Pajarito,15518,Barreras de acceso a servicios de salud,1.600000
Pajarito,15518,Sin acceso a fuente de agua mejorada,23.500000
Pajarito,15518,Inadecuada eliminación de excretas,9.400000
Pajarito,15518,Material inadecuado de pisos,3.000000
Pajarito,15518,Material inadecuado de paredes exteriores,0.700000
Pajarito,15518,Hacinamiento crítico,6.000000
Pajarito,15518,Cluster,5.000000
Panqueba,15522,Analfabetismo,16.600000
Panqueba,15522,Bajo logro educativo,67.400000
Panqueba,15522,Inasistencia escolar,4.600000
Panqueba,15522,Rezago escolar,13.500000
Panqueba,15522,Barreras a servicios para cuidado de la primera infancia,2.400000
Panqueba,15522,Trabajo infantil,1.800000
Panqueba,15522,Tasa de dependencia,52.100000
Panqueba,15522,Trabajo informal,92.000000
Panqueba,15522,Sin aseguramiento en salud,12.900000
Panqueba,15522,Barreras de acceso a servicios de salud,0.500000
Panqueba,15522,Sin acceso a fuente de agua mejorada,27.500000
Panqueba,15522,Inadecuada eliminación de excretas,6.000000
Panqueba,15522,Material inadecuado de pisos,24.000000
Panqueba,15522,Material inadecuado de paredes exteriores,0.900000
Panqueba,15522,Hacinamiento crítico,8.900000
Panqueba,15522,Cluster,1.000000
Pauna,15531,Analfabetismo,29.500000
Pauna,15531,Bajo logro educativo,80.000000
Pauna,15531,Inasistencia escolar,3.800000
Pauna,15531,Rezago escolar,11.300000
Pauna,15531,Barreras a servicios para cuidado de la primera infancia,1.300000
Pauna,15531,Trabajo infantil,1.900000
Pauna,15531,Tasa de dependencia,33.700000
Pauna,15531,Trabajo informal,91.500000
Pauna,15531,Sin aseguramiento en salud,10.900000
Pauna,15531,Barreras de acceso a servicios de salud,2.700000
Pauna,15531,Sin acceso a fuente de agua mejorada,52.600000
Pauna,15531,Inadecuada eliminación de excretas,30.200000
Pauna,15531,Material inadecuado de pisos,14.800000
Pauna,15531,Material inadecuado de paredes exteriores,2.600000
Pauna,15531,Hacinamiento crítico,3.700000
Pauna,15531,Cluster,4.000000
Paya,15533,Analfabetismo,25.000000
Paya,15533,Bajo logro educativo,77.100000
Paya,15533,Inasistencia escolar,6.200000
Paya,15533,Rezago escolar,26.600000
Paya,15533,Barreras a servicios para cuidado de la primera infancia,3.200000
Paya,15533,Trabajo infantil,2.900000
Paya,15533,Tasa de dependencia,59.500000
Paya,15533,Trabajo informal,92.500000
Paya,15533,Sin aseguramiento en salud,9.500000
Paya,15533,Barreras de acceso a servicios de salud,2.900000
Paya,15533,Sin acceso a fuente de agua mejorada,59.600000
Paya,15533,Inadecuada eliminación de excretas,42.400000
Paya,15533,Material inadecuado de pisos,64.400000
Paya,15533,Material inadecuado de paredes exteriores,1.700000
Paya,15533,Hacinamiento crítico,15.300000
