geo,Municipio,Año,Rango de clasificación
15646,Samaca,2020,3. Vulnerable (<=60 y <70)
15660,San Eduardo,2020,3. Vulnerable (<=60 y <70)
15664,San Jose De Pare,2020,3. Vulnerable (<=60 y <70)
15667,San Luis De Gaceno,2020,2. Riesgo (>=40 y < 60)
15673,San Mateo,2020,4. Sostenible (>=70 y <80)
15676,San Miguel De Sema,2020,3. Vulnerable (<=60 y <70)
15681,San Pablo De Borbur,2020,4. Sostenible (>=70 y <80)
15686,Santana,2020,5.Solvente (>=80)
15690,Santa Maria,2020,5.Solvente (>=80)
15693,Santa Rosa De Viterb,2020,3. Vulnerable (<=60 y <70)
15696,Santa Sofia,2020,2. Riesgo (>=40 y < 60)
15720,Sativanorte,2020,3. Vulnerable (<=60 y <70)
15723,Sativasur,2020,3. Vulnerable (<=60 y <70)
15740,Siachoque,2020,3. Vulnerable (<=60 y <70)
15753,Soata,2020,3. Vulnerable (<=60 y <70)
15755,Socota,2020,3. Vulnerable (<=60 y <70)
15757,Socha,2020,4. Sostenible (>=70 y <80)
15759,Sogamoso,2020,3. Vulnerable (<=60 y <70)
15761,Somondoco,2020,2. Riesgo (>=40 y < 60)
15762,Sora,2020,3. Vulnerable (<=60 y <70)
15763,Sotaquira,2020,4. Sostenible (>=70 y <80)
15764,Soraca,2020,2. Riesgo (>=40 y < 60)
15774,Susacon,2020,4. Sostenible (>=70 y <80)
15776,Sutamarchan,2020,3. Vulnerable (<=60 y <70)
15778,Sutatenza,2020,3. Vulnerable (<=60 y <70)
15790,Tasco,2020,3. Vulnerable (<=60 y <70)
15798,Tenza,2020,3. Vulnerable (<=60 y <70)
15804,Tibana,2020,5.Solvente (>=80)
15806,Tibasosa,2020,2. Riesgo (>=40 y < 60)
15808,Tinjaca,2020,2. Riesgo (>=40 y < 60)
15810,Tipacoque,2020,3. Vulnerable (<=60 y <70)
15814,Toca,2020,3. Vulnerable (<=60 y <70)
15816,Togui,2020,3. Vulnerable (<=60 y <70)
15820,Topaga,2020,3. Vulnerable (<=60 y <70)
15822,Tota,2020,3. Vulnerable (<=60 y <70)
15832,Tunungua,2020,3. Vulnerable (<=60 y <70)
15835,Turmeque,2020,4. Sostenible (>=70 y <80)
15837,Tuta,2020,5.Solvente (>=80)
15839,Tutasa,2020,4. Sostenible (>=70 y <80)
15842,Umbita,2020,4. Sostenible (>=70 y <80)
15861,Ventaquemada,2020,5.Solvente (>=80)
15879,Viracacha,2020,3. Vulnerable (<=60 y <70)
15897,Zetaquira,2020,4. Sostenible (>=70 y <80)
