geo,Municipio,Producción(t)
15187,CHIVATÁ,44.200000
15466,MONGUÍ,7.000000
15740,SIACHOQUE,833.000000
15759,SOGAMOSO,9.000000
15764,SORACÁ,111.800000
15806,TIBASOSA,31.500000
15814,TOCA,77.000000
15837,TUTA,165.000000
15842,UMBITA,0.800000
