geo,Municipio,Producción(t)
15087,BELÉN,174.500000
15131,CALDAS,10.000000
15187,CHIVATÁ,458.000000
15189,CIÉNEGA,1545.000000
15204,CÓMBITA,488.600000
15224,CUCAITA,221.000000
15491,NOBSA,47.000000
15500,OICATÁ,182.000000
15516,PAIPA,962.520000
15542,PESCA,20.000000
15740,SIACHOQUE,3760.000000
15814,TOCA,514.000000
15001,TUNJA,3612.000000
15837,TUTA,919.000000
