geo,Municipio,Hectareas
15001,Tunja,3420.15
15187,Chivatá,2042.57
15204,Combita,1977.11
15224,Cucaita,1187.86
15476,Motavita,1372.65
15500,Oicata,633.31
15516,Paipa,122.72
15646,Samacá,1965.9
15740,Siachoque,94.57
15762,Sora,119.88
15763,Sotaquirá,391.43
15764,Soracá,2451.79
15814,Toca,119.83
15837,Tuta,1907.24
