geo,Municipio,Cultivo,Año,Rendimiento (t/ha)
15299,Garagoa,Fique,2019,8
15600,Ráquira,Fique,2019,5
15621,Rondón,Fique,2019,62
15299,Garagoa,Fique,2020,1
15600,Ráquira,Fique,2020,5
15621,Rondón,Fique,2020,7
