geo,Año,Rango de edad,Sexo,Casos
15001,2020,Adultez,FEMENINO,1
15001,2020,Adultez,MASCULINO,3
15001,2020,Infancia,FEMENINO,1
15001,2020,Infancia,MASCULINO,1
15001,2020,Juventud,MASCULINO,1
15001,2020,Vejez,FEMENINO,1
15047,2020,Adultez,MASCULINO,1
15047,2020,Juventud,MASCULINO,1
15047,2020,Vejez,MASCULINO,1
15131,2020,Adultez,MASCULINO,1
15176,2020,Adultez,FEMENINO,1
15176,2020,Adultez,MASCULINO,3
15183,2020,Adultez,MASCULINO,1
15204,2020,Adultez,MASCULINO,3
15204,2020,Juventud,MASCULINO,2
15236,2020,Adultez,MASCULINO,1
15238,2020,Adultez,MASCULINO,3
15238,2020,Juventud,MASCULINO,2
15244,2020,Adultez,MASCULINO,1
15244,2020,Primera infancia,MASCULINO,1
15296,2020,Adultez,MASCULINO,1
15322,2020,Adultez,MASCULINO,1
15325,2020,Adultez,FEMENINO,1
15332,2020,Adultez,MASCULINO,1
15367,2020,Juventud,MASCULINO,1
15407,2020,Adultez,FEMENINO,1
15469,2020,Adultez,MASCULINO,1
15480,2020,Adultez,MASCULINO,1
15491,2020,Juventud,MASCULINO,1
15507,2020,Juventud,MASCULINO,1
15531,2020,Adultez,MASCULINO,1
15531,2020,Vejez,MASCULINO,1
15580,2020,Vejez,MASCULINO,1
15646,2020,Juventud,MASCULINO,2
15667,2020,Adultez,MASCULINO,1
15757,2020,Vejez,FEMENINO,1
15759,2020,Adultez,MASCULINO,4
15759,2020,Juventud,MASCULINO,3
15764,2020,Adultez,MASCULINO,1
15764,2020,Juventud,MASCULINO,1
15806,2020,Adultez,MASCULINO,2
15832,2020,Adultez,MASCULINO,1
15839,2020,Adolescencia,MASCULINO,1
15842,2020,Adultez,FEMENINO,1
15001,2021,Adultez,MASCULINO,3
15001,2021,Juventud,FEMENINO,1
15001,2021,Juventud,MASCULINO,6
15001,2021,Primera infancia,MASCULINO,2
15047,2021,Adultez,MASCULINO,1
15047,2021,Vejez,MASCULINO,1
15097,2021,Infancia,MASCULINO,1
15104,2021,Adultez,MASCULINO,1
15114,2021,Adultez,FEMENINO,1
15135,2021,Adultez,MASCULINO,1
15176,2021,Adultez,MASCULINO,1
15176,2021,Juventud,FEMENINO,2
15176,2021,Juventud,MASCULINO,2
15183,2021,Adultez,MASCULINO,1
15183,2021,Juventud,FEMENINO,1
15204,2021,Adultez,MASCULINO,1
15204,2021,Juventud,MASCULINO,1
15226,2021,Juventud,MASCULINO,1
15238,2021,Adolescencia,FEMENINO,1
15238,2021,Adultez,MASCULINO,4
15238,2021,Juventud,MASCULINO,2
15299,2021,Adultez,MASCULINO,1
15322,2021,Vejez,MASCULINO,1
15368,2021,Vejez,MASCULINO,1
15407,2021,Juventud,MASCULINO,1
15507,2021,Adultez,MASCULINO,1
15516,2021,Adultez,MASCULINO,1
15516,2021,Juventud,MASCULINO,2
15531,2021,Adultez,FEMENINO,1
15531,2021,Juventud,MASCULINO,1
15542,2021,Adultez,MASCULINO,1
15580,2021,Adultez,MASCULINO,2
15580,2021,Vejez,MASCULINO,1
15599,2021,Adultez,MASCULINO,2
15632,2021,Adultez,MASCULINO,1
15646,2021,Adultez,MASCULINO,2
15646,2021,Juventud,FEMENINO,1
15667,2021,Juventud,MASCULINO,1
15681,2021,Adultez,MASCULINO,1
15755,2021,Juventud,MASCULINO,1
15757,2021,Adultez,FEMENINO,1
15759,2021,Adultez,MASCULINO,2
15759,2021,Juventud,MASCULINO,2
15764,2021,Adultez,MASCULINO,1
15764,2021,Juventud,MASCULINO,1
15820,2021,Adultez,MASCULINO,1
15832,2021,Adultez,FEMENINO,1
15835,2021,Adultez,MASCULINO,1
15861,2021,Juventud,MASCULINO,1
25807,2021,Adultez,MASCULINO,1
68077,2021,Adultez,MASCULINO,1
68101,2021,Adultez,MASCULINO,1
15001,2022,Adultez,FEMENINO,2
15001,2022,Adultez,MASCULINO,2
15001,2022,Juventud,FEMENINO,1
15001,2022,Juventud,MASCULINO,3
15001,2022,Vejez,FEMENINO,2
15047,2022,Juventud,MASCULINO,1
15090,2022,Adultez,MASCULINO,1
15131,2022,Adultez,MASCULINO,1
15176,2022,Adultez,MASCULINO,2
15176,2022,Juventud,MASCULINO,2
15183,2022,Juventud,MASCULINO,1
15204,2022,Adultez,MASCULINO,2
15204,2022,Juventud,MASCULINO,1
15204,2022,Vejez,MASCULINO,2
15212,2022,Adultez,MASCULINO,1
