geo,Municipio,Año,Rango edad,Cantidad
15531,Pauna,2020,Entre 1 y 2 años,3072
15533,Paya,2020,Entre 1 y 2 años,1769
15537,Paz de Río,2020,Entre 1 y 2 años,896
15542,Pesca,2020,Entre 1 y 2 años,3020
15550,Pisba,2020,Entre 1 y 2 años,1050
15572,Puerto Boyacá,2020,Entre 1 y 2 años,45623
15580,Quípama,2020,Entre 1 y 2 años,1511
15599,Ramiriquí,2020,Entre 1 y 2 años,1617
15600,Ráquira,2020,Entre 1 y 2 años,1307
15621,Rondón,2020,Entre 1 y 2 años,2038
15632,Saboyá,2020,Entre 1 y 2 años,5061
15638,Sáchica,2020,Entre 1 y 2 años,269
15646,Samacá,2020,Entre 1 y 2 años,2241
15660,San Eduardo,2020,Entre 1 y 2 años,1247
15664,San José de Pare,2020,Entre 1 y 2 años,405
15667,San Luis de Gaceno,2020,Entre 1 y 2 años,8760
15673,San Mateo,2020,Entre 1 y 2 años,2118
15676,San Miguel de Sema,2020,Entre 1 y 2 años,3157
15681,San Pablo de Borbur,2020,Entre 1 y 2 años,1689
15686,Santana,2020,Entre 1 y 2 años,435
15690,Santa María,2020,Entre 1 y 2 años,2853
15693,Santa Rosa de Viterbo,2020,Entre 1 y 2 años,2519
15696,Santa Sofía,2020,Entre 1 y 2 años,1493
15720,Sativanorte,2020,Entre 1 y 2 años,1116
15723,Sativasur,2020,Entre 1 y 2 años,596
15740,Siachoque,2020,Entre 1 y 2 años,2685
15753,Soatá,2020,Entre 1 y 2 años,1067
15755,Socotá,2020,Entre 1 y 2 años,2501
15757,Socha,2020,Entre 1 y 2 años,1050
15759,Sogamoso,2020,Entre 1 y 2 años,3835
15761,Somondoco,2020,Entre 1 y 2 años,1043
15762,Sora,2020,Entre 1 y 2 años,598
15763,Sotaquirá,2020,Entre 1 y 2 años,4015
15764,Soracá,2020,Entre 1 y 2 años,1894
15774,Susacón,2020,Entre 1 y 2 años,1525
15776,Sutamarchán,2020,Entre 1 y 2 años,1470
15778,Sutatenza,2020,Entre 1 y 2 años,919
15790,Tasco,2020,Entre 1 y 2 años,2303
15798,Tenza,2020,Entre 1 y 2 años,1310
15804,Tibaná,2020,Entre 1 y 2 años,2472
15806,Tibasosa,2020,Entre 1 y 2 años,2037
15808,Tinjacá,2020,Entre 1 y 2 años,844
15810,Tipacoque,2020,Entre 1 y 2 años,846
15814,Toca,2020,Entre 1 y 2 años,3049
15816,Togüí,2020,Entre 1 y 2 años,598
15820,Tópaga,2020,Entre 1 y 2 años,386
15822,Tota,2020,Entre 1 y 2 años,2288
15832,Tununguá,2020,Entre 1 y 2 años,160
15835,Turmequé,2020,Entre 1 y 2 años,2195
15837,Tuta,2020,Entre 1 y 2 años,5067
15839,Tutazá,2020,Entre 1 y 2 años,1374
15842,Úmbita,2020,Entre 1 y 2 años,2727
15861,Ventaquemada,2020,Entre 1 y 2 años,4508
15879,Viracachá,2020,Entre 1 y 2 años,1066
15897,Zetaquirá,2020,Entre 1 y 2 años,2382
15001,Tunja,2021,Entre 1 y 2 años,2625
15022,Almeida,2021,Entre 1 y 2 años,609
15047,Aquitania,2021,Entre 1 y 2 años,4548
15051,Arcabuco,2021,Entre 1 y 2 años,2645
15087,Belén,2021,Entre 1 y 2 años,2960
15090,Berbeo,2021,Entre 1 y 2 años,840
15092,Betéitiva,2021,Entre 1 y 2 años,797
15097,Boavita,2021,Entre 1 y 2 años,2070
15104,Boyacá,2021,Entre 1 y 2 años,1448
15106,Briceño,2021,Entre 1 y 2 años,726
15109,Buenavista,2021,Entre 1 y 2 años,1852
15114,Busbanzá,2021,Entre 1 y 2 años,240
15131,Caldas,2021,Entre 1 y 2 años,1864
15135,Campohermoso,2021,Entre 1 y 2 años,4039
15162,Cerinza,2021,Entre 1 y 2 años,1004
15172,Chinavita,2021,Entre 1 y 2 años,1637
15176,Chiquinquirá,2021,Entre 1 y 2 años,5652
15180,Chiscas,2021,Entre 1 y 2 años,2480
15183,Chita,2021,Entre 1 y 2 años,2900
15185,Chitaraque,2021,Entre 1 y 2 años,985
15187,Chivatá,2021,Entre 1 y 2 años,722
15189,Ciénega,2021,Entre 1 y 2 años,1452
15204,Cómbita,2021,Entre 1 y 2 años,2579
15212,Coper,2021,Entre 1 y 2 años,1869
15215,Corrales,2021,Entre 1 y 2 años,279
15218,Covarachía,2021,Entre 1 y 2 años,438
15223,Cubará,2021,Entre 1 y 2 años,1996
15224,Cucaita,2021,Entre 1 y 2 años,564
15226,Cuítiva,2021,Entre 1 y 2 años,829
15232,Chíquiza,2021,Entre 1 y 2 años,1003
15236,Chivor,2021,Entre 1 y 2 años,793
15238,Duitama,2021,Entre 1 y 2 años,3255
15244,El Cocuy,2021,Entre 1 y 2 años,3046
15248,El Espino,2021,Entre 1 y 2 años,1689
15272,Firavitoba,2021,Entre 1 y 2 años,2235
15276,Floresta,2021,Entre 1 y 2 años,1652
15293,Gachantivá,2021,Entre 1 y 2 años,1431
15296,Gámeza,2021,Entre 1 y 2 años,1414
15299,Garagoa,2021,Entre 1 y 2 años,3255
15317,Guacamayas,2021,Entre 1 y 2 años,1021
15322,Guateque,2021,Entre 1 y 2 años,863
15325,Guayatá,2021,Entre 1 y 2 años,1690
15332,Güicán,2021,Entre 1 y 2 años,2043
15362,Iza,2021,Entre 1 y 2 años,770
15367,Jenesano,2021,Entre 1 y 2 años,1639
15368,Jericó,2021,Entre 1 y 2 años,1202
15377,Labranzagrande,2021,Entre 1 y 2 años,3375
15380,La Capilla,2021,Entre 1 y 2 años,1427
15401,La Victoria,2021,Entre 1 y 2 años,845
15403,La Uvita,2021,Entre 1 y 2 años,2277
15407,Villa de Leiva,2021,Entre 1 y 2 años,1309
15425,Macanal,2021,Entre 1 y 2 años,2439
15442,Maripí,2021,Entre 1 y 2 años,1264
15455,Miraflores,2021,Entre 1 y 2 años,4312
15464,Mongua,2021,Entre 1 y 2 años,2086
15466,Monguí,2021,Entre 1 y 2 años,1291
15469,Moniquirá,2021,Entre 1 y 2 años,3204
15476,Motavita,2021,Entre 1 y 2 años,1729
15480,Muzo,2021,Entre 1 y 2 años,1998
15491,Nobsa,2021,Entre 1 y 2 años,474
15494,Nuevo Colón,2021,Entre 1 y 2 años,823
15500,Oicatá,2021,Entre 1 y 2 años,1237
15507,Otanche,2021,Entre 1 y 2 años,4855
15511,Pachavita,2021,Entre 1 y 2 años,1340
15514,Páez,2021,Entre 1 y 2 años,4004
15516,Paipa,2021,Entre 1 y 2 años,5475
15518,Pajarito,2021,Entre 1 y 2 años,1819
15522,Panqueba,2021,Entre 1 y 2 años,822
15531,Pauna,2021,Entre 1 y 2 años,2369
15533,Paya,2021,Entre 1 y 2 años,1876
15537,Paz de Río,2021,Entre 1 y 2 años,769
15542,Pesca,2021,Entre 1 y 2 años,2559
15550,Pisba,2021,Entre 1 y 2 años,1074
15572,Puerto Boyacá,2021,Entre 1 y 2 años,43866
15580,Quípama,2021,Entre 1 y 2 años,1673
15599,Ramiriquí,2021,Entre 1 y 2 años,2343
15600,Ráquira,2021,Entre 1 y 2 años,1135
15621,Rondón,2021,Entre 1 y 2 años,2151
15632,Saboyá,2021,Entre 1 y 2 años,5458
15638,Sáchica,2021,Entre 1 y 2 años,352
15646,Samacá,2021,Entre 1 y 2 años,2808
15660,San Eduardo,2021,Entre 1 y 2 años,1203
15664,San José de Pare,2021,Entre 1 y 2 años,570
15667,San Luis de Gaceno,2021,Entre 1 y 2 años,7979
15673,San Mateo,2021,Entre 1 y 2 años,2183
15676,San Miguel de Sema,2021,Entre 1 y 2 años,3718
15681,San Pablo de Borbur,2021,Entre 1 y 2 años,1604
15686,Santana,2021,Entre 1 y 2 años,446
15690,Santa María,2021,Entre 1 y 2 años,3321
15693,Santa Rosa de Viterbo,2021,Entre 1 y 2 años,2218
15696,Santa Sofía,2021,Entre 1 y 2 años,1389
15720,Sativanorte,2021,Entre 1 y 2 años,1773
15723,Sativasur,2021,Entre 1 y 2 años,613
15740,Siachoque,2021,Entre 1 y 2 años,3240
15753,Soatá,2021,Entre 1 y 2 años,1214
15755,Socotá,2021,Entre 1 y 2 años,3058
15757,Socha,2021,Entre 1 y 2 años,1087
15759,Sogamoso,2021,Entre 1 y 2 años,3995
15761,Somondoco,2021,Entre 1 y 2 años,1002
15762,Sora,2021,Entre 1 y 2 años,538
15763,Sotaquirá,2021,Entre 1 y 2 años,4608
15764,Soracá,2021,Entre 1 y 2 años,1970
15774,Susacón,2021,Entre 1 y 2 años,1681
15776,Sutamarchán,2021,Entre 1 y 2 años,1258
15778,Sutatenza,2021,Entre 1 y 2 años,828
15790,Tasco,2021,Entre 1 y 2 años,2279
15798,Tenza,2021,Entre 1 y 2 años,1474
15804,Tibaná,2021,Entre 1 y 2 años,2700
15806,Tibasosa,2021,Entre 1 y 2 años,1899
15808,Tinjacá,2021,Entre 1 y 2 años,991
15810,Tipacoque,2021,Entre 1 y 2 años,989
15814,Toca,2021,Entre 1 y 2 años,2675
15816,Togüí,2021,Entre 1 y 2 años,899
15820,Tópaga,2021,Entre 1 y 2 años,274
15822,Tota,2021,Entre 1 y 2 años,1901
15832,Tununguá,2021,Entre 1 y 2 años,290
15835,Turmequé,2021,Entre 1 y 2 años,2183
15837,Tuta,2021,Entre 1 y 2 años,5364
15839,Tutazá,2021,Entre 1 y 2 años,1809
15842,Úmbita,2021,Entre 1 y 2 años,2733
15861,Ventaquemada,2021,Entre 1 y 2 años,5059
15879,Viracachá,2021,Entre 1 y 2 años,1584
15897,Zetaquirá,2021,Entre 1 y 2 años,2485
15001,Tunja,2019,Entre 2 y 3 años,1512
15022,Almeida,2019,Entre 2 y 3 años,415
15047,Aquitania,2019,Entre 2 y 3 años,4624
15051,Arcabuco,2019,Entre 2 y 3 años,1681
15087,Belén,2019,Entre 2 y 3 años,1601
15090,Berbeo,2019,Entre 2 y 3 años,807
15092,Betéitiva,2019,Entre 2 y 3 años,608
15097,Boavita,2019,Entre 2 y 3 años,1401
15104,Boyacá,2019,Entre 2 y 3 años,874
15106,Briceño,2019,Entre 2 y 3 años,621
15109,Buenavista,2019,Entre 2 y 3 años,1064
15114,Busbanzá,2019,Entre 2 y 3 años,148
15131,Caldas,2019,Entre 2 y 3 años,1399
15135,Campohermoso,2019,Entre 2 y 3 años,4396
15162,Cerinza,2019,Entre 2 y 3 años,1020
15172,Chinavita,2019,Entre 2 y 3 años,1883
15176,Chiquinquirá,2019,Entre 2 y 3 años,5203
15180,Chiscas,2019,Entre 2 y 3 años,2752
15183,Chita,2019,Entre 2 y 3 años,2706
15185,Chitaraque,2019,Entre 2 y 3 años,1035
15187,Chivatá,2019,Entre 2 y 3 años,234
15189,Ciénega,2019,Entre 2 y 3 años,553
15204,Cómbita,2019,Entre 2 y 3 años,1164
15212,Coper,2019,Entre 2 y 3 años,1658
15215,Corrales,2019,Entre 2 y 3 años,130
15218,Covarachía,2019,Entre 2 y 3 años,503
15223,Cubará,2019,Entre 2 y 3 años,2263
15224,Cucaita,2019,Entre 2 y 3 años,932
15226,Cuítiva,2019,Entre 2 y 3 años,268
15232,Chíquiza,2019,Entre 2 y 3 años,465
15236,Chivor,2019,Entre 2 y 3 años,783
15238,Duitama,2019,Entre 2 y 3 años,2045
15244,El Cocuy,2019,Entre 2 y 3 años,3640
15248,El Espino,2019,Entre 2 y 3 años,1466
15272,Firavitoba,2019,Entre 2 y 3 años,1146
15276,Floresta,2019,Entre 2 y 3 años,757
15293,Gachantivá,2019,Entre 2 y 3 años,1186
15296,Gámeza,2019,Entre 2 y 3 años,639
15299,Garagoa,2019,Entre 2 y 3 años,3199
15317,Guacamayas,2019,Entre 2 y 3 años,896
15322,Guateque,2019,Entre 2 y 3 años,1031
15325,Guayatá,2019,Entre 2 y 3 años,2074
15332,Güicán,2019,Entre 2 y 3 años,2441
15362,Iza,2019,Entre 2 y 3 años,550
15367,Jenesano,2019,Entre 2 y 3 años,1000
15368,Jericó,2019,Entre 2 y 3 años,757
15377,Labranzagrande,2019,Entre 2 y 3 años,3803
15380,La Capilla,2019,Entre 2 y 3 años,1058
15401,La Victoria,2019,Entre 2 y 3 años,654
15403,La Uvita,2019,Entre 2 y 3 años,2497
15407,Villa de Leiva,2019,Entre 2 y 3 años,1135
15425,Macanal,2019,Entre 2 y 3 años,2143
15442,Maripí,2019,Entre 2 y 3 años,1484
15455,Miraflores,2019,Entre 2 y 3 años,3639
15464,Mongua,2019,Entre 2 y 3 años,1799
15466,Monguí,2019,Entre 2 y 3 años,1202
15469,Moniquirá,2019,Entre 2 y 3 años,2494
15476,Motavita,2019,Entre 2 y 3 años,620
15480,Muzo,2019,Entre 2 y 3 años,2331
15491,Nobsa,2019,Entre 2 y 3 años,210
15494,Nuevo Colón,2019,Entre 2 y 3 años,554
15500,Oicatá,2019,Entre 2 y 3 años,616
15507,Otanche,2019,Entre 2 y 3 años,4576
15511,Pachavita,2019,Entre 2 y 3 años,1189
15514,Páez,2019,Entre 2 y 3 años,4630
15516,Paipa,2019,Entre 2 y 3 años,3321
15518,Pajarito,2019,Entre 2 y 3 años,2703
15522,Panqueba,2019,Entre 2 y 3 años,821
15531,Pauna,2019,Entre 2 y 3 años,2172
15533,Paya,2019,Entre 2 y 3 años,1596
15537,Paz de Río,2019,Entre 2 y 3 años,506
15542,Pesca,2019,Entre 2 y 3 años,1556
15550,Pisba,2019,Entre 2 y 3 años,753
15572,Puerto Boyacá,2019,Entre 2 y 3 años,44966
15580,Quípama,2019,Entre 2 y 3 años,1707
15599,Ramiriquí,2019,Entre 2 y 3 años,1292
15600,Ráquira,2019,Entre 2 y 3 años,1142
15621,Rondón,2019,Entre 2 y 3 años,1420
15632,Saboyá,2019,Entre 2 y 3 años,5362
15638,Sáchica,2019,Entre 2 y 3 años,107
15646,Samacá,2019,Entre 2 y 3 años,1670
15660,San Eduardo,2019,Entre 2 y 3 años,1202
15664,San José de Pare,2019,Entre 2 y 3 años,264
15667,San Luis de Gaceno,2019,Entre 2 y 3 años,10340
15673,San Mateo,2019,Entre 2 y 3 años,2464
15676,San Miguel de Sema,2019,Entre 2 y 3 años,2337
15681,San Pablo de Borbur,2019,Entre 2 y 3 años,2448
15686,Santana,2019,Entre 2 y 3 años,383
15690,Santa María,2019,Entre 2 y 3 años,3301
15693,Santa Rosa de Viterbo,2019,Entre 2 y 3 años,1055
15696,Santa Sofía,2019,Entre 2 y 3 años,1207
15720,Sativanorte,2019,Entre 2 y 3 años,725
15723,Sativasur,2019,Entre 2 y 3 años,298
15740,Siachoque,2019,Entre 2 y 3 años,1040
15753,Soatá,2019,Entre 2 y 3 años,815
15755,Socotá,2019,Entre 2 y 3 años,2010
15757,Socha,2019,Entre 2 y 3 años,758
15759,Sogamoso,2019,Entre 2 y 3 años,1585
15761,Somondoco,2019,Entre 2 y 3 años,1006
15762,Sora,2019,Entre 2 y 3 años,196
15763,Sotaquirá,2019,Entre 2 y 3 años,3237
15764,Soracá,2019,Entre 2 y 3 años,884
15774,Susacón,2019,Entre 2 y 3 años,1049
15776,Sutamarchán,2019,Entre 2 y 3 años,726
15778,Sutatenza,2019,Entre 2 y 3 años,617
15790,Tasco,2019,Entre 2 y 3 años,1467
15798,Tenza,2019,Entre 2 y 3 años,1017
15804,Tibaná,2019,Entre 2 y 3 años,1696
15806,Tibasosa,2019,Entre 2 y 3 años,867
15808,Tinjacá,2019,Entre 2 y 3 años,452
15810,Tipacoque,2019,Entre 2 y 3 años,745
15814,Toca,2019,Entre 2 y 3 años,1516
15816,Togüí,2019,Entre 2 y 3 años,502
15820,Tópaga,2019,Entre 2 y 3 años,207
15822,Tota,2019,Entre 2 y 3 años,966
15832,Tununguá,2019,Entre 2 y 3 años,235
15835,Turmequé,2019,Entre 2 y 3 años,602
15837,Tuta,2019,Entre 2 y 3 años,4199
15839,Tutazá,2019,Entre 2 y 3 años,1697
15842,Úmbita,2019,Entre 2 y 3 años,1071
15861,Ventaquemada,2019,Entre 2 y 3 años,4128
15879,Viracachá,2019,Entre 2 y 3 años,663
15897,Zetaquirá,2019,Entre 2 y 3 años,1872
15001,Tunja,2020,Entre 2 y 3 años,2175
15022,Almeida,2020,Entre 2 y 3 años,500
15047,Aquitania,2020,Entre 2 y 3 años,4372
15051,Arcabuco,2020,Entre 2 y 3 años,1582
15087,Belén,2020,Entre 2 y 3 años,2048
15090,Berbeo,2020,Entre 2 y 3 años,840
15092,Betéitiva,2020,Entre 2 y 3 años,391
15097,Boavita,2020,Entre 2 y 3 años,1155
15104,Boyacá,2020,Entre 2 y 3 años,598
15106,Briceño,2020,Entre 2 y 3 años,652
15109,Buenavista,2020,Entre 2 y 3 años,1160
15114,Busbanzá,2020,Entre 2 y 3 años,150
15131,Caldas,2020,Entre 2 y 3 años,1857
15135,Campohermoso,2020,Entre 2 y 3 años,4151
15162,Cerinza,2020,Entre 2 y 3 años,849
15172,Chinavita,2020,Entre 2 y 3 años,1751
15176,Chiquinquirá,2020,Entre 2 y 3 años,5848
15180,Chiscas,2020,Entre 2 y 3 años,2824
15183,Chita,2020,Entre 2 y 3 años,2598
15185,Chitaraque,2020,Entre 2 y 3 años,1322
15187,Chivatá,2020,Entre 2 y 3 años,188
15189,Ciénega,2020,Entre 2 y 3 años,710
15204,Cómbita,2020,Entre 2 y 3 años,2268
15212,Coper,2020,Entre 2 y 3 años,1959
15215,Corrales,2020,Entre 2 y 3 años,214
15218,Covarachía,2020,Entre 2 y 3 años,480
15223,Cubará,2020,Entre 2 y 3 años,2315
15224,Cucaita,2020,Entre 2 y 3 años,566
15226,Cuítiva,2020,Entre 2 y 3 años,293
15232,Chíquiza,2020,Entre 2 y 3 años,857
15236,Chivor,2020,Entre 2 y 3 años,732
15238,Duitama,2020,Entre 2 y 3 años,1576
15244,El Cocuy,2020,Entre 2 y 3 años,3167
15248,El Espino,2020,Entre 2 y 3 años,1260
15272,Firavitoba,2020,Entre 2 y 3 años,1478
15276,Floresta,2020,Entre 2 y 3 años,805
15293,Gachantivá,2020,Entre 2 y 3 años,1064
15296,Gámeza,2020,Entre 2 y 3 años,597
15299,Garagoa,2020,Entre 2 y 3 años,3050
15317,Guacamayas,2020,Entre 2 y 3 años,868
15322,Guateque,2020,Entre 2 y 3 años,953
15325,Guayatá,2020,Entre 2 y 3 años,2257
15332,Güicán,2020,Entre 2 y 3 años,1871
15362,Iza,2020,Entre 2 y 3 años,465
15367,Jenesano,2020,Entre 2 y 3 años,960
15368,Jericó,2020,Entre 2 y 3 años,922
15377,Labranzagrande,2020,Entre 2 y 3 años,3861
15380,La Capilla,2020,Entre 2 y 3 años,1001
15401,La Victoria,2020,Entre 2 y 3 años,830
15403,La Uvita,2020,Entre 2 y 3 años,2193
15407,Villa de Leiva,2020,Entre 2 y 3 años,1156
15425,Macanal,2020,Entre 2 y 3 años,2158
15442,Maripí,2020,Entre 2 y 3 años,1260
15455,Miraflores,2020,Entre 2 y 3 años,3522
15464,Mongua,2020,Entre 2 y 3 años,1602
15466,Monguí,2020,Entre 2 y 3 años,837
15469,Moniquirá,2020,Entre 2 y 3 años,2717
15476,Motavita,2020,Entre 2 y 3 años,596
15480,Muzo,2020,Entre 2 y 3 años,1844
15491,Nobsa,2020,Entre 2 y 3 años,332
15494,Nuevo Colón,2020,Entre 2 y 3 años,428
15500,Oicatá,2020,Entre 2 y 3 años,666
15507,Otanche,2020,Entre 2 y 3 años,3582
15511,Pachavita,2020,Entre 2 y 3 años,1138
15514,Páez,2020,Entre 2 y 3 años,4356
15516,Paipa,2020,Entre 2 y 3 años,3973
15518,Pajarito,2020,Entre 2 y 3 años,2556
15522,Panqueba,2020,Entre 2 y 3 años,819
15531,Pauna,2020,Entre 2 y 3 años,2754
15533,Paya,2020,Entre 2 y 3 años,1600
15537,Paz de Río,2020,Entre 2 y 3 años,864
15542,Pesca,2020,Entre 2 y 3 años,1534
15550,Pisba,2020,Entre 2 y 3 años,886
15572,Puerto Boyacá,2020,Entre 2 y 3 años,43031
15580,Quípama,2020,Entre 2 y 3 años,1586
15599,Ramiriquí,2020,Entre 2 y 3 años,1502
15600,Ráquira,2020,Entre 2 y 3 años,746
15621,Rondón,2020,Entre 2 y 3 años,1599
15632,Saboyá,2020,Entre 2 y 3 años,2998
15638,Sáchica,2020,Entre 2 y 3 años,87
15646,Samacá,2020,Entre 2 y 3 años,1469
15660,San Eduardo,2020,Entre 2 y 3 años,1074
15664,San José de Pare,2020,Entre 2 y 3 años,445
15667,San Luis de Gaceno,2020,Entre 2 y 3 años,9340
15673,San Mateo,2020,Entre 2 y 3 años,2027
15676,San Miguel de Sema,2020,Entre 2 y 3 años,2775
15681,San Pablo de Borbur,2020,Entre 2 y 3 años,2123
15686,Santana,2020,Entre 2 y 3 años,326
15690,Santa María,2020,Entre 2 y 3 años,3195
15693,Santa Rosa de Viterbo,2020,Entre 2 y 3 años,1365
15696,Santa Sofía,2020,Entre 2 y 3 años,1004
15720,Sativanorte,2020,Entre 2 y 3 años,1062
15723,Sativasur,2020,Entre 2 y 3 años,350
15740,Siachoque,2020,Entre 2 y 3 años,1066
15753,Soatá,2020,Entre 2 y 3 años,918
15755,Socotá,2020,Entre 2 y 3 años,1738
15757,Socha,2020,Entre 2 y 3 años,668
15759,Sogamoso,2020,Entre 2 y 3 años,1433
15761,Somondoco,2020,Entre 2 y 3 años,793
15762,Sora,2020,Entre 2 y 3 años,175
15763,Sotaquirá,2020,Entre 2 y 3 años,2776
15764,Soracá,2020,Entre 2 y 3 años,721
15774,Susacón,2020,Entre 2 y 3 años,1146
15776,Sutamarchán,2020,Entre 2 y 3 años,990
15778,Sutatenza,2020,Entre 2 y 3 años,729
15790,Tasco,2020,Entre 2 y 3 años,1164
15798,Tenza,2020,Entre 2 y 3 años,1124
15804,Tibaná,2020,Entre 2 y 3 años,1730
15806,Tibasosa,2020,Entre 2 y 3 años,1039
15808,Tinjacá,2020,Entre 2 y 3 años,426
15810,Tipacoque,2020,Entre 2 y 3 años,712
15814,Toca,2020,Entre 2 y 3 años,2522
15816,Togüí,2020,Entre 2 y 3 años,511
15820,Tópaga,2020,Entre 2 y 3 años,256
15822,Tota,2020,Entre 2 y 3 años,995
15832,Tununguá,2020,Entre 2 y 3 años,257
15835,Turmequé,2020,Entre 2 y 3 años,919
15837,Tuta,2020,Entre 2 y 3 años,3816
15839,Tutazá,2020,Entre 2 y 3 años,1903
15842,Úmbita,2020,Entre 2 y 3 años,1159
15861,Ventaquemada,2020,Entre 2 y 3 años,3267
15879,Viracachá,2020,Entre 2 y 3 años,697
15897,Zetaquirá,2020,Entre 2 y 3 años,2229
15001,Tunja,2021,Entre 2 y 3 años,2335
15022,Almeida,2021,Entre 2 y 3 años,397
15047,Aquitania,2021,Entre 2 y 3 años,4249
15051,Arcabuco,2021,Entre 2 y 3 años,1169
15087,Belén,2021,Entre 2 y 3 años,1957
15090,Berbeo,2021,Entre 2 y 3 años,818
15092,Betéitiva,2021,Entre 2 y 3 años,406
15097,Boavita,2021,Entre 2 y 3 años,1212
15104,Boyacá,2021,Entre 2 y 3 años,688
15106,Briceño,2021,Entre 2 y 3 años,912
15109,Buenavista,2021,Entre 2 y 3 años,1059
15114,Busbanzá,2021,Entre 2 y 3 años,197
15131,Caldas,2021,Entre 2 y 3 años,1372
15135,Campohermoso,2021,Entre 2 y 3 años,4320
15162,Cerinza,2021,Entre 2 y 3 años,550
15172,Chinavita,2021,Entre 2 y 3 años,1750
15176,Chiquinquirá,2021,Entre 2 y 3 años,4739
15180,Chiscas,2021,Entre 2 y 3 años,2931
15183,Chita,2021,Entre 2 y 3 años,2789
15185,Chitaraque,2021,Entre 2 y 3 años,1274
15187,Chivatá,2021,Entre 2 y 3 años,99
15189,Ciénega,2021,Entre 2 y 3 años,353
15204,Cómbita,2021,Entre 2 y 3 años,1682
15212,Coper,2021,Entre 2 y 3 años,1602
15215,Corrales,2021,Entre 2 y 3 años,39
15218,Covarachía,2021,Entre 2 y 3 años,288
15223,Cubará,2021,Entre 2 y 3 años,2025
15224,Cucaita,2021,Entre 2 y 3 años,373
15226,Cuítiva,2021,Entre 2 y 3 años,280
15232,Chíquiza,2021,Entre 2 y 3 años,1215
15236,Chivor,2021,Entre 2 y 3 años,576
15238,Duitama,2021,Entre 2 y 3 años,1991
15244,El Cocuy,2021,Entre 2 y 3 años,3282
15248,El Espino,2021,Entre 2 y 3 años,1327
15272,Firavitoba,2021,Entre 2 y 3 años,1289
15276,Floresta,2021,Entre 2 y 3 años,843
15293,Gachantivá,2021,Entre 2 y 3 años,873
15296,Gámeza,2021,Entre 2 y 3 años,401
15299,Garagoa,2021,Entre 2 y 3 años,3253
15317,Guacamayas,2021,Entre 2 y 3 años,889
15322,Guateque,2021,Entre 2 y 3 años,744
15325,Guayatá,2021,Entre 2 y 3 años,1890
15332,Güicán,2021,Entre 2 y 3 años,1833
15362,Iza,2021,Entre 2 y 3 años,245
15367,Jenesano,2021,Entre 2 y 3 años,1270
15368,Jericó,2021,Entre 2 y 3 años,654
15377,Labranzagrande,2021,Entre 2 y 3 años,3613
15380,La Capilla,2021,Entre 2 y 3 años,878
15401,La Victoria,2021,Entre 2 y 3 años,782
15403,La Uvita,2021,Entre 2 y 3 años,2567
15407,Villa de Leiva,2021,Entre 2 y 3 años,918
15425,Macanal,2021,Entre 2 y 3 años,2385
15442,Maripí,2021,Entre 2 y 3 años,1658
15455,Miraflores,2021,Entre 2 y 3 años,3729
15464,Mongua,2021,Entre 2 y 3 años,1767
15466,Monguí,2021,Entre 2 y 3 años,1086
15469,Moniquirá,2021,Entre 2 y 3 años,2155
15476,Motavita,2021,Entre 2 y 3 años,430
15480,Muzo,2021,Entre 2 y 3 años,1844
15491,Nobsa,2021,Entre 2 y 3 años,224
15494,Nuevo Colón,2021,Entre 2 y 3 años,220
15500,Oicatá,2021,Entre 2 y 3 años,509
15507,Otanche,2021,Entre 2 y 3 años,3238
15511,Pachavita,2021,Entre 2 y 3 años,1256
15514,Páez,2021,Entre 2 y 3 años,4627
15516,Paipa,2021,Entre 2 y 3 años,3608
15518,Pajarito,2021,Entre 2 y 3 años,2525
15522,Panqueba,2021,Entre 2 y 3 años,722
15531,Pauna,2021,Entre 2 y 3 años,2901
15533,Paya,2021,Entre 2 y 3 años,1590
15537,Paz de Río,2021,Entre 2 y 3 años,677
15542,Pesca,2021,Entre 2 y 3 años,2531
15550,Pisba,2021,Entre 2 y 3 años,978
15572,Puerto Boyacá,2021,Entre 2 y 3 años,44891
15580,Quípama,2021,Entre 2 y 3 años,1280
15599,Ramiriquí,2021,Entre 2 y 3 años,1495
15600,Ráquira,2021,Entre 2 y 3 años,912
15621,Rondón,2021,Entre 2 y 3 años,1376
15632,Saboyá,2021,Entre 2 y 3 años,4294
15638,Sáchica,2021,Entre 2 y 3 años,82
15646,Samacá,2021,Entre 2 y 3 años,1596
15660,San Eduardo,2021,Entre 2 y 3 años,1176
15664,San José de Pare,2021,Entre 2 y 3 años,690
15667,San Luis de Gaceno,2021,Entre 2 y 3 años,9389
15673,San Mateo,2021,Entre 2 y 3 años,1910
15676,San Miguel de Sema,2021,Entre 2 y 3 años,2921
15681,San Pablo de Borbur,2021,Entre 2 y 3 años,2262
15686,Santana,2021,Entre 2 y 3 años,320
15690,Santa María,2021,Entre 2 y 3 años,3229
15693,Santa Rosa de Viterbo,2021,Entre 2 y 3 años,1033
15696,Santa Sofía,2021,Entre 2 y 3 años,820
15720,Sativanorte,2021,Entre 2 y 3 años,1053
15723,Sativasur,2021,Entre 2 y 3 años,487
15740,Siachoque,2021,Entre 2 y 3 años,839
15753,Soatá,2021,Entre 2 y 3 años,854
15755,Socotá,2021,Entre 2 y 3 años,1000
15757,Socha,2021,Entre 2 y 3 años,554
