geo,Municipio,Año,Sexo,Hembra
15759,Sogamoso,2021,Macho,4459
15761,Somondoco,2021,Macho,1357
15762,Sora,2021,Macho,755
15763,Sotaquirá,2021,Macho,3114
15764,Soracá,2021,Macho,2090
15774,Susacón,2021,Macho,2537
15776,Sutamarchán,2021,Macho,1627
15778,Sutatenza,2021,Macho,1138
15790,Tasco,2021,Macho,3041
15798,Tenza,2021,Macho,2171
15804,Tibaná,2021,Macho,3338
15806,Tibasosa,2021,Macho,1920
15808,Tinjacá,2021,Macho,974
15810,Tipacoque,2021,Macho,1517
15814,Toca,2021,Macho,2995
15816,Togüí,2021,Macho,892
15820,Tópaga,2021,Macho,556
15822,Tota,2021,Macho,2691
15832,Tununguá,2021,Macho,421
15835,Turmequé,2021,Macho,2430
15837,Tuta,2021,Macho,5654
15839,Tutazá,2021,Macho,2066
15842,Úmbita,2021,Macho,3581
15861,Ventaquemada,2021,Macho,5164
15879,Viracachá,2021,Macho,2133
15897,Zetaquirá,2021,Macho,4007
