geo,Municipio,Grupo cultivo,Desagregación cultivo,Año,Área cosechada
15500,Oicatá,Cereales,Trigo,2020,6.000000
15507,Otanche,Cereales,Maíz Tradicional,2020,55.000000
15507,Otanche,Cereales,Maíz Tradicional,2020,20.000000
15511,Pachavita,Cereales,Maíz Tradicional,2020,11.000000
15511,Pachavita,Cereales,Maíz Tradicional,2020,9.000000
15514,Páez,Cereales,Maíz Tradicional,2020,25.000000
15516,Paipa,Cereales,Avena,2020,32.000000
15516,Paipa,Cereales,Avena,2020,25.500000
15516,Paipa,Cereales,Maíz Tradicional,2020,45.000000
15516,Paipa,Cereales,Trigo,2020,25.000000
15518,Pajarito,Cereales,Maíz Tradicional,2020,29.000000
15522,Panqueba,Cereales,Maíz Tradicional,2020,13.000000
15522,Panqueba,Cereales,Trigo,2020,17.000000
15522,Panqueba,Cereales,Trigo,2020,11.000000
15531,Pauna,Cereales,Maíz Tradicional,2020,20.000000
15531,Pauna,Cereales,Maíz Tradicional,2020,5.000000
15533,Paya,Cereales,Maíz Tradicional,2020,65.000000
15537,Paz de Río,Cereales,Cebada,2020,4.000000
15537,Paz de Río,Cereales,Cebada,2020,1.000000
15537,Paz de Río,Cereales,Maíz Tradicional,2020,33.000000
15537,Paz de Río,Cereales,Trigo,2020,2.000000
15537,Paz de Río,Cereales,Trigo,2020,2.000000
15550,Pisba,Cereales,Maíz Tradicional,2020,25.000000
15572,Puerto Boyacá,Cereales,Arroz Secano Manual,2020,250.000000
15572,Puerto Boyacá,Cereales,Arroz Secano Manual,2020,320.000000
15572,Puerto Boyacá,Cereales,Maíz Tradicional,2020,26.000000
15572,Puerto Boyacá,Cereales,Maíz Tradicional,2020,28.000000
15580,Quípama,Cereales,Maíz Tradicional,2020,40.000000
15580,Quípama,Cereales,Maíz Tradicional,2020,35.000000
15599,Ramiriquí,Cereales,Maíz Tradicional,2020,28.000000
15599,Ramiriquí,Cereales,Maíz Tradicional,2020,9.000000
15600,Ráquira,Cereales,Maíz Tradicional,2020,46.000000
15600,Ráquira,Cereales,Maíz Tradicional,2020,46.000000
15621,Rondón,Cereales,Maíz Tradicional,2020,17.000000
15621,Rondón,Cereales,Maíz Tradicional,2020,13.000000
15632,Saboyá,Cereales,Maíz Tradicional,2020,170.000000
15646,Samacá,Cereales,Cebada,2020,10.000000
15646,Samacá,Cereales,Maíz Tradicional,2020,230.000000
15646,Samacá,Cereales,Maíz Tradicional,2020,190.000000
15660,San Eduardo,Cereales,Maíz Tecnificado,2020,2.000000
15660,San Eduardo,Cereales,Maíz Tecnificado,2020,1.000000
15660,San Eduardo,Cereales,Maíz Tradicional,2020,2.000000
15660,San Eduardo,Cereales,Maíz Tradicional,2020,1.000000
15664,San José de Pare,Cereales,Maíz Tradicional,2020,25.000000
15664,San José de Pare,Cereales,Maíz Tradicional,2020,15.000000
15667,San Luis de Gaceno,Cereales,Maíz Tradicional,2020,68.000000
15667,San Luis de Gaceno,Cereales,Maíz Tradicional,2020,65.000000
15673,San Mateo,Cereales,Maíz Tecnificado,2020,150.000000
15673,San Mateo,Cereales,Maíz Tecnificado,2020,50.000000
15673,San Mateo,Cereales,Maíz Tradicional,2020,40.000000
15673,San Mateo,Cereales,Trigo,2020,4.000000
15676,San Miguel de Sema,Cereales,Maíz Tradicional,2020,30.000000
15676,San Miguel de Sema,Cereales,Maíz Tradicional,2020,12.000000
15681,San Pablo de Borbur,Cereales,Maíz Tradicional,2020,50.000000
15681,San Pablo de Borbur,Cereales,Maíz Tradicional,2020,55.000000
15686,Santana,Cereales,Maíz Tradicional,2020,18.000000
15686,Santana,Cereales,Maíz Tradicional,2020,20.000000
15690,Santa María,Cereales,Maíz Tradicional,2020,28.000000
15690,Santa María,Cereales,Maíz Tradicional,2020,40.000000
15693,Santa Rosa de Viterbo,Cereales,Maíz Tradicional,2020,35.000000
15696,Santa Sofía,Cereales,Maíz Tradicional,2020,18.000000
15720,Sativanorte,Cereales,Cebada,2020,1.000000
15720,Sativanorte,Cereales,Cebada,2020,1.000000
15720,Sativanorte,Cereales,Maíz Tradicional,2020,20.000000
15720,Sativanorte,Cereales,Maíz Tradicional,2020,10.000000
15720,Sativanorte,Cereales,Trigo,2020,1.000000
15720,Sativanorte,Cereales,Trigo,2020,2.300000
15723,Sativasur,Cereales,Cebada,2020,1.000000
15723,Sativasur,Cereales,Maíz Tradicional,2020,14.000000
15723,Sativasur,Cereales,Trigo,2020,1.000000
15723,Sativasur,Cereales,Trigo,2020,2.000000
15740,Siachoque,Cereales,Avena,2020,320.000000
15740,Siachoque,Cereales,Avena,2020,300.000000
15740,Siachoque,Cereales,Cebada,2020,35.000000
15740,Siachoque,Cereales,Cebada,2020,35.000000
15740,Siachoque,Cereales,Maíz Tradicional,2020,320.000000
15740,Siachoque,Cereales,Maíz Tradicional,2020,300.000000
15740,Siachoque,Cereales,Quinua,2020,60.000000
15740,Siachoque,Cereales,Quinua,2020,60.000000
15753,Soatá,Cereales,Cebada,2020,2.000000
15753,Soatá,Cereales,Maíz Tradicional,2020,95.000000
15753,Soatá,Cereales,Maíz Tradicional,2020,70.000000
15753,Soatá,Cereales,Trigo,2020,18.000000
15753,Soatá,Cereales,Trigo,2020,15.000000
15755,Socotá,Cereales,Maíz Tradicional,2020,130.000000
15755,Socotá,Cereales,Trigo,2020,145.000000
15755,Socotá,Cereales,Trigo,2020,50.000000
15757,Socha,Cereales,Maíz Tradicional,2020,30.000000
15757,Socha,Cereales,Maíz Tradicional,2020,30.000000
15759,Sogamoso,Cereales,Maíz Tradicional,2020,45.000000
15761,Somondoco,Cereales,Maíz Tradicional,2020,75.000000
15762,Sora,Cereales,Cebada,2020,6.000000
15762,Sora,Cereales,Cebada,2020,5.000000
15762,Sora,Cereales,Maíz Tradicional,2020,8.000000
15762,Sora,Cereales,Maíz Tradicional,2020,4.000000
15764,Soracá,Cereales,Cebada,2020,11.000000
15764,Soracá,Cereales,Cebada,2020,15.000000
15764,Soracá,Cereales,Maíz Tradicional,2020,180.000000
15764,Soracá,Cereales,Maíz Tradicional,2020,118.000000
15764,Soracá,Cereales,Quinua,2020,2.000000
15764,Soracá,Cereales,Quinua,2020,2.000000
15764,Soracá,Cereales,Trigo,2020,4.000000
15764,Soracá,Cereales,Trigo,2020,10.000000
15774,Susacón,Cereales,Cebada,2020,9.000000
15774,Susacón,Cereales,Cebada,2020,8.000000
15774,Susacón,Cereales,Maíz Tradicional,2020,159.000000
15774,Susacón,Cereales,Maíz Tradicional,2020,129.000000
15774,Susacón,Cereales,Trigo,2020,34.000000
15774,Susacón,Cereales,Trigo,2020,27.000000
15776,Sutamarchán,Cereales,Maíz Tradicional,2020,8.000000
15776,Sutamarchán,Cereales,Maíz Tradicional,2020,7.000000
15778,Sutatenza,Cereales,Maíz Tradicional,2020,115.000000
15790,Tasco,Cereales,Cebada,2020,5.000000
15790,Tasco,Cereales,Cebada,2020,4.000000
15790,Tasco,Cereales,Maíz Tradicional,2020,23.000000
15790,Tasco,Cereales,Trigo,2020,10.000000
15790,Tasco,Cereales,Trigo,2020,10.000000
15798,Tenza,Cereales,Maíz Tradicional,2020,89.000000
15798,Tenza,Cereales,Maíz Tradicional,2020,2.000000
15804,Tibaná,Cereales,Maíz Tradicional,2020,220.000000
15804,Tibaná,Cereales,Maíz Tradicional,2020,90.000000
15806,Tibasosa,Cereales,Maíz Tradicional,2020,35.000000
15806,Tibasosa,Cereales,Quinua,2020,2.000000
15806,Tibasosa,Cereales,Quinua,2020,2.000000
15806,Tibasosa,Cereales,Trigo,2020,2.000000
15808,Tinjacá,Cereales,Maíz Tradicional,2020,10.000000
15808,Tinjacá,Cereales,Maíz Tradicional,2020,15.000000
15810,Tipacoque,Cereales,Maíz Tecnificado,2020,20.000000
15810,Tipacoque,Cereales,Maíz Tradicional,2020,35.000000
15810,Tipacoque,Cereales,Maíz Tradicional,2020,45.000000
15814,Toca,Cereales,Cebada,2020,380.000000
15814,Toca,Cereales,Cebada,2020,60.000000
15814,Toca,Cereales,Maíz Tradicional,2020,90.000000
15814,Toca,Cereales,Maíz Tradicional,2020,45.000000
15814,Toca,Cereales,Quinua,2020,20.000000
15814,Toca,Cereales,Trigo,2020,70.000000
15814,Toca,Cereales,Trigo,2020,70.000000
15816,Togüí,Cereales,Maíz Tradicional,2020,94.000000
15816,Togüí,Cereales,Maíz Tradicional,2020,55.000000
15820,Tópaga,Cereales,Cebada,2020,5.000000
15820,Tópaga,Cereales,Maíz Tradicional,2020,28.000000
15820,Tópaga,Cereales,Maíz Tradicional,2020,27.000000
15820,Tópaga,Cereales,Trigo,2020,4.000000
15820,Tópaga,Cereales,Trigo,2020,5.000000
15832,Tununguá,Cereales,Maíz Tradicional,2020,40.000000
15832,Tununguá,Cereales,Maíz Tradicional,2020,32.000000
15835,Turmequé,Cereales,Maíz Tradicional,2020,85.000000
15835,Turmequé,Cereales,Maíz Tradicional,2020,7.000000
15837,Tuta,Cereales,Avena,2020,40.000000
15837,Tuta,Cereales,Avena,2020,23.000000
15837,Tuta,Cereales,Cebada,2020,19.000000
15837,Tuta,Cereales,Cebada,2020,18.000000
15837,Tuta,Cereales,Maíz Tradicional,2020,25.000000
15837,Tuta,Cereales,Quinua,2020,19.000000
15837,Tuta,Cereales,Quinua,2020,14.000000
15839,Tutazá,Cereales,Cebada,2020,3.000000
15839,Tutazá,Cereales,Cebada,2020,3.000000
15839,Tutazá,Cereales,Maíz Tradicional,2020,6.300000
15839,Tutazá,Cereales,Maíz Tradicional,2020,3.000000
15839,Tutazá,Cereales,Trigo,2020,4.300000
15839,Tutazá,Cereales,Trigo,2020,4.300000
15842,Úmbita,Cereales,Maíz Tradicional,2020,43.000000
15842,Úmbita,Cereales,Quinua,2020,0.200000
15861,Ventaquemada,Cereales,Maíz Tradicional,2020,12.000000
15861,Ventaquemada,Cereales,Maíz Tradicional,2020,10.000000
15879,Viracachá,Cereales,Maíz Tradicional,2020,17.200000
15879,Viracachá,Cereales,Maíz Tradicional,2020,14.000000
15001,Tunja,Cereales,Avena,2021,150.000000
15001,Tunja,Cereales,Avena,2021,150.000000
15001,Tunja,Cereales,Cebada,2021,20.000000
15001,Tunja,Cereales,Cebada,2021,20.000000
15001,Tunja,Cereales,Maíz Amarillo Tradicional,2021,160.000000
15022,Almeida,Cereales,Maíz Amarillo Tradicional,2021,52.000000
15051,Arcabuco,Cereales,Maíz Amarillo Tradicional,2021,6.000000
15051,Arcabuco,Cereales,Maíz Amarillo Tradicional,2021,6.000000
15087,Belén,Cereales,Avena,2021,13.000000
15087,Belén,Cereales,Avena,2021,20.000000
15087,Belén,Cereales,Maíz Amarillo Tradicional,2021,13.000000
15090,Berbeo,Cereales,Maíz Amarillo Tradicional,2021,10.000000
15090,Berbeo,Cereales,Maíz Amarillo Tradicional,2021,10.000000
15092,Betéitiva,Cereales,Cebada,2021,5.000000
15092,Betéitiva,Cereales,Maíz Amarillo Tradicional,2021,15.000000
15092,Betéitiva,Cereales,Trigo,2021,8.000000
15097,Boavita,Cereales,Maíz Amarillo Tradicional,2021,300.000000
15097,Boavita,Cereales,Maíz Amarillo Tradicional,2021,160.000000
15097,Boavita,Cereales,Trigo,2021,15.000000
15097,Boavita,Cereales,Trigo,2021,40.000000
15104,Boyacá,Cereales,Maíz Amarillo Tradicional,2021,10.000000
15104,Boyacá,Cereales,Maíz Amarillo Tradicional,2021,13.000000
15106,Briceño,Cereales,Maíz Amarillo Tradicional,2021,26.000000
15106,Briceño,Cereales,Maíz Amarillo Tradicional,2021,30.000000
15114,Busbanzá,Cereales,Cebada,2021,1.000000
15114,Busbanzá,Cereales,Maíz Amarillo Tradicional,2021,35.000000
15114,Busbanzá,Cereales,Trigo,2021,3.000000
15131,Caldas,Cereales,Avena,2021,10.000000
15131,Caldas,Cereales,Maíz Amarillo Tradicional,2021,92.000000
15131,Caldas,Cereales,Maíz Amarillo Tradicional,2021,105.000000
15131,Caldas,Cereales,Trigo,2021,18.000000
15135,Campohermoso,Cereales,Maíz Amarillo Tradicional,2021,43.000000
15135,Campohermoso,Cereales,Maíz Amarillo Tradicional,2021,41.000000
15162,Cerinza,Cereales,Maíz Amarillo Tradicional,2021,11.500000
15162,Cerinza,Cereales,Maíz Amarillo Tradicional,2021,3.000000
15172,Chinavita,Cereales,Maíz Amarillo Tradicional,2021,8.000000
15172,Chinavita,Cereales,Maíz Amarillo Tradicional,2021,7.000000
15176,Chiquinquirá,Cereales,Maíz Amarillo Tradicional,2021,90.000000
15180,Chiscas,Cereales,Maíz Amarillo Tradicional,2021,75.000000
15180,Chiscas,Cereales,Maíz Amarillo Tradicional,2021,40.000000
15180,Chiscas,Cereales,Trigo,2021,18.000000
15183,Chita,Cereales,Maíz Amarillo Tradicional,2021,32.000000
15183,Chita,Cereales,Maíz Amarillo Tradicional,2021,18.000000
15183,Chita,Cereales,Trigo,2021,9.000000
15183,Chita,Cereales,Trigo,2021,13.500000
15185,Chitaraque,Cereales,Maíz Amarillo Tradicional,2021,41.000000
15185,Chitaraque,Cereales,Maíz Amarillo Tradicional,2021,59.000000
15187,Chivatá,Cereales,Avena,2021,60.000000
15187,Chivatá,Cereales,Avena,2021,10.000000
15187,Chivatá,Cereales,Cebada,2021,80.000000
15187,Chivatá,Cereales,Cebada,2021,25.000000
15187,Chivatá,Cereales,Maíz Amarillo Tradicional,2021,15.000000
15187,Chivatá,Cereales,Quinua,2021,5.000000
15187,Chivatá,Cereales,Quinua,2021,6.000000
15187,Chivatá,Cereales,Trigo,2021,35.000000
15204,Cómbita,Cereales,Avena,2021,25.000000
15204,Cómbita,Cereales,Avena,2021,20.000000
15204,Cómbita,Cereales,Cebada,2021,15.000000
15204,Cómbita,Cereales,Cebada,2021,12.000000
15204,Cómbita,Cereales,Maíz Amarillo Tradicional,2021,70.000000
15204,Cómbita,Cereales,Trigo,2021,10.000000
15204,Cómbita,Cereales,Trigo,2021,11.000000
15212,Coper,Cereales,Maíz Amarillo Tradicional,2021,48.000000
15212,Coper,Cereales,Maíz Amarillo Tradicional,2021,65.000000
15215,Corrales,Cereales,Maíz Amarillo Tradicional,2021,10.000000
15218,Covarachía,Cereales,Maíz Amarillo Tradicional,2021,135.000000
15218,Covarachía,Cereales,Maíz Amarillo Tradicional,2021,135.000000
15223,Cubará,Cereales,Maíz Amarillo Tradicional,2021,8.000000
15223,Cubará,Cereales,Maíz Amarillo Tradicional,2021,12.000000
15224,Cucaita,Cereales,Avena,2021,5.000000
15224,Cucaita,Cereales,Avena,2021,4.000000
15224,Cucaita,Cereales,Cebada,2021,34.000000
15224,Cucaita,Cereales,Cebada,2021,28.000000
15224,Cucaita,Cereales,Maíz Amarillo Tradicional,2021,6.000000
15224,Cucaita,Cereales,Maíz Amarillo Tradicional,2021,10.000000
15232,Chíquiza,Cereales,Maíz Amarillo Tradicional,2021,25.000000
15232,Chíquiza,Cereales,Maíz Amarillo Tradicional,2021,18.000000
15236,Chivor,Cereales,Maíz Amarillo Tradicional,2021,2.000000
15236,Chivor,Cereales,Maíz Amarillo Tradicional,2021,3.000000
15238,Duitama,Cereales,Maíz Amarillo Tradicional,2021,34.000000
15244,El Cocuy,Cereales,Cebada,2021,7.000000
15244,El Cocuy,Cereales,Cebada,2021,7.000000
15244,El Cocuy,Cereales,Maíz Amarillo Tradicional,2021,4.000000
15244,El Cocuy,Cereales,Trigo,2021,16.000000
15244,El Cocuy,Cereales,Trigo,2021,16.000000
15248,El Espino,Cereales,Maíz Amarillo Tradicional,2021,4.500000
15248,El Espino,Cereales,Maíz Amarillo Tradicional,2021,3.000000
15248,El Espino,Cereales,Trigo,2021,4.250000
15248,El Espino,Cereales,Trigo,2021,1.500000
15272,Firavitoba,Cereales,Cebada,2021,30.000000
15272,Firavitoba,Cereales,Maíz Amarillo Tradicional,2021,30.000000
15272,Firavitoba,Cereales,Maíz Amarillo Tradicional,2021,5.000000
15272,Firavitoba,Cereales,Trigo,2021,3.000000
15276,Floresta,Cereales,Maíz Amarillo Tradicional,2021,70.000000
15276,Floresta,Cereales,Trigo,2021,18.000000
15293,Gachantivá,Cereales,Maíz Amarillo Tradicional,2021,37.000000
15293,Gachantivá,Cereales,Maíz Amarillo Tradicional,2021,15.000000
15296,Gámeza,Cereales,Maíz Amarillo Tradicional,2021,20.000000
15299,Garagoa,Cereales,Maíz Amarillo Tradicional,2021,100.000000
15299,Garagoa,Cereales,Maíz Amarillo Tradicional,2021,9.000000
15317,Guacamayas,Cereales,Maíz Amarillo Tecnificado,2021,52.000000
15317,Guacamayas,Cereales,Maíz Blanco Tecnificado,2021,1.000000
15317,Guacamayas,Cereales,Trigo,2021,9.000000
15322,Guateque,Cereales,Maíz Amarillo Tradicional,2021,1.800000
15322,Guateque,Cereales,Maíz Amarillo Tradicional,2021,4.700000
15325,Guayatá,Cereales,Maíz Amarillo Tradicional,2021,56.000000
15332,Güicán,Cereales,Maíz Amarillo Tradicional,2021,40.000000
15332,Güicán,Cereales,Trigo,2021,25.000000
15332,Güicán,Cereales,Trigo,2021,16.000000
15367,Jenesano,Cereales,Maíz Amarillo Tradicional,2021,37.000000
15368,Jericó,Cereales,Cebada,2021,3.000000
15368,Jericó,Cereales,Cebada,2021,0.900000
15368,Jericó,Cereales,Maíz Amarillo Tradicional,2021,11.000000
15368,Jericó,Cereales,Maíz Amarillo Tradicional,2021,6.500000
15368,Jericó,Cereales,Trigo,2021,9.500000
15368,Jericó,Cereales,Trigo,2021,2.600000
15377,Labranzagrande,Cereales,Maíz Amarillo Tradicional,2021,120.000000
15380,La Capilla,Cereales,Maíz Amarillo Tradicional,2021,18.000000
15380,La Capilla,Cereales,Maíz Amarillo Tradicional,2021,7.000000
15401,La Victoria,Cereales,Maíz Amarillo Tradicional,2021,2.000000
15401,La Victoria,Cereales,Maíz Amarillo Tradicional,2021,2.000000
15403,La Uvita,Cereales,Cebada,2021,0.500000
15403,La Uvita,Cereales,Maíz Amarillo Tradicional,2021,21.000000
15403,La Uvita,Cereales,Maíz Amarillo Tradicional,2021,4.000000
15403,La Uvita,Cereales,Trigo,2021,6.000000
15403,La Uvita,Cereales,Trigo,2021,6.000000
15407,Villa de Leiva,Cereales,Maíz Amarillo Tradicional,2021,50.000000
15407,Villa de Leiva,Cereales,Maíz Amarillo Tradicional,2021,35.000000
15425,Macanal,Cereales,Maíz Amarillo Tradicional,2021,90.000000
15442,Maripí,Cereales,Maíz Amarillo Tradicional,2021,50.000000
15442,Maripí,Cereales,Maíz Amarillo Tradicional,2021,40.000000
15455,Miraflores,Cereales,Maíz Amarillo Tradicional,2021,20.000000
15455,Miraflores,Cereales,Maíz Amarillo Tradicional,2021,22.000000
15464,Mongua,Cereales,Maíz Amarillo Tradicional,2021,22.000000
15466,Monguí,Cereales,Maíz Amarillo Tradicional,2021,5.000000
15466,Monguí,Cereales,Quinua,2021,0.500000
15466,Monguí,Cereales,Quinua,2021,0.500000
15466,Monguí,Cereales,Trigo,2021,0.500000
15469,Moniquirá,Cereales,Maíz Amarillo Tradicional,2021,95.000000
15469,Moniquirá,Cereales,Maíz Amarillo Tradicional,2021,50.000000
15476,Motavita,Cereales,Maíz Amarillo Tradicional,2021,50.000000
15476,Motavita,Cereales,Maíz Amarillo Tradicional,2021,20.000000
15476,Motavita,Cereales,Trigo,2021,11.000000
15480,Muzo,Cereales,Maíz Amarillo Tradicional,2021,5.000000
15480,Muzo,Cereales,Maíz Amarillo Tradicional,2021,16.000000
15491,Nobsa,Cereales,Cebada,2021,6.000000
15491,Nobsa,Cereales,Cebada,2021,4.000000
15491,Nobsa,Cereales,Maíz Amarillo Tradicional,2021,28.000000
15491,Nobsa,Cereales,Maíz Amarillo Tradicional,2021,8.000000
15494,Nuevo Colón,Cereales,Maíz Amarillo Tradicional,2021,53.000000
15500,Oicatá,Cereales,Cebada,2021,53.000000
15500,Oicatá,Cereales,Cebada,2021,20.000000
15500,Oicatá,Cereales,Maíz Amarillo Tradicional,2021,6.000000
15500,Oicatá,Cereales,Maíz Amarillo Tradicional,2021,5.000000
15500,Oicatá,Cereales,Trigo,2021,6.000000
15500,Oicatá,Cereales,Trigo,2021,6.000000
15507,Otanche,Cereales,Maíz Amarillo Tradicional,2021,7.000000
15507,Otanche,Cereales,Maíz Amarillo Tradicional,2021,11.000000
15511,Pachavita,Cereales,Maíz Amarillo Tradicional,2021,10.000000
15511,Pachavita,Cereales,Maíz Amarillo Tradicional,2021,8.000000
15514,Páez,Cereales,Maíz Amarillo Tradicional,2021,25.000000
15516,Paipa,Cereales,Avena,2021,30.000000
15516,Paipa,Cereales,Avena,2021,7.500000
15516,Paipa,Cereales,Maíz Amarillo Tradicional,2021,47.000000
15518,Pajarito,Cereales,Maíz Amarillo Tradicional,2021,19.000000
15522,Panqueba,Cereales,Maíz Amarillo Tradicional,2021,14.000000
15522,Panqueba,Cereales,Trigo,2021,14.000000
15522,Panqueba,Cereales,Trigo,2021,16.000000
15531,Pauna,Cereales,Maíz Amarillo Tradicional,2021,20.000000
15531,Pauna,Cereales,Maíz Amarillo Tradicional,2021,20.000000
15533,Paya,Cereales,Maíz Amarillo Tradicional,2021,60.000000
15537,Paz de Río,Cereales,Cebada,2021,4.000000
15537,Paz de Río,Cereales,Cebada,2021,3.000000
15537,Paz de Río,Cereales,Maíz Amarillo Tradicional,2021,15.000000
15537,Paz de Río,Cereales,Trigo,2021,4.000000
15537,Paz de Río,Cereales,Trigo,2021,2.000000
15550,Pisba,Cereales,Maíz Amarillo Tradicional,2021,18.000000
15572,Puerto Boyacá,Cereales,Arroz Secano Manual,2021,250.000000
15572,Puerto Boyacá,Cereales,Arroz Secano Manual,2021,2.500000
15572,Puerto Boyacá,Cereales,Maíz Amarillo Tradicional,2021,23.500000
15572,Puerto Boyacá,Cereales,Maíz Amarillo Tradicional,2021,31.200000
15580,Quípama,Cereales,Maíz Amarillo Tradicional,2021,38.000000
15580,Quípama,Cereales,Maíz Amarillo Tradicional,2021,32.000000
15599,Ramiriquí,Cereales,Maíz Amarillo Tradicional,2021,22.000000
15599,Ramiriquí,Cereales,Maíz Amarillo Tradicional,2021,7.000000
15600,Ráquira,Cereales,Maíz Amarillo Tradicional,2021,46.000000
15600,Ráquira,Cereales,Maíz Amarillo Tradicional,2021,47.000000
15621,Rondón,Cereales,Maíz Amarillo Tradicional,2021,14.000000
15621,Rondón,Cereales,Maíz Amarillo Tradicional,2021,10.000000
15632,Saboyá,Cereales,Maíz Amarillo Tradicional,2021,170.000000
15646,Samacá,Cereales,Cebada,2021,9.500000
15646,Samacá,Cereales,Maíz Amarillo Tradicional,2021,19.000000
15646,Samacá,Cereales,Maíz Amarillo Tradicional,2021,185.000000
15660,San Eduardo,Cereales,Maíz Amarillo Tecnificado,2021,2.000000
15660,San Eduardo,Cereales,Maíz Amarillo Tradicional,2021,5.000000
15664,San José de Pare,Cereales,Maíz Amarillo Tradicional,2021,15.000000
15664,San José de Pare,Cereales,Maíz Amarillo Tradicional,2021,15.000000
15667,San Luis de Gaceno,Cereales,Maíz Amarillo Tradicional,2021,68.000000
15667,San Luis de Gaceno,Cereales,Maíz Amarillo Tradicional,2021,164.000000
15673,San Mateo,Cereales,Maíz Amarillo Tecnificado,2021,110.000000
15673,San Mateo,Cereales,Maíz Amarillo Tecnificado,2021,20.000000
15673,San Mateo,Cereales,Maíz Amarillo Tradicional,2021,40.000000
15673,San Mateo,Cereales,Maíz Blanco Tecnificado,2021,40.000000
15673,San Mateo,Cereales,Maíz Blanco Tecnificado,2021,12.000000
15673,San Mateo,Cereales,Trigo,2021,4.000000
15676,San Miguel de Sema,Cereales,Maíz Amarillo Tradicional,2021,35.000000
15676,San Miguel de Sema,Cereales,Maíz Amarillo Tradicional,2021,16.000000
15681,San Pablo de Borbur,Cereales,Maíz Amarillo Tradicional,2021,64.000000
15681,San Pablo de Borbur,Cereales,Maíz Amarillo Tradicional,2021,43.000000
15686,Santana,Cereales,Maíz Amarillo Tradicional,2021,19.000000
15686,Santana,Cereales,Maíz Amarillo Tradicional,2021,23.000000
15690,Santa María,Cereales,Maíz Amarillo Tradicional,2021,26.000000
15690,Santa María,Cereales,Maíz Amarillo Tradicional,2021,47.000000
15693,Santa Rosa de Viterbo,Cereales,Maíz Amarillo Tradicional,2021,38.000000
15696,Santa Sofía,Cereales,Maíz Amarillo Tradicional,2021,15.000000
15720,Sativanorte,Cereales,Cebada,2021,1.000000
15720,Sativanorte,Cereales,Cebada,2021,1.000000
15720,Sativanorte,Cereales,Maíz Amarillo Tradicional,2021,10.000000
15720,Sativanorte,Cereales,Maíz Amarillo Tradicional,2021,4.000000
15720,Sativanorte,Cereales,Trigo,2021,2.000000
15720,Sativanorte,Cereales,Trigo,2021,2.000000
15723,Sativasur,Cereales,Cebada,2021,0.500000
15723,Sativasur,Cereales,Maíz Amarillo Tradicional,2021,8.000000
15723,Sativasur,Cereales,Trigo,2021,1.500000
15723,Sativasur,Cereales,Trigo,2021,0.500000
15740,Siachoque,Cereales,Avena,2021,340.000000
15740,Siachoque,Cereales,Avena,2021,320.000000
15740,Siachoque,Cereales,Cebada,2021,38.000000
15740,Siachoque,Cereales,Cebada,2021,40.000000
15740,Siachoque,Cereales,Maíz Amarillo Tradicional,2021,350.000000
15740,Siachoque,Cereales,Maíz Amarillo Tradicional,2021,320.000000
15740,Siachoque,Cereales,Quinua,2021,65.000000
15740,Siachoque,Cereales,Quinua,2021,60.000000
15753,Soatá,Cereales,Cebada,2021,2.000000
15753,Soatá,Cereales,Maíz Amarillo Tradicional,2021,90.000000
15753,Soatá,Cereales,Maíz Amarillo Tradicional,2021,90.000000
15753,Soatá,Cereales,Trigo,2021,15.000000
15753,Soatá,Cereales,Trigo,2021,15.000000
15755,Socotá,Cereales,Maíz Amarillo Tradicional,2021,130.000000
15755,Socotá,Cereales,Trigo,2021,155.000000
15755,Socotá,Cereales,Trigo,2021,45.000000
15757,Socha,Cereales,Maíz Amarillo Tradicional,2021,23.000000
15757,Socha,Cereales,Maíz Amarillo Tradicional,2021,12.000000
15757,Socha,Cereales,Trigo,2021,3.000000
15759,Sogamoso,Cereales,Maíz Amarillo Tradicional,2021,45.000000
15761,Somondoco,Cereales,Maíz Blanco Tradicional,2021,76.000000
15762,Sora,Cereales,Cebada,2021,16.000000
15762,Sora,Cereales,Cebada,2021,7.000000
15762,Sora,Cereales,Maíz Amarillo Tradicional,2021,5.000000
15762,Sora,Cereales,Maíz Amarillo Tradicional,2021,5.000000
15764,Soracá,Cereales,Cebada,2021,12.000000
15764,Soracá,Cereales,Cebada,2021,15.000000
15764,Soracá,Cereales,Maíz Amarillo Tradicional,2021,119.000000
15764,Soracá,Cereales,Maíz Amarillo Tradicional,2021,109.000000
15764,Soracá,Cereales,Quinua,2021,1.500000
15764,Soracá,Cereales,Quinua,2021,2.000000
15764,Soracá,Cereales,Trigo,2021,2.800000
15764,Soracá,Cereales,Trigo,2021,9.000000
15774,Susacón,Cereales,Cebada,2021,7.000000
15774,Susacón,Cereales,Cebada,2021,7.000000
15774,Susacón,Cereales,Maíz Amarillo Tradicional,2021,171.000000
15774,Susacón,Cereales,Maíz Amarillo Tradicional,2021,129.000000
15774,Susacón,Cereales,Trigo,2021,30.000000
15774,Susacón,Cereales,Trigo,2021,29.000000
15776,Sutamarchán,Cereales,Maíz Amarillo Tradicional,2021,6.700000
15776,Sutamarchán,Cereales,Maíz Amarillo Tradicional,2021,5.600000
15778,Sutatenza,Cereales,Maíz Amarillo Tradicional,2021,119.000000
15778,Sutatenza,Cereales,Maíz Amarillo Tradicional,2021,40.000000
15790,Tasco,Cereales,Cebada,2021,4.800000
15790,Tasco,Cereales,Cebada,2021,3.800000
15790,Tasco,Cereales,Maíz Amarillo Tradicional,2021,24.800000
