geo,Municipio,Desagregación cultivo,Año,Rendimiento
15380,La Capilla,Tomate,2020,25
15380,La Capilla,Tomate Invernadero,2020,120
15380,La Capilla,Tomate Invernadero,2020,120
15401,La Victoria,Tomate,2020,8
15401,La Victoria,Tomate,2020,8
15403,La Uvita,Otras hortalizas,2020,2
15403,La Uvita,Otras hortalizas,2020,2
15403,La Uvita,Pimentón,2020,1
15403,La Uvita,Tomate,2020,15
15403,La Uvita,Tomate,2020,16
15403,La Uvita,Cilantro,2020,0
15403,La Uvita,Cilantro,2020,1
15403,La Uvita,Cebolla De Bulbo,2020,15
15403,La Uvita,Cebolla De Rama,2020,10
15407,Villa de Leiva,Otras hortalizas,2020,19
15407,Villa de Leiva,Tomate,2020,90
15407,Villa de Leiva,Tomate Invernadero,2020,90
15407,Villa de Leiva,Cebolla De Bulbo,2020,24
15407,Villa de Leiva,Cebolla De Bulbo,2020,24
15425,Macanal,Ají,2020,4
15425,Macanal,Pepino Cohombro,2020,10
15425,Macanal,Tomate,2020,36
15442,Maripí,Cebolla De Rama,2020,5
15455,Miraflores,Tomate Invernadero,2020,90
15455,Miraflores,Tomate Invernadero,2020,90
15466,Monguí,Otras hortalizas,2020,5
15466,Monguí,Otras hortalizas,2020,5
15466,Monguí,Tomate Invernadero,2020,40
15466,Monguí,Tomate Invernadero,2020,40
15466,Monguí,Lechuga,2020,30
15466,Monguí,Lechuga,2020,30
15466,Monguí,Ajo,2020,7
15466,Monguí,Cebolla De Bulbo,2020,20
15466,Monguí,Cebolla De Bulbo,2020,20
15466,Monguí,Zanahoria,2020,20
15466,Monguí,Zanahoria,2020,20
15469,Moniquirá,Tomate,2020,30
15469,Moniquirá,Tomate,2020,30
15476,Motavita,Cebolla De Bulbo,2020,20
15476,Motavita,Cebolla De Bulbo,2020,18
15476,Motavita,Zanahoria,2020,16
15476,Motavita,Zanahoria,2020,18
15491,Nobsa,Otras hortalizas,2020,9
15491,Nobsa,Otras hortalizas,2020,10
15491,Nobsa,Brócoli,2020,4
15491,Nobsa,Brócoli,2020,4
15491,Nobsa,Tomate,2020,16
15491,Nobsa,Tomate,2020,6
15491,Nobsa,Lechuga,2020,10
15491,Nobsa,Repollo,2020,25
15491,Nobsa,Repollo,2020,14
15491,Nobsa,Cebolla De Bulbo,2020,17
15491,Nobsa,Cebolla De Bulbo,2020,14
15491,Nobsa,Remolacha,2020,2
15491,Nobsa,Remolacha,2020,6
15494,Nuevo Colón,Ahuyama,2020,10
15494,Nuevo Colón,Zanahoria,2020,14
15494,Nuevo Colón,Zanahoria,2020,15
15500,Oicatá,Cebolla De Bulbo,2020,40
15500,Oicatá,Cebolla De Bulbo,2020,40
15511,Pachavita,Pepino Guiso,2020,12
15511,Pachavita,Pepino Guiso,2020,10
15511,Pachavita,Pimentón,2020,12
15511,Pachavita,Pimentón,2020,10
15511,Pachavita,Tomate Invernadero,2020,100
15511,Pachavita,Tomate Invernadero,2020,100
15514,Páez,Tomate Invernadero,2020,83
15516,Paipa,Lechuga,2020,12
15516,Paipa,Lechuga,2020,9
15516,Paipa,Cebolla De Bulbo,2020,18
15516,Paipa,Cebolla De Bulbo,2020,6
15518,Pajarito,Ahuyama,2020,1
15522,Panqueba,Ahuyama,2020,24
15522,Panqueba,Ahuyama,2020,24
15522,Panqueba,Pimentón,2020,13
15522,Panqueba,Tomate,2020,21
15522,Panqueba,Tomate,2020,21
15522,Panqueba,Ajo,2020,7
15522,Panqueba,Cebolla De Bulbo,2020,20
15522,Panqueba,Cebolla De Bulbo,2020,20
15537,Paz de Río,Tomate Invernadero,2020,10
15537,Paz de Río,Tomate Invernadero,2020,10
15537,Paz de Río,Cebolla De Bulbo,2020,18
15537,Paz de Río,Cebolla De Bulbo,2020,18
15542,Pesca,Cebolla De Bulbo,2020,12
15542,Pesca,Cebolla De Bulbo,2020,12
15572,Puerto Boyacá,Ahuyama,2020,19
15572,Puerto Boyacá,Ahuyama,2020,19
15572,Puerto Boyacá,Melón,2020,17
15572,Puerto Boyacá,Melón,2020,20
15572,Puerto Boyacá,Patilla,2020,21
15572,Puerto Boyacá,Patilla,2020,21
15599,Ramiriquí,Ahuyama,2020,18
15599,Ramiriquí,Calabacín¬ Calabaza,2020,24
15599,Ramiriquí,Pepino Guiso,2020,12
15599,Ramiriquí,Pepino Guiso,2020,12
15599,Ramiriquí,Cilantro,2020,9
15600,Ráquira,Pepino Cohombro,2020,10
15600,Ráquira,Pepino Guiso,2020,10
15600,Ráquira,Pimentón,2020,4
15600,Ráquira,Pimentón,2020,4
15600,Ráquira,Tomate,2020,24
15600,Ráquira,Tomate,2020,30
15600,Ráquira,Cebolla De Bulbo,2020,18
15600,Ráquira,Cebolla De Bulbo,2020,18
15600,Ráquira,Zanahoria,2020,4
15600,Ráquira,Zanahoria,2020,4
15621,Rondón,Tomate Invernadero,2020,40
15621,Rondón,Tomate Invernadero,2020,40
15632,Saboyá,Lechuga,2020,16
15632,Saboyá,Lechuga,2020,16
15638,Sáchica,Tomate Invernadero,2020,90
15638,Sáchica,Tomate Invernadero,2020,84
15638,Sáchica,Cebolla De Bulbo,2020,20
15638,Sáchica,Cebolla De Bulbo,2020,25
15646,Samacá,Otras hortalizas,2020,6
15646,Samacá,Tomate,2020,22
15646,Samacá,Tomate,2020,22
15646,Samacá,Lechuga,2020,3
15646,Samacá,Lechuga,2020,3
15646,Samacá,Cebolla De Bulbo,2020,22
15646,Samacá,Cebolla De Bulbo,2020,22
15646,Samacá,Remolacha,2020,11
15646,Samacá,Remolacha,2020,13
15646,Samacá,Zanahoria,2020,30
15646,Samacá,Zanahoria,2020,27
15660,San Eduardo,Tomate Invernadero,2020,72
15660,San Eduardo,Tomate Invernadero,2020,72
15664,San José de Pare,Tomate Invernadero,2020,50
15664,San José de Pare,Tomate Invernadero,2020,50
15673,San Mateo,Tomate,2020,25
15673,San Mateo,Tomate,2020,25
15673,San Mateo,Cebolla De Bulbo,2020,12
15673,San Mateo,Cebolla De Bulbo,2020,12
15676,San Miguel de Sema,Cebolla De Bulbo,2020,25
15676,San Miguel de Sema,Cebolla De Bulbo,2020,25
15690,Santa María,Otras hortalizas,2020,5
15690,Santa María,Otras hortalizas,2020,5
15690,Santa María,Ahuyama,2020,8
15690,Santa María,Ahuyama,2020,8
15690,Santa María,Guatila,2020,3
15690,Santa María,Guatila,2020,3
15693,Santa Rosa de Viterbo,Cilantro,2020,6
15693,Santa Rosa de Viterbo,Cilantro,2020,8
15693,Santa Rosa de Viterbo,Lechuga,2020,2
15693,Santa Rosa de Viterbo,Lechuga,2020,2
15693,Santa Rosa de Viterbo,Repollo,2020,17
15693,Santa Rosa de Viterbo,Repollo,2020,17
15693,Santa Rosa de Viterbo,Cebolla De Bulbo,2020,18
15693,Santa Rosa de Viterbo,Cebolla De Bulbo,2020,18
15693,Santa Rosa de Viterbo,Remolacha,2020,13
15693,Santa Rosa de Viterbo,Remolacha,2020,13
15693,Santa Rosa de Viterbo,Zanahoria,2020,13
15693,Santa Rosa de Viterbo,Zanahoria,2020,13
15696,Santa Sofía,Tomate Invernadero,2020,100
15696,Santa Sofía,Tomate Invernadero,2020,90
15720,Sativanorte,Otras hortalizas,2020,3
15720,Sativanorte,Otras hortalizas,2020,3
15720,Sativanorte,Ahuyama,2020,8
15720,Sativanorte,Ahuyama,2020,9
15720,Sativanorte,Tomate,2020,30
15720,Sativanorte,Tomate,2020,30
15740,Siachoque,Otras hortalizas,2020,15
15740,Siachoque,Otras hortalizas,2020,2
15740,Siachoque,Cebolla De Bulbo,2020,35
15740,Siachoque,Cebolla De Bulbo,2020,35
15740,Siachoque,Zanahoria,2020,28
15740,Siachoque,Zanahoria,2020,25
15753,Soatá,Tomate,2020,35
15753,Soatá,Tomate,2020,20
15753,Soatá,Cebolla De Bulbo,2020,16
15753,Soatá,Cebolla De Bulbo,2020,16
15755,Socotá,Cebolla De Bulbo,2020,21
15755,Socotá,Cebolla De Bulbo,2020,21
15757,Socha,Tomate,2020,21
15757,Socha,Tomate,2020,20
15757,Socha,Cebolla De Bulbo,2020,15
15757,Socha,Cebolla De Bulbo,2020,12
15759,Sogamoso,Otras hortalizas,2020,5
15759,Sogamoso,Otras hortalizas,2020,6
15759,Sogamoso,Tomate Invernadero,2020,50
15759,Sogamoso,Lechuga,2020,15
15759,Sogamoso,Lechuga,2020,15
15759,Sogamoso,Cebolla De Bulbo,2020,24
15759,Sogamoso,Cebolla De Bulbo,2020,24
15759,Sogamoso,Cebolla De Rama,2020,26
15759,Sogamoso,Cebolla De Rama,2020,24
15761,Somondoco,Tomate,2020,27
15761,Somondoco,Tomate,2020,25
15762,Sora,Tomate Invernadero,2020,60
15762,Sora,Tomate Invernadero,2020,60
15762,Sora,Lechuga,2020,20
15762,Sora,Lechuga,2020,16
15762,Sora,Cebolla De Bulbo,2020,26
15762,Sora,Cebolla De Bulbo,2020,21
15762,Sora,Remolacha,2020,25
15762,Sora,Remolacha,2020,22
15764,Soracá,Lechuga,2020,10
15764,Soracá,Lechuga,2020,10
15764,Soracá,Cebolla De Bulbo,2020,21
15764,Soracá,Cebolla De Bulbo,2020,21
15764,Soracá,Zanahoria,2020,29
15764,Soracá,Zanahoria,2020,29
15776,Sutamarchán,Tomate Invernadero,2020,140
15776,Sutamarchán,Tomate Invernadero,2020,140
15776,Sutamarchán,Cebolla De Bulbo,2020,20
15776,Sutamarchán,Cebolla De Bulbo,2020,20
15778,Sutatenza,Ahuyama,2020,8
15778,Sutatenza,Ahuyama,2020,9
15778,Sutatenza,Pepino Cohombro,2020,6
15778,Sutatenza,Pepino Cohombro,2020,6
15778,Sutatenza,Pepino Guiso,2020,9
15778,Sutatenza,Pimentón,2020,7
15778,Sutatenza,Pimentón,2020,10
15778,Sutatenza,Tomate Invernadero,2020,110
15778,Sutatenza,Tomate Invernadero,2020,110
15798,Tenza,Ahuyama,2020,7
15798,Tenza,Ahuyama,2020,9
15798,Tenza,Pepino Cohombro,2020,11
15798,Tenza,Pepino Cohombro,2020,11
15798,Tenza,Pepino Guiso,2020,13
15798,Tenza,Pepino Guiso,2020,13
15798,Tenza,Pimentón,2020,19
15798,Tenza,Pimentón,2020,19
15798,Tenza,Tomate,2020,28
15798,Tenza,Tomate,2020,26
15798,Tenza,Tomate Invernadero,2020,82
15798,Tenza,Tomate Invernadero,2020,85
15804,Tibaná,Pepino Guiso,2020,15
15806,Tibasosa,Otras hortalizas,2020,6
15806,Tibasosa,Otras hortalizas,2020,6
15806,Tibasosa,Tomate Invernadero,2020,23
15806,Tibasosa,Tomate Invernadero,2020,23
15806,Tibasosa,Cebolla De Bulbo,2020,18
15806,Tibasosa,Cebolla De Bulbo,2020,35
15808,Tinjacá,Ahuyama,2020,2
15808,Tinjacá,Pimentón,2020,12
15808,Tinjacá,Pimentón,2020,11
15808,Tinjacá,Tomate Invernadero,2020,60
15808,Tinjacá,Tomate Invernadero,2020,58
15808,Tinjacá,Cebolla De Bulbo,2020,18
15808,Tinjacá,Cebolla De Bulbo,2020,18
15810,Tipacoque,Melón,2020,20
15810,Tipacoque,Melón,2020,30
15810,Tipacoque,Pimentón,2020,10
15810,Tipacoque,Pimentón,2020,8
15810,Tipacoque,Tomate,2020,6
15810,Tipacoque,Tomate,2020,5
15810,Tipacoque,Tomate Invernadero,2020,30
15810,Tipacoque,Tomate Invernadero,2020,30
15814,Toca,Cebolla De Bulbo,2020,30
15814,Toca,Cebolla De Bulbo,2020,29
15816,Togüí,Tomate,2020,14
15816,Togüí,Tomate,2020,20
15820,Tópaga,Tomate Invernadero,2020,40
15820,Tópaga,Tomate Invernadero,2020,60
15820,Tópaga,Cebolla De Bulbo,2020,21
15820,Tópaga,Cebolla De Bulbo,2020,22
15822,Tota,Cebolla De Bulbo,2020,17
15822,Tota,Cebolla De Bulbo,2020,17
15822,Tota,Zanahoria,2020,25
15822,Tota,Zanahoria,2020,25
15822,Tota,Cebolla De Rama,2020,15
15822,Tota,Cebolla De Rama,2020,15
15835,Turmequé,Tomate Invernadero,2020,80
15835,Turmequé,Tomate Invernadero,2020,80
15835,Turmequé,Cebolla De Bulbo,2020,23
15835,Turmequé,Cebolla De Bulbo,2020,23
15835,Turmequé,Zanahoria,2020,15
15835,Turmequé,Zanahoria,2020,15
15837,Tuta,Cebolla De Bulbo,2020,20
15837,Tuta,Cebolla De Bulbo,2020,20
15839,Tutazá,Otras hortalizas,2020,20
15839,Tutazá,Otras hortalizas,2020,20
15839,Tutazá,Zanahoria,2020,20
15839,Tutazá,Zanahoria,2020,20
15842,Úmbita,Zanahoria,2020,13
15861,Ventaquemada,Otras hortalizas,2020,5
15861,Ventaquemada,Otras hortalizas,2020,5
15861,Ventaquemada,Cebolla De Bulbo,2020,20
15861,Ventaquemada,Cebolla De Bulbo,2020,20
15861,Ventaquemada,Zanahoria,2020,25
15861,Ventaquemada,Zanahoria,2020,25
15879,Viracachá,Ahuyama,2020,7
15879,Viracachá,Cilantro,2020,5
15879,Viracachá,Cilantro,2020,5
15879,Viracachá,Zanahoria,2020,27
15879,Viracachá,Zanahoria,2020,6
15897,Zetaquirá,Tomate Invernadero,2020,60
15897,Zetaquirá,Tomate Invernadero,2020,60
15001,Tunja,Cebolla De Bulbo,2021,25
15001,Tunja,Cebolla De Bulbo,2021,20
15001,Tunja,Zanahoria,2021,30
15001,Tunja,Zanahoria,2021,28
15022,Almeida,Calabacín¬ Calabaza,2021,60
15022,Almeida,Guatila,2021,13
15022,Almeida,Guatila,2021,5
15022,Almeida,Pepino Guiso,2021,14
15022,Almeida,Tomate Invernadero,2021,68
15022,Almeida,Tomate Invernadero,2021,68
15047,Aquitania,Cebolla De Rama,2021,40
15047,Aquitania,Cebolla De Rama,2021,40
15051,Arcabuco,Zanahoria,2021,22
15051,Arcabuco,Zanahoria,2021,20
15087,Belén,Otras hortalizas,2021,19
15087,Belén,Otras hortalizas,2021,20
15087,Belén,Ajo,2021,11
15087,Belén,Ajo,2021,13
15087,Belén,Cebolla De Bulbo,2021,18
15087,Belén,Cebolla De Bulbo,2021,20
15087,Belén,Zanahoria,2021,27
15087,Belén,Zanahoria,2021,29
15090,Berbeo,Tomate Invernadero,2021,80
15090,Berbeo,Tomate Invernadero,2021,80
15092,Betéitiva,Tomate Invernadero,2021,7
15092,Betéitiva,Cebolla De Bulbo,2021,8
15092,Betéitiva,Cebolla De Bulbo,2021,9
15097,Boavita,Tomate,2021,29
15097,Boavita,Tomate,2021,30
15097,Boavita,Tomate Invernadero,2021,60
15097,Boavita,Tomate Invernadero,2021,60
15104,Boyacá,Pepino Guiso,2021,4
15104,Boyacá,Cebolla De Bulbo,2021,30
15104,Boyacá,Zanahoria,2021,30
15104,Boyacá,Zanahoria,2021,30
15109,Buenavista,Tomate Invernadero,2021,40
15109,Buenavista,Tomate Invernadero,2021,40
15114,Busbanzá,Otras hortalizas,2021,1
15114,Busbanzá,Otras hortalizas,2021,0
15114,Busbanzá,Ahuyama,2021,4
15131,Caldas,Zanahoria,2021,23
15131,Caldas,Zanahoria,2021,19
15162,Cerinza,Otras hortalizas,2021,4
15162,Cerinza,Otras hortalizas,2021,4
15162,Cerinza,Cebolla De Bulbo,2021,30
15162,Cerinza,Zanahoria,2021,15
15162,Cerinza,Zanahoria,2021,16
15172,Chinavita,Pepino Guiso,2021,11
15172,Chinavita,Pepino Guiso,2021,11
15172,Chinavita,Pimentón,2021,5
15180,Chiscas,Cebolla De Bulbo,2021,8
15180,Chiscas,Cebolla De Bulbo,2021,20
15183,Chita,Cebolla De Bulbo,2021,20
15183,Chita,Cebolla De Bulbo,2021,20
15187,Chivatá,Otras hortalizas,2021,1
15187,Chivatá,Otras hortalizas,2021,1
15187,Chivatá,Cebolla De Bulbo,2021,32
15187,Chivatá,Cebolla De Bulbo,2021,32
15189,Ciénega,Tomate,2021,12
15189,Ciénega,Tomate,2021,12
15204,Cómbita,Otras hortalizas,2021,10
15204,Cómbita,Otras hortalizas,2021,10
15215,Corrales,Otras hortalizas,2021,1
15215,Corrales,Otras hortalizas,2021,1
15215,Corrales,Tomate,2021,18
15215,Corrales,Tomate,2021,45
15215,Corrales,Cebolla De Bulbo,2021,15
15215,Corrales,Cebolla De Bulbo,2021,24
15218,Covarachía,Melón,2021,50
15218,Covarachía,Melón,2021,50
15218,Covarachía,Pimentón,2021,4
15218,Covarachía,Tomate,2021,28
15218,Covarachía,Tomate Invernadero,2021,110
15224,Cucaita,Lechuga,2021,5
15224,Cucaita,Lechuga,2021,5
15224,Cucaita,Cebolla De Bulbo,2021,30
15224,Cucaita,Cebolla De Bulbo,2021,30
15224,Cucaita,Remolacha,2021,11
15224,Cucaita,Remolacha,2021,11
15224,Cucaita,Zanahoria,2021,28
15224,Cucaita,Zanahoria,2021,18
15226,Cuítiva,Tomate Invernadero,2021,60
15226,Cuítiva,Cebolla De Bulbo,2021,21
15226,Cuítiva,Cebolla De Bulbo,2021,25
15226,Cuítiva,Cebolla De Rama,2021,15
15226,Cuítiva,Cebolla De Rama,2021,15
15232,Chíquiza,Cebolla De Bulbo,2021,25
15232,Chíquiza,Cebolla De Bulbo,2021,25
15232,Chíquiza,Zanahoria,2021,15
15232,Chíquiza,Zanahoria,2021,15
15236,Chivor,Otras hortalizas,2021,2
15236,Chivor,Otras hortalizas,2021,2
15238,Duitama,Brócoli,2021,25
15238,Duitama,Brócoli,2021,26
15238,Duitama,Tomate Invernadero,2021,127
15238,Duitama,Tomate Invernadero,2021,127
15238,Duitama,Cilantro,2021,33
15238,Duitama,Cilantro,2021,33
15238,Duitama,Espinaca,2021,18
15238,Duitama,Espinaca,2021,18
15238,Duitama,Lechuga,2021,30
15238,Duitama,Lechuga,2021,30
15238,Duitama,Repollo,2021,56
15238,Duitama,Repollo,2021,57
15238,Duitama,Cebolla De Bulbo,2021,24
15238,Duitama,Cebolla De Bulbo,2021,25
15238,Duitama,Zanahoria,2021,25
15238,Duitama,Zanahoria,2021,25
15244,El Cocuy,Ajo,2021,1
15244,El Cocuy,Ajo,2021,1
15244,El Cocuy,Cebolla De Bulbo,2021,12
15244,El Cocuy,Cebolla De Bulbo,2021,12
15248,El Espino,Ahuyama,2021,4
15248,El Espino,Tomate,2021,22
15248,El Espino,Tomate,2021,22
15248,El Espino,Cebolla De Bulbo,2021,16
15248,El Espino,Cebolla De Bulbo,2021,13
15272,Firavitoba,Pimentón,2021,10
15272,Firavitoba,Tomate,2021,71
15272,Firavitoba,Cebolla De Bulbo,2021,18
15272,Firavitoba,Cebolla De Bulbo,2021,27
15296,Gámeza,Cebolla De Bulbo,2021,9
15296,Gámeza,Cebolla De Bulbo,2021,9
15299,Garagoa,Ahuyama,2021,5
15299,Garagoa,Ahuyama,2021,5
15299,Garagoa,Guatila,2021,0
15299,Garagoa,Pepino Guiso,2021,4
15299,Garagoa,Pepino Guiso,2021,4
15299,Garagoa,Tomate,2021,2
15299,Garagoa,Tomate,2021,15
15317,Guacamayas,Tomate Invernadero,2021,110
15317,Guacamayas,Tomate Invernadero,2021,120
15317,Guacamayas,Cebolla De Bulbo,2021,11
15317,Guacamayas,Cebolla De Bulbo,2021,11
15322,Guateque,Ahuyama,2021,9
15322,Guateque,Calabacín¬ Calabaza,2021,20
15322,Guateque,Calabacín¬ Calabaza,2021,20
15322,Guateque,Pimentón,2021,13
15322,Guateque,Tomate,2021,32
15322,Guateque,Tomate Invernadero,2021,110
15325,Guayatá,Calabacín¬ Calabaza,2021,50
15325,Guayatá,Calabacín¬ Calabaza,2021,50
15325,Guayatá,Pepino Guiso,2021,7
15325,Guayatá,Tomate Invernadero,2021,53
15325,Guayatá,Tomate Invernadero,2021,53
15332,Güicán,Ahuyama,2021,10
15332,Güicán,Ahuyama,2021,14
15332,Güicán,Cebolla De Bulbo,2021,11
15332,Güicán,Cebolla De Bulbo,2021,11
15362,Iza,Cebolla De Bulbo,2021,20
15362,Iza,Cebolla De Bulbo,2021,20
15367,Jenesano,Calabacín¬ Calabaza,2021,4
15367,Jenesano,Calabacín¬ Calabaza,2021,4
15367,Jenesano,Pepino Guiso,2021,4
15367,Jenesano,Pepino Guiso,2021,4
15367,Jenesano,Cilantro,2021,6
15367,Jenesano,Cilantro,2021,6
15367,Jenesano,Zanahoria,2021,20
15367,Jenesano,Zanahoria,2021,20
15368,Jericó,Tomate,2021,5
15368,Jericó,Tomate,2021,5
15368,Jericó,Cebolla De Bulbo,2021,15
15368,Jericó,Cebolla De Bulbo,2021,15
15380,La Capilla,Otras hortalizas,2021,2
15380,La Capilla,Pepino Cohombro,2021,12
15380,La Capilla,Pepino Guiso,2021,10
15380,La Capilla,Pimentón,2021,13
15380,La Capilla,Pimentón,2021,15
15380,La Capilla,Tomate,2021,24
15380,La Capilla,Tomate,2021,40
15380,La Capilla,Tomate Invernadero,2021,120
15380,La Capilla,Tomate Invernadero,2021,70
15401,La Victoria,Tomate,2021,6
15401,La Victoria,Tomate,2021,8
15403,La Uvita,Otras hortalizas,2021,2
15403,La Uvita,Otras hortalizas,2021,1
15403,La Uvita,Pimentón,2021,6
15403,La Uvita,Tomate,2021,18
15403,La Uvita,Tomate,2021,20
15403,La Uvita,Cilantro,2021,15
15403,La Uvita,Cilantro,2021,15
15403,La Uvita,Cebolla De Bulbo,2021,20
15403,La Uvita,Cebolla De Rama,2021,20
15407,Villa de Leiva,Otras hortalizas,2021,19
15407,Villa de Leiva,Otras hortalizas,2021,18
15407,Villa de Leiva,Tomate,2021,35
15407,Villa de Leiva,Tomate,2021,35
15407,Villa de Leiva,Tomate Invernadero,2021,120
15407,Villa de Leiva,Tomate Invernadero,2021,100
15407,Villa de Leiva,Cebolla De Bulbo,2021,25
15407,Villa de Leiva,Cebolla De Bulbo,2021,22
15425,Macanal,Ají,2021,3
15425,Macanal,Pepino Cohombro,2021,12
15425,Macanal,Tomate,2021,39
15455,Miraflores,Tomate Invernadero,2021,90
15455,Miraflores,Tomate Invernadero,2021,90
15466,Monguí,Otras hortalizas,2021,5
15466,Monguí,Otras hortalizas,2021,7
15466,Monguí,Lechuga,2021,30
15466,Monguí,Lechuga,2021,30
15466,Monguí,Ajo,2021,6
15466,Monguí,Cebolla De Bulbo,2021,20
15466,Monguí,Cebolla De Bulbo,2021,20
15466,Monguí,Zanahoria,2021,15
15466,Monguí,Zanahoria,2021,20
15469,Moniquirá,Tomate,2021,30
15469,Moniquirá,Tomate,2021,30
15476,Motavita,Cebolla De Bulbo,2021,24
15476,Motavita,Cebolla De Bulbo,2021,25
15476,Motavita,Zanahoria,2021,20
15476,Motavita,Zanahoria,2021,21
15491,Nobsa,Otras hortalizas,2021,7
15491,Nobsa,Otras hortalizas,2021,9
15491,Nobsa,Brócoli,2021,4
15491,Nobsa,Brócoli,2021,4
15491,Nobsa,Pimentón,2021,7
15491,Nobsa,Tomate,2021,17
15491,Nobsa,Tomate,2021,19
15491,Nobsa,Lechuga,2021,6
15491,Nobsa,Lechuga,2021,10
15491,Nobsa,Repollo,2021,13
15491,Nobsa,Repollo,2021,22
15491,Nobsa,Cebolla De Bulbo,2021,12
15491,Nobsa,Cebolla De Bulbo,2021,16
15491,Nobsa,Remolacha,2021,3
15491,Nobsa,Remolacha,2021,4
15494,Nuevo Colón,Ahuyama,2021,10
15494,Nuevo Colón,Zanahoria,2021,14
15494,Nuevo Colón,Zanahoria,2021,15
15500,Oicatá,Cebolla De Bulbo,2021,28
15500,Oicatá,Cebolla De Bulbo,2021,28
15511,Pachavita,Pepino Guiso,2021,15
15511,Pachavita,Pepino Guiso,2021,6
15511,Pachavita,Pimentón,2021,12
15511,Pachavita,Pimentón,2021,10
15511,Pachavita,Tomate Invernadero,2021,100
15511,Pachavita,Tomate Invernadero,2021,100
15516,Paipa,Lechuga,2021,15
15516,Paipa,Lechuga,2021,15
15516,Paipa,Cebolla De Bulbo,2021,14
15516,Paipa,Cebolla De Bulbo,2021,12
15518,Pajarito,Ahuyama,2021,1
15518,Pajarito,Guatila,2021,1
15522,Panqueba,Ahuyama,2021,22
15522,Panqueba,Ahuyama,2021,22
15522,Panqueba,Pimentón,2021,13
15522,Panqueba,Tomate,2021,19
15522,Panqueba,Tomate,2021,21
15522,Panqueba,Ajo,2021,7
15522,Panqueba,Cebolla De Bulbo,2021,21
15522,Panqueba,Cebolla De Bulbo,2021,20
15537,Paz de Río,Tomate Invernadero,2021,8
15537,Paz de Río,Tomate Invernadero,2021,5
15537,Paz de Río,Cebolla De Bulbo,2021,18
15537,Paz de Río,Cebolla De Bulbo,2021,18
15542,Pesca,Cebolla De Bulbo,2021,40
15572,Puerto Boyacá,Ahuyama,2021,15
15572,Puerto Boyacá,Ahuyama,2021,16
15572,Puerto Boyacá,Melón,2021,14
15572,Puerto Boyacá,Melón,2021,12
15572,Puerto Boyacá,Patilla,2021,17
15572,Puerto Boyacá,Patilla,2021,20
15599,Ramiriquí,Ahuyama,2021,18
15599,Ramiriquí,Calabacín¬ Calabaza,2021,42
15599,Ramiriquí,Pepino Guiso,2021,18
15599,Ramiriquí,Pepino Guiso,2021,14
15599,Ramiriquí,Cilantro,2021,9
15600,Ráquira,Pepino Cohombro,2021,11
15600,Ráquira,Pepino Guiso,2021,10
15600,Ráquira,Pimentón,2021,5
15600,Ráquira,Pimentón,2021,4
15600,Ráquira,Tomate,2021,24
15600,Ráquira,Tomate,2021,30
15600,Ráquira,Cebolla De Bulbo,2021,18
15600,Ráquira,Cebolla De Bulbo,2021,12
15600,Ráquira,Zanahoria,2021,4
15600,Ráquira,Zanahoria,2021,30
15621,Rondón,Tomate Invernadero,2021,20
15621,Rondón,Tomate Invernadero,2021,36
15632,Saboyá,Lechuga,2021,16
15632,Saboyá,Lechuga,2021,12
15638,Sáchica,Tomate Invernadero,2021,85
15638,Sáchica,Tomate Invernadero,2021,80
15638,Sáchica,Cebolla De Bulbo,2021,17
15638,Sáchica,Cebolla De Bulbo,2021,30
15646,Samacá,Otras hortalizas,2021,20
15646,Samacá,Tomate,2021,30
15646,Samacá,Tomate,2021,25
15646,Samacá,Lechuga,2021,20
15646,Samacá,Lechuga,2021,20
15646,Samacá,Cebolla De Bulbo,2021,29
15646,Samacá,Cebolla De Bulbo,2021,22
15646,Samacá,Remolacha,2021,25
15646,Samacá,Remolacha,2021,22
15646,Samacá,Zanahoria,2021,22
15646,Samacá,Zanahoria,2021,25
15660,San Eduardo,Tomate Invernadero,2021,72
15660,San Eduardo,Tomate Invernadero,2021,72
15664,San José de Pare,Tomate Invernadero,2021,10
15664,San José de Pare,Tomate Invernadero,2021,8
15673,San Mateo,Tomate,2021,25
15673,San Mateo,Tomate,2021,25
15673,San Mateo,Cebolla De Bulbo,2021,12
15673,San Mateo,Cebolla De Bulbo,2021,12
15676,San Miguel de Sema,Cebolla De Bulbo,2021,13
15676,San Miguel de Sema,Cebolla De Bulbo,2021,28
15690,Santa María,Otras hortalizas,2021,7
15690,Santa María,Otras hortalizas,2021,4
15690,Santa María,Ahuyama,2021,10
15690,Santa María,Ahuyama,2021,2
15690,Santa María,Guatila,2021,12
15690,Santa María,Guatila,2021,10
15693,Santa Rosa de Viterbo,Brócoli,2021,14
15693,Santa Rosa de Viterbo,Brócoli,2021,14
15693,Santa Rosa de Viterbo,Coliflor,2021,14
15693,Santa Rosa de Viterbo,Coliflor,2021,14
15693,Santa Rosa de Viterbo,Acelga,2021,2
15693,Santa Rosa de Viterbo,Acelga,2021,2
15693,Santa Rosa de Viterbo,Cilantro,2021,6
15693,Santa Rosa de Viterbo,Cilantro,2021,8
15693,Santa Rosa de Viterbo,Espinaca,2021,2
15693,Santa Rosa de Viterbo,Espinaca,2021,2
15693,Santa Rosa de Viterbo,Lechuga,2021,2
15693,Santa Rosa de Viterbo,Lechuga,2021,2
15693,Santa Rosa de Viterbo,Repollo,2021,17
