geo,Año,Rango de edad,Sexo,Casos
15001,2020,Adolescencia,Mujer,11
15001,2020,Adultez,Hombre,51
15001,2020,Adultez,Mujer,194
15001,2020,Juventud,Hombre,12
15001,2020,Juventud,Mujer,135
15001,2020,Vejez,Hombre,4
15001,2020,Vejez,Mujer,8
15001,2021,Adolescencia,Mujer,5
15001,2021,Adultez,Hombre,43
15001,2021,Adultez,Mujer,204
15001,2021,Juventud,Hombre,14
15001,2021,Juventud,Mujer,114
15001,2021,Vejez,Hombre,2
15001,2021,Vejez,Mujer,7
15001,2022,Adolescencia,Mujer,8
15001,2022,Adultez,Hombre,46
15001,2022,Adultez,Mujer,210
15001,2022,Juventud,Hombre,23
15001,2022,Juventud,Mujer,143
15001,2022,Vejez,Hombre,5
15001,2022,Vejez,Mujer,7
15001,2023,Adolescencia,Hombre,1
15001,2023,Adolescencia,Mujer,12
15001,2023,Adultez,Hombre,36
15001,2023,Adultez,Mujer,192
15001,2023,Juventud,Hombre,19
15001,2023,Juventud,Mujer,127
15001,2023,Vejez,Hombre,1
15001,2023,Vejez,Mujer,8
15001,2024,Adolescencia,Mujer,5
15001,2024,Adultez,Hombre,26
15001,2024,Adultez,Mujer,103
15001,2024,Juventud,Hombre,13
15001,2024,Juventud,Mujer,93
15001,2024,Vejez,Hombre,5
15001,2024,Vejez,Mujer,4
15022,2024,Adultez,Hombre,1
15176,2020,Adolescencia,Mujer,2
15176,2020,Adultez,Hombre,7
15176,2020,Adultez,Mujer,31
15176,2020,Juventud,Hombre,2
15176,2020,Juventud,Mujer,19
15176,2021,Adolescencia,Mujer,2
15176,2021,Adultez,Hombre,5
15176,2021,Adultez,Mujer,32
15176,2021,Juventud,Hombre,2
15176,2021,Juventud,Mujer,28
15176,2021,Vejez,Mujer,2
15176,2022,Adolescencia,Mujer,2
15176,2022,Adultez,Hombre,3
15176,2022,Adultez,Mujer,37
15176,2022,Juventud,Mujer,39
15176,2022,Vejez,Mujer,1
15176,2023,Adolescencia,Mujer,1
15176,2023,Adultez,Hombre,8
15176,2023,Adultez,Mujer,36
15176,2023,Juventud,Hombre,5
15176,2023,Juventud,Mujer,20
15176,2023,Vejez,Hombre,1
15176,2024,Adultez,Hombre,5
15176,2024,Adultez,Mujer,15
15176,2024,Juventud,Hombre,2
15176,2024,Juventud,Mujer,14
15176,2024,Vejez,Mujer,1
15185,2020,Adultez,Mujer,1
15185,2020,Juventud,Mujer,1
15185,2021,Adultez,Mujer,2
15185,2022,Adultez,Mujer,6
15185,2023,Adultez,Hombre,1
15185,2023,Adultez,Mujer,6
15185,2023,Juventud,Mujer,4
15215,2022,Adultez,Hombre,1
15215,2022,Adultez,Mujer,3
15215,2022,Juventud,Mujer,2
15238,2020,Adolescencia,Hombre,1
15238,2020,Adolescencia,Mujer,3
15238,2020,Adultez,Hombre,15
15238,2020,Adultez,Mujer,96
15238,2020,Juventud,Hombre,1
15238,2020,Juventud,Mujer,47
15238,2020,Vejez,Mujer,3
15238,2021,Adolescencia,Mujer,1
15238,2021,Adultez,Hombre,17
15238,2021,Adultez,Mujer,131
15238,2021,Juventud,Hombre,3
15238,2021,Juventud,Mujer,68
15238,2021,Vejez,Hombre,2
15238,2021,Vejez,Mujer,7
15238,2022,Adolescencia,Mujer,4
15238,2022,Adultez,Hombre,22
15238,2022,Adultez,Mujer,102
15238,2022,Juventud,Hombre,5
15238,2022,Juventud,Mujer,67
15238,2022,Vejez,Hombre,1
15238,2022,Vejez,Mujer,10
15238,2023,Adolescencia,Mujer,5
15238,2023,Adultez,Hombre,29
15238,2023,Adultez,Mujer,145
15238,2023,Juventud,Hombre,12
15238,2023,Juventud,Mujer,62
15238,2023,Vejez,Hombre,1
15238,2023,Vejez,Mujer,6
15238,2024,Adolescencia,Mujer,3
15238,2024,Adultez,Hombre,14
15238,2024,Adultez,Mujer,66
15238,2024,Juventud,Hombre,8
15238,2024,Juventud,Mujer,36
15238,2024,Vejez,Hombre,1
15238,2024,Vejez,Mujer,2
15244,2022,Adultez,Hombre,1
15244,2022,Adultez,Mujer,1
15272,2022,Adultez,Mujer,2
