geo,Municipio,Año,Valor
15580,Quípama,2015,0.974000
15599,Ramiriquí,2015,0.829000
15600,Ráquira,2015,1.011000
15621,Rondón,2015,1.391000
15632,Saboyá,2015,0.852000
15638,Sáchica,2015,0.957000
15646,Samacá,2015,0.853000
15660,San Eduardo,2015,0.867000
15664,San José De Pare,2015,0.842000
15667,San Luis De Gaceno,2015,1.072000
15673,San Mateo,2015,0.822000
15676,San Miguel De Sema,2015,0.650000
15681,San Pablo De Borbur,2015,0.850000
15686,Santana,2015,1.105000
15690,Santa María,2015,1.028000
15693,Santa Rosa De Viterbo,2015,0.695000
15696,Santa Sofía,2015,1.229000
15720,Sativanorte,2015,0.625000
15723,Sativasur,2015,0.929000
15740,Siachoque,2015,0.669000
15753,Soatá,2015,1.154000
15755,Socotá,2015,0.619000
15757,Socha,2015,0.840000
15759,Sogamoso,2015,0.997000
15761,Somondoco,2015,0.813000
15762,Sora,2015,0.703000
15763,Sotaquirá,2015,0.698000
15764,Soracá,2015,0.821000
15774,Susacón,2015,0.630000
15776,Sutamarchán,2015,0.824000
15778,Sutatenza,2015,0.708000
15790,Tasco,2015,0.633000
15798,Tenza,2015,0.522000
15804,Tibaná,2015,0.979000
15806,Tibasosa,2015,0.870000
15808,Tinjacá,2015,0.667000
15810,Tipacoque,2015,0.875000
15814,Toca,2015,0.942000
15816,Togüí,2015,0.947000
15820,Tópaga,2015,0.660000
15822,Tota,2015,0.681000
15832,Tununguá,2015,1.625000
15835,Turmequé,2015,0.681000
15837,Tuta,2015,1.073000
15839,TUTAZÁ,2015,1.100000
15842,Úmbita,2015,0.670000
15861,Ventaquemada,2015,0.798000
15879,Viracachá,2015,0.828000
15897,Zetaquira,2015,0.600000
15001,Tunja,2016,0.944000
15022,Almeida,2016,1.875000
15047,Aquitania,2016,0.755000
15051,Arcabuco,2016,0.889000
15087,Belén,2016,1.029000
15090,Berbeo,2016,1.071000
15092,Betéitiva,2016,1.000000
15097,Boavita,2016,1.341000
15104,Boyacá,2016,0.833000
15106,Briceño,2016,1.000000
15109,Buenavista,2016,1.019000
15114,Busbanzá,2016,0.545000
15131,Caldas,2016,0.968000
15135,Campohermoso,2016,0.914000
15162,Cerinza,2016,0.941000
15172,Chinavita,2016,1.409000
15176,Chiquinquirá,2016,0.920000
15180,Chiscas,2016,1.175000
15183,Chita,2016,0.769000
15185,Chitaraque,2016,0.767000
15187,Chivatá,2016,0.721000
15189,Ciénega,2016,1.170000
15204,Cómbita,2016,0.947000
15212,Coper,2016,1.407000
15215,Corrales,2016,0.656000
15218,Covarachía,2016,0.692000
15223,Cubará,2016,0.889000
15224,Cucaita,2016,0.811000
15226,Cuítiva,2016,1.222000
15232,Chíquiza,2016,0.773000
15236,Chivor,2016,0.750000
15238,Duitama,2016,0.918000
15244,El Cocuy,2016,1.067000
15248,El Espino,2016,0.556000
15272,Firavitoba,2016,0.901000
15276,Floresta,2016,1.030000
15293,Gachantivá,2016,0.909000
15296,Gámeza,2016,0.778000
15299,Garagoa,2016,1.043000
15317,Guacamayas,2016,0.542000
15322,Guateque,2016,0.875000
15325,Guayatá,2016,0.773000
15332,GÜICÁN DE LA SIERRA,2016,1.271000
15362,Iza,2016,0.852000
15367,Jenesano,2016,0.905000
15368,Jericó,2016,1.024000
15377,Labranzagrande,2016,0.824000
15380,La Capilla,2016,1.333000
15401,La Victoria,2016,0.643000
15403,La Uvita,2016,0.862000
15407,Villa De Leyva,2016,0.970000
15425,Macanal,2016,0.800000
15442,Maripí,2016,0.758000
15455,Miraflores,2016,0.980000
15464,Mongua,2016,0.836000
15466,Monguí,2016,0.774000
15469,Moniquirá,2016,0.961000
15476,Motavita,2016,0.887000
15480,Muzo,2016,0.671000
15491,Nobsa,2016,1.129000
15494,Nuevo Colón,2016,0.983000
15500,Oicatá,2016,0.917000
15507,Otanche,2016,0.777000
15511,Pachavita,2016,0.632000
15514,Páez,2016,1.333000
15516,Paipa,2016,0.928000
15518,Pajarito,2016,0.667000
15522,Panqueba,2016,1.067000
15531,Pauna,2016,0.875000
15533,Paya,2016,0.735000
15537,Paz De Río,2016,1.054000
15542,Pesca,2016,1.110000
15550,Pisba,2016,1.056000
15572,Puerto Boyacá,2016,0.923000
15580,Quípama,2016,0.976000
15599,Ramiriquí,2016,0.819000
15600,Ráquira,2016,0.880000
15621,Rondón,2016,0.613000
15632,Saboyá,2016,0.835000
15638,Sáchica,2016,1.134000
15646,Samacá,2016,0.894000
15660,San Eduardo,2016,1.133000
15664,San José De Pare,2016,0.686000
15667,San Luis De Gaceno,2016,0.746000
15673,San Mateo,2016,0.972000
15676,San Miguel De Sema,2016,0.786000
15681,San Pablo De Borbur,2016,0.986000
15686,Santana,2016,1.143000
15690,Santa María,2016,1.212000
15693,Santa Rosa De Viterbo,2016,0.982000
15696,Santa Sofía,2016,0.952000
15720,Sativanorte,2016,1.083000
15723,Sativasur,2016,0.417000
15740,Siachoque,2016,0.909000
15753,Soatá,2016,0.966000
15755,Socotá,2016,0.763000
15757,Socha,2016,1.068000
15759,Sogamoso,2016,1.014000
15761,Somondoco,2016,1.071000
15762,Sora,2016,1.194000
15763,Sotaquirá,2016,0.734000
15764,Soracá,2016,0.864000
15774,Susacón,2016,1.105000
15776,Sutamarchán,2016,1.081000
15778,Sutatenza,2016,1.316000
15790,Tasco,2016,0.874000
15798,Tenza,2016,0.857000
15804,Tibaná,2016,0.918000
15806,Tibasosa,2016,1.093000
15808,Tinjacá,2016,1.179000
15810,Tipacoque,2016,0.733000
15814,Toca,2016,1.007000
15816,Togüí,2016,0.949000
15820,Tópaga,2016,0.881000
15822,Tota,2016,1.088000
15832,Tununguá,2016,0.864000
15835,Turmequé,2016,0.821000
15837,Tuta,2016,0.764000
15839,TUTAZÁ,2016,1.684000
15842,Úmbita,2016,0.772000
15861,Ventaquemada,2016,0.964000
15879,Viracachá,2016,0.600000
15897,Zetaquira,2016,0.737000
15001,Tunja,2017,0.875000
15022,Almeida,2017,1.143000
15047,Aquitania,2017,0.954000
15051,Arcabuco,2017,0.807000
15087,Belén,2017,0.777000
15090,Berbeo,2017,0.524000
15092,Betéitiva,2017,0.765000
15097,Boavita,2017,0.828000
15104,Boyacá,2017,1.061000
15106,Briceño,2017,1.118000
15109,Buenavista,2017,0.860000
15114,Busbanzá,2017,1.857000
15131,Caldas,2017,0.690000
15135,Campohermoso,2017,0.933000
15162,Cerinza,2017,0.933000
15172,Chinavita,2017,1.182000
15176,Chiquinquirá,2017,1.067000
15180,Chiscas,2017,0.775000
15183,Chita,2017,1.016000
15185,Chitaraque,2017,0.929000
15187,Chivatá,2017,1.278000
15189,Ciénega,2017,1.127000
15204,Cómbita,2017,0.839000
15212,Coper,2017,1.296000
15215,Corrales,2017,1.080000
15218,Covarachía,2017,1.375000
15223,Cubará,2017,1.136000
15224,Cucaita,2017,1.020000
15226,Cuítiva,2017,0.905000
15232,Chíquiza,2017,0.763000
15236,Chivor,2017,0.895000
15238,Duitama,2017,0.858000
15244,El Cocuy,2017,0.857000
15248,El Espino,2017,0.750000
15272,Firavitoba,2017,0.775000
15276,Floresta,2017,0.658000
15293,Gachantivá,2017,1.143000
15296,Gámeza,2017,0.851000
15299,Garagoa,2017,0.870000
15317,Guacamayas,2017,0.789000
15322,Guateque,2017,0.968000
15325,Guayatá,2017,0.955000
15332,GÜICÁN DE LA SIERRA,2017,0.986000
15362,Iza,2017,0.885000
15367,Jenesano,2017,1.348000
15368,Jericó,2017,1.146000
15377,Labranzagrande,2017,1.000000
15380,La Capilla,2017,1.056000
15401,La Victoria,2017,1.000000
15403,La Uvita,2017,0.929000
15407,Villa De Leyva,2017,1.049000
15425,Macanal,2017,0.842000
15442,Maripí,2017,0.945000
15455,Miraflores,2017,0.863000
15464,Mongua,2017,0.925000
15466,Monguí,2017,0.949000
15469,Moniquirá,2017,1.081000
15476,Motavita,2017,0.880000
15480,Muzo,2017,0.893000
15491,Nobsa,2017,1.106000
15494,Nuevo Colón,2017,0.889000
15500,Oicatá,2017,1.292000
15507,Otanche,2017,0.809000
15511,Pachavita,2017,1.000000
15514,Páez,2017,1.152000
15516,Paipa,2017,1.183000
15518,Pajarito,2017,0.885000
15522,Panqueba,2017,0.889000
15531,Pauna,2017,0.919000
15533,Paya,2017,0.969000
15537,Paz De Río,2017,1.171000
15542,Pesca,2017,0.879000
15550,Pisba,2017,1.833000
15572,Puerto Boyacá,2017,0.941000
15580,Quípama,2017,1.439000
15599,Ramiriquí,2017,1.112000
15600,Ráquira,2017,0.840000
15621,Rondón,2017,1.000000
15632,Saboyá,2017,1.124000
15638,Sáchica,2017,0.895000
15646,Samacá,2017,0.918000
15660,San Eduardo,2017,0.632000
15664,San José De Pare,2017,0.872000
15667,San Luis De Gaceno,2017,0.636000
15673,San Mateo,2017,0.850000
15676,San Miguel De Sema,2017,0.528000
15681,San Pablo De Borbur,2017,0.667000
15686,Santana,2017,0.876000
15690,Santa María,2017,1.027000
15693,Santa Rosa De Viterbo,2017,1.053000
15696,Santa Sofía,2017,0.955000
15720,Sativanorte,2017,0.923000
15723,Sativasur,2017,1.222000
15740,Siachoque,2017,1.000000
15753,Soatá,2017,0.963000
15755,Socotá,2017,0.739000
15757,Socha,2017,0.883000
15759,Sogamoso,2017,0.995000
15761,Somondoco,2017,0.941000
15762,Sora,2017,1.387000
15763,Sotaquirá,2017,1.338000
15764,Soracá,2017,0.970000
15774,Susacón,2017,1.056000
15776,Sutamarchán,2017,0.985000
15778,Sutatenza,2017,0.808000
15790,Tasco,2017,0.889000
15798,Tenza,2017,0.889000
15804,Tibaná,2017,0.979000
15806,Tibasosa,2017,1.250000
15808,Tinjacá,2017,0.710000
15810,Tipacoque,2017,0.769000
15814,Toca,2017,0.910000
15816,Togüí,2017,1.145000
15820,Tópaga,2017,0.872000
15822,Tota,2017,1.246000
15832,Tununguá,2017,1.409000
15835,Turmequé,2017,1.015000
15837,Tuta,2017,1.357000
15839,TUTAZÁ,2017,0.654000
15842,Úmbita,2017,1.115000
15861,Ventaquemada,2017,0.981000
15879,Viracachá,2017,0.875000
15897,Zetaquira,2017,0.894000
