geo,Año,Rango de edad,Sexo,Casos
15001,2020,Adolescencia,Hombre,9
15001,2020,Adolescencia,Mujer,18
15001,2020,Adultez,Hombre,16
15001,2020,Adultez,Mujer,20
15001,2020,Infancia,Hombre,1
15001,2020,Juventud,Hombre,21
15001,2020,Juventud,Mujer,41
15001,2020,Vejez,Hombre,1
15001,2020,Vejez,Mujer,1
15001,2021,Adolescencia,Hombre,4
15001,2021,Adolescencia,Mujer,40
15001,2021,Adultez,Hombre,14
15001,2021,Adultez,Mujer,17
15001,2021,Infancia,Mujer,2
15001,2021,Juventud,Hombre,30
15001,2021,Juventud,Mujer,48
15001,2021,Vejez,Hombre,2
15001,2022,Adolescencia,Hombre,18
15001,2022,Adolescencia,Mujer,55
15001,2022,Adultez,Hombre,23
15001,2022,Adultez,Mujer,25
15001,2022,Infancia,Hombre,3
15001,2022,Infancia,Mujer,2
15001,2022,Juventud,Hombre,55
15001,2022,Juventud,Mujer,74
15001,2022,Vejez,Hombre,2
15001,2022,Vejez,Mujer,1
15001,2023,Adolescencia,Hombre,23
15001,2023,Adolescencia,Mujer,81
15001,2023,Adultez,Hombre,32
15001,2023,Adultez,Mujer,39
15001,2023,Infancia,Hombre,7
15001,2023,Infancia,Mujer,2
15001,2023,Juventud,Hombre,64
15001,2023,Juventud,Mujer,121
15001,2023,Vejez,Hombre,2
15022,2022,Adolescencia,Mujer,1
15022,2022,Adultez,Hombre,1
15022,2022,Adultez,Mujer,1
15022,2023,Adolescencia,Mujer,1
15047,2020,Adolescencia,Hombre,1
15047,2020,Adolescencia,Mujer,1
15047,2020,Adultez,Hombre,2
15047,2020,Infancia,Mujer,1
15047,2020,Juventud,Hombre,2
15047,2020,Juventud,Mujer,2
15047,2021,Adolescencia,Mujer,1
15047,2021,Adultez,Hombre,1
15047,2021,Adultez,Mujer,1
15047,2022,Adolescencia,Mujer,2
15047,2022,Adultez,Hombre,1
15047,2022,Adultez,Mujer,1
15047,2022,Juventud,Hombre,1
15047,2022,Juventud,Mujer,1
15047,2023,Adolescencia,Hombre,1
15047,2023,Adolescencia,Mujer,1
15047,2023,Adultez,Hombre,4
15047,2023,Adultez,Mujer,2
15047,2023,Juventud,Mujer,2
15047,2023,Vejez,Hombre,1
15051,2020,Juventud,Hombre,1
15051,2021,Adultez,Mujer,1
15051,2021,Juventud,Hombre,1
15051,2022,Adolescencia,Mujer,2
15051,2022,Adultez,Hombre,1
15051,2022,Juventud,Hombre,1
15051,2023,Adolescencia,Hombre,1
15051,2023,Adolescencia,Mujer,2
15051,2023,Adultez,Hombre,4
15051,2023,Adultez,Mujer,2
15051,2023,Juventud,Mujer,1
15087,2020,Adultez,Hombre,1
15087,2020,Adultez,Mujer,3
15087,2020,Juventud,Hombre,1
15087,2020,Juventud,Mujer,1
15087,2021,Adolescencia,Mujer,3
15087,2021,Adultez,Hombre,1
15087,2021,Adultez,Mujer,3
15087,2021,Juventud,Hombre,1
15087,2021,Vejez,Mujer,1
15087,2022,Adultez,Mujer,1
15087,2022,Juventud,Mujer,1
15087,2023,Adolescencia,Mujer,6
15087,2023,Adultez,Hombre,1
15087,2023,Adultez,Mujer,3
15087,2023,Infancia,Hombre,1
15087,2023,Juventud,Hombre,1
15087,2023,Juventud,Mujer,1
15090,2020,Adultez,Hombre,1
15090,2020,Vejez,Hombre,1
15090,2023,Adultez,Hombre,1
15092,2020,Adultez,Mujer,1
15092,2022,Adultez,Mujer,1
15097,2020,Adultez,Mujer,1
15097,2020,Juventud,Hombre,1
15097,2020,Juventud,Mujer,1
15097,2021,Adultez,Mujer,1
15097,2022,Adolescencia,Hombre,2
15097,2022,Adolescencia,Mujer,2
15097,2022,Adultez,Mujer,1
15097,2022,Juventud,Hombre,1
15097,2022,Juventud,Mujer,2
15097,2023,Adolescencia,Mujer,1
15097,2023,Infancia,Hombre,1
15104,2020,Adultez,Hombre,1
15104,2020,Juventud,Hombre,1
15104,2021,Adultez,Hombre,1
15104,2021,Infancia,Hombre,1
15104,2021,Juventud,Mujer,2
15104,2022,Adolescencia,Mujer,1
15104,2022,Adultez,Hombre,1
15104,2022,Juventud,Mujer,1
15104,2023,Adultez,Hombre,2
15104,2023,Juventud,Mujer,1
15106,2020,Adultez,Hombre,1
15106,2020,Adultez,Mujer,1
15106,2023,Adultez,Mujer,1
15109,2020,Juventud,Hombre,1
15109,2021,Juventud,Mujer,1
15109,2021,Vejez,Hombre,1
15109,2022,Adolescencia,Mujer,1
15109,2022,Juventud,Hombre,1
15109,2023,Adolescencia,Hombre,1
15109,2023,Adolescencia,Mujer,2
15109,2023,Adultez,Hombre,1
15109,2023,Infancia,Hombre,1
15109,2023,Juventud,Mujer,1
15114,2020,Adolescencia,Hombre,1
15114,2021,Juventud,Hombre,1
15114,2023,Adolescencia,Mujer,1
15131,2020,Adultez,Mujer,1
15131,2022,Adolescencia,Mujer,1
15131,2023,Adultez,Hombre,2
15131,2023,Juventud,Mujer,1
15135,2021,Adolescencia,Mujer,1
15135,2021,Juventud,Hombre,1
15135,2021,Juventud,Mujer,1
15135,2022,Adolescencia,Hombre,1
15135,2022,Adultez,Mujer,1
15135,2022,Juventud,Hombre,1
15135,2022,Juventud,Mujer,1
15135,2023,Juventud,Mujer,1
15162,2020,Adolescencia,Mujer,1
15162,2021,Adolescencia,Hombre,1
15162,2021,Adolescencia,Mujer,1
15162,2021,Juventud,Mujer,1
15162,2022,Adolescencia,Mujer,1
15162,2022,Juventud,Mujer,1
15162,2023,Adultez,Hombre,1
15162,2023,Adultez,Mujer,1
15162,2023,Juventud,Hombre,1
15172,2020,Juventud,Hombre,1
15172,2022,Adultez,Mujer,1
15172,2023,Juventud,Hombre,1
15176,2020,Adolescencia,Hombre,1
15176,2020,Adolescencia,Mujer,10
15176,2020,Adultez,Hombre,3
15176,2020,Adultez,Mujer,3
15176,2020,Juventud,Hombre,5
15176,2020,Juventud,Mujer,5
15176,2020,Vejez,Mujer,2
15176,2021,Adolescencia,Mujer,5
15176,2021,Adultez,Hombre,8
15176,2021,Adultez,Mujer,1
15176,2021,Infancia,Mujer,1
15176,2021,Juventud,Hombre,8
15176,2021,Juventud,Mujer,6
15176,2022,Adolescencia,Hombre,2
15176,2022,Adolescencia,Mujer,16
15176,2022,Adultez,Hombre,9
15176,2022,Adultez,Mujer,5
15176,2022,Infancia,Hombre,1
15176,2022,Juventud,Hombre,10
15176,2022,Juventud,Mujer,11
15176,2022,Vejez,Hombre,1
15176,2023,Adolescencia,Hombre,1
15176,2023,Adolescencia,Mujer,15
15176,2023,Adultez,Hombre,8
15176,2023,Adultez,Mujer,4
15176,2023,Juventud,Hombre,10
15176,2023,Juventud,Mujer,8
15176,2023,Vejez,Mujer,1
15180,2020,Adolescencia,Mujer,1
15180,2021,Adultez,Hombre,1
15180,2022,Juventud,Mujer,2
15180,2023,Adolescencia,Mujer,1
15180,2023,Adultez,Mujer,1
15180,2023,Juventud,Mujer,1
15183,2020,Adolescencia,Mujer,1
15183,2020,Adultez,Hombre,3
15183,2020,Adultez,Mujer,1
15183,2020,Juventud,Hombre,2
15183,2021,Adolescencia,Hombre,1
15183,2021,Adolescencia,Mujer,6
15183,2021,Adultez,Hombre,2
15183,2021,Adultez,Mujer,1
15183,2021,Juventud,Mujer,1
15183,2022,Adolescencia,Hombre,2
15183,2022,Adolescencia,Mujer,1
15183,2022,Adultez,Hombre,3
15183,2022,Adultez,Mujer,1
15183,2022,Juventud,Hombre,1
15183,2022,Vejez,Hombre,1
15183,2023,Adolescencia,Mujer,1
15183,2023,Adultez,Mujer,1
15183,2023,Juventud,Hombre,1
15183,2023,Juventud,Mujer,3
15185,2020,Juventud,Hombre,1
15185,2020,Juventud,Mujer,1
15185,2021,Adultez,Mujer,1
15185,2021,Juventud,Hombre,1
15185,2021,Juventud,Mujer,1
15185,2022,Adolescencia,Hombre,1
15185,2022,Adolescencia,Mujer,6
15185,2022,Adultez,Hombre,1
15185,2022,Juventud,Mujer,3
15185,2022,Vejez,Hombre,1
15185,2023,Adolescencia,Mujer,1
15185,2023,Adultez,Mujer,2
15187,2021,Juventud,Hombre,1
15187,2022,Adultez,Hombre,1
15187,2023,Adolescencia,Hombre,1
15187,2023,Adultez,Mujer,2
15187,2023,Juventud,Hombre,1
15189,2020,Adultez,Mujer,1
15189,2020,Juventud,Mujer,1
15189,2021,Juventud,Mujer,1
15189,2023,Adolescencia,Mujer,1
15189,2023,Adultez,Hombre,1
15189,2023,Juventud,Hombre,1
15204,2020,Adolescencia,Hombre,3
15204,2020,Adolescencia,Mujer,1
15204,2020,Adultez,Hombre,6
15204,2020,Infancia,Mujer,1
15204,2020,Juventud,Hombre,4
15204,2020,Vejez,Hombre,1
15204,2021,Adolescencia,Hombre,2
15204,2021,Adolescencia,Mujer,1
15204,2021,Adultez,Hombre,2
15204,2021,Juventud,Hombre,2
15204,2021,Juventud,Mujer,1
15204,2022,Adolescencia,Hombre,1
15204,2022,Adultez,Hombre,3
15204,2022,Adultez,Mujer,2
15204,2022,Juventud,Hombre,4
15204,2022,Juventud,Mujer,2
15204,2023,Adultez,Hombre,17
15204,2023,Adultez,Mujer,3
15204,2023,Juventud,Hombre,12
15212,2020,Adolescencia,Hombre,1
15212,2020,Adolescencia,Mujer,1
15212,2021,Juventud,Mujer,1
15212,2022,Adultez,Hombre,1
15215,2021,Juventud,Mujer,1
15215,2022,Adolescencia,Hombre,1
15215,2022,Adolescencia,Mujer,1
15218,2021,Adultez,Hombre,1
15218,2021,Juventud,Mujer,1
15218,2023,Vejez,Hombre,1
15223,2020,Adolescencia,Mujer,2
15223,2020,Adultez,Hombre,1
15223,2020,Juventud,Mujer,2
15223,2021,Adolescencia,Mujer,1
15223,2021,Adultez,Mujer,1
15223,2021,Juventud,Hombre,3
15223,2021,Juventud,Mujer,1
15223,2022,Adolescencia,Mujer,2
15223,2022,Adultez,Hombre,1
15223,2022,Juventud,Hombre,1
15223,2022,Juventud,Mujer,3
15223,2022,Vejez,Hombre,1
15223,2023,Adolescencia,Hombre,3
15223,2023,Adolescencia,Mujer,2
15223,2023,Adultez,Mujer,1
15223,2023,Juventud,Hombre,2
15223,2023,Juventud,Mujer,2
15224,2021,Juventud,Mujer,1
15224,2022,Adolescencia,Mujer,2
15224,2022,Juventud,Hombre,1
15224,2023,Adolescencia,Mujer,2
15224,2023,Adultez,Mujer,1
15224,2023,Juventud,Mujer,1
15226,2020,Adolescencia,Mujer,1
15226,2022,Adolescencia,Hombre,2
15226,2023,Adultez,Mujer,1
15226,2023,Infancia,Hombre,1
15232,2020,Juventud,Mujer,2
15232,2021,Infancia,Mujer,1
15232,2022,Juventud,Hombre,1
15232,2023,Adolescencia,Mujer,1
15236,2020,Adolescencia,Mujer,1
15236,2020,Juventud,Mujer,1
15238,2020,Adolescencia,Hombre,6
15238,2020,Adolescencia,Mujer,12
15238,2020,Adultez,Hombre,8
15238,2020,Adultez,Mujer,13
15238,2020,Infancia,Hombre,2
15238,2020,Juventud,Hombre,21
15238,2020,Juventud,Mujer,13
15238,2020,Vejez,Hombre,1
15238,2020,Vejez,Mujer,2
15238,2021,Adolescencia,Hombre,11
15238,2021,Adolescencia,Mujer,21
15238,2021,Adultez,Hombre,12
15238,2021,Adultez,Mujer,13
15238,2021,Infancia,Mujer,1
15238,2021,Juventud,Hombre,15
15238,2021,Juventud,Mujer,20
15238,2021,Vejez,Hombre,2
15238,2021,Vejez,Mujer,1
15238,2022,Adolescencia,Hombre,10
15238,2022,Adolescencia,Mujer,44
15238,2022,Adultez,Hombre,14
15238,2022,Adultez,Mujer,22
15238,2022,Infancia,Mujer,1
15238,2022,Juventud,Hombre,22
15238,2022,Juventud,Mujer,39
15238,2023,Adolescencia,Hombre,9
15238,2023,Adolescencia,Mujer,28
15238,2023,Adultez,Hombre,12
15238,2023,Adultez,Mujer,19
15238,2023,Infancia,Hombre,1
15238,2023,Juventud,Hombre,17
15238,2023,Juventud,Mujer,33
15238,2023,Vejez,Hombre,2
15244,2020,Adultez,Hombre,1
15244,2022,Adolescencia,Mujer,2
15244,2023,Adultez,Mujer,1
15248,2020,Adolescencia,Hombre,1
15248,2022,Adolescencia,Hombre,1
15248,2022,Adolescencia,Mujer,1
15248,2022,Adultez,Hombre,2
15248,2022,Juventud,Hombre,1
15272,2020,Adultez,Hombre,1
15272,2021,Adolescencia,Mujer,1
15272,2021,Adultez,Hombre,1
15272,2021,Adultez,Mujer,1
15272,2022,Adolescencia,Mujer,1
15272,2022,Juventud,Hombre,1
15272,2022,Juventud,Mujer,2
15272,2023,Adolescencia,Mujer,2
15272,2023,Adultez,Hombre,1
15272,2023,Juventud,Mujer,1
15276,2020,Adultez,Hombre,1
15276,2021,Adultez,Hombre,1
15276,2021,Juventud,Hombre,1
15276,2022,Adolescencia,Mujer,3
15276,2023,Adolescencia,Mujer,3
15276,2023,Adultez,Mujer,1
15276,2023,Juventud,Hombre,1
15293,2020,Adolescencia,Hombre,1
15293,2020,Adolescencia,Mujer,1
15293,2020,Adultez,Hombre,1
15293,2020,Adultez,Mujer,1
15293,2022,Adolescencia,Hombre,1
15293,2022,Adolescencia,Mujer,1
15293,2022,Adultez,Hombre,1
15293,2022,Juventud,Mujer,2
15293,2023,Adultez,Mujer,1
15296,2020,Adolescencia,Mujer,1
15296,2020,Adultez,Mujer,1
15296,2020,Infancia,Mujer,1
15296,2020,Juventud,Mujer,1
15296,2021,Adolescencia,Mujer,1
15296,2022,Adolescencia,Hombre,1
