geo,Municipio,Año,Nivel,Tasa
15162,Cerinza,2016,Total,0.007800
15172,Chinavita,2016,Total,0.061800
15176,Chiquinquirá,2016,Total,0.013000
15180,Chiscas,2016,Total,0.017400
15183,Chita,2016,Total,0.011100
15185,Chitaraque,2016,Total,0.000000
15187,Chivatá,2016,Total,0.016200
15189,Ciénega,2016,Total,0.022200
15204,Cómbita,2016,Total,0.016200
15212,Coper,2016,Total,0.009100
15215,Corrales,2016,Total,0.000000
15218,Covarachía,2016,Total,0.004100
15223,Cubará,2016,Total,0.045200
15224,Cucaita,2016,Total,0.009600
15226,Cuítiva,2016,Total,0.000000
15232,Chíquiza,2016,Total,0.004500
15236,Chivor,2016,Total,0.036000
15238,Duitama,2016,Total,0.054300
15244,El Cocuy,2016,Total,0.003300
15248,El Espino,2016,Total,0.007700
15272,Firavitoba,2016,Total,0.003600
15276,Floresta,2016,Total,0.000000
15293,Gachantivá,2016,Total,0.001500
15296,Gameza,2016,Total,0.036300
15299,Garagoa,2016,Total,0.006500
15317,Guacamayas,2016,Total,0.003500
15322,Guateque,2016,Total,0.004900
15325,Guayatá,2016,Total,0.001800
15332,Güicán,2016,Total,0.000000
15362,Iza,2016,Total,0.043300
15367,Jenesano,2016,Total,0.003900
15368,Jericó,2016,Total,0.000000
15377,Labranzagrande,2016,Total,0.000000
15380,La Capilla,2016,Total,0.026500
15401,La Victoria,2016,Total,0.000000
15403,La Uvita,2016,Total,0.000000
15407,Villa de Leyva,2016,Total,0.014700
15425,Macanal,2016,Total,0.014300
15442,Maripí,2016,Total,0.009700
15455,Miraflores,2016,Total,0.004200
15464,Mongua,2016,Total,0.006700
15466,Monguí,2016,Total,0.013000
15469,Moniquirá,2016,Total,0.007700
15476,Motavita,2016,Total,0.001000
15480,Muzo,2016,Total,0.009700
15491,Nobsa,2016,Total,0.003800
15494,Nuevo Colón,2016,Total,0.007100
15500,Oicatá,2016,Total,0.017300
15507,Otanche,2016,Total,0.002400
15511,Pachavita,2016,Total,0.045200
15514,Páez,2016,Total,0.000000
15516,Paipa,2016,Total,0.010800
15518,Pajarito,2016,Total,0.020400
15522,Panqueba,2016,Total,0.005400
15531,Pauna,2016,Total,0.003600
15533,Paya,2016,Total,0.024000
15537,Paz de Río,2016,Total,0.001500
15542,Pesca,2016,Total,0.003000
15550,Pisba,2016,Total,0.042300
15572,Puerto Boyacá,2016,Total,0.006400
15580,Quípama,2016,Total,0.024200
15599,Ramiriquí,2016,Total,0.001500
15600,Ráquira,2016,Total,0.012600
15621,Rondón,2016,Total,0.046000
15632,Saboyá,2016,Total,0.013300
15638,Sáchica,2016,Total,0.001400
15646,Samacá,2016,Total,0.013300
15660,San Eduardo,2016,Total,0.003400
15664,San José de Pare,2016,Total,0.000000
15667,San Luis de Gaceno,2016,Total,0.008800
15673,San Mateo,2016,Total,0.008900
15676,San Miguel de Sema,2016,Total,0.002800
15681,San Pablo de Borbur,2016,Total,0.000000
15686,Santana,2016,Total,0.028000
15690,Santa María,2016,Total,0.001500
15693,Santa Rosa de Viterbo,2016,Total,0.001800
15696,Santa Sofía,2016,Total,0.043200
15720,Sativanorte,2016,Total,0.026200
15723,Sativasur,2016,Total,0.051900
15740,Siachoque,2016,Total,0.002300
15753,Soatá,2016,Total,0.002400
15755,Socotá,2016,Total,0.019900
15757,Socha,2016,Total,0.004000
15759,Sogamoso,2016,Total,0.030200
15761,Somondoco,2016,Total,0.002100
15762,Sora,2016,Total,0.008000
15763,Sotaquirá,2016,Total,0.000000
15764,Soracá,2016,Total,0.011600
15774,Susacón,2016,Total,0.004900
15776,Sutamarchán,2016,Total,0.018900
15778,Sutatenza,2016,Total,0.000000
15790,Tasco,2016,Total,0.000000
15798,Tenza,2016,Total,0.000000
15804,Tibaná,2016,Total,0.004300
15806,Tibasosa,2016,Total,0.011200
15808,Tinjacá,2016,Total,0.000000
15810,Tipacoque,2016,Total,0.007900
15814,Toca,2016,Total,0.024800
15816,Togüí,2016,Total,0.023700
15820,Tópaga,2016,Total,0.008000
15822,Tota,2016,Total,0.002700
15832,Tununguá,2016,Total,0.000000
15835,Turmequé,2016,Total,0.000600
15837,Tuta,2016,Total,0.005200
15839,Tutazá,2016,Total,0.000000
15842,Umbita,2016,Total,0.003500
15861,Ventaquemada,2016,Total,0.003700
15879,Viracachá,2016,Total,0.000000
15897,Zetaquira,2016,Total,0.004000
15001,Tunja,2016,Transición,0.023800
15022,Almeida,2016,Transición,0.000000
15047,Aquitania,2016,Transición,0.000000
15051,Arcabuco,2016,Transición,0.000000
15087,Belén,2016,Transición,0.009200
15090,Berbeo,2016,Transición,0.000000
15092,Betéitiva,2016,Transición,0.000000
15097,Boavita,2016,Transición,0.000000
15104,Boyacá,2016,Transición,0.000000
15106,Briceño,2016,Transición,0.000000
15109,Buenavista,2016,Transición,0.015900
15114,Busbanzá,2016,Transición,0.000000
15131,Caldas,2016,Transición,0.000000
15135,Campohermoso,2016,Transición,0.000000
15162,Cerinza,2016,Transición,0.000000
15172,Chinavita,2016,Transición,0.000000
15176,Chiquinquirá,2016,Transición,0.000000
15180,Chiscas,2016,Transición,0.000000
15183,Chita,2016,Transición,0.000000
15185,Chitaraque,2016,Transición,0.000000
15187,Chivatá,2016,Transición,0.000000
15189,Ciénega,2016,Transición,0.000000
15204,Cómbita,2016,Transición,0.000000
15212,Coper,2016,Transición,0.000000
15215,Corrales,2016,Transición,0.000000
15218,Covarachía,2016,Transición,0.000000
15223,Cubará,2016,Transición,0.000000
15224,Cucaita,2016,Transición,0.000000
15226,Cuítiva,2016,Transición,0.000000
15232,Chíquiza,2016,Transición,0.000000
15236,Chivor,2016,Transición,0.000000
15238,Duitama,2016,Transición,0.010500
15244,El Cocuy,2016,Transición,0.000000
15248,El Espino,2016,Transición,0.000000
15272,Firavitoba,2016,Transición,0.000000
15276,Floresta,2016,Transición,0.000000
15293,Gachantivá,2016,Transición,0.000000
15296,Gameza,2016,Transición,0.000000
15299,Garagoa,2016,Transición,0.000000
15317,Guacamayas,2016,Transición,0.000000
15322,Guateque,2016,Transición,0.000000
15325,Guayatá,2016,Transición,0.000000
15332,Güicán,2016,Transición,0.000000
15362,Iza,2016,Transición,0.081100
15367,Jenesano,2016,Transición,0.000000
15368,Jericó,2016,Transición,0.000000
15377,Labranzagrande,2016,Transición,0.000000
15380,La Capilla,2016,Transición,0.000000
15401,La Victoria,2016,Transición,0.000000
15403,La Uvita,2016,Transición,0.000000
15407,Villa de Leyva,2016,Transición,0.014200
15425,Macanal,2016,Transición,0.000000
15442,Maripí,2016,Transición,0.000000
15455,Miraflores,2016,Transición,0.000000
15464,Mongua,2016,Transición,0.000000
15466,Monguí,2016,Transición,0.000000
15469,Moniquirá,2016,Transición,0.000000
15476,Motavita,2016,Transición,0.000000
15480,Muzo,2016,Transición,0.000000
15491,Nobsa,2016,Transición,0.000000
15494,Nuevo Colón,2016,Transición,0.000000
15500,Oicatá,2016,Transición,0.000000
15507,Otanche,2016,Transición,0.000000
15511,Pachavita,2016,Transición,0.000000
15514,Páez,2016,Transición,0.000000
15516,Paipa,2016,Transición,0.002900
15518,Pajarito,2016,Transición,0.050000
15522,Panqueba,2016,Transición,0.000000
15531,Pauna,2016,Transición,0.000000
15533,Paya,2016,Transición,0.000000
15537,Paz de Río,2016,Transición,0.000000
15542,Pesca,2016,Transición,0.000000
15550,Pisba,2016,Transición,0.000000
15572,Puerto Boyacá,2016,Transición,0.000000
15580,Quípama,2016,Transición,0.000000
15599,Ramiriquí,2016,Transición,0.000000
15600,Ráquira,2016,Transición,0.010000
15621,Rondón,2016,Transición,0.027800
15632,Saboyá,2016,Transición,0.000000
15638,Sáchica,2016,Transición,0.000000
15646,Samacá,2016,Transición,0.000000
15660,San Eduardo,2016,Transición,0.000000
15664,San José de Pare,2016,Transición,0.000000
15667,San Luis de Gaceno,2016,Transición,0.000000
15673,San Mateo,2016,Transición,0.040800
15676,San Miguel de Sema,2016,Transición,0.000000
15681,San Pablo de Borbur,2016,Transición,0.000000
15686,Santana,2016,Transición,0.000000
15690,Santa María,2016,Transición,0.000000
15693,Santa Rosa de Viterbo,2016,Transición,0.000000
15696,Santa Sofía,2016,Transición,0.022700
15720,Sativanorte,2016,Transición,0.000000
15723,Sativasur,2016,Transición,0.000000
15740,Siachoque,2016,Transición,0.000000
15753,Soatá,2016,Transición,0.000000
15755,Socotá,2016,Transición,0.000000
15757,Socha,2016,Transición,0.000000
15759,Sogamoso,2016,Transición,0.010700
15761,Somondoco,2016,Transición,0.000000
15762,Sora,2016,Transición,0.000000
15763,Sotaquirá,2016,Transición,0.000000
15764,Soracá,2016,Transición,0.000000
15774,Susacón,2016,Transición,0.000000
15776,Sutamarchán,2016,Transición,0.000000
15778,Sutatenza,2016,Transición,0.000000
15790,Tasco,2016,Transición,0.000000
15798,Tenza,2016,Transición,0.000000
15804,Tibaná,2016,Transición,0.000000
15806,Tibasosa,2016,Transición,0.014500
15808,Tinjacá,2016,Transición,0.000000
15810,Tipacoque,2016,Transición,0.000000
15814,Toca,2016,Transición,0.000000
15816,Togüí,2016,Transición,0.000000
15820,Tópaga,2016,Transición,0.000000
15822,Tota,2016,Transición,0.000000
15832,Tununguá,2016,Transición,0.000000
15835,Turmequé,2016,Transición,0.000000
15837,Tuta,2016,Transición,0.000000
15839,Tutazá,2016,Transición,0.000000
15842,Umbita,2016,Transición,0.000000
15861,Ventaquemada,2016,Transición,0.000000
15879,Viracachá,2016,Transición,0.000000
15897,Zetaquira,2016,Transición,0.000000
15001,Tunja,2016,Primaria,0.040700
15022,Almeida,2016,Primaria,0.000000
15047,Aquitania,2016,Primaria,0.013100
15051,Arcabuco,2016,Primaria,0.000000
15087,Belén,2016,Primaria,0.000000
15090,Berbeo,2016,Primaria,0.000000
15092,Betéitiva,2016,Primaria,0.024600
15097,Boavita,2016,Primaria,0.002600
15104,Boyacá,2016,Primaria,0.002400
15106,Briceño,2016,Primaria,0.000000
15109,Buenavista,2016,Primaria,0.043400
15114,Busbanzá,2016,Primaria,0.000000
15131,Caldas,2016,Primaria,0.004300
15135,Campohermoso,2016,Primaria,0.000000
15162,Cerinza,2016,Primaria,0.007600
15172,Chinavita,2016,Primaria,0.075600
15176,Chiquinquirá,2016,Primaria,0.004400
15180,Chiscas,2016,Primaria,0.021100
15183,Chita,2016,Primaria,0.022400
15185,Chitaraque,2016,Primaria,0.000000
15187,Chivatá,2016,Primaria,0.013600
15189,Ciénega,2016,Primaria,0.027100
15204,Cómbita,2016,Primaria,0.016900
15212,Coper,2016,Primaria,0.014400
15215,Corrales,2016,Primaria,0.000000
15218,Covarachía,2016,Primaria,0.004700
15223,Cubará,2016,Primaria,0.085800
15224,Cucaita,2016,Primaria,0.012000
15226,Cuítiva,2016,Primaria,0.000000
15232,Chíquiza,2016,Primaria,0.002500
15236,Chivor,2016,Primaria,0.042900
15238,Duitama,2016,Primaria,0.045000
15244,El Cocuy,2016,Primaria,0.002400
15248,El Espino,2016,Primaria,0.005200
15272,Firavitoba,2016,Primaria,0.000000
15276,Floresta,2016,Primaria,0.000000
15293,Gachantivá,2016,Primaria,0.000000
15296,Gameza,2016,Primaria,0.044900
15299,Garagoa,2016,Primaria,0.005200
15317,Guacamayas,2016,Primaria,0.008800
15322,Guateque,2016,Primaria,0.001400
15325,Guayatá,2016,Primaria,0.000000
15332,Güicán,2016,Primaria,0.000000
15362,Iza,2016,Primaria,0.027800
15367,Jenesano,2016,Primaria,0.007400
15368,Jericó,2016,Primaria,0.000000
15377,Labranzagrande,2016,Primaria,0.000000
15380,La Capilla,2016,Primaria,0.000000
15401,La Victoria,2016,Primaria,0.000000
15403,La Uvita,2016,Primaria,0.000000
15407,Villa de Leyva,2016,Primaria,0.008100
15425,Macanal,2016,Primaria,0.016300
15442,Maripí,2016,Primaria,0.002000
15455,Miraflores,2016,Primaria,0.005100
15464,Mongua,2016,Primaria,0.002400
15466,Monguí,2016,Primaria,0.010700
15469,Moniquirá,2016,Primaria,0.009400
15476,Motavita,2016,Primaria,0.000000
15480,Muzo,2016,Primaria,0.009400
15491,Nobsa,2016,Primaria,0.001200
15494,Nuevo Colón,2016,Primaria,0.002300
15500,Oicatá,2016,Primaria,0.000000
15507,Otanche,2016,Primaria,0.002900
15511,Pachavita,2016,Primaria,0.012000
15514,Páez,2016,Primaria,0.000000
15516,Paipa,2016,Primaria,0.007100
15518,Pajarito,2016,Primaria,0.012300
15522,Panqueba,2016,Primaria,0.000000
15531,Pauna,2016,Primaria,0.000000
15533,Paya,2016,Primaria,0.031800
15537,Paz de Río,2016,Primaria,0.004100
15542,Pesca,2016,Primaria,0.001600
15550,Pisba,2016,Primaria,0.035300
15572,Puerto Boyacá,2016,Primaria,0.007600
15580,Quípama,2016,Primaria,0.040300
15599,Ramiriquí,2016,Primaria,0.003600
15600,Ráquira,2016,Primaria,0.016400
15621,Rondón,2016,Primaria,0.026300
15632,Saboyá,2016,Primaria,0.004900
15638,Sáchica,2016,Primaria,0.000000
15646,Samacá,2016,Primaria,0.006100
15660,San Eduardo,2016,Primaria,0.008100
15664,San José de Pare,2016,Primaria,0.000000
15667,San Luis de Gaceno,2016,Primaria,0.004700
15673,San Mateo,2016,Primaria,0.015100
15676,San Miguel de Sema,2016,Primaria,0.000000
15681,San Pablo de Borbur,2016,Primaria,0.000000
15686,Santana,2016,Primaria,0.041700
15690,Santa María,2016,Primaria,0.000000
15693,Santa Rosa de Viterbo,2016,Primaria,0.004300
15696,Santa Sofía,2016,Primaria,0.019900
15720,Sativanorte,2016,Primaria,0.046700
15723,Sativasur,2016,Primaria,0.037000
15740,Siachoque,2016,Primaria,0.000000
15753,Soatá,2016,Primaria,0.003000
15755,Socotá,2016,Primaria,0.023400
15757,Socha,2016,Primaria,0.005000
15759,Sogamoso,2016,Primaria,0.020300
15761,Somondoco,2016,Primaria,0.000000
15762,Sora,2016,Primaria,0.010800
15763,Sotaquirá,2016,Primaria,0.000000
15764,Soracá,2016,Primaria,0.016500
15774,Susacón,2016,Primaria,0.000000
15776,Sutamarchán,2016,Primaria,0.002500
15778,Sutatenza,2016,Primaria,0.000000
15790,Tasco,2016,Primaria,0.000000
15798,Tenza,2016,Primaria,0.000000
15804,Tibaná,2016,Primaria,0.005700
15806,Tibasosa,2016,Primaria,0.007300
15808,Tinjacá,2016,Primaria,0.000000
15810,Tipacoque,2016,Primaria,0.011200
15814,Toca,2016,Primaria,0.029300
15816,Togüí,2016,Primaria,0.042900
15820,Tópaga,2016,Primaria,0.000000
15822,Tota,2016,Primaria,0.003900
15832,Tununguá,2016,Primaria,0.000000
15835,Turmequé,2016,Primaria,0.001700
15837,Tuta,2016,Primaria,0.002700
15839,Tutazá,2016,Primaria,0.000000
15842,Umbita,2016,Primaria,0.003400
15861,Ventaquemada,2016,Primaria,0.002500
15879,Viracachá,2016,Primaria,0.000000
15897,Zetaquira,2016,Primaria,0.000000
15001,Tunja,2016,Secundaria,0.102700
15022,Almeida,2016,Secundaria,0.000000
15047,Aquitania,2016,Secundaria,0.107600
15051,Arcabuco,2016,Secundaria,0.000000
15087,Belén,2016,Secundaria,0.005400
15090,Berbeo,2016,Secundaria,0.033100
15092,Betéitiva,2016,Secundaria,0.028800
15097,Boavita,2016,Secundaria,0.000000
15104,Boyacá,2016,Secundaria,0.009500
15106,Briceño,2016,Secundaria,0.000000
15109,Buenavista,2016,Secundaria,0.016300
15114,Busbanzá,2016,Secundaria,0.000000
15131,Caldas,2016,Secundaria,0.035900
15135,Campohermoso,2016,Secundaria,0.000000
15162,Cerinza,2016,Secundaria,0.012900
15172,Chinavita,2016,Secundaria,0.082600
15176,Chiquinquirá,2016,Secundaria,0.026200
15180,Chiscas,2016,Secundaria,0.024400
15183,Chita,2016,Secundaria,0.002800
15185,Chitaraque,2016,Secundaria,0.000000
15187,Chivatá,2016,Secundaria,0.027900
15189,Ciénega,2016,Secundaria,0.020000
15204,Cómbita,2016,Secundaria,0.024900
15212,Coper,2016,Secundaria,0.008300
15215,Corrales,2016,Secundaria,0.000000
15218,Covarachía,2016,Secundaria,0.005500
15223,Cubará,2016,Secundaria,0.002900
15224,Cucaita,2016,Secundaria,0.010200
15226,Cuítiva,2016,Secundaria,0.000000
15232,Chíquiza,2016,Secundaria,0.006500
15236,Chivor,2016,Secundaria,0.049700
15238,Duitama,2016,Secundaria,0.078800
15244,El Cocuy,2016,Secundaria,0.006700
15248,El Espino,2016,Secundaria,0.015000
15272,Firavitoba,2016,Secundaria,0.006900
15276,Floresta,2016,Secundaria,0.000000
15293,Gachantivá,2016,Secundaria,0.004200
15296,Gameza,2016,Secundaria,0.047800
15299,Garagoa,2016,Secundaria,0.008000
15317,Guacamayas,2016,Secundaria,0.000000
15322,Guateque,2016,Secundaria,0.007700
15325,Guayatá,2016,Secundaria,0.000000
15332,Güicán,2016,Secundaria,0.000000
15362,Iza,2016,Secundaria,0.043000
15367,Jenesano,2016,Secundaria,0.002200
15368,Jericó,2016,Secundaria,0.000000
15377,Labranzagrande,2016,Secundaria,0.000000
15380,La Capilla,2016,Secundaria,0.063200
15401,La Victoria,2016,Secundaria,0.000000
15403,La Uvita,2016,Secundaria,0.000000
15407,Villa de Leyva,2016,Secundaria,0.028500
15425,Macanal,2016,Secundaria,0.021200
15442,Maripí,2016,Secundaria,0.022200
15455,Miraflores,2016,Secundaria,0.005800
15464,Mongua,2016,Secundaria,0.013900
15466,Monguí,2016,Secundaria,0.023700
15469,Moniquirá,2016,Secundaria,0.009300
15476,Motavita,2016,Secundaria,0.002800
15480,Muzo,2016,Secundaria,0.015200
15491,Nobsa,2016,Secundaria,0.008000
15494,Nuevo Colón,2016,Secundaria,0.019200
15500,Oicatá,2016,Secundaria,0.019400
15507,Otanche,2016,Secundaria,0.003200
15511,Pachavita,2016,Secundaria,0.080300
15514,Páez,2016,Secundaria,0.000000
15516,Paipa,2016,Secundaria,0.013500
15518,Pajarito,2016,Secundaria,0.033600
15522,Panqueba,2016,Secundaria,0.006800
15531,Pauna,2016,Secundaria,0.006200
15533,Paya,2016,Secundaria,0.023300
15537,Paz de Río,2016,Secundaria,0.000000
15542,Pesca,2016,Secundaria,0.006400
15550,Pisba,2016,Secundaria,0.083300
15572,Puerto Boyacá,2016,Secundaria,0.007700
15580,Quípama,2016,Secundaria,0.018000
15599,Ramiriquí,2016,Secundaria,0.000000
15600,Ráquira,2016,Secundaria,0.011000
15621,Rondón,2016,Secundaria,0.082800
15632,Saboyá,2016,Secundaria,0.030700
15638,Sáchica,2016,Secundaria,0.004300
15646,Samacá,2016,Secundaria,0.027100
15660,San Eduardo,2016,Secundaria,0.000000
15664,San José de Pare,2016,Secundaria,0.000000
15667,San Luis de Gaceno,2016,Secundaria,0.017600
15673,San Mateo,2016,Secundaria,0.000000
15676,San Miguel de Sema,2016,Secundaria,0.007500
15681,San Pablo de Borbur,2016,Secundaria,0.000000
15686,Santana,2016,Secundaria,0.025900
15690,Santa María,2016,Secundaria,0.004700
15693,Santa Rosa de Viterbo,2016,Secundaria,0.000000
15696,Santa Sofía,2016,Secundaria,0.086100
15720,Sativanorte,2016,Secundaria,0.016900
15723,Sativasur,2016,Secundaria,0.081600
15740,Siachoque,2016,Secundaria,0.004700
15753,Soatá,2016,Secundaria,0.000000
15755,Socotá,2016,Secundaria,0.023700
15757,Socha,2016,Secundaria,0.005100
15759,Sogamoso,2016,Secundaria,0.050000
15761,Somondoco,2016,Secundaria,0.005100
15762,Sora,2016,Secundaria,0.009100
15763,Sotaquirá,2016,Secundaria,0.000000
15764,Soracá,2016,Secundaria,0.008600
15774,Susacón,2016,Secundaria,0.012700
15776,Sutamarchán,2016,Secundaria,0.043000
15778,Sutatenza,2016,Secundaria,0.000000
15790,Tasco,2016,Secundaria,0.000000
15798,Tenza,2016,Secundaria,0.000000
15804,Tibaná,2016,Secundaria,0.005000
15806,Tibasosa,2016,Secundaria,0.013900
15808,Tinjacá,2016,Secundaria,0.000000
15810,Tipacoque,2016,Secundaria,0.009000
15814,Toca,2016,Secundaria,0.028800
15816,Togüí,2016,Secundaria,0.008800
15820,Tópaga,2016,Secundaria,0.015000
15822,Tota,2016,Secundaria,0.002900
15832,Tununguá,2016,Secundaria,0.000000
15835,Turmequé,2016,Secundaria,0.000000
15837,Tuta,2016,Secundaria,0.005100
15839,Tutazá,2016,Secundaria,0.000000
15842,Umbita,2016,Secundaria,0.002000
15861,Ventaquemada,2016,Secundaria,0.006100
15879,Viracachá,2016,Secundaria,0.000000
15897,Zetaquira,2016,Secundaria,0.005000
15001,Tunja,2016,Edu_Media,0.025000
15022,Almeida,2016,Edu_Media,0.000000
15047,Aquitania,2016,Edu_Media,0.055000
15051,Arcabuco,2016,Edu_Media,0.000000
15087,Belén,2016,Edu_Media,0.003700
15090,Berbeo,2016,Edu_Media,0.000000
15092,Betéitiva,2016,Edu_Media,0.000000
15097,Boavita,2016,Edu_Media,0.000000
15104,Boyacá,2016,Edu_Media,0.009400
15106,Briceño,2016,Edu_Media,0.000000
15109,Buenavista,2016,Edu_Media,0.000000
15114,Busbanzá,2016,Edu_Media,0.000000
15131,Caldas,2016,Edu_Media,0.000000
15135,Campohermoso,2016,Edu_Media,0.000000
15162,Cerinza,2016,Edu_Media,0.000000
15172,Chinavita,2016,Edu_Media,0.000000
15176,Chiquinquirá,2016,Edu_Media,0.008800
15180,Chiscas,2016,Edu_Media,0.000000
15183,Chita,2016,Edu_Media,0.000000
15185,Chitaraque,2016,Edu_Media,0.000000
15187,Chivatá,2016,Edu_Media,0.000000
15189,Ciénega,2016,Edu_Media,0.021700
15204,Cómbita,2016,Edu_Media,0.000000
15212,Coper,2016,Edu_Media,0.000000
15215,Corrales,2016,Edu_Media,0.000000
15218,Covarachía,2016,Edu_Media,0.000000
15223,Cubará,2016,Edu_Media,0.000000
15224,Cucaita,2016,Edu_Media,0.007400
15226,Cuítiva,2016,Edu_Media,0.000000
15232,Chíquiza,2016,Edu_Media,0.009300
15236,Chivor,2016,Edu_Media,0.000000
15238,Duitama,2016,Edu_Media,0.031000
15244,El Cocuy,2016,Edu_Media,0.000000
15248,El Espino,2016,Edu_Media,0.000000
15272,Firavitoba,2016,Edu_Media,0.006900
15276,Floresta,2016,Edu_Media,0.000000
15293,Gachantivá,2016,Edu_Media,0.000000
15296,Gameza,2016,Edu_Media,0.000000
15299,Garagoa,2016,Edu_Media,0.008300
15317,Guacamayas,2016,Edu_Media,0.000000
15322,Guateque,2016,Edu_Media,0.008000
15325,Guayatá,2016,Edu_Media,0.014500
15332,Güicán,2016,Edu_Media,0.000000
15362,Iza,2016,Edu_Media,0.076900
15367,Jenesano,2016,Edu_Media,0.000000
15368,Jericó,2016,Edu_Media,0.000000
15377,Labranzagrande,2016,Edu_Media,0.000000
15380,La Capilla,2016,Edu_Media,0.014900
15401,La Victoria,2016,Edu_Media,0.000000
15403,La Uvita,2016,Edu_Media,0.000000
15407,Villa de Leyva,2016,Edu_Media,0.000000
15425,Macanal,2016,Edu_Media,0.000000
15442,Maripí,2016,Edu_Media,0.000000
15455,Miraflores,2016,Edu_Media,0.000000
15464,Mongua,2016,Edu_Media,0.009600
15466,Monguí,2016,Edu_Media,0.000000
15469,Moniquirá,2016,Edu_Media,0.001800
15476,Motavita,2016,Edu_Media,0.000000
15480,Muzo,2016,Edu_Media,0.000000
15491,Nobsa,2016,Edu_Media,0.002800
15494,Nuevo Colón,2016,Edu_Media,0.000000
15500,Oicatá,2016,Edu_Media,0.065600
15507,Otanche,2016,Edu_Media,0.000000
15511,Pachavita,2016,Edu_Media,0.105300
15514,Páez,2016,Edu_Media,0.000000
15516,Paipa,2016,Edu_Media,0.016800
15518,Pajarito,2016,Edu_Media,0.000000
15522,Panqueba,2016,Edu_Media,0.012200
15531,Pauna,2016,Edu_Media,0.008400
15533,Paya,2016,Edu_Media,0.017200
15537,Paz de Río,2016,Edu_Media,0.000000
15542,Pesca,2016,Edu_Media,0.000000
15550,Pisba,2016,Edu_Media,0.000000
15572,Puerto Boyacá,2016,Edu_Media,0.000900
15580,Quípama,2016,Edu_Media,0.000000
15599,Ramiriquí,2016,Edu_Media,0.000000
15600,Ráquira,2016,Edu_Media,0.000000
15621,Rondón,2016,Edu_Media,0.027000
15632,Saboyá,2016,Edu_Media,0.002500
15638,Sáchica,2016,Edu_Media,0.000000
15646,Samacá,2016,Edu_Media,0.012700
15660,San Eduardo,2016,Edu_Media,0.000000
15664,San José de Pare,2016,Edu_Media,0.000000
15667,San Luis de Gaceno,2016,Edu_Media,0.000000
15673,San Mateo,2016,Edu_Media,0.000000
15676,San Miguel de Sema,2016,Edu_Media,0.000000
15681,San Pablo de Borbur,2016,Edu_Media,0.000000
15686,Santana,2016,Edu_Media,0.000000
15690,Santa María,2016,Edu_Media,0.000000
15693,Santa Rosa de Viterbo,2016,Edu_Media,0.000000
15696,Santa Sofía,2016,Edu_Media,0.000000
15720,Sativanorte,2016,Edu_Media,0.000000
15723,Sativasur,2016,Edu_Media,0.025000
15740,Siachoque,2016,Edu_Media,0.003500
15753,Soatá,2016,Edu_Media,0.006100
15755,Socotá,2016,Edu_Media,0.007200
15757,Socha,2016,Edu_Media,0.000000
15759,Sogamoso,2016,Edu_Media,0.015300
15761,Somondoco,2016,Edu_Media,0.000000
15762,Sora,2016,Edu_Media,0.000000
15763,Sotaquirá,2016,Edu_Media,0.000000
15764,Soracá,2016,Edu_Media,0.009900
15774,Susacón,2016,Edu_Media,0.000000
15776,Sutamarchán,2016,Edu_Media,0.018000
15778,Sutatenza,2016,Edu_Media,0.000000
15790,Tasco,2016,Edu_Media,0.000000
15798,Tenza,2016,Edu_Media,0.000000
15804,Tibaná,2016,Edu_Media,0.000000
15806,Tibasosa,2016,Edu_Media,0.013700
15808,Tinjacá,2016,Edu_Media,0.000000
15810,Tipacoque,2016,Edu_Media,0.000000
15814,Toca,2016,Edu_Media,0.016700
15816,Togüí,2016,Edu_Media,0.000000
15820,Tópaga,2016,Edu_Media,0.019600
15822,Tota,2016,Edu_Media,0.000000
15832,Tununguá,2016,Edu_Media,0.000000
15835,Turmequé,2016,Edu_Media,0.000000
15837,Tuta,2016,Edu_Media,0.014700
15839,Tutazá,2016,Edu_Media,0.000000
15842,Umbita,2016,Edu_Media,0.008600
15861,Ventaquemada,2016,Edu_Media,0.002200
15879,Viracachá,2016,Edu_Media,0.000000
15897,Zetaquira,2016,Edu_Media,0.012300
15001,Tunja,2017,Total,0.054100
15022,Almeida,2017,Total,0.000000
15047,Aquitania,2017,Total,0.036800
15051,Arcabuco,2017,Total,0.000000
15087,Belén,2017,Total,0.004500
15090,Berbeo,2017,Total,0.010200
15092,Betéitiva,2017,Total,0.007200
15097,Boavita,2017,Total,0.004700
15104,Boyacá,2017,Total,0.001100
15106,Briceño,2017,Total,0.000000
15109,Buenavista,2017,Total,0.020100
15114,Busbanzá,2017,Total,0.028000
15131,Caldas,2017,Total,0.015600
15135,Campohermoso,2017,Total,0.006000
15162,Cerinza,2017,Total,0.000000
15172,Chinavita,2017,Total,0.032800
15176,Chiquinquirá,2017,Total,0.014800
15180,Chiscas,2017,Total,0.001500
15183,Chita,2017,Total,0.013200
15185,Chitaraque,2017,Total,0.006000
15187,Chivatá,2017,Total,0.064900
15189,Ciénega,2017,Total,0.011700
15204,Cómbita,2017,Total,0.052100
15212,Coper,2017,Total,0.001600
15215,Corrales,2017,Total,0.002300
15218,Covarachía,2017,Total,0.031300
15223,Cubará,2017,Total,0.048700
15224,Cucaita,2017,Total,0.009700
15226,Cuítiva,2017,Total,0.000000
15232,Chíquiza,2017,Total,0.000000
15236,Chivor,2017,Total,0.024000
15238,Duitama,2017,Total,0.066200
15244,El Cocuy,2017,Total,0.009200
15248,El Espino,2017,Total,0.030800
