Año,geo,Sexo,Casos
2015,15001,Hombre,0
2015,15022,Hombre,0
2015,15087,Hombre,0
2015,15097,Hombre,0
2015,15104,Hombre,0
2015,15176,Hombre,0
2015,15204,Hombre,2
2015,15224,Hombre,0
2015,15238,Hombre,0
2015,15293,Hombre,1
2015,15296,Hombre,1
2015,15299,Hombre,0
2015,15368,Hombre,0
2015,15380,Hombre,0
2015,15401,Hombre,0
2015,15407,Hombre,1
2015,15464,Hombre,0
2015,15516,Hombre,0
2015,15572,Hombre,0
2015,15632,Hombre,0
2015,15693,Hombre,1
2015,15740,Hombre,0
2015,15757,Hombre,0
2015,15759,Hombre,1
2015,15814,Hombre,0
2015,15861,Hombre,2
2016,15001,Hombre,1
2016,15109,Hombre,0
2016,15187,Hombre,0
2016,15204,Hombre,1
2016,15238,Hombre,2
2016,15293,Hombre,0
2016,15299,Hombre,1
2016,15368,Hombre,0
2016,15516,Hombre,0
2016,15542,Hombre,0
2016,15572,Hombre,0
2016,15599,Hombre,1
2016,15600,Hombre,0
2016,15646,Hombre,0
2016,15667,Hombre,0
2016,15755,Hombre,0
2016,15759,Hombre,0
2016,15763,Hombre,0
2016,15806,Hombre,0
2016,15816,Hombre,0
2016,15837,Hombre,0
2017,15001,Hombre,2
2017,15162,Hombre,0
2017,15176,Hombre,1
2017,15204,Hombre,0
2017,15238,Hombre,0
2017,15407,Hombre,0
2017,15466,Hombre,0
2017,15469,Hombre,0
2017,15516,Hombre,0
2017,15572,Hombre,0
2017,15600,Hombre,0
2017,15646,Hombre,0
2017,15667,Hombre,0
2017,15693,Hombre,0
2017,15759,Hombre,0
2017,15762,Hombre,0
2017,15806,Hombre,0
2017,15822,Hombre,0
2018,15001,Hombre,0
2018,15051,Hombre,0
2018,15087,Hombre,0
2018,15176,Hombre,2
2018,15218,Hombre,0
2018,15238,Hombre,2
2018,15367,Hombre,0
2018,15476,Hombre,0
2018,15491,Hombre,0
2018,15494,Hombre,0
2018,15516,Hombre,0
2018,15572,Hombre,1
2018,15693,Hombre,0
2018,15740,Hombre,0
2018,15759,Hombre,0
2018,15764,Hombre,0
2018,15804,Hombre,0
2018,15837,Hombre,0
2019,15051,Hombre,0
2019,15092,Hombre,0
2019,15204,Hombre,1
2019,15215,Hombre,0
2019,15238,Hombre,0
2019,15276,Hombre,0
2019,15299,Hombre,0
2019,15322,Hombre,1
2019,15367,Hombre,0
2019,15500,Hombre,0
2019,15572,Hombre,0
2019,15693,Hombre,0
2019,15720,Hombre,1
2019,15757,Hombre,0
2019,15755,Hombre,0
2019,15759,Hombre,0
2019,15764,Hombre,0
2019,15001,Hombre,1
2019,15837,Hombre,0
2019,15839,Hombre,0
2019,15861,Hombre,0
2019,15407,Hombre,0
2020,15047,Hombre,0
2020,15087,Hombre,0
2020,15176,Hombre,0
2020,15187,Hombre,0
2020,15236,Hombre,0
2020,15204,Hombre,2
2020,15223,Hombre,1
2020,15238,Hombre,0
2020,15425,Hombre,0
2020,15466,Hombre,0
2020,15491,Hombre,0
2020,15507,Hombre,0
2020,15516,Hombre,1
2020,15572,Hombre,0
2020,15632,Hombre,0
2020,15667,Hombre,0
2020,15693,Hombre,1
2020,15723,Hombre,0
2020,15759,Hombre,0
2020,15790,Hombre,0
2020,15806,Hombre,0
2020,15814,Hombre,0
2020,15001,Hombre,1
2020,15835,Hombre,1
2021,15047,Hombre,0
2021,15176,Hombre,0
2021,15232,Hombre,0
2021,15189,Hombre,0
2021,15238,Hombre,0
2021,15276,Hombre,1
2021,15296,Hombre,0
2021,15299,Hombre,0
2021,15322,Hombre,0
2021,15425,Hombre,0
2021,15469,Hombre,0
