Año,geo,Sexo,Casos
2021,15480,Hombre,0
2021,15500,Hombre,0
2021,15507,Hombre,0
2021,15516,Hombre,0
2021,15572,Hombre,1
2021,15632,Hombre,0
2021,15646,Hombre,0
2021,15681,Hombre,0
2021,15693,Hombre,0
2021,15757,Hombre,0
2021,15759,Hombre,0
2021,15763,Hombre,0
2021,15806,Hombre,0
2021,15816,Hombre,0
2021,15820,Hombre,0
2021,15001,Hombre,1
2021,15835,Hombre,0
2021,15837,Hombre,0
2021,15861,Hombre,0
2021,15407,Hombre,0
2021,15879,Hombre,0
2015,15001,Mujer,14
2015,15022,Mujer,1
2015,15087,Mujer,1
2015,15097,Mujer,1
2015,15104,Mujer,1
2015,15176,Mujer,2
2015,15204,Mujer,2
2015,15224,Mujer,1
2015,15238,Mujer,6
2015,15293,Mujer,0
2015,15296,Mujer,0
2015,15299,Mujer,1
2015,15368,Mujer,1
2015,15380,Mujer,1
2015,15401,Mujer,1
2015,15407,Mujer,0
2015,15464,Mujer,1
2015,15516,Mujer,1
2015,15572,Mujer,3
2015,15632,Mujer,1
2015,15693,Mujer,0
2015,15740,Mujer,1
2015,15757,Mujer,1
2015,15759,Mujer,7
2015,15814,Mujer,1
2015,15861,Mujer,0
2016,15001,Mujer,7
2016,15109,Mujer,2
2016,15187,Mujer,1
2016,15204,Mujer,0
2016,15238,Mujer,4
2016,15293,Mujer,1
2016,15299,Mujer,2
2016,15368,Mujer,1
2016,15516,Mujer,1
2016,15542,Mujer,1
2016,15572,Mujer,3
2016,15599,Mujer,0
2016,15600,Mujer,1
2016,15646,Mujer,2
2016,15667,Mujer,1
2016,15755,Mujer,1
2016,15759,Mujer,8
2016,15763,Mujer,1
2016,15806,Mujer,1
2016,15816,Mujer,2
2016,15837,Mujer,1
2017,15001,Mujer,12
2017,15162,Mujer,1
2017,15176,Mujer,3
2017,15204,Mujer,2
2017,15238,Mujer,11
2017,15407,Mujer,1
2017,15466,Mujer,1
2017,15469,Mujer,1
2017,15516,Mujer,2
2017,15572,Mujer,1
2017,15600,Mujer,1
2017,15646,Mujer,1
2017,15667,Mujer,1
2017,15693,Mujer,1
2017,15759,Mujer,2
2017,15762,Mujer,1
2017,15806,Mujer,1
2017,15822,Mujer,2
2018,15001,Mujer,17
2018,15051,Mujer,1
2018,15087,Mujer,1
2018,15176,Mujer,4
2018,15218,Mujer,1
2018,15238,Mujer,14
2018,15367,Mujer,1
2018,15476,Mujer,1
2018,15491,Mujer,2
2018,15494,Mujer,1
2018,15516,Mujer,1
2018,15572,Mujer,2
2018,15693,Mujer,1
2018,15740,Mujer,2
2018,15759,Mujer,6
2018,15764,Mujer,1
2018,15804,Mujer,1
2018,15837,Mujer,1
2019,15051,Mujer,1
2019,15092,Mujer,1
2019,15204,Mujer,1
2019,15215,Mujer,1
2019,15238,Mujer,11
2019,15276,Mujer,1
2019,15299,Mujer,1
2019,15322,Mujer,2
2019,15367,Mujer,1
2019,15500,Mujer,1
2019,15572,Mujer,1
2019,15693,Mujer,1
2019,15720,Mujer,0
2019,15757,Mujer,1
2019,15755,Mujer,1
2019,15759,Mujer,5
2019,15764,Mujer,1
2019,15001,Mujer,30
2019,15837,Mujer,1
2019,15839,Mujer,1
2019,15861,Mujer,1
2019,15407,Mujer,2
2020,15047,Mujer,1
2020,15087,Mujer,1
2020,15176,Mujer,2
2020,15187,Mujer,2
2020,15236,Mujer,1
2020,15204,Mujer,0
2020,15223,Mujer,0
2020,15238,Mujer,8
2020,15425,Mujer,2
2020,15466,Mujer,1
2020,15491,Mujer,2
2020,15507,Mujer,2
2020,15516,Mujer,6
2020,15572,Mujer,1
2020,15632,Mujer,1
2020,15667,Mujer,1
2020,15693,Mujer,0
2020,15723,Mujer,1
2020,15759,Mujer,2
2020,15790,Mujer,1
2020,15806,Mujer,1
2020,15814,Mujer,1
2020,15001,Mujer,15
2020,15835,Mujer,1
2021,15047,Mujer,1
2021,15176,Mujer,4
2021,15232,Mujer,1
2021,15189,Mujer,2
2021,15238,Mujer,13
2021,15276,Mujer,2
2021,15296,Mujer,1
2021,15299,Mujer,1
2021,15322,Mujer,1
2021,15425,Mujer,1
2021,15469,Mujer,4
2021,15480,Mujer,1
2021,15500,Mujer,2
2021,15507,Mujer,3
2021,15516,Mujer,2
2021,15572,Mujer,6
2021,15632,Mujer,2
2021,15646,Mujer,1
2021,15681,Mujer,2
2021,15693,Mujer,1
2021,15757,Mujer,1
2021,15759,Mujer,3
2021,15763,Mujer,2
2021,15806,Mujer,2
2021,15816,Mujer,1
2021,15820,Mujer,1
2021,15001,Mujer,25
2021,15835,Mujer,1
2021,15837,Mujer,1
2021,15861,Mujer,2
2021,15407,Mujer,2
2021,15879,Mujer,1
