geo,Area,Periodo,Valor
15022,Almeida,2012,0.000000
15090,Berbeo,2012,0.000000
15104,Boyacá,2012,0.000000
15106,Briceño,2012,0.000000
15114,Busbanzá,2012,0.000000
15131,Caldas,2012,0.000000
15162,Cerinza,2012,0.000000
15172,Chinavita,2012,0.000000
15187,Chivatá,2012,0.000000
15236,Chivor,2012,0.000000
15189,Ciénega,2012,0.000000
15215,Corrales,2012,0.000000
15218,Covarachía,2012,0.000000
15226,Cuítiva,2012,0.000000
15272,Firavitoba,2012,0.000000
15276,Floresta,2012,0.000000
15362,Iza,2012,0.000000
15380,La Capilla,2012,0.000000
15491,Nobsa,2012,0.000000
15500,Oicatá,2012,0.000000
15511,Pachavita,2012,0.000000
15522,Panqueba,2012,0.000000
15621,Rondón,2012,0.000000
15660,San Eduardo,2012,0.000000
15676,San Miguel De Sema,2012,0.000000
15696,Santa Sofía,2012,0.000000
15723,Sativasur,2012,0.000000
15761,Somondoco,2012,0.000000
15762,Sora,2012,0.000000
15764,Soracá,2012,0.000000
15763,Sotaquirá,2012,0.000000
15774,Susacón,2012,0.000000
15778,Sutatenza,2012,0.000000
15798,Tenza,2012,0.000000
15806,Tibasosa,2012,0.000000
15816,Togüí,2012,0.000000
15832,Tununguá,2012,0.000000
15839,Tutaza,2012,0.000000
15879,Viracachá,2012,0.000000
15022,Almeida,2013,0.000000
15051,Arcabuco,2013,0.000000
15090,Berbeo,2013,0.000000
15092,Betéitiva,2013,0.000000
15104,Boyacá,2013,0.000000
15106,Briceño,2013,0.000000
15114,Busbanzá,2013,0.000000
15131,Caldas,2013,0.000000
15162,Cerinza,2013,0.000000
15172,Chinavita,2013,0.000000
15232,Chíquiza,2013,0.000000
15187,Chivatá,2013,0.000000
15236,Chivor,2013,0.000000
15189,Ciénega,2013,0.000000
15215,Corrales,2013,0.000000
15218,Covarachía,2013,0.000000
15224,Cucaita,2013,0.000000
15226,Cuítiva,2013,0.000000
15276,Floresta,2013,0.000000
15293,Gachantivá,2013,0.000000
15296,Gámeza,2013,0.000000
15325,Guayatá,2013,0.000000
15362,Iza,2013,0.000000
15380,La Capilla,2013,0.000000
15511,Pachavita,2013,0.000000
15518,Pajarito,2013,0.000000
15522,Panqueba,2013,0.000000
15621,Rondón,2013,0.000000
15660,San Eduardo,2013,0.000000
15664,San José De Pare,2013,0.000000
15676,San Miguel De Sema,2013,0.000000
15696,Santa Sofía,2013,0.000000
15723,Sativasur,2013,0.000000
15761,Somondoco,2013,0.000000
15762,Sora,2013,0.000000
15764,Soracá,2013,0.000000
15778,Sutatenza,2013,0.000000
15798,Tenza,2013,0.000000
15806,Tibasosa,2013,0.000000
15816,Togüí,2013,0.000000
15820,Tópaga,2013,0.000000
15832,Tununguá,2013,0.000000
15837,Tuta,2013,0.000000
15839,Tutaza,2013,0.000000
15879,Viracachá,2013,0.000000
15022,Almeida,2014,0.000000
15092,Betéitiva,2014,0.000000
15106,Briceño,2014,0.000000
15114,Busbanzá,2014,0.000000
15131,Caldas,2014,0.000000
15162,Cerinza,2014,0.000000
15172,Chinavita,2014,0.000000
15232,Chíquiza,2014,0.000000
15187,Chivatá,2014,0.000000
15236,Chivor,2014,0.000000
15189,Ciénega,2014,0.000000
15204,Cómbita,2014,0.000000
15215,Corrales,2014,0.000000
15218,Covarachía,2014,0.000000
15224,Cucaita,2014,0.000000
15272,Firavitoba,2014,0.000000
15276,Floresta,2014,0.000000
15293,Gachantivá,2014,0.000000
15296,Gámeza,2014,0.000000
15317,Guacamayas,2014,0.000000
15325,Guayatá,2014,0.000000
15362,Iza,2014,0.000000
15380,La Capilla,2014,0.000000
15401,La Victoria,2014,0.000000
15464,Mongua,2014,0.000000
15491,Nobsa,2014,0.000000
15494,Nuevo Colón,2014,0.000000
15514,Páez,2014,0.000000
15537,Paz De Río,2014,0.000000
15621,Rondón,2014,0.000000
15660,San Eduardo,2014,0.000000
15664,San José De Pare,2014,0.000000
15676,San Miguel De Sema,2014,0.000000
15693,Santa Rosa De Viterbo,2014,0.000000
15720,Sativanorte,2014,0.000000
15723,Sativasur,2014,0.000000
15761,Somondoco,2014,0.000000
15762,Sora,2014,0.000000
15764,Soracá,2014,0.000000
15763,Sotaquirá,2014,0.000000
15774,Susacón,2014,0.000000
15778,Sutatenza,2014,0.000000
15798,Tenza,2014,0.000000
15806,Tibasosa,2014,0.000000
15808,Tinjacá,2014,0.000000
15820,Tópaga,2014,0.000000
15832,Tununguá,2014,0.000000
15837,Tuta,2014,0.000000
15839,Tutaza,2014,0.000000
15879,Viracachá,2014,0.000000
15897,Zetaquira,2014,0.000000
15022,Almeida,2015,0.000000
15090,Berbeo,2015,0.000000
15092,Betéitiva,2015,0.000000
15104,Boyacá,2015,0.000000
15106,Briceño,2015,0.000000
15114,Busbanzá,2015,0.000000
15131,Caldas,2015,0.000000
15135,Campohermoso,2015,0.000000
15162,Cerinza,2015,0.000000
15172,Chinavita,2015,0.000000
15187,Chivatá,2015,0.000000
15189,Ciénega,2015,0.000000
15204,Cómbita,2015,0.000000
15218,Covarachía,2015,0.000000
15224,Cucaita,2015,0.000000
15226,Cuítiva,2015,0.000000
15236,Chivor,2015,0.000000
15248,El Espino,2015,0.000000
15272,Firavitoba,2015,0.000000
15276,Floresta,2015,0.000000
15293,Gachantivá,2015,0.000000
15296,Gámeza,2015,0.000000
15317,Guacamayas,2015,0.000000
15325,Guayatá,2015,0.000000
15362,Iza,2015,0.000000
15368,Jericó,2015,0.000000
15380,La Capilla,2015,0.000000
15401,La Victoria,2015,0.000000
15425,Macanal,2015,0.000000
15476,Motavita,2015,0.000000
15494,Nuevo Colón,2015,0.000000
15500,Oicatá,2015,0.000000
15511,Pachavita,2015,0.000000
15514,Páez,2015,0.000000
15518,Pajarito,2015,0.000000
15522,Panqueba,2015,0.000000
15537,Paz De Río,2015,0.000000
15621,Rondón,2015,0.000000
15638,Sáchica,2015,0.000000
15660,San Eduardo,2015,0.000000
15664,San José De Pare,2015,0.000000
15673,San Mateo,2015,0.000000
15676,San Miguel De Sema,2015,0.000000
15696,Santa Sofía,2015,0.000000
15720,Sativanorte,2015,0.000000
15723,Sativasur,2015,0.000000
15761,Somondoco,2015,0.000000
15762,Sora,2015,0.000000
15763,Sotaquirá,2015,0.000000
15774,Susacón,2015,0.000000
15776,Sutamarchán,2015,0.000000
15778,Sutatenza,2015,0.000000
15798,Tenza,2015,0.000000
15806,Tibasosa,2015,0.000000
15810,Tipacoque,2015,0.000000
15816,Togüí,2015,0.000000
15820,Tópaga,2015,0.000000
15822,Tota,2015,0.000000
15832,Tununguá,2015,0.000000
15837,Tuta,2015,0.000000
15839,Tutaza,2015,0.000000
15879,Viracachá,2015,0.000000
15897,Zetaquira,2015,0.000000
15022,Almeida,2016,0.000000
15090,Berbeo,2016,0.000000
15092,Betéitiva,2016,0.000000
15104,Boyacá,2016,0.000000
15106,Briceño,2016,0.000000
15114,Busbanzá,2016,0.000000
15131,Caldas,2016,0.000000
15135,Campohermoso,2016,0.000000
15162,Cerinza,2016,0.000000
15172,Chinavita,2016,0.000000
15189,Ciénega,2016,0.000000
15204,Cómbita,2016,0.000000
15215,Corrales,2016,0.000000
15218,Covarachía,2016,0.000000
15224,Cucaita,2016,0.000000
15226,Cuítiva,2016,0.000000
15232,Chíquiza,2016,0.000000
15248,El Espino,2016,0.000000
15272,Firavitoba,2016,0.000000
15276,Floresta,2016,0.000000
15293,Gachantivá,2016,0.000000
15296,Gámeza,2016,0.000000
15317,Guacamayas,2016,0.000000
15325,Guayatá,2016,0.000000
15362,Iza,2016,0.000000
15380,La Capilla,2016,0.000000
15401,La Victoria,2016,0.000000
15464,Mongua,2016,0.000000
15476,Motavita,2016,0.000000
15491,Nobsa,2016,0.000000
15494,Nuevo Colón,2016,0.000000
15500,Oicatá,2016,0.000000
15511,Pachavita,2016,0.000000
15514,Páez,2016,0.000000
15518,Pajarito,2016,0.000000
15522,Panqueba,2016,0.000000
15537,Paz De Río,2016,0.000000
15621,Rondón,2016,0.000000
15638,Sáchica,2016,0.000000
15660,San Eduardo,2016,0.000000
15664,San José De Pare,2016,0.000000
15676,San Miguel De Sema,2016,0.000000
15720,Sativanorte,2016,0.000000
15723,Sativasur,2016,0.000000
15761,Somondoco,2016,0.000000
15762,Sora,2016,0.000000
15764,Soracá,2016,0.000000
15774,Susacón,2016,0.000000
15776,Sutamarchán,2016,0.000000
15778,Sutatenza,2016,0.000000
15790,Tasco,2016,0.000000
15798,Tenza,2016,0.000000
15806,Tibasosa,2016,0.000000
15808,Tinjacá,2016,0.000000
15810,Tipacoque,2016,0.000000
15820,Tópaga,2016,0.000000
15822,Tota,2016,0.000000
15832,Tununguá,2016,0.000000
15837,Tuta,2016,0.000000
15839,Tutaza,2016,0.000000
15879,Viracachá,2016,0.000000
15090,Berbeo,2017,0.000000
15236,Chivor,2017,0.000000
15511,Pachavita,2017,0.000000
15673,San Mateo,2017,0.000000
15720,Sativanorte,2017,0.000000
15778,Sutatenza,2017,0.000000
15491,Nobsa,2013,0.005000
15693,Santa Rosa De Viterbo,2013,0.005000
15204,Cómbita,2013,0.006000
15476,Motavita,2012,0.007000
15476,Motavita,2013,0.007000
15476,Motavita,2014,0.008000
15837,Tuta,2012,0.009000
15764,Soracá,2015,0.009000
15367,Jenesano,2014,0.010000
15790,Tasco,2014,0.010000
15790,Tasco,2015,0.010000
15686,Santana,2016,0.010000
15204,Cómbita,2012,0.011000
15464,Mongua,2013,0.011000
15686,Santana,2013,0.011000
15686,Santana,2014,0.011000
15600,Ráquira,2015,0.011000
15632,Saboyá,2015,0.011000
15272,Firavitoba,2013,0.012000
15537,Paz De Río,2013,0.012000
15740,Siachoque,2014,0.012000
15051,Arcabuco,2016,0.012000
15494,Nuevo Colón,2012,0.013000
15494,Nuevo Colón,2013,0.013000
15822,Tota,2014,0.013000
15232,Chíquiza,2015,0.013000
15491,Nobsa,2015,0.013000
15740,Siachoque,2015,0.013000
15763,Sotaquirá,2016,0.013000
15820,Tópaga,2012,0.014000
15897,Zetaquira,2012,0.014000
15693,Santa Rosa De Viterbo,2012,0.015000
15104,Boyacá,2014,0.015000
15542,Pesca,2014,0.015000
15464,Mongua,2015,0.015000
15740,Siachoque,2016,0.015000
15693,Santa Rosa De Viterbo,2015,0.016000
15810,Tipacoque,2012,0.017000
15087,Belén,2013,0.017000
15673,San Mateo,2014,0.017000
15816,Togüí,2016,0.017000
15810,Tipacoque,2013,0.018000
15087,Belén,2015,0.018000
15516,Paipa,2016,0.018000
15693,Santa Rosa De Viterbo,2016,0.018000
15897,Zetaquira,2016,0.018000
15514,Páez,2012,0.019000
15790,Tasco,2013,0.019000
15686,Santana,2015,0.019000
15087,Belén,2016,0.019000
15293,Gachantivá,2012,0.020000
15464,Mongua,2012,0.020000
15600,Ráquira,2013,0.020000
15822,Tota,2013,0.020000
15810,Tipacoque,2014,0.020000
15861,Ventaquemada,2016,0.020000
15135,Campohermoso,2013,0.022000
15542,Pesca,2016,0.022000
15185,Chitaraque,2014,0.023000
15051,Arcabuco,2015,0.023000
15187,Chivatá,2016,0.023000
15776,Sutamarchán,2013,0.024000
15808,Tinjacá,2013,0.024000
15097,Boavita,2014,0.024000
15097,Boavita,2015,0.024000
15215,Corrales,2015,0.024000
15632,Saboyá,2016,0.024000
15696,Santa Sofía,2016,0.024000
15776,Sutamarchán,2014,0.025000
15180,Chiscas,2016,0.025000
15425,Macanal,2016,0.025000
15248,El Espino,2013,0.026000
15248,El Espino,2014,0.026000
15638,Sáchica,2014,0.026000
15810,Tipacoque,2017,0.026000
15632,Saboyá,2012,0.027000
15763,Sotaquirá,2013,0.027000
15051,Arcabuco,2014,0.027000
15861,Ventaquemada,2014,0.027000
15367,Jenesano,2016,0.027000
15690,Santa María,2017,0.027000
15296,Gámeza,2012,0.028000
15790,Tasco,2012,0.028000
15690,Santa María,2015,0.028000
15808,Tinjacá,2015,0.028000
15861,Ventaquemada,2015,0.028000
15673,San Mateo,2016,0.028000
15681,San Pablo De Borbur,2016,0.028000
15740,Siachoque,2012,0.029000
15740,Siachoque,2013,0.029000
15897,Zetaquira,2013,0.029000
15518,Pajarito,2014,0.029000
15600,Ráquira,2014,0.030000
15690,Santa María,2016,0.030000
15514,Páez,2017,0.030000
15500,Oicatá,2013,0.031000
15804,Tibaná,2015,0.031000
15325,Guayatá,2012,0.032000
15774,Susacón,2013,0.032000
15367,Jenesano,2012,0.033000
15403,La Uvita,2014,0.033000
15632,Saboyá,2014,0.033000
15185,Chitaraque,2015,0.033000
15403,La Uvita,2015,0.033000
15185,Chitaraque,2016,0.033000
15673,San Mateo,2013,0.034000
15690,Santa María,2013,0.034000
15542,Pesca,2015,0.034000
15403,La Uvita,2016,0.034000
15097,Boavita,2017,0.034000
15537,Paz De Río,2012,0.035000
15861,Ventaquemada,2013,0.035000
15816,Togüí,2014,0.035000
15401,La Victoria,2013,0.036000
15109,Buenavista,2015,0.036000
15087,Belén,2014,0.037000
15516,Paipa,2015,0.037000
15212,Coper,2016,0.037000
15664,San José De Pare,2012,0.038000
15224,Cucaita,2012,0.039000
15516,Paipa,2014,0.039000
15500,Oicatá,2014,0.040000
15600,Ráquira,2016,0.040000
15087,Belén,2012,0.042000
15686,Santana,2012,0.042000
15368,Jericó,2014,0.042000
15690,Santa María,2014,0.042000
15673,San Mateo,2012,0.043000
15185,Chitaraque,2013,0.043000
15516,Paipa,2013,0.043000
15542,Pesca,2013,0.043000
15511,Pachavita,2014,0.043000
15696,Santa Sofía,2014,0.043000
15367,Jenesano,2013,0.044000
15051,Arcabuco,2012,0.045000
15232,Chíquiza,2012,0.045000
15638,Sáchica,2012,0.045000
15097,Boavita,2016,0.045000
15442,Maripí,2016,0.045000
15172,Chinavita,2017,0.045000
15403,La Uvita,2013,0.047000
15720,Sativanorte,2012,0.048000
15367,Jenesano,2015,0.048000
15600,Ráquira,2012,0.049000
15368,Jericó,2013,0.049000
15632,Saboyá,2013,0.049000
15720,Sativanorte,2013,0.050000
15681,San Pablo De Borbur,2015,0.050000
15236,Chivor,2016,0.050000
15180,Chiscas,2017,0.050000
15822,Tota,2012,0.052000
15109,Buenavista,2014,0.052000
15861,Ventaquemada,2012,0.053000
15097,Boavita,2013,0.053000
15226,Cuítiva,2014,0.053000
15317,Guacamayas,2017,0.053000
15425,Macanal,2017,0.053000
15660,San Eduardo,2017,0.053000
15212,Coper,2014,0.054000
15804,Tibaná,2014,0.054000
15212,Coper,2015,0.054000
15097,Boavita,2012,0.055000
15681,San Pablo De Borbur,2013,0.055000
15518,Pajarito,2012,0.056000
15522,Panqueba,2017,0.056000
15774,Susacón,2017,0.056000
15798,Tenza,2017,0.056000
15514,Páez,2013,0.057000
15180,Chiscas,2015,0.057000
15109,Buenavista,2016,0.057000
15425,Macanal,2013,0.058000
15761,Somondoco,2017,0.059000
15109,Buenavista,2013,0.062000
15466,Monguí,2014,0.063000
15425,Macanal,2014,0.064000
15776,Sutamarchán,2012,0.066000
15368,Jericó,2016,0.071000
15022,Almeida,2017,0.071000
15185,Chitaraque,2017,0.071000
15403,La Uvita,2017,0.071000
