geo,Municipio,Cultivo,Año,Rendimiento
15469,Moniquirá,Banano consumo interno,2019,8
15469,Moniquirá,Mora,2019,12
15469,Moniquirá,Plátano consumo interno,2019,11
15469,Moniquirá,Guayaba,2019,3
15469,Moniquirá,Lulo,2019,20
15476,Motavita,Fresa,2019,3
15476,Motavita,Uchuva,2019,5
15480,Muzo,Guanábana,2019,2
15480,Muzo,Mandarina demás variedades,2019,10
15480,Muzo,Naranja demás variedades,2019,15
15480,Muzo,Aguacate demás variedades,2019,4
15480,Muzo,Plátano consumo interno,2019,9
15480,Muzo,Maracuyá,2019,2
15491,Nobsa,Brevo,2019,4
15491,Nobsa,Uva,2019,5
15491,Nobsa,Feijoa,2019,4
15491,Nobsa,Tomate de árbol,2019,2
15494,Nuevo Colón,Ciruela,2019,12
15494,Nuevo Colón,Durazno o Albaricoque,2019,8
15494,Nuevo Colón,Manzana,2019,10
15494,Nuevo Colón,Pera,2019,12
15494,Nuevo Colón,Feijoa,2019,10
15494,Nuevo Colón,Curuba,2019,6
15494,Nuevo Colón,Tomate de árbol,2019,6
15494,Nuevo Colón,Uchuva,2019,6
15500,Oicatá,Durazno o Albaricoque,2019,20
15500,Oicatá,Manzana,2019,25
15500,Oicatá,Arándano,2019,0
15500,Oicatá,Fresa,2019,18
15500,Oicatá,Higo,2019,2
15500,Oicatá,Feijoa,2019,3
15507,Otanche,Limón Tahiti,2019,15
15507,Otanche,Mandarina demás variedades,2019,7
15507,Otanche,Naranja demás variedades,2019,6
15507,Otanche,Aguacate demás variedades,2019,7
15507,Otanche,Plátano consumo interno,2019,9
15511,Pachavita,Aguacate demás variedades,2019,0
15511,Pachavita,Banano consumo interno,2019,7
15511,Pachavita,Mora,2019,5
15511,Pachavita,Lulo,2019,8
15511,Pachavita,Tomate de árbol,2019,12
15514,Páez,Limón Mandarino,2019,10
15514,Páez,Limón Tahiti,2019,0
15514,Páez,Naranja demás variedades,2019,10
15514,Páez,Aguacate demás variedades,2019,7
15514,Páez,Borojó,2019,4
15514,Páez,Pitahaya,2019,10
15514,Páez,Plátano consumo interno,2019,11
15514,Páez,Zapote,2019,11
15514,Páez,Lulo,2019,11
15516,Paipa,Ciruela,2019,8
15516,Paipa,Durazno o Albaricoque,2019,9
15516,Paipa,Mora,2019,8
15516,Paipa,Tomate de árbol,2019,2
15518,Pajarito,Naranja demás variedades,2019,8
15518,Pajarito,Aguacate demás variedades,2019,20
15518,Pajarito,Plátano consumo interno,2019,8
15518,Pajarito,Zapote,2019,7
15518,Pajarito,Lulo,2019,7
15522,Panqueba,Aguacate demás variedades,2019,2
15531,Pauna,Guanábana,2019,5
15531,Pauna,Limón demás variedades,2019,11
15531,Pauna,Mandarina demás variedades,2019,11
15531,Pauna,Naranja demás variedades,2019,12
15531,Pauna,Aguacate demás variedades,2019,3
15531,Pauna,Mora,2019,6
15531,Pauna,Papaya demás variedades,2019,40
15531,Pauna,Piña demás variedades,2019,10
15531,Pauna,Pitahaya,2019,2
15531,Pauna,Plátano consumo interno,2019,7
15531,Pauna,Guayaba,2019,5
15531,Pauna,Gulupa o cholupa,2019,4
15531,Pauna,Lulo,2019,6
15531,Pauna,Tomate de árbol,2019,6
15533,Paya,Guanábana,2019,4
15533,Paya,Mandarina demás variedades,2019,8
15533,Paya,Naranja demás variedades,2019,2
15533,Paya,Aguacate demás variedades,2019,4
15533,Paya,Mango demás variedades,2019,15
15533,Paya,Plátano consumo interno,2019,2
15533,Paya,Zapote,2019,4
15533,Paya,Guayaba,2019,2
15537,Paz de Río,Frambuesa,2019,2
15537,Paz de Río,Fresa,2019,2
15537,Paz de Río,Higo,2019,1
15537,Paz de Río,Mora,2019,2
15537,Paz de Río,Uva,2019,3
15537,Paz de Río,Lulo,2019,6
15537,Paz de Río,Tomate de árbol,2019,1
15542,Pesca,Higo,2019,1
15550,Pisba,Guanábana,2019,0
15550,Pisba,Plátano consumo interno,2019,4
15550,Pisba,Lulo,2019,4
15572,Puerto Boyacá,Limón demás variedades,2019,0
15572,Puerto Boyacá,Aguacate demás variedades,2019,8
15572,Puerto Boyacá,Papaya demás variedades,2019,15
15572,Puerto Boyacá,Piña demás variedades,2019,22
15572,Puerto Boyacá,Plátano consumo interno,2019,5
15580,Quípama,Guanábana,2019,8
15580,Quípama,Limón demás variedades,2019,15
15580,Quípama,Aguacate demás variedades,2019,15
15580,Quípama,Plátano consumo interno,2019,11
15599,Ramiriquí,Durazno o Albaricoque,2019,0
15599,Ramiriquí,Mora,2019,19
15599,Ramiriquí,Gulupa o cholupa,2019,0
15599,Ramiriquí,Lulo,2019,21
15599,Ramiriquí,Tomate de árbol,2019,16
15599,Ramiriquí,Uchuva,2019,11
15600,Ráquira,Durazno o Albaricoque,2019,4
15600,Ráquira,Agraz - Mortiño,2019,2
15600,Ráquira,Mora,2019,5
15600,Ráquira,Feijoa,2019,2
15600,Ráquira,Guayaba,2019,3
15600,Ráquira,Curuba,2019,3
15600,Ráquira,Gulupa o cholupa,2019,2
15600,Ráquira,Lulo,2019,3
15600,Ráquira,Tomate de árbol,2019,6
15600,Ráquira,Uchuva,2019,2
15621,Rondón,Otros cítricos,2019,0
15621,Rondón,Limón Tahiti,2019,0
15621,Rondón,Aguacate demás variedades,2019,3
15621,Rondón,Banano consumo interno,2019,3
15621,Rondón,Mora,2019,5
15621,Rondón,Piña demás variedades,2019,0
15621,Rondón,Pitahaya,2019,0
15621,Rondón,Plátano consumo interno,2019,4
15621,Rondón,Granadilla,2019,15
15621,Rondón,Gulupa o cholupa,2019,21
15621,Rondón,Lulo,2019,10
15621,Rondón,Tomate de árbol,2019,17
15621,Rondón,Uchuva,2019,1
15632,Saboyá,Mora,2019,25
15632,Saboyá,Curuba,2019,14
15632,Saboyá,Tomate de árbol,2019,18
15646,Samacá,Durazno o Albaricoque,2019,0
15646,Samacá,Fresa,2019,0
15646,Samacá,Granadilla,2019,0
15660,San Eduardo,Guanábana,2019,3
15660,San Eduardo,Mora,2019,8
15660,San Eduardo,Pitahaya,2019,5
15660,San Eduardo,Granadilla,2019,12
15660,San Eduardo,Gulupa o cholupa,2019,5
15660,San Eduardo,Lulo,2019,15
15660,San Eduardo,Tomate de árbol,2019,27
15664,San José de Pare,Guanábana,2019,1
15664,San José de Pare,Otros cítricos,2019,11
15664,San José de Pare,Aguacate demás variedades,2019,0
15664,San José de Pare,Mango demás variedades,2019,4
15664,San José de Pare,Plátano consumo interno,2019,10
15664,San José de Pare,Zapote,2019,2
15664,San José de Pare,Feijoa,2019,7
15664,San José de Pare,Guayaba,2019,15
15664,San José de Pare,Lulo,2019,15
15667,San Luis de Gaceno,Mandarina demás variedades,2019,2
15667,San Luis de Gaceno,Naranja demás variedades,2019,3
15667,San Luis de Gaceno,Aguacate demás variedades,2019,1
15667,San Luis de Gaceno,Plátano consumo interno,2019,2
15667,San Luis de Gaceno,Arazá,2019,1
15673,San Mateo,Chirimoya,2019,2
15673,San Mateo,Durazno o Albaricoque,2019,8
15673,San Mateo,Otros cítricos,2019,9
15673,San Mateo,Aguacate demás variedades,2019,1
15673,San Mateo,Plátano consumo interno,2019,10
15676,San Miguel de Sema,Durazno o Albaricoque,2019,20
15676,San Miguel de Sema,Manzana,2019,13
15676,San Miguel de Sema,Agraz - Mortiño,2019,15
15676,San Miguel de Sema,Fresa,2019,12
15676,San Miguel de Sema,Mora,2019,10
15676,San Miguel de Sema,Curuba,2019,15
15681,San Pablo de Borbur,Guanábana,2019,2
15681,San Pablo de Borbur,Otros cítricos,2019,5
15681,San Pablo de Borbur,Aguacate demás variedades,2019,2
15681,San Pablo de Borbur,Mora,2019,4
15681,San Pablo de Borbur,Papaya demás variedades,2019,22
15681,San Pablo de Borbur,Pitahaya,2019,9
15681,San Pablo de Borbur,Plátano consumo interno,2019,8
15681,San Pablo de Borbur,Guayaba,2019,25
15681,San Pablo de Borbur,Maracuyá,2019,7
15681,San Pablo de Borbur,Lulo,2019,8
15686,Santana,Mandarina demás variedades,2019,9
15686,Santana,Naranja demás variedades,2019,10
15686,Santana,Plátano consumo interno,2019,7
15690,Santa María,Limón demás variedades,2019,0
15690,Santa María,Mandarina demás variedades,2019,2
15690,Santa María,Naranja demás variedades,2019,3
15690,Santa María,Naranja Valencia,2019,0
15690,Santa María,Aguacate demás variedades,2019,0
15690,Santa María,Banano consumo interno,2019,4
15690,Santa María,Borojó,2019,0
15690,Santa María,Mango demás variedades,2019,1
15690,Santa María,Papaya demás variedades,2019,0
15690,Santa María,Plátano consumo interno,2019,5
15690,Santa María,Zapote,2019,5
15690,Santa María,Arazá,2019,0
15690,Santa María,Chamba,2019,1
15690,Santa María,Guayaba,2019,2
15693,Santa Rosa de Viterbo,Arándano,2019,2
15693,Santa Rosa de Viterbo,Uchuva,2019,2
15696,Santa Sofía,Durazno o Albaricoque,2019,10
15696,Santa Sofía,Arándano,2019,7
15696,Santa Sofía,Curuba,2019,7
15720,Sativanorte,Limón demás variedades,2019,3
15720,Sativanorte,Mandarina demás variedades,2019,7
15720,Sativanorte,Naranja demás variedades,2019,5
15720,Sativanorte,Aguacate demás variedades,2019,10
15720,Sativanorte,Plátano consumo interno,2019,3
15720,Sativanorte,Guayaba,2019,7
15720,Sativanorte,Curuba,2019,2
15720,Sativanorte,Lulo,2019,3
15723,Sativasur,Lulo,2019,0
15740,Siachoque,Fresa,2019,24
15740,Siachoque,Feijoa,2019,10
15740,Siachoque,Curuba,2019,14
15753,Soatá,Dátil,2019,7
15753,Soatá,Durazno o Albaricoque,2019,15
15753,Soatá,Limón demás variedades,2019,6
15753,Soatá,Mandarina demás variedades,2019,30
15753,Soatá,Naranja demás variedades,2019,30
15753,Soatá,Aguacate demás variedades,2019,5
15753,Soatá,Fresa,2019,5
15753,Soatá,Mango demás variedades,2019,8
15753,Soatá,Mora,2019,5
15753,Soatá,Papaya demás variedades,2019,0
15753,Soatá,Plátano consumo interno,2019,5
15753,Soatá,Zapote,2019,5
15753,Soatá,Granadilla,2019,0
15753,Soatá,Maracuyá,2019,0
15753,Soatá,Lulo,2019,0
15753,Soatá,Tomate de árbol,2019,0
15755,Socotá,Aguacate demás variedades,2019,1
15755,Socotá,Guayaba,2019,3
15759,Sogamoso,Durazno o Albaricoque,2019,4
15759,Sogamoso,Fresa,2019,5
15759,Sogamoso,Mora,2019,1
15759,Sogamoso,Feijoa,2019,4
15759,Sogamoso,Curuba,2019,5
15759,Sogamoso,Tomate de árbol,2019,3
15759,Sogamoso,Uchuva,2019,3
15761,Somondoco,Banano consumo interno,2019,4
15763,Sotaquirá,Ciruela,2019,20
15763,Sotaquirá,Durazno o Albaricoque,2019,30
15763,Sotaquirá,Arándano,2019,2
15763,Sotaquirá,Mora,2019,7
15764,Soracá,Tomate de árbol,2019,16
15774,Susacón,Durazno o Albaricoque,2019,14
15774,Susacón,Manzana,2019,3
15774,Susacón,Pera,2019,2
15774,Susacón,Agraz - Mortiño,2019,1
15774,Susacón,Arándano,2019,6
15774,Susacón,Fresa,2019,20
15774,Susacón,Feijoa,2019,6
15774,Susacón,Lulo,2019,7
15774,Susacón,Tomate de árbol,2019,28
15776,Sutamarchán,Arándano,2019,5
15776,Sutamarchán,Fresa,2019,2
15776,Sutamarchán,Higo,2019,6
15776,Sutamarchán,Curuba,2019,15
15776,Sutamarchán,Gulupa o cholupa,2019,18
15776,Sutamarchán,Tomate de árbol,2019,18
15778,Sutatenza,Durazno o Albaricoque,2019,10
15778,Sutatenza,Plátano consumo interno,2019,6
15778,Sutatenza,Lulo,2019,15
15790,Tasco,Ciruela,2019,3
15790,Tasco,Durazno o Albaricoque,2019,5
15790,Tasco,Manzana,2019,5
15790,Tasco,Pera,2019,5
15790,Tasco,Fresa,2019,10
15798,Tenza,Banano consumo interno,2019,0
15798,Tenza,Maracuyá,2019,0
15798,Tenza,Lulo,2019,10
15804,Tibaná,Ciruela,2019,28
15804,Tibaná,Durazno o Albaricoque,2019,15
15804,Tibaná,Manzana,2019,40
15804,Tibaná,Pera,2019,20
15804,Tibaná,Feijoa,2019,8
15804,Tibaná,Curuba,2019,10
15804,Tibaná,Lulo,2019,20
15804,Tibaná,Tomate de árbol,2019,20
15804,Tibaná,Uchuva,2019,8
15806,Tibasosa,Durazno o Albaricoque,2019,8
15806,Tibasosa,Feijoa,2019,8
15808,Tinjacá,Durazno o Albaricoque,2019,9
15808,Tinjacá,Fresa,2019,40
15808,Tinjacá,Mora,2019,6
15808,Tinjacá,Curuba,2019,12
15808,Tinjacá,Lulo,2019,6
15808,Tinjacá,Tomate de árbol,2019,13
15810,Tipacoque,Durazno o Albaricoque,2019,16
15810,Tipacoque,Aguacate demás variedades,2019,4
15810,Tipacoque,Mango demás variedades,2019,0
15814,Toca,Fresa,2019,25
15814,Toca,Mora,2019,8
15816,Togüí,Aguacate demás variedades,2019,10
15816,Togüí,Banano consumo interno,2019,4
15816,Togüí,Plátano consumo interno,2019,7
15816,Togüí,Lulo,2019,10
15820,Tópaga,Otros caducifoleos,2019,0
15822,Tota,Fresa,2019,28
15832,Tununguá,Guanábana,2019,25
15832,Tununguá,Mandarina demás variedades,2019,6
15832,Tununguá,Naranja demás variedades,2019,10
15832,Tununguá,Aguacate demás variedades,2019,6
15832,Tununguá,Pitahaya,2019,5
15832,Tununguá,Plátano consumo interno,2019,6
15832,Tununguá,Arazá,2019,4
15832,Tununguá,Guayaba,2019,15
15835,Turmequé,Ciruela,2019,11
15835,Turmequé,Durazno o Albaricoque,2019,5
15835,Turmequé,Manzana,2019,2
15835,Turmequé,Pera,2019,6
15835,Turmequé,Curuba,2019,17
15835,Turmequé,Tomate de árbol,2019,10
15837,Tuta,Ciruela,2019,15
15837,Tuta,Durazno o Albaricoque,2019,14
15837,Tuta,Manzana,2019,10
15837,Tuta,Arándano,2019,8
15837,Tuta,Fresa,2019,12
15837,Tuta,Mora,2019,2
15837,Tuta,Tomate de árbol,2019,10
15837,Tuta,Uchuva,2019,12
15839,Tutazá,Pera,2019,15
15839,Tutazá,Brevo,2019,5
15839,Tutazá,Mora,2019,8
15842,Úmbita,Ciruela,2019,0
15842,Úmbita,Durazno o Albaricoque,2019,9
15842,Úmbita,Aguacate demás variedades,2019,0
15842,Úmbita,Arándano,2019,0
15842,Úmbita,Fresa,2019,8
15842,Úmbita,Mora,2019,9
15842,Úmbita,Curuba,2019,13
15842,Úmbita,Granadilla,2019,9
15842,Úmbita,Tomate de árbol,2019,16
15842,Úmbita,Uchuva,2019,14
15861,Ventaquemada,Ciruela,2019,30
15861,Ventaquemada,Arándano,2019,16
15861,Ventaquemada,Mora,2019,12
15861,Ventaquemada,Tomate de árbol,2019,15
15861,Ventaquemada,Uchuva,2019,14
15879,Viracachá,Durazno o Albaricoque,2019,3
15879,Viracachá,Fresa,2019,12
15879,Viracachá,Mora,2019,9
15879,Viracachá,Feijoa,2019,3
15879,Viracachá,Lulo,2019,2
15879,Viracachá,Tomate de árbol,2019,20
15879,Viracachá,Uchuva,2019,7
15897,Zetaquirá,Durazno o Albaricoque,2019,10
15897,Zetaquirá,Mora,2019,7
15897,Zetaquirá,Pitahaya,2019,5
15897,Zetaquirá,Plátano consumo interno,2019,25
15897,Zetaquirá,Granadilla,2019,20
15897,Zetaquirá,Gulupa o cholupa,2019,20
15897,Zetaquirá,Lulo,2019,20
15001,Tunja,Fresa,2020,10
15022,Almeida,Granadilla,2020,19
15022,Almeida,Lulo,2020,25
15047,Aquitania,Fresa,2020,25
15047,Aquitania,Gulupa o cholupa,2020,20
15047,Aquitania,Uchuva,2020,15
15051,Arcabuco,Arándano,2020,4
15051,Arcabuco,Fresa,2020,20
15051,Arcabuco,Mora,2020,15
15051,Arcabuco,Tomate de árbol,2020,20
15051,Arcabuco,Uchuva,2020,12
15087,Belén,Ciruela,2020,4
15087,Belén,Durazno o Albaricoque,2020,9
15087,Belén,Mora,2020,1
15087,Belén,Feijoa,2020,55
15087,Belén,Curuba,2020,3
15087,Belén,Tomate de árbol,2020,4
15087,Belén,Uchuva,2020,2
15090,Berbeo,Pitahaya,2020,4
15090,Berbeo,Plátano consumo interno,2020,2
15090,Berbeo,Chamba,2020,21
15090,Berbeo,Maracuyá,2020,30
15092,Betéitiva,Durazno o Albaricoque,2020,4
15092,Betéitiva,Uchuva,2020,10
15097,Boavita,Durazno o Albaricoque,2020,20
15097,Boavita,Otros cítricos,2020,3
15097,Boavita,Mango demás variedades,2020,3
15097,Boavita,Plátano consumo interno,2020,3
15104,Boyacá,Arándano,2020,2
15104,Boyacá,Mora,2020,9
15104,Boyacá,Tomate de árbol,2020,16
15104,Boyacá,Uchuva,2020,0
15106,Briceño,Guanábana,2020,15
15106,Briceño,Naranja demás variedades,2020,14
15106,Briceño,Aguacate demás variedades,2020,15
15106,Briceño,Mora,2020,9
15106,Briceño,Pitahaya,2020,4
15106,Briceño,Plátano consumo interno,2020,2
15106,Briceño,Guayaba,2020,11
15106,Briceño,Lulo,2020,7
15109,Buenavista,Guanábana,2020,15
15109,Buenavista,Mandarina demás variedades,2020,10
15109,Buenavista,Naranja demás variedades,2020,11
15109,Buenavista,Aguacate Hass,2020,9
15109,Buenavista,Aguacate Papelillo,2020,9
15109,Buenavista,Mora,2020,12
15109,Buenavista,Gulupa o cholupa,2020,15
15109,Buenavista,Tomate de árbol,2020,20
15114,Busbanzá,Durazno o Albaricoque,2020,0
15114,Busbanzá,Higo,2020,0
15114,Busbanzá,Feijoa,2020,0
15131,Caldas,Fresa,2020,21
15131,Caldas,Mora,2020,4
15131,Caldas,Papayuela -Babaco,2020,11
15131,Caldas,Curuba,2020,7
15131,Caldas,Tomate de árbol,2020,11
15135,Campohermoso,Aguacate Hass,2020,0
15135,Campohermoso,Mora,2020,5
15135,Campohermoso,Plátano consumo interno,2020,9
15135,Campohermoso,Granadilla,2020,2
