geo,Municipio,Desagregación cultivo,Año,Área cosechada(ha)
15740,Siachoque,Arveja,2021,200
15740,Siachoque,Haba,2021,25
15740,Siachoque,Haba,2021,20
15753,Soatá,Arveja,2021,15
15753,Soatá,Arveja,2021,15
15753,Soatá,Frijol,2021,65
15753,Soatá,Frijol,2021,40
15755,Socotá,Arveja,2021,35
15755,Socotá,Arveja,2021,32
15755,Socotá,Frijol,2021,40
15755,Socotá,Frijol,2021,32
15757,Socha,Arveja,2021,2
15757,Socha,Arveja,2021,3
15757,Socha,Frijol,2021,3
15757,Socha,Frijol,2021,5
15759,Sogamoso,Arveja,2021,45
15759,Sogamoso,Arveja,2021,30
15759,Sogamoso,Frijol,2021,4
15759,Sogamoso,Frijol,2021,5
15759,Sogamoso,Haba,2021,1
15761,Somondoco,Arveja,2021,5
15761,Somondoco,Frijol,2021,6
15761,Somondoco,Frijol,2021,20
15762,Sora,Arveja,2021,35
15762,Sora,Arveja,2021,35
15763,Sotaquirá,Arveja,2021,16
15763,Sotaquirá,Arveja,2021,5
15763,Sotaquirá,Frijol,2021,10
15763,Sotaquirá,Haba,2021,6
15764,Soracá,Arveja,2021,20
15764,Soracá,Arveja,2021,119
15774,Susacón,Arveja,2021,17
15774,Susacón,Arveja,2021,12
15774,Susacón,Frijol,2021,10
15774,Susacón,Frijol,2021,14
15776,Sutamarchán,Arveja,2021,4
15776,Sutamarchán,Arveja,2021,10
15776,Sutamarchán,Frijol,2021,2
15776,Sutamarchán,Frijol,2021,5
15776,Sutamarchán,Habichuela,2021,8
15776,Sutamarchán,Habichuela,2021,5
15778,Sutatenza,Arveja,2021,10
15778,Sutatenza,Arveja,2021,42
15778,Sutatenza,Frijol,2021,20
15778,Sutatenza,Frijol,2021,42
15778,Sutatenza,Garbanzo,2021,5
15778,Sutatenza,Haba,2021,2
15778,Sutatenza,Habichuela,2021,3
15778,Sutatenza,Habichuela,2021,3
15790,Tasco,Arveja,2021,7
15790,Tasco,Arveja,2021,19
15790,Tasco,Frijol,2021,11
15790,Tasco,Haba,2021,2
15798,Tenza,Arveja,2021,16
15798,Tenza,Arveja,2021,16
15798,Tenza,Frijol,2021,8
15798,Tenza,Frijol,2021,95
15798,Tenza,Habichuela,2021,20
15798,Tenza,Habichuela,2021,20
15804,Tibaná,Arveja,2021,49
15804,Tibaná,Arveja,2021,49
15804,Tibaná,Frijol,2021,18
15804,Tibaná,Frijol,2021,58
15806,Tibasosa,Arveja,2021,8
15808,Tinjacá,Arveja,2021,7
15808,Tinjacá,Arveja,2021,5
15808,Tinjacá,Frijol,2021,4
15808,Tinjacá,Frijol,2021,2
15808,Tinjacá,Habichuela,2021,7
15808,Tinjacá,Habichuela,2021,2
15810,Tipacoque,Frijol,2021,5
15810,Tipacoque,Frijol,2021,2
15810,Tipacoque,Habichuela,2021,1
15814,Toca,Arveja,2021,175
15814,Toca,Arveja,2021,220
15816,Togüí,Frijol,2021,22
15816,Togüí,Frijol,2021,2
15820,Tópaga,Arveja,2021,10
15820,Tópaga,Arveja,2021,12
15822,Tota,Arveja,2021,320
15822,Tota,Arveja,2021,180
15822,Tota,Haba,2021,10
15822,Tota,Haba,2021,16
15832,Tununguá,Frijol,2021,7
15832,Tununguá,Frijol,2021,5
15835,Turmequé,Arveja,2021,5
15835,Turmequé,Arveja,2021,30
15835,Turmequé,Frijol,2021,30
15835,Turmequé,Frijol,2021,40
15835,Turmequé,Haba,2021,4
15837,Tuta,Arveja,2021,9
15837,Tuta,Arveja,2021,5
15837,Tuta,Frijol,2021,5
15837,Tuta,Frijol,2021,4
15839,Tutazá,Arveja,2021,8
15839,Tutazá,Arveja,2021,12
15839,Tutazá,Frijol,2021,3
15839,Tutazá,Haba,2021,3
15839,Tutazá,Haba,2021,2
15842,Úmbita,Arveja,2021,18
15842,Úmbita,Arveja,2021,12
15842,Úmbita,Frijol,2021,50
15842,Úmbita,Frijol,2021,48
15842,Úmbita,Haba,2021,6
15861,Ventaquemada,Arveja,2021,10
15861,Ventaquemada,Arveja,2021,25
15861,Ventaquemada,Frijol,2021,4
15861,Ventaquemada,Frijol,2021,7
15879,Viracachá,Arveja,2021,12
15879,Viracachá,Arveja,2021,14
15897,Zetaquirá,Frijol,2021,335
