geo,Municipio,Desagregación cultivo,Año,Producción(tn)
15466,Monguí,Haba,2019,4
15469,Moniquirá,Frijol,2019,164
15469,Moniquirá,Frijol,2019,75
15476,Motavita,Arveja,2019,28
15476,Motavita,Arveja,2019,28
15476,Motavita,Haba,2019,6
15480,Muzo,Frijol,2019,34
15480,Muzo,Frijol,2019,41
15480,Muzo,Maní,2019,0
15480,Muzo,Maní,2019,0
15491,Nobsa,Frijol,2019,19
15491,Nobsa,Frijol,2019,32
15491,Nobsa,Haba,2019,3
15491,Nobsa,Haba,2019,4
15494,Nuevo Colón,Arveja,2019,20
15494,Nuevo Colón,Frijol,2019,40
15494,Nuevo Colón,Haba,2019,6
15494,Nuevo Colón,Haba,2019,4
15500,Oicatá,Arveja,2019,10
15500,Oicatá,Arveja,2019,10
15507,Otanche,Frijol,2019,5
15507,Otanche,Frijol,2019,2
15511,Pachavita,Arveja,2019,16
15511,Pachavita,Arveja,2019,16
15511,Pachavita,Frijol,2019,3
15511,Pachavita,Frijol,2019,130
15514,Páez,Frijol,2019,14
15514,Páez,Frijol,2019,14
15516,Paipa,Arveja,2019,97
15516,Paipa,Arveja,2019,116
15516,Paipa,Frijol,2019,16
15516,Paipa,Frijol,2019,16
15518,Pajarito,Frijol,2019,11
15518,Pajarito,Guandul,2019,13
15522,Panqueba,Frijol,2019,24
15531,Pauna,Frijol,2019,8
15531,Pauna,Frijol,2019,2
15531,Pauna,Habichuela,2019,30
15531,Pauna,Maní,2019,63
15531,Pauna,Maní,2019,6
15533,Paya,Arveja,2019,1
15533,Paya,Guandul,2019,13
15537,Paz de Río,Arveja,2019,6
15537,Paz de Río,Arveja,2019,7
15537,Paz de Río,Frijol,2019,24
15542,Pesca,Arveja,2019,168
15542,Pesca,Arveja,2019,110
15542,Pesca,Haba,2019,14
15542,Pesca,Haba,2019,15
15550,Pisba,Arveja,2019,4
15550,Pisba,Guandul,2019,2
15599,Ramiriquí,Arveja,2019,40
15599,Ramiriquí,Arveja,2019,40
15599,Ramiriquí,Frijol,2019,18
15599,Ramiriquí,Haba,2019,0
15600,Ráquira,Arveja,2019,147
15600,Ráquira,Arveja,2019,147
15600,Ráquira,Haba,2019,2
15600,Ráquira,Haba,2019,2
15600,Ráquira,Habichuela,2019,56
15600,Ráquira,Habichuela,2019,56
15621,Rondón,Arveja,2019,15
15621,Rondón,Arveja,2019,3
15621,Rondón,Frijol,2019,6
15621,Rondón,Frijol,2019,24
15632,Saboyá,Arveja,2019,691
15632,Saboyá,Arveja,2019,672
15646,Samacá,Arveja,2019,396
15646,Samacá,Arveja,2019,396
15646,Samacá,Frijol,2019,3
15660,San Eduardo,Arveja,2019,2
15660,San Eduardo,Frijol,2019,5
15660,San Eduardo,Frijol,2019,3
15664,San José de Pare,Arveja,2019,0
15664,San José de Pare,Frijol,2019,20
15664,San José de Pare,Frijol,2019,8
15664,San José de Pare,Habichuela,2019,5
15664,San José de Pare,Habichuela,2019,6
15673,San Mateo,Arveja,2019,10
15673,San Mateo,Frijol,2019,40
15673,San Mateo,Frijol,2019,28
15676,San Miguel de Sema,Arveja,2019,17
15676,San Miguel de Sema,Arveja,2019,60
15676,San Miguel de Sema,Frijol,2019,7
15676,San Miguel de Sema,Frijol,2019,18
15681,San Pablo de Borbur,Arveja,2019,0
15681,San Pablo de Borbur,Arveja,2019,0
15681,San Pablo de Borbur,Frijol,2019,16
15681,San Pablo de Borbur,Frijol,2019,25
15681,San Pablo de Borbur,Maní,2019,5
15681,San Pablo de Borbur,Maní,2019,7
15686,Santana,Frijol,2019,21
15686,Santana,Frijol,2019,21
15690,Santa María,Frijol,2019,7
15693,Santa Rosa de Viterbo,Arveja,2019,19
15693,Santa Rosa de Viterbo,Arveja,2019,21
15696,Santa Sofía,Arveja,2019,4
15720,Sativanorte,Arveja,2019,10
15720,Sativanorte,Arveja,2019,12
15720,Sativanorte,Frijol,2019,2
15720,Sativanorte,Frijol,2019,2
15720,Sativanorte,Haba,2019,1
15720,Sativanorte,Haba,2019,1
15723,Sativasur,Arveja,2019,6
15723,Sativasur,Arveja,2019,2
15723,Sativasur,Frijol,2019,10
15723,Sativasur,Haba,2019,2
15740,Siachoque,Arveja,2019,340
15740,Siachoque,Arveja,2019,360
15740,Siachoque,Haba,2019,50
15740,Siachoque,Haba,2019,50
15753,Soatá,Arveja,2019,11
15753,Soatá,Arveja,2019,15
15753,Soatá,Frijol,2019,60
15753,Soatá,Frijol,2019,60
15755,Socotá,Arveja,2019,80
15755,Socotá,Arveja,2019,25
15755,Socotá,Frijol,2019,34
15755,Socotá,Frijol,2019,36
15757,Socha,Arveja,2019,6
15757,Socha,Arveja,2019,3
15757,Socha,Frijol,2019,6
15757,Socha,Frijol,2019,7
15759,Sogamoso,Arveja,2019,54
15759,Sogamoso,Arveja,2019,52
15759,Sogamoso,Frijol,2019,7
15759,Sogamoso,Frijol,2019,6
15759,Sogamoso,Haba,2019,5
15759,Sogamoso,Haba,2019,1
15761,Somondoco,Frijol,2019,2
15761,Somondoco,Frijol,2019,18
15762,Sora,Arveja,2019,20
15762,Sora,Arveja,2019,29
15763,Sotaquirá,Arveja,2019,22
15763,Sotaquirá,Frijol,2019,39
15763,Sotaquirá,Haba,2019,7
15764,Soracá,Arveja,2019,130
15764,Soracá,Arveja,2019,224
15774,Susacón,Arveja,2019,10
15774,Susacón,Arveja,2019,10
15774,Susacón,Frijol,2019,12
15774,Susacón,Frijol,2019,14
15776,Sutamarchán,Arveja,2019,9
15776,Sutamarchán,Arveja,2019,13
15778,Sutatenza,Arveja,2019,18
15778,Sutatenza,Frijol,2019,50
15778,Sutatenza,Frijol,2019,50
15778,Sutatenza,Habichuela,2019,30
15778,Sutatenza,Habichuela,2019,16
15790,Tasco,Arveja,2019,21
15790,Tasco,Arveja,2019,16
15790,Tasco,Frijol,2019,33
15790,Tasco,Frijol,2019,1
15790,Tasco,Haba,2019,4
15798,Tenza,Arveja,2019,11
15798,Tenza,Arveja,2019,11
15798,Tenza,Frijol,2019,12
15798,Tenza,Frijol,2019,172
15798,Tenza,Habichuela,2019,288
15798,Tenza,Habichuela,2019,227
15804,Tibaná,Arveja,2019,112
15804,Tibaná,Arveja,2019,74
15804,Tibaná,Frijol,2019,25
15804,Tibaná,Frijol,2019,25
15806,Tibasosa,Arveja,2019,60
15808,Tinjacá,Arveja,2019,16
15808,Tinjacá,Arveja,2019,5
15808,Tinjacá,Frijol,2019,7
15808,Tinjacá,Frijol,2019,3
15808,Tinjacá,Habichuela,2019,96
15808,Tinjacá,Habichuela,2019,36
15810,Tipacoque,Frijol,2019,20
15810,Tipacoque,Frijol,2019,10
15814,Toca,Arveja,2019,102
15814,Toca,Arveja,2019,70
15816,Togüí,Frijol,2019,15
15816,Togüí,Frijol,2019,5
15820,Tópaga,Arveja,2019,14
15820,Tópaga,Arveja,2019,4
15822,Tota,Arveja,2019,151
15822,Tota,Arveja,2019,207
15822,Tota,Haba,2019,30
15822,Tota,Haba,2019,30
15832,Tununguá,Frijol,2019,24
15832,Tununguá,Frijol,2019,10
15835,Turmequé,Arveja,2019,19
15835,Turmequé,Arveja,2019,19
15835,Turmequé,Frijol,2019,30
15835,Turmequé,Frijol,2019,35
15837,Tuta,Arveja,2019,3
15837,Tuta,Arveja,2019,2
15839,Tutazá,Arveja,2019,22
15839,Tutazá,Arveja,2019,14
15839,Tutazá,Frijol,2019,4
15839,Tutazá,Frijol,2019,1
15839,Tutazá,Haba,2019,13
15839,Tutazá,Haba,2019,6
15842,Úmbita,Arveja,2019,14
15842,Úmbita,Arveja,2019,21
15842,Úmbita,Frijol,2019,82
15842,Úmbita,Frijol,2019,60
15842,Úmbita,Haba,2019,13
15861,Ventaquemada,Arveja,2019,8
15861,Ventaquemada,Arveja,2019,30
15861,Ventaquemada,Frijol,2019,1
15861,Ventaquemada,Frijol,2019,9
15879,Viracachá,Arveja,2019,10
15879,Viracachá,Arveja,2019,13
15897,Zetaquirá,Frijol,2019,240
15001,Tunja,Arveja,2020,56
15001,Tunja,Arveja,2020,560
15022,Almeida,Arveja,2020,7
15022,Almeida,Arveja,2020,11
15022,Almeida,Frijol,2020,110
15047,Aquitania,Arveja,2020,51
15047,Aquitania,Arveja,2020,28
15051,Arcabuco,Arveja,2020,6
15051,Arcabuco,Arveja,2020,8
15051,Arcabuco,Frijol,2020,3
15051,Arcabuco,Frijol,2020,2
15087,Belén,Arveja,2020,19
15087,Belén,Arveja,2020,21
15087,Belén,Frijol,2020,9
15087,Belén,Frijol,2020,5
15087,Belén,Haba,2020,1
15087,Belén,Haba,2020,2
15090,Berbeo,Frijol,2020,13
15090,Berbeo,Frijol,2020,5
15092,Betéitiva,Arveja,2020,9
15092,Betéitiva,Arveja,2020,3
15092,Betéitiva,Frijol,2020,15
15092,Betéitiva,Haba,2020,3
15097,Boavita,Arveja,2020,10
15097,Boavita,Arveja,2020,24
15097,Boavita,Frijol,2020,95
15097,Boavita,Frijol,2020,30
15104,Boyacá,Arveja,2020,40
15106,Briceño,Frijol,2020,16
15106,Briceño,Frijol,2020,9
15109,Buenavista,Arveja,2020,35
15109,Buenavista,Arveja,2020,30
15109,Buenavista,Frijol,2020,80
15109,Buenavista,Frijol,2020,69
15109,Buenavista,Habichuela,2020,81
15109,Buenavista,Habichuela,2020,32
15114,Busbanzá,Arveja,2020,0
15114,Busbanzá,Frijol,2020,21
15131,Caldas,Arveja,2020,40
15131,Caldas,Arveja,2020,51
15131,Caldas,Frijol,2020,28
15131,Caldas,Frijol,2020,22
15135,Campohermoso,Frijol,2020,13
15135,Campohermoso,Frijol,2020,91
15162,Cerinza,Arveja,2020,1
15162,Cerinza,Arveja,2020,1
15172,Chinavita,Arveja,2020,4
15172,Chinavita,Arveja,2020,9
15172,Chinavita,Frijol,2020,3
15172,Chinavita,Frijol,2020,38
15172,Chinavita,Habichuela,2020,14
15172,Chinavita,Habichuela,2020,10
15176,Chiquinquirá,Arveja,2020,43
15176,Chiquinquirá,Arveja,2020,59
15176,Chiquinquirá,Frijol,2020,37
15176,Chiquinquirá,Frijol,2020,37
15176,Chiquinquirá,Haba,2020,3
15180,Chiscas,Arveja,2020,6
15180,Chiscas,Arveja,2020,7
15180,Chiscas,Frijol,2020,30
15180,Chiscas,Frijol,2020,43
15180,Chiscas,Haba,2020,5
15180,Chiscas,Haba,2020,14
15183,Chita,Arveja,2020,12
15183,Chita,Arveja,2020,7
15183,Chita,Frijol,2020,3
15183,Chita,Haba,2020,6
15185,Chitaraque,Frijol,2020,58
15185,Chitaraque,Frijol,2020,54
15187,Chivatá,Arveja,2020,24
15187,Chivatá,Arveja,2020,4
15187,Chivatá,Haba,2020,0
15189,Ciénega,Arveja,2020,302
15189,Ciénega,Arveja,2020,159
15189,Ciénega,Frijol,2020,50
15189,Ciénega,Frijol,2020,25
15204,Cómbita,Arveja,2020,49
15204,Cómbita,Arveja,2020,48
15204,Cómbita,Frijol,2020,12
15204,Cómbita,Frijol,2020,7
15204,Cómbita,Haba,2020,18
15204,Cómbita,Haba,2020,18
15212,Coper,Frijol,2020,22
15212,Coper,Frijol,2020,52
15215,Corrales,Arveja,2020,7
15215,Corrales,Frijol,2020,0
15215,Corrales,Frijol,2020,2
15218,Covarachía,Arveja,2020,2
15218,Covarachía,Arveja,2020,3
15218,Covarachía,Frijol,2020,94
15218,Covarachía,Frijol,2020,600
15224,Cucaita,Arveja,2020,50
15224,Cucaita,Arveja,2020,380
15224,Cucaita,Frijol,2020,11
15224,Cucaita,Frijol,2020,6
15226,Cuítiva,Arveja,2020,37
15226,Cuítiva,Arveja,2020,41
15232,Chíquiza,Arveja,2020,60
15232,Chíquiza,Arveja,2020,65
15232,Chíquiza,Frijol,2020,11
15232,Chíquiza,Frijol,2020,9
15236,Chivor,Arveja,2020,3
15236,Chivor,Arveja,2020,5
15236,Chivor,Frijol,2020,4
15236,Chivor,Frijol,2020,16
15238,Duitama,Arveja,2020,5
15238,Duitama,Arveja,2020,4
15244,El Cocuy,Frijol,2020,4
15244,El Cocuy,Haba,2020,4
15248,El Espino,Arveja,2020,6
15248,El Espino,Arveja,2020,10
15248,El Espino,Frijol,2020,12
15248,El Espino,Frijol,2020,5
15248,El Espino,Haba,2020,0
15248,El Espino,Haba,2020,2
15272,Firavitoba,Arveja,2020,11
15272,Firavitoba,Arveja,2020,9
15272,Firavitoba,Frijol,2020,2
15272,Firavitoba,Frijol,2020,2
15272,Firavitoba,Haba,2020,2
15276,Floresta,Arveja,2020,1
15276,Floresta,Frijol,2020,17
15293,Gachantivá,Arveja,2020,26
15293,Gachantivá,Arveja,2020,35
15296,Gámeza,Arveja,2020,19
15296,Gámeza,Arveja,2020,39
15296,Gámeza,Frijol,2020,54
15296,Gámeza,Haba,2020,25
15299,Garagoa,Arveja,2020,2
15299,Garagoa,Arveja,2020,4
15299,Garagoa,Frijol,2020,48
15299,Garagoa,Frijol,2020,114
15299,Garagoa,Habichuela,2020,52
15299,Garagoa,Habichuela,2020,49
15317,Guacamayas,Arveja,2020,13
15317,Guacamayas,Frijol,2020,50
15322,Guateque,Arveja,2020,20
15322,Guateque,Arveja,2020,18
15322,Guateque,Frijol,2020,3
15322,Guateque,Frijol,2020,62
15322,Guateque,Garbanzo,2020,1
15322,Guateque,Habichuela,2020,26
15325,Guayatá,Frijol,2020,180
15325,Guayatá,Habichuela,2020,45
15325,Guayatá,Habichuela,2020,75
15332,Güicán,Arveja,2020,3
15332,Güicán,Arveja,2020,3
15332,Güicán,Frijol,2020,37
15332,Güicán,Haba,2020,5
15362,Iza,Arveja,2020,4
15367,Jenesano,Arveja,2020,22
15367,Jenesano,Arveja,2020,15
15367,Jenesano,Frijol,2020,40
15367,Jenesano,Frijol,2020,15
15368,Jericó,Arveja,2020,4
15368,Jericó,Arveja,2020,4
15368,Jericó,Frijol,2020,7
15368,Jericó,Frijol,2020,7
15368,Jericó,Haba,2020,1
15377,Labranzagrande,Arveja,2020,38
15377,Labranzagrande,Arveja,2020,12
15377,Labranzagrande,Frijol,2020,11
15380,La Capilla,Arveja,2020,1
15380,La Capilla,Arveja,2020,13
15380,La Capilla,Frijol,2020,12
15380,La Capilla,Frijol,2020,268
15380,La Capilla,Habichuela,2020,228
15380,La Capilla,Habichuela,2020,120
15401,La Victoria,Frijol,2020,1
15401,La Victoria,Frijol,2020,0
15403,La Uvita,Arveja,2020,10
15403,La Uvita,Arveja,2020,8
15403,La Uvita,Frijol,2020,36
15403,La Uvita,Frijol,2020,20
15403,La Uvita,Haba,2020,11
15403,La Uvita,Haba,2020,4
15407,Villa de Leiva,Frijol,2020,5
15407,Villa de Leiva,Frijol,2020,10
15425,Macanal,Arveja,2020,6
15425,Macanal,Arveja,2020,3
15425,Macanal,Frijol,2020,30
15425,Macanal,Frijol,2020,688
15442,Maripí,Arveja,2020,2
15442,Maripí,Frijol,2020,8
15455,Miraflores,Arveja,2020,16
15455,Miraflores,Arveja,2020,16
15455,Miraflores,Frijol,2020,86
15455,Miraflores,Frijol,2020,86
15464,Mongua,Arveja,2020,3
15464,Mongua,Arveja,2020,11
15464,Mongua,Haba,2020,60
15466,Monguí,Arveja,2020,19
15466,Monguí,Arveja,2020,12
15466,Monguí,Frijol,2020,1
15466,Monguí,Haba,2020,10
15469,Moniquirá,Frijol,2020,120
15469,Moniquirá,Frijol,2020,50
15476,Motavita,Arveja,2020,26
15476,Motavita,Arveja,2020,35
15476,Motavita,Haba,2020,4
15480,Muzo,Frijol,2020,8
15480,Muzo,Frijol,2020,3
15480,Muzo,Maní,2020,2
15480,Muzo,Maní,2020,2
15491,Nobsa,Frijol,2020,14
15491,Nobsa,Frijol,2020,83
15491,Nobsa,Haba,2020,0
15491,Nobsa,Haba,2020,0
15494,Nuevo Colón,Arveja,2020,22
15494,Nuevo Colón,Frijol,2020,44
15494,Nuevo Colón,Haba,2020,3
15494,Nuevo Colón,Haba,2020,9
15500,Oicatá,Arveja,2020,4
15500,Oicatá,Arveja,2020,4
15507,Otanche,Frijol,2020,20
15507,Otanche,Frijol,2020,4
15511,Pachavita,Arveja,2020,13
15511,Pachavita,Arveja,2020,13
15511,Pachavita,Frijol,2020,4
15511,Pachavita,Frijol,2020,138
15514,Páez,Frijol,2020,13
15514,Páez,Frijol,2020,14
15516,Paipa,Arveja,2020,115
15516,Paipa,Arveja,2020,62
15516,Paipa,Frijol,2020,22
15516,Paipa,Frijol,2020,5
15518,Pajarito,Frijol,2020,12
15518,Pajarito,Guandul,2020,13
15522,Panqueba,Frijol,2020,20
15531,Pauna,Frijol,2020,6
15531,Pauna,Frijol,2020,3
15531,Pauna,Habichuela,2020,16
15531,Pauna,Habichuela,2020,8
15531,Pauna,Maní,2020,10
15531,Pauna,Maní,2020,1
15533,Paya,Arveja,2020,1
15533,Paya,Guandul,2020,9
15537,Paz de Río,Arveja,2020,5
15537,Paz de Río,Arveja,2020,6
15537,Paz de Río,Frijol,2020,11
15537,Paz de Río,Frijol,2020,3
15542,Pesca,Arveja,2020,147
15542,Pesca,Arveja,2020,121
15542,Pesca,Haba,2020,21
15542,Pesca,Haba,2020,15
15550,Pisba,Arveja,2020,7
15550,Pisba,Frijol,2020,2
15550,Pisba,Guandul,2020,2
15599,Ramiriquí,Arveja,2020,36
15599,Ramiriquí,Arveja,2020,40
15599,Ramiriquí,Frijol,2020,40
15599,Ramiriquí,Frijol,2020,40
15599,Ramiriquí,Haba,2020,2
15600,Ráquira,Arveja,2020,147
15600,Ráquira,Arveja,2020,66
15600,Ráquira,Haba,2020,2
15600,Ráquira,Haba,2020,0
15600,Ráquira,Habichuela,2020,56
15600,Ráquira,Habichuela,2020,55
15621,Rondón,Arveja,2020,16
15621,Rondón,Arveja,2020,4
15621,Rondón,Frijol,2020,14
15621,Rondón,Frijol,2020,33
15632,Saboyá,Arveja,2020,230
15632,Saboyá,Arveja,2020,380
15646,Samacá,Arveja,2020,380
15646,Samacá,Arveja,2020,396
15646,Samacá,Frijol,2020,4
15660,San Eduardo,Arveja,2020,0
15660,San Eduardo,Arveja,2020,0
15660,San Eduardo,Frijol,2020,2
15660,San Eduardo,Frijol,2020,2
15664,San José de Pare,Frijol,2020,10
15664,San José de Pare,Frijol,2020,2
15664,San José de Pare,Habichuela,2020,5
15664,San José de Pare,Habichuela,2020,5
15673,San Mateo,Arveja,2020,2
15673,San Mateo,Arveja,2020,4
15673,San Mateo,Frijol,2020,40
15673,San Mateo,Frijol,2020,64
15676,San Miguel de Sema,Arveja,2020,8
15676,San Miguel de Sema,Arveja,2020,8
15676,San Miguel de Sema,Frijol,2020,6
15676,San Miguel de Sema,Frijol,2020,8
15681,San Pablo de Borbur,Arveja,2020,1
15681,San Pablo de Borbur,Frijol,2020,32
15681,San Pablo de Borbur,Frijol,2020,41
15681,San Pablo de Borbur,Maní,2020,8
15681,San Pablo de Borbur,Maní,2020,5
15686,Santana,Frijol,2020,21
15686,Santana,Frijol,2020,21
15690,Santa María,Frijol,2020,9
15690,Santa María,Frijol,2020,16
15693,Santa Rosa de Viterbo,Arveja,2020,23
15693,Santa Rosa de Viterbo,Arveja,2020,22
15696,Santa Sofía,Arveja,2020,3
15720,Sativanorte,Arveja,2020,3
15720,Sativanorte,Arveja,2020,4
15720,Sativanorte,Frijol,2020,3
15720,Sativanorte,Frijol,2020,2
15720,Sativanorte,Haba,2020,0
15720,Sativanorte,Haba,2020,0
15723,Sativasur,Arveja,2020,2
15723,Sativasur,Arveja,2020,0
15723,Sativasur,Frijol,2020,8
15723,Sativasur,Frijol,2020,1
15723,Sativasur,Haba,2020,3
15740,Siachoque,Arveja,2020,378
15740,Siachoque,Arveja,2020,151
15740,Siachoque,Haba,2020,21
15740,Siachoque,Haba,2020,17
15753,Soatá,Arveja,2020,11
15753,Soatá,Arveja,2020,4
15753,Soatá,Frijol,2020,60
15753,Soatá,Frijol,2020,40
15755,Socotá,Arveja,2020,37
15755,Socotá,Arveja,2020,17
15755,Socotá,Frijol,2020,33
15755,Socotá,Frijol,2020,30
15757,Socha,Arveja,2020,2
15757,Socha,Arveja,2020,3
15757,Socha,Frijol,2020,3
15757,Socha,Frijol,2020,3
15759,Sogamoso,Arveja,2020,38
15759,Sogamoso,Arveja,2020,18
15759,Sogamoso,Frijol,2020,5
15759,Sogamoso,Frijol,2020,7
15759,Sogamoso,Haba,2020,2
15761,Somondoco,Frijol,2020,2
15761,Somondoco,Frijol,2020,23
15762,Sora,Arveja,2020,28
15762,Sora,Arveja,2020,15
15763,Sotaquirá,Arveja,2020,14
15763,Sotaquirá,Frijol,2020,19
