Año,geo,Municipio,Porcentaje
2021,15500,OICATÁ,0.196987
2021,15516,PAIPA,1.374548
2021,15531,PAUNA,0.757749
2021,15537,PAZ DE RÍO,34.649530
2021,15542,PESCA,0.168751
2021,15572,PUERTO BOYACÁ,0.421249
2021,15580,QUÍPAMA,1.738396
2021,15599,RAMIRIQUÍ,0.165962
2021,15600,RÁQUIRA,0.719579
2021,15638,SÁCHICA,0.797145
2021,15646,SAMACÁ,1.594667
2021,15667,SAN LUIS DE GACENO,0.699388
2021,15673,SAN MATEO,0.377143
2021,15681,SAN PABLO DE BORBUR,4.623657
2021,15690,SANTA MARÍA,0.128389
2021,15723,SATIVASUR,0.381669
2021,15753,SOATÁ,0.521547
2021,15757,SOCHA,1.323470
2021,15755,SOCOTÁ,2.257655
2021,15759,SOGAMOSO,1.319432
2021,15761,SOMONDOCO,0.156524
2021,15762,SORA,0.519969
2021,15764,SORACÁ,0.138640
2021,15763,SOTAQUIRÁ,0.535329
2021,15778,SUTATENZA,0.614826
2021,15790,TASCO,2.916164
2021,15806,TIBASOSA,0.827349
2021,15820,TÓPAGA,1.558164
2021,15001,TUNJA,0.555797
2021,15837,TUTA,0.979622
