Año,geo,Municipio,Porcentaje,Categoria
2018,15820,TÓPAGA,0.009516,Centros poblados y rural disperso
2018,15822,TOTA,0.017017,Centros poblados y rural disperso
2018,15832,TUNUNGUÁ,0.063529,Centros poblados y rural disperso
2018,15835,TURMEQUÉ,0.009247,Centros poblados y rural disperso
2018,15837,TUTA,0.017117,Centros poblados y rural disperso
2018,15839,TUTAZÁ,0.009231,Centros poblados y rural disperso
2018,15842,UMBITA,0.006279,Centros poblados y rural disperso
2018,15861,VENTAQUEMADA,0.004293,Centros poblados y rural disperso
2018,15879,VIRACACHÁ,0.011065,Centros poblados y rural disperso
2018,15897,ZETAQUIRA,0.027069,Centros poblados y rural disperso
