geo,Municipio,Año,Producción,Tipo
15533,Paya,2019,1514.920000,Permanente
15223,Cubará,2019,1097.200000,Permanente
15332,GÜICÁN DE LA SIERRA,2019,,Permanente
15162,Cerinza,2019,57.000000,Permanente
15401,La Victoria,2019,801.500000,Permanente
15790,Tasco,2019,48.000000,Permanente
15322,Guateque,2019,74.000000,Permanente
15550,Pisba,2019,555.500000,Permanente
15537,Paz de Río,2019,27.000000,Permanente
15362,Iza,2019,34.000000,Permanente
15276,Floresta,2019,20.300000,Permanente
15723,Sativasur,2019,0.000000,Permanente
15114,Busbanzá,2019,0.000000,Permanente
15664,San José de Pare,2019,373.210000,Transitorio
15185,Chitaraque,2019,1049.100000,Transitorio
15686,Santana,2019,1896.000000,Transitorio
15816,Togüí,2019,1873.800000,Transitorio
15469,Moniquirá,2019,5501.000000,Transitorio
15740,Siachoque,2019,142590.000000,Transitorio
15861,Ventaquemada,2019,142815.660000,Transitorio
15632,Saboyá,2019,125258.490000,Transitorio
15047,Aquitania,2019,115692.570000,Transitorio
15001,Tunja,2019,114151.000000,Transitorio
15407,Villa de Leyva,2019,66043.960000,Transitorio
15814,Toca,2019,65203.830000,Transitorio
15646,Samacá,2019,79125.200000,Transitorio
15764,Soracá,2019,74955.530000,Transitorio
15051,Arcabuco,2019,56384.510000,Transitorio
15804,Tibaná,2019,5260.780000,Transitorio
15455,Miraflores,2019,5079.600000,Transitorio
15442,Maripí,2019,6145.030000,Transitorio
15212,Coper,2019,1722.000000,Transitorio
15476,Motavita,2019,30357.270000,Transitorio
15232,Chíquiza,2019,34661.180000,Transitorio
15776,Sutamarchán,2019,20562.850000,Transitorio
15204,Cómbita,2019,28885.500000,Transitorio
15839,Tutazá,2019,34512.830000,Transitorio
15842,Úmbita,2019,21329.910000,Transitorio
15531,Pauna,2019,2212.390000,Transitorio
15367,Jenesano,2019,10786.000000,Transitorio
15494,Nuevo Colón,2019,6096.000000,Transitorio
15763,Sotaquirá,2019,18869.550000,Transitorio
15835,Turmequé,2019,10150.800000,Transitorio
15109,Buenavista,2019,2285.450000,Transitorio
15104,Boyacá,2019,17047.080000,Transitorio
15696,Santa Sofía,2019,13830.300000,Transitorio
15806,Tibasosa,2019,16902.100000,Transitorio
15822,Tota,2019,20370.900000,Transitorio
15755,Socotá,2019,13276.630000,Transitorio
15542,Pesca,2019,30155.500000,Transitorio
15580,Quípama,2019,2627.000000,Transitorio
15638,Sáchica,2019,15170.000000,Transitorio
15224,Cucaita,2019,19154.150000,Transitorio
15832,Tununguá,2019,632.000000,Transitorio
15189,Ciénega,2019,8063.590000,Transitorio
15600,Ráquira,2019,13040.000000,Transitorio
15087,Belén,2019,10375.310000,Transitorio
15599,Ramiriquí,2019,10865.260000,Transitorio
15507,Otanche,2019,1041.830000,Transitorio
15879,Viracachá,2019,10893.880000,Transitorio
15368,Jericó,2019,10472.050000,Transitorio
15480,Muzo,2019,1393.600000,Transitorio
15759,Sogamoso,2019,12108.990000,Transitorio
15131,Caldas,2019,9049.000000,Transitorio
15762,Sora,2019,9040.370000,Transitorio
15425,Macanal,2019,2091.900000,Transitorio
15491,Nobsa,2019,12334.800000,Transitorio
15511,Pachavita,2019,5264.000000,Transitorio
15293,Gachantivá,2019,3028.600000,Transitorio
15897,Zetaquira,2019,464.000000,Transitorio
15837,Tuta,2019,6388.900000,Transitorio
15176,Chiquinquirá,2019,7168.100000,Transitorio
15325,Guayatá,2019,4109.800000,Transitorio
15218,Covarachía,2019,4141.890000,Transitorio
15238,Duitama,2019,6752.160000,Transitorio
15296,Gámeza,2019,6840.760000,Transitorio
15097,Boavita,2019,2164.930000,Transitorio
15272,Firavitoba,2019,6922.380000,Transitorio
15500,Oicatá,2019,5401.000000,Transitorio
15180,Chiscas,2019,5363.740000,Transitorio
15380,La Capilla,2019,5200.570000,Transitorio
15106,Briceño,2019,79.000000,Transitorio
15798,Tenza,2019,6346.890000,Transitorio
15183,Chita,2019,7140.300000,Transitorio
15774,Susacón,2019,3813.030000,Transitorio
15681,San Pablo de Borbur,2019,593.810000,Transitorio
15516,Paipa,2019,5152.690000,Transitorio
15377,Labranzagrande,2019,487.700000,Transitorio
15572,Puerto Boyacá,2019,2615.400000,Transitorio
15514,Páez,2019,404.000000,Transitorio
15226,Cuítiva,2019,5049.630000,Transitorio
15660,San Eduardo,2019,609.670000,Transitorio
15236,Chivor,2019,307.070000,Transitorio
15808,Tinjacá,2019,4595.290000,Transitorio
15187,Chivatá,2019,3119.600000,Transitorio
15022,Almeida,2019,1033.200000,Transitorio
15753,Soatá,2019,1508.050000,Transitorio
15244,El Cocuy,2019,3973.100000,Transitorio
15135,Campohermoso,2019,1003.990000,Transitorio
15673,San Mateo,2019,2075.000000,Transitorio
15522,Panqueba,2019,2823.000000,Transitorio
15518,Pajarito,2019,520.000000,Transitorio
15693,Santa Rosa de Viterbo,2019,2965.660000,Transitorio
15820,Tópaga,2019,3002.600000,Transitorio
15172,Chinavita,2019,471.550000,Transitorio
15215,Corrales,2019,2953.450000,Transitorio
15464,Mongua,2019,3036.940000,Transitorio
15466,Monguí,2019,2261.580000,Transitorio
15810,Tipacoque,2019,895.100000,Transitorio
15621,Rondón,2019,878.000000,Transitorio
15090,Berbeo,2019,843.000000,Transitorio
15667,San Luis de Gaceno,2019,1802.000000,Transitorio
15720,Sativanorte,2019,2129.380000,Transitorio
15299,Garagoa,2019,625.900000,Transitorio
15317,Guacamayas,2019,1144.090000,Transitorio
15690,Santa María,2019,534.550000,Transitorio
15676,San Miguel de Sema,2019,1870.100000,Transitorio
15778,Sutatenza,2019,1084.390000,Transitorio
15092,Betéitiva,2019,1724.410000,Transitorio
15761,Somondoco,2019,661.040000,Transitorio
15248,El Espino,2019,1071.600000,Transitorio
15757,Socha,2019,1477.940000,Transitorio
15403,La Uvita,2019,737.500000,Transitorio
15533,Paya,2019,144.000000,Transitorio
15223,Cubará,2019,417.000000,Transitorio
15332,GÜICÁN DE LA SIERRA,2019,1526.520000,Transitorio
15162,Cerinza,2019,539.050000,Transitorio
15401,La Victoria,2019,217.660000,Transitorio
15790,Tasco,2019,767.000000,Transitorio
15322,Guateque,2019,805.660000,Transitorio
15550,Pisba,2019,126.500000,Transitorio
15537,Paz de Río,2019,765.000000,Transitorio
15362,Iza,2019,340.000000,Transitorio
15276,Floresta,2019,794.800000,Transitorio
15723,Sativasur,2019,191.340000,Transitorio
15114,Busbanzá,2019,129.350000,Transitorio
