geo,Municipio,Año,Porcentaje,Tipo
15114,Busbanzá,2019,0.000000,Permanente
15664,San José de Pare,2019,0.081583,Transitorio
15185,Chitaraque,2019,0.329479,Transitorio
15686,Santana,2019,0.830427,Transitorio
15816,Togüí,2019,0.699553,Transitorio
15469,Moniquirá,2019,2.951798,Transitorio
15740,Siachoque,2019,78.946569,Transitorio
15861,Ventaquemada,2019,98.367526,Transitorio
15632,Saboyá,2019,99.913446,Transitorio
15047,Aquitania,2019,101.294171,Transitorio
15001,Tunja,2019,90.206383,Transitorio
15407,Villa de Leyva,2019,62.532628,Transitorio
15814,Toca,2019,81.813839,Transitorio
15646,Samacá,2019,128.003235,Transitorio
15764,Soracá,2019,105.028350,Transitorio
15051,Arcabuco,2019,117.470176,Transitorio
15804,Tibaná,2019,13.998413,Transitorio
15455,Miraflores,2019,14.230724,Transitorio
15442,Maripí,2019,14.872727,Transitorio
15212,Coper,2019,4.855108,Transitorio
15476,Motavita,2019,93.567921,Transitorio
15232,Chíquiza,2019,133.239052,Transitorio
15776,Sutamarchán,2019,101.656886,Transitorio
15204,Cómbita,2019,88.571595,Transitorio
15839,Tutazá,2019,100.364522,Transitorio
15842,Úmbita,2019,70.222088,Transitorio
15531,Pauna,2019,8.965618,Transitorio
15367,Jenesano,2019,43.303356,Transitorio
15494,Nuevo Colón,2019,27.508442,Transitorio
15763,Sotaquirá,2019,124.992962,Transitorio
15835,Turmequé,2019,44.362573,Transitorio
15109,Buenavista,2019,11.311953,Transitorio
15104,Boyacá,2019,79.041620,Transitorio
15696,Santa Sofía,2019,68.650932,Transitorio
15806,Tibasosa,2019,104.091071,Transitorio
15822,Tota,2019,117.295854,Transitorio
15755,Socotá,2019,88.771975,Transitorio
15542,Pesca,2019,280.077794,Transitorio
15580,Quípama,2019,15.662076,Transitorio
15638,Sáchica,2019,102.749932,Transitorio
15224,Cucaita,2019,114.361327,Transitorio
15832,Tununguá,2019,4.361794,Transitorio
15189,Ciénega,2019,61.330523,Transitorio
15600,Ráquira,2019,96.479604,Transitorio
15087,Belén,2019,70.256444,Transitorio
15599,Ramiriquí,2019,104.961117,Transitorio
15507,Otanche,2019,9.058367,Transitorio
15879,Viracachá,2019,99.113933,Transitorio
15368,Jericó,2019,89.012318,Transitorio
15480,Muzo,2019,12.824796,Transitorio
15759,Sogamoso,2019,123.017960,Transitorio
15131,Caldas,2019,105.774401,Transitorio
15762,Sora,2019,117.900441,Transitorio
15425,Macanal,2019,17.977395,Transitorio
15491,Nobsa,2019,183.575426,Transitorio
15511,Pachavita,2019,62.027196,Transitorio
15293,Gachantivá,2019,62.694718,Transitorio
15897,Zetaquira,2019,5.885337,Transitorio
15837,Tuta,2019,86.006292,Transitorio
15176,Chiquinquirá,2019,98.340527,Transitorio
15325,Guayatá,2019,50.321412,Transitorio
15218,Covarachía,2019,64.622118,Transitorio
15238,Duitama,2019,89.655237,Transitorio
15296,Gámeza,2019,96.414593,Transitorio
15097,Boavita,2019,31.935831,Transitorio
15272,Firavitoba,2019,110.882268,Transitorio
15500,Oicatá,2019,80.399542,Transitorio
15180,Chiscas,2019,79.772213,Transitorio
15380,La Capilla,2019,88.550485,Transitorio
15106,Briceño,2019,1.170960,Transitorio
15798,Tenza,2019,133.283984,Transitorio
15183,Chita,2019,100.794037,Transitorio
15774,Susacón,2019,60.527072,Transitorio
15681,San Pablo de Borbur,2019,14.056005,Transitorio
15516,Paipa,2019,82.841075,Transitorio
15377,Labranzagrande,2019,8.744641,Transitorio
15572,Puerto Boyacá,2019,39.900105,Transitorio
15514,Páez,2019,7.235812,Transitorio
15226,Cuítiva,2019,103.545196,Transitorio
15660,San Eduardo,2019,12.887250,Transitorio
15236,Chivor,2019,6.913733,Transitorio
15808,Tinjacá,2019,91.244460,Transitorio
15187,Chivatá,2019,50.142168,Transitorio
15022,Almeida,2019,25.710766,Transitorio
15753,Soatá,2019,34.362347,Transitorio
15244,El Cocuy,2019,91.172570,Transitorio
15135,Campohermoso,2019,22.969816,Transitorio
15673,San Mateo,2019,40.707826,Transitorio
15522,Panqueba,2019,70.101813,Transitorio
15518,Pajarito,2019,17.803585,Transitorio
15693,Santa Rosa de Viterbo,2019,91.695164,Transitorio
15820,Tópaga,2019,85.889922,Transitorio
15172,Chinavita,2019,16.474283,Transitorio
15215,Corrales,2019,106.514307,Transitorio
15464,Mongua,2019,133.606388,Transitorio
15466,Monguí,2019,91.362204,Transitorio
15810,Tipacoque,2019,26.654954,Transitorio
15621,Rondón,2019,29.903512,Transitorio
15090,Berbeo,2019,35.332875,Transitorio
15667,San Luis de Gaceno,2019,71.621622,Transitorio
15720,Sativanorte,2019,84.923825,Transitorio
15299,Garagoa,2019,27.423489,Transitorio
15317,Guacamayas,2019,60.482660,Transitorio
15690,Santa María,2019,26.785088,Transitorio
15676,San Miguel de Sema,2019,138.597791,Transitorio
15778,Sutatenza,2019,72.689064,Transitorio
15092,Betéitiva,2019,117.917245,Transitorio
15761,Somondoco,2019,48.580877,Transitorio
15248,El Espino,2019,83.490456,Transitorio
15757,Socha,2019,116.007849,Transitorio
15403,La Uvita,2019,67.944171,Transitorio
15533,Paya,2019,27.965509,Transitorio
15223,Cubará,2019,38.628995,Transitorio
15332,GÜICÁN DE LA SIERRA,2019,130.010646,Transitorio
15162,Cerinza,2019,65.028832,Transitorio
15401,La Victoria,2019,15.564931,Transitorio
15790,Tasco,2019,111.056411,Transitorio
15322,Guateque,2019,63.087585,Transitorio
15550,Pisba,2019,15.653810,Transitorio
15537,Paz de Río,2019,87.679083,Transitorio
15362,Iza,2019,43.638977,Transitorio
15276,Floresta,2019,179.502236,Transitorio
15723,Sativasur,2019,123.230502,Transitorio
15114,Busbanzá,2019,119.502956,Transitorio
