geo,Unidad,Grupo,Año,Valor
15816,Razón x 100¬000 nacidos vivos,,2016,0
15820,Razón x 100¬000 nacidos vivos,,2016,0
15822,Razón x 100¬000 nacidos vivos,,2016,0
15001,Razón x 100¬000 nacidos vivos,,2016,139
15832,Razón x 100¬000 nacidos vivos,,2016,0
15835,Razón x 100¬000 nacidos vivos,,2016,0
15837,Razón x 100¬000 nacidos vivos,,2016,0
15839,Razón x 100¬000 nacidos vivos,,2016,0
15842,Razón x 100¬000 nacidos vivos,,2016,0
15861,Razón x 100¬000 nacidos vivos,,2016,0
15407,Razón x 100¬000 nacidos vivos,,2016,0
15879,Razón x 100¬000 nacidos vivos,,2016,0
15897,Razón x 100¬000 nacidos vivos,,2016,248
15022,Razón x 100¬000 nacidos vivos,,2017,0
15047,Razón x 100¬000 nacidos vivos,,2017,0
15051,Razón x 100¬000 nacidos vivos,,2017,0
15087,Razón x 100¬000 nacidos vivos,,2017,0
15090,Razón x 100¬000 nacidos vivos,,2017,0
15092,Razón x 100¬000 nacidos vivos,,2017,0
15097,Razón x 100¬000 nacidos vivos,,2017,0
15104,Razón x 100¬000 nacidos vivos,,2017,0
15106,Razón x 100¬000 nacidos vivos,,2017,0
15109,Razón x 100¬000 nacidos vivos,,2017,0
15114,Razón x 100¬000 nacidos vivos,,2017,0
15131,Razón x 100¬000 nacidos vivos,,2017,0
15135,Razón x 100¬000 nacidos vivos,,2017,0
15162,Razón x 100¬000 nacidos vivos,,2017,0
15172,Razón x 100¬000 nacidos vivos,,2017,0
15176,Razón x 100¬000 nacidos vivos,,2017,0
15232,Razón x 100¬000 nacidos vivos,,2017,0
15180,Razón x 100¬000 nacidos vivos,,2017,0
15183,Razón x 100¬000 nacidos vivos,,2017,0
15185,Razón x 100¬000 nacidos vivos,,2017,0
15187,Razón x 100¬000 nacidos vivos,,2017,0
15236,Razón x 100¬000 nacidos vivos,,2017,0
15189,Razón x 100¬000 nacidos vivos,,2017,0
15204,Razón x 100¬000 nacidos vivos,,2017,0
15212,Razón x 100¬000 nacidos vivos,,2017,0
15215,Razón x 100¬000 nacidos vivos,,2017,0
15218,Razón x 100¬000 nacidos vivos,,2017,0
15223,Razón x 100¬000 nacidos vivos,,2017,135
15224,Razón x 100¬000 nacidos vivos,,2017,0
15226,Razón x 100¬000 nacidos vivos,,2017,0
15238,Razón x 100¬000 nacidos vivos,,2017,0
15244,Razón x 100¬000 nacidos vivos,,2017,0
15248,Razón x 100¬000 nacidos vivos,,2017,0
15272,Razón x 100¬000 nacidos vivos,,2017,0
15276,Razón x 100¬000 nacidos vivos,,2017,0
15293,Razón x 100¬000 nacidos vivos,,2017,0
15296,Razón x 100¬000 nacidos vivos,,2017,0
15299,Razón x 100¬000 nacidos vivos,,2017,671
15317,Razón x 100¬000 nacidos vivos,,2017,0
15322,Razón x 100¬000 nacidos vivos,,2017,0
15325,Razón x 100¬000 nacidos vivos,,2017,0
15332,Razón x 100¬000 nacidos vivos,,2017,664
15362,Razón x 100¬000 nacidos vivos,,2017,0
15367,Razón x 100¬000 nacidos vivos,,2017,0
15368,Razón x 100¬000 nacidos vivos,,2017,0
15380,Razón x 100¬000 nacidos vivos,,2017,0
15403,Razón x 100¬000 nacidos vivos,,2017,0
15401,Razón x 100¬000 nacidos vivos,,2017,0
15377,Razón x 100¬000 nacidos vivos,,2017,0
15425,Razón x 100¬000 nacidos vivos,,2017,0
15442,Razón x 100¬000 nacidos vivos,,2017,0
15455,Razón x 100¬000 nacidos vivos,,2017,0
15464,Razón x 100¬000 nacidos vivos,,2017,0
15466,Razón x 100¬000 nacidos vivos,,2017,0
15469,Razón x 100¬000 nacidos vivos,,2017,0
15476,Razón x 100¬000 nacidos vivos,,2017,0
15480,Razón x 100¬000 nacidos vivos,,2017,0
15491,Razón x 100¬000 nacidos vivos,,2017,0
15494,Razón x 100¬000 nacidos vivos,,2017,0
15500,Razón x 100¬000 nacidos vivos,,2017,0
15507,Razón x 100¬000 nacidos vivos,,2017,0
15511,Razón x 100¬000 nacidos vivos,,2017,0
15514,Razón x 100¬000 nacidos vivos,,2017,0
15516,Razón x 100¬000 nacidos vivos,,2017,0
15518,Razón x 100¬000 nacidos vivos,,2017,0
15522,Razón x 100¬000 nacidos vivos,,2017,0
15531,Razón x 100¬000 nacidos vivos,,2017,0
15533,Razón x 100¬000 nacidos vivos,,2017,0
15537,Razón x 100¬000 nacidos vivos,,2017,0
15542,Razón x 100¬000 nacidos vivos,,2017,0
15550,Razón x 100¬000 nacidos vivos,,2017,0
15572,Razón x 100¬000 nacidos vivos,,2017,0
15580,Razón x 100¬000 nacidos vivos,,2017,0
15599,Razón x 100¬000 nacidos vivos,,2017,0
15600,Razón x 100¬000 nacidos vivos,,2017,0
15621,Razón x 100¬000 nacidos vivos,,2017,0
15632,Razón x 100¬000 nacidos vivos,,2017,0
15638,Razón x 100¬000 nacidos vivos,,2017,0
15646,Razón x 100¬000 nacidos vivos,,2017,0
15660,Razón x 100¬000 nacidos vivos,,2017,0
15664,Razón x 100¬000 nacidos vivos,,2017,0
15667,Razón x 100¬000 nacidos vivos,,2017,0
15673,Razón x 100¬000 nacidos vivos,,2017,0
15676,Razón x 100¬000 nacidos vivos,,2017,0
15681,Razón x 100¬000 nacidos vivos,,2017,0
15693,Razón x 100¬000 nacidos vivos,,2017,0
15690,Razón x 100¬000 nacidos vivos,,2017,0
15696,Razón x 100¬000 nacidos vivos,,2017,0
15686,Razón x 100¬000 nacidos vivos,,2017,0
15720,Razón x 100¬000 nacidos vivos,,2017,0
15723,Razón x 100¬000 nacidos vivos,,2017,0
15740,Razón x 100¬000 nacidos vivos,,2017,104
15753,Razón x 100¬000 nacidos vivos,,2017,0
15757,Razón x 100¬000 nacidos vivos,,2017,0
15755,Razón x 100¬000 nacidos vivos,,2017,0
15759,Razón x 100¬000 nacidos vivos,,2017,126
15761,Razón x 100¬000 nacidos vivos,,2017,0
15762,Razón x 100¬000 nacidos vivos,,2017,0
15764,Razón x 100¬000 nacidos vivos,,2017,0
15763,Razón x 100¬000 nacidos vivos,,2017,0
15774,Razón x 100¬000 nacidos vivos,,2017,0
15776,Razón x 100¬000 nacidos vivos,,2017,0
15778,Razón x 100¬000 nacidos vivos,,2017,0
15790,Razón x 100¬000 nacidos vivos,,2017,185
15798,Razón x 100¬000 nacidos vivos,,2017,0
15806,Razón x 100¬000 nacidos vivos,,2017,0
15804,Razón x 100¬000 nacidos vivos,,2017,0
15808,Razón x 100¬000 nacidos vivos,,2017,0
15810,Razón x 100¬000 nacidos vivos,,2017,0
15814,Razón x 100¬000 nacidos vivos,,2017,0
15816,Razón x 100¬000 nacidos vivos,,2017,0
15820,Razón x 100¬000 nacidos vivos,,2017,0
15822,Razón x 100¬000 nacidos vivos,,2017,0
15001,Razón x 100¬000 nacidos vivos,,2017,0
15832,Razón x 100¬000 nacidos vivos,,2017,0
15835,Razón x 100¬000 nacidos vivos,,2017,0
15837,Razón x 100¬000 nacidos vivos,,2017,0
15839,Razón x 100¬000 nacidos vivos,,2017,0
15842,Razón x 100¬000 nacidos vivos,,2017,0
15861,Razón x 100¬000 nacidos vivos,,2017,661
15407,Razón x 100¬000 nacidos vivos,,2017,0
15879,Razón x 100¬000 nacidos vivos,,2017,0
15897,Razón x 100¬000 nacidos vivos,,2017,0
