geo,Año,Rango de edad,Sexo,Casos
15001,2020,Adultez,FEMENINO,2
15001,2020,Adultez,MASCULINO,4
15001,2020,Juventud,MASCULINO,3
15001,2020,Vejez,MASCULINO,2
15001,2021,Adolescencia,MASCULINO,1
15001,2021,Adultez,MASCULINO,8
15001,2021,Juventud,MASCULINO,3
15001,2021,Vejez,MASCULINO,3
15001,2022,Adultez,MASCULINO,4
15001,2022,Juventud,FEMENINO,1
15001,2022,Vejez,FEMENINO,1
15001,2022,Vejez,MASCULINO,3
15001,2023,Adultez,MASCULINO,1
15001,2023,Primera infancia,MASCULINO,1
15001,2023,Vejez,FEMENINO,3
15001,2024,Adolescencia,MASCULINO,2
15001,2024,Adultez,MASCULINO,6
15001,2024,Primera infancia,FEMENINO,1
15001,2024,Primera infancia,MASCULINO,1
15001,2024,Primera infancia,NO DETERMINADO,1
15001,2024,Vejez,FEMENINO,1
15001,2024,Vejez,MASCULINO,4
15176,2022,Adultez,MASCULINO,1
15176,2022,Primera infancia,FEMENINO,1
15176,2023,Adultez,FEMENINO,1
15176,2024,Vejez,FEMENINO,1
15238,2020,Adolescencia,MASCULINO,1
15238,2020,Adultez,MASCULINO,1
15238,2020,Juventud,MASCULINO,1
15238,2020,Vejez,FEMENINO,1
15238,2020,Vejez,MASCULINO,1
15238,2021,Vejez,FEMENINO,2
15238,2022,Adultez,FEMENINO,1
15238,2022,Adultez,MASCULINO,1
15238,2022,Juventud,MASCULINO,1
15238,2022,Vejez,MASCULINO,1
15238,2023,Adultez,MASCULINO,3
15238,2023,Vejez,MASCULINO,1
15238,2024,Adolescencia,MASCULINO,1
15238,2024,Adultez,MASCULINO,1
15238,2024,Vejez,MASCULINO,1
15299,2024,Vejez,MASCULINO,2
15580,2021,Adultez,MASCULINO,1
15753,2024,Adultez,FEMENINO,1
15753,2024,Juventud,FEMENINO,1
15753,2024,Primera infancia,MASCULINO,1
15759,2020,Adultez,MASCULINO,1
15759,2020,Vejez,MASCULINO,2
15759,2022,Juventud,MASCULINO,1
15759,2023,Adultez,FEMENINO,1
