geo,Municipio,Año,Especie,Cantidad
15232,Chíquiza,2020,Aves Carne,0
15236,Chivor,2020,Aves Carne,0
15238,Duitama,2020,Aves Carne,22900
15244,El Cocuy,2020,Aves Carne,0
15248,El Espino,2020,Aves Carne,0
15272,Firavitoba,2020,Aves Carne,0
15276,Floresta,2020,Aves Carne,0
15293,Gachantivá,2020,Aves Carne,0
15296,Gámeza,2020,Aves Carne,0
15299,Garagoa,2020,Aves Carne,6940
15317,Guacamayas,2020,Aves Carne,0
15322,Guateque,2020,Aves Carne,360200
15325,Guayatá,2020,Aves Carne,43000
15332,Güicán,2020,Aves Carne,0
15362,Iza,2020,Aves Carne,0
15367,Jenesano,2020,Aves Carne,0
15368,Jericó,2020,Aves Carne,0
15377,Labranzagrande,2020,Aves Carne,0
15380,La Capilla,2020,Aves Carne,0
15401,La Victoria,2020,Aves Carne,0
15403,La Uvita,2020,Aves Carne,0
15407,Villa de Leiva,2020,Aves Carne,0
15425,Macanal,2020,Aves Carne,0
15442,Maripí,2020,Aves Carne,0
15455,Miraflores,2020,Aves Carne,0
15464,Mongua,2020,Aves Carne,0
15466,Monguí,2020,Aves Carne,0
15469,Moniquirá,2020,Aves Carne,442500
15476,Motavita,2020,Aves Carne,75900
15480,Muzo,2020,Aves Carne,0
15491,Nobsa,2020,Aves Carne,0
15494,Nuevo Colón,2020,Aves Carne,0
15500,Oicatá,2020,Aves Carne,0
15507,Otanche,2020,Aves Carne,0
15511,Pachavita,2020,Aves Carne,0
15514,Páez,2020,Aves Carne,0
15516,Paipa,2020,Aves Carne,0
15518,Pajarito,2020,Aves Carne,89000
15522,Panqueba,2020,Aves Carne,0
15531,Pauna,2020,Aves Carne,0
15533,Paya,2020,Aves Carne,0
15537,Paz de Río,2020,Aves Carne,0
15542,Pesca,2020,Aves Carne,0
15550,Pisba,2020,Aves Carne,0
15572,Puerto Boyacá,2020,Aves Carne,0
15580,Quípama,2020,Aves Carne,0
15599,Ramiriquí,2020,Aves Carne,630
15600,Ráquira,2020,Aves Carne,0
15621,Rondón,2020,Aves Carne,0
15632,Saboyá,2020,Aves Carne,60000
15638,Sáchica,2020,Aves Carne,0
15646,Samacá,2020,Aves Carne,0
15660,San Eduardo,2020,Aves Carne,0
15664,San José de Pare,2020,Aves Carne,15980
15667,San Luis de Gaceno,2020,Aves Carne,0
15673,San Mateo,2020,Aves Carne,0
15676,San Miguel de Sema,2020,Aves Carne,0
15681,San Pablo de Borbur,2020,Aves Carne,0
15686,Santana,2020,Aves Carne,0
15690,Santa María,2020,Aves Carne,980
15693,Santa Rosa de Viterbo,2020,Aves Carne,0
15696,Santa Sofía,2020,Aves Carne,0
15720,Sativanorte,2020,Aves Carne,0
15723,Sativasur,2020,Aves Carne,0
15740,Siachoque,2020,Aves Carne,0
15753,Soatá,2020,Aves Carne,0
15755,Socotá,2020,Aves Carne,0
15757,Socha,2020,Aves Carne,0
15759,Sogamoso,2020,Aves Carne,0
15761,Somondoco,2020,Aves Carne,130000
15762,Sora,2020,Aves Carne,0
15763,Sotaquirá,2020,Aves Carne,222000
15764,Soracá,2020,Aves Carne,0
15774,Susacón,2020,Aves Carne,0
15776,Sutamarchán,2020,Aves Carne,0
15778,Sutatenza,2020,Aves Carne,278000
15790,Tasco,2020,Aves Carne,0
15798,Tenza,2020,Aves Carne,134000
15804,Tibaná,2020,Aves Carne,0
15806,Tibasosa,2020,Aves Carne,205000
15808,Tinjacá,2020,Aves Carne,45000
15810,Tipacoque,2020,Aves Carne,0
15814,Toca,2020,Aves Carne,0
15816,Togüí,2020,Aves Carne,0
15820,Tópaga,2020,Aves Carne,0
15822,Tota,2020,Aves Carne,0
15832,Tununguá,2020,Aves Carne,0
15835,Turmequé,2020,Aves Carne,68000
15837,Tuta,2020,Aves Carne,335000
15839,Tutazá,2020,Aves Carne,0
15842,Úmbita,2020,Aves Carne,0
15861,Ventaquemada,2020,Aves Carne,0
15879,Viracachá,2020,Aves Carne,0
15897,Zetaquirá,2020,Aves Carne,0
15001,Tunja,2021,Aves Carne,0
15022,Almeida,2021,Aves Carne,20000
15047,Aquitania,2021,Aves Carne,0
15051,Arcabuco,2021,Aves Carne,229000
15087,Belén,2021,Aves Carne,0
15090,Berbeo,2021,Aves Carne,0
15092,Betéitiva,2021,Aves Carne,0
15097,Boavita,2021,Aves Carne,0
15104,Boyacá,2021,Aves Carne,0
15106,Briceño,2021,Aves Carne,980
15109,Buenavista,2021,Aves Carne,0
15114,Busbanzá,2021,Aves Carne,0
15131,Caldas,2021,Aves Carne,0
15135,Campohermoso,2021,Aves Carne,0
15162,Cerinza,2021,Aves Carne,0
15172,Chinavita,2021,Aves Carne,1900
15176,Chiquinquirá,2021,Aves Carne,0
15180,Chiscas,2021,Aves Carne,0
15183,Chita,2021,Aves Carne,0
15185,Chitaraque,2021,Aves Carne,0
15187,Chivatá,2021,Aves Carne,0
15189,Ciénega,2021,Aves Carne,0
15204,Cómbita,2021,Aves Carne,219000
15212,Coper,2021,Aves Carne,120000
15215,Corrales,2021,Aves Carne,0
15218,Covarachía,2021,Aves Carne,0
15223,Cubará,2021,Aves Carne,0
15224,Cucaita,2021,Aves Carne,0
15226,Cuítiva,2021,Aves Carne,0
15232,Chíquiza,2021,Aves Carne,0
15236,Chivor,2021,Aves Carne,0
15238,Duitama,2021,Aves Carne,22880
15244,El Cocuy,2021,Aves Carne,0
15248,El Espino,2021,Aves Carne,0
15272,Firavitoba,2021,Aves Carne,0
15276,Floresta,2021,Aves Carne,0
15293,Gachantivá,2021,Aves Carne,0
15296,Gámeza,2021,Aves Carne,0
15299,Garagoa,2021,Aves Carne,11600
15317,Guacamayas,2021,Aves Carne,0
15322,Guateque,2021,Aves Carne,375800
15325,Guayatá,2021,Aves Carne,44800
15332,Güicán,2021,Aves Carne,0
15362,Iza,2021,Aves Carne,0
15367,Jenesano,2021,Aves Carne,0
15368,Jericó,2021,Aves Carne,0
15377,Labranzagrande,2021,Aves Carne,0
15380,La Capilla,2021,Aves Carne,0
15401,La Victoria,2021,Aves Carne,0
15403,La Uvita,2021,Aves Carne,0
15407,Villa de Leiva,2021,Aves Carne,0
15425,Macanal,2021,Aves Carne,0
15442,Maripí,2021,Aves Carne,0
15455,Miraflores,2021,Aves Carne,0
15464,Mongua,2021,Aves Carne,0
15466,Monguí,2021,Aves Carne,0
15469,Moniquirá,2021,Aves Carne,494800
15476,Motavita,2021,Aves Carne,75900
15480,Muzo,2021,Aves Carne,0
15491,Nobsa,2021,Aves Carne,0
15494,Nuevo Colón,2021,Aves Carne,0
15500,Oicatá,2021,Aves Carne,0
15507,Otanche,2021,Aves Carne,0
15511,Pachavita,2021,Aves Carne,0
15514,Páez,2021,Aves Carne,0
15516,Paipa,2021,Aves Carne,0
15518,Pajarito,2021,Aves Carne,89900
15522,Panqueba,2021,Aves Carne,0
15531,Pauna,2021,Aves Carne,0
15533,Paya,2021,Aves Carne,0
15537,Paz de Río,2021,Aves Carne,0
15542,Pesca,2021,Aves Carne,0
15550,Pisba,2021,Aves Carne,0
15572,Puerto Boyacá,2021,Aves Carne,0
15580,Quípama,2021,Aves Carne,0
15599,Ramiriquí,2021,Aves Carne,780
15600,Ráquira,2021,Aves Carne,0
15621,Rondón,2021,Aves Carne,0
15632,Saboyá,2021,Aves Carne,59900
15638,Sáchica,2021,Aves Carne,0
15646,Samacá,2021,Aves Carne,0
15660,San Eduardo,2021,Aves Carne,0
15664,San José de Pare,2021,Aves Carne,15980
15667,San Luis de Gaceno,2021,Aves Carne,0
15673,San Mateo,2021,Aves Carne,0
15676,San Miguel de Sema,2021,Aves Carne,0
15681,San Pablo de Borbur,2021,Aves Carne,0
15686,Santana,2021,Aves Carne,0
15690,Santa María,2021,Aves Carne,1000
15693,Santa Rosa de Viterbo,2021,Aves Carne,0
15696,Santa Sofía,2021,Aves Carne,0
15720,Sativanorte,2021,Aves Carne,0
15723,Sativasur,2021,Aves Carne,0
15740,Siachoque,2021,Aves Carne,0
15753,Soatá,2021,Aves Carne,0
15755,Socotá,2021,Aves Carne,0
15757,Socha,2021,Aves Carne,0
15759,Sogamoso,2021,Aves Carne,0
15761,Somondoco,2021,Aves Carne,128900
15762,Sora,2021,Aves Carne,0
15763,Sotaquirá,2021,Aves Carne,220800
15764,Soracá,2021,Aves Carne,0
15774,Susacón,2021,Aves Carne,0
15776,Sutamarchán,2021,Aves Carne,0
15778,Sutatenza,2021,Aves Carne,279500
15790,Tasco,2021,Aves Carne,0
15798,Tenza,2021,Aves Carne,133670
15804,Tibaná,2021,Aves Carne,0
15806,Tibasosa,2021,Aves Carne,218490
15808,Tinjacá,2021,Aves Carne,44600
15810,Tipacoque,2021,Aves Carne,0
15814,Toca,2021,Aves Carne,0
15816,Togüí,2021,Aves Carne,0
15820,Tópaga,2021,Aves Carne,0
15822,Tota,2021,Aves Carne,0
15832,Tununguá,2021,Aves Carne,0
15835,Turmequé,2021,Aves Carne,68000
15837,Tuta,2021,Aves Carne,337560
15839,Tutazá,2021,Aves Carne,0
15842,Úmbita,2021,Aves Carne,0
15861,Ventaquemada,2021,Aves Carne,0
15879,Viracachá,2021,Aves Carne,0
15897,Zetaquirá,2021,Aves Carne,0
15001,Tunja,2019,Aves Postura,0
15022,Almeida,2019,Aves Postura,21000
15047,Aquitania,2019,Aves Postura,0
15051,Arcabuco,2019,Aves Postura,1200
15087,Belén,2019,Aves Postura,1100
15090,Berbeo,2019,Aves Postura,0
15092,Betéitiva,2019,Aves Postura,400
15097,Boavita,2019,Aves Postura,0
15104,Boyacá,2019,Aves Postura,0
15106,Briceño,2019,Aves Postura,1000
15109,Buenavista,2019,Aves Postura,0
15114,Busbanzá,2019,Aves Postura,2225
15131,Caldas,2019,Aves Postura,0
15135,Campohermoso,2019,Aves Postura,0
15162,Cerinza,2019,Aves Postura,14300
15172,Chinavita,2019,Aves Postura,2200
15176,Chiquinquirá,2019,Aves Postura,0
15180,Chiscas,2019,Aves Postura,0
15183,Chita,2019,Aves Postura,0
15185,Chitaraque,2019,Aves Postura,1000
15187,Chivatá,2019,Aves Postura,0
15189,Ciénega,2019,Aves Postura,0
15204,Cómbita,2019,Aves Postura,100000
15212,Coper,2019,Aves Postura,0
15215,Corrales,2019,Aves Postura,0
15218,Covarachía,2019,Aves Postura,0
15223,Cubará,2019,Aves Postura,0
15224,Cucaita,2019,Aves Postura,0
15226,Cuítiva,2019,Aves Postura,0
15232,Chíquiza,2019,Aves Postura,0
15236,Chivor,2019,Aves Postura,0
15238,Duitama,2019,Aves Postura,84920
15244,El Cocuy,2019,Aves Postura,0
15248,El Espino,2019,Aves Postura,0
15272,Firavitoba,2019,Aves Postura,0
15276,Floresta,2019,Aves Postura,7000
15293,Gachantivá,2019,Aves Postura,0
15296,Gámeza,2019,Aves Postura,0
15299,Garagoa,2019,Aves Postura,3400
15317,Guacamayas,2019,Aves Postura,0
15322,Guateque,2019,Aves Postura,172670
15325,Guayatá,2019,Aves Postura,78000
15332,Güicán,2019,Aves Postura,0
15362,Iza,2019,Aves Postura,0
15367,Jenesano,2019,Aves Postura,0
15368,Jericó,2019,Aves Postura,0
15377,Labranzagrande,2019,Aves Postura,0
15380,La Capilla,2019,Aves Postura,0
15401,La Victoria,2019,Aves Postura,0
15403,La Uvita,2019,Aves Postura,0
15407,Villa de Leiva,2019,Aves Postura,18000
15425,Macanal,2019,Aves Postura,600
15442,Maripí,2019,Aves Postura,0
15455,Miraflores,2019,Aves Postura,350
15464,Mongua,2019,Aves Postura,0
15466,Monguí,2019,Aves Postura,0
15469,Moniquirá,2019,Aves Postura,15000
15476,Motavita,2019,Aves Postura,0
15480,Muzo,2019,Aves Postura,0
15491,Nobsa,2019,Aves Postura,54500
15494,Nuevo Colón,2019,Aves Postura,0
15500,Oicatá,2019,Aves Postura,2700
15507,Otanche,2019,Aves Postura,0
15511,Pachavita,2019,Aves Postura,0
15514,Páez,2019,Aves Postura,4200
15516,Paipa,2019,Aves Postura,59200
15518,Pajarito,2019,Aves Postura,0
15522,Panqueba,2019,Aves Postura,0
15531,Pauna,2019,Aves Postura,0
15533,Paya,2019,Aves Postura,0
15537,Paz de Río,2019,Aves Postura,0
15542,Pesca,2019,Aves Postura,0
15550,Pisba,2019,Aves Postura,200
15572,Puerto Boyacá,2019,Aves Postura,1500
15580,Quípama,2019,Aves Postura,0
15599,Ramiriquí,2019,Aves Postura,1000
15600,Ráquira,2019,Aves Postura,0
15621,Rondón,2019,Aves Postura,0
15632,Saboyá,2019,Aves Postura,0
15638,Sáchica,2019,Aves Postura,0
15646,Samacá,2019,Aves Postura,0
15660,San Eduardo,2019,Aves Postura,0
15664,San José de Pare,2019,Aves Postura,0
15667,San Luis de Gaceno,2019,Aves Postura,11500
15673,San Mateo,2019,Aves Postura,0
15676,San Miguel de Sema,2019,Aves Postura,0
15681,San Pablo de Borbur,2019,Aves Postura,0
15686,Santana,2019,Aves Postura,0
15690,Santa María,2019,Aves Postura,0
15693,Santa Rosa de Viterbo,2019,Aves Postura,34000
15696,Santa Sofía,2019,Aves Postura,0
15720,Sativanorte,2019,Aves Postura,0
15723,Sativasur,2019,Aves Postura,0
15740,Siachoque,2019,Aves Postura,0
15753,Soatá,2019,Aves Postura,0
15755,Socotá,2019,Aves Postura,0
15757,Socha,2019,Aves Postura,0
15759,Sogamoso,2019,Aves Postura,10500
15761,Somondoco,2019,Aves Postura,19440
15762,Sora,2019,Aves Postura,0
15763,Sotaquirá,2019,Aves Postura,19800
15764,Soracá,2019,Aves Postura,5000
15774,Susacón,2019,Aves Postura,0
15776,Sutamarchán,2019,Aves Postura,0
15778,Sutatenza,2019,Aves Postura,96800
15790,Tasco,2019,Aves Postura,0
15798,Tenza,2019,Aves Postura,0
15804,Tibaná,2019,Aves Postura,0
15806,Tibasosa,2019,Aves Postura,31561
15808,Tinjacá,2019,Aves Postura,18800
15810,Tipacoque,2019,Aves Postura,0
15814,Toca,2019,Aves Postura,21500
15816,Togüí,2019,Aves Postura,0
15820,Tópaga,2019,Aves Postura,0
15822,Tota,2019,Aves Postura,0
15832,Tununguá,2019,Aves Postura,0
15835,Turmequé,2019,Aves Postura,139500
15837,Tuta,2019,Aves Postura,1000
15839,Tutazá,2019,Aves Postura,0
15842,Úmbita,2019,Aves Postura,0
15861,Ventaquemada,2019,Aves Postura,0
15879,Viracachá,2019,Aves Postura,0
15897,Zetaquirá,2019,Aves Postura,0
15001,Tunja,2020,Aves Postura,0
15022,Almeida,2020,Aves Postura,19000
15047,Aquitania,2020,Aves Postura,0
15051,Arcabuco,2020,Aves Postura,1200
15087,Belén,2020,Aves Postura,950
15090,Berbeo,2020,Aves Postura,0
15092,Betéitiva,2020,Aves Postura,380
15097,Boavita,2020,Aves Postura,0
15104,Boyacá,2020,Aves Postura,0
15106,Briceño,2020,Aves Postura,0
15109,Buenavista,2020,Aves Postura,0
15114,Busbanzá,2020,Aves Postura,15500
15131,Caldas,2020,Aves Postura,0
15135,Campohermoso,2020,Aves Postura,0
15162,Cerinza,2020,Aves Postura,14250
15172,Chinavita,2020,Aves Postura,2300
15176,Chiquinquirá,2020,Aves Postura,0
15180,Chiscas,2020,Aves Postura,0
15183,Chita,2020,Aves Postura,1200
15185,Chitaraque,2020,Aves Postura,950
15187,Chivatá,2020,Aves Postura,0
15189,Ciénega,2020,Aves Postura,0
15204,Cómbita,2020,Aves Postura,0
15212,Coper,2020,Aves Postura,123000
15215,Corrales,2020,Aves Postura,0
15218,Covarachía,2020,Aves Postura,0
15223,Cubará,2020,Aves Postura,0
15224,Cucaita,2020,Aves Postura,0
15226,Cuítiva,2020,Aves Postura,0
15232,Chíquiza,2020,Aves Postura,0
15236,Chivor,2020,Aves Postura,0
15238,Duitama,2020,Aves Postura,82964
15244,El Cocuy,2020,Aves Postura,0
15248,El Espino,2020,Aves Postura,0
15272,Firavitoba,2020,Aves Postura,0
15276,Floresta,2020,Aves Postura,6980
15293,Gachantivá,2020,Aves Postura,0
15296,Gámeza,2020,Aves Postura,0
15299,Garagoa,2020,Aves Postura,3400
15317,Guacamayas,2020,Aves Postura,0
15322,Guateque,2020,Aves Postura,175000
15325,Guayatá,2020,Aves Postura,73000
15332,Güicán,2020,Aves Postura,0
15362,Iza,2020,Aves Postura,0
15367,Jenesano,2020,Aves Postura,0
15368,Jericó,2020,Aves Postura,0
15377,Labranzagrande,2020,Aves Postura,0
15380,La Capilla,2020,Aves Postura,0
15401,La Victoria,2020,Aves Postura,0
15403,La Uvita,2020,Aves Postura,0
15407,Villa de Leiva,2020,Aves Postura,17400
15425,Macanal,2020,Aves Postura,540
15442,Maripí,2020,Aves Postura,0
15455,Miraflores,2020,Aves Postura,0
15464,Mongua,2020,Aves Postura,0
15466,Monguí,2020,Aves Postura,0
15469,Moniquirá,2020,Aves Postura,14000
15476,Motavita,2020,Aves Postura,0
15480,Muzo,2020,Aves Postura,0
15491,Nobsa,2020,Aves Postura,51500
15494,Nuevo Colón,2020,Aves Postura,0
15500,Oicatá,2020,Aves Postura,2900
15507,Otanche,2020,Aves Postura,0
15511,Pachavita,2020,Aves Postura,0
15514,Páez,2020,Aves Postura,4400
15516,Paipa,2020,Aves Postura,51935
15518,Pajarito,2020,Aves Postura,0
15522,Panqueba,2020,Aves Postura,0
15531,Pauna,2020,Aves Postura,0
15533,Paya,2020,Aves Postura,0
15537,Paz de Río,2020,Aves Postura,0
15542,Pesca,2020,Aves Postura,0
15550,Pisba,2020,Aves Postura,465
15572,Puerto Boyacá,2020,Aves Postura,1450
15580,Quípama,2020,Aves Postura,0
15599,Ramiriquí,2020,Aves Postura,910
15600,Ráquira,2020,Aves Postura,0
15621,Rondón,2020,Aves Postura,0
15632,Saboyá,2020,Aves Postura,0
15638,Sáchica,2020,Aves Postura,0
15646,Samacá,2020,Aves Postura,0
15660,San Eduardo,2020,Aves Postura,0
15664,San José de Pare,2020,Aves Postura,0
15667,San Luis de Gaceno,2020,Aves Postura,12000
15673,San Mateo,2020,Aves Postura,0
15676,San Miguel de Sema,2020,Aves Postura,0
15681,San Pablo de Borbur,2020,Aves Postura,0
15686,Santana,2020,Aves Postura,0
15690,Santa María,2020,Aves Postura,0
15693,Santa Rosa de Viterbo,2020,Aves Postura,35000
15696,Santa Sofía,2020,Aves Postura,0
15720,Sativanorte,2020,Aves Postura,0
15723,Sativasur,2020,Aves Postura,0
15740,Siachoque,2020,Aves Postura,0
15753,Soatá,2020,Aves Postura,0
15755,Socotá,2020,Aves Postura,0
15757,Socha,2020,Aves Postura,0
15759,Sogamoso,2020,Aves Postura,9600
15761,Somondoco,2020,Aves Postura,20000
15762,Sora,2020,Aves Postura,0
15763,Sotaquirá,2020,Aves Postura,17821
15764,Soracá,2020,Aves Postura,5200
15774,Susacón,2020,Aves Postura,0
15776,Sutamarchán,2020,Aves Postura,0
15778,Sutatenza,2020,Aves Postura,96535
15790,Tasco,2020,Aves Postura,0
15798,Tenza,2020,Aves Postura,0
15804,Tibaná,2020,Aves Postura,0
15806,Tibasosa,2020,Aves Postura,35000
15808,Tinjacá,2020,Aves Postura,20000
15810,Tipacoque,2020,Aves Postura,0
15814,Toca,2020,Aves Postura,23170
15816,Togüí,2020,Aves Postura,0
15820,Tópaga,2020,Aves Postura,0
15822,Tota,2020,Aves Postura,0
15832,Tununguá,2020,Aves Postura,0
15835,Turmequé,2020,Aves Postura,138000
15837,Tuta,2020,Aves Postura,420
15839,Tutazá,2020,Aves Postura,0
15842,Úmbita,2020,Aves Postura,0
15861,Ventaquemada,2020,Aves Postura,0
15879,Viracachá,2020,Aves Postura,0
15897,Zetaquirá,2020,Aves Postura,0
15001,Tunja,2021,Aves Postura,0
15022,Almeida,2021,Aves Postura,25000
15047,Aquitania,2021,Aves Postura,0
15051,Arcabuco,2021,Aves Postura,1400
15087,Belén,2021,Aves Postura,1600
15090,Berbeo,2021,Aves Postura,0
15092,Betéitiva,2021,Aves Postura,380
15097,Boavita,2021,Aves Postura,0
15104,Boyacá,2021,Aves Postura,0
15106,Briceño,2021,Aves Postura,0
15109,Buenavista,2021,Aves Postura,0
15114,Busbanzá,2021,Aves Postura,15800
15131,Caldas,2021,Aves Postura,0
15135,Campohermoso,2021,Aves Postura,0
15162,Cerinza,2021,Aves Postura,14300
15172,Chinavita,2021,Aves Postura,2580
15176,Chiquinquirá,2021,Aves Postura,0
15180,Chiscas,2021,Aves Postura,0
15183,Chita,2021,Aves Postura,1200
15185,Chitaraque,2021,Aves Postura,950
15187,Chivatá,2021,Aves Postura,0
15189,Ciénega,2021,Aves Postura,0
15204,Cómbita,2021,Aves Postura,0
15212,Coper,2021,Aves Postura,122500
15215,Corrales,2021,Aves Postura,0
15218,Covarachía,2021,Aves Postura,0
15223,Cubará,2021,Aves Postura,0
15224,Cucaita,2021,Aves Postura,0
15226,Cuítiva,2021,Aves Postura,0
15232,Chíquiza,2021,Aves Postura,0
15236,Chivor,2021,Aves Postura,0
15238,Duitama,2021,Aves Postura,140000
15244,El Cocuy,2021,Aves Postura,0
15248,El Espino,2021,Aves Postura,0
15272,Firavitoba,2021,Aves Postura,0
15276,Floresta,2021,Aves Postura,6980
15293,Gachantivá,2021,Aves Postura,0
15296,Gámeza,2021,Aves Postura,0
15299,Garagoa,2021,Aves Postura,4500
15317,Guacamayas,2021,Aves Postura,0
