geo,Año,Rango de edad,Sexo,Casos
15001,2015,(01 a 05),Hombre,11
15001,2015,(06 a 11),Hombre,16
15001,2015,(12 a 17),Hombre,17
15001,2015,Menores de un año,Hombre,0
15022,2015,(01 a 05),Hombre,0
15022,2015,(06 a 11),Hombre,0
15022,2015,Menores de un año,Hombre,1
15087,2015,(01 a 05),Hombre,0
15087,2015,(06 a 11),Hombre,2
15097,2015,(12 a 17),Hombre,1
15172,2015,(12 a 17),Hombre,0
15176,2015,(01 a 05),Hombre,3
15176,2015,(06 a 11),Hombre,5
15176,2015,(12 a 17),Hombre,3
15218,2015,(01 a 05),Hombre,1
15223,2015,(06 a 11),Hombre,0
15226,2015,(12 a 17),Hombre,0
15238,2015,(01 a 05),Hombre,5
15238,2015,(06 a 11),Hombre,9
15238,2015,(12 a 17),Hombre,6
15238,2015,Menores de un año,Hombre,0
15272,2015,(01 a 05),Hombre,0
15272,2015,(06 a 11),Hombre,0
15272,2015,(12 a 17),Hombre,1
15272,2015,Menores de un año,Hombre,0
15299,2015,(01 a 05),Hombre,0
15299,2015,(06 a 11),Hombre,2
15299,2015,(12 a 17),Hombre,2
15299,2015,Menores de un año,Hombre,0
15322,2015,(01 a 05),Hombre,3
15322,2015,Menores de un año,Hombre,1
15362,2015,(06 a 11),Hombre,0
15380,2015,(06 a 11),Hombre,1
15380,2015,(12 a 17),Hombre,0
15425,2015,(12 a 17),Hombre,2
15425,2015,Menores de un año,Hombre,0
15469,2015,(12 a 17),Hombre,1
15491,2015,(01 a 05),Hombre,0
15491,2015,(06 a 11),Hombre,1
15491,2015,(12 a 17),Hombre,1
15516,2015,(06 a 11),Hombre,2
15516,2015,(12 a 17),Hombre,1
15542,2015,(06 a 11),Hombre,1
15542,2015,(12 a 17),Hombre,1
15572,2015,(01 a 05),Hombre,1
15572,2015,(06 a 11),Hombre,1
15572,2015,(12 a 17),Hombre,1
15599,2015,(06 a 11),Hombre,0
15599,2015,(12 a 17),Hombre,1
15600,2015,(01 a 05),Hombre,0
15600,2015,(12 a 17),Hombre,0
15632,2015,(12 a 17),Hombre,0
15646,2015,(06 a 11),Hombre,1
15646,2015,(12 a 17),Hombre,1
15646,2015,Menores de un año,Hombre,0
15681,2015,(01 a 05),Hombre,0
15681,2015,(06 a 11),Hombre,1
15681,2015,(12 a 17),Hombre,0
15686,2015,(06 a 11),Hombre,0
15686,2015,(12 a 17),Hombre,2
15693,2015,(06 a 11),Hombre,1
15693,2015,Menores de un año,Hombre,1
15759,2015,(01 a 05),Hombre,19
15759,2015,(06 a 11),Hombre,15
15759,2015,(12 a 17),Hombre,10
15759,2015,Menores de un año,Hombre,2
15762,2015,(12 a 17),Hombre,1
15764,2015,(06 a 11),Hombre,0
15764,2015,(12 a 17),Hombre,0
15778,2015,(06 a 11),Hombre,2
15778,2015,(12 a 17),Hombre,0
15778,2015,Menores de un año,Hombre,0
15806,2015,(01 a 05),Hombre,1
15806,2015,Menores de un año,Hombre,0
15816,2015,(12 a 17),Hombre,1
15820,2015,(06 a 11),Hombre,0
15861,2015,(01 a 05),Hombre,1
15861,2015,(06 a 11),Hombre,1
15861,2015,(12 a 17),Hombre,1
15001,2016,(01 a 05),Hombre,4
15001,2016,(06 a 11),Hombre,16
15001,2016,(12 a 17),Hombre,20
15001,2016,Menores de un año,Hombre,1
15022,2016,(01 a 05),Hombre,0
15022,2016,(06 a 11),Hombre,1
15047,2016,(12 a 17),Hombre,0
15087,2016,(06 a 11),Hombre,0
15172,2016,(01 a 05),Hombre,0
15176,2016,(01 a 05),Hombre,3
15176,2016,(06 a 11),Hombre,1
15176,2016,(12 a 17),Hombre,4
15204,2016,(01 a 05),Hombre,0
15236,2016,(06 a 11),Hombre,1
15238,2016,(01 a 05),Hombre,5
15238,2016,(06 a 11),Hombre,0
15238,2016,(12 a 17),Hombre,13
15238,2016,Menores de un año,Hombre,1
15272,2016,(06 a 11),Hombre,1
15276,2016,(12 a 17),Hombre,0
15299,2016,(01 a 05),Hombre,0
15299,2016,(06 a 11),Hombre,5
15299,2016,(12 a 17),Hombre,5
15299,2016,Menores de un año,Hombre,0
15322,2016,(01 a 05),Hombre,0
15322,2016,(06 a 11),Hombre,2
15362,2016,(01 a 05),Hombre,1
15377,2016,(06 a 11),Hombre,1
