geo,Año,Rango de edad,Sexo,Casos
15001,2020,Adultez,Hombre,48
15001,2020,Adultez,Mujer,70
15001,2020,Juventud,Hombre,35
15001,2020,Juventud,Mujer,51
15001,2021,Adultez,Hombre,59
15001,2021,Adultez,Mujer,76
15001,2021,Juventud,Hombre,24
15001,2021,Juventud,Mujer,38
15001,2022,Adultez,Hombre,34
15001,2022,Adultez,Mujer,69
15001,2022,Juventud,Hombre,14
15001,2022,Juventud,Mujer,25
15001,2023,Adultez,Hombre,44
15001,2023,Adultez,Mujer,81
15001,2023,Juventud,Hombre,23
15001,2023,Juventud,Mujer,35
15001,2024,Adultez,Hombre,26
15001,2024,Adultez,Mujer,33
15001,2024,Juventud,Hombre,9
15001,2024,Juventud,Mujer,14
15176,2020,Adultez,Hombre,2
15176,2020,Adultez,Mujer,3
15176,2020,Juventud,Hombre,2
15176,2020,Juventud,Mujer,2
15176,2021,Adultez,Hombre,1
15176,2021,Adultez,Mujer,5
15176,2021,Juventud,Hombre,3
15176,2021,Juventud,Mujer,3
15176,2022,Adultez,Hombre,6
15176,2022,Adultez,Mujer,12
15176,2022,Juventud,Hombre,4
15176,2022,Juventud,Mujer,5
15176,2023,Adultez,Hombre,6
15176,2023,Adultez,Mujer,11
15176,2023,Juventud,Hombre,2
15176,2023,Juventud,Mujer,2
15176,2024,Adultez,Hombre,3
15176,2024,Adultez,Mujer,9
15176,2024,Juventud,Hombre,2
15176,2024,Juventud,Mujer,7
15185,2020,Adultez,Hombre,1
15185,2020,Juventud,Hombre,1
15185,2021,Adultez,Hombre,1
15185,2022,Adultez,Hombre,1
15185,2022,Adultez,Mujer,2
15185,2023,Adultez,Hombre,3
15185,2023,Juventud,Hombre,1
15185,2023,Juventud,Mujer,1
15185,2024,Adultez,Hombre,1
15215,2022,Adultez,Mujer,1
15238,2020,Adultez,Hombre,18
15238,2020,Adultez,Mujer,31
15238,2020,Juventud,Hombre,8
15238,2020,Juventud,Mujer,9
15238,2021,Adultez,Hombre,23
15238,2021,Adultez,Mujer,31
15238,2021,Juventud,Hombre,4
15238,2021,Juventud,Mujer,11
15238,2022,Adultez,Hombre,26
15238,2022,Adultez,Mujer,33
15238,2022,Juventud,Hombre,11
15238,2022,Juventud,Mujer,23
15238,2023,Adultez,Hombre,23
15238,2023,Adultez,Mujer,31
15238,2023,Juventud,Hombre,14
15238,2023,Juventud,Mujer,24
15238,2024,Adultez,Hombre,5
15238,2024,Adultez,Mujer,16
15238,2024,Juventud,Hombre,2
15238,2024,Juventud,Mujer,5
15272,2022,Adultez,Hombre,1
15272,2022,Adultez,Mujer,1
15272,2023,Adultez,Mujer,1
15272,2024,Adultez,Hombre,1
15272,2024,Adultez,Mujer,1
15299,2020,Adultez,Hombre,2
15299,2020,Adultez,Mujer,2
15299,2020,Juventud,Mujer,2
15299,2021,Adultez,Hombre,4
15299,2021,Adultez,Mujer,3
15299,2021,Juventud,Hombre,2
15299,2021,Juventud,Mujer,2
15299,2022,Adultez,Hombre,4
15299,2022,Adultez,Mujer,3
15299,2022,Juventud,Mujer,6
15299,2023,Adultez,Hombre,2
15299,2023,Adultez,Mujer,1
15299,2024,Adultez,Hombre,1
15299,2024,Adultez,Mujer,1
15299,2024,Juventud,Mujer,1
