geo,Municipio,Grupo cultivo,Desagregación cultivo,Año,Área cosechada,Ciclo del cultivo
15774,Susacón,Raíces y Tubérculos,Arracacha,2019,1.000000,Transitorio
15774,Susacón,Raíces y Tubérculos,Papa todas las variedades,2019,108.000000,Transitorio
15774,Susacón,Raíces y Tubérculos,Papa todas las variedades,2019,65.000000,Transitorio
15774,Susacón,Raíces y Tubérculos,Yuca consumo en fresco,2019,2.000000,Transitorio
15776,Sutamarchán,Raíces y Tubérculos,Papa todas las variedades,2019,16.000000,Transitorio
15776,Sutamarchán,Raíces y Tubérculos,Papa todas las variedades,2019,18.000000,Transitorio
15778,Sutatenza,Raíces y Tubérculos,Arracacha,2019,1.000000,Transitorio
15778,Sutatenza,Raíces y Tubérculos,Arracacha,2019,1.800000,Transitorio
15790,Tasco,Raíces y Tubérculos,Papa Criolla,2019,5.000000,Transitorio
15790,Tasco,Raíces y Tubérculos,Papa Criolla,2019,4.000000,Transitorio
15790,Tasco,Raíces y Tubérculos,Papa todas las variedades,2019,30.000000,Transitorio
15790,Tasco,Raíces y Tubérculos,Papa todas las variedades,2019,30.000000,Transitorio
15798,Tenza,Raíces y Tubérculos,Arracacha,2019,30.000000,Transitorio
15804,Tibaná,Raíces y Tubérculos,Arracacha,2019,69.000000,Transitorio
15804,Tibaná,Raíces y Tubérculos,Arracacha,2019,30.000000,Transitorio
15804,Tibaná,Raíces y Tubérculos,Papa todas las variedades,2019,170.000000,Transitorio
15806,Tibasosa,Raíces y Tubérculos,Papa todas las variedades,2019,70.000000,Transitorio
15806,Tibasosa,Raíces y Tubérculos,Papa todas las variedades,2019,40.000000,Transitorio
15808,Tinjacá,Raíces y Tubérculos,Arracacha,2019,1.000000,Transitorio
15808,Tinjacá,Raíces y Tubérculos,Arracacha,2019,1.000000,Transitorio
15808,Tinjacá,Raíces y Tubérculos,Papa Criolla,2019,3.000000,Transitorio
15808,Tinjacá,Raíces y Tubérculos,Papa Criolla,2019,2.700000,Transitorio
15808,Tinjacá,Raíces y Tubérculos,Papa todas las variedades,2019,16.000000,Transitorio
15808,Tinjacá,Raíces y Tubérculos,Papa todas las variedades,2019,5.000000,Transitorio
15810,Tipacoque,Raíces y Tubérculos,Papa Criolla,2019,1.000000,Transitorio
15810,Tipacoque,Raíces y Tubérculos,Papa todas las variedades,2019,1.500000,Transitorio
15810,Tipacoque,Raíces y Tubérculos,Yuca consumo en fresco,2019,2.000000,Transitorio
15810,Tipacoque,Raíces y Tubérculos,Yuca consumo en fresco,2019,1.000000,Transitorio
15814,Toca,Raíces y Tubérculos,Papa todas las variedades,2019,1000.000000,Transitorio
15814,Toca,Raíces y Tubérculos,Papa todas las variedades,2019,1200.000000,Transitorio
15816,Togüí,Raíces y Tubérculos,Yuca consumo en fresco,2019,105.000000,Transitorio
15816,Togüí,Raíces y Tubérculos,Yuca consumo en fresco,2019,70.000000,Transitorio
15820,Tópaga,Raíces y Tubérculos,Papa todas las variedades,2019,79.000000,Transitorio
15820,Tópaga,Raíces y Tubérculos,Papa todas las variedades,2019,30.000000,Transitorio
15822,Tota,Raíces y Tubérculos,Papa todas las variedades,2019,360.000000,Transitorio
15822,Tota,Raíces y Tubérculos,Papa todas las variedades,2019,390.000000,Transitorio
15832,Tununguá,Raíces y Tubérculos,Yuca consumo en fresco,2019,80.000000,Transitorio
15835,Turmequé,Raíces y Tubérculos,Arracacha,2019,10.000000,Transitorio
15835,Turmequé,Raíces y Tubérculos,Papa todas las variedades,2019,190.000000,Transitorio
15835,Turmequé,Raíces y Tubérculos,Papa todas las variedades,2019,160.000000,Transitorio
15837,Tuta,Raíces y Tubérculos,Papa todas las variedades,2019,119.000000,Transitorio
15837,Tuta,Raíces y Tubérculos,Papa todas las variedades,2019,50.000000,Transitorio
15839,Tutazá,Raíces y Tubérculos,Papa Criolla,2019,36.000000,Transitorio
15839,Tutazá,Raíces y Tubérculos,Papa Criolla,2019,21.000000,Transitorio
15839,Tutazá,Raíces y Tubérculos,Papa todas las variedades,2019,501.000000,Transitorio
15839,Tutazá,Raíces y Tubérculos,Papa todas las variedades,2019,526.000000,Transitorio
15842,Úmbita,Raíces y Tubérculos,Arracacha,2019,18.000000,Transitorio
15842,Úmbita,Raíces y Tubérculos,Papa Criolla,2019,10.000000,Transitorio
15842,Úmbita,Raíces y Tubérculos,Papa Criolla,2019,10.000000,Transitorio
15842,Úmbita,Raíces y Tubérculos,Papa todas las variedades,2019,410.000000,Transitorio
15842,Úmbita,Raíces y Tubérculos,Papa todas las variedades,2019,620.000000,Transitorio
15861,Ventaquemada,Raíces y Tubérculos,Arracacha,2019,20.000000,Transitorio
15861,Ventaquemada,Raíces y Tubérculos,Arracacha,2019,10.000000,Transitorio
15861,Ventaquemada,Raíces y Tubérculos,Papa Criolla,2019,130.000000,Transitorio
15861,Ventaquemada,Raíces y Tubérculos,Papa Criolla,2019,80.000000,Transitorio
15861,Ventaquemada,Raíces y Tubérculos,Papa todas las variedades,2019,1500.000000,Transitorio
15861,Ventaquemada,Raíces y Tubérculos,Papa todas las variedades,2019,1900.000000,Transitorio
15879,Viracachá,Raíces y Tubérculos,Arracacha,2019,9.600000,Transitorio
15879,Viracachá,Raíces y Tubérculos,Papa Criolla,2019,23.600000,Transitorio
15879,Viracachá,Raíces y Tubérculos,Papa Criolla,2019,23.600000,Transitorio
15879,Viracachá,Raíces y Tubérculos,Papa todas las variedades,2019,307.800000,Transitorio
15879,Viracachá,Raíces y Tubérculos,Papa todas las variedades,2019,383.000000,Transitorio
15001,Tunja,Raíces y Tubérculos,Arracacha,2020,150.000000,Transitorio
15001,Tunja,Raíces y Tubérculos,Papa Criolla,2020,300.000000,Transitorio
15001,Tunja,Raíces y Tubérculos,Papa Criolla,2020,300.000000,Transitorio
15001,Tunja,Raíces y Tubérculos,Papa todas las variedades,2020,2800.000000,Transitorio
15001,Tunja,Raíces y Tubérculos,Papa todas las variedades,2020,2000.000000,Transitorio
15022,Almeida,Raíces y Tubérculos,Arracacha,2020,1.500000,Transitorio
15022,Almeida,Raíces y Tubérculos,Arracacha,2020,1.000000,Transitorio
15022,Almeida,Raíces y Tubérculos,Papa Criolla,2020,2.000000,Transitorio
15022,Almeida,Raíces y Tubérculos,Papa todas las variedades,2020,4.000000,Transitorio
15022,Almeida,Raíces y Tubérculos,Yuca consumo en fresco,2020,10.000000,Transitorio
15022,Almeida,Raíces y Tubérculos,Yuca consumo en fresco,2020,4.000000,Transitorio
15047,Aquitania,Raíces y Tubérculos,Papa Criolla,2020,28.000000,Transitorio
15047,Aquitania,Raíces y Tubérculos,Papa Criolla,2020,30.000000,Transitorio
15047,Aquitania,Raíces y Tubérculos,Papa todas las variedades,2020,290.000000,Transitorio
15047,Aquitania,Raíces y Tubérculos,Papa todas las variedades,2020,100.000000,Transitorio
15051,Arcabuco,Raíces y Tubérculos,Papa todas las variedades,2020,1270.000000,Transitorio
15051,Arcabuco,Raíces y Tubérculos,Papa todas las variedades,2020,1280.000000,Transitorio
15087,Belén,Raíces y Tubérculos,Papa Criolla,2020,37.000000,Transitorio
15087,Belén,Raíces y Tubérculos,Papa Criolla,2020,37.000000,Transitorio
15087,Belén,Raíces y Tubérculos,Papa todas las variedades,2020,342.000000,Transitorio
15087,Belén,Raíces y Tubérculos,Papa todas las variedades,2020,350.000000,Transitorio
15090,Berbeo,Raíces y Tubérculos,Yuca consumo en fresco,2020,8.000000,Transitorio
15090,Berbeo,Raíces y Tubérculos,Yuca consumo en fresco,2020,3.000000,Transitorio
15092,Betéitiva,Raíces y Tubérculos,Papa Criolla,2020,5.000000,Transitorio
15092,Betéitiva,Raíces y Tubérculos,Papa Criolla,2020,3.000000,Transitorio
15092,Betéitiva,Raíces y Tubérculos,Papa todas las variedades,2020,40.000000,Transitorio
15092,Betéitiva,Raíces y Tubérculos,Papa todas las variedades,2020,15.000000,Transitorio
15097,Boavita,Raíces y Tubérculos,Yuca consumo en fresco,2020,30.000000,Transitorio
15097,Boavita,Raíces y Tubérculos,Yuca consumo en fresco,2020,20.000000,Transitorio
15104,Boyacá,Raíces y Tubérculos,Arracacha,2020,119.000000,Transitorio
15104,Boyacá,Raíces y Tubérculos,Arracacha,2020,150.000000,Transitorio
15104,Boyacá,Raíces y Tubérculos,Papa todas las variedades,2020,210.000000,Transitorio
15104,Boyacá,Raíces y Tubérculos,Papa todas las variedades,2020,240.000000,Transitorio
15106,Briceño,Raíces y Tubérculos,Yuca consumo en fresco,2020,2.000000,Transitorio
15106,Briceño,Raíces y Tubérculos,Yuca consumo en fresco,2020,4.000000,Transitorio
15109,Buenavista,Raíces y Tubérculos,Papa todas las variedades,2020,20.000000,Transitorio
15109,Buenavista,Raíces y Tubérculos,Papa todas las variedades,2020,18.000000,Transitorio
15114,Busbanzá,Raíces y Tubérculos,Papa todas las variedades,2020,5.000000,Transitorio
15131,Caldas,Raíces y Tubérculos,Papa Criolla,2020,150.000000,Transitorio
15131,Caldas,Raíces y Tubérculos,Papa Criolla,2020,100.000000,Transitorio
15131,Caldas,Raíces y Tubérculos,Papa todas las variedades,2020,70.000000,Transitorio
15131,Caldas,Raíces y Tubérculos,Papa todas las variedades,2020,100.000000,Transitorio
15135,Campohermoso,Raíces y Tubérculos,Malanga¬ Achín¬ Yota¬ Papa China¬ Bore,2020,70.000000,Transitorio
15135,Campohermoso,Raíces y Tubérculos,Yuca consumo en fresco,2020,70.000000,Transitorio
15135,Campohermoso,Raíces y Tubérculos,Yuca consumo en fresco,2020,40.000000,Transitorio
15162,Cerinza,Raíces y Tubérculos,Papa todas las variedades,2020,14.000000,Transitorio
15162,Cerinza,Raíces y Tubérculos,Papa todas las variedades,2020,28.000000,Transitorio
15172,Chinavita,Raíces y Tubérculos,Achira,2020,11.000000,Transitorio
15172,Chinavita,Raíces y Tubérculos,Achira,2020,2.000000,Transitorio
15172,Chinavita,Raíces y Tubérculos,Arracacha,2020,2.500000,Transitorio
15172,Chinavita,Raíces y Tubérculos,Arracacha,2020,1.000000,Transitorio
15172,Chinavita,Raíces y Tubérculos,Papa todas las variedades,2020,4.000000,Transitorio
15172,Chinavita,Raíces y Tubérculos,Papa todas las variedades,2020,4.000000,Transitorio
15172,Chinavita,Raíces y Tubérculos,Yuca consumo en fresco,2020,1.000000,Transitorio
15172,Chinavita,Raíces y Tubérculos,Yuca consumo en fresco,2020,1.000000,Transitorio
15176,Chiquinquirá,Raíces y Tubérculos,Papa Criolla,2020,45.000000,Transitorio
15176,Chiquinquirá,Raíces y Tubérculos,Papa Criolla,2020,45.000000,Transitorio
15176,Chiquinquirá,Raíces y Tubérculos,Papa todas las variedades,2020,180.000000,Transitorio
15176,Chiquinquirá,Raíces y Tubérculos,Papa todas las variedades,2020,280.000000,Transitorio
15180,Chiscas,Raíces y Tubérculos,Papa todas las variedades,2020,80.000000,Transitorio
15180,Chiscas,Raíces y Tubérculos,Papa todas las variedades,2020,70.000000,Transitorio
15183,Chita,Raíces y Tubérculos,Papa todas las variedades,2020,232.000000,Transitorio
15183,Chita,Raíces y Tubérculos,Papa todas las variedades,2020,185.000000,Transitorio
15185,Chitaraque,Raíces y Tubérculos,Yuca consumo en fresco,2020,30.000000,Transitorio
15185,Chitaraque,Raíces y Tubérculos,Yuca consumo en fresco,2020,32.000000,Transitorio
15187,Chivatá,Raíces y Tubérculos,Papa todas las variedades,2020,150.000000,Transitorio
15187,Chivatá,Raíces y Tubérculos,Papa todas las variedades,2020,70.000000,Transitorio
15189,Ciénega,Raíces y Tubérculos,Arracacha,2020,30.000000,Transitorio
15189,Ciénega,Raíces y Tubérculos,Arracacha,2020,30.000000,Transitorio
15189,Ciénega,Raíces y Tubérculos,Papa todas las variedades,2020,260.000000,Transitorio
15189,Ciénega,Raíces y Tubérculos,Papa todas las variedades,2020,260.000000,Transitorio
15204,Cómbita,Raíces y Tubérculos,Papa todas las variedades,2020,680.000000,Transitorio
15204,Cómbita,Raíces y Tubérculos,Papa todas las variedades,2020,580.000000,Transitorio
15212,Coper,Raíces y Tubérculos,Yuca consumo en fresco,2020,30.000000,Transitorio
15212,Coper,Raíces y Tubérculos,Yuca consumo en fresco,2020,45.000000,Transitorio
15215,Corrales,Raíces y Tubérculos,Papa todas las variedades,2020,13.300000,Transitorio
15215,Corrales,Raíces y Tubérculos,Papa todas las variedades,2020,0.900000,Transitorio
15218,Covarachía,Raíces y Tubérculos,Yuca consumo en fresco,2020,15.000000,Transitorio
15218,Covarachía,Raíces y Tubérculos,Yuca consumo en fresco,2020,20.000000,Transitorio
15223,Cubará,Raíces y Tubérculos,Yuca consumo en fresco,2020,15.000000,Transitorio
15223,Cubará,Raíces y Tubérculos,Yuca consumo en fresco,2020,10.000000,Transitorio
15224,Cucaita,Raíces y Tubérculos,Papa todas las variedades,2020,290.000000,Transitorio
15224,Cucaita,Raíces y Tubérculos,Papa todas las variedades,2020,80.000000,Transitorio
15226,Cuítiva,Raíces y Tubérculos,Papa Criolla,2020,3.000000,Transitorio
15226,Cuítiva,Raíces y Tubérculos,Papa Criolla,2020,3.000000,Transitorio
15226,Cuítiva,Raíces y Tubérculos,Papa todas las variedades,2020,20.000000,Transitorio
15226,Cuítiva,Raíces y Tubérculos,Papa todas las variedades,2020,20.000000,Transitorio
15232,Chíquiza,Raíces y Tubérculos,Papa Criolla,2020,25.000000,Transitorio
15232,Chíquiza,Raíces y Tubérculos,Papa Criolla,2020,25.000000,Transitorio
15232,Chíquiza,Raíces y Tubérculos,Papa todas las variedades,2020,350.000000,Transitorio
15232,Chíquiza,Raíces y Tubérculos,Papa todas las variedades,2020,600.000000,Transitorio
15236,Chivor,Raíces y Tubérculos,Arracacha,2020,0.500000,Transitorio
15236,Chivor,Raíces y Tubérculos,Arracacha,2020,0.700000,Transitorio
15236,Chivor,Raíces y Tubérculos,Papa todas las variedades,2020,3.000000,Transitorio
15236,Chivor,Raíces y Tubérculos,Papa todas las variedades,2020,7.000000,Transitorio
15236,Chivor,Raíces y Tubérculos,Yuca consumo en fresco,2020,1.000000,Transitorio
15236,Chivor,Raíces y Tubérculos,Yuca consumo en fresco,2020,1.000000,Transitorio
15238,Duitama,Raíces y Tubérculos,Papa Criolla,2020,2.910000,Transitorio
15238,Duitama,Raíces y Tubérculos,Papa Criolla,2020,2.910000,Transitorio
15238,Duitama,Raíces y Tubérculos,Papa todas las variedades,2020,14.550000,Transitorio
15238,Duitama,Raíces y Tubérculos,Papa todas las variedades,2020,12.550000,Transitorio
15244,El Cocuy,Raíces y Tubérculos,Papa todas las variedades,2020,290.000000,Transitorio
15244,El Cocuy,Raíces y Tubérculos,Papa todas las variedades,2020,160.000000,Transitorio
15248,El Espino,Raíces y Tubérculos,Papa todas las variedades,2020,20.000000,Transitorio
15248,El Espino,Raíces y Tubérculos,Papa todas las variedades,2020,20.000000,Transitorio
15272,Firavitoba,Raíces y Tubérculos,Papa todas las variedades,2020,120.000000,Transitorio
15272,Firavitoba,Raíces y Tubérculos,Papa todas las variedades,2020,130.000000,Transitorio
15276,Floresta,Raíces y Tubérculos,Papa todas las variedades,2020,35.000000,Transitorio
15293,Gachantivá,Raíces y Tubérculos,Arracacha,2020,7.000000,Transitorio
15293,Gachantivá,Raíces y Tubérculos,Papa todas las variedades,2020,67.000000,Transitorio
15293,Gachantivá,Raíces y Tubérculos,Papa todas las variedades,2020,50.000000,Transitorio
15293,Gachantivá,Raíces y Tubérculos,Yuca consumo en fresco,2020,35.000000,Transitorio
15296,Gámeza,Raíces y Tubérculos,Papa todas las variedades,2020,405.000000,Transitorio
15296,Gámeza,Raíces y Tubérculos,Papa todas las variedades,2020,145.000000,Transitorio
15299,Garagoa,Raíces y Tubérculos,Arracacha,2020,6.500000,Transitorio
15299,Garagoa,Raíces y Tubérculos,Papa todas las variedades,2020,4.000000,Transitorio
15299,Garagoa,Raíces y Tubérculos,Papa todas las variedades,2020,3.000000,Transitorio
15299,Garagoa,Raíces y Tubérculos,Yuca consumo en fresco,2020,8.000000,Transitorio
15317,Guacamayas,Raíces y Tubérculos,Papa todas las variedades,2020,8.000000,Transitorio
15317,Guacamayas,Raíces y Tubérculos,Papa todas las variedades,2020,18.000000,Transitorio
15322,Guateque,Raíces y Tubérculos,Arracacha,2020,1.000000,Transitorio
15322,Guateque,Raíces y Tubérculos,Arracacha,2020,1.000000,Transitorio
15322,Guateque,Raíces y Tubérculos,Yuca consumo en fresco,2020,1.000000,Transitorio
15322,Guateque,Raíces y Tubérculos,Yuca consumo en fresco,2020,1.000000,Transitorio
15325,Guayatá,Raíces y Tubérculos,Achira,2020,35.000000,Transitorio
15325,Guayatá,Raíces y Tubérculos,Achira,2020,2.000000,Transitorio
15332,GÜICÁN DE LA SIERRA,Raíces y Tubérculos,Papa Criolla,2020,2.000000,Transitorio
15332,GÜICÁN DE LA SIERRA,Raíces y Tubérculos,Papa Criolla,2020,4.000000,Transitorio
15332,GÜICÁN DE LA SIERRA,Raíces y Tubérculos,Papa todas las variedades,2020,35.000000,Transitorio
15332,GÜICÁN DE LA SIERRA,Raíces y Tubérculos,Papa todas las variedades,2020,18.000000,Transitorio
15362,Iza,Raíces y Tubérculos,Papa todas las variedades,2020,20.000000,Transitorio
15367,Jenesano,Raíces y Tubérculos,Arracacha,2020,30.000000,Transitorio
15367,Jenesano,Raíces y Tubérculos,Arracacha,2020,18.000000,Transitorio
15367,Jenesano,Raíces y Tubérculos,Papa todas las variedades,2020,400.000000,Transitorio
15367,Jenesano,Raíces y Tubérculos,Papa todas las variedades,2020,300.000000,Transitorio
15368,Jericó,Raíces y Tubérculos,Papa todas las variedades,2020,299.000000,Transitorio
15368,Jericó,Raíces y Tubérculos,Papa todas las variedades,2020,199.000000,Transitorio
15377,Labranzagrande,Raíces y Tubérculos,Arracacha,2020,9.000000,Transitorio
15377,Labranzagrande,Raíces y Tubérculos,Malanga¬ Achín¬ Yota¬ Papa China¬ Bore,2020,11.000000,Transitorio
15377,Labranzagrande,Raíces y Tubérculos,Papa todas las variedades,2020,5.000000,Transitorio
15377,Labranzagrande,Raíces y Tubérculos,Yuca consumo en fresco,2020,25.000000,Transitorio
15380,La Capilla,Raíces y Tubérculos,Arracacha,2020,17.000000,Transitorio
15401,La Victoria,Raíces y Tubérculos,Yuca consumo en fresco,2020,6.000000,Transitorio
15401,La Victoria,Raíces y Tubérculos,Yuca consumo en fresco,2020,5.000000,Transitorio
15403,La Uvita,Raíces y Tubérculos,Arracacha,2020,1.000000,Transitorio
15403,La Uvita,Raíces y Tubérculos,Papa Criolla,2020,5.000000,Transitorio
15403,La Uvita,Raíces y Tubérculos,Papa Criolla,2020,2.000000,Transitorio
15403,La Uvita,Raíces y Tubérculos,Papa todas las variedades,2020,23.000000,Transitorio
15403,La Uvita,Raíces y Tubérculos,Papa todas las variedades,2020,10.000000,Transitorio
15403,La Uvita,Raíces y Tubérculos,Yuca consumo en fresco,2020,2.000000,Transitorio
15407,Villa de Leyva,Raíces y Tubérculos,Papa todas las variedades,2020,111.000000,Transitorio
15407,Villa de Leyva,Raíces y Tubérculos,Papa todas las variedades,2020,95.000000,Transitorio
15425,Macanal,Raíces y Tubérculos,Arracacha,2020,3.000000,Transitorio
15425,Macanal,Raíces y Tubérculos,Arracacha,2020,3.000000,Transitorio
15425,Macanal,Raíces y Tubérculos,Papa todas las variedades,2020,11.000000,Transitorio
15425,Macanal,Raíces y Tubérculos,Papa todas las variedades,2020,3.000000,Transitorio
15425,Macanal,Raíces y Tubérculos,Yuca consumo en fresco,2020,10.000000,Transitorio
15425,Macanal,Raíces y Tubérculos,Yuca consumo en fresco,2020,10.000000,Transitorio
15442,Maripí,Raíces y Tubérculos,Papa todas las variedades,2020,10.000000,Transitorio
15442,Maripí,Raíces y Tubérculos,Papa todas las variedades,2020,9.000000,Transitorio
15442,Maripí,Raíces y Tubérculos,Yuca consumo en fresco,2020,199.900000,Transitorio
15455,Miraflores,Raíces y Tubérculos,Arracacha,2020,4.000000,Transitorio
15455,Miraflores,Raíces y Tubérculos,Arracacha,2020,4.000000,Transitorio
15455,Miraflores,Raíces y Tubérculos,Yuca consumo en fresco,2020,70.000000,Transitorio
15455,Miraflores,Raíces y Tubérculos,Yuca consumo en fresco,2020,70.000000,Transitorio
15464,Mongua,Raíces y Tubérculos,Papa todas las variedades,2020,140.000000,Transitorio
15464,Mongua,Raíces y Tubérculos,Papa todas las variedades,2020,42.000000,Transitorio
15466,Monguí,Raíces y Tubérculos,Nabo,2020,10.000000,Transitorio
15466,Monguí,Raíces y Tubérculos,Nabo,2020,5.000000,Transitorio
15466,Monguí,Raíces y Tubérculos,Papa Criolla,2020,10.000000,Transitorio
15466,Monguí,Raíces y Tubérculos,Papa Criolla,2020,5.000000,Transitorio
15466,Monguí,Raíces y Tubérculos,Papa todas las variedades,2020,50.000000,Transitorio
15466,Monguí,Raíces y Tubérculos,Papa todas las variedades,2020,40.000000,Transitorio
15469,Moniquirá,Raíces y Tubérculos,Yuca consumo en fresco,2020,170.000000,Transitorio
15469,Moniquirá,Raíces y Tubérculos,Yuca consumo en fresco,2020,70.000000,Transitorio
15476,Motavita,Raíces y Tubérculos,Papa Criolla,2020,4.000000,Transitorio
15476,Motavita,Raíces y Tubérculos,Papa todas las variedades,2020,900.000000,Transitorio
15476,Motavita,Raíces y Tubérculos,Papa todas las variedades,2020,470.000000,Transitorio
15480,Muzo,Raíces y Tubérculos,Yuca consumo en fresco,2020,50.000000,Transitorio
15480,Muzo,Raíces y Tubérculos,Yuca consumo en fresco,2020,50.000000,Transitorio
15491,Nobsa,Raíces y Tubérculos,Papa todas las variedades,2020,48.000000,Transitorio
15491,Nobsa,Raíces y Tubérculos,Papa todas las variedades,2020,55.000000,Transitorio
15494,Nuevo Colón,Raíces y Tubérculos,Arracacha,2020,55.000000,Transitorio
15494,Nuevo Colón,Raíces y Tubérculos,Arracacha,2020,5.000000,Transitorio
15494,Nuevo Colón,Raíces y Tubérculos,Papa todas las variedades,2020,158.000000,Transitorio
15494,Nuevo Colón,Raíces y Tubérculos,Papa todas las variedades,2020,190.000000,Transitorio
15500,Oicatá,Raíces y Tubérculos,Papa todas las variedades,2020,83.000000,Transitorio
15500,Oicatá,Raíces y Tubérculos,Papa todas las variedades,2020,81.000000,Transitorio
15507,Otanche,Raíces y Tubérculos,Yuca consumo en fresco,2020,75.000000,Transitorio
15507,Otanche,Raíces y Tubérculos,Yuca consumo en fresco,2020,60.000000,Transitorio
15511,Pachavita,Raíces y Tubérculos,Arracacha,2020,5.000000,Transitorio
15511,Pachavita,Raíces y Tubérculos,Arracacha,2020,4.000000,Transitorio
15511,Pachavita,Raíces y Tubérculos,Papa todas las variedades,2020,12.000000,Transitorio
15511,Pachavita,Raíces y Tubérculos,Papa todas las variedades,2020,9.000000,Transitorio
15511,Pachavita,Raíces y Tubérculos,Yuca consumo en fresco,2020,5.000000,Transitorio
15511,Pachavita,Raíces y Tubérculos,Yuca consumo en fresco,2020,4.000000,Transitorio
15514,Páez,Raíces y Tubérculos,Yuca consumo en fresco,2020,34.000000,Transitorio
15514,Páez,Raíces y Tubérculos,Yuca consumo en fresco,2020,41.000000,Transitorio
15516,Paipa,Raíces y Tubérculos,Papa todas las variedades,2020,50.000000,Transitorio
15516,Paipa,Raíces y Tubérculos,Papa todas las variedades,2020,70.000000,Transitorio
15518,Pajarito,Raíces y Tubérculos,Arracacha,2020,8.000000,Transitorio
15518,Pajarito,Raíces y Tubérculos,Yuca consumo en fresco,2020,23.000000,Transitorio
15522,Panqueba,Raíces y Tubérculos,Papa todas las variedades,2020,24.000000,Transitorio
15522,Panqueba,Raíces y Tubérculos,Papa todas las variedades,2020,18.000000,Transitorio
15531,Pauna,Raíces y Tubérculos,Papa Criolla,2020,7.000000,Transitorio
15531,Pauna,Raíces y Tubérculos,Papa Criolla,2020,5.000000,Transitorio
15531,Pauna,Raíces y Tubérculos,Papa todas las variedades,2020,20.000000,Transitorio
15531,Pauna,Raíces y Tubérculos,Papa todas las variedades,2020,5.000000,Transitorio
15531,Pauna,Raíces y Tubérculos,Yuca consumo en fresco,2020,15.000000,Transitorio
15531,Pauna,Raíces y Tubérculos,Yuca consumo en fresco,2020,5.000000,Transitorio
15533,Paya,Raíces y Tubérculos,Arracacha,2020,1.000000,Transitorio
15533,Paya,Raíces y Tubérculos,Malanga¬ Achín¬ Yota¬ Papa China¬ Bore,2020,2.000000,Transitorio
15533,Paya,Raíces y Tubérculos,Yuca consumo en fresco,2020,27.000000,Transitorio
15533,Paya,Raíces y Tubérculos,Yuca consumo en fresco,2020,4.000000,Transitorio
15537,Paz de Río,Raíces y Tubérculos,Papa todas las variedades,2020,24.000000,Transitorio
15537,Paz de Río,Raíces y Tubérculos,Papa todas las variedades,2020,11.000000,Transitorio
15542,Pesca,Raíces y Tubérculos,Papa todas las variedades,2020,123.000000,Transitorio
15542,Pesca,Raíces y Tubérculos,Papa todas las variedades,2020,300.000000,Transitorio
15550,Pisba,Raíces y Tubérculos,Yuca consumo en fresco,2020,10.000000,Transitorio
15550,Pisba,Raíces y Tubérculos,Yuca consumo en fresco,2020,6.000000,Transitorio
15572,Puerto Boyacá,Raíces y Tubérculos,Yuca consumo en fresco,2020,10.000000,Transitorio
15572,Puerto Boyacá,Raíces y Tubérculos,Yuca consumo en fresco,2020,11.000000,Transitorio
15580,Quípama,Raíces y Tubérculos,Yuca consumo en fresco,2020,150.000000,Transitorio
15580,Quípama,Raíces y Tubérculos,Yuca consumo en fresco,2020,50.000000,Transitorio
15599,Ramiriquí,Raíces y Tubérculos,Arracacha,2020,96.000000,Transitorio
15599,Ramiriquí,Raíces y Tubérculos,Papa Criolla,2020,12.000000,Transitorio
15599,Ramiriquí,Raíces y Tubérculos,Papa Criolla,2020,12.000000,Transitorio
15599,Ramiriquí,Raíces y Tubérculos,Papa todas las variedades,2020,140.000000,Transitorio
15599,Ramiriquí,Raíces y Tubérculos,Papa todas las variedades,2020,95.000000,Transitorio
15600,Ráquira,Raíces y Tubérculos,Papa todas las variedades,2020,272.000000,Transitorio
15600,Ráquira,Raíces y Tubérculos,Papa todas las variedades,2020,272.000000,Transitorio
15621,Rondón,Raíces y Tubérculos,Arracacha,2020,1.000000,Transitorio
15621,Rondón,Raíces y Tubérculos,Papa todas las variedades,2020,10.000000,Transitorio
15621,Rondón,Raíces y Tubérculos,Papa todas las variedades,2020,7.000000,Transitorio
15621,Rondón,Raíces y Tubérculos,Yuca consumo en fresco,2020,5.000000,Transitorio
15621,Rondón,Raíces y Tubérculos,Yuca consumo en fresco,2020,3.000000,Transitorio
15632,Saboyá,Raíces y Tubérculos,Papa Criolla,2020,450.000000,Transitorio
15632,Saboyá,Raíces y Tubérculos,Papa Criolla,2020,750.000000,Transitorio
15632,Saboyá,Raíces y Tubérculos,Papa todas las variedades,2020,2100.000000,Transitorio
15632,Saboyá,Raíces y Tubérculos,Papa todas las variedades,2020,2500.000000,Transitorio
15646,Samacá,Raíces y Tubérculos,Papa todas las variedades,2020,500.000000,Transitorio
15646,Samacá,Raíces y Tubérculos,Papa todas las variedades,2020,850.000000,Transitorio
15660,San Eduardo,Raíces y Tubérculos,Arracacha,2020,1.000000,Transitorio
15660,San Eduardo,Raíces y Tubérculos,Arracacha,2020,1.000000,Transitorio
15660,San Eduardo,Raíces y Tubérculos,Malanga¬ Achín¬ Yota¬ Papa China¬ Bore,2020,1.000000,Transitorio
15660,San Eduardo,Raíces y Tubérculos,Malanga¬ Achín¬ Yota¬ Papa China¬ Bore,2020,1.000000,Transitorio
15660,San Eduardo,Raíces y Tubérculos,Yuca consumo en fresco,2020,2.000000,Transitorio
15660,San Eduardo,Raíces y Tubérculos,Yuca consumo en fresco,2020,2.000000,Transitorio
