geo,Municipio,Grupo cultivo,Desagregación cultivo,Año,Área cosechada,Ciclo del cultivo
15664,San José de Pare,Raíces y Tubérculos,Yuca consumo en fresco,2020,10.000000,Transitorio
15664,San José de Pare,Raíces y Tubérculos,Yuca consumo en fresco,2020,10.000000,Transitorio
15667,San Luis de Gaceno,Raíces y Tubérculos,Yuca consumo en fresco,2020,77.000000,Transitorio
15667,San Luis de Gaceno,Raíces y Tubérculos,Yuca consumo en fresco,2020,140.000000,Transitorio
15673,San Mateo,Raíces y Tubérculos,Yuca consumo en fresco,2020,5.000000,Transitorio
15676,San Miguel de Sema,Raíces y Tubérculos,Papa Criolla,2020,5.000000,Transitorio
15676,San Miguel de Sema,Raíces y Tubérculos,Papa Criolla,2020,5.000000,Transitorio
15676,San Miguel de Sema,Raíces y Tubérculos,Papa todas las variedades,2020,15.000000,Transitorio
15676,San Miguel de Sema,Raíces y Tubérculos,Papa todas las variedades,2020,15.000000,Transitorio
15681,San Pablo de Borbur,Raíces y Tubérculos,Yuca consumo en fresco,2020,53.000000,Transitorio
15686,Santana,Raíces y Tubérculos,Yuca consumo en fresco,2020,50.000000,Transitorio
15686,Santana,Raíces y Tubérculos,Yuca consumo en fresco,2020,50.000000,Transitorio
15690,Santa María,Raíces y Tubérculos,Arracacha,2020,1.500000,Transitorio
15690,Santa María,Raíces y Tubérculos,Arracacha,2020,3.000000,Transitorio
15690,Santa María,Raíces y Tubérculos,Malanga¬ Achín¬ Yota¬ Papa China¬ Bore,2020,2.000000,Transitorio
15690,Santa María,Raíces y Tubérculos,Malanga¬ Achín¬ Yota¬ Papa China¬ Bore,2020,2.000000,Transitorio
15690,Santa María,Raíces y Tubérculos,Yuca consumo en fresco,2020,69.000000,Transitorio
15690,Santa María,Raíces y Tubérculos,Yuca consumo en fresco,2020,15.000000,Transitorio
15693,Santa Rosa de Viterbo,Raíces y Tubérculos,Nabo,2020,5.000000,Transitorio
15693,Santa Rosa de Viterbo,Raíces y Tubérculos,Nabo,2020,4.000000,Transitorio
15693,Santa Rosa de Viterbo,Raíces y Tubérculos,Papa Criolla,2020,31.000000,Transitorio
15693,Santa Rosa de Viterbo,Raíces y Tubérculos,Papa Criolla,2020,20.000000,Transitorio
15693,Santa Rosa de Viterbo,Raíces y Tubérculos,Papa todas las variedades,2020,28.000000,Transitorio
15693,Santa Rosa de Viterbo,Raíces y Tubérculos,Papa todas las variedades,2020,40.000000,Transitorio
15696,Santa Sofía,Raíces y Tubérculos,Papa todas las variedades,2020,40.000000,Transitorio
15696,Santa Sofía,Raíces y Tubérculos,Yuca consumo en fresco,2020,13.000000,Transitorio
15720,Sativanorte,Raíces y Tubérculos,Papa todas las variedades,2020,100.000000,Transitorio
15720,Sativanorte,Raíces y Tubérculos,Yuca consumo en fresco,2020,2.000000,Transitorio
15720,Sativanorte,Raíces y Tubérculos,Yuca consumo en fresco,2020,5.000000,Transitorio
15723,Sativasur,Raíces y Tubérculos,Papa todas las variedades,2020,8.000000,Transitorio
15723,Sativasur,Raíces y Tubérculos,Papa todas las variedades,2020,4.000000,Transitorio
15740,Siachoque,Raíces y Tubérculos,Arracacha,2020,5.000000,Transitorio
15740,Siachoque,Raíces y Tubérculos,Arracacha,2020,6.000000,Transitorio
15740,Siachoque,Raíces y Tubérculos,Papa Criolla,2020,45.000000,Transitorio
15740,Siachoque,Raíces y Tubérculos,Papa Criolla,2020,45.000000,Transitorio
15740,Siachoque,Raíces y Tubérculos,Papa todas las variedades,2020,3400.000000,Transitorio
15740,Siachoque,Raíces y Tubérculos,Papa todas las variedades,2020,3400.000000,Transitorio
15753,Soatá,Raíces y Tubérculos,Papa todas las variedades,2020,10.000000,Transitorio
15753,Soatá,Raíces y Tubérculos,Yuca consumo en fresco,2020,20.000000,Transitorio
15753,Soatá,Raíces y Tubérculos,Yuca consumo en fresco,2020,20.000000,Transitorio
15755,Socotá,Raíces y Tubérculos,Papa Criolla,2020,7.000000,Transitorio
15755,Socotá,Raíces y Tubérculos,Papa Criolla,2020,5.000000,Transitorio
15755,Socotá,Raíces y Tubérculos,Papa todas las variedades,2020,280.000000,Transitorio
15755,Socotá,Raíces y Tubérculos,Papa todas las variedades,2020,200.000000,Transitorio
15757,Socha,Raíces y Tubérculos,Papa todas las variedades,2020,35.000000,Transitorio
15757,Socha,Raíces y Tubérculos,Papa todas las variedades,2020,35.000000,Transitorio
15759,Sogamoso,Raíces y Tubérculos,Papa Criolla,2020,4.000000,Transitorio
15759,Sogamoso,Raíces y Tubérculos,Papa Criolla,2020,2.000000,Transitorio
15759,Sogamoso,Raíces y Tubérculos,Papa todas las variedades,2020,220.000000,Transitorio
15759,Sogamoso,Raíces y Tubérculos,Papa todas las variedades,2020,225.000000,Transitorio
15761,Somondoco,Raíces y Tubérculos,Arracacha,2020,11.000000,Transitorio
15761,Somondoco,Raíces y Tubérculos,Arracacha,2020,8.000000,Transitorio
15761,Somondoco,Raíces y Tubérculos,Papa todas las variedades,2020,8.000000,Transitorio
15761,Somondoco,Raíces y Tubérculos,Papa todas las variedades,2020,3.000000,Transitorio
15761,Somondoco,Raíces y Tubérculos,Yuca consumo en fresco,2020,12.000000,Transitorio
15761,Somondoco,Raíces y Tubérculos,Yuca consumo en fresco,2020,5.000000,Transitorio
15762,Sora,Raíces y Tubérculos,Papa todas las variedades,2020,198.000000,Transitorio
15762,Sora,Raíces y Tubérculos,Papa todas las variedades,2020,38.000000,Transitorio
15763,Sotaquirá,Raíces y Tubérculos,Papa todas las variedades,2020,470.000000,Transitorio
15764,Soracá,Raíces y Tubérculos,Arracacha,2020,16.000000,Transitorio
15764,Soracá,Raíces y Tubérculos,Arracacha,2020,9.000000,Transitorio
15764,Soracá,Raíces y Tubérculos,Papa Criolla,2020,550.000000,Transitorio
15764,Soracá,Raíces y Tubérculos,Papa Criolla,2020,598.000000,Transitorio
15764,Soracá,Raíces y Tubérculos,Papa todas las variedades,2020,820.000000,Transitorio
15764,Soracá,Raíces y Tubérculos,Papa todas las variedades,2020,640.000000,Transitorio
15774,Susacón,Raíces y Tubérculos,Arracacha,2020,1.500000,Transitorio
15774,Susacón,Raíces y Tubérculos,Arracacha,2020,1.000000,Transitorio
15774,Susacón,Raíces y Tubérculos,Papa todas las variedades,2020,169.000000,Transitorio
15774,Susacón,Raíces y Tubérculos,Papa todas las variedades,2020,28.000000,Transitorio
15774,Susacón,Raíces y Tubérculos,Yuca consumo en fresco,2020,3.000000,Transitorio
15774,Susacón,Raíces y Tubérculos,Yuca consumo en fresco,2020,3.000000,Transitorio
15776,Sutamarchán,Raíces y Tubérculos,Papa todas las variedades,2020,13.000000,Transitorio
15776,Sutamarchán,Raíces y Tubérculos,Papa todas las variedades,2020,14.000000,Transitorio
15778,Sutatenza,Raíces y Tubérculos,Arracacha,2020,1.000000,Transitorio
15790,Tasco,Raíces y Tubérculos,Papa Criolla,2020,5.000000,Transitorio
15790,Tasco,Raíces y Tubérculos,Papa Criolla,2020,3.000000,Transitorio
15790,Tasco,Raíces y Tubérculos,Papa todas las variedades,2020,30.000000,Transitorio
15790,Tasco,Raíces y Tubérculos,Papa todas las variedades,2020,25.000000,Transitorio
15798,Tenza,Raíces y Tubérculos,Arracacha,2020,20.000000,Transitorio
15804,Tibaná,Raíces y Tubérculos,Arracacha,2020,60.000000,Transitorio
15804,Tibaná,Raíces y Tubérculos,Arracacha,2020,60.000000,Transitorio
15804,Tibaná,Raíces y Tubérculos,Papa todas las variedades,2020,140.000000,Transitorio
15804,Tibaná,Raíces y Tubérculos,Papa todas las variedades,2020,40.000000,Transitorio
15806,Tibasosa,Raíces y Tubérculos,Papa todas las variedades,2020,60.000000,Transitorio
15806,Tibasosa,Raíces y Tubérculos,Papa todas las variedades,2020,40.000000,Transitorio
15808,Tinjacá,Raíces y Tubérculos,Arracacha,2020,1.000000,Transitorio
15808,Tinjacá,Raíces y Tubérculos,Arracacha,2020,1.000000,Transitorio
15808,Tinjacá,Raíces y Tubérculos,Papa Criolla,2020,3.000000,Transitorio
15808,Tinjacá,Raíces y Tubérculos,Papa Criolla,2020,3.000000,Transitorio
15808,Tinjacá,Raíces y Tubérculos,Papa todas las variedades,2020,19.000000,Transitorio
15808,Tinjacá,Raíces y Tubérculos,Papa todas las variedades,2020,4.500000,Transitorio
15810,Tipacoque,Raíces y Tubérculos,Papa Criolla,2020,1.000000,Transitorio
15810,Tipacoque,Raíces y Tubérculos,Papa todas las variedades,2020,3.000000,Transitorio
15810,Tipacoque,Raíces y Tubérculos,Yuca consumo en fresco,2020,3.000000,Transitorio
15810,Tipacoque,Raíces y Tubérculos,Yuca consumo en fresco,2020,1.000000,Transitorio
15814,Toca,Raíces y Tubérculos,Papa todas las variedades,2020,1540.000000,Transitorio
15814,Toca,Raíces y Tubérculos,Papa todas las variedades,2020,1150.000000,Transitorio
15816,Togüí,Raíces y Tubérculos,Papa Criolla,2020,5.000000,Transitorio
15816,Togüí,Raíces y Tubérculos,Papa todas las variedades,2020,3.500000,Transitorio
15816,Togüí,Raíces y Tubérculos,Yuca consumo en fresco,2020,100.000000,Transitorio
15816,Togüí,Raíces y Tubérculos,Yuca consumo en fresco,2020,80.000000,Transitorio
15820,Tópaga,Raíces y Tubérculos,Papa todas las variedades,2020,68.000000,Transitorio
15820,Tópaga,Raíces y Tubérculos,Papa todas las variedades,2020,26.000000,Transitorio
15822,Tota,Raíces y Tubérculos,Papa todas las variedades,2020,300.000000,Transitorio
15822,Tota,Raíces y Tubérculos,Papa todas las variedades,2020,380.000000,Transitorio
15832,Tununguá,Raíces y Tubérculos,Yuca consumo en fresco,2020,45.000000,Transitorio
15832,Tununguá,Raíces y Tubérculos,Yuca consumo en fresco,2020,32.000000,Transitorio
15835,Turmequé,Raíces y Tubérculos,Arracacha,2020,14.000000,Transitorio
15835,Turmequé,Raíces y Tubérculos,Arracacha,2020,9.000000,Transitorio
15835,Turmequé,Raíces y Tubérculos,Papa todas las variedades,2020,380.000000,Transitorio
15835,Turmequé,Raíces y Tubérculos,Papa todas las variedades,2020,280.000000,Transitorio
15837,Tuta,Raíces y Tubérculos,Papa todas las variedades,2020,120.000000,Transitorio
15837,Tuta,Raíces y Tubérculos,Papa todas las variedades,2020,60.000000,Transitorio
15839,Tutazá,Raíces y Tubérculos,Papa Criolla,2020,33.000000,Transitorio
15839,Tutazá,Raíces y Tubérculos,Papa Criolla,2020,33.000000,Transitorio
15839,Tutazá,Raíces y Tubérculos,Papa todas las variedades,2020,525.000000,Transitorio
15839,Tutazá,Raíces y Tubérculos,Papa todas las variedades,2020,488.000000,Transitorio
15842,Úmbita,Raíces y Tubérculos,Arracacha,2020,4.000000,Transitorio
15842,Úmbita,Raíces y Tubérculos,Papa Criolla,2020,5.000000,Transitorio
15842,Úmbita,Raíces y Tubérculos,Papa Criolla,2020,5.000000,Transitorio
15842,Úmbita,Raíces y Tubérculos,Papa todas las variedades,2020,502.000000,Transitorio
15842,Úmbita,Raíces y Tubérculos,Papa todas las variedades,2020,690.000000,Transitorio
15861,Ventaquemada,Raíces y Tubérculos,Arracacha,2020,20.000000,Transitorio
15861,Ventaquemada,Raíces y Tubérculos,Arracacha,2020,10.000000,Transitorio
15861,Ventaquemada,Raíces y Tubérculos,Papa Criolla,2020,90.000000,Transitorio
15861,Ventaquemada,Raíces y Tubérculos,Papa Criolla,2020,8.000000,Transitorio
15861,Ventaquemada,Raíces y Tubérculos,Papa todas las variedades,2020,1400.000000,Transitorio
15861,Ventaquemada,Raíces y Tubérculos,Papa todas las variedades,2020,2000.000000,Transitorio
15879,Viracachá,Raíces y Tubérculos,Arracacha,2020,7.560000,Transitorio
15879,Viracachá,Raíces y Tubérculos,Arracacha,2020,3.200000,Transitorio
15879,Viracachá,Raíces y Tubérculos,Papa Criolla,2020,27.000000,Transitorio
15879,Viracachá,Raíces y Tubérculos,Papa Criolla,2020,23.100000,Transitorio
15879,Viracachá,Raíces y Tubérculos,Papa todas las variedades,2020,308.000000,Transitorio
15879,Viracachá,Raíces y Tubérculos,Papa todas las variedades,2020,370.000000,Transitorio
15001,Tunja,Raíces y Tubérculos,Arracacha,2021,180.000000,Transitorio
15001,Tunja,Raíces y Tubérculos,Papa Criolla,2021,200.000000,Transitorio
15001,Tunja,Raíces y Tubérculos,Papa Criolla,2021,200.000000,Transitorio
15001,Tunja,Raíces y Tubérculos,Papa todas las variedades,2021,1500.000000,Transitorio
15001,Tunja,Raíces y Tubérculos,Papa todas las variedades,2021,1500.000000,Transitorio
15022,Almeida,Raíces y Tubérculos,Arracacha,2021,1.000000,Transitorio
15022,Almeida,Raíces y Tubérculos,Arracacha,2021,1.000000,Transitorio
15022,Almeida,Raíces y Tubérculos,Papa Criolla,2021,2.000000,Transitorio
15022,Almeida,Raíces y Tubérculos,Papa todas las variedades,2021,5.000000,Transitorio
15022,Almeida,Raíces y Tubérculos,Yuca consumo en fresco,2021,12.000000,Transitorio
15022,Almeida,Raíces y Tubérculos,Yuca consumo en fresco,2021,9.000000,Transitorio
15047,Aquitania,Raíces y Tubérculos,Papa Criolla,2021,26.000000,Transitorio
15047,Aquitania,Raíces y Tubérculos,Papa Criolla,2021,25.000000,Transitorio
15047,Aquitania,Raíces y Tubérculos,Papa todas las variedades,2021,220.000000,Transitorio
15047,Aquitania,Raíces y Tubérculos,Papa todas las variedades,2021,120.000000,Transitorio
15051,Arcabuco,Raíces y Tubérculos,Papa todas las variedades,2021,1250.000000,Transitorio
15051,Arcabuco,Raíces y Tubérculos,Papa todas las variedades,2021,1300.000000,Transitorio
15087,Belén,Raíces y Tubérculos,Papa Criolla,2021,38.000000,Transitorio
15087,Belén,Raíces y Tubérculos,Papa Criolla,2021,38.000000,Transitorio
15087,Belén,Raíces y Tubérculos,Papa todas las variedades,2021,344.000000,Transitorio
15087,Belén,Raíces y Tubérculos,Papa todas las variedades,2021,350.000000,Transitorio
15090,Berbeo,Raíces y Tubérculos,Yuca consumo en fresco,2021,8.000000,Transitorio
15090,Berbeo,Raíces y Tubérculos,Yuca consumo en fresco,2021,3.000000,Transitorio
15092,Betéitiva,Raíces y Tubérculos,Papa Criolla,2021,6.000000,Transitorio
15092,Betéitiva,Raíces y Tubérculos,Papa Criolla,2021,3.000000,Transitorio
15092,Betéitiva,Raíces y Tubérculos,Papa todas las variedades,2021,41.000000,Transitorio
15092,Betéitiva,Raíces y Tubérculos,Papa todas las variedades,2021,12.000000,Transitorio
15097,Boavita,Raíces y Tubérculos,Yuca consumo en fresco,2021,35.000000,Transitorio
15097,Boavita,Raíces y Tubérculos,Yuca consumo en fresco,2021,40.000000,Transitorio
15104,Boyacá,Raíces y Tubérculos,Arracacha,2021,90.000000,Transitorio
15104,Boyacá,Raíces y Tubérculos,Arracacha,2021,170.000000,Transitorio
15104,Boyacá,Raíces y Tubérculos,Papa todas las variedades,2021,180.000000,Transitorio
15104,Boyacá,Raíces y Tubérculos,Papa todas las variedades,2021,280.000000,Transitorio
15106,Briceño,Raíces y Tubérculos,Yuca consumo en fresco,2021,8.000000,Transitorio
15106,Briceño,Raíces y Tubérculos,Yuca consumo en fresco,2021,10.000000,Transitorio
15109,Buenavista,Raíces y Tubérculos,Papa todas las variedades,2021,22.000000,Transitorio
15109,Buenavista,Raíces y Tubérculos,Papa todas las variedades,2021,20.000000,Transitorio
15114,Busbanzá,Raíces y Tubérculos,Papa todas las variedades,2021,6.000000,Transitorio
15131,Caldas,Raíces y Tubérculos,Papa Criolla,2021,145.000000,Transitorio
15131,Caldas,Raíces y Tubérculos,Papa Criolla,2021,110.000000,Transitorio
15131,Caldas,Raíces y Tubérculos,Papa todas las variedades,2021,75.000000,Transitorio
15131,Caldas,Raíces y Tubérculos,Papa todas las variedades,2021,110.000000,Transitorio
15135,Campohermoso,Raíces y Tubérculos,Malanga¬ Achín¬ Yota¬ Papa China¬ Bore,2021,70.000000,Transitorio
15135,Campohermoso,Raíces y Tubérculos,Yuca consumo en fresco,2021,74.000000,Transitorio
15135,Campohermoso,Raíces y Tubérculos,Yuca consumo en fresco,2021,39.000000,Transitorio
15162,Cerinza,Raíces y Tubérculos,Papa todas las variedades,2021,65.900000,Transitorio
15162,Cerinza,Raíces y Tubérculos,Papa todas las variedades,2021,72.000000,Transitorio
15172,Chinavita,Raíces y Tubérculos,Achira,2021,8.000000,Transitorio
15172,Chinavita,Raíces y Tubérculos,Achira,2021,2.000000,Transitorio
15172,Chinavita,Raíces y Tubérculos,Arracacha,2021,1.000000,Transitorio
15172,Chinavita,Raíces y Tubérculos,Arracacha,2021,1.000000,Transitorio
15172,Chinavita,Raíces y Tubérculos,Papa todas las variedades,2021,5.000000,Transitorio
15172,Chinavita,Raíces y Tubérculos,Papa todas las variedades,2021,5.000000,Transitorio
15172,Chinavita,Raíces y Tubérculos,Yuca consumo en fresco,2021,1.000000,Transitorio
15172,Chinavita,Raíces y Tubérculos,Yuca consumo en fresco,2021,1.000000,Transitorio
15176,Chiquinquirá,Raíces y Tubérculos,Papa Criolla,2021,50.000000,Transitorio
15176,Chiquinquirá,Raíces y Tubérculos,Papa Criolla,2021,50.000000,Transitorio
15176,Chiquinquirá,Raíces y Tubérculos,Papa todas las variedades,2021,220.000000,Transitorio
15176,Chiquinquirá,Raíces y Tubérculos,Papa todas las variedades,2021,300.000000,Transitorio
15180,Chiscas,Raíces y Tubérculos,Papa todas las variedades,2021,50.000000,Transitorio
15180,Chiscas,Raíces y Tubérculos,Papa todas las variedades,2021,80.000000,Transitorio
15183,Chita,Raíces y Tubérculos,Papa todas las variedades,2021,72.000000,Transitorio
15183,Chita,Raíces y Tubérculos,Papa todas las variedades,2021,27.000000,Transitorio
15185,Chitaraque,Raíces y Tubérculos,Yuca consumo en fresco,2021,66.000000,Transitorio
15185,Chitaraque,Raíces y Tubérculos,Yuca consumo en fresco,2021,10.000000,Transitorio
15187,Chivatá,Raíces y Tubérculos,Papa todas las variedades,2021,80.000000,Transitorio
15187,Chivatá,Raíces y Tubérculos,Papa todas las variedades,2021,15.000000,Transitorio
15189,Ciénega,Raíces y Tubérculos,Arracacha,2021,30.000000,Transitorio
15189,Ciénega,Raíces y Tubérculos,Arracacha,2021,30.000000,Transitorio
15189,Ciénega,Raíces y Tubérculos,Papa todas las variedades,2021,260.000000,Transitorio
15189,Ciénega,Raíces y Tubérculos,Papa todas las variedades,2021,260.000000,Transitorio
15204,Cómbita,Raíces y Tubérculos,Papa todas las variedades,2021,720.000000,Transitorio
15204,Cómbita,Raíces y Tubérculos,Papa todas las variedades,2021,520.000000,Transitorio
15212,Coper,Raíces y Tubérculos,Yuca consumo en fresco,2021,40.000000,Transitorio
15212,Coper,Raíces y Tubérculos,Yuca consumo en fresco,2021,50.000000,Transitorio
15215,Corrales,Raíces y Tubérculos,Papa todas las variedades,2021,10.000000,Transitorio
15215,Corrales,Raíces y Tubérculos,Papa todas las variedades,2021,7.000000,Transitorio
15218,Covarachía,Raíces y Tubérculos,Yuca consumo en fresco,2021,11.000000,Transitorio
15218,Covarachía,Raíces y Tubérculos,Yuca consumo en fresco,2021,18.000000,Transitorio
15223,Cubará,Raíces y Tubérculos,Yuca consumo en fresco,2021,16.000000,Transitorio
15223,Cubará,Raíces y Tubérculos,Yuca consumo en fresco,2021,12.000000,Transitorio
15224,Cucaita,Raíces y Tubérculos,Papa todas las variedades,2021,145.000000,Transitorio
15224,Cucaita,Raíces y Tubérculos,Papa todas las variedades,2021,70.000000,Transitorio
15226,Cuítiva,Raíces y Tubérculos,Papa Criolla,2021,2.000000,Transitorio
15226,Cuítiva,Raíces y Tubérculos,Papa Criolla,2021,3.000000,Transitorio
15226,Cuítiva,Raíces y Tubérculos,Papa todas las variedades,2021,21.000000,Transitorio
15226,Cuítiva,Raíces y Tubérculos,Papa todas las variedades,2021,19.000000,Transitorio
15232,Chíquiza,Raíces y Tubérculos,Papa Criolla,2021,30.000000,Transitorio
15232,Chíquiza,Raíces y Tubérculos,Papa Criolla,2021,18.000000,Transitorio
15232,Chíquiza,Raíces y Tubérculos,Papa todas las variedades,2021,650.000000,Transitorio
15232,Chíquiza,Raíces y Tubérculos,Papa todas las variedades,2021,690.000000,Transitorio
15236,Chivor,Raíces y Tubérculos,Arracacha,2021,0.400000,Transitorio
15236,Chivor,Raíces y Tubérculos,Arracacha,2021,0.300000,Transitorio
15236,Chivor,Raíces y Tubérculos,Papa todas las variedades,2021,2.500000,Transitorio
15236,Chivor,Raíces y Tubérculos,Papa todas las variedades,2021,7.000000,Transitorio
15236,Chivor,Raíces y Tubérculos,Yuca consumo en fresco,2021,1.000000,Transitorio
15236,Chivor,Raíces y Tubérculos,Yuca consumo en fresco,2021,0.500000,Transitorio
15238,Duitama,Raíces y Tubérculos,Papa Criolla,2021,2.900000,Transitorio
15238,Duitama,Raíces y Tubérculos,Papa Criolla,2021,2.910000,Transitorio
15238,Duitama,Raíces y Tubérculos,Papa todas las variedades,2021,15.000000,Transitorio
15238,Duitama,Raíces y Tubérculos,Papa todas las variedades,2021,12.000000,Transitorio
15244,El Cocuy,Raíces y Tubérculos,Papa todas las variedades,2021,200.000000,Transitorio
15244,El Cocuy,Raíces y Tubérculos,Papa todas las variedades,2021,140.000000,Transitorio
15248,El Espino,Raíces y Tubérculos,Papa todas las variedades,2021,27.000000,Transitorio
15248,El Espino,Raíces y Tubérculos,Papa todas las variedades,2021,18.000000,Transitorio
15272,Firavitoba,Raíces y Tubérculos,Papa todas las variedades,2021,126.000000,Transitorio
15272,Firavitoba,Raíces y Tubérculos,Papa todas las variedades,2021,130.000000,Transitorio
15276,Floresta,Raíces y Tubérculos,Papa todas las variedades,2021,40.000000,Transitorio
15293,Gachantivá,Raíces y Tubérculos,Arracacha,2021,7.000000,Transitorio
15293,Gachantivá,Raíces y Tubérculos,Papa todas las variedades,2021,100.000000,Transitorio
15293,Gachantivá,Raíces y Tubérculos,Papa todas las variedades,2021,90.000000,Transitorio
15293,Gachantivá,Raíces y Tubérculos,Yuca consumo en fresco,2021,45.000000,Transitorio
15296,Gámeza,Raíces y Tubérculos,Papa todas las variedades,2021,420.000000,Transitorio
15296,Gámeza,Raíces y Tubérculos,Papa todas las variedades,2021,155.000000,Transitorio
15299,Garagoa,Raíces y Tubérculos,Arracacha,2021,6.500000,Transitorio
15299,Garagoa,Raíces y Tubérculos,Papa todas las variedades,2021,4.000000,Transitorio
15299,Garagoa,Raíces y Tubérculos,Papa todas las variedades,2021,3.000000,Transitorio
15299,Garagoa,Raíces y Tubérculos,Yuca consumo en fresco,2021,8.000000,Transitorio
15317,Guacamayas,Raíces y Tubérculos,Papa todas las variedades,2021,8.000000,Transitorio
15317,Guacamayas,Raíces y Tubérculos,Papa todas las variedades,2021,33.000000,Transitorio
15322,Guateque,Raíces y Tubérculos,Arracacha,2021,1.000000,Transitorio
15322,Guateque,Raíces y Tubérculos,Arracacha,2021,1.000000,Transitorio
15322,Guateque,Raíces y Tubérculos,Yuca consumo en fresco,2021,0.800000,Transitorio
15322,Guateque,Raíces y Tubérculos,Yuca consumo en fresco,2021,0.800000,Transitorio
15325,Guayatá,Raíces y Tubérculos,Achira,2021,17.000000,Transitorio
15325,Guayatá,Raíces y Tubérculos,Achira,2021,1.000000,Transitorio
15332,GÜICÁN DE LA SIERRA,Raíces y Tubérculos,Papa Criolla,2021,2.000000,Transitorio
15332,GÜICÁN DE LA SIERRA,Raíces y Tubérculos,Papa Criolla,2021,4.000000,Transitorio
15332,GÜICÁN DE LA SIERRA,Raíces y Tubérculos,Papa todas las variedades,2021,20.000000,Transitorio
15332,GÜICÁN DE LA SIERRA,Raíces y Tubérculos,Papa todas las variedades,2021,16.000000,Transitorio
15362,Iza,Raíces y Tubérculos,Papa todas las variedades,2021,20.000000,Transitorio
15367,Jenesano,Raíces y Tubérculos,Arracacha,2021,15.000000,Transitorio
15367,Jenesano,Raíces y Tubérculos,Arracacha,2021,10.000000,Transitorio
15367,Jenesano,Raíces y Tubérculos,Papa todas las variedades,2021,380.000000,Transitorio
15367,Jenesano,Raíces y Tubérculos,Papa todas las variedades,2021,350.000000,Transitorio
15368,Jericó,Raíces y Tubérculos,Papa todas las variedades,2021,288.000000,Transitorio
15368,Jericó,Raíces y Tubérculos,Papa todas las variedades,2021,193.000000,Transitorio
15377,Labranzagrande,Raíces y Tubérculos,Arracacha,2021,15.000000,Transitorio
15377,Labranzagrande,Raíces y Tubérculos,Malanga¬ Achín¬ Yota¬ Papa China¬ Bore,2021,16.000000,Transitorio
15377,Labranzagrande,Raíces y Tubérculos,Papa todas las variedades,2021,8.000000,Transitorio
15377,Labranzagrande,Raíces y Tubérculos,Yuca consumo en fresco,2021,30.000000,Transitorio
15380,La Capilla,Raíces y Tubérculos,Arracacha,2021,15.000000,Transitorio
15401,La Victoria,Raíces y Tubérculos,Yuca consumo en fresco,2021,10.000000,Transitorio
15401,La Victoria,Raíces y Tubérculos,Yuca consumo en fresco,2021,5.000000,Transitorio
15403,La Uvita,Raíces y Tubérculos,Papa Criolla,2021,6.000000,Transitorio
15403,La Uvita,Raíces y Tubérculos,Papa Criolla,2021,4.000000,Transitorio
15403,La Uvita,Raíces y Tubérculos,Papa todas las variedades,2021,24.000000,Transitorio
15403,La Uvita,Raíces y Tubérculos,Papa todas las variedades,2021,11.000000,Transitorio
15403,La Uvita,Raíces y Tubérculos,Yuca consumo en fresco,2021,1.500000,Transitorio
15407,Villa de Leyva,Raíces y Tubérculos,Papa todas las variedades,2021,140.000000,Transitorio
15407,Villa de Leyva,Raíces y Tubérculos,Papa todas las variedades,2021,120.000000,Transitorio
15425,Macanal,Raíces y Tubérculos,Arracacha,2021,2.500000,Transitorio
15425,Macanal,Raíces y Tubérculos,Arracacha,2021,3.000000,Transitorio
15425,Macanal,Raíces y Tubérculos,Papa todas las variedades,2021,13.000000,Transitorio
15425,Macanal,Raíces y Tubérculos,Papa todas las variedades,2021,3.000000,Transitorio
15425,Macanal,Raíces y Tubérculos,Yuca consumo en fresco,2021,12.000000,Transitorio
15425,Macanal,Raíces y Tubérculos,Yuca consumo en fresco,2021,12.000000,Transitorio
15442,Maripí,Raíces y Tubérculos,Papa todas las variedades,2021,10.000000,Transitorio
15442,Maripí,Raíces y Tubérculos,Papa todas las variedades,2021,9.000000,Transitorio
15442,Maripí,Raíces y Tubérculos,Yuca consumo en fresco,2021,176.000000,Transitorio
15455,Miraflores,Raíces y Tubérculos,Arracacha,2021,4.000000,Transitorio
15455,Miraflores,Raíces y Tubérculos,Arracacha,2021,4.000000,Transitorio
15455,Miraflores,Raíces y Tubérculos,Yuca consumo en fresco,2021,68.000000,Transitorio
15455,Miraflores,Raíces y Tubérculos,Yuca consumo en fresco,2021,70.000000,Transitorio
15464,Mongua,Raíces y Tubérculos,Papa todas las variedades,2021,190.000000,Transitorio
15464,Mongua,Raíces y Tubérculos,Papa todas las variedades,2021,40.000000,Transitorio
15464,Mongua,Raíces y Tubérculos,Yuca consumo en fresco,2021,2.500000,Transitorio
15466,Monguí,Raíces y Tubérculos,Nabo,2021,10.000000,Transitorio
15466,Monguí,Raíces y Tubérculos,Nabo,2021,5.000000,Transitorio
15466,Monguí,Raíces y Tubérculos,Papa Criolla,2021,15.000000,Transitorio
15466,Monguí,Raíces y Tubérculos,Papa Criolla,2021,10.000000,Transitorio
15466,Monguí,Raíces y Tubérculos,Papa todas las variedades,2021,60.000000,Transitorio
15466,Monguí,Raíces y Tubérculos,Papa todas las variedades,2021,60.000000,Transitorio
15469,Moniquirá,Raíces y Tubérculos,Yuca consumo en fresco,2021,72.000000,Transitorio
15469,Moniquirá,Raíces y Tubérculos,Yuca consumo en fresco,2021,45.000000,Transitorio
15476,Motavita,Raíces y Tubérculos,Papa Criolla,2021,4.000000,Transitorio
