Año,geo,Zona,Grado,Número
2018,15798,Urbana,Transición,25
2018,15804,Rural,Cuarto,78
2018,15804,Rural,Decimo,33
2018,15804,Rural,Noveno,42
2018,15804,Rural,Octavo,40
2018,15804,Rural,Once,35
2018,15804,Rural,Primero,95
2018,15804,Rural,Quinto,97
2018,15804,Rural,Segundo,85
2018,15804,Rural,Septimo,37
2018,15804,Rural,Sexto,48
2018,15804,Rural,Tercero,75
2018,15804,Rural,Transición,84
2018,15804,Urbana,Cuarto,48
2018,15804,Urbana,Decimo,97
2018,15804,Urbana,Noveno,83
2018,15804,Urbana,Octavo,92
2018,15804,Urbana,Once,92
2018,15804,Urbana,Primero,43
2018,15804,Urbana,Quinto,49
2018,15804,Urbana,Segundo,38
2018,15804,Urbana,Septimo,101
2018,15804,Urbana,Sexto,97
2018,15804,Urbana,Tercero,43
2018,15804,Urbana,Transición,44
2018,15806,Rural,Ciclo 1 Adultos,23
2018,15806,Rural,Ciclo 3 Adultos,28
2018,15806,Rural,Ciclo 4 Adultos,21
2018,15806,Rural,Ciclo 5 Adultos,25
2018,15806,Rural,Ciclo 6 Adultos,3
2018,15806,Rural,Cuarto,107
2018,15806,Rural,Decimo,95
2018,15806,Rural,Noveno,86
2018,15806,Rural,Octavo,109
2018,15806,Rural,Once,82
2018,15806,Rural,Primero,75
2018,15806,Rural,Quinto,118
2018,15806,Rural,Segundo,95
2018,15806,Rural,Septimo,109
2018,15806,Rural,Sexto,166
2018,15806,Rural,Tercero,97
2018,15806,Rural,Transición,79
2018,15806,Urbana,Ciclo 3 Adultos,6
2018,15806,Urbana,Cuarto,91
2018,15806,Urbana,Decimo,57
2018,15806,Urbana,Jardín I,4
2018,15806,Urbana,Noveno,89
2018,15806,Urbana,Octavo,61
2018,15806,Urbana,Once,52
2018,15806,Urbana,Primero,67
2018,15806,Urbana,Quinto,79
2018,15806,Urbana,Segundo,71
2018,15806,Urbana,Septimo,88
2018,15806,Urbana,Sexto,68
2018,15806,Urbana,Tercero,65
2018,15806,Urbana,Transición,43
2018,15808,Rural,Cuarto,26
2018,15808,Rural,Primero,18
2018,15808,Rural,Quinto,22
2018,15808,Rural,Segundo,27
2018,15808,Rural,Tercero,14
2018,15808,Rural,Transición,20
2018,15808,Urbana,Cuarto,17
2018,15808,Urbana,Decimo,36
2018,15808,Urbana,Noveno,46
2018,15808,Urbana,Octavo,44
2018,15808,Urbana,Once,31
2018,15808,Urbana,Primero,22
2018,15808,Urbana,Quinto,18
2018,15808,Urbana,Segundo,20
2018,15808,Urbana,Septimo,52
2018,15808,Urbana,Sexto,50
2018,15808,Urbana,Tercero,22
2018,15808,Urbana,Transición,34
2018,15814,Rural,Cuarto,65
2018,15814,Rural,Decimo,162
2018,15814,Rural,Noveno,134
2018,15814,Rural,Octavo,155
2018,15814,Rural,Once,137
2018,15814,Rural,Primero,73
2018,15814,Rural,Quinto,55
2018,15814,Rural,Segundo,65
2018,15814,Rural,Septimo,159
2018,15814,Rural,Sexto,167
2018,15814,Rural,Tercero,78
2018,15814,Rural,Transición,54
2018,15814,Urbana,Cuarto,90
2018,15814,Urbana,Jardín I,9
2018,15814,Urbana,Noveno,3
2018,15814,Urbana,Octavo,2
2018,15814,Urbana,Prejardín,5
2018,15814,Urbana,Primero,117
2018,15814,Urbana,Quinto,118
2018,15814,Urbana,Segundo,118
2018,15814,Urbana,Septimo,10
2018,15814,Urbana,Sexto,9
2018,15814,Urbana,Tercero,133
2018,15814,Urbana,Transición,103
2018,15816,Rural,Cuarto,101
2018,15816,Rural,Primero,85
2018,15816,Rural,Quinto,84
2018,15816,Rural,Segundo,63
2018,15816,Rural,Tercero,81
2018,15816,Rural,Transición,63
2018,15816,Urbana,Decimo,79
2018,15816,Urbana,Noveno,84
2018,15816,Urbana,Octavo,72
2018,15816,Urbana,Once,43
2018,15816,Urbana,Septimo,95
2018,15816,Urbana,Sexto,112
2018,15822,Rural,Cuarto,79
2018,15822,Rural,Primero,59
2018,15822,Rural,Quinto,76
2018,15822,Rural,Segundo,66
2018,15822,Rural,Tercero,80
2018,15822,Rural,Transición,67
2018,15822,Urbana,Cuarto,26
2018,15822,Urbana,Decimo,74
2018,15822,Urbana,Noveno,58
2018,15822,Urbana,Octavo,91
2018,15822,Urbana,Once,52
2018,15822,Urbana,Primero,27
2018,15822,Urbana,Quinto,22
2018,15822,Urbana,Segundo,21
2018,15822,Urbana,Septimo,98
2018,15822,Urbana,Sexto,100
2018,15822,Urbana,Tercero,23
2018,15822,Urbana,Transición,25
2018,15832,Rural,Cuarto,13
2018,15832,Rural,Primero,12
2018,15832,Rural,Quinto,21
2018,15832,Rural,Segundo,16
2018,15832,Rural,Tercero,12
2018,15832,Rural,Transición,16
2018,15832,Urbana,Ciclo 3 Adultos,12
2018,15832,Urbana,Ciclo 4 Adultos,10
2018,15832,Urbana,Ciclo 5 Adultos,4
2018,15832,Urbana,Ciclo 6 Adultos,4
2018,15832,Urbana,Cuarto,13
2018,15832,Urbana,Decimo,21
2018,15832,Urbana,Noveno,24
2018,15832,Urbana,Octavo,25
2018,15832,Urbana,Once,18
2018,15832,Urbana,Primero,7
2018,15832,Urbana,Quinto,6
2018,15832,Urbana,Segundo,6
2018,15832,Urbana,Septimo,27
2018,15832,Urbana,Sexto,47
2018,15832,Urbana,Tercero,12
2018,15832,Urbana,Transición,10
2018,15835,Rural,Cuarto,67
2018,15835,Rural,Noveno,9
2018,15835,Rural,Octavo,16
2018,15835,Rural,Primero,48
2018,15835,Rural,Quinto,52
2018,15835,Rural,Segundo,54
2018,15835,Rural,Septimo,12
2018,15835,Rural,Sexto,14
2018,15835,Rural,Tercero,53
2018,15835,Rural,Transición,49
2018,15835,Urbana,Cuarto,60
2018,15835,Urbana,Decimo,153
2018,15835,Urbana,Noveno,122
2018,15835,Urbana,Octavo,132
2018,15835,Urbana,Once,110
2018,15835,Urbana,Primero,39
2018,15835,Urbana,Quinto,72
2018,15835,Urbana,Segundo,38
2018,15835,Urbana,Septimo,139
2018,15835,Urbana,Sexto,152
2018,15835,Urbana,Tercero,53
2018,15835,Urbana,Transición,51
2018,15837,Rural,Cuarto,89
2018,15837,Rural,Decimo,134
2018,15837,Rural,Noveno,123
2018,15837,Rural,Octavo,132
2018,15837,Rural,Once,99
2018,15837,Rural,Primero,92
2018,15837,Rural,Quinto,116
2018,15837,Rural,Segundo,89
2018,15837,Rural,Septimo,114
2018,15837,Rural,Sexto,143
2018,15837,Rural,Tercero,86
2018,15837,Rural,Transición,92
2018,15837,Urbana,Ciclo 3 Adultos,8
2018,15837,Urbana,Ciclo 4 Adultos,18
2018,15837,Urbana,Ciclo 5 Adultos,26
2018,15837,Urbana,Cuarto,61
2018,15837,Urbana,Decimo,51
2018,15837,Urbana,Jardín I,16
2018,15837,Urbana,Noveno,50
2018,15837,Urbana,Octavo,61
2018,15837,Urbana,Once,32
2018,15837,Urbana,Prejardín,4
2018,15837,Urbana,Primero,66
2018,15837,Urbana,Quinto,62
2018,15837,Urbana,Segundo,64
2018,15837,Urbana,Septimo,58
2018,15837,Urbana,Sexto,77
2018,15837,Urbana,Tercero,66
2018,15837,Urbana,Transición,71
2018,15839,Rural,Cuarto,31
2018,15839,Rural,Decimo,43
2018,15839,Rural,Noveno,26
2018,15839,Rural,Octavo,22
2018,15839,Rural,Once,31
2018,15839,Rural,Primero,31
2018,15839,Rural,Quinto,12
2018,15839,Rural,Segundo,32
2018,15839,Rural,Septimo,17
2018,15839,Rural,Sexto,20
2018,15839,Rural,Tercero,26
2018,15839,Rural,Transición,25
2018,15839,Urbana,Cuarto,4
2018,15839,Urbana,Decimo,13
2018,15839,Urbana,Noveno,5
2018,15839,Urbana,Octavo,12
2018,15839,Urbana,Once,4
2018,15839,Urbana,Primero,2
2018,15839,Urbana,Quinto,7
2018,15839,Urbana,Segundo,3
2018,15839,Urbana,Septimo,8
2018,15839,Urbana,Sexto,17
2018,15839,Urbana,Tercero,5
2018,15839,Urbana,Transición,1
2018,15842,Rural,Cuarto,80
2018,15842,Rural,Decimo,63
2018,15842,Rural,Noveno,63
2018,15842,Rural,Octavo,47
2018,15842,Rural,Once,46
2018,15842,Rural,Primero,79
2018,15842,Rural,Quinto,85
2018,15842,Rural,Segundo,93
2018,15842,Rural,Septimo,41
2018,15842,Rural,Sexto,40
2018,15842,Rural,Tercero,88
2018,15842,Rural,Transición,64
2018,15842,Urbana,Ciclo 3 Adultos,1
2018,15842,Urbana,Cuarto,31
2018,15842,Urbana,Decimo,59
2018,15842,Urbana,Noveno,57
2018,15842,Urbana,Octavo,53
2018,15842,Urbana,Once,55
2018,15842,Urbana,Primero,25
2018,15842,Urbana,Quinto,26
2018,15842,Urbana,Segundo,23
2018,15842,Urbana,Septimo,52
2018,15842,Urbana,Sexto,66
2018,15842,Urbana,Tercero,30
2018,15842,Urbana,Transición,21
2018,15861,Rural,Cuarto,155
2018,15861,Rural,Decimo,133
2018,15861,Rural,Noveno,133
2018,15861,Rural,Octavo,154
2018,15861,Rural,Once,117
2018,15861,Rural,Primero,164
2018,15861,Rural,Quinto,189
2018,15861,Rural,Segundo,137
2018,15861,Rural,Septimo,133
2018,15861,Rural,Sexto,161
2018,15861,Rural,Tercero,154
2018,15861,Rural,Transición,135
2018,15861,Urbana,Cuarto,78
2018,15861,Urbana,Decimo,122
2018,15861,Urbana,Jardín I,18
2018,15861,Urbana,Noveno,125
2018,15861,Urbana,Octavo,120
2018,15861,Urbana,Once,122
2018,15861,Urbana,Prejardín,7
2018,15861,Urbana,Primero,97
2018,15861,Urbana,Quinto,108
2018,15861,Urbana,Segundo,80
2018,15861,Urbana,Septimo,137
2018,15861,Urbana,Sexto,147
2018,15861,Urbana,Tercero,86
2018,15861,Urbana,Transición,94
2018,15879,Rural,Cuarto,16
2018,15879,Rural,Primero,28
2018,15879,Rural,Quinto,26
2018,15879,Rural,Segundo,22
2018,15879,Rural,Tercero,13
2018,15879,Rural,Transición,22
2018,15879,Urbana,Cuarto,15
2018,15879,Urbana,Decimo,35
2018,15879,Urbana,Noveno,28
2018,15879,Urbana,Octavo,33
2018,15879,Urbana,Once,35
2018,15879,Urbana,Primero,13
2018,15879,Urbana,Quinto,12
2018,15879,Urbana,Segundo,11
2018,15879,Urbana,Septimo,58
2018,15879,Urbana,Sexto,47
2018,15879,Urbana,Tercero,16
2018,15879,Urbana,Transición,18
2018,15897,Rural,Ciclo 2 Adultos,2
2018,15897,Rural,Ciclo 3 Adultos,6
2018,15897,Rural,Ciclo 4 Adultos,11
2018,15897,Rural,Ciclo 5 Adultos,5
2018,15897,Rural,Ciclo 6 Adultos,2
2018,15897,Rural,Cuarto,41
2018,15897,Rural,Decimo,24
2018,15897,Rural,Noveno,27
2018,15897,Rural,Octavo,33
2018,15897,Rural,Once,24
2018,15897,Rural,Primero,36
2018,15897,Rural,Quinto,43
2018,15897,Rural,Segundo,33
2018,15897,Rural,Septimo,22
2018,15897,Rural,Sexto,37
2018,15897,Rural,Tercero,36
2018,15897,Rural,Transición,36
2018,15897,Urbana,Ciclo 1 Adultos,21
2018,15897,Urbana,Cuarto,29
2018,15897,Urbana,Decimo,53
2018,15897,Urbana,Noveno,57
2018,15897,Urbana,Octavo,61
2018,15897,Urbana,Once,47
2018,15897,Urbana,Primero,27
2018,15897,Urbana,Quinto,28
2018,15897,Urbana,Segundo,29
2018,15897,Urbana,Septimo,58
2018,15897,Urbana,Sexto,74
2018,15897,Urbana,Tercero,28
2018,15897,Urbana,Transición,25
2019,15500,Rural,Cuarto,19
2019,15500,Rural,Decimo,12
2019,15500,Rural,Octavo,8
2019,15500,Rural,Once,19
2019,15500,Rural,Primero,32
2019,15500,Rural,Quinto,27
2019,15500,Rural,Segundo,20
2019,15500,Rural,Septimo,6
2019,15500,Rural,Sexto,5
2019,15500,Rural,Tercero,20
2019,15500,Rural,Transición,16
2019,15500,Urbana,Ciclo 3 Adultos,2
2019,15500,Urbana,Ciclo 4 Adultos,7
2019,15500,Urbana,Ciclo 5 Adultos,2
2019,15500,Urbana,Cuarto,8
2019,15500,Urbana,Decimo,26
2019,15500,Urbana,Noveno,29
2019,15500,Urbana,Octavo,42
2019,15500,Urbana,Once,24
2019,15500,Urbana,Primero,6
2019,15500,Urbana,Quinto,9
2019,15500,Urbana,Segundo,10
2019,15500,Urbana,Septimo,37
2019,15500,Urbana,Sexto,47
2019,15500,Urbana,Tercero,6
2019,15500,Urbana,Transición,6
2019,15600,Rural,Ciclo 3 Adultos,3
2019,15600,Rural,Ciclo 4 Adultos,5
2019,15600,Rural,Ciclo 5 Adultos,1
2019,15600,Rural,Cuarto,85
2019,15600,Rural,Decimo,31
2019,15600,Rural,Noveno,29
2019,15600,Rural,Octavo,41
2019,15600,Rural,Once,22
2019,15600,Rural,Primero,74
2019,15600,Rural,Quinto,58
2019,15600,Rural,Segundo,69
2019,15600,Rural,Septimo,44
2019,15600,Rural,Sexto,51
2019,15600,Rural,Tercero,66
2019,15600,Rural,Transición,50
2019,15600,Urbana,Ciclo 2 Adultos,1
2019,15600,Urbana,Ciclo 3 Adultos,7
2019,15600,Urbana,Ciclo 4 Adultos,9
2019,15600,Urbana,Ciclo 5 Adultos,12
2019,15600,Urbana,Ciclo 6 Adultos,1
2019,15600,Urbana,Cuarto,54
2019,15600,Urbana,Decimo,51
2019,15600,Urbana,Noveno,51
2019,15600,Urbana,Octavo,55
2019,15600,Urbana,Once,48
2019,15600,Urbana,Primero,55
2019,15600,Urbana,Quinto,36
2019,15600,Urbana,Segundo,58
2019,15600,Urbana,Septimo,50
2019,15600,Urbana,Sexto,75
2019,15600,Urbana,Tercero,43
2019,15600,Urbana,Transición,37
2019,15090,Rural,Cuarto,10
2019,15090,Rural,Primero,10
2019,15090,Rural,Quinto,8
2019,15090,Rural,Segundo,8
2019,15090,Rural,Tercero,11
2019,15090,Rural,Transición,5
2019,15090,Urbana,Cuarto,8
2019,15090,Urbana,Decimo,23
2019,15090,Urbana,Noveno,21
2019,15090,Urbana,Octavo,32
2019,15090,Urbana,Once,23
2019,15090,Urbana,Primero,9
2019,15090,Urbana,Quinto,11
2019,15090,Urbana,Segundo,12
2019,15090,Urbana,Septimo,35
2019,15090,Urbana,Sexto,34
2019,15090,Urbana,Tercero,14
2019,15090,Urbana,Transición,9
2019,15180,Rural,Ciclo 2 Adultos,7
2019,15180,Rural,Ciclo 3 Adultos,3
2019,15180,Rural,Ciclo 4 Adultos,6
2019,15180,Rural,Ciclo 5 Adultos,11
2019,15180,Rural,Ciclo 6 Adultos,2
2019,15180,Rural,Cuarto,46
2019,15180,Rural,Decimo,54
2019,15180,Rural,Noveno,58
2019,15180,Rural,Octavo,54
2019,15180,Rural,Once,61
2019,15180,Rural,Primero,41
2019,15180,Rural,Quinto,42
2019,15180,Rural,Segundo,46
2019,15180,Rural,Septimo,63
2019,15180,Rural,Sexto,63
2019,15180,Rural,Tercero,47
2019,15180,Rural,Transición,35
2019,15180,Urbana,Cuarto,6
2019,15180,Urbana,Primero,10
2019,15180,Urbana,Quinto,14
2019,15180,Urbana,Segundo,10
2019,15180,Urbana,Tercero,4
2019,15180,Urbana,Transición,10
2019,15380,Rural,Cuarto,18
2019,15380,Rural,Primero,16
2019,15380,Rural,Quinto,17
2019,15380,Rural,Segundo,12
2019,15380,Rural,Tercero,19
2019,15380,Rural,Transición,19
2019,15380,Urbana,Cuarto,9
2019,15380,Urbana,Decimo,37
2019,15380,Urbana,Noveno,33
2019,15380,Urbana,Octavo,28
2019,15380,Urbana,Once,43
2019,15380,Urbana,Primero,11
2019,15380,Urbana,Quinto,16
2019,15380,Urbana,Segundo,10
2019,15380,Urbana,Septimo,41
2019,15380,Urbana,Sexto,37
2019,15380,Urbana,Tercero,12
2019,15380,Urbana,Transición,14
2019,15480,Rural,Ciclo 2 Adultos,13
2019,15480,Rural,Ciclo 3 Adultos,9
2019,15480,Rural,Ciclo 4 Adultos,4
2019,15480,Rural,Ciclo 5 Adultos,4
2019,15480,Rural,Ciclo 6 Adultos,2
2019,15480,Rural,Cuarto,52
2019,15480,Rural,Decimo,33
2019,15480,Rural,Noveno,36
2019,15480,Rural,Octavo,39
2019,15480,Rural,Once,32
2019,15480,Rural,Primero,42
2019,15480,Rural,Quinto,43
2019,15480,Rural,Segundo,55
2019,15480,Rural,Septimo,40
2019,15480,Rural,Sexto,42
2019,15480,Rural,Tercero,46
2019,15480,Rural,Transición,38
2019,15480,Urbana,Ciclo 3 Adultos,26
2019,15480,Urbana,Ciclo 4 Adultos,26
2019,15480,Urbana,Ciclo 5 Adultos,26
2019,15480,Urbana,Ciclo 6 Adultos,11
2019,15480,Urbana,Cuarto,92
2019,15480,Urbana,Decimo,93
2019,15480,Urbana,Noveno,65
2019,15480,Urbana,Octavo,114
2019,15480,Urbana,Once,82
2019,15480,Urbana,Primero,107
2019,15480,Urbana,Quinto,123
2019,15480,Urbana,Segundo,83
2019,15480,Urbana,Septimo,107
2019,15480,Urbana,Sexto,114
2019,15480,Urbana,Tercero,94
2019,15480,Urbana,Transición,86
2019,15550,Rural,Ciclo 3 Adultos,3
2019,15550,Rural,Ciclo 4 Adultos,17
2019,15550,Rural,Ciclo 5 Adultos,3
2019,15550,Rural,Cuarto,20
2019,15550,Rural,Primero,18
2019,15550,Rural,Quinto,22
2019,15550,Rural,Segundo,27
2019,15550,Rural,Tercero,22
2019,15550,Rural,Transición,15
2019,15550,Urbana,Ciclo 3 Adultos,3
2019,15550,Urbana,Ciclo 4 Adultos,2
2019,15550,Urbana,Ciclo 5 Adultos,2
2019,15550,Urbana,Ciclo 6 Adultos,5
2019,15550,Urbana,Cuarto,9
2019,15550,Urbana,Decimo,21
2019,15550,Urbana,Noveno,21
2019,15550,Urbana,Octavo,23
2019,15550,Urbana,Once,17
2019,15550,Urbana,Primero,13
2019,15550,Urbana,Quinto,9
2019,15550,Urbana,Segundo,8
2019,15550,Urbana,Septimo,26
2019,15550,Urbana,Sexto,27
2019,15550,Urbana,Tercero,11
2019,15550,Urbana,Transición,12
2019,15580,Rural,Ciclo 2 Adultos,1
2019,15580,Rural,Ciclo 3 Adultos,24
2019,15580,Rural,Ciclo 4 Adultos,14
2019,15580,Rural,Ciclo 5 Adultos,13
2019,15580,Rural,Ciclo 6 Adultos,2
2019,15580,Rural,Cuarto,48
2019,15580,Rural,Decimo,32
2019,15580,Rural,Noveno,28
2019,15580,Rural,Octavo,35
2019,15580,Rural,Once,25
2019,15580,Rural,Primero,39
2019,15580,Rural,Quinto,41
2019,15580,Rural,Segundo,50
2019,15580,Rural,Septimo,51
2019,15580,Rural,Sexto,39
2019,15580,Rural,Tercero,44
2019,15580,Rural,Transición,29
2019,15580,Urbana,Ciclo 3 Adultos,6
2019,15580,Urbana,Ciclo 4 Adultos,9
2019,15580,Urbana,Ciclo 5 Adultos,4
2019,15580,Urbana,Ciclo 6 Adultos,4
2019,15580,Urbana,Cuarto,37
2019,15580,Urbana,Decimo,40
2019,15580,Urbana,Noveno,26
2019,15580,Urbana,Octavo,51
2019,15580,Urbana,Once,38
2019,15580,Urbana,Primero,31
2019,15580,Urbana,Quinto,22
2019,15580,Urbana,Segundo,21
2019,15580,Urbana,Septimo,77
2019,15580,Urbana,Sexto,68
2019,15580,Urbana,Tercero,31
2019,15580,Urbana,Transición,29
2019,15660,Rural,Ciclo 2 Adultos,18
2019,15660,Rural,Ciclo 3 Adultos,4
2019,15660,Rural,Ciclo 4 Adultos,2
2019,15660,Rural,Cuarto,10
2019,15660,Rural,Primero,10
2019,15660,Rural,Quinto,9
2019,15660,Rural,Segundo,6
2019,15660,Rural,Tercero,9
2019,15660,Rural,Transición,4
2019,15660,Urbana,Ciclo 2 Adultos,47
2019,15660,Urbana,Ciclo 3 Adultos,10
2019,15660,Urbana,Ciclo 4 Adultos,4
2019,15660,Urbana,Ciclo 5 Adultos,4
2019,15660,Urbana,Cuarto,7
2019,15660,Urbana,Decimo,22
2019,15660,Urbana,Noveno,23
2019,15660,Urbana,Octavo,13
2019,15660,Urbana,Once,24
2019,15660,Urbana,Primero,5
2019,15660,Urbana,Quinto,13
2019,15660,Urbana,Segundo,12
2019,15660,Urbana,Septimo,33
2019,15660,Urbana,Sexto,31
2019,15660,Urbana,Tercero,15
2019,15660,Urbana,Transición,8
2019,15690,Rural,Cuarto,16
2019,15690,Rural,Decimo,3
2019,15690,Rural,Noveno,8
2019,15690,Rural,Octavo,5
2019,15690,Rural,Once,1
2019,15690,Rural,Primero,24
2019,15690,Rural,Quinto,18
2019,15690,Rural,Segundo,23
2019,15690,Rural,Septimo,7
2019,15690,Rural,Sexto,9
2019,15690,Rural,Tercero,17
2019,15690,Rural,Transición,12
2019,15690,Urbana,Ciclo 3 Adultos,9
2019,15690,Urbana,Ciclo 4 Adultos,14
2019,15690,Urbana,Ciclo 5 Adultos,12
2019,15690,Urbana,Ciclo 6 Adultos,6
2019,15690,Urbana,Cuarto,44
2019,15690,Urbana,Decimo,48
2019,15690,Urbana,Jardín I,11
2019,15690,Urbana,Noveno,39
2019,15690,Urbana,Octavo,29
2019,15690,Urbana,Once,47
2019,15690,Urbana,Prejardín,1
2019,15690,Urbana,Primero,34
2019,15690,Urbana,Quinto,49
2019,15690,Urbana,Segundo,40
2019,15690,Urbana,Septimo,48
2019,15690,Urbana,Sexto,61
2019,15690,Urbana,Tercero,53
2019,15690,Urbana,Transición,28
2019,15720,Rural,Ciclo 2 Adultos,10
2019,15720,Rural,Ciclo 3 Adultos,5
2019,15720,Rural,Ciclo 4 Adultos,3
2019,15720,Rural,Ciclo 5 Adultos,10
2019,15720,Rural,Cuarto,15
2019,15720,Rural,Noveno,1
2019,15720,Rural,Octavo,1
2019,15720,Rural,Primero,16
2019,15720,Rural,Quinto,6
2019,15720,Rural,Segundo,11
2019,15720,Rural,Septimo,3
2019,15720,Rural,Sexto,2
2019,15720,Rural,Tercero,13
2019,15720,Rural,Transición,17
2019,15720,Urbana,Ciclo 3 Adultos,9
2019,15720,Urbana,Ciclo 4 Adultos,7
2019,15720,Urbana,Ciclo 5 Adultos,12
2019,15720,Urbana,Ciclo 6 Adultos,1
2019,15720,Urbana,Cuarto,21
2019,15720,Urbana,Decimo,31
2019,15720,Urbana,Noveno,30
2019,15720,Urbana,Octavo,28
2019,15720,Urbana,Once,21
2019,15720,Urbana,Primero,12
2019,15720,Urbana,Quinto,19
2019,15720,Urbana,Segundo,12
2019,15720,Urbana,Septimo,24
2019,15720,Urbana,Sexto,27
2019,15720,Urbana,Tercero,22
2019,15720,Urbana,Transición,11
2019,15740,Rural,Ciclo 2 Adultos,24
2019,15740,Rural,Ciclo 3 Adultos,13
2019,15740,Rural,Ciclo 4 Adultos,7
2019,15740,Rural,Ciclo 5 Adultos,2
2019,15740,Rural,Cuarto,95
2019,15740,Rural,Noveno,37
2019,15740,Rural,Octavo,47
2019,15740,Rural,Primero,117
2019,15740,Rural,Quinto,82
2019,15740,Rural,Segundo,122
2019,15740,Rural,Septimo,65
2019,15740,Rural,Sexto,74
2019,15740,Rural,Tercero,104
2019,15740,Rural,Transición,82
2019,15740,Urbana,Ciclo 2 Adultos,1
2019,15740,Urbana,Ciclo 3 Adultos,10
2019,15740,Urbana,Ciclo 4 Adultos,8
2019,15740,Urbana,Ciclo 5 Adultos,8
2019,15740,Urbana,Cuarto,47
2019,15740,Urbana,Decimo,132
2019,15740,Urbana,Noveno,74
2019,15740,Urbana,Octavo,89
2019,15740,Urbana,Once,105
2019,15740,Urbana,Primero,37
2019,15740,Urbana,Quinto,38
2019,15740,Urbana,Segundo,45
2019,15740,Urbana,Septimo,106
2019,15740,Urbana,Sexto,101
2019,15740,Urbana,Tercero,29
2019,15740,Urbana,Transición,48
2019,15790,Rural,Ciclo 3 Adultos,15
2019,15790,Rural,Ciclo 4 Adultos,27
2019,15790,Rural,Ciclo 5 Adultos,36
2019,15790,Rural,Cuarto,48
2019,15790,Rural,Decimo,16
2019,15790,Rural,Noveno,15
2019,15790,Rural,Octavo,15
2019,15790,Rural,Once,10
2019,15790,Rural,Primero,46
2019,15790,Rural,Quinto,69
2019,15790,Rural,Segundo,51
2019,15790,Rural,Septimo,25
2019,15790,Rural,Sexto,20
2019,15790,Rural,Tercero,48
2019,15790,Rural,Transición,56
2019,15790,Urbana,Ciclo 3 Adultos,5
2019,15790,Urbana,Ciclo 4 Adultos,9
2019,15790,Urbana,Ciclo 5 Adultos,7
2019,15790,Urbana,Cuarto,45
2019,15790,Urbana,Decimo,68
2019,15790,Urbana,Noveno,60
2019,15790,Urbana,Octavo,86
2019,15790,Urbana,Once,61
2019,15790,Urbana,Primero,40
2019,15790,Urbana,Quinto,51
2019,15790,Urbana,Segundo,50
2019,15790,Urbana,Septimo,74
2019,15790,Urbana,Sexto,100
2019,15790,Urbana,Tercero,42
2019,15790,Urbana,Transición,38
2019,15810,Rural,Ciclo 3 Adultos,1
2019,15810,Rural,Ciclo 4 Adultos,9
2019,15810,Rural,Ciclo 5 Adultos,34
2019,15810,Rural,Cuarto,28
2019,15810,Rural,Noveno,1
2019,15810,Rural,Octavo,5
2019,15810,Rural,Primero,31
2019,15810,Rural,Quinto,25
2019,15810,Rural,Segundo,27
2019,15810,Rural,Septimo,11
2019,15810,Rural,Sexto,9
2019,15810,Rural,Tercero,41
2019,15810,Rural,Transición,25
2019,15810,Urbana,Ciclo 3 Adultos,4
2019,15810,Urbana,Ciclo 4 Adultos,3
2019,15810,Urbana,Ciclo 6 Adultos,7
2019,15810,Urbana,Cuarto,25
2019,15810,Urbana,Decimo,36
2019,15810,Urbana,Noveno,31
2019,15810,Urbana,Octavo,44
2019,15810,Urbana,Once,43
2019,15810,Urbana,Primero,21
2019,15810,Urbana,Quinto,24
2019,15810,Urbana,Segundo,17
2019,15810,Urbana,Septimo,50
2019,15810,Urbana,Sexto,59
2019,15810,Urbana,Tercero,21
2019,15810,Urbana,Transición,17
2019,15820,Rural,Ciclo 3 Adultos,7
2019,15820,Rural,Ciclo 4 Adultos,5
2019,15820,Rural,Ciclo 5 Adultos,11
2019,15820,Rural,Ciclo 6 Adultos,8
2019,15820,Rural,Cuarto,24
2019,15820,Rural,Decimo,17
2019,15820,Rural,Noveno,11
2019,15820,Rural,Octavo,18
2019,15820,Rural,Once,12
2019,15820,Rural,Primero,37
2019,15820,Rural,Quinto,29
2019,15820,Rural,Segundo,38
2019,15820,Rural,Septimo,23
2019,15820,Rural,Sexto,31
2019,15820,Rural,Tercero,18
2019,15820,Rural,Transición,26
2019,15820,Urbana,Ciclo 2 Adultos,2
2019,15820,Urbana,Ciclo 3 Adultos,10
2019,15820,Urbana,Ciclo 4 Adultos,21
2019,15820,Urbana,Ciclo 5 Adultos,10
2019,15820,Urbana,Ciclo 6 Adultos,5
2019,15820,Urbana,Cuarto,32
2019,15820,Urbana,Decimo,25
2019,15820,Urbana,Noveno,34
2019,15820,Urbana,Octavo,33
2019,15820,Urbana,Once,29
2019,15820,Urbana,Primero,30
2019,15820,Urbana,Quinto,27
2019,15820,Urbana,Segundo,38
2019,15820,Urbana,Septimo,43
2019,15820,Urbana,Sexto,50
2019,15820,Urbana,Tercero,26
2019,15820,Urbana,Transición,25
2019,15001,Rural,Cuarto,95
2019,15001,Rural,Decimo,28
2019,15001,Rural,Jardín I,21
2019,15001,Rural,Noveno,43
2019,15001,Rural,Octavo,66
2019,15001,Rural,Once,33
2019,15001,Rural,Prejardín,12
2019,15001,Rural,Primero,80
2019,15001,Rural,Quinto,80
2019,15001,Rural,Segundo,77
2019,15001,Rural,Septimo,91
2019,15001,Rural,Sexto,113
2019,15001,Rural,Tercero,86
2019,15001,Rural,Transición,68
2019,15001,Urbana,12º Normal,92
2019,15001,Urbana,13º Normal,65
