geo,Municipio,Desagregación cultivo,Año,Producción(tn)
15001,Tunja,Cebolla De Bulbo,2020,2500.000000
15001,Tunja,Zanahoria,2020,7500.000000
15001,Tunja,Zanahoria,2020,5400.000000
15022,Almeida,Calabacín¬ Calabaza,2020,152.000000
15022,Almeida,Guatila,2020,15.000000
15022,Almeida,Guatila,2020,7.500000
15022,Almeida,Pepino Guiso,2020,7.500000
15022,Almeida,Tomate Invernadero,2020,130.000000
15022,Almeida,Tomate Invernadero,2020,136.000000
15047,Aquitania,Cebolla De Rama,2020,55200.000000
15047,Aquitania,Cebolla De Rama,2020,55200.000000
15051,Arcabuco,Zanahoria,2020,30.000000
15051,Arcabuco,Zanahoria,2020,30.000000
15087,Belén,Otras hortalizas,2020,95.000000
15087,Belén,Otras hortalizas,2020,128.000000
15087,Belén,Ajo,2020,35.000000
15087,Belén,Ajo,2020,53.000000
15087,Belén,Cebolla De Bulbo,2020,82.000000
15087,Belén,Cebolla De Bulbo,2020,94.000000
15087,Belén,Zanahoria,2020,760.000000
15087,Belén,Zanahoria,2020,769.000000
15090,Berbeo,Tomate Invernadero,2020,321.000000
15090,Berbeo,Tomate Invernadero,2020,400.000000
15092,Betéitiva,Tomate Invernadero,2020,42.000000
15092,Betéitiva,Cebolla De Bulbo,2020,140.000000
15092,Betéitiva,Cebolla De Bulbo,2020,30.000000
15097,Boavita,Tomate,2020,300.000000
15097,Boavita,Tomate,2020,300.000000
15097,Boavita,Tomate Invernadero,2020,180.000000
15097,Boavita,Tomate Invernadero,2020,180.000000
15104,Boyacá,Pepino Guiso,2020,10.000000
15104,Boyacá,Cebolla De Bulbo,2020,90.000000
15104,Boyacá,Zanahoria,2020,3080.000000
15104,Boyacá,Zanahoria,2020,3600.000000
15109,Buenavista,Tomate Invernadero,2020,1190.000000
15109,Buenavista,Tomate Invernadero,2020,980.000000
15114,Busbanzá,Otras hortalizas,2020,3.000000
15114,Busbanzá,Otras hortalizas,2020,3.750000
15114,Busbanzá,Ahuyama,2020,3.200000
15131,Caldas,Zanahoria,2020,1000.000000
15131,Caldas,Zanahoria,2020,1564.000000
15162,Cerinza,Otras hortalizas,2020,6.000000
15162,Cerinza,Otras hortalizas,2020,11.000000
15162,Cerinza,Cebolla De Bulbo,2020,320.000000
15162,Cerinza,Zanahoria,2020,3.200000
15162,Cerinza,Zanahoria,2020,8.000000
15172,Chinavita,Pepino Guiso,2020,44.000000
15172,Chinavita,Pepino Guiso,2020,70.000000
15172,Chinavita,Pimentón,2020,7.000000
15172,Chinavita,Pimentón,2020,8.000000
15180,Chiscas,Cebolla De Bulbo,2020,760.000000
15180,Chiscas,Cebolla De Bulbo,2020,700.000000
15183,Chita,Cebolla De Bulbo,2020,400.000000
15183,Chita,Cebolla De Bulbo,2020,1000.000000
15187,Chivatá,Otras hortalizas,2020,2.500000
15187,Chivatá,Otras hortalizas,2020,0.750000
15187,Chivatá,Cebolla De Bulbo,2020,225.000000
15187,Chivatá,Cebolla De Bulbo,2020,75.000000
15189,Ciénega,Tomate,2020,9.000000
15189,Ciénega,Tomate,2020,9.000000
15204,Cómbita,Otras hortalizas,2020,36.000000
15204,Cómbita,Otras hortalizas,2020,276.000000
15215,Corrales,Otras hortalizas,2020,1.500000
15215,Corrales,Otras hortalizas,2020,2.500000
15215,Corrales,Tomate,2020,832.500000
15215,Corrales,Tomate,2020,756.000000
15215,Corrales,Cebolla De Bulbo,2020,300.000000
15215,Corrales,Cebolla De Bulbo,2020,348.000000
15218,Covarachía,Melón,2020,150.000000
15218,Covarachía,Melón,2020,200.000000
15218,Covarachía,Pimentón,2020,40.000000
15218,Covarachía,Tomate,2020,700.000000
15218,Covarachía,Tomate Invernadero,2020,2350.000000
15224,Cucaita,Lechuga,2020,16.000000
15224,Cucaita,Lechuga,2020,63.000000
15224,Cucaita,Cebolla De Bulbo,2020,1890.000000
15224,Cucaita,Cebolla De Bulbo,2020,4200.000000
15224,Cucaita,Remolacha,2020,11.000000
15224,Cucaita,Remolacha,2020,90.000000
15224,Cucaita,Zanahoria,2020,56.000000
15224,Cucaita,Zanahoria,2020,85.000000
15226,Cuítiva,Cebolla De Bulbo,2020,150.000000
15226,Cuítiva,Cebolla De Bulbo,2020,150.000000
15226,Cuítiva,Cebolla De Rama,2020,1575.000000
15226,Cuítiva,Cebolla De Rama,2020,1575.000000
15232,Chíquiza,Cebolla De Bulbo,2020,2250.000000
15232,Chíquiza,Cebolla De Bulbo,2020,2125.000000
15232,Chíquiza,Zanahoria,2020,900.000000
15232,Chíquiza,Zanahoria,2020,1125.000000
