Año,geo,Minerales,Valor
2013,15322,Gravas_Rio (m3),28279.000000
2013,15322,Arena_Rio (m3),61677.890480
2013,15325,Hierro (Tn),62813.033140
2013,15325,Gravas (m3),7350.000000
2013,15325,Gravas_Rio (m3),10188.000000
2013,15325,Arena_Rio (m3),23334.938000
2013,15362,Carbón (Tn),576.810000
2013,15362,Puzolanas (Tn),324852.330000
2013,15362,Roca_Fosfórica (Tn),2686.020000
2013,15367,Arena_Cantera (m3),540.000000
2013,15368,Carbón (Tn),21747.200000
2013,15403,Carbón (Tn),26088.400005
2013,15401,Recebo (m3),1320.000000
2013,15401,Gravas_Rio (m3),8671.000000
2013,15401,Arena_Rio (m3),25601.915290
2013,15425,Esmeraldas (Quilates),38756.500000
2013,15442,Esmeraldas (Quilates),0.000000
2013,15455,Recebo (m3),10791.000000
2013,15464,Carbón (Tn),199795.723260
2013,15466,Carbón (Tn),55598.110000
2013,15469,Caliza (Tn),55172.000000
2013,15469,Gravas (m3),603.000000
2013,15476,Carbón (Tn),2927.420000
2013,15476,Arena_Cantera (m3),650.004045
2013,15480,Esmeraldas (Quilates),0.000000
2013,15491,Caliza (Tn),497880.810000
2013,15491,Recebo (m3),120925.190000
2013,15491,Puzolanas (Tn),549.000000
2013,15494,Carbón (Tn),80.000000
2013,15500,Arcillas_MI (Tn),500.020785
2013,15500,Arcilla FE (Tn),150.000000
2013,15507,Recebo (m3),915.000000
2013,15514,Recebo (m3),1020.000000
2013,15514,Arenas (m3),215.000000
2013,15514,Yesos (Tn),0.000000
2013,15516,Carbón (Tn),336863.295920
2013,15516,Recebo (m3),9644.000000
2013,15516,Puzolanas (Tn),91057.490000
2013,15516,Arcillas_MI (Tn),288.000000
2013,15516,Gravas_Cantera (m3),2318.000000
2013,15516,Arena_Silicea (m3),275.000000
2013,15516,Arena_Cantera (m3),1207.589568
2013,15522,Gravas_Rio (m3),575.000000
2013,15522,Arena_Rio (m3),150.000000
2013,15531,Gravas (m3),6100.000000
2013,15537,Carbón (Tn),245.670000
2013,15537,Recebo (m3),36096.000000
2013,15537,Hierro (Tn),393020.998660
2013,15537,Gravas_Cantera (m3),7685.000000
2013,15537,Gravas_Rio (m3),2125.000000
2013,15542,Caliza (Tn),240.000000
2013,15542,Arenas (m3),1512.000000
2013,15542,Arcillas_MI (Tn),1636.000000
2013,15542,Arena_Cantera (m3),459.984957
2013,15542,Asfaltita (Tn),1300.000000
2013,15572,Recebo (m3),1234920.180000
2013,15572,Gravas (m3),594.000000
2013,15572,Arenas (m3),1699.000000
2013,15572,Gravas_Cantera (m3),26985.000000
2013,15572,Gravas_Rio (m3),972.000000
2013,15572,Arena_Rio (m3),1700.000000
2013,15580,Esmeraldas (Quilates),1736.000000
2013,15599,Gravas_Rio (m3),1400.000000
2013,15599,Arena_Rio (m3),130.571768
2013,15599,Arena_Cantera (m3),200.000000
2013,15600,Carbón (Tn),234353.200990
2013,15600,Recebo (m3),2162.000000
2013,15600,Arcillas CE (Tn),4674.000000
2013,15621,Caliza (Tn),89.000000
2013,15621,Recebo (m3),900.000000
2013,15621,Arena_Cantera (m3),1070.000000
2013,15638,Arcillas CE (Tn),250.000000
2013,15638,Gravas_Cantera (m3),260.000000
2013,15646,Carbón (Tn),461490.479790
2013,15646,Recebo (m3),6345.000000
2013,15667,Gravas (m3),550.000000
2013,15667,Arenas (m3),350.000000
2013,15667,Gravas_Rio (m3),4815.000000
2013,15667,Arena_Rio (m3),2671.932721
2013,15673,Carbón (Tn),88507.800000
2013,15676,Recebo (m3),0.000000
2013,15681,Esmeraldas (Quilates),600.000000
2013,15690,Carbón (Tn),11.000000
2013,15690,Gravas (m3),150.000000
2013,15690,Gravas_Rio (m3),486.000000
2013,15690,Arena_Rio (m3),120.000000
2013,15690,Arena_Cantera (m3),179.999767
2013,15693,Arenas (m3),830.000000
2013,15686,Caliza (Tn),40115.000000
2013,15720,Carbón (Tn),26610.990000
2013,15720,Arena_Silicea (m3),111.484850
2013,15723,Carbón (Tn),39110.710000
2013,15753,Gravas_Rio (m3),14579.000000
2013,15757,Caliza (Tn),4500.000000
2013,15757,Carbón (Tn),268642.322000
2013,15755,Carbón (Tn),299368.725520
2013,15759,Caliza (Tn),1480.000000
2013,15759,Carbón (Tn),259857.693870
2013,15759,Roca_Fosfórica (Tn),18626.980000
2013,15759,Arcillas CE (Tn),705.000000
2013,15759,Arenas (m3),1280.000000
2013,15759,Arcillas_MI (Tn),21934.426102
2013,15759,Arena_Silicea (m3),2067.046354
2013,15759,Arcillas (Tn),643.100000
2013,15759,Arena_Cantera (m3),2345.013880
2013,15759,Arcilla FE (Tn),810.000000
2013,15761,Recebo (m3),1400.000000
2013,15761,Gravas_Rio (m3),3000.000000
2013,15762,Caliza (Tn),577.900000
2013,15764,Recebo (m3),230.000000
2013,15764,Arenas (m3),220.000000
2013,15763,Recebo (m3),740.000000
2013,15763,Arcillas CE (Tn),27254.000000
2013,15763,Arcillas_MI (Tn),30495.998270
2013,15774,Carbón (Tn),956.000000
2013,15778,Gravas_Rio (m3),3000.000000
2013,15790,Carbón (Tn),122758.200800
2013,15790,Arena_Silicea (m3),5316.000000
2013,15806,Caliza (Tn),784365.140000
2013,15806,Arena_Cantera (m3),259.623504
2013,15814,Arena_Cantera (m3),359.985189
2013,15816,Gravas (m3),0.000000
2013,15820,Carbón (Tn),63398.138780
2013,15820,Arenas (m3),1775.000000
2013,15820,Arena_Cantera (m3),8312.564977
2013,15822,Roca_Fosfórica (Tn),2398.130000
2013,15001,Carbón (Tn),262.510000
2013,15001,Recebo (m3),1126.000000
2013,15001,Arenas (m3),5612.500000
2013,15001,Arcillas_MI (Tn),1404.805827
2013,15001,Arcillas (Tn),1050.000000
2013,15001,Arena_Cantera (m3),18740.011465
2013,15001,Arcillas CA (Tn),4000.000000
2013,15835,Carbón (Tn),3307.890000
2013,15835,Roca_Fosfórica (Tn),220.000000
2013,15837,Carbón (Tn),22076.210000
2013,15837,Hierro (Tn),991.000000
2013,15837,Arena_Cantera (m3),310.214858
2013,15839,Recebo (m3),402.000000
2013,15842,Carbón (Tn),7278.090000
2013,15842,Arena_Silicea (m3),188.000000
2013,15842,Arena_Cantera (m3),9328.155280
2013,15861,Carbón (Tn),4843.860000
2013,15861,Recebo (m3),280.000000
2013,15407,Caliza (Tn),63343.340000
2013,15407,Marmol (Tn),734.000000
2013,15407,Travertino Mayor (Tn),1035.350000
2012,15047,Carbón (Tn),1002.120000
2012,15051,Arcillas_MI (Tn),12499.000000
2012,15092,Caliza (Tn),500.000000
2012,15092,Carbón (Tn),6756.125000
2012,15097,Carbón (Tn),7792.260000
2012,15104,Carbón (Tn),2462.710000
2012,15131,Arenas (m3),0.000000
2012,15183,Carbón (Tn),67676.020000
2012,15185,Caliza (Tn),8636.000000
2012,15187,Carbón (Tn),9772.990000
2012,15187,Arcilla FE (Tn),4479.972778
2012,15236,Esmeraldas (Quilates),120.000000
2012,15189,Gravas (m3),0.000000
2012,15204,Carbón (Tn),145.000000
2012,15204,Recebo (m3),3735.000000
2012,15204,Arcillas CE (Tn),434.131736
2012,15204,Arcilla FE (Tn),2120.420418
2012,15215,Carbón (Tn),62239.752310
2012,15215,Arena_Silicea (m3),1621.000000
2012,15224,Carbón (Tn),24544.230000
2012,15224,Recebo (m3),495.000000
2012,15226,Gravas (m3),0.000000
2012,15226,Roca_Fosfórica (Tn),899.966204
2012,15238,Caliza (Tn),269062.830600
2012,15238,Carbón (Tn),15012.630000
2012,15248,Carbón (Tn),100.000000
2012,15272,Caliza (Tn),117668.879553
2012,15272,Marmol (Tn),200.000000
2012,15296,Carbón (Tn),32459.842000
2012,15317,Carbón (Tn),120.000000
2012,15322,Gravas_Rio (m3),9057.000000
2012,15322,Arena_Rio (m3),6038.000000
2012,15325,Hierro (Tn),21472.040000
2012,15325,Gravas_Rio (m3),1721.000000
2012,15362,Carbón (Tn),6104.230000
2012,15362,Roca_Fosfórica (Tn),70269.903030
2012,15368,Carbón (Tn),20760.020000
2012,15403,Carbón (Tn),6993.360000
2012,15425,Esmeraldas (Quilates),162320.000000
2012,15455,Recebo (m3),5250.000000
2012,15464,Carbón (Tn),139888.570150
2012,15466,Carbón (Tn),28079.700000
2012,15469,Caliza (Tn),22063.000000
2012,15469,Arenas (m3),6840.000000
2012,15476,Carbón (Tn),5846.220000
2012,15476,Recebo (m3),654.000000
2012,15491,Caliza (Tn),601573.460000
2012,15491,Carbón (Tn),459.010000
2012,15491,Arena_Silicea (m3),59516.500000
2012,15494,Carbón (Tn),1611.930000
2012,15514,Yesos (Tn),836.015209
2012,15516,Carbón (Tn),250667.387980
2012,15516,Recebo (m3),1738.700000
2012,15516,Puzolanas (Tn),57821.000000
2012,15531,Gravas (m3),3702.000000
2012,15537,Carbón (Tn),516.540000
2012,15537,Recebo (m3),7834.000000
2012,15537,Hierro (Tn),216183.000000
2012,15542,Caliza (Tn),120.000000
2012,15542,Arenas (m3),0.000000
2012,15542,Arena_Cantera (m3),1560.006854
2012,15542,Asfaltita (Tn),800.000000
2012,15572,Recebo (m3),350750.000000
2012,15572,Gravas_Cantera (m3),49328.999690
2012,15580,Esmeraldas (Quilates),24800.000000
2012,15599,Recebo (m3),0.000000
2012,15600,Carbón (Tn),324731.719000
2012,15621,Caliza (Tn),276.000000
2012,15621,Recebo (m3),2650.000000
2012,15646,Carbón (Tn),526028.092000
2012,15667,Recebo (m3),180.000000
2012,15667,Gravas (m3),627.000000
2012,15667,Arenas (m3),0.000000
2012,15667,Gravas_Rio (m3),11448.000000
2012,15667,Arena_Rio (m3),1842.000000
2012,15667,Arena_Cantera (m3),998.000000
2012,15673,Carbón (Tn),93976.480000
2012,15681,Esmeraldas (Quilates),4000.000000
2012,15690,Carbón (Tn),3648.460000
2012,15690,Arenas (m3),366.000000
2012,15686,Caliza (Tn),2300.013931
2012,15720,Carbón (Tn),81729.710000
2012,15723,Carbón (Tn),34034.460000
2012,15757,Carbón (Tn),238957.574000
2012,15755,Carbón (Tn),212100.376000
2012,15759,Carbón (Tn),267483.299960
2012,15759,Roca_Fosfórica (Tn),599340.814600
2012,15759,Arcillas CE (Tn),253.205497
2012,15759,Arenas (m3),1554.000000
2012,15759,Arcillas_MI (Tn),5309.926466
2012,15759,Arena_Silicea (m3),660.000000
2012,15759,Arcillas (Tn),0.000000
2012,15759,Arena_Cantera (m3),54.016240
2012,15759,Arcilla FE (Tn),2141.765878
2012,15762,Caliza (Tn),1460.000000
2012,15763,Recebo (m3),520.000000
2012,15763,Arcillas_MI (Tn),598.237932
2012,15763,Arcillas (Tn),13525.000000
2012,15763,Arena_Cantera (m3),156.000000
2012,15774,Carbón (Tn),1602.800000
2012,15790,Carbón (Tn),138167.687670
2012,15790,Arena_Silicea (m3),2346.400000
2012,15804,Carbón (Tn),3719.710000
2012,15806,Caliza (Tn),293824.570000
2012,15806,Arena_Cantera (m3),110.045794
2012,15814,Arenas (m3),773.000000
2012,15820,Carbón (Tn),68563.861380
2012,15820,Arena_Cantera (m3),4495.000000
2012,15822,Roca_Fosfórica (Tn),26770.491870
2012,15001,Carbón (Tn),1637.410000
2012,15001,Recebo (m3),1002.000000
2012,15001,Arenas (m3),2475.000000
2012,15001,Arcillas_MI (Tn),59.641729
2012,15001,Arcillas CA (Tn),798.403194
2012,15835,Carbón (Tn),3075.364000
2012,15835,Roca_Fosfórica (Tn),13576.149866
2012,15837,Carbón (Tn),21718.960000
2012,15837,Hierro (Tn),260.100000
2012,15839,Recebo (m3),296.000000
2012,15842,Carbón (Tn),2632.850000
2012,15842,Arenas (m3),0.000000
2012,15861,Carbón (Tn),28450.764000
2012,15879,Recebo (m3),0.000000
