geo,Municipio,Cultivo,Año,Área Sembrada (ha)
15686,SANTANA,Cafe,2017,513
15090,BERBEO,Cafe,2017,470
15185,CHITARAQUE,Cafe,2017,447
15531,PAUNA,Cafe,2017,373
15109,BUENAVISTA,Cafe,2017,327
15681,SAN PABLO DE BORBUR,Cafe,2017,313
15514,PÁEZ,Cafe,2017,313
15442,MARIPÍ,Cafe,2017,269
15325,GUAYATÁ,Cafe,2017,257
15660,SAN EDUARDO,Cafe,2017,245
15212,COPER,Cafe,2017,210
15106,BRICEÑO,Cafe,2017,194
15135,CAMPOHERMOSO,Cafe,2017,194
15507,OTANCHE,Cafe,2017,187
15580,QUIPAMA,Cafe,2017,139
15550,PISBA,Cafe,2017,135
15299,GARAGOA,Cafe,2017,126
15621,RONDON,Cafe,2017,121
15401,LA VICTORIA,Cafe,2017,121
15511,PACHAVITA,Cafe,2017,107
15425,MACANAL,Cafe,2017,91
15832,TUNUNGUA,Cafe,2017,85
15480,MUZO,Cafe,2017,81
15377,LABRANZAGRANDE,Cafe,2017,79
15022,ALMEIDA,Cafe,2017,71
15172,CHINAVITA,Cafe,2017,57
15322,GUATEQUE,Cafe,2017,57
15761,SOMONDOCO,Cafe,2017,45
15533,PAYA,Cafe,2017,35
15518,PAJARITO,Cafe,2017,31
15667,SAN LUIS DE GACENO,Cafe,2017,9
15690,SANTA MARIA,Cafe,2017,7
15469,MONIQUIRÁ,Cafe,2018,1
15897,ZETAQUIRA,Cafe,2018,1
15455,MIRAFLORES,Cafe,2018,811
15664,SAN JOSE DE PARE,Cafe,2018,740
15816,TOGUI,Cafe,2018,597
15686,SANTANA,Cafe,2018,517
15090,BERBEO,Cafe,2018,470
15185,CHITARAQUE,Cafe,2018,448
15531,PAUNA,Cafe,2018,349
15514,PÁEZ,Cafe,2018,316
15681,SAN PABLO DE BORBUR,Cafe,2018,305
15109,BUENAVISTA,Cafe,2018,303
15325,GUAYATÁ,Cafe,2018,252
15442,MARIPÍ,Cafe,2018,252
15660,SAN EDUARDO,Cafe,2018,244
15212,COPER,Cafe,2018,223
15135,CAMPOHERMOSO,Cafe,2018,200
15507,OTANCHE,Cafe,2018,187
15106,BRICEÑO,Cafe,2018,171
15580,QUIPAMA,Cafe,2018,137
15550,PISBA,Cafe,2018,135
15299,GARAGOA,Cafe,2018,131
15621,RONDON,Cafe,2018,125
15401,LA VICTORIA,Cafe,2018,121
15511,PACHAVITA,Cafe,2018,110
15425,MACANAL,Cafe,2018,94
15480,MUZO,Cafe,2018,79
15377,LABRANZAGRANDE,Cafe,2018,79
15022,ALMEIDA,Cafe,2018,73
15832,TUNUNGUA,Cafe,2018,66
15172,CHINAVITA,Cafe,2018,60
15322,GUATEQUE,Cafe,2018,56
15761,SOMONDOCO,Cafe,2018,45
15533,PAYA,Cafe,2018,35
15518,PAJARITO,Cafe,2018,31
15667,SAN LUIS DE GACENO,Cafe,2018,9
15690,SANTA MARIA,Cafe,2018,7
15442,MARIPÍ,Caña Miel,2007,655
15212,COPER,Caña Miel,2007,421
15469,MONIQUIRÁ,Caña Miel,2007,420
15022,ALMEIDA,Caña Miel,2007,320
15480,MUZO,Caña Miel,2007,320
15507,OTANCHE,Caña Miel,2007,300
15109,BUENAVISTA,Caña Miel,2007,268
15533,PAYA,Caña Miel,2007,232
15681,SAN PABLO DE BORBUR,Caña Miel,2007,183
15106,BRICEÑO,Caña Miel,2007,150
15550,PISBA,Caña Miel,2007,140
15897,ZETAQUIRA,Caña Miel,2007,140
15425,MACANAL,Caña Miel,2007,137
15514,PÁEZ,Caña Miel,2007,118
15761,SOMONDOCO,Caña Miel,2007,110
15511,PACHAVITA,Caña Miel,2007,97
15531,PAUNA,Caña Miel,2007,94
15135,CAMPOHERMOSO,Caña Miel,2007,85
15832,TUNUNGUA,Caña Miel,2007,85
15621,RONDON,Caña Miel,2007,84
15660,SAN EDUARDO,Caña Miel,2007,81
15690,SANTA MARIA,Caña Miel,2007,80
15580,QUIPAMA,Caña Miel,2007,77
15185,CHITARAQUE,Caña Miel,2007,62
15401,LA VICTORIA,Caña Miel,2007,57
15804,TIBANA,Caña Miel,2007,55
15322,GUATEQUE,Caña Miel,2007,50
15696,SANTA SOFIA,Caña Miel,2007,45
15325,GUAYATÁ,Caña Miel,2007,42
15798,TENZA,Caña Miel,2007,40
15778,SUTATENZA,Caña Miel,2007,38
15464,MONGUA,Caña Miel,2007,35
15236,CHIVOR,Caña Miel,2007,34
15518,PAJARITO,Caña Miel,2007,30
15299,GARAGOA,Caña Miel,2007,26
15172,CHINAVITA,Caña Miel,2007,20
15753,SOATA,Caña Miel,2007,18
15090,BERBEO,Caña Miel,2007,12
15223,CUBARÁ,Caña Miel,2007,8
15757,SOCHA,Caña Miel,2007,8
15442,MARIPÍ,Caña Miel,2008,775
15212,COPER,Caña Miel,2008,365
15455,MIRAFLORES,Caña Miel,2008,300
15507,OTANCHE,Caña Miel,2008,300
15109,BUENAVISTA,Caña Miel,2008,268
15480,MUZO,Caña Miel,2008,230
15533,PAYA,Caña Miel,2008,220
15022,ALMEIDA,Caña Miel,2008,180
15681,SAN PABLO DE BORBUR,Caña Miel,2008,180
15550,PISBA,Caña Miel,2008,160
15425,MACANAL,Caña Miel,2008,145
15106,BRICEÑO,Caña Miel,2008,137
15293,GACHANTIVÁ,Caña Miel,2008,120
15514,PÁEZ,Caña Miel,2008,119
15511,PACHAVITA,Caña Miel,2008,111
15761,SOMONDOCO,Caña Miel,2008,110
15690,SANTA MARIA,Caña Miel,2008,90
15135,CAMPOHERMOSO,Caña Miel,2008,89
15660,SAN EDUARDO,Caña Miel,2008,83
15322,GUATEQUE,Caña Miel,2008,76
15832,TUNUNGUA,Caña Miel,2008,70
15696,SANTA SOFIA,Caña Miel,2008,55
15778,SUTATENZA,Caña Miel,2008,44
15236,CHIVOR,Caña Miel,2008,41
15325,GUAYATÁ,Caña Miel,2008,40
15798,TENZA,Caña Miel,2008,40
15580,QUIPAMA,Caña Miel,2008,38
15518,PAJARITO,Caña Miel,2008,35
15464,MONGUA,Caña Miel,2008,33
15299,GARAGOA,Caña Miel,2008,30
15172,CHINAVITA,Caña Miel,2008,26
15753,SOATA,Caña Miel,2008,20
15223,CUBARÁ,Caña Miel,2008,13
15090,BERBEO,Caña Miel,2008,10
15248,EL ESPINO,Caña Miel,2008,2
15842,UMBITA,Caña Miel,2009,790
15442,MARIPÍ,Caña Miel,2009,600
15212,COPER,Caña Miel,2009,372
15507,OTANCHE,Caña Miel,2009,325
15109,BUENAVISTA,Caña Miel,2009,272
15455,MIRAFLORES,Caña Miel,2009,210
15377,LABRANZAGRANDE,Caña Miel,2009,190
15681,SAN PABLO DE BORBUR,Caña Miel,2009,190
15533,PAYA,Caña Miel,2009,180
15022,ALMEIDA,Caña Miel,2009,175
15897,ZETAQUIRA,Caña Miel,2009,150
15425,MACANAL,Caña Miel,2009,147
15550,PISBA,Caña Miel,2009,140
15514,PÁEZ,Caña Miel,2009,115
15761,SOMONDOCO,Caña Miel,2009,115
15511,PACHAVITA,Caña Miel,2009,111
15172,CHINAVITA,Caña Miel,2009,110
15106,BRICEÑO,Caña Miel,2009,109
15690,SANTA MARIA,Caña Miel,2009,100
15135,CAMPOHERMOSO,Caña Miel,2009,94
15755,SOCOTA,Caña Miel,2009,88
15696,SANTA SOFIA,Caña Miel,2009,83
15325,GUAYATÁ,Caña Miel,2009,44
15798,TENZA,Caña Miel,2009,43
15667,SAN LUIS DE GACENO,Caña Miel,2009,40
15464,MONGUA,Caña Miel,2009,39
15580,QUIPAMA,Caña Miel,2009,37
15322,GUATEQUE,Caña Miel,2009,30
15753,SOATA,Caña Miel,2009,20
15236,CHIVOR,Caña Miel,2009,19
15778,SUTATENZA,Caña Miel,2009,19
15223,CUBARÁ,Caña Miel,2009,17
15720,SATIVANORTE,Caña Miel,2009,15
15090,BERBEO,Caña Miel,2009,13
15518,PAJARITO,Caña Miel,2009,10
15317,GUACAMAYAS,Caña Miel,2009,5
15516,PAIPA,Caña Miel,2009,2
15212,COPER,Caña Miel,2010,365
15442,MARIPÍ,Caña Miel,2010,320
15109,BUENAVISTA,Caña Miel,2010,267
15455,MIRAFLORES,Caña Miel,2010,225
15681,SAN PABLO DE BORBUR,Caña Miel,2010,180
15897,ZETAQUIRA,Caña Miel,2010,155
15804,TIBANA,Caña Miel,2010,150
15842,UMBITA,Caña Miel,2010,150
15425,MACANAL,Caña Miel,2010,147
15761,SOMONDOCO,Caña Miel,2010,115
15514,PÁEZ,Caña Miel,2010,114
15135,CAMPOHERMOSO,Caña Miel,2010,96
15696,SANTA SOFIA,Caña Miel,2010,90
15106,BRICEÑO,Caña Miel,2010,88
15172,CHINAVITA,Caña Miel,2010,78
15755,SOCOTA,Caña Miel,2010,70
15690,SANTA MARIA,Caña Miel,2010,55
15325,GUAYATÁ,Caña Miel,2010,49
15464,MONGUA,Caña Miel,2010,42
15798,TENZA,Caña Miel,2010,42
15180,CHISCAS,Caña Miel,2010,40
15667,SAN LUIS DE GACENO,Caña Miel,2010,40
15322,GUATEQUE,Caña Miel,2010,38
15580,QUIPAMA,Caña Miel,2010,33
15090,BERBEO,Caña Miel,2010,28
15236,CHIVOR,Caña Miel,2010,20
15621,RONDON,Caña Miel,2010,20
15753,SOATA,Caña Miel,2010,20
15223,CUBARÁ,Caña Miel,2010,17
15778,SUTATENZA,Caña Miel,2010,13
15518,PAJARITO,Caña Miel,2010,12
15022,ALMEIDA,Caña Miel,2010,8
15516,PAIPA,Caña Miel,2010,5
15720,SATIVANORTE,Caña Miel,2010,4
15212,COPER,Caña Miel,2011,375
15442,MARIPÍ,Caña Miel,2011,343
15109,BUENAVISTA,Caña Miel,2011,243
15455,MIRAFLORES,Caña Miel,2011,223
15533,PAYA,Caña Miel,2011,203
15550,PISBA,Caña Miel,2011,203
15377,LABRANZAGRANDE,Caña Miel,2011,180
15681,SAN PABLO DE BORBUR,Caña Miel,2011,179
15897,ZETAQUIRA,Caña Miel,2011,154
15425,MACANAL,Caña Miel,2011,150
15761,SOMONDOCO,Caña Miel,2011,118
15514,PÁEZ,Caña Miel,2011,115
15511,PACHAVITA,Caña Miel,2011,102
15135,CAMPOHERMOSO,Caña Miel,2011,98
15842,UMBITA,Caña Miel,2011,97
15106,BRICEÑO,Caña Miel,2011,95
15696,SANTA SOFIA,Caña Miel,2011,90
15172,CHINAVITA,Caña Miel,2011,80
15755,SOCOTA,Caña Miel,2011,70
15804,TIBANA,Caña Miel,2011,69
15690,SANTA MARIA,Caña Miel,2011,56
15798,TENZA,Caña Miel,2011,43
15464,MONGUA,Caña Miel,2011,42
15480,MUZO,Caña Miel,2011,42
15667,SAN LUIS DE GACENO,Caña Miel,2011,40
15580,QUIPAMA,Caña Miel,2011,33
15299,GARAGOA,Caña Miel,2011,31
15090,BERBEO,Caña Miel,2011,27
15236,CHIVOR,Caña Miel,2011,20
15621,RONDON,Caña Miel,2011,20
15753,SOATA,Caña Miel,2011,20
15223,CUBARÁ,Caña Miel,2011,17
15778,SUTATENZA,Caña Miel,2011,13
15022,ALMEIDA,Caña Miel,2011,8
15774,SUSACON,Caña Miel,2011,7
15516,PAIPA,Caña Miel,2011,5
15720,SATIVANORTE,Caña Miel,2011,4
15212,COPER,Caña Miel,2012,376
15442,MARIPÍ,Caña Miel,2012,349
15533,PAYA,Caña Miel,2012,212
15377,LABRANZAGRANDE,Caña Miel,2012,206
15550,PISBA,Caña Miel,2012,202
15681,SAN PABLO DE BORBUR,Caña Miel,2012,179
15425,MACANAL,Caña Miel,2012,152
15897,ZETAQUIRA,Caña Miel,2012,151
15455,MIRAFLORES,Caña Miel,2012,137
15109,BUENAVISTA,Caña Miel,2012,135
15172,CHINAVITA,Caña Miel,2012,121
15761,SOMONDOCO,Caña Miel,2012,115
15022,ALMEIDA,Caña Miel,2012,100
15106,BRICEÑO,Caña Miel,2012,98
15842,UMBITA,Caña Miel,2012,97
15511,PACHAVITA,Caña Miel,2012,96
15514,PÁEZ,Caña Miel,2012,95
15660,SAN EDUARDO,Caña Miel,2012,89
15755,SOCOTA,Caña Miel,2012,70
15690,SANTA MARIA,Caña Miel,2012,56
15325,GUAYATÁ,Caña Miel,2012,55
15696,SANTA SOFIA,Caña Miel,2012,45
15464,MONGUA,Caña Miel,2012,42
15236,CHIVOR,Caña Miel,2012,40
15480,MUZO,Caña Miel,2012,40
15667,SAN LUIS DE GACENO,Caña Miel,2012,40
15580,QUIPAMA,Caña Miel,2012,38
15299,GARAGOA,Caña Miel,2012,30
15090,BERBEO,Caña Miel,2012,27
15135,CAMPOHERMOSO,Caña Miel,2012,20
15621,RONDON,Caña Miel,2012,20
15223,CUBARÁ,Caña Miel,2012,19
15753,SOATA,Caña Miel,2012,19
15798,TENZA,Caña Miel,2012,18
15804,TIBANA,Caña Miel,2012,16
15322,GUATEQUE,Caña Miel,2012,14
15778,SUTATENZA,Caña Miel,2012,13
15516,PAIPA,Caña Miel,2012,8
15774,SUSACON,Caña Miel,2012,7
15720,SATIVANORTE,Caña Miel,2012,6
15317,GUACAMAYAS,Caña Miel,2012,5
15248,EL ESPINO,Caña Miel,2012,4
15212,COPER,Caña Miel,2013,379
15442,MARIPÍ,Caña Miel,2013,359
15550,PISBA,Caña Miel,2013,235
15533,PAYA,Caña Miel,2013,214
15377,LABRANZAGRANDE,Caña Miel,2013,211
15681,SAN PABLO DE BORBUR,Caña Miel,2013,170
15425,MACANAL,Caña Miel,2013,153
15897,ZETAQUIRA,Caña Miel,2013,150
15109,BUENAVISTA,Caña Miel,2013,146
15455,MIRAFLORES,Caña Miel,2013,117
15761,SOMONDOCO,Caña Miel,2013,115
15106,BRICEÑO,Caña Miel,2013,101
15507,OTANCHE,Caña Miel,2013,100
15172,CHINAVITA,Caña Miel,2013,95
15690,SANTA MARIA,Caña Miel,2013,95
15514,PÁEZ,Caña Miel,2013,85
15022,ALMEIDA,Caña Miel,2013,80
15755,SOCOTA,Caña Miel,2013,70
15842,UMBITA,Caña Miel,2013,65
15660,SAN EDUARDO,Caña Miel,2013,64
15325,GUAYATÁ,Caña Miel,2013,63
15696,SANTA SOFIA,Caña Miel,2013,50
15464,MONGUA,Caña Miel,2013,42
15480,MUZO,Caña Miel,2013,40
15580,QUIPAMA,Caña Miel,2013,40
15667,SAN LUIS DE GACENO,Caña Miel,2013,40
15673,SAN MATEO,Caña Miel,2013,40
15518,PAJARITO,Caña Miel,2013,34
15090,BERBEO,Caña Miel,2013,33
15299,GARAGOA,Caña Miel,2013,30
15223,CUBARÁ,Caña Miel,2013,24
15135,CAMPOHERMOSO,Caña Miel,2013,20
15621,RONDON,Caña Miel,2013,20
15753,SOATA,Caña Miel,2013,19
15798,TENZA,Caña Miel,2013,18
15236,CHIVOR,Caña Miel,2013,17
15804,TIBANA,Caña Miel,2013,16
15322,GUATEQUE,Caña Miel,2013,15
15511,PACHAVITA,Caña Miel,2013,15
15317,GUACAMAYAS,Caña Miel,2013,12
15778,SUTATENZA,Caña Miel,2013,12
15097,BOAVITA,Caña Miel,2013,10
15516,PAIPA,Caña Miel,2013,8
15774,SUSACON,Caña Miel,2013,8
15720,SATIVANORTE,Caña Miel,2013,7
15522,PANQUEBA,Caña Miel,2013,5
15248,EL ESPINO,Caña Miel,2013,4
15212,COPER,Caña Miel,2014,396
15442,MARIPÍ,Caña Miel,2014,362
15550,PISBA,Caña Miel,2014,235
15533,PAYA,Caña Miel,2014,214
15377,LABRANZAGRANDE,Caña Miel,2014,211
15109,BUENAVISTA,Caña Miel,2014,176
15681,SAN PABLO DE BORBUR,Caña Miel,2014,175
15425,MACANAL,Caña Miel,2014,155
15804,TIBANA,Caña Miel,2014,150
15897,ZETAQUIRA,Caña Miel,2014,138
15761,SOMONDOCO,Caña Miel,2014,115
15106,BRICEÑO,Caña Miel,2014,101
15507,OTANCHE,Caña Miel,2014,100
15696,SANTA SOFIA,Caña Miel,2014,97
15172,CHINAVITA,Caña Miel,2014,95
15755,SOCOTA,Caña Miel,2014,86
15514,PÁEZ,Caña Miel,2014,85
15022,ALMEIDA,Caña Miel,2014,76
15660,SAN EDUARDO,Caña Miel,2014,68
15842,UMBITA,Caña Miel,2014,65
15690,SANTA MARIA,Caña Miel,2014,60
15325,GUAYATÁ,Caña Miel,2014,55
15455,MIRAFLORES,Caña Miel,2014,50
15580,QUIPAMA,Caña Miel,2014,43
15464,MONGUA,Caña Miel,2014,40
15480,MUZO,Caña Miel,2014,40
15673,SAN MATEO,Caña Miel,2014,40
15667,SAN LUIS DE GACENO,Caña Miel,2014,35
15090,BERBEO,Caña Miel,2014,30
15798,TENZA,Caña Miel,2014,30
15299,GARAGOA,Caña Miel,2014,29
15135,CAMPOHERMOSO,Caña Miel,2014,20
15621,RONDON,Caña Miel,2014,20
15223,CUBARÁ,Caña Miel,2014,19
15753,SOATA,Caña Miel,2014,19
15236,CHIVOR,Caña Miel,2014,17
15322,GUATEQUE,Caña Miel,2014,17
15511,PACHAVITA,Caña Miel,2014,16
15180,CHISCAS,Caña Miel,2014,15
15720,SATIVANORTE,Caña Miel,2014,14
15778,SUTATENZA,Caña Miel,2014,12
15097,BOAVITA,Caña Miel,2014,10
15317,GUACAMAYAS,Caña Miel,2014,10
15516,PAIPA,Caña Miel,2014,8
15774,SUSACON,Caña Miel,2014,8
15248,EL ESPINO,Caña Miel,2014,4
15522,PANQUEBA,Caña Miel,2014,4
15212,COPER,Caña Miel,2015,399
15442,MARIPÍ,Caña Miel,2015,372
15469,MONIQUIRÁ,Caña Miel,2015,300
15533,PAYA,Caña Miel,2015,212
15109,BUENAVISTA,Caña Miel,2015,186
15681,SAN PABLO DE BORBUR,Caña Miel,2015,175
15425,MACANAL,Caña Miel,2015,173
15804,TIBANA,Caña Miel,2015,150
15897,ZETAQUIRA,Caña Miel,2015,138
15761,SOMONDOCO,Caña Miel,2015,115
15696,SANTA SOFIA,Caña Miel,2015,110
15106,BRICEÑO,Caña Miel,2015,101
15507,OTANCHE,Caña Miel,2015,100
15377,LABRANZAGRANDE,Caña Miel,2015,90
15514,PÁEZ,Caña Miel,2015,85
15550,PISBA,Caña Miel,2015,80
15022,ALMEIDA,Caña Miel,2015,78
15172,CHINAVITA,Caña Miel,2015,74
15660,SAN EDUARDO,Caña Miel,2015,68
15842,UMBITA,Caña Miel,2015,60
15325,GUAYATÁ,Caña Miel,2015,60
15455,MIRAFLORES,Caña Miel,2015,50
15690,SANTA MARIA,Caña Miel,2015,50
15580,QUIPAMA,Caña Miel,2015,43
15464,MONGUA,Caña Miel,2015,40
15299,GARAGOA,Caña Miel,2015,35
15673,SAN MATEO,Caña Miel,2015,35
15667,SAN LUIS DE GACENO,Caña Miel,2015,32
15090,BERBEO,Caña Miel,2015,30
15621,RONDON,Caña Miel,2015,30
15798,TENZA,Caña Miel,2015,30
15755,SOCOTA,Caña Miel,2015,23
15236,CHIVOR,Caña Miel,2015,22
15223,CUBARÁ,Caña Miel,2015,21
15322,GUATEQUE,Caña Miel,2015,21
15135,CAMPOHERMOSO,Caña Miel,2015,20
15511,PACHAVITA,Caña Miel,2015,16
15720,SATIVANORTE,Caña Miel,2015,16
15180,CHISCAS,Caña Miel,2015,15
15778,SUTATENZA,Caña Miel,2015,15
15753,SOATA,Caña Miel,2015,12
15774,SUSACON,Caña Miel,2015,12
15480,MUZO,Caña Miel,2015,8
15516,PAIPA,Caña Miel,2015,8
15522,PANQUEBA,Caña Miel,2015,5
15317,GUACAMAYAS,Caña Miel,2015,4
15212,COPER,Caña Miel,2016,404
15442,MARIPÍ,Caña Miel,2016,395
15469,MONIQUIRÁ,Caña Miel,2016,310
15425,MACANAL,Caña Miel,2016,173
15109,BUENAVISTA,Caña Miel,2016,168
15804,TIBANA,Caña Miel,2016,164
15696,SANTA SOFIA,Caña Miel,2016,160
15293,GACHANTIVÁ,Caña Miel,2016,150
15681,SAN PABLO DE BORBUR,Caña Miel,2016,149
15897,ZETAQUIRA,Caña Miel,2016,127
15106,BRICEÑO,Caña Miel,2016,95
15761,SOMONDOCO,Caña Miel,2016,95
15514,PÁEZ,Caña Miel,2016,80
15511,PACHAVITA,Caña Miel,2016,77
15377,LABRANZAGRANDE,Caña Miel,2016,75
15660,SAN EDUARDO,Caña Miel,2016,74
15022,ALMEIDA,Caña Miel,2016,67
15755,SOCOTA,Caña Miel,2016,65
15842,UMBITA,Caña Miel,2016,63
15325,GUAYATÁ,Caña Miel,2016,59
15621,RONDON,Caña Miel,2016,46
15580,QUIPAMA,Caña Miel,2016,43
15690,SANTA MARIA,Caña Miel,2016,41
15299,GARAGOA,Caña Miel,2016,38
15533,PAYA,Caña Miel,2016,30
15550,PISBA,Caña Miel,2016,30
15798,TENZA,Caña Miel,2016,30
15090,BERBEO,Caña Miel,2016,24
15135,CAMPOHERMOSO,Caña Miel,2016,20
15223,CUBARÁ,Caña Miel,2016,18
15778,SUTATENZA,Caña Miel,2016,17
15180,CHISCAS,Caña Miel,2016,15
15774,SUSACON,Caña Miel,2016,15
15720,SATIVANORTE,Caña Miel,2016,10
15516,PAIPA,Caña Miel,2016,9
15667,SAN LUIS DE GACENO,Caña Miel,2016,8
15317,GUACAMAYAS,Caña Miel,2016,5
15753,SOATA,Caña Miel,2016,2
15442,MARIPÍ,Caña Miel,2017,405
15212,COPER,Caña Miel,2017,400
15469,MONIQUIRÁ,Caña Miel,2017,315
15109,BUENAVISTA,Caña Miel,2017,183
15425,MACANAL,Caña Miel,2017,173
15681,SAN PABLO DE BORBUR,Caña Miel,2017,164
15696,SANTA SOFIA,Caña Miel,2017,160
15293,GACHANTIVÁ,Caña Miel,2017,150
15804,TIBANA,Caña Miel,2017,147
15897,ZETAQUIRA,Caña Miel,2017,133
15106,BRICEÑO,Caña Miel,2017,105
15761,SOMONDOCO,Caña Miel,2017,99
15172,CHINAVITA,Caña Miel,2017,98
15514,PÁEZ,Caña Miel,2017,80
15660,SAN EDUARDO,Caña Miel,2017,79
15377,LABRANZAGRANDE,Caña Miel,2017,78
15511,PACHAVITA,Caña Miel,2017,77
15842,UMBITA,Caña Miel,2017,77
15325,GUAYATÁ,Caña Miel,2017,75
15755,SOCOTA,Caña Miel,2017,75
15480,MUZO,Caña Miel,2017,65
15022,ALMEIDA,Caña Miel,2017,63
15455,MIRAFLORES,Caña Miel,2017,52
15299,GARAGOA,Caña Miel,2017,48
15580,QUIPAMA,Caña Miel,2017,48
15621,RONDON,Caña Miel,2017,46
15550,PISBA,Caña Miel,2017,36
15533,PAYA,Caña Miel,2017,33
15798,TENZA,Caña Miel,2017,30
15690,SANTA MARIA,Caña Miel,2017,29
15516,PAIPA,Caña Miel,2017,27
15090,BERBEO,Caña Miel,2017,26
15135,CAMPOHERMOSO,Caña Miel,2017,25
15778,SUTATENZA,Caña Miel,2017,20
15753,SOATA,Caña Miel,2017,17
15180,CHISCAS,Caña Miel,2017,15
15774,SUSACON,Caña Miel,2017,15
15223,CUBARÁ,Caña Miel,2017,11
15317,GUACAMAYAS,Caña Miel,2017,10
15720,SATIVANORTE,Caña Miel,2017,10
15667,SAN LUIS DE GACENO,Caña Miel,2017,9
15442,MARIPÍ,Caña Miel,2018,420
15212,COPER,Caña Miel,2018,410
15469,MONIQUIRÁ,Caña Miel,2018,320
15109,BUENAVISTA,Caña Miel,2018,198
15293,GACHANTIVÁ,Caña Miel,2018,190
15425,MACANAL,Caña Miel,2018,183
15681,SAN PABLO DE BORBUR,Caña Miel,2018,174
15696,SANTA SOFIA,Caña Miel,2018,165
15804,TIBANA,Caña Miel,2018,152
15897,ZETAQUIRA,Caña Miel,2018,135
15106,BRICEÑO,Caña Miel,2018,115
15761,SOMONDOCO,Caña Miel,2018,103
15172,CHINAVITA,Caña Miel,2018,98
15755,SOCOTA,Caña Miel,2018,95
15660,SAN EDUARDO,Caña Miel,2018,81
15514,PÁEZ,Caña Miel,2018,80
15377,LABRANZAGRANDE,Caña Miel,2018,77
15511,PACHAVITA,Caña Miel,2018,77
15842,UMBITA,Caña Miel,2018,77
15325,GUAYATÁ,Caña Miel,2018,75
15480,MUZO,Caña Miel,2018,75
15455,MIRAFLORES,Caña Miel,2018,67
15022,ALMEIDA,Caña Miel,2018,63
15299,GARAGOA,Caña Miel,2018,48
15580,QUIPAMA,Caña Miel,2018,48
15621,RONDON,Caña Miel,2018,48
15550,PISBA,Caña Miel,2018,40
15533,PAYA,Caña Miel,2018,35
15690,SANTA MARIA,Caña Miel,2018,32
15135,CAMPOHERMOSO,Caña Miel,2018,30
15798,TENZA,Caña Miel,2018,30
15090,BERBEO,Caña Miel,2018,28
15516,PAIPA,Caña Miel,2018,28
15753,SOATA,Caña Miel,2018,27
15778,SUTATENZA,Caña Miel,2018,20
15180,CHISCAS,Caña Miel,2018,17
15774,SUSACON,Caña Miel,2018,17
15317,GUACAMAYAS,Caña Miel,2018,16
15223,CUBARÁ,Caña Miel,2018,12
15720,SATIVANORTE,Caña Miel,2018,10
15667,SAN LUIS DE GACENO,Caña Miel,2018,9
15185,CHITARAQUE,Caña Panelera,2007,8
15664,SAN JOSE DE PARE,Caña Panelera,2007,4
15686,SANTANA,Caña Panelera,2007,4
15816,TOGUI,Caña Panelera,2007,3
15469,MONIQUIRÁ,Caña Panelera,2007,2
15377,LABRANZAGRANDE,Caña Panelera,2007,450
15442,MARIPÍ,Caña Panelera,2007,422
15293,GACHANTIVÁ,Caña Panelera,2007,240
15455,MIRAFLORES,Caña Panelera,2007,215
15507,OTANCHE,Caña Panelera,2007,100
15690,SANTA MARIA,Caña Panelera,2007,80
15097,BOAVITA,Caña Panelera,2007,40
15518,PAJARITO,Caña Panelera,2007,40
15673,SAN MATEO,Caña Panelera,2007,36
15580,QUIPAMA,Caña Panelera,2007,35
15755,SOCOTA,Caña Panelera,2007,32
15572,PUERTO BOYACÁ,Caña Panelera,2007,10
15720,SATIVANORTE,Caña Panelera,2007,5
15810,TIPACOQUE,Caña Panelera,2007,5
15317,GUACAMAYAS,Caña Panelera,2007,5
15185,CHITARAQUE,Caña Panelera,2008,8
15664,SAN JOSE DE PARE,Caña Panelera,2008,4
15686,SANTANA,Caña Panelera,2008,3
15816,TOGUI,Caña Panelera,2008,3
15469,MONIQUIRÁ,Caña Panelera,2008,2
15442,MARIPÍ,Caña Panelera,2008,430
15377,LABRANZAGRANDE,Caña Panelera,2008,180
15507,OTANCHE,Caña Panelera,2008,150
15897,ZETAQUIRA,Caña Panelera,2008,140
15690,SANTA MARIA,Caña Panelera,2008,60
15518,PAJARITO,Caña Panelera,2008,55
15401,LA VICTORIA,Caña Panelera,2008,51
15455,MIRAFLORES,Caña Panelera,2008,49
15580,QUIPAMA,Caña Panelera,2008,47
15097,BOAVITA,Caña Panelera,2008,40
15673,SAN MATEO,Caña Panelera,2008,40
15720,SATIVANORTE,Caña Panelera,2008,13
15511,PACHAVITA,Caña Panelera,2008,6
15317,GUACAMAYAS,Caña Panelera,2008,5
15810,TIPACOQUE,Caña Panelera,2008,5
15407,VILLA DE LEYVA,Caña Panelera,2008,1
15185,CHITARAQUE,Caña Panelera,2009,8
15664,SAN JOSE DE PARE,Caña Panelera,2009,4
15686,SANTANA,Caña Panelera,2009,3
15816,TOGUI,Caña Panelera,2009,3
15469,MONIQUIRÁ,Caña Panelera,2009,1
15442,MARIPÍ,Caña Panelera,2009,550
15480,MUZO,Caña Panelera,2009,250
15531,PAUNA,Caña Panelera,2009,250
15533,PAYA,Caña Panelera,2009,230
15377,LABRANZAGRANDE,Caña Panelera,2009,180
15550,PISBA,Caña Panelera,2009,117
15507,OTANCHE,Caña Panelera,2009,115
15660,SAN EDUARDO,Caña Panelera,2009,79
15293,GACHANTIVÁ,Caña Panelera,2009,50
15401,LA VICTORIA,Caña Panelera,2009,46
