Unidad,Subgrupo,geo,Area,Periodo,Valor
Razón x 100¬000 nacidos vivos,Rural,15238,Duitama,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15238,Duitama,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15238,Duitama,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15244,El Cocuy,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15244,El Cocuy,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15244,El Cocuy,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15244,El Cocuy,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15244,El Cocuy,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15248,El Espino,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15248,El Espino,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15248,El Espino,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15248,El Espino,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15248,El Espino,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15272,Firavitoba,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15272,Firavitoba,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15272,Firavitoba,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15272,Firavitoba,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15272,Firavitoba,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15276,Floresta,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15276,Floresta,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15276,Floresta,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15276,Floresta,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15276,Floresta,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15293,Gachantivá,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15293,Gachantivá,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15293,Gachantivá,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15293,Gachantivá,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15293,Gachantivá,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15296,Gámeza,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15296,Gámeza,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15296,Gámeza,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15296,Gámeza,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15296,Gámeza,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15299,Garagoa,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15299,Garagoa,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15299,Garagoa,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15299,Garagoa,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15299,Garagoa,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15317,Guacamayas,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15317,Guacamayas,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15317,Guacamayas,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15317,Guacamayas,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15317,Guacamayas,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15322,Guateque,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15322,Guateque,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15322,Guateque,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15322,Guateque,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15322,Guateque,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15325,Guayatá,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15325,Guayatá,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15325,Guayatá,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15325,Guayatá,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15325,Guayatá,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15332,GÜICÁN DE LA SIERRA,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15332,GÜICÁN DE LA SIERRA,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15332,GÜICÁN DE LA SIERRA,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15332,GÜICÁN DE LA SIERRA,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15332,GÜICÁN DE LA SIERRA,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15362,Iza,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15362,Iza,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15362,Iza,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15362,Iza,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15362,Iza,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15367,Jenesano,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15367,Jenesano,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15367,Jenesano,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15367,Jenesano,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15367,Jenesano,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15368,Jericó,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15368,Jericó,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15368,Jericó,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15368,Jericó,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15368,Jericó,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15380,La Capilla,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15380,La Capilla,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15380,La Capilla,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15380,La Capilla,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15380,La Capilla,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15403,La Uvita,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15403,La Uvita,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15403,La Uvita,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15403,La Uvita,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15403,La Uvita,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15401,La Victoria,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15401,La Victoria,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15401,La Victoria,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15401,La Victoria,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15401,La Victoria,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15377,Labranzagrande,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15377,Labranzagrande,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15377,Labranzagrande,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15377,Labranzagrande,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15377,Labranzagrande,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15425,Macanal,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15425,Macanal,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15425,Macanal,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15425,Macanal,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15425,Macanal,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15442,Maripí,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15442,Maripí,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15442,Maripí,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15442,Maripí,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15442,Maripí,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15455,Miraflores,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15455,Miraflores,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15455,Miraflores,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15455,Miraflores,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15455,Miraflores,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15464,Mongua,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15464,Mongua,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15464,Mongua,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15464,Mongua,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15464,Mongua,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15466,Monguí,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15466,Monguí,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15466,Monguí,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15466,Monguí,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15466,Monguí,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15469,Moniquirá,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15469,Moniquirá,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15469,Moniquirá,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15469,Moniquirá,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15469,Moniquirá,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15476,Motavita,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15476,Motavita,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15476,Motavita,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15476,Motavita,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15476,Motavita,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15480,Muzo,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15480,Muzo,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15480,Muzo,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15480,Muzo,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15480,Muzo,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15491,Nobsa,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15491,Nobsa,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15491,Nobsa,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15491,Nobsa,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15491,Nobsa,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15494,Nuevo Colón,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15494,Nuevo Colón,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15494,Nuevo Colón,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15494,Nuevo Colón,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15494,Nuevo Colón,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15500,Oicatá,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15500,Oicatá,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15500,Oicatá,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15500,Oicatá,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15500,Oicatá,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15507,Otanche,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15507,Otanche,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15507,Otanche,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15507,Otanche,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15507,Otanche,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15511,Pachavita,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15511,Pachavita,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15511,Pachavita,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15511,Pachavita,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15511,Pachavita,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15514,Páez,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15514,Páez,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15514,Páez,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15514,Páez,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15514,Páez,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15516,Paipa,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15516,Paipa,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15516,Paipa,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15516,Paipa,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15516,Paipa,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15518,Pajarito,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15518,Pajarito,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15518,Pajarito,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15518,Pajarito,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15518,Pajarito,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15522,Panqueba,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15522,Panqueba,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15522,Panqueba,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15522,Panqueba,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15522,Panqueba,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15531,Pauna,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15531,Pauna,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15531,Pauna,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15531,Pauna,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15531,Pauna,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15533,Paya,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15533,Paya,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15533,Paya,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15533,Paya,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15533,Paya,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15537,Paz De Río,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15537,Paz De Río,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15537,Paz De Río,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15537,Paz De Río,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15537,Paz De Río,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15542,Pesca,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15542,Pesca,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15542,Pesca,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15542,Pesca,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15542,Pesca,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15550,Pisba,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15550,Pisba,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15550,Pisba,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15550,Pisba,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15550,Pisba,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15572,Puerto Boyacá,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15572,Puerto Boyacá,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15572,Puerto Boyacá,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15572,Puerto Boyacá,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15572,Puerto Boyacá,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15580,Quípama,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15580,Quípama,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15580,Quípama,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15580,Quípama,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15580,Quípama,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15599,Ramiriquí,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15599,Ramiriquí,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15599,Ramiriquí,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15599,Ramiriquí,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15599,Ramiriquí,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15600,Ráquira,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15600,Ráquira,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15600,Ráquira,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15600,Ráquira,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15600,Ráquira,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15621,Rondón,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15621,Rondón,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15621,Rondón,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15621,Rondón,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15621,Rondón,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15632,Saboyá,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15632,Saboyá,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15632,Saboyá,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15632,Saboyá,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15632,Saboyá,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15638,Sáchica,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15638,Sáchica,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15638,Sáchica,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15638,Sáchica,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15638,Sáchica,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15646,Samacá,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15646,Samacá,2014,98.600000
Razón x 100¬000 nacidos vivos,Rural,15646,Samacá,2014,67.700000
Razón x 100¬000 nacidos vivos,Todos,15646,Samacá,2014,47.700000
Razón x 100¬000 nacidos vivos,Urbano,15646,Samacá,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15660,San Eduardo,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15660,San Eduardo,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15660,San Eduardo,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15660,San Eduardo,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15660,San Eduardo,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15664,San José De Pare,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15664,San José De Pare,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15664,San José De Pare,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15664,San José De Pare,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15664,San José De Pare,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15667,San Luis De Gaceno,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15667,San Luis De Gaceno,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15667,San Luis De Gaceno,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15667,San Luis De Gaceno,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15667,San Luis De Gaceno,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15673,San Mateo,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15673,San Mateo,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15673,San Mateo,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15673,San Mateo,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15673,San Mateo,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15676,San Miguel De Sema,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15676,San Miguel De Sema,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15676,San Miguel De Sema,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15676,San Miguel De Sema,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15676,San Miguel De Sema,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15681,San Pablo De Borbur,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15681,San Pablo De Borbur,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15681,San Pablo De Borbur,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15681,San Pablo De Borbur,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15681,San Pablo De Borbur,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15693,Santa Rosa De Viterbo,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15693,Santa Rosa De Viterbo,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15693,Santa Rosa De Viterbo,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15693,Santa Rosa De Viterbo,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15693,Santa Rosa De Viterbo,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15696,Santa Sofía,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15696,Santa Sofía,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15696,Santa Sofía,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15696,Santa Sofía,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15696,Santa Sofía,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15690,Santa María,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15690,Santa María,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15690,Santa María,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15690,Santa María,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15690,Santa María,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15686,Santana,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15686,Santana,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15686,Santana,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15686,Santana,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15686,Santana,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15720,Sativanorte,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15720,Sativanorte,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15720,Sativanorte,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15720,Sativanorte,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15720,Sativanorte,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15723,Sativasur,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15723,Sativasur,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15723,Sativasur,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15723,Sativasur,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15723,Sativasur,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15740,Siachoque,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15740,Siachoque,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15740,Siachoque,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15740,Siachoque,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15740,Siachoque,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15753,Soatá,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15753,Soatá,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15753,Soatá,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15753,Soatá,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15753,Soatá,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15757,Socha,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15757,Socha,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15757,Socha,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15757,Socha,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15757,Socha,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15755,Socotá,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15755,Socotá,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15755,Socotá,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15755,Socotá,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15755,Socotá,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15759,Sogamoso,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15759,Sogamoso,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15759,Sogamoso,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15759,Sogamoso,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15759,Sogamoso,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15761,Somondoco,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15761,Somondoco,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15761,Somondoco,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15761,Somondoco,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15761,Somondoco,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15762,Sora,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15762,Sora,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15762,Sora,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15762,Sora,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15762,Sora,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15764,Soracá,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15764,Soracá,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15764,Soracá,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15764,Soracá,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15764,Soracá,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15763,Sotaquirá,2014,0.000000
Razón x 100¬000 nacidos vivos,Mujer,15763,Sotaquirá,2014,0.000000
Razón x 100¬000 nacidos vivos,Rural,15763,Sotaquirá,2014,0.000000
Razón x 100¬000 nacidos vivos,Todos,15763,Sotaquirá,2014,0.000000
Razón x 100¬000 nacidos vivos,Urbano,15763,Sotaquirá,2014,0.000000
Razón x 100¬000 nacidos vivos,Hombre,15774,Susacón,2014,0.000000
